0	Index      	 *	Score 	Summary	Detail	
1	21325 62334	 * 	208.29	ACR|2DMG|2BEXP|1ASPD|1VULN|1AART	1DUST|2DMSP|3RCR|46BEXP|56DMG|6BPWR|7CGEN|8ASPD|9AART|aVULN
24	42333 11631	   	197.80	ACR|2BASARM|1VULN|1ASPD|1DMG	16MLV|29LHND|3VULN|46BASARM|5RCR|6BPWR|7DMG|8DMSP|aASPD
25	42333 15351	   	197.70	ACR|2BASARM|1VULN|1ASPD|1DMG	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7ASPD|8LEGI|9DMG|aZMB
26	21325 66121	   	197.61	ACR|3DMG|3BEXP|1CDMG	17DUST|2DMSP|3RCR|467BEXP|567DMG|67BPWR|8AAC|9CDMG|aRPLT
27	21325 66122	   	197.61	ACR|3DMG|3BEXP|1CDMG	17DUST|2DMSP|3RCR|467BEXP|567DMG|67BPWR|8AAC|9CDMG|aLWND
28	21325 66123	   	197.61	ACR|3DMG|3BEXP|1CDMG	17DUST|2DMSP|3RCR|467BEXP|567DMG|67BPWR|8AAC|9CDMG|aFEWX
29	42333 15353	   	197.60	ACR|2BASARM|1VULN|1ASPD|1DMG	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7ASPD|8LEGI|9DMG|aAME
30	21325 62423	   	196.91	ACR|3BEXP|2DMG|1VULN|1CDMG	1DUST|2DMSP|3RCR|468BEXP|56DMG|6BPWR|7CGEN|9CDMG|aVULN
31	42333 11344	   	195.98	ACR|2BASARM|2VULN|1DMG|1AAC	16MLV|2LHND|39VULN|46BASARM|5RCR|6BPWR|7DMG|8LEGI|aAAC
32	42333 61131	 * 	195.57	ACR|2VULN|1BASARM|1ASPD|1DMG	1MLV|289LHND|36VULN|4BASARM|5RCR|7DMG|aASPD
33	42333 61631	   	195.57	ACR|2VULN|1BASARM|1ASPD|1DMG	1MLV|29LHND|36VULN|4BASARM|5RCR|7DMG|8DMSP|aASPD
34	42333 11551	   	195.33	ACR|2BASARM|2DMG|1VULN	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|79DMG|8DUR|aFEWX
35	42333 15131	 * 	195.33	ACR|2BASARM|2ASPD|1VULN	16MLV|289LHND|3VULN|46BASARM|5RCR|6BPWR|7aASPD
36	42333 15631	   	195.33	ACR|2BASARM|2ASPD|1VULN	16MLV|29LHND|3VULN|46BASARM|5RCR|6BPWR|7aASPD|8DMSP
37	42333 11351	   	195.23	ACR|2BASARM|2DMG|1VULN	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|79DMG|8LEGI|aFEWX
38	42333 11356	   	195.23	ACR|2BASARM|2DMG|1VULN	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|79DMG|8LEGI|aBELT
39	42333 11553	   	195.23	ACR|2BASARM|2DMG|1VULN	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|79DMG|8DUR|aERES
40	42333 11353	   	195.13	ACR|2BASARM|2DMG|1VULN	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|79DMG|8LEGI|aERES
41	21325 63352	 * 	194.69	ACR|2ASPD|2DMG|2BEXP	1DUST|2DMSP|3RCR|46BEXP|56DMG|6BPWR|7FEWX|8LIT|9aASPD
42	13634 11633	   	194.13	ACR|2VULN|2DMG|2BEXP|1CDMG|1SELL	1SELL|27LIT|3LWND|4RCR|57DMG|67BEXP|7BPWR|89VULN|aCDMG
43	13634 11122	   	194.07	ACR|3DMG|3BEXP|1VULN|1SELL	1SELL|279LIT|39LWND|4RCR|579DMG|678BEXP|79BPWR|aVULN
44	42333 61342	 * 	193.27	ACR|4VULN|1BASARM|1DMG	1MLV|2LHND|369aVULN|4BASARM|5RCR|7DMG|8LEGI
45	42333 65131	 * 	193.10	ACR|2VULN|1BASARM|2ASPD	1MLV|289LHND|36VULN|4BASARM|5RCR|7aASPD
46	61321 36251	 * 	193.06	ACR|3ASPD|2BEXP|2CDMG	179DUR|25DMSP|3RCR|47BEXP|679ASPD|79BPWR|89CDMG|aZMB
47	61321 36253	   	193.06	ACR|3ASPD|2BEXP|2CDMG	179DUR|25DMSP|3RCR|47BEXP|679ASPD|79BPWR|89CDMG|aRMIN
48	42333 11516	   	193.02	ACR|2BASARM|1VULN|1DMG|1AART	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7DMG|8DUR|9AART|aRCVC
49	42333 61351	   	193.00	ACR|2VULN|1BASARM|2DMG	1MLV|2LHND|36VULN|4BASARM|5RCR|79DMG|8LEGI|aFEWX
50	61321 36252	   	192.96	ACR|3ASPD|2BEXP|2CDMG	179DUR|25DMSP|3RCR|47BEXP|679ASPD|79BPWR|89CDMG|aAEFBLL
51	42333 61353	   	192.90	ACR|2VULN|1BASARM|2DMG	1MLV|2LHND|36VULN|4BASARM|5RCR|79DMG|8LEGI|aERES
52	13634 11125	   	192.77	ACR|3DMG|3BEXP|1CDMG|1SELL	1SELL|279LIT|39LWND|4RCR|579DMG|678BEXP|79BPWR|aCDMG
53	61325 63332	 * 	192.76	ACR|3DMG|2BEXP|1ASPD	1DUR|2DMSP|3RCR|46BEXP|569DMG|6BPWR|7FEWX|8ASPD|aAME
54	61325 63333	   	192.76	ACR|3DMG|2BEXP|1ASPD	1DUR|2DMSP|3RCR|46BEXP|569DMG|6BPWR|7FEWX|8ASPD|aERES
55	42333 11513	   	192.70	ACR|2BASARM|1VULN|1DMG|1AART	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7DMG|8aDUR|9AART
56	42333 14233	   	192.70	ACR|2BASARM|1VULN|1ASPD|1AART	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7LWND|8AART|9ASPD|aDUR
57	42333 14235	   	192.70	ACR|2BASARM|1VULN|1ASPD|1AART	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7LWND|8AART|9ASPD|aFEWX
58	42333 15133	   	192.70	ACR|2BASARM|1VULN|1ASPD|1AART	16MLV|289LHND|3VULN|46BASARM|5RCR|6BPWR|7ASPD|aAART
59	42333 15513	   	192.70	ACR|2BASARM|1VULN|1ASPD|1AART	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7ASPD|8aDUR|9AART
60	42333 15633	   	192.70	ACR|2BASARM|1VULN|1ASPD|1AART	16MLV|29LHND|3VULN|46BASARM|5RCR|6BPWR|7ASPD|8DMSP|aAART
61	61361 22215	   	192.61	ACR|1BASARM|2AART|1DMG|1AAC	1DUR|2DMSP|3RCR|4LHND|57AART|6RPLT|8BASARM|9DMG|aAAC
62	61361 22261	   	192.61	ACR|1BASARM|2AART|1DMG|1AAC	1DUR|2DMSP|3RCR|4LHND|57AART|6RPLT|8BASARM|9AAC|aDMG
63	42333 11313	   	192.60	ACR|2BASARM|1VULN|1DMG|1AART	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7DMG|8LEGI|9AART|aDUR
64	42333 11315	   	192.60	ACR|2BASARM|1VULN|1DMG|1AART	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7DMG|8LEGI|9AART|aFEWX
65	42333 11511	   	192.60	ACR|2BASARM|1VULN|1DMG|1AART	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7DMG|8DUR|9AART|aDUST
66	42333 11515	   	192.60	ACR|2BASARM|1VULN|1DMG|1AART	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7DMG|8DUR|9AART|aAEFBLL
67	42333 14214	   	192.60	ACR|2BASARM|1VULN|1ASPD|1AART	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7LWND|8AART|9MDPS|aASPD
68	42333 14231	   	192.60	ACR|2BASARM|1VULN|1ASPD|1AART	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7LWND|8AART|9ASPD|aDUST
69	42333 14236	   	192.60	ACR|2BASARM|1VULN|1ASPD|1AART	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7LWND|8AART|9ASPD|aTLV
70	42333 15313	   	192.60	ACR|2BASARM|1VULN|1ASPD|1AART	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7ASPD|8LEGI|9AART|aDUR
71	42333 15315	   	192.60	ACR|2BASARM|1VULN|1ASPD|1AART	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7ASPD|8LEGI|9AART|aFEWX
72	42333 15511	   	192.60	ACR|2BASARM|1VULN|1ASPD|1AART	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7ASPD|8DUR|9AART|aDUST
73	13634 11136	   	192.57	ACR|3DMG|3BEXP|1CDMG|1SELL	1SELL|27LIT|3LWND|4RCR|57aDMG|678BEXP|7BPWR|9CDMG
74	42333 11311	   	192.50	ACR|2BASARM|1VULN|1DMG|1AART	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7DMG|8LEGI|9AART|aDUST
75	42333 11316	   	192.50	ACR|2BASARM|1VULN|1DMG|1AART	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7DMG|8LEGI|9AART|aTLV
76	42333 15311	   	192.50	ACR|2BASARM|1VULN|1ASPD|1AART	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7ASPD|8LEGI|9AART|aDUST
77	42333 15316	   	192.50	ACR|2BASARM|1VULN|1ASPD|1AART	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7ASPD|8LEGI|9AART|aTLV
78	61325 62311	   	192.16	ACR|2DMG|2BEXP|1ASPD|1VULN	1DUR|2DMSP|3RCR|46BEXP|56DMG|6BPWR|7CGEN|8ASPD|9LWND|aVULN
79	61325 62323	   	192.16	ACR|2DMG|2BEXP|1ASPD|1VULN	1DUR|2DMSP|3RCR|46BEXP|56DMG|6BPWR|7CGEN|8ASPD|9RPLT|aVULN
80	61325 63313	   	192.16	ACR|2DMG|2BEXP|1ASPD|1VULN	1DUR|2DMSP|3RCR|46BEXP|56DMG|6BPWR|7FEWX|8ASPD|9LHND|aVULN
81	21325 62311	   	192.06	ACR|2DMG|2BEXP|1ASPD|1VULN	1DUST|2DMSP|3RCR|46BEXP|56DMG|6BPWR|7CGEN|8ASPD|9LWND|aVULN
82	21325 62323	   	192.06	ACR|2DMG|2BEXP|1ASPD|1VULN	1DUST|2DMSP|3RCR|46BEXP|56DMG|6BPWR|7CGEN|8ASPD|9RPLT|aVULN
83	21325 62351	   	192.06	ACR|2DMG|2BEXP|1ASPD|1VULN	1DUST|2DMSP|3RCR|46BEXP|56DMG|6BPWR|7CGEN|8ASPD|9FEWX|aVULN
84	21325 63353	   	192.06	ACR|2DMG|2BEXP|1ASPD|1VULN	1DUST|2DMSP|3RCR|46BEXP|56DMG|6BPWR|7FEWX|8LIT|9ASPD|aVULN
85	61325 63321	   	192.06	ACR|2DMG|2BEXP|1ASPD|1VULN	1DUR|2DMSP|3RCR|46BEXP|56DMG|6BPWR|7FEWX|8ASPD|9AME|aVULN
86	21325 62342	   	191.96	ACR|2DMG|2BEXP|1ASPD|1VULN	1DUST|2DMSP|3RCR|46BEXP|56DMG|6BPWR|7CGEN|8ASPD|9ERES|aVULN
87	13634 11132	   	191.87	ACR|3BEXP|2DMG|1VULN|1CDMG|1SELL	1SELL|27LIT|3LWND|4RCR|57DMG|678BEXP|7BPWR|9CDMG|aVULN
88	42333 53353	   	191.54	ACR|2VULN|1BASARM|1DMG|1AART	1MLV|2LHND|38VULN|4BASARM|5RCR|6ZMB|7FEWX|9DMG|aAART
89	42333 61513	   	191.54	ACR|2VULN|1BASARM|1DMG|1AART	1MLV|2LHND|36VULN|4BASARM|5RCR|7DMG|8aDUR|9AART
90	42333 64233	   	191.54	ACR|2VULN|1BASARM|1ASPD|1AART	1MLV|2LHND|36VULN|4BASARM|5RCR|7LWND|8AART|9ASPD|aDUR
91	42333 65133	   	191.54	ACR|2VULN|1BASARM|1ASPD|1AART	1MLV|289LHND|36VULN|4BASARM|5RCR|7ASPD|aAART
92	42333 51353	   	191.44	ACR|2VULN|1BASARM|1DMG|1AART	1MLV|2LHND|38VULN|4BASARM|5RCR|6ZMB|7DUST|9DMG|aAART
93	42333 61313	   	191.44	ACR|2VULN|1BASARM|1DMG|1AART	1MLV|2LHND|36VULN|4BASARM|5RCR|7DMG|8LEGI|9AART|aDUR
94	42333 61315	   	191.44	ACR|2VULN|1BASARM|1DMG|1AART	1MLV|2LHND|36VULN|4BASARM|5RCR|7DMG|8LEGI|9AART|aFEWX
95	42333 61511	   	191.44	ACR|2VULN|1BASARM|1DMG|1AART	1MLV|2LHND|36VULN|4BASARM|5RCR|7DMG|8DUR|9AART|aDUST
96	42333 64231	   	191.44	ACR|2VULN|1BASARM|1ASPD|1AART	1MLV|2LHND|36VULN|4BASARM|5RCR|7LWND|8AART|9ASPD|aDUST
97	42333 65313	   	191.44	ACR|2VULN|1BASARM|1ASPD|1AART	1MLV|2LHND|36VULN|4BASARM|5RCR|7ASPD|8LEGI|9AART|aDUR
98	42333 22155	   	191.41	ACR|1BASARM|1VULN|2BEXP|1DMG	1MLV|2LHND|3VULN|4BASARM|5RCR|6CGEN|7aBEXP|8RCVC|9DMG
99	42333 61311	   	191.34	ACR|2VULN|1BASARM|1DMG|1AART	1MLV|2LHND|36VULN|4BASARM|5RCR|7DMG|8LEGI|9AART|aDUST
100	42333 61316	   	191.34	ACR|2VULN|1BASARM|1DMG|1AART	1MLV|2LHND|36VULN|4BASARM|5RCR|7DMG|8LEGI|9AART|aTLV
101	42333 65311	   	191.34	ACR|2VULN|1BASARM|1ASPD|1AART	1MLV|2LHND|36VULN|4BASARM|5RCR|7ASPD|8LEGI|9AART|aDUST
102	21325 62331	   	191.08	ACR|2DMG|2BEXP|1ASPD|1AART	1DUST|2DMSP|3RCR|46BEXP|56DMG|6BPWR|7CGEN|8ASPD|9AART|aRCVC
103	61321 36231	   	190.95	ACR|2ASPD|2BEXP|1DMG|1CDMG	17DUR|25DMSP|3RCR|47BEXP|67ASPD|7BPWR|8CDMG|9DMG|aBELT
104	61321 36233	   	190.95	ACR|2ASPD|2BEXP|1DMG|1CDMG	17aDUR|25DMSP|3RCR|47BEXP|67ASPD|7BPWR|8CDMG|9DMG
105	61325 62331	   	190.85	ACR|2DMG|2BEXP|1ASPD|1AART	1DUR|2DMSP|3RCR|46BEXP|56DMG|6BPWR|7CGEN|8ASPD|9AART|aBELT
106	61325 62332	   	190.85	ACR|2DMG|2BEXP|1ASPD|1AART	1DUR|2DMSP|3RCR|46BEXP|56DMG|6BPWR|7CGEN|8ASPD|9AART|aLIT
107	61325 62333	   	190.85	ACR|2DMG|2BEXP|1ASPD|1AART	1DUR|2DMSP|3RCR|46BEXP|56DMG|6BPWR|7CGEN|8ASPD|9AART|aMLV
108	61321 36232	   	190.85	ACR|2ASPD|2BEXP|1DMG|1CDMG	17DUR|25DMSP|3RCR|47BEXP|67ASPD|7BPWR|8CDMG|9DMG|aAME
109	61321 36234	   	190.85	ACR|2ASPD|2BEXP|1DMG|1CDMG	17DUR|25DMSP|3RCR|47BEXP|67ASPD|7BPWR|8CDMG|9DMG|aAEMAG
110	21325 62332	   	190.75	ACR|2DMG|2BEXP|1ASPD|1AART	1DUST|2DMSP|3RCR|46BEXP|56DMG|6BPWR|7aCGEN|8ASPD|9AART
111	21325 62333	   	190.75	ACR|2DMG|2BEXP|1ASPD|1AART	1DUST|2DMSP|3RCR|46BEXP|56DMG|6BPWR|7CGEN|8ASPD|9AART|aFEWX
112	61361 25211	   	190.64	ACR|1BASARM|2DMG|1AART	1DUR|2DMSP|3RCR|47LHND|5AART|6RPLT|8BASARM|9aDMG
113	21337 85324	   	190.55	ACR|2ASPD|2BEXP|1DMG|1CDMG	1DUST|2DMSP|3RCR|4MBVNT|5CDMG|68ASPD|79BEXP|aDMG
114	61335 82211	   	190.54	ACR|1BASARM|2DMG|1AART	1DUR|27DMSP|3RCR|4MBVNT|5RPLT|6AART|8BASARM|9aDMG
115	42333 11525	   	190.07	ACR|2BASARM|1VULN|1DMG|1BEXP	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7DMG|8DUR|9CGEN|aBEXP
116	42333 11235	   	189.97	ACR|2BASARM|1VULN|1DMG|1BEXP	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7DMG|8TLV|9FEWX|aBEXP
117	42333 11261	   	189.97	ACR|2BASARM|1VULN|1DMG|1BEXP	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7DMG|8TLV|9BEXP|aZMB
118	42333 11264	   	189.97	ACR|2BASARM|1VULN|1DMG|1BEXP	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7DMG|8TLV|9BEXP|aLWND
119	42333 11266	   	189.97	ACR|2BASARM|1VULN|1DMG|1BEXP	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7DMG|8TLV|9BEXP|aDUR
120	42333 11325	   	189.97	ACR|2BASARM|1VULN|1DMG|1BEXP	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7DMG|8LEGI|9CGEN|aBEXP
121	42333 11435	   	189.97	ACR|2BASARM|1VULN|1DMG|1BEXP	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7DMG|8AME|9FEWX|aBEXP
122	42333 11535	   	189.97	ACR|2BASARM|1VULN|1DMG|1BEXP	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7DMG|8DUR|9TLV|aBEXP
123	42333 15235	   	189.97	ACR|2BASARM|1VULN|1ASPD|1BEXP	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7ASPD|8TLV|9FEWX|aBEXP
124	42333 15261	   	189.97	ACR|2BASARM|1VULN|1ASPD|1BEXP	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7ASPD|8TLV|9BEXP|aZMB
125	42333 15325	   	189.97	ACR|2BASARM|1VULN|1ASPD|1BEXP	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7ASPD|8LEGI|9CGEN|aBEXP
126	42333 11263	   	189.87	ACR|2BASARM|1VULN|1DMG|1BEXP	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7DMG|8TLV|9BEXP|aAME
127	42333 11335	   	189.87	ACR|2BASARM|1VULN|1DMG|1BEXP	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7DMG|8LEGI|9TLV|aBEXP
128	42333 15263	   	189.87	ACR|2BASARM|1VULN|1ASPD|1BEXP	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7ASPD|8TLV|9BEXP|aAME
129	42333 15335	   	189.87	ACR|2BASARM|1VULN|1ASPD|1BEXP	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7ASPD|8LEGI|9TLV|aBEXP
130	12115 62522	   	189.57	ACR|1BASARM|1DMG|1VULN|1CDMG|1AAC|1SELL	1SELL|2AEMAG|3AEFBLL|4RCR|5DMG|6CDMG|7CGEN|8BASARM|9VULN|aAAC
131	12115 63522	   	189.47	ACR|1BASARM|1DMG|1VULN|1CDMG|1AAC|1SELL	1SELL|2AEMAG|3AEFBLL|4RCR|5DMG|6CDMG|7AME|8BASARM|9VULN|aAAC
132	13634 11621	 * 	189.36	ACR|3BEXP|2DMG|2VULN|1SELL	1SELL|27LIT|3LWND|4RCR|57DMG|679BEXP|7BPWR|8aVULN
133	13634 11141	 * 	189.36	ACR|3BEXP|2DMG|2VULN|1SELL	1SELL|27LIT|3LWND|4RCR|57DMG|678BEXP|7BPWR|9aVULN
134	21325 27336	   	189.31	ACR|1VULN|1ASPD|1DMG|1BEXP|1CDMG|1AART	1DUST|2DMSP|3RCR|4BEXP|5DMG|6MBVNT|7CDMG|8ASPD|9VULN|aAART
135	21336 47336	   	189.31	ACR|1VULN|1ASPD|1DMG|1BEXP|1CDMG|1AART	1DUST|2DMSP|3RCR|4MBVNT|5DMG|6BEXP|7CDMG|8ASPD|9VULN|aAART
136	21337 35336	   	189.31	ACR|1VULN|1ASPD|1DMG|1BEXP|1CDMG|1AART	1DUST|2DMSP|3RCR|4MBVNT|5CDMG|6DMG|7BEXP|8ASPD|9VULN|aAART
137	42333 22216	 * 	189.04	ACR|1BASARM|1VULN|1BASICY|1BEXP|1CDMG	1MLV|2LHND|3VULN|4BASARM|5RCR|6CGEN|7BEXP|8RMIN|9CDMG|aBASICY
138	42333 32416	   	188.94	ACR|1BASARM|1VULN|1BASICY|1BEXP|1CDMG	1MLV|2LHND|3VULN|4BASARM|5RCR|6AAC|7BEXP|8CGEN|9CDMG|aBASICY
139	42333 42216	   	188.94	ACR|1BASARM|1VULN|1BASICY|1BEXP|1CDMG	1MLV|2LHND|3VULN|4BASARM|5RCR|6ERES|7BEXP|8RMIN|9CDMG|aBASICY
140	61321 36361	 * 	188.60	ACR|3ASPD|2BEXP|1VULN	17DUR|25DMSP|3RCR|47BEXP|678ASPD|7BPWR|9RCVC|aVULN
141	21325 62326	   	188.37	ACR|3BEXP|2DMG|1ASPD	1DUST|2DMSP|3RCR|46aBEXP|56DMG|6BPWR|7CGEN|8ASPD|9RPLT
142	61321 36353	   	187.85	ACR|3ASPD|2BEXP|1VULN	17DUR|25DMSP|3RCR|47BEXP|678ASPD|7BPWR|9MLV|aVULN
143	42333 11152	   	187.77	ACR|2BASARM|2VULN|1DMG	16MLV|28LHND|3aVULN|46BASARM|5RCR|6BPWR|7DMG|9LWND
144	42333 11526	   	187.77	ACR|2BASARM|2VULN|1DMG	16MLV|2LHND|3aVULN|46BASARM|5RCR|6BPWR|7DMG|8DUR|9CGEN
145	42333 11541	   	187.77	ACR|2BASARM|2VULN|1DMG	16MLV|2LHND|39VULN|46BASARM|5RCR|6BPWR|7DMG|8DUR|aFEWX
146	42333 11652	   	187.77	ACR|2BASARM|2VULN|1DMG	16MLV|2LHND|3aVULN|46BASARM|5RCR|6BPWR|7DMG|8DMSP|9LWND
147	42333 15152	   	187.77	ACR|2BASARM|2VULN|1ASPD	16MLV|28LHND|3aVULN|46BASARM|5RCR|6BPWR|7ASPD|9LWND
148	42333 11236	   	187.67	ACR|2BASARM|2VULN|1DMG	16MLV|2LHND|3aVULN|46BASARM|5RCR|6BPWR|7DMG|8TLV|9FEWX
149	42333 11326	   	187.67	ACR|2BASARM|2VULN|1DMG	16MLV|2LHND|3aVULN|46BASARM|5RCR|6BPWR|7DMG|8LEGI|9CGEN
150	42333 11341	   	187.67	ACR|2BASARM|2VULN|1DMG	16MLV|2LHND|39VULN|46BASARM|5RCR|6BPWR|7DMG|8LEGI|aFEWX
151	42333 11346	   	187.67	ACR|2BASARM|2VULN|1DMG	16MLV|2LHND|39VULN|46BASARM|5RCR|6BPWR|7DMG|8LEGI|aBELT
152	42333 11436	   	187.67	ACR|2BASARM|2VULN|1DMG	16MLV|2LHND|3aVULN|46BASARM|5RCR|6BPWR|7DMG|8AME|9FEWX
153	42333 11536	   	187.67	ACR|2BASARM|2VULN|1DMG	16MLV|2LHND|3aVULN|46BASARM|5RCR|6BPWR|7DMG|8DUR|9TLV
154	42333 11543	   	187.67	ACR|2BASARM|2VULN|1DMG	16MLV|2LHND|39VULN|46BASARM|5RCR|6BPWR|7DMG|8DUR|aERES
155	42333 11562	   	187.67	ACR|2BASARM|2VULN|1DMG	16MLV|2LHND|3aVULN|46BASARM|5RCR|6BPWR|7DMG|8DUR|9DUST
156	42333 15236	   	187.67	ACR|2BASARM|2VULN|1ASPD	16MLV|2LHND|3aVULN|46BASARM|5RCR|6BPWR|7ASPD|8TLV|9FEWX
157	42333 15326	   	187.67	ACR|2BASARM|2VULN|1ASPD	16MLV|2LHND|3aVULN|46BASARM|5RCR|6BPWR|7ASPD|8LEGI|9CGEN
