0	Index      	Bounty	 *	Score 	Summary	Detail	
1	42315 31622	5	 * 	270.68	橙5易伤1等级1时间1攻速	15基地爆炸23456易伤5序列升级7核8攻速9等级a时间
48	42315 33271	6	   	255.45	橙5易伤1伤害	15基地爆炸23459易伤5序列升级6加一7雷电8伤害a核
49	42312 16512	10	   	255.35	橙5易伤1伤害	1基地爆炸23489易伤5雷电6双倍物品7核a伤害
50	32123 42433	8	   	254.66	橙4易伤1伤害1时间1攻速	13掉矿2时间457a易伤6攻速8核9伤害
51	22315 33574	10	   	254.62	橙4易伤2时间1等级	15敌人爆炸2345易伤5序列升级6加一7核89时间a等级
52	42315 31326	5	   	254.43	橙5易伤1等级1攻速	15基地爆炸23456易伤5序列升级7核8策反9等级a攻速
53	42315 31621	5	   	254.43	橙5易伤1等级1攻速	15基地爆炸23456易伤5序列升级7核8攻速9等级a低血量敌人
54	42315 31623	5	   	254.43	橙5易伤1等级1攻速	15基地爆炸23456易伤5序列升级7核8攻速9等级a平台
55	42315 36123	5	   	254.43	橙5易伤1等级1攻速	15基地爆炸23456易伤5序列升级7攻速8等级9低血量敌人a核
56	42315 22623	7	   	254.43	橙5易伤1等级1攻速	15基地爆炸23457易伤5序列升级6低血量敌人8攻速9等级a核
57	42311 62623	7	   	254.33	橙5易伤1等级1攻速	1基地爆炸23467易伤5低血量敌人8攻速9等级a核
58	32123 42355	8	   	254.13	橙5易伤1时间1攻速	13掉矿2时间45789易伤6攻速a核
59	22315 33488	8	   	253.69	橙4易伤1等级1时间1暴击	15敌人爆炸2345易伤5序列升级6加一7核8等级9时间a暴击
60	32613 36363	7	   	253.65	橙3易伤2伤害1时间2雷电	17掉矿2时间37伤害49a易伤5策反67雷电7序列升级8核
61	21328 17114	10	   	253.61	橙3易伤3时间1暴击1攻速	1敌人爆炸256时间357易伤4加一5序列升级8暴击9核a攻速
62	41328 17114	10	   	253.61	橙3易伤3时间1暴击1攻速	1基地爆炸256时间357易伤4加一5序列升级8暴击9核a攻速
63	21328 14317	6	   	253.51	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9等级a雷电
64	21328 54317	5	   	253.51	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9等级a雷电
65	41328 14317	6	   	253.51	橙3易伤3时间1等级	1基地爆炸256时间358易伤4加一5序列升级7核9等级a雷电
66	22312 32511	6	   	253.50	橙4易伤2伤害	1敌人爆炸2346易伤5雷电78伤害9核a金币生成
67	22312 32513	6	   	253.50	橙4易伤2伤害	1a敌人爆炸2346易伤5雷电78伤害9核
68	22312 32514	6	   	253.50	橙4易伤2伤害	1敌人爆炸2346易伤5雷电78伤害9核a双倍矿
69	42312 32511	6	   	253.50	橙4易伤2伤害	1基地爆炸2346易伤5雷电78伤害9核a金币生成
70	42312 32513	6	   	253.50	橙4易伤2伤害	1基地爆炸2346易伤5雷电78伤害9核a敌人爆炸
71	42312 32514	6	   	253.50	橙4易伤2伤害	1基地爆炸2346易伤5雷电78伤害9核a双倍矿
72	22315 33137	8	   	253.50	橙4易伤2伤害	15敌人爆炸2345易伤5序列升级6加一7核8雷电9a伤害
73	22315 33162	10	   	253.50	橙4易伤2伤害	15敌人爆炸2345易伤5序列升级6加一7核8雷电9a伤害
74	22315 33167	9	   	253.50	橙4易伤2伤害	15敌人爆炸2345易伤5序列升级6加一7核8雷电9a伤害
75	42315 33137	8	   	253.50	橙4易伤2伤害	15基地爆炸2345易伤5序列升级6加一7核8雷电9a伤害
76	42315 33162	10	   	253.50	橙4易伤2伤害	15基地爆炸2345易伤5序列升级6加一7核8雷电9a伤害
77	22312 32512	6	   	253.40	橙4易伤2伤害	1敌人爆炸2346易伤5雷电78伤害9核a挖尘
78	22312 32516	6	   	253.40	橙4易伤2伤害	1敌人爆炸2346易伤5雷电78伤害9核a赏金塔
79	42312 32512	6	   	253.40	橙4易伤2伤害	1基地爆炸2346易伤5雷电78伤害9核a挖尘
80	42312 32516	6	   	253.40	橙4易伤2伤害	1基地爆炸2346易伤5雷电78伤害9核a赏金塔
81	42312 32523	6	   	253.40	橙4易伤2伤害	1基地爆炸2346易伤5雷电78伤害9掉矿a核
82	22315 66333	6	   	253.35	橙4易伤2伤害1卖塔	15敌人爆炸2345易伤5序列升级6卖塔7核89伤害a雷电
83	22315 32327	7	   	252.99	橙5易伤1等级1全技能	15敌人爆炸23457易伤5序列升级6加一8核9全技能a等级
84	22315 33542	8	   	252.99	橙5易伤1时间1全技能	15敌人爆炸23459易伤5序列升级6加一7核8时间a全技能
85	22315 33642	7	   	252.99	橙5易伤1时间1全技能	15敌人爆炸23459易伤5序列升级6加一7核8时间a全技能
86	42315 32327	7	   	252.99	橙5易伤1等级1全技能	15基地爆炸23457易伤5序列升级6加一8核9全技能a等级
87	22315 11434	5	   	252.26	橙4易伤1伤害1等级	156敌人爆炸2345易伤5序列升级7核8等级9雷电a伤害
88	22312 31115	6	   	252.16	橙4易伤1伤害1等级	1敌人爆炸2346易伤5雷电7双倍矿8伤害9核a等级
89	22312 32215	6	   	252.16	橙4易伤1伤害1等级	18敌人爆炸2346易伤5雷电7伤害9核a等级
90	22312 54532	6	 * 	252.16	橙4易伤2暴击1等级	1a敌人爆炸234a易伤5雷电6等级7赏金塔8a暴击9核a序列升级
91	22315 33138	8	   	252.16	橙4易伤1伤害1时间	15敌人爆炸2345易伤5序列升级6加一7核8雷电9伤害a时间
92	22315 33167	10	   	252.16	橙4易伤1伤害1时间	15敌人爆炸2345易伤5序列升级6加一7核8雷电9伤害a时间
93	22315 33168	9	   	252.16	橙4易伤1伤害1时间	15敌人爆炸2345易伤5序列升级6加一7核8雷电9伤害a时间
94	42312 31115	6	   	252.16	橙4易伤1伤害1等级	1基地爆炸2346易伤5雷电7双倍矿8伤害9核a等级
95	42315 33138	8	   	252.16	橙4易伤1伤害1时间	15基地爆炸2345易伤5序列升级6加一7核8雷电9伤害a时间
96	51315 12363	4	   	252.16	橙4易伤1伤害1等级	1策反2雷电3伤害459a易伤6低血量敌人7等级8核
97	51315 22363	4	   	252.16	橙4易伤1伤害1等级	1策反2雷电3伤害459a易伤6基地爆炸7等级8核
98	51315 32363	4	   	252.16	橙4易伤1伤害1等级	1策反2雷电3伤害459a易伤6最后敌人7等级8核
99	51213 15363	5	   	252.16	橙4易伤1伤害1时间	1策反2雷电3金币生成479a易伤5时间6伤害8核
100	52212 15363	5	   	252.16	橙4易伤1伤害1时间	1策反2时间3金币生成479a易伤5雷电6伤害8核
101	22312 32433	6	   	252.12	橙4易伤1伤害2雷电1全技能	1敌人爆炸2346易伤5a雷电7伤害8全技能9核
102	42312 32433	6	   	252.12	橙4易伤1伤害2雷电1全技能	1基地爆炸2346易伤5a雷电7伤害8全技能9核
103	22312 53366	5	   	252.06	橙4易伤1伤害1时间	1敌人爆炸234a易伤5雷电6加一7伤害8核9时间
104	31313 25363	5	   	252.06	橙4易伤1伤害1时间	1掉矿2雷电3伤害479a易伤5时间6策反8核
105	31335 25363	3	   	252.06	橙4易伤1伤害1时间	1掉矿2雷电3伤害4时间579a易伤6策反8核
106	32613 35363	6	   	252.06	橙4易伤1伤害1时间	1掉矿2时间3伤害479a易伤5策反6雷电8核
107	22311 51244	9	   	252.02	橙4易伤2时间1暴击	1敌人爆炸2347易伤5低血量敌人69时间8暴击a核
108	22315 33252	10	   	252.02	橙4易伤2时间1暴击	15敌人爆炸2345易伤5序列升级6加一7核8暴击9a时间
109	22315 33254	8	   	252.02	橙4易伤2时间1暴击	15敌人爆炸2345易伤5序列升级6加一7核8暴击9a时间
110	22315 33254	9	   	252.02	橙4易伤2时间1暴击	15敌人爆炸2345易伤5序列升级6加一7核8暴击9a时间
111	42315 33252	10	   	252.02	橙4易伤2时间1暴击	15基地爆炸2345易伤5序列升级6加一7核8暴击9a时间
112	42315 33254	9	   	252.02	橙4易伤2时间1暴击	15基地爆炸2345易伤5序列升级6加一7核8暴击9a时间
113	42315 33254	8	   	252.02	橙4易伤2时间1暴击	15基地爆炸2345易伤5序列升级6加一7核8暴击9a时间
114	22313 51244	9	   	251.92	橙4易伤2时间1暴击	1敌人爆炸2347易伤5挖尘69时间8暴击a核
115	42315 32251	5	   	251.73	橙5易伤1等级	15基地爆炸23456易伤5序列升级7等级8雷电9核a策反
116	22315 33217	8	   	251.73	橙5易伤1暴击1攻速	15敌人爆炸2345a易伤5序列升级6加一7核8暴击9攻速
117	22315 33737	7	   	251.73	橙5易伤1暴击1攻速	15敌人爆炸2345a易伤5序列升级6加一7核8攻速9暴击
118	42315 32484	8	   	251.73	橙5易伤1暴击1攻速	15基地爆炸23457易伤5序列升级6加一8暴击9核a攻速
119	42315 33217	8	   	251.73	橙5易伤1暴击1攻速	15基地爆炸2345a易伤5序列升级6加一7核8暴击9攻速
120	22315 33486	10	   	251.63	橙5易伤1等级	15敌人爆炸23459易伤5序列升级6加一7核8等级a雷电
121	22315 33488	9	   	251.63	橙5易伤1等级	15敌人爆炸23459易伤5序列升级6加一7核8等级a雷电
122	42315 32253	5	   	251.63	橙5易伤1等级1核弹	15基地爆炸23456易伤5序列升级7等级8雷电9核a核弹
123	21328 72214	7	 * 	251.60	橙4易伤3时间	19敌人爆炸257时间3589易伤4加一59序列升级69掉矿a核
124	41328 14382	6	   	251.60	橙4易伤3时间	1基地爆炸256时间3589易伤4加一5序列升级7核a金币生成
125	41328 14383	6	   	251.60	橙4易伤3时间	1基地爆炸256时间3589易伤4加一5序列升级7核a策反
126	41328 72214	7	   	251.60	橙4易伤3时间	19基地爆炸257时间3589易伤4加一59序列升级69掉矿a核
127	41328 14381	6	   	251.50	橙4易伤3时间	1基地爆炸256时间3589易伤4加一5序列升级7核a挖青
128	41328 14384	6	   	251.50	橙4易伤3时间	1基地爆炸256时间3589易伤4加一5序列升级7核a挖尘
129	21633 33551	4	   	251.45	橙2易伤2伤害1等级1时间1暴击1全技能	1敌人爆炸2时间3全技能46易伤5暴击79伤害8核a等级
130	21633 33551	3	   	251.45	橙2易伤2伤害1等级1时间1暴击1全技能	1敌人爆炸2时间3全技能46易伤5暴击79伤害8核a等级
131	22613 33551	4	   	251.45	橙2易伤2伤害1等级1时间1暴击1全技能	1敌人爆炸26易伤3全技能4时间5暴击79伤害8核a等级
132	22312 51631	7	 * 	251.07	橙3易伤2攻速1等级2雷电1暴击	1a敌人爆炸234易伤5a雷电6等级7暴击8a攻速9核a序列升级
133	22312 52631	6	   	251.07	橙3易伤2攻速1等级2雷电1暴击	1a敌人爆炸234易伤5a雷电6等级7暴击8a攻速9核a序列升级
134	42312 51631	7	   	251.07	橙3易伤2攻速1等级2雷电1暴击	1a基地爆炸234易伤5a雷电6等级7暴击8a攻速9核a序列升级
135	42312 52631	6	   	251.07	橙3易伤2攻速1等级2雷电1暴击	1a基地爆炸234易伤5a雷电6等级7暴击8a攻速9核a序列升级
136	21328 17118	9	   	250.92	橙3易伤3时间1暴击	1敌人爆炸256时间357易伤4加一5序列升级8暴击9核a雷电
137	34444 62313	7	   	250.91	橙3易伤1伤害1等级1时间1暴击	1掉矿2加一369易伤4时间5暴击7核8等级a伤害
138	31313 52416	10	   	250.00	橙2易伤2伤害1等级1时间1暴击	1掉矿2雷电38伤害49易伤5时间6等级7暴击a核
139	22561 52231	5	 * 	249.59	橙3易伤2攻速2等级1暴击1全技能	1a敌人爆炸25a易伤35攻速4全技能5a序列升级6双倍物品7暴击8a等级9核
140	22312 41316	10	   	249.56	橙4易伤1伤害1暴击	1敌人爆炸2349易伤5雷电6伤害7暴击8最后敌人a核
141	22312 41516	10	   	249.56	橙4易伤1伤害1暴击	1敌人爆炸2349易伤5雷电6伤害7暴击8低血量敌人a核
142	22315 33135	8	   	249.56	橙4易伤1伤害1暴击	15敌人爆炸2345易伤5序列升级6加一7核8雷电9伤害a暴击
143	22315 33165	9	   	249.56	橙4易伤1伤害1暴击	15敌人爆炸2345易伤5序列升级6加一7核8雷电9伤害a暴击
144	22315 33168	8	   	249.56	橙4易伤1伤害1暴击	15敌人爆炸2345易伤5序列升级6加一7核8雷电9暴击a伤害
145	22315 33248	8	   	249.56	橙4易伤1伤害1暴击	15敌人爆炸2345易伤5序列升级6加一7核8暴击9雷电a伤害
146	42312 41316	10	   	249.56	橙4易伤1伤害1暴击	1基地爆炸2349易伤5雷电6伤害7暴击8最后敌人a核
147	42315 33135	8	   	249.56	橙4易伤1伤害1暴击	15基地爆炸2345易伤5序列升级6加一7核8雷电9伤害a暴击
148	51313 55333	6	   	249.48	橙3易伤2等级1伤害1时间	1策反2雷电3伤害47a易伤5时间69等级8核
149	21314 13453	7	   	249.48	橙3易伤3时间1攻速1全技能1卖塔	1敌人爆炸256时间367易伤4卖塔6序列升级8攻速9全技能a核
150	21314 13553	8	   	249.48	橙3易伤3时间1攻速1全技能1卖塔	1敌人爆炸256时间367易伤4卖塔6序列升级8攻速9全技能a核
151	41314 11353	8	   	249.48	橙3易伤3时间1攻速1全技能1卖塔	1基地爆炸256时间368易伤4卖塔6序列升级7攻速9全技能a核
152	22321 42426	10	   	249.48	橙4易伤2时间1攻速	1a敌人爆炸237a易伤4掉矿5双倍矿6攻速8核9a时间a序列升级
153	22323 42426	10	   	249.48	橙4易伤2时间1攻速	15a敌人爆炸237a易伤4掉矿6攻速8核9a时间a序列升级
154	22312 12231	6	   	249.46	橙4易伤1伤害1暴击	1敌人爆炸2347易伤5雷电6双倍物品8伤害9核a暴击
155	22312 15231	7	   	249.46	橙4易伤1伤害1暴击	1敌人爆炸2347易伤5雷电6双倍物品8伤害9核a暴击
156	42312 12231	6	   	249.46	橙4易伤1伤害1暴击	1基地爆炸2347易伤5雷电6双倍物品8伤害9核a暴击
157	42312 15231	7	   	249.46	橙4易伤1伤害1暴击	1基地爆炸2347易伤5雷电6双倍物品8伤害9核a暴击
158	22315 33571	10	   	249.38	橙4易伤2时间1攻速	15敌人爆炸2345易伤5序列升级6加一7核89时间a攻速
159	34441 48331	4	 * 	249.35	橙2易伤2伤害2攻速1等级1时间	1掉矿2加一3a易伤4时间5金币生成6核7a攻速8等级9a伤害a序列升级
160	34441 48331	5	   	249.35	橙2易伤2伤害2攻速1等级1时间	1掉矿2加一3a易伤4时间5金币生成6核7a攻速8等级9a伤害a序列升级
161	34444 62514	8	   	249.25	橙3易伤2时间1伤害1暴击	1掉矿2加一369易伤4a时间5暴击7核8伤害
162	32123 42362	8	   	249.18	橙4易伤2时间1攻速	13掉矿2a时间4578易伤6攻速9核
163	41323 26174	6	   	249.12	橙3易伤3时间1伤害	19基地爆炸289时间359易伤4加一6随机矿7核9序列升级a伤害
164	21328 14342	6	   	249.02	橙3易伤3时间1伤害	1敌人爆炸256时间358易伤4加一5序列升级7核9伤害a立即金币
165	21328 14343	6	   	249.02	橙3易伤3时间1伤害	1敌人爆炸256时间358易伤4加一5序列升级7核9伤害a低血量敌人
166	21328 14345	6	   	249.02	橙3易伤3时间1伤害	1敌人爆炸256时间358易伤4加一5序列升级7核9伤害a金币生成
167	21328 14346	6	   	249.02	橙3易伤3时间1伤害	1敌人爆炸256时间358易伤4加一5序列升级7核9伤害a矿等
168	21328 14348	6	   	249.02	橙3易伤3时间1伤害	1敌人爆炸256时间358易伤4加一5序列升级7核9伤害a最后敌人
169	21328 54342	5	   	249.02	橙3易伤3时间1伤害	1敌人爆炸256时间358易伤4加一5序列升级7核9伤害a立即金币
170	21328 54343	5	   	249.02	橙3易伤3时间1伤害	1敌人爆炸256时间358易伤4加一5序列升级7核9伤害a低血量敌人
171	21328 54345	5	   	249.02	橙3易伤3时间1伤害	1敌人爆炸256时间358易伤4加一5序列升级7核9伤害a金币生成
172	21328 54346	5	   	249.02	橙3易伤3时间1伤害	1敌人爆炸256时间358易伤4加一5序列升级7核9伤害a矿等
173	21328 54348	5	   	249.02	橙3易伤3时间1伤害	1敌人爆炸256时间358易伤4加一5序列升级7核9伤害a最后敌人
174	41323 46174	5	   	249.02	橙3易伤3时间1伤害1核弹	19基地爆炸289时间359易伤4加一6核弹7核9序列升级a伤害
175	41328 14374	6	   	249.02	橙3易伤3时间1伤害	1基地爆炸256时间358易伤4加一5序列升级7核9随机矿a伤害
176	21328 14313	6	 * 	248.92	橙3易伤3时间2等级	1敌人爆炸256时间358易伤4加一5序列升级7核9a等级
177	21328 14341	6	   	248.92	橙3易伤3时间1伤害	1敌人爆炸256时间358易伤4加一5序列升级7核9伤害a挖青
178	21328 14344	6	   	248.92	橙3易伤3时间1伤害1核弹	1敌人爆炸256时间358易伤4加一5序列升级7核9伤害a核弹
179	21328 17112	10	 * 	248.92	橙3易伤3时间2暴击	1敌人爆炸256时间357易伤4加一5序列升级8a暴击9核
180	21328 54313	5	   	248.92	橙3易伤3时间2等级	1敌人爆炸256时间358易伤4加一5序列升级7核9a等级
181	21328 54341	5	   	248.92	橙3易伤3时间1伤害	1敌人爆炸256时间358易伤4加一5序列升级7核9伤害a挖青
182	21328 54344	5	   	248.92	橙3易伤3时间1伤害1核弹	1敌人爆炸256时间358易伤4加一5序列升级7核9伤害a核弹
183	41328 14313	6	   	248.92	橙3易伤3时间2等级	1基地爆炸256时间358易伤4加一5序列升级7核9a等级
184	41328 17112	10	   	248.92	橙3易伤3时间2暴击	1基地爆炸256时间357易伤4加一5序列升级8a暴击9核
185	41328 54313	5	   	248.92	橙3易伤3时间2等级	1基地爆炸256时间358易伤4加一5序列升级7核9a等级
186	32611 52335	8	   	248.82	橙3易伤3时间1伤害	15掉矿269时间3伤害478易伤a核
187	32611 52362	8	   	248.82	橙3易伤3时间1伤害	15掉矿26a时间3伤害478易伤9核
188	22315 33256	9	   	248.44	橙4易伤1时间1暴击1攻速	15敌人爆炸2345易伤5序列升级6加一7核8暴击9时间a攻速
189	22315 33256	8	   	248.44	橙4易伤1时间1暴击1攻速	15敌人爆炸2345易伤5序列升级6加一7核8暴击9时间a攻速
190	34424 32225	9	   	248.43	橙2易伤2伤害2时间1暴击	1掉矿2加一3a易伤4最后敌人5暴击6a时间7核8雷电9a伤害a序列升级
191	34414 42255	9	   	248.33	橙2易伤2伤害2时间1暴击	1掉矿2加一3a易伤4挖尘5暴击6a时间7核8雷电9a伤害a序列升级
192	34814 41145	9	   	248.33	橙2易伤2伤害2时间1暴击	1掉矿2加一3a时间4挖尘5暴击6a伤害7核8雷电9a易伤a序列升级
193	42321 32124	3	   	248.27	橙3易伤2攻速1等级1时间1全技能	1基地爆炸236易伤47攻速5等级8时间9核a全技能
194	34444 62217	7	   	248.24	橙4易伤1时间1暴击1攻速	1掉矿2加一369a易伤4时间5暴击7核8攻速
195	34444 62427	7	   	248.24	橙4易伤1时间1暴击1攻速	1掉矿2加一368a易伤4时间5暴击7核9攻速
196	41322 38362	5	   	248.11	橙2易伤3时间2伤害	17基地爆炸279时间38易伤4加一5雷电67伤害7序列升级a核
197	21321 64358	10	   	248.03	橙4易伤2时间1全技能	1敌人爆炸26时间369a易伤4加一5额外掉落6序列升级7全技能8核
198	41328 31822	9	   	248.01	橙2易伤3时间2伤害	1基地爆炸258时间35易伤4加一5序列升级6雷电79伤害a核
199	32625 42113	3	 * 	247.59	橙2易伤2伤害2时间2攻速	1掉矿28时间35伤害46攻速7a易伤9核
200	42215 36211	5	   	247.34	橙5易伤1伤害	157基地爆炸24567易伤3立即金币57序列升级8伤害9敌人爆炸a核
201	21333 52244	9	   	247.31	橙3易伤2伤害1时间	1a敌人爆炸2时间36a易伤4金币生成5平台7核8雷电9a伤害a序列升级
202	64214 41211	7	   	247.30	橙3易伤2伤害1暴击1攻速	1a矿等2加一3金币生成49a易伤5攻速6核7暴击8a伤害a序列升级
203	64214 41611	8	   	247.30	橙3易伤2伤害1暴击1攻速	1a矿等2加一3金币生成49a易伤5攻速6核7暴击8a伤害a序列升级
204	22315 33456	8	   	247.24	橙5易伤2等级	15a敌人爆炸2345a易伤5a序列升级6加一7核8a等级9额外掉落
205	42315 31124	5	   	247.24	橙5易伤1伤害	15基地爆炸23456易伤5序列升级7核8金币生成9矿等a伤害
206	22315 11626	5	   	247.24	橙5易伤1伤害	156敌人爆炸23458易伤5序列升级7核9平台a伤害
207	22315 22114	9	   	247.24	橙5易伤1伤害	15敌人爆炸23457易伤5序列升级6低血量敌人8立即金币9核a伤害
208	22315 22153	7	   	247.24	橙5易伤1伤害	15敌人爆炸23457易伤5序列升级6低血量敌人8金币生成9伤害a核
209	42315 22114	9	   	247.24	橙5易伤1伤害	15基地爆炸23457易伤5序列升级6低血量敌人8立即金币9核a伤害
210	42315 22153	7	   	247.24	橙5易伤1伤害	15基地爆炸23457易伤5序列升级6低血量敌人8金币生成9伤害a核
211	53515 34241	9	 * 	247.24	橙5易伤2暴击	19策反25金币生成3459a易伤59序列升级6加一7核89暴击
212	22311 62114	9	   	247.14	橙5易伤1伤害	1敌人爆炸23467易伤5低血量敌人8立即金币9核a伤害
213	22311 62153	7	   	247.14	橙5易伤1伤害	1敌人爆炸23467易伤5低血量敌人8金币生成9伤害a核
214	22311 62514	9	   	247.14	橙5易伤1伤害	18敌人爆炸23467易伤5低血量敌人9核a伤害
215	22315 12114	9	   	247.14	橙5易伤1伤害	15敌人爆炸23457易伤5序列升级6挖尘8立即金币9核a伤害
216	22315 32223	9	   	247.14	橙5易伤1伤害	158敌人爆炸23457易伤5序列升级6加一9核a伤害
217	22315 33683	8	   	247.14	橙5易伤1伤害	158敌人爆炸23459易伤5序列升级6加一7核a伤害
218	22365 12314	9	   	247.14	橙5易伤1伤害	15敌人爆炸23578易伤4立即金币5序列升级6挖尘9核a伤害
219	22365 32433	7	   	247.14	橙5易伤1伤害	15敌人爆炸2357a易伤4立即金币5序列升级6加一8核9伤害
220	22365 32533	8	   	247.14	橙5易伤1伤害	15敌人爆炸2357a易伤4立即金币5序列升级6加一8核9伤害
