0	Index      	 *	Score 	Summary	Detail	
1	21112 16334	 * 	202.73	ACR|3VULN|3DMG|2CDMG|1DUR|1ASPD|1SELL	18CDMG|2DUR|38aDMG|4RCR|568VULN|7SELL|8BPWR|9ASPD
32	26111 23325	   	191.94	ACR|2VULN|2DMG|1AART|2CDMG|1ASPD	1aCDMG|2LWND|3aDMG|4RCR|5RCVC|6CGEN|7ASPD|8AART|9aVULN|aBPWR
33	26111 43325	   	191.84	ACR|2VULN|2DMG|1AART|2CDMG|1ASPD	1aCDMG|2LWND|3aDMG|4RCR|5RCVC|6ERES|7ASPD|8AART|9aVULN|aBPWR
34	21112 16326	 * 	191.47	ACR|3VULN|2DMG|3CDMG|2DUR|1SELL	18aCDMG|29DUR|38DMG|4RCR|568VULN|7SELL|8BPWR
35	22112 12352	   	191.34	ACR|3VULN|2DMG|1AART|1CDMG	1CDMG|25aVULN|37DMG|4RCR|6FEWX|8AART|9RPLT
36	22112 12361	   	191.34	ACR|3VULN|2DMG|1AART|1CDMG	1CDMG|259VULN|37DMG|4RCR|6FEWX|8AART|aMLV
37	22112 12363	   	191.34	ACR|3VULN|2DMG|1AART|1CDMG	1CDMG|259VULN|37DMG|4RCR|6FEWX|8AART|aLIT
38	22112 12364	   	191.34	ACR|3VULN|2DMG|1AART|1CDMG	1CDMG|259VULN|37DMG|4RCR|6FEWX|8AART|aLHND
39	22112 12366	   	191.34	ACR|3VULN|2DMG|1AART|1CDMG	1CDMG|259VULN|37DMG|4RCR|6FEWX|8AART|aDMSP
40	22115 12352	   	191.34	ACR|3VULN|2DMG|1AART|1CDMG	1CDMG|26aVULN|37DMG|4RCR|5FEWX|8AART|9RPLT
41	22115 12361	   	191.34	ACR|3VULN|2DMG|1AART|1CDMG	1CDMG|269VULN|37DMG|4RCR|5FEWX|8AART|aMLV
42	22115 12363	   	191.34	ACR|3VULN|2DMG|1AART|1CDMG	1CDMG|269VULN|37DMG|4RCR|5FEWX|8AART|aLIT
43	22115 12364	   	191.34	ACR|3VULN|2DMG|1AART|1CDMG	1CDMG|269VULN|37DMG|4RCR|5FEWX|8AART|aLHND
44	22115 12366	   	191.34	ACR|3VULN|2DMG|1AART|1CDMG	1CDMG|269VULN|37DMG|4RCR|5FEWX|8AART|aDMSP
45	22112 12365	   	191.24	ACR|3VULN|2DMG|1AART|1CDMG	1CDMG|259VULN|37DMG|4RCR|6FEWX|8AART|aMBVNT
46	22113 13524	   	191.24	ACR|3DMG|2VULN|1AART|1CDMG	1CDMG|2aVULN|379DMG|4RCR|5LIT|6DLOT|8AART
47	22115 12365	   	191.24	ACR|3VULN|2DMG|1AART|1CDMG	1CDMG|269VULN|37DMG|4RCR|5FEWX|8AART|aMBVNT
48	22153 51242	   	191.18	DCR|3VULN|3DMG|1CDMG|1ZMB	1CDMG|246VULN|367DMG|5RCVC|6BPWR|8ERES|9RCR|aZMB
49	26112 16323	 * 	191.14	ACR|3VULN|2DMG|2CDMG|1ZMB|1DUR|1SELL	18CDMG|2LWND|38DMG|4RCR|568VULN|7SELL|8BPWR|9DUR|aZMB
50	21112 16343	 * 	191.04	ACR|3VULN|2DMG|2CDMG|1ZMB|1DUR|1SELL	18CDMG|2DUR|38DMG|4RCR|568VULN|7SELL|8BPWR|9DUST|aZMB
51	22112 33341	 * 	190.03	ACR|2VULN|2AART|1DMG|2ASPD|1CDMG|1DUR	1CDMG|25VULN|3DMG|4RCR|67ASPD|8aAART|9DUR
52	25612 32341	   	190.03	ACR|2VULN|2AART|1DMG|2ASPD|1CDMG|1DUR	1CDMG|26ASPD|35VULN|4RCR|7DMG|8aAART|9DUR
53	22112 35343	   	189.56	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD|1DUR	1CDMG|25VULN|37DMG|4RCR|6ASPD|8AART|9DUR|aCGEN
54	22112 35345	   	189.46	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD|1DUR	1CDMG|25VULN|37DMG|4RCR|6ASPD|8AART|9DUR|aDUST
55	22112 35356	   	189.46	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD|1DUR	1CDMG|25VULN|37DMG|4RCR|6ASPD|8AART|9DUST|aDUR
56	22112 33314	 * 	189.23	ACR|2VULN|2DMG|1AART|2ASPD|1CDMG	1CDMG|25VULN|3aDMG|4RCR|67ASPD|8AART|9LIT
57	25612 32314	   	189.23	ACR|2VULN|2DMG|1AART|2ASPD|1CDMG	1CDMG|26ASPD|35VULN|4RCR|7aDMG|8AART|9LIT
58	22112 23315	   	189.13	ACR|2VULN|2DMG|1AART|2CDMG|1ASPD	1aCDMG|25VULN|3aDMG|4RCR|6CGEN|7ASPD|8AART|9aFEWX|aBPWR
59	22112 43315	   	189.03	ACR|2VULN|2DMG|1AART|2CDMG|1ASPD	1aCDMG|25VULN|3aDMG|4RCR|6ERES|7ASPD|8AART|9aFEWX|aBPWR
60	22312 12425	 * 	189.00	ACR|3VULN|3DMG|2CDMG	1aCDMG|25aVULN|3ERES|4RCR|6FEWX|79aDMG|8RPLT|aBPWR
61	22315 12425	   	189.00	ACR|3VULN|3DMG|2CDMG	1aCDMG|26aVULN|3ERES|4RCR|5FEWX|79aDMG|8RPLT|aBPWR
62	22112 23335	   	188.93	ACR|2VULN|2DMG|1AART|2CDMG|1ASPD	1aCDMG|25VULN|3aDMG|4RCR|6CGEN|7ASPD|8AART|9aDUST|aBPWR
63	22112 35322	   	188.93	ACR|2VULN|2DMG|1AART|2CDMG|1ASPD	1aCDMG|25VULN|37DMG|4RCR|6ASPD|8AART|9MLV
64	22112 35332	   	188.93	ACR|2VULN|2DMG|1AART|2CDMG|1ASPD	1aCDMG|25VULN|37DMG|4RCR|6ASPD|8AART|9FEWX
65	26112 16333	   	188.86	ACR|3VULN|3DMG|2CDMG|1SELL	18CDMG|2LWND|38aDMG|4RCR|568VULN|7SELL|8BPWR|9FEWX
66	22354 11532	 * 	188.84	DCR|4VULN|1AART|2CDMG|1DMG	1aCDMG|2456VULN|3ERES|7DMG|8AART|9RCR
67	22112 43335	   	188.83	ACR|2VULN|2DMG|1AART|2CDMG|1ASPD	1aCDMG|25VULN|3aDMG|4RCR|6ERES|7ASPD|8AART|9aDUST|aBPWR
68	22112 35352	   	188.83	ACR|2VULN|2DMG|1AART|2CDMG|1ASPD	1aCDMG|25VULN|37DMG|4RCR|6ASPD|8AART|9DUST
69	22116 15423	 * 	188.20	ACR|3VULN|2DMG|2CDMG|2ZMB	1aCDMG|26aVULN|39DMG|4RCR|5DUST|7aZMB|8RPLT|aBPWR
70	21315 15316	   	188.02	ACR|2VULN|2DMG|1AART|1CDMG|2DUR	1CDMG|2aDUR|3ERES|4RCR|5FEWX|6aVULN|7LHND|8AART|9aDMG|aBPWR
71	21316 15316	   	187.92	ACR|2VULN|2DMG|1AART|1CDMG|2DUR	1CDMG|2aDUR|3ERES|4RCR|5DUST|6aVULN|7LHND|8AART|9aDMG|aBPWR
72	22112 62352	   	187.85	ACR|4VULN|1AART|1DMG|1CDMG	1CDMG|257aVULN|3DMG|4RCR|6BEXP|8AART|9RPLT
73	22112 62361	   	187.85	ACR|4VULN|1AART|1DMG|1CDMG	1CDMG|2579VULN|3DMG|4RCR|6BEXP|8AART|aMLV
74	22112 62363	   	187.85	ACR|4VULN|1AART|1DMG|1CDMG	1CDMG|2579VULN|3DMG|4RCR|6BEXP|8AART|aLIT
75	22112 62364	   	187.85	ACR|4VULN|1AART|1DMG|1CDMG	1CDMG|2579VULN|3DMG|4RCR|6BEXP|8AART|aLHND
76	22112 62366	   	187.85	ACR|4VULN|1AART|1DMG|1CDMG	1CDMG|2579VULN|3DMG|4RCR|6BEXP|8AART|aDMSP
77	21112 16316	 * 	187.79	ACR|3VULN|2DMG|3CDMG|1DUR|1SELL	18aCDMG|2DUR|38DMG|4RCR|568VULN|7SELL|8BPWR|9RCVC
78	22112 62365	   	187.75	ACR|4VULN|1AART|1DMG|1CDMG	1CDMG|2579VULN|3DMG|4RCR|6BEXP|8AART|aMBVNT
79	22116 12352	   	187.75	ACR|4VULN|1AART|1DMG|1CDMG	1CDMG|267aVULN|3DMG|4RCR|5DUST|8AART|9RPLT
80	22116 12361	   	187.75	ACR|4VULN|1AART|1DMG|1CDMG	1CDMG|2679VULN|3DMG|4RCR|5DUST|8AART|aMLV
81	22116 12363	   	187.75	ACR|4VULN|1AART|1DMG|1CDMG	1CDMG|2679VULN|3DMG|4RCR|5DUST|8AART|aLIT
82	22116 12364	   	187.75	ACR|4VULN|1AART|1DMG|1CDMG	1CDMG|2679VULN|3DMG|4RCR|5DUST|8AART|aLHND
83	22116 12366	   	187.75	ACR|4VULN|1AART|1DMG|1CDMG	1CDMG|2679VULN|3DMG|4RCR|5DUST|8AART|aDMSP
84	22116 12365	   	187.65	ACR|4VULN|1AART|1DMG|1CDMG	1CDMG|2679VULN|3DMG|4RCR|5DUST|8AART|aMBVNT
85	22112 36343	   	187.63	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1CDMG|257VULN|3DMG|4RCR|6ASPD|8AART|9DUR|aCGEN
86	22112 36345	   	187.53	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1CDMG|257VULN|3DMG|4RCR|6ASPD|8AART|9DUR|aDUST
87	22112 36356	   	187.53	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1CDMG|257VULN|3DMG|4RCR|6ASPD|8AART|9DUST|aDUR
88	22114 12241	   	187.25	ACR|4VULN|1AART|1DMG|1CDMG	1CDMG|2678VULN|3DMG|4RCR|5LHND|9AART|aMLV
89	22114 12243	   	187.25	ACR|4VULN|1AART|1DMG|1CDMG	1CDMG|2678VULN|3DMG|4RCR|5LHND|9AART|aLIT
90	22114 12245	   	187.25	ACR|4VULN|1AART|1DMG|1CDMG	1CDMG|2678VULN|3DMG|4RCR|5LHND|9AART|aFEWX
91	22114 12246	   	187.25	ACR|4VULN|1AART|1DMG|1CDMG	1CDMG|2678VULN|3DMG|4RCR|5aLHND|9AART
92	21152 35343	 * 	187.24	DCR|2VULN|2DMG|1AART|1CDMG|2DUR|1ASPD	1CDMG|29DUR|37DMG|45VULN|6ASPD|8AART|aRCR
93	22162 35343	   	187.24	DCR|2VULN|2DMG|1AART|1CDMG|2DUR|1ASPD	1CDMG|25VULN|37DMG|49DUR|6ASPD|8AART|aRCR
94	22114 12244	   	187.15	ACR|4VULN|1AART|1DMG|1CDMG	1CDMG|2678VULN|3DMG|4RCR|5LHND|9AART|aLEGI
95	22112 12331	   	187.13	ACR|2VULN|2DMG|2AART|1CDMG	1CDMG|25VULN|37DMG|4RCR|6FEWX|8aAART|9MLV
96	22112 12341	   	187.13	ACR|2VULN|2DMG|2AART|1CDMG	1CDMG|25VULN|37DMG|4RCR|6FEWX|8aAART|9CGEN
97	22115 12331	   	187.13	ACR|2VULN|2DMG|2AART|1CDMG	1CDMG|26VULN|37DMG|4RCR|5FEWX|8aAART|9MLV
98	22115 12341	   	187.13	ACR|2VULN|2DMG|2AART|1CDMG	1CDMG|26VULN|37DMG|4RCR|5FEWX|8aAART|9CGEN
99	21112 16331	   	187.08	ACR|3VULN|2DMG|2CDMG|1ASPD|1DUR|1SELL	18CDMG|2DUR|38DMG|4RCR|568VULN|7SELL|8BPWR|9ASPD|aLIT
100	21112 16332	   	187.08	ACR|3VULN|2DMG|2CDMG|1DUR|1ASPD|1SELL	18CDMG|2DUR|38DMG|4RCR|568VULN|7SELL|8BPWR|9ASPD|aFEWX
101	21112 16335	   	187.08	ACR|3VULN|2DMG|2CDMG|1DUR|1ASPD|1SELL	18CDMG|2DUR|38DMG|4RCR|568VULN|7SELL|8BPWR|9ASPD|aBEXP
102	21112 16336	   	187.08	ACR|3VULN|2DMG|2CDMG|1DUR|1ASPD|1SELL	18CDMG|2DUR|38DMG|4RCR|568VULN|7SELL|8BPWR|9ASPD|aRPLT
103	26112 16325	   	187.08	ACR|3VULN|2DMG|2CDMG|1DUR|1ASPD|1SELL	18CDMG|2LWND|38DMG|4RCR|568VULN|7SELL|8BPWR|9DUR|aASPD
104	22112 12321	   	187.03	ACR|2VULN|2DMG|2AART|1CDMG	1CDMG|25VULN|37DMG|4RCR|6FEWX|8aAART|9ERES
105	22115 12321	   	187.03	ACR|2VULN|2DMG|2AART|1CDMG	1CDMG|26VULN|37DMG|4RCR|5FEWX|8aAART|9ERES
106	22112 36322	   	187.00	ACR|3VULN|1AART|1DMG|2CDMG|1ASPD	1aCDMG|257VULN|3DMG|4RCR|6ASPD|8AART|9MLV
107	22112 36332	   	187.00	ACR|3VULN|1AART|1DMG|2CDMG|1ASPD	1aCDMG|257VULN|3DMG|4RCR|6ASPD|8AART|9FEWX
108	21112 12342	   	187.00	ACR|3VULN|1AART|1DMG|2CDMG|1DUR	1aCDMG|2DUR|3DMG|4RCR|567VULN|8AART|9CGEN
109	21112 16345	   	186.98	ACR|3VULN|2DMG|2CDMG|1DUR|1ASPD|1SELL	18CDMG|2DUR|38DMG|4RCR|568VULN|7SELL|8BPWR|9DUST|aASPD
110	22112 36352	   	186.90	ACR|3VULN|1AART|1DMG|2CDMG|1ASPD	1aCDMG|257VULN|3DMG|4RCR|6ASPD|8AART|9DUST
111	21112 12322	   	186.90	ACR|3VULN|1AART|1DMG|2CDMG|1DUR	1aCDMG|2DUR|3DMG|4RCR|567VULN|8AART|9TLV
112	22116 36423	 * 	186.90	ACR|3VULN|2DMG|2CDMG|2ASPD	1aCDMG|27aVULN|39DMG|4RCR|5DUST|6aASPD|8RPLT|aBPWR
113	22151 31215	 * 	186.72	DCR|2VULN|2DMG|1AART|2CDMG|1ASPD	1aCDMG|24VULN|3aDMG|5LWND|6ASPD|7AART|8RCR|9aERES|aBPWR
114	22151 31265	   	186.72	DCR|2VULN|2DMG|1AART|2CDMG|1ASPD	1aCDMG|24VULN|3aDMG|5LWND|6ASPD|7AART|8RCR|9aTLV|aBPWR
115	26152 31215	   	186.72	DCR|2VULN|2DMG|1AART|2CDMG|1ASPD	1aCDMG|2LWND|3aDMG|45VULN|6ASPD|7AART|8RCR|9aERES|aBPWR
116	22114 12255	   	186.65	ACR|4VULN|1AART|1DMG|1CDMG	1CDMG|2678VULN|3DMG|4RCR|5LHND|9MLV|aAART
117	21112 15533	 * 	186.61	ACR|2VULN|2DMG|3ZMB|1CDMG|1DUR	1CDMG|2DUR|3aDMG|4RCR|56VULN|789ZMB
118	21111 35342	   	186.22	ACR|2DMG|2AART|1VULN|1CDMG|1ASPD|1DUR	1CDMG|2DUR|37DMG|4RCR|5RCVC|6ASPD|89AART|aVULN
119	22111 35341	   	186.22	ACR|2DMG|2AART|1VULN|1CDMG|1ASPD|1DUR	1CDMG|2VULN|37DMG|4RCR|5RCVC|6ASPD|8aAART|9DUR
120	22111 36341	   	186.22	ACR|2VULN|2AART|1DMG|1CDMG|1ASPD|1DUR	1CDMG|27VULN|3DMG|4RCR|5RCVC|6ASPD|8aAART|9DUR
121	21312 15425	   	185.58	ACR|3DMG|2VULN|2CDMG|2DUR	1aCDMG|2aDUR|3ERES|4RCR|56VULN|79aDMG|8RPLT|aBPWR
122	22112 15625	   	185.49	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	1CDMG|25VULN|38DMG|4RCR|69FEWX|7ZMB|aAART
123	21112 16322	   	185.43	ACR|3VULN|2DMG|2CDMG|2DUR|1SELL	18CDMG|29DUR|38DMG|4RCR|568VULN|7SELL|8BPWR|aLIT
124	21112 16324	   	185.43	ACR|3VULN|2DMG|2CDMG|2DUR|1SELL	18CDMG|29DUR|38DMG|4RCR|568VULN|7SELL|8BPWR|aMLV
125	22111 36314	   	185.43	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CDMG|27VULN|3aDMG|4RCR|5RCVC|6ASPD|8AART|9LIT
126	21112 16323	   	185.33	ACR|3VULN|2DMG|2CDMG|2DUR|1SELL	18CDMG|29DUR|38DMG|4RCR|568VULN|7SELL|8BPWR|aDUST
127	21152 36343	   	185.30	DCR|3VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	1CDMG|29DUR|3DMG|457VULN|6ASPD|8AART|aRCR
128	22162 36343	   	185.30	DCR|3VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	1CDMG|257VULN|3DMG|49DUR|6ASPD|8AART|aRCR
129	22112 62341	   	185.20	ACR|3VULN|2AART|1DMG|1CDMG	1CDMG|257VULN|3DMG|4RCR|6BEXP|8aAART|9CGEN
130	21112 16321	   	185.19	ACR|3VULN|2DMG|2CDMG|2DUR|2SELL	18CDMG|29DUR|38DMG|4RCR|568VULN|7aSELL|8BPWR
131	22112 62321	   	185.10	ACR|3VULN|2AART|1DMG|1CDMG	1CDMG|257VULN|3DMG|4RCR|6BEXP|8aAART|9TLV
132	22116 12341	   	185.10	ACR|3VULN|2AART|1DMG|1CDMG	1CDMG|267VULN|3DMG|4RCR|5DUST|8aAART|9CGEN
133	22116 12321	   	185.00	ACR|3VULN|2AART|1DMG|1CDMG	1CDMG|267VULN|3DMG|4RCR|5DUST|8aAART|9TLV
134	22112 33342	 * 	184.90	ACR|2VULN|1AART|1DMG|2CDMG|2ASPD|1DUR	1aCDMG|25VULN|3DMG|4RCR|67ASPD|8AART|9DUR
135	25612 32342	   	184.90	ACR|2VULN|1AART|1DMG|2CDMG|2ASPD|1DUR	1aCDMG|26ASPD|35VULN|4RCR|7DMG|8AART|9DUR
136	21112 15424	   	184.88	ACR|3VULN|2DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUR|39DMG|4RCR|56aVULN|7ZMB|8RPLT
137	21112 15623	   	184.88	ACR|3VULN|2DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUR|38DMG|4RCR|56aVULN|7ZMB|9FEWX
138	21112 15663	   	184.78	ACR|3VULN|2DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUR|38DMG|4RCR|56aVULN|7ZMB|9LEGI
139	21112 15532	 * 	184.67	ACR|3VULN|3ZMB|1DMG|1CDMG|1DUR	1CDMG|2DUR|3DMG|4RCR|56aVULN|789ZMB
140	25111 15315	   	184.50	ACR|2VULN|1AART|1DMG|2CDMG|2ASPD|1DUR	17CDMG|27ASPD|3FEWX|4RCR|5DUR|67VULN|7BPWR|8LWND|9AART|aDMG
141	25211 15315	   	184.50	ACR|2VULN|1AART|1DMG|2CDMG|2ASPD|1DUR	17CDMG|27ASPD|3BEXP|4RCR|5DUR|67VULN|7BPWR|8LWND|9AART|aDMG
142	26112 16343	   	184.11	ACR|3VULN|2DMG|2CDMG|1ZMB|1SELL	18CDMG|2LWND|38DMG|4RCR|568VULN|7SELL|8BPWR|9DUST|aZMB
143	25111 15251	   	183.90	ACR|2VULN|1AART|1DMG|2CDMG|2ASPD|1DUR	17CDMG|27ASPD|3FEWX|4RCR|5DUR|67VULN|7BPWR|8LIT|9DMG|aAART
144	25211 15251	   	183.90	ACR|2VULN|1AART|1DMG|2CDMG|2ASPD|1DUR	17CDMG|27ASPD|3BEXP|4RCR|5DUR|67VULN|7BPWR|8LIT|9DMG|aAART
145	22111 35314	   	183.49	ACR|3DMG|1AART|1VULN|1CDMG|1ASPD	1CDMG|2VULN|37aDMG|4RCR|5RCVC|6ASPD|8AART|9LIT
146	22112 31341	   	183.42	ACR|2VULN|2AART|1DMG|1CDMG|1ASPD|1DUR	1CDMG|25VULN|3DMG|4RCR|6ASPD|7DMSP|8aAART|9DUR
147	22112 33331	   	183.09	ACR|2VULN|2AART|1DMG|2ASPD|1CDMG	1CDMG|25VULN|3DMG|4RCR|67ASPD|8aAART|9FEWX
148	25612 32331	   	183.09	ACR|2VULN|2AART|1DMG|2ASPD|1CDMG	1CDMG|26ASPD|35VULN|4RCR|7DMG|8aAART|9FEWX
149	22112 33351	   	182.99	ACR|2VULN|2AART|1DMG|2ASPD|1CDMG	1CDMG|25VULN|3DMG|4RCR|67ASPD|8aAART|9DUST
150	25612 32351	   	182.99	ACR|2VULN|2AART|1DMG|2ASPD|1CDMG	1CDMG|26ASPD|35VULN|4RCR|7DMG|8aAART|9DUST
151	14122 51263	   	182.99	DCR|4VULN|1AART|1DMG	17LHND|2RCVC|3AART|457aVULN|6RCR|7BPWR|8BEXP|9DMG
152	25612 62331	 * 	182.79	ACR|2VULN|2AART|1DMG|2CDMG|1ASPD	16CDMG|2ASPD|35VULN|4RCR|7DMG|8aAART|9FEWX
153	22224 51532	   	182.73	DCR|4VULN|1AART|1DMG|1CDMG	1CDMG|256aVULN|3DMSP|46CGEN|6BPWR|7DMG|8AART|9RCR
154	22224 11532	   	182.63	DCR|4VULN|1AART|1DMG|1CDMG	1CDMG|256aVULN|3DMSP|4CGEN|7DMG|8AART|9RCR
155	22112 31314	   	182.62	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CDMG|25VULN|3aDMG|4RCR|6ASPD|7DMSP|8AART|9LIT
156	22112 35312	   	182.62	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CDMG|25VULN|37DMG|4RCR|6ASPD|8AART|9LIT|aLWND
157	22112 35316	   	182.62	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CDMG|25VULN|37DMG|4RCR|6ASPD|8AART|9LIT|aRMIN
158	22112 35321	   	182.62	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CDMG|25VULN|37DMG|4RCR|6ASPD|8AART|9aMLV
159	22112 35323	   	182.62	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CDMG|25VULN|37DMG|4RCR|6ASPD|8AART|9MLV|aLWND
160	22112 35325	   	182.62	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CDMG|25VULN|37DMG|4RCR|6ASPD|8AART|9MLV|aFEWX
161	22112 35326	   	182.62	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CDMG|25VULN|37DMG|4RCR|6ASPD|8AART|9MLV|aLHND
162	22112 35333	   	182.62	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CDMG|25VULN|37DMG|4RCR|6ASPD|8AART|9FEWX|aCGEN
163	22244 11532	   	182.53	DCR|4VULN|1AART|1DMG|1CDMG	1CDMG|256aVULN|3DMSP|4TLV|7DMG|8AART|9RCR
164	22112 35311	   	182.52	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CDMG|25VULN|37DMG|4RCR|6ASPD|8AART|9LIT|aERES
