0	Index      	 *	Score 	Summary	Detail	
1	14331 26135	 * 	192.12	DCR|3VULN|2DMG|1AART|2ASPD	17DMG|2RMIN|3BEXP|479VULN|57ASPD|6RCR|7BPWR|8DUST|aAART
32	25341 32122	   	179.87	DCR|3VULN|2AART|1DMG|1ASPD	1aCGEN|23aVULN|4DMG|56AART|7RCR|8ASPD|9aTLV|aBPWR
33	13531 22652	   	179.27	DCR|3VULN|2DMG|1AART	1aDMG|2CGEN|34aVULN|5AART|6DMSP|7RCR|8aLHND|9RPLT|aBPWR
34	14331 26352	   	178.01	DCR|2VULN|2DMG|2ASPD|1CDMG|1ZMB	17DMG|2RMIN|3BEXP|47VULN|57ASPD|6RCR|7BPWR|8CDMG|9MLV|aZMB
35	14331 26333	   	177.91	DCR|2VULN|2DMG|2ASPD|1CDMG|1ZMB	17DMG|2RMIN|3BEXP|47VULN|57ASPD|6RCR|7BPWR|8CDMG|9LEGI|aZMB
36	45331 26333	   	177.91	DCR|2VULN|2DMG|2ASPD|1CDMG|1ZMB	1RMIN|27DMG|3BEXP|47VULN|57ASPD|6RCR|7BPWR|8CDMG|9LEGI|aZMB
37	13531 32142	   	177.76	DCR|2VULN|2AART|1DMG|2ASPD|1DUR	1DMG|2CGEN|34VULN|56AART|7RCR|89ASPD|aDUR
38	25341 32142	   	177.76	DCR|2VULN|2AART|1DMG|2ASPD|1DUR	1CGEN|23VULN|4DMG|56AART|7RCR|89ASPD|aDUR
39	14331 26412	 * 	177.62	DCR|2VULN|2DMG|3ASPD|1ZMB|1DUR	17DMG|2RMIN|3BEXP|47VULN|579ASPD|6RCR|7BPWR|8DUR|aZMB
40	13531 32435	 * 	177.24	DCR|2VULN|2AART|1DMG|2CDMG	1DMG|2CGEN|34VULN|56AART|7RCR|8BEXP|9aCDMG
41	13531 32425	 * 	177.20	DCR|3VULN|3AART|1DMG	1DMG|2CGEN|34aVULN|569AART|7RCR|8BEXP
42	13531 22542	   	177.16	DCR|2VULN|2DMG|1AART|2ASPD	1aDMG|2aCGEN|34VULN|5AART|6DMSP|7RCR|8MLV|9aASPD|aBPWR
43	13531 32146	 * 	177.14	DCR|2VULN|2AART|3ASPD|1DMG	1DMG|2CGEN|34VULN|56AART|7RCR|89aASPD
44	13531 22551	   	177.06	DCR|2VULN|2DMG|1AART|1CDMG	19DMG|2CGEN|34VULN|5AART|6DMSP|7RCR|8MLV|aCDMG
45	13561 23112	   	176.59	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	18DMG|2CGEN|39VULN|4DUR|5ASPD|6RCR|7ERES|aAART
46	14331 26513	   	176.56	DCR|2VULN|2DMG|1AART|2ASPD	17DMG|2RMIN|38BEXP|47VULN|57ASPD|6RCR|7BPWR|9FEWX|aAART
47	14331 26432	   	175.95	DCR|3VULN|2DMG|2ASPD|1DUR	17DMG|2RMIN|3BEXP|479VULN|57ASPD|6RCR|7BPWR|8DUR|aFEWX
48	14331 26433	   	175.95	DCR|3VULN|2DMG|2ASPD|1DUR	17DMG|2RMIN|3BEXP|479VULN|57ASPD|6RCR|7BPWR|8DUR|aRCVC
49	11134 62411	 * 	175.88	ACR|3VULN|3DMG|1DUR	17aDMG|2BEXP|37ERES|4RCR|579VULN|6RCVC|7BPWR|8DUR
50	14331 26431	   	175.85	DCR|3VULN|2DMG|2ASPD|1DUR	17DMG|2RMIN|3BEXP|479VULN|57ASPD|6RCR|7BPWR|8DUR|aLEGI
51	13531 32153	   	175.22	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD	1DMG|2CGEN|34VULN|56AART|7RCR|8ASPD|9MLV|aZMB
52	13531 32163	   	175.22	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD	1DMG|2CGEN|34VULN|56AART|7RCR|8ASPD|9MGNLIT|aZMB
53	13531 32543	   	175.22	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD	1DMG|2CGEN|34VULN|56AART|7RCR|8MLV|9ASPD|aZMB
54	25341 32153	   	175.22	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD	1CGEN|23VULN|4DMG|56AART|7RCR|8ASPD|9MLV|aZMB
55	25341 32163	   	175.22	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD	1CGEN|23VULN|4DMG|56AART|7RCR|8ASPD|9MGNLIT|aZMB
56	13531 32113	   	175.12	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD	1DMG|2CGEN|34VULN|56AART|7RCR|8ASPD|9ERES|aZMB
57	13531 32123	   	175.12	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD	1DMG|2CGEN|34VULN|56AART|7RCR|8ASPD|9TLV|aZMB
58	13531 32133	   	175.12	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD	1DMG|2CGEN|34VULN|56AART|7RCR|8ASPD|9BASICY|aZMB
59	25341 32113	   	175.12	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD	1CGEN|23VULN|4DMG|56AART|7RCR|8ASPD|9ERES|aZMB
60	25341 32123	   	175.12	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD	1CGEN|23VULN|4DMG|56AART|7RCR|8ASPD|9TLV|aZMB
61	25341 32133	   	175.12	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD	1CGEN|23VULN|4DMG|56AART|7RCR|8ASPD|9BASICY|aZMB
62	13531 32364	   	174.86	DCR|2VULN|2AART|2DMG	1aDMG|2CGEN|34VULN|56AART|7RCR|8RCVC|9DMSP
63	13531 32534	   	174.86	DCR|2AART|2VULN|2DMG	1aDMG|2aCGEN|34VULN|56AART|7RCR|8MLV|9aCANHEL|aBPWR
64	13531 32553	   	174.86	DCR|2AART|2VULN|2DMG	19DMG|2CGEN|34VULN|56AART|7RCR|8MLV|aDMSP
65	12213 13144	   	174.17	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2AIRHEA|3DUR|489VULN|5CDMG|6AART|7RCVC|aRCR
66	11363 14534	   	174.16	DCR|2VULN|2DMG|1AART|1CDMG	1aDMG|2BEXP|3aVULN|4MBVNT|5CDMG|6AART|7LHND|8RCR|9aCGEN|aBPWR
67	11363 17534	   	174.16	DCR|2VULN|2DMG|1AART|1CDMG	1aDMG|2BEXP|3aVULN|4MBVNT|5CDMG|6AART|7FEWX|8RCR|9aCGEN|aBPWR
68	11363 14541	   	173.96	DCR|2VULN|2DMG|1AART|1CDMG	19DMG|2BEXP|3aVULN|4MBVNT|5CDMG|6AART|7LHND|8RCR
69	11363 14554	   	173.96	DCR|2VULN|2DMG|1AART|1CDMG	1aDMG|2BEXP|3aVULN|4MBVNT|5CDMG|6AART|7LHND|8RCR|9aERES|aBPWR
70	11363 15541	   	173.96	DCR|2VULN|2DMG|1AART|1CDMG	19DMG|2BEXP|3aVULN|4MBVNT|5CDMG|6AART|7LWND|8RCR
71	11363 17541	   	173.96	DCR|2VULN|2DMG|1AART|1CDMG	19DMG|2BEXP|3aVULN|4MBVNT|5CDMG|6AART|7FEWX|8RCR
72	61363 14544	   	173.96	DCR|2VULN|2DMG|1AART|1CDMG	1aTLV|2BEXP|3aVULN|4MBVNT|5CDMG|6AART|7LHND|8RCR|9aDMG|aBPWR
73	11134 16251	 * 	173.43	ACR|2DMG|3ZMB|1AART|1VULN	19DMG|2BEXP|39ERES|4RCR|5VULN|6LIT|7AART|89aZMB|9BPWR
74	14331 26342	 * 	173.32	DCR|2VULN|2DMG|2CDMG|2ASPD	17DMG|2RMIN|3BEXP|47VULN|57ASPD|6RCR|7BPWR|8aCDMG|9LIT
75	14331 26115	 * 	173.22	DCR|2VULN|2DMG|3ASPD|1CDMG	17DMG|2RMIN|3BEXP|47VULN|579ASPD|6RCR|7BPWR|8DUST|aCDMG
76	13546 22212	   	173.11	DCR|3DMG|2VULN|1ZMB|1DUR	178DMG|2CGEN|39VULN|4ZMB|5DUST|6RCR|aDUR
77	13531 22141	   	173.03	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1DMG|2CGEN|34VULN|5AART|6DMSP|7RCR|89ASPD|aCDMG
78	25341 22141	   	173.03	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1CGEN|23VULN|4DMG|5AART|6DMSP|7RCR|89ASPD|aCDMG
79	13531 32636	   	172.83	DCR|3VULN|2AART|1DMG	1DMG|2CGEN|34aVULN|56AART|7RCR|8LHND|9TLV
80	51342 24133	   	172.13	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1RPLT|24CDMG|39VULN|5FEWX|6RCR|7DMG|8ASPD|aAART
81	11242 13531	   	171.56	DCR|2VULN|2DMG|1AART|1CDMG	18DMG|2BEXP|3FEWX|4CDMG|5aVULN|6AART|7DUST|9RCR
82	11323 13531	   	171.56	DCR|2VULN|2DMG|1AART|1CDMG	18DMG|2BEXP|3aVULN|4FEWX|5CDMG|6AART|7DUST|9RCR
83	11345 13531	   	171.56	DCR|2VULN|2DMG|1AART|1CDMG	18DMG|2BEXP|3aVULN|4CDMG|5FEWX|6AART|7DUST|9RCR
84	11134 16253	 * 	171.35	ACR|2DMG|2AART|1VULN|2ZMB	19DMG|2BEXP|39ERES|4RCR|5VULN|6LIT|7aAART|89ZMB|9BPWR
85	13531 32162	   	171.15	DCR|2AART|2VULN|1DMG|1ASPD|1DUR	1DMG|2CGEN|34VULN|56AART|7RCR|8ASPD|9MGNLIT|aDUR
86	13531 32211	   	171.15	DCR|2VULN|2AART|1DMG|1ASPD|1DUR	1DMG|2CGEN|34VULN|56AART|7RCR|8LIT|9DUR|aASPD
87	25341 32162	   	171.15	DCR|2AART|2VULN|1DMG|1ASPD|1DUR	1CGEN|23VULN|4DMG|56AART|7RCR|8ASPD|9MGNLIT|aDUR
88	25341 32211	   	171.15	DCR|2VULN|2AART|1DMG|1ASPD|1DUR	1CGEN|23VULN|4DMG|56AART|7RCR|8LIT|9DUR|aASPD
89	13221 15552	   	171.06	DCR|2VULN|2DMG|1AART|1CDMG	16DMG|2CGEN|3RPLT|4LIT|5aVULN|7AART|8CDMG|9RCR
90	13531 32132	   	171.05	DCR|2AART|2VULN|1DMG|1ASPD|1DUR	1DMG|2CGEN|34VULN|56AART|7RCR|8ASPD|9BASICY|aDUR
91	25341 32132	   	171.05	DCR|2AART|2VULN|1DMG|1ASPD|1DUR	1CGEN|23VULN|4DMG|56AART|7RCR|8ASPD|9BASICY|aDUR
92	13531 32431	   	170.92	DCR|2VULN|2AART|1DMG|1CDMG	1DMG|2CGEN|34VULN|56AART|7RCR|8BEXP|9CDMG|aFEWX
93	13531 32436	   	170.92	DCR|2VULN|2AART|1DMG|1CDMG	1DMG|2CGEN|34VULN|56AART|7RCR|8BEXP|9CDMG|aLIT
94	13531 32561	   	170.92	DCR|2AART|2VULN|1DMG|1CDMG	1DMG|2CGEN|34VULN|56AART|7RCR|89MLV|aCDMG
95	25341 32431	   	170.92	DCR|2VULN|2AART|1DMG|1CDMG	1CGEN|23VULN|4DMG|56AART|7RCR|8BEXP|9CDMG|aFEWX
96	11136 23215	 * 	170.90	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|2BEXP|3ERES|4RCR|5LSRHEA|69aVULN|7ZMB|8AART
97	13531 32144	   	170.82	DCR|2VULN|2AART|1DMG|2ASPD	1DMG|2aCGEN|34VULN|56AART|7RCR|89ASPD
98	13531 32145	   	170.82	DCR|2VULN|2AART|1DMG|2ASPD	1DMG|2CGEN|34VULN|56AART|7RCR|89ASPD|aLIT
99	13531 32321	   	170.82	DCR|2AART|2VULN|1DMG|1CDMG	1DMG|2CGEN|34VULN|56AART|7RCR|8RCVC|9TLV|aCDMG
100	13531 32341	   	170.82	DCR|2AART|2VULN|1DMG|1CDMG	1DMG|2CGEN|34VULN|56AART|7RCR|8RCVC|9ERES|aCDMG
101	13531 32432	   	170.82	DCR|2AART|2VULN|1DMG|1CDMG	1DMG|2CGEN|34VULN|56AART|7RCR|8BEXP|9CDMG|aTLV
102	13531 32433	   	170.82	DCR|2AART|2VULN|1DMG|1CDMG	1DMG|2CGEN|34VULN|56AART|7RCR|8BEXP|9CDMG|aERES
103	25341 32321	   	170.82	DCR|2AART|2VULN|1DMG|1CDMG	1CGEN|23VULN|4DMG|56AART|7RCR|8RCVC|9TLV|aCDMG
104	25341 32341	   	170.82	DCR|2AART|2VULN|1DMG|1CDMG	1CGEN|23VULN|4DMG|56AART|7RCR|8RCVC|9ERES|aCDMG
105	25341 32432	   	170.82	DCR|2AART|2VULN|1DMG|1CDMG	1CGEN|23VULN|4DMG|56AART|7RCR|8BEXP|9CDMG|aTLV
106	25341 32433	   	170.82	DCR|2AART|2VULN|1DMG|1CDMG	1CGEN|23VULN|4DMG|56AART|7RCR|8BEXP|9CDMG|aERES
107	13531 32143	   	170.72	DCR|2VULN|2AART|1DMG|2ASPD	1DMG|2CGEN|34VULN|56AART|7RCR|89ASPD|aLEGI
108	25341 32143	   	170.72	DCR|2VULN|2AART|1DMG|2ASPD	1CGEN|23VULN|4DMG|56AART|7RCR|89ASPD|aLEGI
109	14331 26112	   	170.58	DCR|2VULN|2DMG|3ASPD|1ZMB	17DMG|2RMIN|3BEXP|47VULN|579ASPD|6RCR|7BPWR|8DUST|aZMB
110	45331 26112	   	170.58	DCR|2VULN|2DMG|3ASPD|1ZMB	1RMIN|27DMG|3BEXP|47VULN|579ASPD|6RCR|7BPWR|8DUST|aZMB
111	13531 22152	   	170.55	DCR|2VULN|2DMG|1AART|1ASPD	1aDMG|2aCGEN|34VULN|5AART|6DMSP|7RCR|8ASPD|9aMLV|aBPWR
112	13132 42342	   	170.53	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1aDMG|2CGEN|35aLHND|4RCR|6CDMG|7VULN|8AART|9aDUR|aBPWR
113	13433 42342	   	170.53	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1aDMG|23CGEN|4RCR|5aLWND|6CDMG|7VULN|8AART|9aDUR|aBPWR
114	15132 42342	   	170.43	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1aDMG|2ERES|35aLHND|4RCR|6CDMG|7VULN|8AART|9aDUR|aBPWR
115	13531 22552	   	170.35	DCR|2VULN|2DMG|1AART|1DUR	19DMG|2CGEN|34VULN|5AART|6DMSP|7RCR|8MLV|aDUR
116	13531 22112	   	170.35	DCR|2VULN|2DMG|1AART|1ASPD	1aDMG|2aCGEN|34VULN|5AART|6DMSP|7RCR|8ASPD|9aERES|aBPWR
117	13531 22122	   	170.35	DCR|2VULN|2DMG|1AART|1ASPD	1aDMG|2aCGEN|34VULN|5AART|6DMSP|7RCR|8ASPD|9aTLV|aBPWR
118	13531 22166	   	170.35	DCR|2VULN|2DMG|1AART|1ASPD	1aDMG|2CGEN|34VULN|5AART|6DMSP|7RCR|8ASPD|9MGNLIT
119	13531 22136	   	170.25	DCR|2VULN|2DMG|1AART|1ASPD	1aDMG|2CGEN|34VULN|5AART|6DMSP|7RCR|8ASPD|9BASICY
120	25341 22136	   	170.25	DCR|2VULN|2DMG|1AART|1ASPD	1CGEN|23VULN|4aDMG|5AART|6DMSP|7RCR|8ASPD|9BASICY
121	12213 13164	   	169.96	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	1DMG|2AIRHEA|3DUR|48VULN|5CDMG|69AART|7RCVC|aRCR
122	11613 11255	 * 	169.83	DCR|3DMG|1AART|1VULN|1CDMG	145DMG|234BEXP|4BPWR|6AART|7CDMG|8MLV|9RCR|aVULN
123	13146 22322	   	169.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	17DMG|2CGEN|3LHND|4ZMB|5DUST|6RCR|8VULN|9CDMG|aAART
124	13221 43552	   	169.73	DCR|3VULN|1AART|1DMG|1CDMG	1DMG|2CGEN|3RPLT|4LIT|57aVULN|6AART|8CDMG|9RCR
125	15146 22322	   	169.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	17DMG|2ERES|3LHND|4ZMB|5DUST|6RCR|8VULN|9CDMG|aAART
126	13521 23112	   	169.65	DCR|2VULN|2DMG|1AART|1ASPD	18DMG|2CGEN|39VULN|4BEXP|5ASPD|6RCR|7ERES|aAART
127	13551 33112	   	169.65	DCR|2VULN|2DMG|1AART|1ASPD	18DMG|2CGEN|39VULN|4LWND|5ASPD|6RCR|7ERES|aAART
128	13531 32216	   	169.51	DCR|2VULN|2AART|1DMG|2DUR	1DMG|2CGEN|34VULN|56AART|7RCR|8LIT|9aDUR
129	25341 32216	   	169.51	DCR|2VULN|2AART|1DMG|2DUR	1CGEN|23VULN|4DMG|56AART|7RCR|8LIT|9aDUR
130	11366 23811	 * 	169.17	DCR|4VULN|2DMG	1aDMG|2BEXP|3589VULN|4MBVNT|6RCR|7ERES
131	11366 24811	   	169.17	DCR|4VULN|2DMG	1aDMG|2BEXP|3589VULN|4MBVNT|6RCR|7NUKE
132	13432 42325	   	169.14	ACR|3VULN|3DMG	19aDMG|239aCGEN|4RCR|5ERES|6BELT|7TLV|89aVULN|9aBPWR
133	13561 23111	   	169.04	DCR|3DMG|2VULN|1ASPD|1DUR	18aDMG|2CGEN|39VULN|4DUR|5ASPD|6RCR|7ERES
134	14331 26533	   	169.01	DCR|3VULN|2DMG|2ASPD	17DMG|2RMIN|38BEXP|479VULN|57ASPD|6RCR|7BPWR|aRCVC
135	11134 62311	   	168.94	ACR|3VULN|3DMG	17aDMG|2BEXP|37ERES|4RCR|579VULN|6RCVC|7BPWR|8FEWX
136	11134 62533	   	168.94	ACR|3VULN|3DMG	178DMG|2BEXP|37ERES|4RCR|579VULN|6RCVC|7BPWR|aCGEN
137	14331 26132	   	168.91	DCR|3VULN|2DMG|2ASPD	17DMG|2RMIN|3BEXP|479VULN|57ASPD|6RCR|7BPWR|8DUST|aFEWX
138	14331 26133	   	168.91	DCR|3VULN|2DMG|2ASPD	17DMG|2RMIN|3BEXP|479VULN|57ASPD|6RCR|7BPWR|8DUST|aRCVC
139	14331 26532	   	168.91	DCR|3VULN|2DMG|2ASPD	17DMG|2RMIN|38BEXP|479VULN|57ASPD|6RCR|7BPWR|aERES
140	45331 26132	   	168.91	DCR|3VULN|2DMG|2ASPD	1RMIN|27DMG|3BEXP|479VULN|57ASPD|6RCR|7BPWR|8DUST|aFEWX
141	45331 26133	   	168.91	DCR|3VULN|2DMG|2ASPD	1RMIN|27DMG|3BEXP|479VULN|57ASPD|6RCR|7BPWR|8DUST|aRCVC
142	11134 62531	   	168.84	ACR|3VULN|3DMG	178DMG|2BEXP|37ERES|4RCR|579VULN|6RCVC|7BPWR|aDUST
143	11134 62532	   	168.84	ACR|3VULN|3DMG	178DMG|2BEXP|37ERES|4RCR|579VULN|6RCVC|7BPWR|aSNIHEL
144	12126 13421	   	168.81	DCR|3DMG|2VULN|1FLTHEA	17aDMG|2AIRHEA|3FLTHEA|4RMIN|5LIT|6RCR|89VULN
145	14331 26131	   	168.81	DCR|3VULN|2DMG|2ASPD	17DMG|2RMIN|3BEXP|479VULN|57ASPD|6RCR|7BPWR|8DUST|aLEGI
146	14331 26134	   	168.81	DCR|3VULN|2DMG|2ASPD	17DMG|2RMIN|3BEXP|479VULN|57ASPD|6RCR|7BPWR|8DUST|aMBVNT
147	45331 26131	   	168.81	DCR|3VULN|2DMG|2ASPD	1RMIN|27DMG|3BEXP|479VULN|57ASPD|6RCR|7BPWR|8DUST|aLEGI
148	11366 23842	   	168.71	DCR|3VULN|2DMG|1CDMG	1aDMG|2BEXP|358VULN|4MBVNT|6RCR|7ERES|9CDMG
149	12116 13421	   	168.71	DCR|3DMG|2VULN|1FLTHEA	17aDMG|2AIRHEA|3FLTHEA|4TLV|5LIT|6RCR|89VULN
150	12156 13421	   	168.71	DCR|3DMG|2VULN|1FLTHEA	17aDMG|2AIRHEA|3FLTHEA|4NUKE|5LIT|6RCR|89VULN
151	12166 13421	   	168.71	DCR|3DMG|2VULN|1FLTHEA	17aDMG|2AIRHEA|3FLTHEA|4ERES|5LIT|6RCR|89VULN
152	14331 26235	   	168.67	DCR|3VULN|2DMG|1AART|2ASPD|1MSE	17DMG|2RMIN|3BEXP|479VULN|57ASPD|6RCR|7BPWR|8MSE|aAART
153	25341 22152	   	168.62	DCR|3VULN|1AART|1DMG|1ASPD	1aCGEN|23aVULN|4DMG|5AART|6DMSP|7RCR|8ASPD|9aMLV|aBPWR
154	13431 26221	   	168.60	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	16DMG|236CGEN|4RCR|5DMSP|6BPWR|7VULN|8ZMB|9AART|aCDMG
155	13134 11621	   	168.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2CGEN|3LHND|4RCR|5aVULN|6LIT|7CDMG|8ZMB|9AART
156	13531 32213	   	168.48	DCR|3AART|2VULN|1DMG|1DUR	1DMG|2CGEN|34VULN|56aAART|7RCR|8LIT|9DUR
157	25341 32213	   	168.48	DCR|3AART|2VULN|1DMG|1DUR	1CGEN|23VULN|4DMG|56aAART|7RCR|8LIT|9DUR
158	13531 66323	   	168.42	DCR|3VULN|1AART|1DMG|1DUR	1DMG|2CGEN|34aVULN|5AART|6BEXP|7RCR|8FEWX|9DUR
159	25341 22112	   	168.42	DCR|3VULN|1AART|1DMG|1ASPD	1aCGEN|23aVULN|4DMG|5AART|6DMSP|7RCR|8ASPD|9aERES|aBPWR
160	25341 22122	   	168.42	DCR|3VULN|1AART|1DMG|1ASPD	1aCGEN|23aVULN|4DMG|5AART|6DMSP|7RCR|8ASPD|9aTLV|aBPWR
161	15134 11621	   	168.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2ERES|3LHND|4RCR|5aVULN|6LIT|7CDMG|8ZMB|9AART
162	63531 35312	   	168.32	DCR|3VULN|1AART|1DMG|1DUR	1TLV|2CGEN|34aVULN|5AART|6DUR|7RCR|8DMG|9LIT
163	11222 15414	 * 	168.23	DCR|3VULN|2DMG|2CDMG	1aDMG|2BEXP|345FEWX|67aVULN|8aCDMG|9RCR|aBPWR
164	13262 42232	 * 	168.23	DCR|3DMG|2VULN|2CDMG	17aDMG|2CGEN|3RPLT|4RMIN|57VULN|67CDMG|7BPWR|8BELT|9RCR
165	13262 42236	   	168.23	DCR|3VULN|2DMG|2CDMG	17DMG|2CGEN|3RPLT|4RMIN|57aVULN|67CDMG|7BPWR|8BELT|9RCR
