0	Index      	 *	Score 	Summary	Detail	
1	14112 26611	 * 	204.28	ACR|3VULN|2DMG|1AART|1CDMG|1DUR	1FEWX|2RCR|3CDMG|459VULN|6AART|7DUR|8aDMG
26	36662 13211	   	187.12	DCR|3VULN|1AART|1DMG|2DUR|1ZMB	1RPLT|2ZMB|34DUR|5AART|6RCR|789VULN|aDMG
27	43343 13211	   	186.93	DCR|3VULN|2AART|1DMG|1ZMB	1LWND|2ZMB|3RPLT|45AART|6RCR|789VULN|aDMG
28	14112 21536	   	186.69	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2RCR|3CDMG|45aVULN|6AART|7LHND|8DUR|9DMG
29	14112 26612	   	186.69	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2RCR|3CDMG|459VULN|6AART|7DUR|8DMG|aBEXP
30	14112 26613	   	186.69	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1aFEWX|2RCR|3CDMG|459VULN|6AART|7DUR|8DMG
31	54112 21236	   	186.59	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2RCR|3CDMG|45aVULN|6AART|7LHND|8DUR|9DMG
32	54112 24231	   	186.59	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|2RCR|3CDMG|458VULN|6AART|7BEXP|9ASPD|aDMG
33	14112 26211	   	186.59	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2RCR|3CDMG|459VULN|6AART|7DUR|8ERES|aDMG
34	14112 26411	   	186.59	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2RCR|3CDMG|459VULN|6AART|7DUR|8TLV|aDMG
35	21326 36231	   	186.05	ACR|3DMG|1AART|1VULN|2ASPD|1ZMB	1RMIN|2AART|378DMG|47CGEN|5RCR|67ASPD|7BPWR|9VULN|aZMB
36	21356 24211	   	185.83	ACR|3DMG|2VULN|1AART|1ASPD	1RMIN|2AART|368DMG|468ERES|5RCR|68BPWR|78VULN|9ASPD|aLWND
37	21356 24213	   	185.83	ACR|3DMG|2VULN|1AART|1ASPD	1RMIN|2AART|368DMG|468ERES|5RCR|68BPWR|78VULN|9ASPD|aBEXP
38	21356 24222	   	185.83	ACR|3DMG|2VULN|1AART|1ASPD	1RMIN|2AART|368DMG|468ERES|5RCR|68BPWR|78VULN|9CGEN|aASPD
39	21356 24212	   	185.73	ACR|3DMG|2VULN|1AART|1ASPD	1RMIN|2AART|368DMG|468ERES|5RCR|68BPWR|78VULN|9ASPD|aNUKE
40	54232 63131	 * 	185.14	ACR|3VULN|1AART|2CDMG|1ZMB|1ASPD	18DUST|2RCR|3ASPD|4AART|589VULN|6BELT|78CDMG|8BPWR|aZMB
41	32346 12326	 * 	185.07	DCR|3DMG|1AART|1VULN|1CDMG|1ASPD	1RPLT|2LHND|358DMG|4AART|6RCR|7ASPD|9CDMG|aVULN
42	32346 12334	   	185.07	DCR|3DMG|1AART|1VULN|1CDMG|1ASPD	1RPLT|2LHND|358DMG|4AART|6RCR|7ASPD|9VULN|aCDMG
43	21222 33211	 * 	183.87	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1RMIN|2AART|3FEWX|459VULN|6CDMG|7RCR|8DUR|aDMG
44	21436 32161	 * 	183.55	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB|1ASPD	1RMIN|2AART|34CDMG|5RCR|6ASPD|7DMG|89VULN|aZMB
45	14152 52311	   	183.44	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1FEWX|2RCR|3CDMG|4ZMB|5aAART|6DUR|7ASPD|8DMG|9VULN
46	14235 11316	   	183.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1FEWX|2RCR|3ASPD|4AART|5CDMG|6ZMB|7LHND|8DMG|9aVULN
47	14114 13331	   	182.98	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	1FEWX|2RCR|3CDMG|47VULN|5aAART|6DUST|8DUR|9DMG
48	14114 53331	   	182.98	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	1FEWX|2RCR|3CDMG|47VULN|5aAART|6MBVNT|8DUR|9DMG
49	26243 13211	   	182.87	DCR|3VULN|2AART|1DMG|1DUR	1RMIN|2RPLT|3DUR|45AART|6RCR|789VULN|aDMG
50	32346 12332	 * 	182.87	DCR|3DMG|2AART|1VULN|1ASPD	1RPLT|2LHND|358DMG|4aAART|6RCR|7ASPD|9VULN
51	14152 31316	   	182.64	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1FEWX|2RCR|3CDMG|4ZMB|5AART|6DMG|7LHND|8ASPD|9aVULN
52	14152 53111	   	182.64	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	18FEWX|2RCR|3CDMG|4ZMB|5AART|6DUR|79VULN|aDMG
53	14114 63221	   	182.64	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2RCR|3CDMG|46VULN|5AART|7RPLT|8ZMB|9DMG|aDUR
54	54112 24331	   	182.38	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	1DUST|2RCR|3CDMG|45VULN|6aAART|7BEXP|8DUR|9DMG
55	54112 26131	   	182.38	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	1DUST|2RCR|3CDMG|45VULN|6aAART|7DUR|8FEWX|9DMG
56	14112 26331	   	182.38	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	1FEWX|2RCR|3CDMG|45VULN|6aAART|7DUR|8DUST|9DMG
57	14114 21611	   	182.28	ACR|2VULN|2DMG|1AART|1CDMG	1FEWX|2RCR|3CDMG|49VULN|5AART|6RMIN|7CGEN|8aDMG
58	14114 11611	   	182.18	ACR|2VULN|2DMG|1AART|1CDMG	1FEWX|2RCR|3CDMG|49VULN|5AART|6DUST|7DMSP|8aDMG
59	16346 13111	   	182.07	DCR|3DMG|2VULN|1AART	18FEWX|2RPLT|35aDMG|4AART|6RCR|79VULN
60	32346 13212	   	182.07	DCR|3VULN|2DMG|1AART	1RPLT|2LHND|35DMG|4AART|6RCR|789VULN|aBEXP
61	32346 13213	   	182.07	DCR|3VULN|2DMG|1AART	1RPLT|2LHND|35DMG|4AART|6RCR|789VULN|aFEWX
62	32346 13236	   	182.07	DCR|3VULN|2DMG|1AART	1RPLT|2LHND|35DMG|4AART|6RCR|78aVULN|9LWND
63	32346 13242	   	182.07	DCR|3VULN|2DMG|1AART	1RPLT|2LHND|35DMG|4AART|6RCR|78aVULN|9CGEN
64	32346 13262	   	182.07	DCR|3VULN|2DMG|1AART	1RPLT|2LHND|35DMG|4AART|6RCR|78aVULN|9RMIN
65	32346 13362	   	182.07	DCR|3VULN|2DMG|1AART	1RPLT|2LHND|35DMG|4AART|6RCR|79aVULN|8CGEN
66	32346 13411	   	182.07	DCR|3DMG|2VULN|1AART	18RPLT|2LHND|35aDMG|4AART|6RCR|79VULN
67	14112 23221	   	182.04	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2RCR|3CDMG|45VULN|6AART|7RPLT|8ZMB|9DMG|aDUR
68	32346 13214	   	181.97	DCR|3VULN|2DMG|1AART	1RPLT|2LHND|35DMG|4AART|6RCR|789VULN|aTLV
69	54112 23221	   	181.94	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUST|2RCR|3CDMG|45VULN|6AART|7RPLT|8ZMB|9DMG|aDUR
70	31134 63611	   	181.89	ACR|3VULN|2DMG|1AART	12RPLT|3RCR|4BEXP|5AART|679VULN|8aDMG
71	21326 36523	 * 	181.56	ACR|3DMG|1AART|3ASPD|1VULN	1RMIN|2AART|378DMG|478CGEN|5RCR|678ASPD|78BPWR|9VULN|aLHND
72	21326 36521	   	181.46	ACR|3DMG|1AART|1VULN|3ASPD	1RMIN|2AART|378DMG|478CGEN|5RCR|678ASPD|78BPWR|9VULN|aTLV
73	21326 36522	   	181.46	ACR|3DMG|1AART|1VULN|3ASPD	1RMIN|2AART|378DMG|478CGEN|5RCR|678ASPD|78BPWR|9VULN|aERES
74	14114 23215	   	181.33	ACR|4VULN|1AART|1CDMG|1DUR	1FEWX|2RCR|3CDMG|479aVULN|5AART|6RMIN|8DUR
75	14112 12253	   	180.98	ACR|5VULN|1DMG|1CDMG	1FEWX|2RCR|3CDMG|45789VULN|6ERES|aDMG
76	14113 52253	   	180.98	ACR|5VULN|1DMG|1CDMG	1FEWX|2RCR|3CDMG|46789VULN|5ERES|aDMG
77	43343 13215	   	180.97	DCR|4VULN|2AART|1ZMB	1LWND|2ZMB|3RPLT|45AART|6RCR|789aVULN
78	32343 12356	 * 	180.86	DCR|2AART|2DMG|1VULN|1CDMG|1ASPD	1RPLT|2LHND|38DMG|45AART|6RCR|7ASPD|9CDMG|aVULN
79	14212 36362	   	180.61	ACR|3DMG|1AART|1VULN|2ASPD|1SELL	19FEWX|2RCR|39ASPD|459DMG|6SELL|7RCVC|8AART|9BPWR|aVULN
80	14114 23311	   	180.35	ACR|3VULN|1AART|1DMG|1CDMG	1FEWX|2RCR|3CDMG|479VULN|5AART|6RMIN|8LWND|aDMG
81	14114 13251	   	180.25	ACR|3VULN|1AART|1DMG|1CDMG	1FEWX|2RCR|3CDMG|478VULN|5AART|6DUST|9RMIN|aDMG
82	14114 13612	   	180.25	ACR|3VULN|1AART|1DMG|1CDMG	1FEWX|2RCR|3CDMG|479VULN|5AART|6DUST|8DMG|aBEXP
83	14114 13613	   	180.25	ACR|3VULN|1AART|1DMG|1CDMG	1FEWX|2RCR|3CDMG|479VULN|5AART|6DUST|8DMG|aBELT
84	14114 23411	   	180.25	ACR|3VULN|1AART|1DMG|1CDMG	1FEWX|2RCR|3CDMG|479VULN|5AART|6RMIN|8DUST|aDMG
85	14114 61211	   	180.25	ACR|3VULN|1AART|1DMG|1CDMG	1FEWX|2RCR|3CDMG|469VULN|5AART|7LHND|8ERES|aDMG
86	61135 13261	 * 	180.17	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	148ERES|28DMG|3BEXP|5ZMB|6AART|78VULN|8BPWR|9CDMG|aRCR
87	61335 13261	   	180.17	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	148ERES|28DMG|3FEWX|5ZMB|6AART|78VULN|8BPWR|9CDMG|aRCR
88	14114 13411	   	180.15	ACR|3VULN|1AART|1DMG|1CDMG	1FEWX|2RCR|3CDMG|479VULN|5AART|6DUST|8TLV|aDMG
89	61532 51223	   	180.12	DCR|4VULN|3DMG	149ERES|259DMG|359aVULN|59BPWR|6DMSP|7MBVNT|8RCR
90	14112 21612	   	179.75	ACR|3VULN|1AART|1DMG|1CDMG	1FEWX|2RCR|3CDMG|459VULN|6AART|7LHND|8DMG|aBEXP
91	14112 21613	   	179.75	ACR|3VULN|1AART|1DMG|1CDMG	1aFEWX|2RCR|3CDMG|459VULN|6AART|7LHND|8DMG
92	14112 21636	   	179.75	ACR|3VULN|1AART|1DMG|1CDMG	1FEWX|2RCR|3CDMG|45aVULN|6AART|7LHND|8DMG|9LWND
93	14112 21642	   	179.75	ACR|3VULN|1AART|1DMG|1CDMG	1FEWX|2RCR|3CDMG|45aVULN|6AART|7LHND|8DMG|9CGEN
94	14112 21662	   	179.75	ACR|3VULN|1AART|1DMG|1CDMG	1FEWX|2RCR|3CDMG|45aVULN|6AART|7LHND|8DMG|9RMIN
95	21226 33211	 * 	179.66	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1RMIN|25AART|3FEWX|49VULN|6CDMG|7RCR|8DUR|aDMG
96	21526 33211	   	179.66	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1RMIN|25AART|3BEXP|49VULN|6CDMG|7RCR|8DUR|aDMG
97	14112 21211	   	179.65	ACR|3VULN|1AART|1DMG|1CDMG	1FEWX|2RCR|3CDMG|459VULN|6AART|7LHND|8ERES|aDMG
98	14112 21336	   	179.65	ACR|3VULN|1AART|1DMG|1CDMG	1FEWX|2RCR|3CDMG|45aVULN|6AART|7LHND|8DUST|9DMG
99	14112 21411	   	179.65	ACR|3VULN|1AART|1DMG|1CDMG	1FEWX|2RCR|3CDMG|459VULN|6AART|7LHND|8TLV|aDMG
100	14112 21614	   	179.65	ACR|3VULN|1AART|1DMG|1CDMG	1FEWX|2RCR|3CDMG|459VULN|6AART|7LHND|8DMG|aTLV
101	54112 21136	   	179.65	ACR|3VULN|1AART|1DMG|1CDMG	1DUST|2RCR|3CDMG|45aVULN|6AART|7LHND|8FEWX|9DMG
102	54112 21612	   	179.65	ACR|3VULN|1AART|1DMG|1CDMG	1DUST|2RCR|3CDMG|459VULN|6AART|7LHND|8DMG|aBEXP
103	54112 21613	   	179.65	ACR|3VULN|1AART|1DMG|1CDMG	1DUST|2RCR|3CDMG|459VULN|6AART|7LHND|8DMG|aFEWX
104	54112 21311	   	179.55	ACR|3VULN|1AART|1DMG|1CDMG	1DUST|2RCR|3CDMG|459VULN|6AART|7LHND|8ERES|aDMG
105	54112 21411	   	179.55	ACR|3VULN|1AART|1DMG|1CDMG	1DUST|2RCR|3CDMG|459VULN|6AART|7LHND|8TLV|aDMG
106	21436 32261	 * 	179.49	ACR|2DMG|1AART|1VULN|2CDMG|1ASPD|1DUR	1RMIN|2AART|34CDMG|5RCR|6ASPD|7aDMG|8DUR|9VULN
107	14112 32663	   	179.25	ACR|4VULN|1DMG|1CDMG|1ZMB	1FEWX|2RCR|3CDMG|457aVULN|6ZMB|8RMIN|9DMG
108	21326 14226	   	179.09	ACR|3VULN|2DMG|1AART	1RMIN|2AART|38DMG|468CGEN|5RCR|78aVULN|8BPWR|9LHND
109	21326 14236	   	179.09	ACR|3VULN|2DMG|1AART	1RMIN|2AART|38DMG|4689CGEN|5RCR|78aVULN|8BPWR
110	21326 14261	   	179.09	ACR|3DMG|2VULN|1AART	1RMIN|2AART|38aDMG|468CGEN|5RCR|78VULN|8BPWR|9RPLT
111	14112 32256	   	178.95	ACR|5VULN|1CDMG|1ZMB|1ASPD	1FEWX|2RCR|3CDMG|45789VULN|6ZMB|aASPD
112	21356 24221	   	178.89	ACR|3DMG|2VULN|1AART	1RMIN|2AART|368DMG|468ERES|5RCR|68BPWR|78VULN|9CGEN|aLWND
113	54112 22633	 * 	178.85	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1DUST|2RCR|3CDMG|45VULN|6AART|7LIT|89ZMB|aDMG
114	21356 24223	   	178.79	ACR|3DMG|2VULN|1AART	1RMIN|2AART|368DMG|468ERES|5RCR|68BPWR|78VULN|9CGEN|aTLV
115	14232 63162	   	178.75	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	18FEWX|2RCR|3ASPD|4AART|58VULN|6BELT|78CDMG|8BPWR|9LIT|aDMG
116	14232 21616	   	178.55	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1FEWX|2RCR|3ASPD|4AART|59VULN|6MLV|7aCDMG|8DMG
117	54134 33223	   	178.23	ACR|4VULN|1AART|1CDMG|1DUR	1DUST|2RCR|3CDMG|4BELT|5679VULN|8DUR|aAART
118	14123 12332	   	178.15	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	19FEWX|2RCR|39CDMG|4LIT|5AART|6BELT|7ASPD|89VULN|9BPWR|aDMG
119	32346 12333	 * 	178.03	DCR|3DMG|1AART|1VULN|2ASPD	1RPLT|2LHND|358DMG|4AART|6RCR|7aASPD|9VULN
120	54123 13332	   	177.95	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	19DUST|2RCR|39CDMG|4LIT|5AART|6BELT|7ASPD|89VULN|9BPWR|aDMG
121	21222 33215	 * 	177.91	DCR|4VULN|1AART|1CDMG|1DUR	1RMIN|2AART|3FEWX|459aVULN|6CDMG|7RCR|8DUR
122	32343 13411	   	177.86	DCR|2AART|2VULN|2DMG	18RPLT|2LHND|3aDMG|45AART|6RCR|79VULN
123	46343 13231	   	177.86	DCR|2AART|2VULN|2DMG	19LWND|2RPLT|3aDMG|45AART|6RCR|78VULN
124	52235 13211	   	177.79	DCR|3VULN|1AART|1DMG|1CDMG|1SELL	1DUST|2SELL|3RPLT|4AART|5CDMG|6RCR|789VULN|aDMG
125	61532 32621	   	177.72	DCR|4VULN|3DMG	14ERES|256DMG|3567VULN|56BPWR|8TLV|9RCR|aRPLT
126	61532 32622	   	177.72	DCR|4VULN|3DMG	14ERES|256DMG|3567VULN|56BPWR|8TLV|9RCR|aLHND
127	61532 32623	   	177.72	DCR|4VULN|3DMG	14ERES|256DMG|3567VULN|56BPWR|8TLV|9RCR|aLWND
128	31114 61611	   	177.68	ACR|2AART|2VULN|2DMG	12RPLT|3RCR|4LWND|57AART|69VULN|8aDMG
129	14112 23251	   	177.63	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1FEWX|2RCR|3CDMG|459VULN|6AART|7RPLT|8ZMB|aDUR
130	14112 23256	   	177.63	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1FEWX|2RCR|3CDMG|459VULN|6AART|7RPLT|8ZMB|aASPD
131	54134 33123	 * 	177.60	ACR|4VULN|1AART|2CDMG	1DUST|2RCR|38CDMG|4BELT|5679VULN|aAART
132	54112 23251	   	177.53	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1DUST|2RCR|3CDMG|459VULN|6AART|7RPLT|8ZMB|aDUR
133	44112 32126	   	177.48	ACR|3VULN|1AART|2CDMG|1DUR|1ASPD	1LWND|2RCR|39CDMG|457VULN|6ASPD|8DUR|aAART
134	14513 33161	   	177.43	ACR|3VULN|2DMG|1ZMB|1DUR	19FEWX|2RCR|3ZMB|49DMG|5LSRREG|6DUR|789VULN|9BPWR|aRCVC
135	14122 42211	   	177.37	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1FEWX|2RCR|3CDMG|4LIT|5DUR|6ASPD|7AART|8aDMG|9VULN
136	14122 52211	   	177.37	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1FEWX|2RCR|3CDMG|4LIT|5DUR|6aDMG|7AART|8ASPD|9VULN
137	61532 32133	   	177.32	DCR|4VULN|3DMG	14ERES|256DMG|3567VULN|56BPWR|8RCVC|9BEXP|aRCR
138	54122 42211	   	177.27	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1DUST|2RCR|3CDMG|4LIT|5DUR|6ASPD|7AART|8aDMG|9VULN
139	54122 52211	   	177.27	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1DUST|2RCR|3CDMG|4LIT|5DUR|6aDMG|7AART|8ASPD|9VULN
140	14235 11312	   	177.10	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1FEWX|2RCR|3ASPD|4aAART|5CDMG|6ZMB|7LHND|8DMG|9VULN
141	14535 31312	   	177.10	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1FEWX|2RCR|3ZMB|4aAART|5CDMG|6DMG|7LHND|8ASPD|9VULN
142	54235 11312	   	177.00	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DUST|2RCR|3ASPD|4aAART|5CDMG|6ZMB|7LHND|8DMG|9VULN
143	21222 33311	   	176.93	DCR|3VULN|1AART|1DMG|1CDMG	1RMIN|2AART|3FEWX|459VULN|6CDMG|7RCR|8LWND|aDMG
144	26243 13215	   	176.90	DCR|4VULN|2AART|1DUR	1RMIN|2RPLT|3DUR|45AART|6RCR|789aVULN
145	21522 61611	   	176.88	ACR|2VULN|2DMG|1AART|1CDMG	1RMIN|2AART|3BEXP|49VULN|5RCR|6MLV|7CDMG|8aDMG
146	21332 63426	   	176.87	DCR|3VULN|2AART|1DMG|1ASPD	15RMIN|28AART|3DMG|4ASPD|67aVULN|9RCR
147	21222 33411	   	176.83	DCR|3VULN|1AART|1DMG|1CDMG	1RMIN|2AART|3FEWX|459VULN|6CDMG|7RCR|8DUST|aDMG
148	21522 51611	   	176.78	ACR|2VULN|2DMG|1AART|1CDMG	1RMIN|2AART|3BEXP|49VULN|5RCR|6ERES|7CDMG|8aDMG
149	44112 31631	   	176.77	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	19LWND|2RCR|3CDMG|45VULN|6ASPD|7DUR|8AART|aDMG
150	21361 23221	 * 	176.76	DCR|2VULN|2DMG|1AART|3DUR	1RMIN|2AART|38DMG|46MLV|568DUR|68BPWR|78VULN|9RCR|aBEXP
151	21361 23222	   	176.76	DCR|2VULN|2DMG|1AART|3DUR	1RMIN|2AART|38DMG|46MLV|568DUR|68BPWR|78VULN|9RCR|aLWND
152	21361 23223	   	176.76	DCR|2VULN|2DMG|1AART|3DUR	1RMIN|2AART|38DMG|46MLV|568DUR|68BPWR|78VULN|9RCR|aCGEN
153	21361 23226	   	176.76	DCR|2VULN|2DMG|1AART|3DUR	1RMIN|2AART|38DMG|46aMLV|568DUR|68BPWR|78VULN|9RCR
154	21361 23225	   	176.66	DCR|2VULN|2DMG|1AART|3DUR	1RMIN|2AART|38DMG|46MLV|568DUR|68BPWR|78VULN|9RCR|aTLV
155	21135 13211	   	176.58	DCR|3VULN|1AART|1DMG|1ZMB	1RMIN|2AART|3TLV|4RPLT|5ZMB|6RCR|789VULN|aDMG
156	21351 23221	   	176.56	DCR|2VULN|2DMG|1AART|3DUR	1RMIN|2AART|38DMG|46ERES|568DUR|68BPWR|78VULN|9RCR|aBEXP
157	21351 23222	   	176.56	DCR|2VULN|2DMG|1AART|3DUR	1RMIN|2AART|38DMG|46ERES|568DUR|68BPWR|78VULN|9RCR|aLWND
158	21351 23223	   	176.56	DCR|2VULN|2DMG|1AART|3DUR	1RMIN|2AART|38DMG|46ERES|568DUR|68BPWR|78VULN|9RCR|aCGEN
159	21351 23226	   	176.56	DCR|2VULN|2DMG|1AART|3DUR	1RMIN|2AART|38DMG|46ERES|568DUR|68BPWR|78VULN|9RCR|aMLV
160	14152 31312	   	176.50	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1FEWX|2RCR|3CDMG|4ZMB|5aAART|6DMG|7LHND|8ASPD|9VULN
161	14152 62312	   	176.50	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1FEWX|2RCR|3CDMG|4ZMB|5aAART|6LHND|7ASPD|8DMG|9VULN
162	21351 23225	   	176.46	DCR|2VULN|2DMG|1AART|3DUR	1RMIN|2AART|38DMG|46ERES|568DUR|68BPWR|78VULN|9RCR|aTLV
163	54162 11312	   	176.40	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DUST|2RCR|3CDMG|4ASPD|5aAART|6ZMB|7LHND|8DMG|9VULN
164	14112 21531	   	176.33	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1FEWX|2RCR|3CDMG|45VULN|6AART|7LHND|8aDUR|9DMG
165	14112 26631	   	176.33	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1FEWX|2RCR|3CDMG|45VULN|6AART|7aDUR|8DMG|9LWND
166	14532 21612	   	176.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2RCR|3ZMB|4AART|59VULN|6MLV|7CDMG|8DMG|aBEXP
167	14532 21613	   	176.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2RCR|3ZMB|4AART|59VULN|6MLV|7CDMG|8DMG|aBELT
168	14535 31221	   	176.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2RCR|3ZMB|4AART|5CDMG|6DMG|7LHND|8aVULN|9LWND
169	54112 21231	   	176.23	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1DUST|2RCR|3CDMG|45VULN|6AART|7LHND|8aDUR|9DMG
