0	Index      	 *	Score 	Summary	Detail	
1	11353 15264	 * 	206.95	DCR|3VULN|3DMG|1AART|2DUR	19aDMG|2ERES|369VULN|49DUR|5AART|7RCR|8MBVNT|9BPWR
42	16333 15353	 * 	186.58	DCR|3VULN|2AART|1DMG|1CDMG	1DMG|2CGEN|369VULN|4BEXP|5aAART|7RCR|8CDMG
43	43213 23133	   	186.55	ACR|2VULN|1AART|2CDMG|1DMG|1ZMB|1ASPD	1AART|2ASPD|3LHND|4RCR|57CDMG|68VULN|9DMG|aZMB
44	11333 25356	   	186.48	DCR|3VULN|2AART|1DMG|1CDMG	1DMG|2ERES|39aVULN|4BEXP|56AART|7RCR|8CDMG
45	13421 51432	   	186.21	DCR|3DMG|2VULN|1AART|1DUR	138DMG|2FEWX|48VULN|578BEXP|6RCR|8BPWR|9AART|aDUR
46	41113 35632	   	185.53	ACR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	1AART|2FEWX|37DMG|4RCR|5CDMG|6ZMB|8VULN|9aDUR
47	11353 15313	   	185.51	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1aDMG|2ERES|36VULN|4DUR|5AART|7RCR|8CDMG|9RCVC
48	42113 35632	   	185.43	ACR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	1AART|2DUST|37DMG|4RCR|5CDMG|6ZMB|8VULN|9aDUR
49	14531 21136	 * 	185.06	ACR|2DMG|2AART|1VULN|2CDMG|1ZMB	14DMG|24CDMG|3RMIN|4BPWR|5RCR|6DUST|79AART|8ZMB|aVULN
50	43213 21155	   	184.89	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|37LHND|4RCR|5CDMG|689VULN|aDMG
51	43216 12623	   	184.65	ACR|2AART|2VULN|1DMG|2ASPD|1ZMB	17AART|26ASPD|3LHND|4RCR|59VULN|8ZMB|aDMG
52	41111 51433	   	184.27	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|2FEWX|3aDMG|4RCR|5ERES|6ZMB|7aVULN|8DUR|9aCGEN|aBPWR
53	41112 51433	   	184.27	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|2FEWX|3aDMG|4RCR|5TLV|6ZMB|7aVULN|8DUR|9aCGEN|aBPWR
54	43321 41135	   	184.26	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1AART|2ASPD|3NUKE|4DMG|5ZMB|6CDMG|7aVULN|8RCR|9DUR
55	11353 25363	 * 	184.08	DCR|2AART|2DMG|1VULN|2CDMG|1DUR	1aDMG|2ERES|3VULN|4DUR|56AART|7RCR|89CDMG
56	11353 55332	   	183.90	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	16DMG|2ERES|3aVULN|4DUR|5AART|7RCR|8CDMG|9BELT
57	11333 55335	   	183.90	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	16DMG|2ERES|3aVULN|4BEXP|5AART|7RCR|8CDMG|9DUR
58	11353 15344	   	183.80	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1aDMG|2ERES|36VULN|4DUR|5AART|7RCR|8CDMG|9MBVNT
59	11353 15316	   	183.57	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2ERES|36aVULN|4DUR|5AART|7RCR|8CDMG|9RCVC
60	11353 55313	   	183.57	DCR|3DMG|1AART|1VULN|1CDMG|1DUR	16aDMG|2ERES|3VULN|4DUR|5AART|7RCR|8CDMG|9RCVC
61	43321 12326	   	183.55	DCR|3DMG|1AART|3ZMB|2ASPD	1AART|2aASPD|3NUKE|467DMG|56aZMB|6aBPWR|8RCR|9aBEXP
62	43321 13353	 * 	183.41	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG|1ASPD|1DUR	1AART|2ASPD|3NUKE|46DMG|56ZMB|6BPWR|7CDMG|8VULN|9DUR|aRCR
63	43321 12366	   	183.35	DCR|3DMG|1AART|3ZMB|2ASPD	1AART|2aASPD|3NUKE|467DMG|56aZMB|6aBPWR|8RCR|9aDUST
64	11333 15363	   	183.28	DCR|2VULN|2DMG|1AART|2CDMG	1aDMG|2ERES|36VULN|4BEXP|5AART|7RCR|89CDMG
65	43321 12352	 * 	183.27	DCR|3DMG|1AART|1VULN|2ZMB|1ASPD	1AART|2ASPD|3NUKE|467DMG|56ZMB|6BPWR|8RCR|9MGNLIT|aVULN
66	16125 25321	   	183.27	DCR|2VULN|2DMG|1AART|2ASPD|1ZMB	17DMG|26CGEN|37ASPD|47VULN|5AART|7BPWR|8DUST|9RCR|aZMB
67	43213 22245	   	182.77	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1AART|2ASPD|3LHND|4RCR|5CDMG|69aVULN|7DUR|8ZMB
68	13156 23523	   	182.41	DCR|3VULN|2DMG|1AART|1ASPD	14DMG|2FEWX|3MGNLIT|569VULN|7AART|8RCR|aASPD
69	43213 23145	   	182.16	ACR|2VULN|1AART|1DMG|2CDMG|2ASPD	1AART|29ASPD|3LHND|4RCR|57CDMG|68VULN|aDMG
70	43216 13132	   	182.16	ACR|2VULN|1AART|1DMG|2CDMG|2ASPD	1AART|26ASPD|3LHND|4RCR|58VULN|7aCDMG|9DMG
71	16333 15335	   	182.07	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2CGEN|36aVULN|4BEXP|5AART|7RCR|8CDMG|9DUR
72	16353 15332	   	182.07	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2CGEN|36aVULN|4DUR|5AART|7RCR|8CDMG|9BELT
73	42115 11233	 * 	181.99	ACR|3VULN|2DMG|1AART	1AART|258DUST|3aDMG|4RCR|68FEWX|78aVULN|8aBPWR|9aLHND
74	42115 41233	   	181.99	ACR|3VULN|2DMG|1AART	1AART|258DUST|3aDMG|4RCR|68BEXP|78aVULN|8aBPWR|9aLHND
75	42115 61233	   	181.99	ACR|3VULN|2DMG|1AART	1AART|258DUST|3aDMG|4RCR|68LWND|78aVULN|8aBPWR|9aLHND
76	11333 15335	   	181.97	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2ERES|36aVULN|4BEXP|5AART|7RCR|8CDMG|9DUR
77	11353 15325	   	181.97	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2ERES|36aVULN|4DUR|5AART|7RCR|8CDMG|9LWND
78	11353 15332	   	181.97	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2ERES|36aVULN|4DUR|5AART|7RCR|8CDMG|9BELT
79	11353 15351	   	181.97	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2ERES|369VULN|4DUR|5AART|7RCR|8CDMG|aCGEN
80	42115 11253	   	181.89	ACR|3VULN|2DMG|1AART	1AART|258DUST|3aDMG|4RCR|68aFEWX|78aVULN|8aBPWR|9MBVNT
81	42115 31253	   	181.89	ACR|3VULN|2DMG|1AART	1AART|258DUST|3aDMG|4RCR|68aLHND|78aVULN|8aBPWR|9MBVNT
82	43213 23132	 * 	181.59	ACR|2VULN|1AART|3CDMG|1DMG|1ASPD	1AART|2ASPD|3LHND|4RCR|57aCDMG|68VULN|9DMG
83	11333 15366	 * 	181.34	DCR|3VULN|1AART|2CDMG|1DMG	1DMG|2ERES|36aVULN|4BEXP|5AART|7RCR|89CDMG
84	11333 55363	   	181.34	DCR|3DMG|1AART|1VULN|2CDMG	16aDMG|2ERES|3VULN|4BEXP|5AART|7RCR|89CDMG
85	43321 13145	   	181.27	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG|1ASPD	1AART|2ASPD|3NUKE|46DMG|56ZMB|6BPWR|7CDMG|8RCR|9LIT|aVULN
86	14531 13212	   	181.09	ACR|2DMG|2AART|1VULN|2CDMG|1ASPD	14DMG|24CDMG|36RMIN|4BPWR|5RCR|78AART|9ASPD|aVULN
87	41161 15313	   	180.97	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2FEWX|3aDMG|46VULN|5ERES|7RCR|8CDMG|9RCVC
88	41162 15313	   	180.97	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2FEWX|3aDMG|46VULN|5TLV|7RCR|8CDMG|9RCVC
89	41113 33324	   	180.81	ACR|2AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	18AART|2FEWX|3DMG|4RCR|5CDMG|6ZMB|7LIT|9VULN|aFLTHEA
90	14531 21135	 * 	180.65	ACR|3DMG|2AART|2CDMG|1ZMB	14aDMG|24CDMG|3RMIN|4BPWR|5RCR|6DUST|79AART|8ZMB
91	43211 13353	   	180.58	ACR|2AART|2VULN|1DMG|1CDMG|1ASPD	17AART|2ASPD|3LHND|4RCR|5ERES|69VULN|8CDMG|aDMG
92	43212 13353	   	180.58	ACR|2AART|2VULN|1DMG|1CDMG|1ASPD	17AART|2ASPD|3LHND|4RCR|5TLV|69VULN|8CDMG|aDMG
93	11333 55262	   	180.37	DCR|3DMG|2VULN|1AART	169DMG|2ERES|39VULN|49BEXP|5AART|7RCR|8MBVNT|9BPWR|aRCVC
94	41113 31131	   	180.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2FEWX|3DMG|4RCR|5CDMG|6ZMB|7CGEN|89VULN|aASPD
95	41113 32131	   	180.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2FEWX|3DMG|4RCR|5CDMG|6ZMB|7RMIN|89VULN|aASPD
96	41113 35622	   	180.24	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1AART|2FEWX|37DMG|4RCR|5CDMG|6ZMB|8VULN|9LWND|aDUR
97	41113 35631	   	180.24	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1AART|2FEWX|37DMG|4RCR|5CDMG|6ZMB|8VULN|9DUR|aLIT
98	41113 35633	   	180.24	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1AART|2FEWX|37DMG|4RCR|5CDMG|6ZMB|8VULN|9DUR|aBEXP
99	41113 52131	   	180.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2FEWX|3DMG|4RCR|5CDMG|6MLV|7ZMB|89VULN|aASPD
100	44113 31131	   	180.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2BEXP|3DMG|4RCR|5CDMG|6ZMB|7CGEN|89VULN|aASPD
101	44113 32131	   	180.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2BEXP|3DMG|4RCR|5CDMG|6ZMB|7RMIN|89VULN|aASPD
102	44113 52131	   	180.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2BEXP|3DMG|4RCR|5CDMG|6MLV|7ZMB|89VULN|aASPD
103	41113 21265	   	180.24	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1AART|2FEWX|39DMG|4RCR|5CDMG|6DUR|7LHND|8ZMB|aVULN
104	41213 31132	   	180.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2FEWX|3ASPD|4RCR|5CDMG|6ZMB|7CGEN|89VULN|aDMG
105	41213 32132	   	180.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2FEWX|3ASPD|4RCR|5CDMG|6ZMB|7RMIN|89VULN|aDMG
106	41213 35134	   	180.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2FEWX|3ASPD|4RCR|5CDMG|6ZMB|7DMG|89VULN|aLHND
107	41213 52132	   	180.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2FEWX|3ASPD|4RCR|5CDMG|6MLV|7ZMB|89VULN|aDMG
108	43213 21133	   	180.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2ASPD|37LHND|4RCR|5CDMG|68VULN|9DMG|aZMB
109	43213 26133	   	180.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2ASPD|3LHND|4RCR|5CDMG|68VULN|7DMSP|9DMG|aZMB
110	43215 11353	   	180.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2ASPD|3LHND|4RCR|5ZMB|69VULN|7DMSP|8CDMG|aDMG
111	43216 43133	   	180.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2ASPD|36LHND|4RCR|58VULN|7CDMG|9DMG|aZMB
112	43613 31132	   	180.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2ASPD|3BEXP|4RCR|5CDMG|6ZMB|7CGEN|89VULN|aDMG
113	43613 32132	   	180.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2ASPD|3BEXP|4RCR|5CDMG|6ZMB|7RMIN|89VULN|aDMG
114	43613 52132	   	180.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2ASPD|3BEXP|4RCR|5CDMG|6MLV|7ZMB|89VULN|aDMG
115	44213 31132	   	180.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2BEXP|3ASPD|4RCR|5CDMG|6ZMB|7CGEN|89VULN|aDMG
116	44213 32132	   	180.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2BEXP|3ASPD|4RCR|5CDMG|6ZMB|7RMIN|89VULN|aDMG
117	44213 52132	   	180.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2BEXP|3ASPD|4RCR|5CDMG|6MLV|7ZMB|89VULN|aDMG
118	41613 35131	   	180.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2FEWX|3RMIN|4RCR|5CDMG|6ZMB|7DMG|89VULN|aASPD
119	43216 11621	 * 	180.24	ACR|3VULN|2AART|2ASPD|1ZMB	1aAART|26ASPD|3LHND|4RCR|579VULN|8ZMB
120	42113 31131	   	180.14	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2DUST|3DMG|4RCR|5CDMG|6ZMB|7CGEN|89VULN|aASPD
121	42113 32131	   	180.14	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2DUST|3DMG|4RCR|5CDMG|6ZMB|7RMIN|89VULN|aASPD
122	42113 35252	   	180.14	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1AART|2DUST|37DMG|4RCR|5CDMG|6ZMB|8FEWX|9VULN|aDUR
123	42113 35622	   	180.14	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1AART|2DUST|37DMG|4RCR|5CDMG|6ZMB|8VULN|9LWND|aDUR
124	42113 35631	   	180.14	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1AART|2DUST|37DMG|4RCR|5CDMG|6ZMB|8VULN|9DUR|aLIT
125	42113 35633	   	180.14	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1AART|2DUST|37DMG|4RCR|5CDMG|6ZMB|8VULN|9DUR|aBEXP
126	42113 52131	   	180.14	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2DUST|3DMG|4RCR|5CDMG|6MLV|7ZMB|89VULN|aASPD
127	41213 35115	   	180.14	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2FEWX|3ASPD|4RCR|5CDMG|6ZMB|7DMG|8aVULN|9ERES
128	41213 35133	   	180.14	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2FEWX|3ASPD|4RCR|5CDMG|6ZMB|7DMG|89VULN|aERES
129	42213 31132	   	180.14	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2DUST|3ASPD|4RCR|5CDMG|6ZMB|7CGEN|89VULN|aDMG
130	42213 32132	   	180.14	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2DUST|3ASPD|4RCR|5CDMG|6ZMB|7RMIN|89VULN|aDMG
131	42213 35134	   	180.14	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2DUST|3ASPD|4RCR|5CDMG|6ZMB|7DMG|89VULN|aLHND
132	42213 52132	   	180.14	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2DUST|3ASPD|4RCR|5CDMG|6MLV|7ZMB|89VULN|aDMG
133	42613 35131	   	180.14	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2DUST|3RMIN|4RCR|5CDMG|6ZMB|7DMG|89VULN|aASPD
134	42213 35133	   	180.04	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2DUST|3ASPD|4RCR|5CDMG|6ZMB|7DMG|89VULN|aERES
135	13421 53234	   	180.02	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	139DMG|2FEWX|4VULN|5BEXP|6RCR|7ZMB|8AART|aDUR
136	41111 43613	   	179.88	ACR|2DMG|2VULN|1AART|1FLTHEA	1AART|29FEWX|39DMG|4RCR|5ERES|6LEGI|7LHND|89VULN|9BPWR|aFLTHEA
137	41111 63613	   	179.88	ACR|2DMG|2VULN|1AART|1FLTHEA	1AART|29FEWX|39DMG|4RCR|5ERES|6LHND|7LEGI|89VULN|9BPWR|aFLTHEA
138	41112 43613	   	179.88	ACR|2VULN|2DMG|1AART|1FLTHEA	1AART|29FEWX|39DMG|4RCR|5TLV|6LEGI|7LHND|89VULN|9BPWR|aFLTHEA
139	41112 63613	   	179.88	ACR|2VULN|2DMG|1AART|1FLTHEA	1AART|29FEWX|39DMG|4RCR|5TLV|6LHND|7LEGI|89VULN|9BPWR|aFLTHEA
140	41114 23613	   	179.88	ACR|2VULN|2DMG|1AART|1FLTHEA	1AART|29FEWX|39DMG|4RCR|5LHND|6TLV|7LEGI|89VULN|9BPWR|aFLTHEA
141	41211 25513	   	179.88	ACR|2VULN|2DMG|1AART|2ASPD	1AART|2FEWX|3aASPD|4RCR|5ERES|6LWND|7aVULN|8CGEN|9aDMG|aBPWR
142	14531 21613	 * 	179.87	ACR|3DMG|1AART|1VULN|2CDMG	14aDMG|24CDMG|3RMIN|4BPWR|5RCR|6DUST|7AART|8VULN|9RCVC
143	41163 32242	   	179.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2FEWX|3DMG|49VULN|5CDMG|6ZMB|7RCR|8LWND|aDUR
144	41111 11353	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	1AART|2FEWX|3aDMG|4RCR|5ERES|69VULN|7DMSP|8CDMG
145	41112 11353	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	1AART|2FEWX|3aDMG|4RCR|5TLV|69VULN|7DMSP|8CDMG
146	44111 11353	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	1AART|2BEXP|3aDMG|4RCR|5ERES|69VULN|7DMSP|8CDMG
147	44112 11353	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	1AART|2BEXP|3aDMG|4RCR|5TLV|69VULN|7DMSP|8CDMG
148	43321 43152	   	179.72	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1AART|2ASPD|3NUKE|4aDMG|5ZMB|6CDMG|7RCR|8RMIN|9VULN
149	43321 43352	   	179.72	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1AART|2ASPD|3NUKE|4aDMG|5ZMB|6CDMG|7RCR|8CGEN|9VULN
150	42163 32242	   	179.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2DUST|3DMG|49VULN|5CDMG|6ZMB|7RCR|8LWND|aDUR
151	41111 14353	   	179.68	ACR|2VULN|2DMG|1AART|1CDMG	1AART|2FEWX|3aDMG|4RCR|57ERES|69VULN|8CDMG
152	42111 11353	   	179.68	ACR|2VULN|2DMG|1AART|1CDMG	1AART|2DUST|3aDMG|4RCR|5ERES|69VULN|7DMSP|8CDMG
153	42112 11353	   	179.68	ACR|2VULN|2DMG|1AART|1CDMG	1AART|2DUST|3aDMG|4RCR|5TLV|69VULN|7DMSP|8CDMG
154	41113 35153	 * 	179.68	ACR|3DMG|1AART|2ZMB|1CDMG|1DUR	1AART|2FEWX|37aDMG|4RCR|5CDMG|68ZMB|9DUR
155	42111 14353	   	179.58	ACR|2VULN|2DMG|1AART|1CDMG	1AART|2DUST|3aDMG|4RCR|57ERES|69VULN|8CDMG
156	42113 35153	   	179.58	ACR|3DMG|1AART|2ZMB|1CDMG|1DUR	1AART|2DUST|37aDMG|4RCR|5CDMG|68ZMB|9DUR
157	11353 25313	   	179.37	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1aDMG|2ERES|3VULN|4DUR|56AART|7RCR|8CDMG|9RCVC
