0	Index      	 *	Score 	Summary	Detail	
1	13325 46112	 * 	192.35	ACR|2DMG|1AART|1VULN|2CDMG|2DUR|1ZMB	1aCDMG|2ZMB|3RCVC|4RCR|5aDMG|6AART|7TLV|8VULN|9aDUR|aBPWR
35	12425 11242	   	174.88	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|29RCVC|35DMG|4RCR|6ZMB|7AART|8FEWX|aVULN
36	32261 16611	   	174.83	DCR|3VULN|2AART|1DMG	1RMIN|2RCVC|3FEWX|47AART|5DMG|69aVULN|8RCR
37	12425 43231	   	174.73	ACR|3DMG|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2RCVC|358DMG|4RCR|6ASPD|7RPLT|9AART|aZMB
38	11442 88241	 * 	174.49	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	1aCDMG|2MBVNT|3ZMB|4aVULN|5DMG|6LIT|7RCR|8aFEWX|9AART|aBPWR
39	14222 21531	   	174.45	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|268VULN|3MLV|4RCR|5DMG|7RPLT|9AART|aRCVC
40	14522 21531	   	174.45	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|268VULN|3RMIN|4RCR|5DMG|7RPLT|9AART|aRCVC
41	12425 13352	   	174.18	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|29RCVC|35DMG|4RCR|6ZMB|7MBVNT|8AART|aVULN
42	14225 25222	 * 	174.00	ACR|1AART|1VULN|1DMG|2CDMG|2ASPD|2DUR	1aCDMG|2VULN|3aMLV|4RCR|58DUR|6AART|7DMG|9aASPD|aBPWR
43	31361 14611	   	173.78	DCR|4VULN|1AART|1DMG	1RMIN|23BEXP|3BPWR|4AART|5DMG|679aVULN|8RCR
44	33261 14611	   	173.78	DCR|4VULN|1AART|1DMG	12RMIN|3FEWX|4AART|5DMG|679aVULN|8RCR
45	11488 26311	   	173.69	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	1aCDMG|2MBVNT|3ZMB|4LWND|59VULN|6AART|7DMG|8RCR
46	11732 26311	   	173.69	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	1aCDMG|2MBVNT|39VULN|4LHND|5ZMB|6AART|7DMG|8RCR
47	11732 26348	   	173.69	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	19CDMG|2MBVNT|3aVULN|4LHND|5ZMB|6AART|7DMG|8RCR
48	14226 21447	   	173.53	ACR|3VULN|1AART|2CDMG|2DUR	19CDMG|29aVULN|3MLV|4RCR|5MBVNT|6AART|7LHND|89DUR|9BPWR
49	14126 23336	 * 	173.45	DCR|3VULN|2DMG|1CDMG|1DUR	1CDMG|28aVULN|3LHND|4LWND|5aDMG|6DUR|7RCR|9aTLV|aBPWR
50	12425 11224	   	173.40	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2RCVC|35DMG|4RCR|6ZMB|7AART|8FEWX|9MLV|aVULN
51	12425 11314	   	173.40	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2RCVC|35DMG|4RCR|6ZMB|7AART|8CGEN|9LHND|aVULN
52	12425 11412	   	173.40	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2RCVC|35DMG|4RCR|6ZMB|7AART|8DMSP|9FEWX|aVULN
53	12425 11432	   	173.40	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2RCVC|35DMG|4RCR|6ZMB|7AART|8DMSP|9LHND|aVULN
54	12425 11342	   	173.30	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2RCVC|35DMG|4RCR|6ZMB|7AART|8CGEN|9TLV|aVULN
55	12425 11362	   	173.30	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2RCVC|35DMG|4RCR|6ZMB|7AART|8CGEN|9ERES|aVULN
56	14226 24464	 * 	173.17	ACR|3VULN|2AART|1CDMG|1DUR	1CDMG|29aVULN|3MLV|4RCR|5MBVNT|68AART|7DUR
57	14222 21136	   	173.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|26aVULN|3MLV|4RCR|5DMG|7RPLT|8CGEN|9AART
58	14222 21532	   	173.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|268VULN|3MLV|4RCR|5DMG|7RPLT|9AART|aLWND
59	14222 21533	   	173.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|268VULN|3MLV|4RCR|5DMG|7RPLT|9AART|aLIT
60	14222 21536	   	173.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|268VULN|3MLV|4RCR|5DMG|7RPLT|9AART|aCGEN
61	14222 21636	   	173.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|26aVULN|3MLV|4RCR|5DMG|7RPLT|8RMIN|9AART
62	14522 21136	   	173.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|26aVULN|3RMIN|4RCR|5DMG|7RPLT|8CGEN|9AART
63	14522 21262	   	173.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|26aVULN|3RMIN|4RCR|5DMG|7RPLT|8LHND|9AART
64	14522 21532	   	173.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|268VULN|3RMIN|4RCR|5DMG|7RPLT|9AART|aLWND
65	14522 21533	   	173.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|268VULN|3RMIN|4RCR|5DMG|7RPLT|9AART|aLIT
66	14226 26421	   	173.07	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1CDMG|2VULN|3MLV|4RCR|5MBVNT|6AART|78DMG|9ASPD|aDUR
67	14222 21534	   	173.05	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|268VULN|3MLV|4RCR|5DMG|7RPLT|9AART|aTLV
68	14151 31136	   	173.01	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|289VULN|3LHND|4LIT|5AART|6DUR|7RCR|aZMB
69	14351 31136	   	173.01	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|289VULN|3BEXP|4LIT|5AART|6DUR|7RCR|aZMB
70	14222 23635	   	172.90	ACR|3VULN|1AART|1DMG|1CDMG|1SELL	1CDMG|26aVULN|3MLV|4RCR|5DMG|7FEWX|8SELL|9AART
71	12425 13325	   	172.70	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2RCVC|35DMG|4RCR|6ZMB|7MBVNT|8AART|9MLV|aVULN
72	12425 13364	   	172.70	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2RCVC|35DMG|4RCR|6ZMB|7MBVNT|8AART|9LHND|aVULN
73	15142 23333	   	172.63	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|2aERES|3RCR|4DUST|5DMG|6aVULN|7BEXP|8AART|9aDUR|aBPWR
74	12425 13374	   	172.60	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2RCVC|35DMG|4RCR|6ZMB|7MBVNT|8AART|9DUST|aVULN
75	14225 25132	   	172.55	ACR|2VULN|1AART|2CDMG|1DMG|1DUR	1aCDMG|29VULN|3MLV|4RCR|5DUR|6AART|7DMG|8LIT
76	14225 25311	   	172.55	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1aCDMG|29VULN|3MLV|4RCR|5DUR|6AART|7DMG|8LHND
77	14226 26211	   	172.45	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1aCDMG|29VULN|3MLV|4RCR|5MBVNT|6AART|7DMG|8DUR
78	14226 26423	   	172.45	ACR|2DMG|1AART|1VULN|2CDMG|1ASPD	1aCDMG|2VULN|3MLV|4RCR|5MBVNT|6AART|78DMG|9ASPD
79	11442 26871	   	172.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2MBVNT|3ZMB|46VULN|5DMG|7ERES|8RCR|9AART|aDUR
80	41163 33316	   	172.22	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2CGEN|3ZMB|469VULN|5AART|7DMG|8DUR|aRCR
81	12425 13224	   	172.10	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2RCVC|35DMG|4RCR|6ZMB|7MBVNT|8FEWX|9AART|aVULN
82	13325 13432	 * 	172.10	ACR|2VULN|2DMG|2CDMG|1ZMB	1aCDMG|2ZMB|3RCVC|4RCR|5aDMG|6RPLT|7ERES|8CGEN|9aVULN|aBPWR
83	14224 23216	 * 	172.09	ACR|4VULN|3CDMG|3DUR	19aCDMG|269aVULN|3MLV|4RCR|5ERES|7RMIN|89aDUR|9aBPWR
84	14521 23216	   	172.09	ACR|4VULN|3CDMG|3DUR	19aCDMG|269aVULN|3RMIN|4RCR|5CGEN|7ERES|89aDUR|9aBPWR
85	12425 13624	   	172.00	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2RCVC|35DMG|4RCR|6ZMB|7MBVNT|8DUST|9AART|aVULN
86	13325 61114	   	171.77	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|2ZMB|36RCVC|4RCR|5DMG|7AART|8DUR|9ASPD|aVULN
87	12425 11162	 * 	171.73	ACR|2DMG|2AART|1CDMG|1ZMB|1DUR	1CDMG|2RCVC|35DMG|4RCR|6ZMB|7aAART|8DUR|9LIT
88	15112 42231	   	171.52	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1CDMG|2ERES|3RCR|4FEWX|5aDMG|6ASPD|7ZMB|89VULN
89	15142 42231	   	171.42	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1CDMG|2ERES|3RCR|4DUST|5aDMG|6ASPD|7ZMB|89VULN
90	14222 26361	   	171.37	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1CDMG|26VULN|3MLV|4RCR|5DMG|7ASPD|8BEXP|9AART|aDUR
91	12425 41332	   	171.24	ACR|3DMG|1AART|2CDMG|1ASPD	19CDMG|2RCVC|35aDMG|4RCR|6ASPD|7AART|8CGEN
92	45622 23112	   	171.23	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	178MLV|27DUR|3CDMG|4RCR|5DMG|67VULN|7BPWR|9AART|aRCVC
93	31361 16611	   	171.13	DCR|3VULN|2AART|1DMG	1RMIN|23BEXP|3BPWR|47AART|5DMG|69aVULN|8RCR
94	33261 16611	   	171.13	DCR|3VULN|2AART|1DMG	12RMIN|3FEWX|47AART|5DMG|69aVULN|8RCR
95	12425 15221	 * 	170.99	ACR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1CDMG|2RCVC|35aDMG|4RCR|6ZMB|7DUR|8BEXP|9VULN
96	12425 16321	   	170.99	ACR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1CDMG|2RCVC|35aDMG|4RCR|6ZMB|7BEXP|8DUR|9VULN
97	13325 61622	   	170.97	ACR|3DMG|1AART|1CDMG|1ZMB	1CDMG|2ZMB|36RCVC|4RCR|58aDMG|7AART|9TLV
98	14222 63361	   	170.95	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	18CDMG|28VULN|3MLV|4RCR|5DMG|6RMIN|78BEXP|8BPWR|9AART|aDUR
99	14222 26363	   	170.75	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1aCDMG|26VULN|3MLV|4RCR|5DMG|7ASPD|8BEXP|9AART
100	12425 43232	   	170.67	ACR|3DMG|1AART|1CDMG|1ASPD|1DUR	1CDMG|2RCVC|358DMG|4RCR|6ASPD|7RPLT|9AART|aDUR
101	12425 11352	   	170.47	ACR|3DMG|1AART|1CDMG|1ZMB	1CDMG|29RCVC|35aDMG|4RCR|6ZMB|7AART|8CGEN
102	12425 11151	 * 	170.44	ACR|2DMG|1AART|2CDMG|2ZMB|1DUR	1aCDMG|2RCVC|35DMG|4RCR|69ZMB|7AART|8DUR
103	14225 63332	   	170.33	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|2aVULN|3MLV|4RCR|59DUR|6RPLT|7DMG|8AART
104	41163 23611	   	170.08	DCR|3VULN|1AART|1DMG|1ZMB	1MLV|26CGEN|3ZMB|49aVULN|5AART|7DMG|8RCR
105	41163 33612	   	170.08	DCR|3VULN|1AART|1DMG|1ZMB	1MLV|2CGEN|3ZMB|469VULN|5AART|7DMG|8RCR|aFEWX
106	41163 33621	   	170.08	DCR|3VULN|1AART|1DMG|1ZMB	19MLV|2CGEN|3ZMB|46aVULN|5AART|7DMG|8RCR
107	12425 11632	   	170.07	ACR|3DMG|1AART|1CDMG|1ZMB	1CDMG|2aRCVC|358DMG|4RCR|6ZMB|7AART|9ERES
108	13325 44321	   	169.99	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|2ZMB|3RCVC|4RCR|5DMG|6AART|7VULN|8LWND|9ASPD|aDUR
109	41163 33613	   	169.98	DCR|3VULN|1AART|1DMG|1ZMB	1MLV|2CGEN|3ZMB|469VULN|5AART|7DMG|8RCR|aERES
110	45622 23111	   	169.93	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	178MLV|27DUR|3CDMG|4RCR|5DMG|67VULN|7BPWR|9AART|aLIT
111	45622 23113	   	169.93	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	178MLV|27DUR|3CDMG|4RCR|5DMG|67VULN|7BPWR|9AART|aBELT
112	11732 28318	   	169.91	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2MBVNT|39aVULN|4LHND|5ZMB|6AART|7ASPD|8RCR
113	13325 46113	   	169.89	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CDMG|2ZMB|3RCVC|4RCR|5DMG|6AART|7TLV|8VULN|9DUR|aASPD
114	12125 44121	   	169.84	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2RCVC|3ASPD|4RCR|5DMG|6AART|7aVULN|8LIT|9TLV
115	62212 25611	   	169.73	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1LHND|2FEWX|39VULN|4ASPD|5aCDMG|6AART|7DMG|8RCR
116	14222 13416	 * 	169.65	ACR|2VULN|3CDMG|1AART|1DMG	179CDMG|27VULN|39MLV|4RCR|5DMG|67LWND|79BPWR|89CGEN|aAART
117	31622 53315	 * 	169.44	ACR|2VULN|2AART|1DMG|1CDMG	1RMIN|2BEXP|3CDMG|4RCR|5DMG|6DUST|79VULN|8aAART
118	13325 44211	   	169.37	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1aCDMG|2ZMB|3RCVC|4RCR|5DMG|6AART|7VULN|8BEXP|9DUR
119	14226 24462	 * 	169.33	ACR|2VULN|2AART|2CDMG|2DUR	1aCDMG|29VULN|3aMLV|4RCR|5MBVNT|68AART|7aDUR|aBPWR
120	15112 23431	 * 	169.23	ACR|3VULN|2DMG|1CDMG	1CDMG|2ERES|3RCR|4FEWX|5aDMG|689VULN|7BEXP
121	45622 23123	   	169.23	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	178MLV|27DUR|3CDMG|4RCR|5DMG|67VULN|7BPWR|9ERES|aAART
122	14222 26611	   	169.22	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1CDMG|26VULN|3MLV|4RCR|5aDMG|7ASPD|8ZMB|9BEXP
123	15142 23431	   	169.13	ACR|3VULN|2DMG|1CDMG	1CDMG|2ERES|3RCR|4DUST|5aDMG|689VULN|7BEXP
124	12425 11622	   	168.99	ACR|3DMG|1AART|1CDMG|1ZMB	1CDMG|2RCVC|358DMG|4RCR|6ZMB|7AART|9FEWX|aRPLT
125	12425 11623	   	168.99	ACR|3DMG|1AART|1CDMG|1ZMB	1CDMG|2RCVC|358DMG|4RCR|6ZMB|7AART|9aFEWX
126	12425 11422	   	168.89	ACR|3DMG|1AART|1CDMG|1ZMB	1CDMG|2RCVC|35aDMG|4RCR|6ZMB|7AART|8DMSP|9TLV
127	12425 11633	   	168.89	ACR|3DMG|1AART|1CDMG|1ZMB	1CDMG|2RCVC|358DMG|4RCR|6ZMB|7AART|9ERES|aBELT
128	11466 11438	   	168.82	DCR|2DMG|3ZMB|1AART|2CDMG	18CDMG|2MBVNT|368ZMB|4RCVC|58DMG|7AART|8BPWR|9ERES|aRCR
129	13325 61152	   	168.68	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1CDMG|29ZMB|36RCVC|4RCR|5DMG|7AART|8DUR|aVULN
130	14323 23143	 * 	168.65	ACR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	1CDMG|26VULN|3BEXP|4LWND|5RCR|7FLTHEA|8ERES|9AART|aDMG
131	14226 24432	   	168.52	ACR|2VULN|2AART|1CDMG|1ZMB|1DUR	1CDMG|2aVULN|3MLV|4RCR|5MBVNT|68AART|7DUR|9ZMB
132	12125 15335	   	168.47	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	19CDMG|2RCVC|3ASPD|4RCR|5DMG|6ZMB|7DMSP|8AART|aVULN
133	11242 27771	   	168.45	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1CDMG|2MBVNT|3MLV|46VULN|5DMG|7ASPD|8RCR|9AART|aDUR
134	14225 22152	   	168.34	ACR|3VULN|1AART|2CDMG|1DUR	1aCDMG|29aVULN|3MLV|4RCR|5DUR|6AART|78aLWND|aBPWR
135	14225 23252	   	168.34	ACR|3VULN|1AART|2CDMG|1DUR	1aCDMG|29aVULN|37MLV|4RCR|5DUR|6AART|8aFEWX|aBPWR
136	12125 53432	   	168.34	ACR|2VULN|2DMG|2CDMG|1ASPD	1aCDMG|2RCVC|3ASPD|4RCR|5aDMG|6RPLT|7ERES|8CGEN|9aVULN|aBPWR
137	14151 31132	 * 	168.32	DCR|3VULN|1AART|2CDMG|1DUR	1aCDMG|289VULN|3LHND|4LIT|5AART|6DUR|7RCR
138	14351 31132	   	168.32	DCR|3VULN|1AART|2CDMG|1DUR	1aCDMG|289VULN|3BEXP|4LIT|5AART|6DUR|7RCR
139	13325 46111	   	168.25	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1CDMG|2ZMB|3RCVC|4RCR|5DMG|6AART|7TLV|8VULN|9aDUR
140	14225 22347	   	168.24	ACR|3VULN|1AART|2CDMG|1DUR	19CDMG|29aVULN|3MLV|4RCR|5DUR|6AART|79LWND|8MBVNT|9BPWR
141	14226 24147	   	168.24	ACR|3VULN|1AART|2CDMG|1DUR	19CDMG|29aVULN|3MLV|4RCR|5MBVNT|6AART|7DUR|89LWND|9BPWR
142	12425 13341	   	168.19	ACR|3DMG|1AART|1CDMG|1ZMB	1CDMG|2RCVC|35aDMG|4RCR|6ZMB|7MBVNT|8AART|9CANHEL
143	14225 23422	   	168.14	ACR|3VULN|1AART|2CDMG|1DUR	1aCDMG|28aVULN|37MLV|4RCR|5DUR|6AART|9aDUST|aBPWR
144	14226 24347	   	168.04	ACR|3VULN|1AART|2CDMG|1DUR	19CDMG|29aVULN|3MLV|4RCR|5MBVNT|6AART|7DUR|89DUST|9BPWR
145	41163 33336	   	168.02	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1MLV|2CGEN|3ZMB|46VULN|59AART|7DMG|8DUR|aRCR
146	14313 21365	   	167.90	ACR|3VULN|1AART|2CDMG|1ZMB	18CDMG|268VULN|3BEXP|4DUST|5RCR|78ERES|8BPWR|9AART|aZMB
147	11242 27773	   	167.83	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1aCDMG|2MBVNT|3MLV|46VULN|5DMG|7ASPD|8RCR|9AART
148	12125 43433	   	167.82	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|2RCVC|3ASPD|4RCR|5aDMG|6AART|7BEXP|8DUR|9ZMB
149	12125 43623	   	167.82	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|2RCVC|3ASPD|4RCR|5aDMG|6AART|7BEXP|8ZMB|9DUR
150	12425 13126	 * 	167.81	ACR|3DMG|1VULN|2ZMB|1CDMG	1CDMG|2RCVC|35aDMG|4RCR|68ZMB|7MBVNT|9VULN
151	12125 42433	   	167.72	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|2RCVC|3ASPD|4RCR|5aDMG|6AART|7DUST|8DUR|9ZMB
152	12125 42623	   	167.72	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|2RCVC|3ASPD|4RCR|5aDMG|6AART|7DUST|8ZMB|9DUR
153	11732 26346	 * 	167.55	DCR|2AART|1VULN|2CDMG|1DMG|1ZMB	19CDMG|2MBVNT|3VULN|4LHND|5ZMB|6aAART|7DMG|8RCR
154	13325 43314	   	167.46	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2ZMB|3RCVC|4RCR|5DMG|69AART|7BEXP|8TLV|aVULN
155	11122 26314	   	167.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2MBVNT|3LHND|4LWND|5ZMB|6AART|7aDMG|8RCR|9VULN
156	11488 26312	   	167.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2MBVNT|3ZMB|4LWND|59VULN|6AART|7DMG|8RCR|aRPLT
157	11488 26313	   	167.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2MBVNT|3ZMB|4LWND|59VULN|6AART|7DMG|8RCR|aBEXP
158	11488 26324	   	167.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2MBVNT|3ZMB|4LWND|5VULN|6AART|7aDMG|8RCR|9BEXP
