0	Index      	 *	Score 	Summary	Detail	
1	34112 35541	 * 	207.09	ACR|4VULN|2DMG|1AART|1ZMB	129aVULN|3RCR|4ZMB|5AART|6MBVNT|79LIT|89DMG|9BPWR
23	35421 13111	   	192.62	DCR|3VULN|2DMG|1AART|1CDMG	18aVULN|2CDMG|34DMG|5LEGI|6RCR|7LWND|9AART
24	22534 32211	   	192.41	DCR|3VULN|1AART|1DMG|2CDMG|2DUR|1ASPD	1RPLT|239VULN|39BPWR|49DUR|5ASPD|6DMG|7AART|89CDMG|aRCR
25	36632 24213	 * 	191.09	ACR|4VULN|1AART|2CDMG|2DUR|1SELL	179aVULN|2LWND|3RCR|4AART|5SELL|69DUR|89CDMG|9BPWR
26	34112 35532	   	190.79	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	12VULN|3RCR|4ZMB|5AART|6MBVNT|7LIT|89DMG|aCDMG
27	35164 22212	 * 	190.39	DCR|3VULN|2AART|1DMG|2CDMG	169VULN|24CDMG|3DUST|57AART|8RCR|aDMG
28	31224 22114	   	190.38	DCR|3VULN|2AART|1DMG|1CDMG|1ZMB	168VULN|2MLV|3CDMG|4DMG|57AART|9ZMB|aRCR
29	32264 22114	   	190.38	DCR|3VULN|2AART|1DMG|1CDMG|1ZMB	168VULN|2CGEN|3CDMG|4DMG|57AART|9ZMB|aRCR
30	35224 22114	   	190.28	DCR|3VULN|2AART|1DMG|1CDMG|1ZMB	168VULN|2CDMG|3ERES|4DMG|57AART|9ZMB|aRCR
31	34143 62323	 * 	190.20	ACR|3VULN|1AART|1DMG|2CDMG|1DUR	129VULN|3RCR|4DUR|589FEWX|69CDMG|7AART|9BPWR|aDMG
32	64213 12122	   	189.72	DCR|2VULN|2DMG|1AART|2CDMG|1ASPD	19ERES|27VULN|39CDMG|4CGEN|5ASPD|6RCR|89DMG|9BPWR|aAART
33	33331 36156	   	189.42	DCR|4VULN|2DMG|1CDMG|1ZMB	1349VULN|234LIT|34BPWR|5CDMG|67DMG|8RCR|aZMB
34	31213 12124	   	189.30	DCR|3VULN|2DMG|2CDMG|1DUR|1ASPD	179VULN|2MLV|39CDMG|4CGEN|5ASPD|6RCR|89DMG|9BPWR|aDUR
35	35423 12361	   	189.30	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	1aVULN|2CDMG|34DMG|57DUR|6RCR|8LHND|9AART
36	35423 13261	   	189.30	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	1aVULN|2CDMG|34DMG|58DUR|6RCR|7LHND|9AART
37	35421 12261	   	189.20	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	1aVULN|2CDMG|34DMG|5LEGI|6RCR|78DUR|9AART
38	35431 13111	   	189.13	DCR|4VULN|1AART|1DMG|1CDMG	148aVULN|2CDMG|3DMG|5LEGI|6RCR|7LWND|9AART
39	34112 35444	   	188.85	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	128VULN|3RCR|4ZMB|5AART|6MBVNT|7LIT|9CDMG|aDMG
40	35433 12162	   	188.60	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	14VULN|2CDMG|38DMG|57DUR|6RCR|9TLV|aAART
41	35334 24231	 * 	188.46	DCR|3VULN|1AART|3CDMG|2DUR|1ZMB	167VULN|279CDMG|37DUR|4RCVC|5AART|7BPWR|8RCR|aZMB
42	33331 36142	   	188.12	DCR|3VULN|2DMG|1AART|1CDMG	134VULN|234LIT|34BPWR|5CDMG|67DMG|8RCR|9AART|aCGEN
43	33331 36143	   	188.12	DCR|3VULN|2DMG|1AART|1CDMG	134VULN|234LIT|34BPWR|5CDMG|67DMG|8RCR|9AART|aBEXP
44	33331 36145	   	188.02	DCR|3VULN|2DMG|1AART|1CDMG	134VULN|234LIT|34BPWR|5CDMG|67DMG|8RCR|9AART|aDUST
45	36632 24211	   	187.99	ACR|3VULN|1AART|2CDMG|2DUR|1ZMB|1SELL	179VULN|2LWND|3RCR|4AART|5SELL|69DUR|89CDMG|9BPWR|aZMB
46	31223 13122	   	187.98	DCR|3VULN|1AART|1DMG|2CDMG|1ASPD	189VULN|2MLV|39CDMG|4DMG|5ASPD|6RCR|79CGEN|9BPWR|aAART
47	32263 11122	   	187.98	DCR|3VULN|1AART|1DMG|2CDMG|1ASPD	189VULN|2CGEN|39CDMG|4DMG|5ASPD|6RCR|79MLV|9BPWR|aAART
48	33332 36141	   	187.87	DCR|3VULN|2DMG|1AART|1CDMG|1SELL	134VULN|234LIT|34BPWR|5SELL|67DMG|8RCR|9AART|aCDMG
49	35433 12361	   	187.36	DCR|3VULN|1AART|1DMG|1CDMG|2DUR	14aVULN|2CDMG|3DMG|57DUR|6RCR|8LHND|9AART
50	35433 13261	   	187.36	DCR|3VULN|1AART|1DMG|1CDMG|2DUR	14aVULN|2CDMG|3DMG|58DUR|6RCR|7LHND|9AART
51	35431 12261	   	187.26	DCR|3VULN|1AART|1DMG|1CDMG|2DUR	14aVULN|2CDMG|3DMG|5LEGI|6RCR|78DUR|9AART
52	35214 51123	 * 	187.21	DCR|4VULN|1AART|2CDMG|2DUR	1789VULN|29CDMG|3ERES|4CGEN|59DUR|6RCR|9BPWR|aAART
53	34112 34418	 * 	186.94	ACR|4VULN|1AART|2ZMB|1CDMG	1289VULN|3RCR|49ZMB|5AART|6MBVNT|79LHND|9BPWR|aCDMG
54	34112 32411	 * 	186.83	ACR|4VULN|3ZMB|1AART	1289VULN|3RCR|49aZMB|5AART|6MBVNT|79LWND|9BPWR
55	34112 34411	   	186.83	ACR|4VULN|3ZMB|1AART	1289VULN|3RCR|49aZMB|5AART|6MBVNT|79LHND|9BPWR
56	34112 36411	   	186.83	ACR|4VULN|3ZMB|1AART	1289VULN|3RCR|49aZMB|5AART|6MBVNT|79FEWX|9BPWR
57	35423 12132	   	186.76	DCR|3DMG|1AART|1VULN|1CDMG|2DUR	1VULN|2CDMG|348DMG|57DUR|6RCR|9CGEN|aAART
58	35422 13114	   	185.98	DCR|2VULN|2DMG|1AART|2CDMG|1ZMB	18VULN|26CDMG|34DMG|5CGEN|7AART|9ZMB|aRCR
59	32156 63211	   	185.53	DCR|4VULN|1AART|1DMG|1CDMG	1359VULN|2CGEN|4CDMG|6DMG|7AART|8RCR|aDUST
60	32156 63213	   	185.53	DCR|4VULN|1AART|1DMG|1CDMG	1359VULN|2CGEN|4CDMG|6DMG|7AART|8RCR|aERES
61	35334 24211	   	185.41	DCR|4VULN|1AART|2CDMG|2DUR	1679VULN|27CDMG|37DUR|4RCVC|5AART|7BPWR|8RCR|aDUST
62	35334 24213	   	185.41	DCR|4VULN|1AART|2CDMG|2DUR	1679VULN|27CDMG|37DUR|4RCVC|5AART|7BPWR|8RCR|aERES
63	33332 36146	   	185.23	DCR|3VULN|2DMG|1AART|1ZMB|1SELL	134VULN|234LIT|34BPWR|5SELL|67DMG|8RCR|9AART|aZMB
64	33332 36426	   	185.08	DCR|3VULN|3DMG|1AART|1SELL	134VULN|234LIT|34BPWR|5SELL|678DMG|9AART|aRCR
65	34112 32418	 * 	184.74	ACR|4VULN|2AART|2ZMB	1289VULN|3RCR|49ZMB|5aAART|6MBVNT|79LWND|9BPWR
66	34112 35744	 * 	184.65	ACR|2AART|2VULN|1DMG|1CDMG|1ZMB	12VULN|3RCR|4ZMB|58AART|6MBVNT|7LIT|9CDMG|aDMG
67	32263 16162	   	184.60	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1aVULN|2CGEN|3CDMG|49DMG|5ASPD|6RCR|7RPLT|8AART
68	35431 16111	   	184.50	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	14VULN|2CDMG|39DMG|5LEGI|6RCR|7RPLT|8AART|aDUR
69	31224 22214	   	184.18	DCR|3VULN|2AART|1DMG|1CDMG	169VULN|2MLV|3CDMG|4DMG|57AART|8RCR|aFEWX
70	31224 22215	   	184.18	DCR|3VULN|2AART|1DMG|1CDMG	169VULN|2MLV|3CDMG|4DMG|57AART|8RCR|aCGEN
71	31224 22253	   	184.18	DCR|3VULN|2AART|1DMG|1CDMG	16aVULN|2MLV|3CDMG|4DMG|57AART|8RCR|9CGEN
72	32264 22214	   	184.18	DCR|3VULN|2AART|1DMG|1CDMG	169VULN|2CGEN|3CDMG|4DMG|57AART|8RCR|aFEWX
73	32264 22215	   	184.18	DCR|3VULN|2AART|1DMG|1CDMG	169VULN|2aCGEN|3CDMG|4DMG|57AART|8RCR
74	34112 12312	   	184.17	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	12VULN|3RCR|4ZMB|5AART|6MLV|7DUR|8LHND|9aDMG
75	34112 12412	   	184.17	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	12VULN|3RCR|4ZMB|5AART|6MLV|7DUR|8LWND|9aDMG
76	34112 52312	   	184.17	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	12VULN|3RCR|4ZMB|5AART|6CGEN|7DUR|8LHND|9aDMG
77	34112 52412	   	184.17	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	12VULN|3RCR|4ZMB|5AART|6CGEN|7DUR|8LWND|9aDMG
78	31224 22211	   	184.08	DCR|3VULN|2AART|1DMG|1CDMG	169VULN|2MLV|3CDMG|4DMG|57AART|8RCR|aDUST
79	31224 22213	   	184.08	DCR|3VULN|2AART|1DMG|1CDMG	169VULN|2MLV|3CDMG|4DMG|57AART|8RCR|aERES
80	31224 22216	   	184.08	DCR|3VULN|2AART|1DMG|1CDMG	169VULN|2MLV|3CDMG|4DMG|57AART|8RCR|aLEGI
81	32264 22211	   	184.08	DCR|3VULN|2AART|1DMG|1CDMG	169VULN|2CGEN|3CDMG|4DMG|57AART|8RCR|aDUST
82	32264 22213	   	184.08	DCR|3VULN|2AART|1DMG|1CDMG	169VULN|2CGEN|3CDMG|4DMG|57AART|8RCR|aERES
83	32264 22216	   	184.08	DCR|3VULN|2AART|1DMG|1CDMG	169VULN|2CGEN|3CDMG|4DMG|57AART|8RCR|aCANHEL
84	35224 22214	   	184.08	DCR|3VULN|2AART|1DMG|1CDMG	169VULN|2CDMG|3ERES|4DMG|57AART|8RCR|aFEWX
85	35224 22215	   	184.08	DCR|3VULN|2AART|1DMG|1CDMG	169VULN|2CDMG|3ERES|4DMG|57AART|8RCR|aCGEN
86	35224 22253	   	184.08	DCR|3VULN|2AART|1DMG|1CDMG	16aVULN|2CDMG|3ERES|4DMG|57AART|8RCR|9CGEN
87	35414 22211	   	184.08	DCR|3VULN|2AART|1DMG|1CDMG	169VULN|2CDMG|3DMG|4CGEN|57AART|8RCR|aDUST
88	35414 22213	   	184.08	DCR|3VULN|2AART|1DMG|1CDMG	169VULN|2CDMG|3DMG|4CGEN|57AART|8RCR|aERES
89	34112 35534	   	184.07	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	12VULN|3RCR|4ZMB|5AART|6MBVNT|7LIT|89DMG|aASPD
90	34112 22312	   	184.07	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	12VULN|3RCR|4ZMB|5AART|6ERES|7DUR|8LHND|9aDMG
91	34112 22412	   	184.07	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	12VULN|3RCR|4ZMB|5AART|6ERES|7DUR|8LWND|9aDMG
92	34112 31812	   	184.07	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	12VULN|3RCR|4ZMB|5AART|6MBVNT|7MLV|8DUR|9aDMG
93	35432 13114	   	184.05	DCR|3VULN|1AART|1DMG|2CDMG|1ZMB	148VULN|26CDMG|3DMG|5CGEN|7AART|9ZMB|aRCR
94	31223 16552	   	184.00	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1aVULN|2MLV|3CDMG|48DMG|5ASPD|6RCR|7RPLT|9AART
95	35423 13163	   	184.00	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	18VULN|2CDMG|34DMG|5DUR|6RCR|7aLHND|9AART
96	35423 13361	   	184.00	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1aVULN|2CDMG|34DMG|5DUR|6RCR|78LHND|9AART
97	34143 62213	 * 	184.00	ACR|4VULN|1AART|2CDMG|1DUR|1SELL	129aVULN|3RCR|4DUR|59FEWX|69CDMG|7AART|8SELL|9BPWR
98	35224 22211	   	183.98	DCR|3VULN|2AART|1DMG|1CDMG	169VULN|2CDMG|3ERES|4DMG|57AART|8RCR|aDUST
99	35224 22213	   	183.98	DCR|3VULN|2AART|1DMG|1CDMG	169VULN|2CDMG|3aERES|4DMG|57AART|8RCR
100	35224 22216	   	183.98	DCR|3VULN|2AART|1DMG|1CDMG	169VULN|2CDMG|3ERES|4DMG|57AART|8RCR|aLEGI
101	64224 22211	   	183.98	DCR|3VULN|2AART|1DMG|1CDMG	1ERES|269VULN|3CDMG|4DMG|57AART|8RCR|aDUST
102	64224 22213	   	183.98	DCR|3VULN|2AART|1DMG|1CDMG	1aERES|269VULN|3CDMG|4DMG|57AART|8RCR
103	35421 12163	   	183.90	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	18VULN|2CDMG|34DMG|5LEGI|6RCR|7DUR|9AART|aLHND
104	35423 13162	   	183.90	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	18VULN|2CDMG|34DMG|5DUR|6RCR|7LHND|9AART|aDUST
105	35224 22243	   	183.83	DCR|3VULN|2AART|1DMG|1CDMG|1SELL	16aVULN|2CDMG|3ERES|4DMG|57AART|8RCR|9SELL
106	35421 12162	   	183.80	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	18VULN|2CDMG|34DMG|5LEGI|6RCR|7DUR|9AART|aDUST
107	35413 11422	   	183.60	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	19VULN|2CDMG|39DMG|48CGEN|5ASPD|6RCR|79MLV|9BPWR|aAART
108	33231 36146	   	183.37	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	14VULN|234LIT|4BPWR|5CDMG|67DMG|8RCR|9AART|aZMB
109	22531 32211	   	183.35	DCR|3VULN|1AART|2CDMG|2DUR|1ZMB|1ASPD	1RPLT|239VULN|39BPWR|49DUR|5ZMB|6ASPD|7AART|89CDMG|aRCR
110	33231 36426	   	183.22	DCR|3DMG|2VULN|1AART|1CDMG	14VULN|234LIT|4BPWR|5CDMG|678DMG|9AART|aRCR
111	36632 24212	 * 	183.03	ACR|3VULN|1AART|3CDMG|2DUR|1SELL	179VULN|2LWND|3RCR|4AART|5SELL|69DUR|89aCDMG|9BPWR
112	35413 11124	   	182.99	DCR|3VULN|2DMG|1CDMG|1DUR|1ASPD	189VULN|2CDMG|39DMG|4CGEN|5ASPD|6RCR|79MLV|9BPWR|aDUR
113	31226 12125	   	182.92	DCR|4VULN|2DMG|1CDMG	179aVULN|2MLV|3CDMG|48DMG|5ERES|6RCR
114	32266 12125	   	182.92	DCR|4VULN|2DMG|1CDMG	179aVULN|2CGEN|3CDMG|48DMG|5ERES|6RCR
115	34112 32821	   	182.89	ACR|4VULN|1AART|1CDMG|1ZMB	129aVULN|3RCR|4ZMB|5AART|6MBVNT|7LWND|8CDMG
116	34112 34488	   	182.89	ACR|4VULN|1AART|1CDMG|1ZMB	1289VULN|3RCR|4ZMB|5AART|6MBVNT|7LHND|aCDMG
117	34112 34821	   	182.89	ACR|4VULN|1AART|1CDMG|1ZMB	129aVULN|3RCR|4ZMB|5AART|6MBVNT|7LHND|8CDMG
118	34112 35448	   	182.89	ACR|4VULN|1AART|1CDMG|1ZMB	128aVULN|3RCR|4ZMB|5AART|6MBVNT|7LIT|9CDMG
119	34112 36821	   	182.89	ACR|4VULN|1AART|1CDMG|1ZMB	129aVULN|3RCR|4ZMB|5AART|6MBVNT|7FEWX|8CDMG
120	35213 12124	   	182.79	DCR|3VULN|2DMG|1CDMG|1ASPD|1DUR	179VULN|2CDMG|39ERES|4CGEN|5ASPD|6RCR|89DMG|9BPWR|aDUR
121	34112 63321	   	182.75	ACR|4VULN|1AART|1CDMG|1ZMB|1SELL	129aVULN|3RCR|4ZMB|5AART|6SELL|7CDMG|8LWND
122	35421 16112	   	182.57	DCR|3DMG|1AART|1VULN|1CDMG|1ASPD	1VULN|2CDMG|349DMG|5LEGI|6RCR|7RPLT|8AART|aASPD
123	34122 53112	   	182.37	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	12VULN|3RCR|4BEXP|5ZMB|6DUR|7MLV|8AART|9aDMG
124	34132 53112	   	182.37	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	12VULN|3RCR|4LHND|5ZMB|6DUR|7MLV|8AART|9aDMG
125	34143 53112	   	182.37	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	12VULN|3RCR|4DUR|5FEWX|6ZMB|7MLV|8AART|9aDMG
126	34111 53112	   	182.37	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	12VULN|3RCR|4ZMB|5FEWX|6DUR|7MLV|8AART|9aDMG
127	34114 53112	   	182.37	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	12VULN|3RCR|4ZMB|5BEXP|6DUR|7MLV|8AART|9aDMG
128	34115 53112	   	182.37	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	12VULN|3RCR|4ZMB|5LWND|6DUR|7MLV|8AART|9aDMG
129	34142 33112	   	182.37	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	12VULN|3RCR|4DUR|5ZMB|6FEWX|7MLV|8AART|9aDMG
130	31213 12123	   	182.37	DCR|3VULN|2DMG|2CDMG|1ASPD	179VULN|2MLV|39CDMG|4CGEN|5ASPD|6RCR|89DMG|9BPWR|aFEWX
131	34111 12112	   	182.27	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	12VULN|3RCR|4ZMB|5FEWX|6ERES|7DUR|8AART|9aDMG
132	34113 12112	   	182.27	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	12VULN|3RCR|4ZMB|5ERES|6FEWX|7DUR|8AART|9aDMG
133	34114 12112	   	182.27	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	12VULN|3RCR|4ZMB|5BEXP|6ERES|7DUR|8AART|9aDMG
134	34122 12112	   	182.27	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	12VULN|3RCR|4BEXP|5ZMB|6ERES|7DUR|8AART|9aDMG
135	34142 15112	   	182.27	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	12VULN|3RCR|4DUR|5ZMB|6ERES|7LWND|8AART|9aDMG
136	34142 43112	   	182.27	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	12VULN|3RCR|4DUR|5ZMB|6DUST|7MLV|8AART|9aDMG
137	31213 12125	   	182.27	DCR|3VULN|2DMG|2CDMG|1ASPD	179VULN|2MLV|39CDMG|4CGEN|5ASPD|6RCR|89DMG|9BPWR|aDUST
138	34113 32112	   	182.17	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	12VULN|3RCR|4ZMB|5ERES|6DUST|7DUR|8AART|9aDMG
139	34142 16112	   	182.17	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	12VULN|3RCR|4DUR|5ZMB|6ERES|7DUST|8AART|9aDMG
140	34152 12112	   	182.17	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	12VULN|3RCR|4DUST|5ZMB|6ERES|7DUR|8AART|9aDMG
141	35334 24223	   	182.17	DCR|3VULN|1AART|2CDMG|2DUR|1ZMB|1SELL	167VULN|27CDMG|37DUR|4RCVC|5AART|7BPWR|8RCR|9SELL|aZMB
142	34112 35184	   	182.14	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	129VULN|3RCR|4ZMB|5AART|6MBVNT|7LIT|8ASPD|aDMG
143	34112 32462	   	182.14	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	128VULN|3RCR|4ZMB|5AART|6MBVNT|7LWND|9DUR|aDMG
144	34112 34462	   	182.14	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	128VULN|3RCR|4ZMB|5AART|6MBVNT|7LHND|9DUR|aDMG
145	34112 36462	   	182.14	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	128VULN|3RCR|4ZMB|5AART|6MBVNT|7FEWX|9DUR|aDMG
146	31213 12121	   	182.12	DCR|3VULN|2DMG|2CDMG|1ASPD|1SELL	179VULN|2MLV|39CDMG|4CGEN|5ASPD|6RCR|89DMG|9BPWR|aSELL
147	31223 14161	   	182.07	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	18aVULN|2MLV|3CDMG|4DMG|5ASPD|6RCR|7LWND|9AART
148	35433 13163	   	182.07	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	148VULN|2CDMG|3DMG|5DUR|6RCR|7aLHND|9AART
149	35433 13361	   	182.07	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	14aVULN|2CDMG|3DMG|5DUR|6RCR|78LHND|9AART
150	34112 35481	 * 	182.07	ACR|5VULN|1AART|1ZMB	1289aVULN|3RCR|4ZMB|5AART|6MBVNT|7LIT
151	35431 12163	   	181.97	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	148VULN|2CDMG|3DMG|5LEGI|6RCR|7DUR|9AART|aLHND
152	31223 15161	   	181.97	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	18aVULN|2MLV|3CDMG|4DMG|5ASPD|6RCR|7DUST|9AART
153	35433 13162	   	181.97	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	148VULN|2CDMG|3DMG|5DUR|6RCR|7LHND|9AART|aDUST
154	34112 63531	   	181.90	ACR|3VULN|1AART|2CDMG|1ZMB|1DUR|1SELL	12aVULN|3RCR|4ZMB|5AART|6SELL|78CDMG|9DUR
155	35431 12162	   	181.87	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	148VULN|2CDMG|3DMG|5LEGI|6RCR|7DUR|9AART|aDUST
156	31226 13261	   	181.54	DCR|3VULN|1AART|1DMG|2CDMG	18aVULN|2MLV|38CDMG|4DMG|5ERES|6RCR|78FEWX|8BPWR|9AART
157	31226 14211	   	181.54	DCR|3VULN|1AART|1DMG|2CDMG	18aVULN|2MLV|38CDMG|4DMG|5ERES|6RCR|78LWND|8BPWR|9AART
158	32266 13261	   	181.54	DCR|3VULN|1AART|1DMG|2CDMG	18aVULN|2CGEN|38CDMG|4DMG|5ERES|6RCR|78FEWX|8BPWR|9AART
159	32266 14211	   	181.54	DCR|3VULN|1AART|1DMG|2CDMG	18aVULN|2CGEN|38CDMG|4DMG|5ERES|6RCR|78LWND|8BPWR|9AART
160	35423 12151	   	181.50	DCR|3DMG|1VULN|1CDMG|2DUR|1ZMB|1ASPD	1VULN|2CDMG|348DMG|57DUR|6RCR|9ASPD|aZMB
161	35223 11122	   	181.47	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	189VULN|2CDMG|39ERES|4DMG|5ASPD|6RCR|79MLV|9BPWR|aAART
162	31226 15261	   	181.34	DCR|3VULN|1AART|1DMG|2CDMG	18aVULN|2MLV|38CDMG|4DMG|5ERES|6RCR|78DUST|8BPWR|9AART
163	34211 52531	   	181.29	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	129VULN|3AART|46CGEN|5RCR|7DUR|8CDMG|aDMG
164	35423 12522	   	181.15	DCR|3VULN|2DMG|1CDMG|2DUR	189VULN|2CDMG|34DMG|57DUR|6RCR|aFEWX
165	35423 12523	   	181.15	DCR|3VULN|2DMG|1CDMG|2DUR	189VULN|2CDMG|34DMG|57DUR|6RCR|aCGEN
166	35433 12122	   	181.15	DCR|3VULN|2DMG|1CDMG|2DUR	149VULN|2CDMG|38DMG|57DUR|6RCR|aFEWX
167	35433 12123	   	181.15	DCR|3VULN|2DMG|1CDMG|2DUR	149VULN|2CDMG|38DMG|57DUR|6RCR|aCGEN
168	35423 12116	   	181.05	DCR|3DMG|2VULN|1CDMG|2DUR	1aVULN|2CDMG|348DMG|57DUR|6RCR|9MBVNT
169	35423 12521	   	181.05	DCR|3VULN|2DMG|1CDMG|2DUR	189VULN|2CDMG|34DMG|57DUR|6RCR|aCANSTR
170	35433 12121	   	181.05	DCR|3VULN|2DMG|1CDMG|2DUR	149VULN|2CDMG|38DMG|57DUR|6RCR|aCANSTR
