0	Index      	 *	Score 	Summary	Detail	
1	62213 31343	 * 	245.11	DCR|3DMG|2AART|2ASPD|1VULN|1CDMG	12aDMG|34AART|5VULN|68ASPD|7RCR|9CDMG
13	62213 31345	   	229.78	DCR|2AART|2DMG|2ASPD|1VULN|1CDMG	12DMG|34AART|5VULN|68ASPD|7RCR|9CDMG|aRCVC
14	62213 31315	   	229.45	DCR|2AART|2DMG|2ASPD|1VULN|1CDMG	12DMG|34AART|5VULN|68ASPD|7RCR|9LWND|aCDMG
15	62213 31341	   	229.45	DCR|2AART|2DMG|2ASPD|1VULN|1CDMG	12DMG|34AART|5VULN|68ASPD|7RCR|9CDMG|aAME
16	62213 31342	   	229.45	DCR|2AART|2DMG|2ASPD|1VULN|1CDMG	12DMG|34AART|5VULN|68ASPD|7RCR|9CDMG|aMLV
17	62213 31344	   	229.45	DCR|2AART|2DMG|2ASPD|1VULN|1CDMG	12DMG|34AART|5VULN|68ASPD|7RCR|9CDMG|aFEWX
18	62213 31365	   	229.45	DCR|2AART|2DMG|2ASPD|1VULN|1CDMG	12DMG|34AART|5VULN|68ASPD|7RCR|9LHND|aCDMG
19	62213 31346	   	229.35	DCR|2AART|2DMG|2ASPD|1VULN|1CDMG|1MSE	12DMG|34AART|5VULN|68ASPD|7RCR|9CDMG|aMSE
20	11236 16126	 * 	228.89	DCR|3VULN|3ASPD|2DMG|1DUR	157VULN|27DMG|3MLV|4DUST|67aASPD|7BPWR|8DUR|9RCR
21	62213 31322	   	228.86	DCR|3DMG|2AART|2ASPD|1VULN	129DMG|34AART|5VULN|68ASPD|7RCR|aFEWX
22	62213 31325	   	228.86	DCR|3DMG|2AART|2ASPD|1VULN	129DMG|34AART|5VULN|68ASPD|7RCR|aCGEN
23	62213 31326	   	228.86	DCR|3DMG|2AART|2ASPD|1VULN	129DMG|34AART|5VULN|68ASPD|7RCR|aAME
24	11136 16126	   	228.79	DCR|3VULN|3ASPD|2DMG|1DUR	157VULN|27DMG|3ERES|4DUST|67aASPD|7BPWR|8DUR|9RCR
25	62213 31435	   	228.78	DCR|2AART|2DMG|1VULN|1ASPD|1CDMG|2DUR	12DMG|34AART|5VULN|6ASPD|7RCR|89DUR|aCDMG
26	62213 31321	   	228.76	DCR|3DMG|2AART|2ASPD|1VULN	129DMG|34AART|5VULN|68ASPD|7RCR|aERES
27	11211 16123	   	228.45	DCR|3VULN|2DMG|2ASPD|2DUR	17aVULN|27DMG|3aMLV|4RMIN|5CGEN|67ASPD|7aBPWR|8aDUR|9RCR
28	62213 31462	   	227.67	DCR|2VULN|2AART|2DMG|1ASPD|1DUR	12DMG|34AART|5aVULN|6ASPD|7RCR|8DUR|9CGEN
29	65211 16123	   	226.27	DCR|3DMG|2VULN|2ASPD|2DUR	17aDMG|27VULN|3aMLV|4RMIN|5CGEN|67ASPD|7aBPWR|8aDUR|9RCR
30	11265 26123	   	225.68	DCR|3VULN|2DMG|2ASPD|2DUR	17aVULN|27DMG|3aMLV|4CGEN|57ASPD|6RMIN|7aBPWR|8aDUR|9RCR
31	13255 31213	 * 	225.66	ACR|3VULN|2DMG|3CDMG|1AART|1ASPD	179VULN|2DUST|369CDMG|4RCR|59DMG|8AART|9BPWR|aASPD
32	62213 31245	   	225.57	DCR|2AART|2DMG|1VULN|1ASPD|1CDMG|1ZMB	12DMG|34AART|5VULN|6ASPD|7RCR|8CGEN|9ZMB|aCDMG
33	12338 46172	 * 	225.51	DCR|4VULN|2DMG|2ASPD	129aVULN|3RPLT|4MBVNT|5VENFST|6aDMG|7aASPD|8RCR|aBPWR
34	62213 11345	   	225.47	DCR|2AART|2DMG|1VULN|1ASPD|1CDMG|1AAC|1ZMB	12DMG|34AART|5VULN|6AAC|7RCR|8ASPD|9ZMB|aCDMG
35	62314 21312	   	225.15	DCR|2VULN|2DMG|1AART|1ASPD|2ZMB|1DUR	12DMG|34ZMB|5DUR|6AART|7RCR|8ASPD|9aVULN
36	12361 32332	   	224.29	DCR|3VULN|2ASPD|1AART|1DMG|1ZMB	127VULN|3RPLT|4AART|57CGEN|67ASPD|7BPWR|8DMG|9RCR|aZMB
37	15253 23353	 * 	223.63	ACR|1SPLARM|2VULN|1MDPS|1AART|1ASPD|1DMG|1CDMG	18VULN|2BEXP|3CDMG|4RCR|5SPLARM|6MDPS|7ASPD|9DMG|aAART
38	62213 31351	   	223.54	DCR|2AART|2DMG|2ASPD|1VULN|1ZMB	12DMG|34AART|5VULN|68ASPD|7RCR|9ZMB|aFEWX
39	62213 31352	   	223.54	DCR|2AART|2DMG|2ASPD|1VULN|1ZMB	12DMG|34AART|5VULN|68ASPD|7RCR|9ZMB|aBEXP
40	62213 31356	   	223.54	DCR|2AART|2DMG|2ASPD|1VULN|1ZMB	12DMG|34AART|5VULN|68ASPD|7RCR|9ZMB|aLWND
41	62212 61312	   	223.53	DCR|2VULN|2AART|2DMG|1ASPD	12DMG|34AART|5LWND|6RMIN|7RCR|8ASPD|9aVULN
42	62213 61213	   	223.53	DCR|2VULN|2AART|2DMG|1ASPD	12DMG|34AART|59VULN|6RMIN|7RCR|8CGEN|aASPD
43	62213 61311	   	223.53	DCR|2VULN|2AART|2DMG|1ASPD	12DMG|34AART|59VULN|6RMIN|7RCR|8ASPD|aFEWX
44	62213 61312	   	223.53	DCR|2VULN|2AART|2DMG|1ASPD	12DMG|34AART|59VULN|6RMIN|7RCR|8ASPD|aBEXP
45	62213 61316	   	223.53	DCR|2VULN|2AART|2DMG|1ASPD	12DMG|34AART|59VULN|6RMIN|7RCR|8ASPD|aLWND
46	62213 61613	   	223.53	DCR|2VULN|2AART|2DMG|1ASPD	12DMG|34AART|59VULN|6RMIN|7RCR|8MLV|aASPD
47	62213 31354	   	223.44	DCR|2AART|2DMG|2ASPD|1VULN|1ZMB	12DMG|34AART|5VULN|68ASPD|7RCR|9ZMB|aDUST
48	62213 31355	   	223.44	DCR|2AART|2DMG|2ASPD|1VULN|1ZMB	12DMG|34AART|5VULN|68ASPD|7RCR|9ZMB|aMBVNT
49	62213 61314	   	223.43	DCR|2VULN|2AART|2DMG|1ASPD	12DMG|34AART|59VULN|6RMIN|7RCR|8ASPD|aDUST
50	62213 61315	   	223.43	DCR|2VULN|2AART|2DMG|1ASPD	12DMG|34AART|59VULN|6RMIN|7RCR|8ASPD|aMBVNT
51	12411 13255	 * 	221.78	DCR|5VULN|3ZMB|1AART	12356VULN|459ZMB|5BPWR|7RMIN|8RCR|aAART
52	62213 31525	   	221.51	DCR|2AART|2DMG|2ASPD|1VULN|1DUR	12DMG|34AART|5VULN|6aASPD|7RCR|8LIT|9DUR
53	62212 31343	   	221.33	DCR|3DMG|2AART|2ASPD|1CDMG	12aDMG|34AART|5LWND|68ASPD|7RCR|9CDMG
54	11315 13514	   	221.31	DCR|4VULN|2DMG|2ASPD	1478VULN|29DMG|3LEGI|56ASPD|aRCR
55	11326 13514	   	221.31	DCR|4VULN|2DMG|2ASPD	1578VULN|29DMG|3LEGI|46ASPD|aRCR
56	62265 31323	   	221.09	DCR|3DMG|2ASPD|1VULN|1AART|1DUR	129DMG|3AART|4VULN|5DMSP|68ASPD|7RCR|aDUR
57	62223 61312	   	221.00	DCR|2VULN|2DMG|1AART|1ASPD|2DUR	12DMG|3AART|45DUR|6RMIN|7RCR|8ASPD|9aVULN
58	11211 16125	   	220.83	DCR|3DMG|2VULN|2ASPD|1DUR	17VULN|27aDMG|3MLV|4RMIN|5CGEN|67ASPD|7BPWR|8DUR|9RCR
59	11216 16125	   	220.83	DCR|3DMG|2VULN|2ASPD|1DUR	17VULN|27aDMG|3MLV|4RMIN|5AME|67ASPD|7BPWR|8DUR|9RCR
60	11111 16125	   	220.73	DCR|3DMG|2VULN|2ASPD|1DUR	17VULN|27aDMG|3ERES|4RMIN|5CGEN|67ASPD|7BPWR|8DUR|9RCR
61	11116 16125	   	220.73	DCR|3DMG|2VULN|2ASPD|1DUR	17VULN|27aDMG|3ERES|4RMIN|5AME|67ASPD|7BPWR|8DUR|9RCR
62	62213 31442	   	220.70	DCR|2VULN|2AART|2DMG|1ASPD|1AAC|1DUR	12DMG|34AART|5aVULN|6ASPD|7RCR|8DUR|9AAC
63	11112 16125	   	220.63	DCR|3DMG|2VULN|2ASPD|1DUR	17VULN|27aDMG|3ERES|4RMIN|5TLV|67ASPD|7BPWR|8DUR|9RCR
64	62262 51313	   	219.44	DCR|2VULN|2DMG|2ASPD|1AART	12DMG|3AART|49VULN|5TLV|6RCVC|7RCR|8aASPD
65	62213 61325	   	219.40	DCR|2AART|2DMG|1VULN|1ASPD|1CDMG	12DMG|34AART|5VULN|6RMIN|7RCR|8ASPD|9CGEN|aCDMG
66	62212 31212	   	219.36	DCR|2VULN|2AART|2DMG|1ASPD	12DMG|34AART|5LWND|6ASPD|7RCR|8CGEN|9aVULN
67	62212 31612	   	219.36	DCR|2VULN|2AART|2DMG|1ASPD	12DMG|34AART|5LWND|6ASPD|7RCR|8MLV|9aVULN
68	62213 31211	   	219.36	DCR|2VULN|2AART|2DMG|1ASPD	12DMG|34AART|59VULN|6ASPD|7RCR|8CGEN|aFEWX
69	62213 31212	   	219.36	DCR|2VULN|2AART|2DMG|1ASPD	12DMG|34AART|59VULN|6ASPD|7RCR|8CGEN|aBEXP
70	62213 31216	   	219.36	DCR|2VULN|2AART|2DMG|1ASPD	12DMG|34AART|59VULN|6ASPD|7RCR|8CGEN|aLHND
71	62213 31561	   	219.36	DCR|2VULN|2AART|2DMG|1ASPD	12DMG|34AART|59VULN|6ASPD|7RCR|8LIT|aMLV
72	62213 31562	   	219.36	DCR|2VULN|2AART|2DMG|1ASPD	12DMG|34AART|59VULN|6ASPD|7RCR|8LIT|aLHND
73	62213 31563	   	219.36	DCR|2VULN|2AART|2DMG|1ASPD	12DMG|34AART|59VULN|6ASPD|7RCR|8LIT|aBEXP
74	62213 31611	   	219.36	DCR|2VULN|2AART|2DMG|1ASPD	12DMG|34AART|59VULN|6ASPD|7RCR|8MLV|aFEWX
75	62213 31612	   	219.36	DCR|2VULN|2AART|2DMG|1ASPD	12DMG|34AART|59VULN|6ASPD|7RCR|8MLV|aBEXP
76	62213 31616	   	219.36	DCR|2VULN|2AART|2DMG|1ASPD	12DMG|34AART|59VULN|6ASPD|7RCR|8MLV|aLHND
77	62212 11312	   	219.26	DCR|2VULN|2AART|2DMG|1ASPD|1AAC	12DMG|34AART|5LWND|6AAC|7RCR|8ASPD|9aVULN
78	62213 11213	   	219.26	DCR|2VULN|2AART|2DMG|1ASPD|1AAC	12DMG|34AART|59VULN|6AAC|7RCR|8CGEN|aASPD
79	62213 11311	   	219.26	DCR|2VULN|2AART|2DMG|1ASPD|1AAC	12DMG|34AART|59VULN|6AAC|7RCR|8ASPD|aFEWX
80	62213 11312	   	219.26	DCR|2VULN|2AART|2DMG|1ASPD|1AAC	12DMG|34AART|59VULN|6AAC|7RCR|8ASPD|aBEXP
81	62213 11316	   	219.26	DCR|2VULN|2AART|2DMG|1ASPD|1AAC	12DMG|34AART|59VULN|6AAC|7RCR|8ASPD|aLWND
82	62213 11613	   	219.26	DCR|2VULN|2AART|2DMG|1ASPD|1AAC	12DMG|34AART|59VULN|6AAC|7RCR|8MLV|aASPD
83	62213 31162	   	219.26	DCR|2VULN|2AART|2DMG|1ASPD	12DMG|34AART|5aVULN|6ASPD|7RCR|8DUST|9CGEN
84	62213 31214	   	219.26	DCR|2VULN|2AART|2DMG|1ASPD	12DMG|34AART|59VULN|6ASPD|7RCR|8CGEN|aDUST
85	62213 31215	   	219.26	DCR|2VULN|2AART|2DMG|1ASPD	12DMG|34AART|59VULN|6ASPD|7RCR|8CGEN|aMBVNT
86	62213 31235	   	219.26	DCR|2VULN|2AART|2DMG|1ASPD	12DMG|34AART|5aVULN|6ASPD|7RCR|8CGEN|9ERES
87	62213 31614	   	219.26	DCR|2VULN|2AART|2DMG|1ASPD	12DMG|34AART|59VULN|6ASPD|7RCR|8MLV|aDUST
88	62213 31615	   	219.26	DCR|2VULN|2AART|2DMG|1ASPD	12DMG|34AART|59VULN|6ASPD|7RCR|8MLV|aMBVNT
89	62213 11314	   	219.16	DCR|2VULN|2AART|2DMG|1ASPD|1AAC	12DMG|34AART|59VULN|6AAC|7RCR|8ASPD|aDUST
90	62213 11315	   	219.16	DCR|2VULN|2AART|2DMG|1ASPD|1AAC	12DMG|34AART|59VULN|6AAC|7RCR|8ASPD|aMBVNT
91	12126 16413	   	219.16	DCR|3VULN|2ASPD|1CDMG|2ZMB|1DUR	12aVULN|3CGEN|4aASPD|5RMIN|6DUR|7RCR|8CDMG|9aZMB|aBPWR
92	62223 31343	   	218.80	DCR|3DMG|2ASPD|1AART|1CDMG|2DUR	12aDMG|3AART|45DUR|68ASPD|7RCR|9CDMG
93	11211 14246	   	218.60	DCR|3VULN|2DMG|2ASPD|1AAC	19aVULN|29DMG|3MLV|4RMIN|5CGEN|69ASPD|7RCR|8AAC|9BPWR
94	11211 16126	   	218.10	DCR|3ASPD|2VULN|2DMG|1DUR	17VULN|27DMG|3MLV|4RMIN|5CGEN|67aASPD|7BPWR|8DUR|9RCR
95	11216 16126	   	218.10	DCR|3ASPD|2VULN|2DMG|1DUR	17VULN|27DMG|3MLV|4RMIN|5AME|67aASPD|7BPWR|8DUR|9RCR
96	12411 13251	 * 	218.07	DCR|5VULN|3ZMB|1DMG	12356VULN|459ZMB|5BPWR|7RMIN|8RCR|aDMG
97	11111 16126	   	218.00	DCR|3ASPD|2VULN|2DMG|1DUR	17VULN|27DMG|3ERES|4RMIN|5CGEN|67aASPD|7BPWR|8DUR|9RCR
98	11116 16126	   	218.00	DCR|3ASPD|2VULN|2DMG|1DUR	17VULN|27DMG|3ERES|4RMIN|5AME|67aASPD|7BPWR|8DUR|9RCR
99	11112 16126	   	217.90	DCR|3ASPD|2VULN|2DMG|1DUR	17VULN|27DMG|3ERES|4RMIN|5TLV|67aASPD|7BPWR|8DUR|9RCR
100	62265 31213	   	217.51	DCR|2VULN|2DMG|2ASPD|1AART	12DMG|3AART|49VULN|5DMSP|6aASPD|7RCR|8CGEN
101	62265 11313	   	217.41	DCR|2VULN|2DMG|2ASPD|1AART|1AAC	12DMG|3AART|49VULN|5DMSP|6AAC|7RCR|8aASPD
102	62223 31212	   	216.84	DCR|2VULN|2DMG|1AART|1ASPD|2DUR	12DMG|3AART|45DUR|6ASPD|7RCR|8CGEN|9aVULN
103	62312 21312	   	216.84	DCR|2VULN|2DMG|1AART|1ASPD|2ZMB	12DMG|34ZMB|5FEWX|6AART|7RCR|8ASPD|9aVULN
104	62313 21312	   	216.84	DCR|2VULN|2DMG|1AART|1ASPD|2ZMB	12DMG|34ZMB|5BEXP|6AART|7RCR|8ASPD|9aVULN
105	11241 16125	   	216.78	DCR|3DMG|2VULN|2ASPD|1DUR	17VULN|27aDMG|3MLV|4RCVC|5BEXP|67ASPD|7BPWR|8DUR|9RCR
106	11242 16125	   	216.78	DCR|3DMG|2VULN|2ASPD|1DUR	17VULN|27aDMG|3MLV|4RCVC|5FEWX|67ASPD|7BPWR|8DUR|9RCR
107	62223 11312	   	216.74	DCR|2VULN|2DMG|1AART|1ASPD|2DUR|1AAC	12DMG|3AART|45DUR|6AAC|7RCR|8ASPD|9aVULN
108	11141 16125	   	216.68	DCR|3DMG|2VULN|2ASPD|1DUR	17VULN|27aDMG|3ERES|4RCVC|5BEXP|67ASPD|7BPWR|8DUR|9RCR
109	11142 16125	   	216.68	DCR|3DMG|2VULN|2ASPD|1DUR	17VULN|27aDMG|3ERES|4RCVC|5FEWX|67ASPD|7BPWR|8DUR|9RCR
110	11243 16125	   	216.68	DCR|3DMG|2VULN|2ASPD|1DUR	17VULN|27aDMG|3MLV|4RCVC|5DUST|67ASPD|7BPWR|8DUR|9RCR
111	11143 16125	   	216.58	DCR|3DMG|2VULN|2ASPD|1DUR	17VULN|27aDMG|3ERES|4RCVC|5DUST|67ASPD|7BPWR|8DUR|9RCR
112	11211 14663	   	216.42	DCR|3DMG|2VULN|2ASPD	1aVULN|29aDMG|3MLV|4RMIN|5CGEN|6aASPD|7RCR|8LEGI|aBPWR
113	11236 16124	   	216.30	DCR|3VULN|2DMG|2ASPD|1DUR	157VULN|27DMG|3MLV|4DUST|67ASPD|7BPWR|8DUR|9RCR|aRCVC
114	11136 16124	   	216.20	DCR|3VULN|2DMG|2ASPD|1DUR	157VULN|27DMG|3ERES|4DUST|67ASPD|7BPWR|8DUR|9RCR|aRCVC
115	62332 21312	   	216.08	DCR|2VULN|2DMG|1AART|1ASPD|1ZMB	12DMG|3ZMB|4FEWX|5RCVC|6AART|7RCR|8ASPD|9aVULN
116	12361 22232	 * 	215.98	DCR|3VULN|1MDPS|2DMG|1AART	127VULN|3RPLT|4AART|57CGEN|67DMG|7BPWR|8ERES|9RCR|aMDPS
117	11236 16121	   	215.97	DCR|3VULN|2DMG|2ASPD|1DUR	157VULN|27DMG|3MLV|4DUST|67ASPD|7BPWR|8DUR|9RCR|aAELBLL
118	11236 16122	   	215.97	DCR|3VULN|2DMG|2ASPD|1DUR	157VULN|27DMG|3MLV|4DUST|67ASPD|7BPWR|8DUR|9RCR|aCGEN
119	11311 16325	   	215.97	DCR|3VULN|2DMG|2ASPD|1DUR	147VULN|2aDMG|3LEGI|57CGEN|67ASPD|7BPWR|8DUR|9RCR
120	11316 16325	   	215.97	DCR|3VULN|2DMG|2ASPD|1DUR	147VULN|2aDMG|3LEGI|57AME|67ASPD|7BPWR|8DUR|9RCR
121	11136 16121	   	215.87	DCR|3VULN|2DMG|2ASPD|1DUR	157VULN|27DMG|3ERES|4DUST|67ASPD|7BPWR|8DUR|9RCR|aAELBLL
122	11136 16122	   	215.87	DCR|3VULN|2DMG|2ASPD|1DUR	157VULN|27DMG|3ERES|4DUST|67ASPD|7BPWR|8DUR|9RCR|aCGEN
123	11236 16123	   	215.87	DCR|3VULN|2DMG|2ASPD|1DUR	157VULN|27DMG|3MLV|4aDUST|67ASPD|7BPWR|8DUR|9RCR
124	11136 16123	   	215.77	DCR|3VULN|2DMG|2ASPD|1DUR	157VULN|27DMG|3ERES|4aDUST|67ASPD|7BPWR|8DUR|9RCR
125	62222 61312	   	215.76	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	12DMG|3AART|4DUR|5AELBLL|6RMIN|7RCR|8ASPD|9aVULN
126	62334 51312	   	215.66	DCR|2VULN|2DMG|1AART|1ASPD|1ZMB	12DMG|3ZMB|4FEWX|5AART|6RCVC|7RCR|8ASPD|9aVULN
127	62213 31255	   	215.23	DCR|2AART|2DMG|1VULN|1ASPD|1CDMG	12DMG|34AART|5VULN|6ASPD|7RCR|8CGEN|9AME|aCDMG
128	62213 31625	   	215.23	DCR|2AART|2DMG|1VULN|1ASPD|1CDMG	12DMG|34AART|5VULN|6ASPD|7RCR|8MLV|9CGEN|aCDMG
129	62312 21345	 * 	215.21	DCR|3DMG|2ASPD|3ZMB|1AART	12aDMG|349ZMB|5aFEWX|6AART|7RCR|8aASPD|aBPWR
130	62313 21345	   	215.21	DCR|3DMG|2ASPD|3ZMB|1AART	12aDMG|349ZMB|5aBEXP|6AART|7RCR|8aASPD|aBPWR
131	62213 11325	   	215.13	DCR|2AART|2DMG|1VULN|1ASPD|1CDMG|1AAC	12DMG|34AART|5VULN|6AAC|7RCR|8ASPD|9CGEN|aCDMG
132	62213 11355	   	215.13	DCR|2AART|2DMG|1VULN|1ASPD|1CDMG|1AAC	12DMG|34AART|5VULN|6AAC|7RCR|8ASPD|9AME|aCDMG
133	62213 31265	   	215.13	DCR|2AART|2DMG|1VULN|1ASPD|1CDMG	12DMG|34AART|5VULN|6ASPD|7RCR|8CGEN|9TLV|aCDMG
