0	Index      	 *	Score 	Summary	Detail	
1	13252 11463	 * 	214.63	DCR|3DMG|1AART|1VULN|1ASPD|1NUKE	1LIT|258DMG|3ASPD|4AART|6VULN|7CGEN|9RCR|aNUKE
21	22323 31614	 * 	200.45	DCR|5VULN|1AART	1aTLV|2358aVULN|4RMIN|6aFEWX|7RCR|9AART|aBPWR
22	22323 41614	   	200.25	DCR|5VULN|1AART	1aTLV|2358aVULN|4RMIN|6aDUST|7RCR|9AART|aBPWR
23	41153 51313	   	200.17	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1LHND|2AART|3LIT|45VULN|6RCR|7RMIN|8ASPD|9DUR|aDMG
24	31264 32423	   	199.82	DCR|2VULN|1MDPS|2ASPD|1AART|1DMG	1MLV|2LIT|34ASPD|5MDPS|69VULN|7RCR|8DMG|aAART
25	14234 32423	   	199.72	DCR|2VULN|1MDPS|2ASPD|1AART|1DMG	1LIT|2ERES|34ASPD|5MDPS|69VULN|7RCR|8DMG|aAART
26	21264 32423	   	199.72	DCR|2VULN|1MDPS|2ASPD|1AART|1DMG	1TLV|2LIT|34ASPD|5MDPS|69VULN|7RCR|8DMG|aAART
27	63125 22142	   	199.13	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2LHND|3DUR|4AART|57VULN|6RCR|8DMG|9CDMG|aSPLREG
28	22313 51621	   	199.12	DCR|4VULN|1AART|1ASPD	15TLV|2389VULN|4LWND|6ASPD|7RCR|aAART
29	22353 51621	   	199.12	DCR|4VULN|1AART|1ASPD	15TLV|2389VULN|4LHND|6ASPD|7RCR|aAART
30	13343 43241	 * 	199.03	DCR|2DMG|2ASPD|1AART|1VULN	1LIT|2aDMG|3DUST|4CGEN|5VULN|6RCR|7AART|89ASPD
31	12236 11255	 * 	198.94	DCR|3VULN|1ASPD|1DMG|1CDMG	1LIT|2RMIN|3ASPD|4DMG|568VULN|7AME|9RCR|aCDMG
32	12236 12355	   	198.84	DCR|3VULN|1ASPD|1DMG|1CDMG	1LIT|2RMIN|3ASPD|4DMG|568VULN|7ERES|9RCR|aCDMG
33	22122 51132	   	198.52	DCR|3VULN|1AART|1ASPD|1DUR	1TLV|259VULN|35ERES|4RMIN|5BPWR|6ASPD|7RCR|8DUR|aAART
34	22122 51612	   	198.52	DCR|3VULN|1AART|1ASPD|1DUR	1TLV|258VULN|35ERES|4RMIN|5BPWR|6ASPD|7RCR|9DUR|aAART
35	12252 63633	   	198.08	DCR|2DMG|1AART|1VULN|1ASPD|1ZMB	1LIT|2RMIN|3ASPD|4AART|5aDMG|6LEGI|7ZMB|8RCR|9VULN
36	11143 43236	   	197.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1LIT|2DUST|3ZMB|4CGEN|5aVULN|6RCR|7AART|8ASPD|9DMG
37	41412 33343	   	197.64	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1LHND|28AART|3LWND|4ASPD|5CDMG|6FEWX|7RCR|9VULN|aDMG
38	13251 44321	 * 	197.16	DCR|2DMG|1AART|1VULN|1ASPD|1CDMG	1LIT|2aDMG|3ASPD|4AART|5CDMG|6CGEN|7VULN|8RCR|9FEWX
39	13252 14216	   	197.09	DCR|2VULN|2DMG|1AART|1ASPD|1AAC	1LIT|25DMG|3ASPD|4AART|68VULN|7AAC|9ERES|aRCR
40	12236 11254	   	196.91	DCR|3VULN|2ASPD|1DMG	1LIT|2RMIN|3aASPD|4DMG|568VULN|7AME|9RCR
41	12236 12354	   	196.81	DCR|3VULN|2ASPD|1DMG	1LIT|2RMIN|3aASPD|4DMG|568VULN|7ERES|9RCR
42	22315 15362	   	196.64	DCR|3VULN|1AART|1ASPD|1ZMB	1TLV|237VULN|4LWND|5RMIN|6ASPD|8ZMB|9RCR|aAART
43	22323 22662	   	196.64	DCR|3VULN|1AART|1ASPD|1ZMB	1TLV|235VULN|4RMIN|6ZMB|7ASPD|8LWND|9RCR|aAART
44	22323 26662	   	196.64	DCR|3VULN|1AART|1DMG|1ZMB	1TLV|235VULN|4RMIN|6ZMB|7DMG|8LWND|9RCR|aAART
45	22355 12362	   	196.64	DCR|3VULN|1AART|1ASPD|1ZMB	1TLV|237VULN|4LHND|5RMIN|6ASPD|8ZMB|9RCR|aAART
46	22323 12165	   	196.63	DCR|4VULN|2ASPD	19aTLV|235aVULN|4RMIN|6RCVC|7aASPD|8RCR|aBPWR
47	13225 13161	   	196.02	DCR|2VULN|2ASPD|1AART|1DMG	18LIT|2DMG|38ASPD|4ERES|5LWND|68VULN|7BELT|8BPWR|9RCR|aAART
48	41153 53133	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1LHND|2AART|3LIT|45VULN|6RCR|7DUR|8AAC|9DMG|aASPD
49	41153 53231	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR|1MSE	1LHND|2AART|3LIT|45VULN|6RCR|7DUR|8ASPD|9DMG|aMSE
50	41153 53232	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1LHND|2AART|3LIT|45VULN|6RCR|7DUR|8ASPD|9DMG|aDUST
51	32324 12335	 * 	195.84	DCR|4VULN|1MDPS|1AART|2DUR	18MLV|238aVULN|4RMIN|5AART|68DUR|7MDPS|8BPWR|9RCR
52	13262 26612	 * 	195.79	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1LIT|2DMG|34ASPD|5VULN|6CDMG|7RCR|8DMSP|9CGEN|aAART
53	13262 26116	   	195.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1LIT|2DMG|34ASPD|5VULN|6CDMG|7RCR|8AME|9DUST|aAART
54	13262 26622	   	195.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1LIT|2DMG|34ASPD|5VULN|6CDMG|7RCR|8DMSP|9TLV|aAART
55	13262 26632	   	195.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1LIT|2DMG|34ASPD|5VULN|6CDMG|7RCR|8DMSP|9ERES|aAART
56	13251 44313	   	195.54	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1LIT|2DMG|3ASPD|4aAART|5CDMG|6CGEN|7VULN|8RCR|9TLV
57	22313 51626	   	195.40	DCR|4VULN|1ASPD|1DMG	15TLV|2389VULN|4LWND|6ASPD|7RCR|aDMG
58	42423 12362	   	195.25	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1LHND|2DMG|3RCVC|4TLV|57VULN|6ASPD|8ZMB|9RCR|aAART
59	42431 12362	   	195.25	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1LHND|2DMG|3RCVC|47VULN|5ERES|6ASPD|8ZMB|9RCR|aAART
60	42433 12362	   	195.25	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1LHND|2DMG|3RCVC|47VULN|5TLV|6ASPD|8ZMB|9RCR|aAART
61	41612 33143	   	195.12	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|2DUR	1LHND|2AART|38DUR|4ASPD|5CDMG|6FEWX|7RCR|9VULN|aDMG
62	22322 51136	   	194.90	DCR|3VULN|1DMG|1ASPD|1DUR	1TLV|239VULN|4RMIN|5MLV|6ASPD|7RCR|8DUR|aDMG
63	22335 51136	   	194.90	DCR|3VULN|1DMG|1ASPD|1DUR	1TLV|239VULN|4MLV|5RMIN|6ASPD|7RCR|8DUR|aDMG
64	32122 51136	   	194.90	DCR|3VULN|1ASPD|1DMG|1DUR	1MLV|259VULN|35ERES|4RMIN|5BPWR|6ASPD|7RCR|8DUR|aDMG
65	42133 21626	 * 	194.87	DCR|3VULN|3DMG	1LHND|24aDMG|34ERES|4BPWR|589VULN|6RCVC|7RCR
66	22122 51136	   	194.80	DCR|3VULN|1ASPD|1DMG|1DUR	1TLV|259VULN|35ERES|4RMIN|5BPWR|6ASPD|7RCR|8DUR|aDMG
67	22122 51616	   	194.80	DCR|3VULN|1ASPD|1DMG|1DUR	1TLV|258VULN|35ERES|4RMIN|5BPWR|6ASPD|7RCR|9DUR|aDMG
68	13252 11461	   	194.56	DCR|3DMG|1AART|1VULN|1ASPD	1LIT|258DMG|3ASPD|4AART|6VULN|7aCGEN|9RCR
69	12343 43236	   	194.54	DCR|2VULN|1AART|1ASPD|1DMG	1LIT|2RMIN|3DUST|4CGEN|5aVULN|6RCR|7AART|8ASPD|9DMG
70	13252 11462	   	194.46	DCR|3DMG|1AART|1VULN|1ASPD	1LIT|258DMG|3ASPD|4AART|6VULN|7CGEN|9RCR|aDUST
71	35246 12333	 * 	194.11	DCR|3VULN|2ASPD|3ZMB	19MLV|2LHND|358ZMB|479VULN|69ASPD|9BPWR|aRCR
72	44133 12333	   	194.01	DCR|3VULN|2ASPD|3ZMB	19LHND|248ZMB|34ERES|49BPWR|579VULN|69ASPD|aRCR
73	44223 12333	   	194.01	DCR|3VULN|2ASPD|3ZMB	19LHND|238ZMB|4TLV|579VULN|69ASPD|9BPWR|aRCR
74	41533 42313	   	194.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1LHND|2AART|3CGEN|45VULN|6ASPD|7RCR|8LIT|9DUR|aDMG
75	25246 12333	   	193.91	DCR|3VULN|2ASPD|3ZMB	19TLV|2LHND|358ZMB|479VULN|69ASPD|9BPWR|aRCR
76	41533 42211	   	193.80	DCR|3VULN|1AART|1ASPD|1ZMB	1LHND|2AART|38CGEN|45aVULN|6ASPD|7RCR|9ZMB
77	63125 22135	   	193.78	DCR|3VULN|1AART|1DMG|1DUR	1BEXP|2LHND|3DUR|4AART|57aVULN|6RCR|8DMG|9CGEN
78	11143 43221	   	193.63	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB	1LIT|2DUST|3ZMB|4CGEN|5VULN|6RCR|79AART|8ASPD|aDMG
79	34312 41238	 * 	193.53	DCR|2VULN|2DMG|1MDPS|1AART|1DUR	19MLV|2MBVNT|39VULN|4BEXP|5DUR|6RCR|79DMG|8MDPS|9BPWR|aAART
80	34312 42438	   	193.53	DCR|2VULN|2DMG|1MDPS|1AART|1DUR	19MLV|2MBVNT|39VULN|4BEXP|5DUR|6RCR|7MDPS|89DMG|9BPWR|aAART
81	34332 41238	   	193.53	DCR|2VULN|2DMG|1MDPS|1AART|1DUR	19MLV|2MBVNT|39VULN|4LHND|5DUR|6RCR|79DMG|8MDPS|9BPWR|aAART
82	34332 42438	   	193.53	DCR|2VULN|2DMG|1MDPS|1AART|1DUR	19MLV|2MBVNT|39VULN|4LHND|5DUR|6RCR|7MDPS|89DMG|9BPWR|aAART
83	42133 21612	   	193.46	DCR|2VULN|2DMG|1AART|1DUR	1LHND|24DMG|34ERES|4BPWR|58VULN|6RCVC|7RCR|9DUR|aAART
84	24312 41238	   	193.33	DCR|2VULN|2DMG|1MDPS|1AART|1DUR	19TLV|2MBVNT|39VULN|4BEXP|5DUR|6RCR|79DMG|8MDPS|9BPWR|aAART
85	24312 42438	   	193.33	DCR|2VULN|2DMG|1MDPS|1AART|1DUR	19TLV|2MBVNT|39VULN|4BEXP|5DUR|6RCR|7MDPS|89DMG|9BPWR|aAART
86	24332 41238	   	193.33	DCR|2VULN|2DMG|1MDPS|1AART|1DUR	19TLV|2MBVNT|39VULN|4LHND|5DUR|6RCR|79DMG|8MDPS|9BPWR|aAART
87	24332 42438	   	193.33	DCR|2VULN|2DMG|1MDPS|1AART|1DUR	19TLV|2MBVNT|39VULN|4LHND|5DUR|6RCR|7MDPS|89DMG|9BPWR|aAART
88	41152 53233	   	193.21	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	15LHND|2AART|3LIT|4VULN|6RCR|7DUR|8ASPD|9aDMG
89	32323 22666	   	193.03	DCR|3VULN|1ASPD|1DMG|1ZMB	1MLV|235VULN|4RMIN|6ZMB|7ASPD|8LWND|9RCR|aDMG
90	22323 22666	   	192.93	DCR|3VULN|1ASPD|1DMG|1ZMB	1TLV|235VULN|4RMIN|6ZMB|7ASPD|8LWND|9RCR|aDMG
91	12262 43351	   	192.90	DCR|4VULN|2ASPD	1aLIT|2RMIN|34ASPD|568aVULN|7aLWND|9RCR|aBPWR
92	32324 53251	   	192.72	DCR|3VULN|1AART|1ASPD|1DUR	1MLV|238VULN|4RMIN|5AART|6LIT|7ASPD|9DUR|aRCR
93	34284 43712	   	192.55	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2MBVNT|3ZMB|45ASPD|6RCR|7DUR|8VULN|9CDMG|aDMG
94	13262 26532	   	192.50	DCR|2ASPD|1VULN|1DMG|1CDMG|2DUR	1LIT|2DMG|34ASPD|5VULN|6CDMG|7RCR|8aDUR|9SPLREG
95	42335 21621	   	192.44	DCR|3VULN|1AART|1DMG	14LHND|2DMG|389VULN|5RMIN|6RCVC|7RCR|aAART
96	22122 51362	   	192.44	DCR|2VULN|1AART|1ASPD|1DMG	1TLV|25VULN|35ERES|4RMIN|5BPWR|6ASPD|7RCR|8CGEN|9DMG|aAART
97	34442 16117	 * 	192.40	DCR|1SPLARM|2VULN|1AART|1ASPD|1ZMB	1MLV|2MBVNT|3DMSP|4AART|5SPLARM|6RCR|7ASPD|89VULN|aZMB
98	13262 26122	   	192.39	DCR|2VULN|2ASPD|1DMG|1CDMG	1LIT|2DMG|34ASPD|5aVULN|6CDMG|7RCR|8AME|9RPLT
99	13262 26613	   	192.39	DCR|2VULN|2ASPD|1DMG|1CDMG	1LIT|2DMG|34ASPD|5aVULN|6CDMG|7RCR|8DMSP|9CGEN
100	22122 51462	   	192.34	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1TLV|25VULN|35ERES|4RMIN|5BPWR|6ASPD|7RCR|8AAC|9DMG|aAART
101	13262 26422	   	192.29	DCR|2VULN|2ASPD|1DMG|1CDMG	1LIT|2DMG|34ASPD|5aVULN|6CDMG|7RCR|8TLV|9RPLT
102	13262 26623	   	192.29	DCR|2VULN|2ASPD|1DMG|1CDMG	1LIT|2DMG|34ASPD|5aVULN|6CDMG|7RCR|8DMSP|9TLV
103	13262 26633	   	192.29	DCR|2VULN|2ASPD|1DMG|1CDMG	1LIT|2DMG|34ASPD|5aVULN|6CDMG|7RCR|8DMSP|9ERES
104	24341 41772	   	192.21	DCR|3VULN|1AART|1DMG	1TLV|2MBVNT|378VULN|4CGEN|5RMIN|6RCR|9DMG|aAART
105	63125 22141	   	192.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2LHND|3DUR|4AART|57VULN|6RCR|8DMG|9CDMG|aDUST
106	41153 53222	   	192.02	DCR|2VULN|2AART|1ASPD|1DUR	1LHND|29AART|3LIT|45VULN|6RCR|7DUR|8ASPD|aLWND
107	31236 11255	   	192.01	DCR|3VULN|1ASPD|1DMG|1CDMG	1MLV|2LIT|3ASPD|4DMG|568VULN|7AME|9RCR|aCDMG
108	13262 26131	 * 	191.97	DCR|2ASPD|1VULN|1DMG|1NUKE|1CDMG|1DUR	1LIT|2DMG|34ASPD|5VULN|6CDMG|7RCR|8AME|9NUKE|aDUR
109	13262 26132	   	191.97	DCR|2ASPD|1VULN|1DMG|1NUKE|1CDMG	1LIT|2DMG|34ASPD|5VULN|6CDMG|7RCR|8AME|9NUKE|aLHND
110	13262 26133	   	191.97	DCR|2ASPD|1VULN|1DMG|1NUKE|1CDMG	1LIT|2DMG|34ASPD|5VULN|6CDMG|7RCR|8AME|9NUKE|aTLV
111	13262 26134	   	191.97	DCR|2ASPD|1VULN|1DMG|1NUKE|1CDMG|1MSE	1LIT|2DMG|34ASPD|5VULN|6CDMG|7RCR|8AME|9NUKE|aMSE
112	13262 26135	   	191.97	DCR|2ASPD|1VULN|1DMG|1NUKE|1CDMG	1LIT|2DMG|34ASPD|5VULN|6CDMG|7RCR|8AME|9NUKE|aLEGI
113	13262 26136	 * 	191.97	DCR|2DMG|2ASPD|1VULN|1NUKE|1CDMG	1LIT|2aDMG|34ASPD|5VULN|6CDMG|7RCR|8AME|9NUKE
114	42143 12362	   	191.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1LHND|2DMG|3ERES|4AELBLL|57VULN|6ASPD|8ZMB|9RCR|aAART
115	42331 12362	   	191.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	14LHND|2DMG|37VULN|5ERES|6ASPD|8ZMB|9RCR|aAART
116	42333 12362	   	191.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	14LHND|2DMG|37VULN|5TLV|6ASPD|8ZMB|9RCR|aAART
117	42623 12362	   	191.94	DCR|2VULN|1AART|1DMG|1ASPD|1ZMB	1LHND|2DMG|3AELBLL|4TLV|57VULN|6ASPD|8ZMB|9RCR|aAART
118	42631 12362	   	191.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1LHND|2DMG|3AELBLL|47VULN|5ERES|6ASPD|8ZMB|9RCR|aAART
119	42633 12362	   	191.94	DCR|2VULN|1AART|1DMG|1ASPD|1ZMB	1LHND|2DMG|3AELBLL|47VULN|5TLV|6ASPD|8ZMB|9RCR|aAART
120	41153 53121	   	191.92	DCR|2VULN|2AART|1DMG|1AAC|1DUR	1LHND|29AART|3LIT|45VULN|6RCR|7DUR|8AAC|aDMG
121	41153 53223	   	191.92	DCR|2VULN|2AART|1ASPD|1DUR	1LHND|29AART|3LIT|45VULN|6RCR|7DUR|8ASPD|aERES
122	21236 11355	   	191.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1TLV|2LIT|3ASPD|4DMG|568VULN|7MLV|9RCR|aCDMG
123	31236 12355	   	191.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1MLV|2LIT|3ASPD|4DMG|568VULN|7ERES|9RCR|aCDMG
124	13262 26431	   	191.87	DCR|2ASPD|1VULN|1DMG|1NUKE|1CDMG|1DUR	1LIT|2DMG|34ASPD|5VULN|6CDMG|7RCR|8TLV|9NUKE|aDUR
125	13262 26432	   	191.87	DCR|2ASPD|1VULN|1DMG|1NUKE|1CDMG	1LIT|2DMG|34ASPD|5VULN|6CDMG|7RCR|8TLV|9NUKE|aLHND
126	13262 26433	   	191.87	DCR|2ASPD|1VULN|1DMG|1NUKE|1CDMG	1LIT|2DMG|34ASPD|5VULN|6CDMG|7RCR|8aTLV|9NUKE
127	41153 51321	   	191.87	DCR|2VULN|1AART|1ASPD|1DMG	1LHND|2AART|3LIT|45VULN|6RCR|7RMIN|8ASPD|9CGEN|aDMG
128	22313 55362	   	191.84	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	15TLV|23VULN|4LWND|6ASPD|7DMG|8ZMB|9RCR|aAART
129	42113 12362	   	191.84	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1LHND|2DMG|34ERES|57VULN|6ASPD|8ZMB|9RCR|aAART
130	21236 12355	   	191.81	DCR|3VULN|1ASPD|1DMG|1CDMG	1TLV|2LIT|3ASPD|4DMG|568VULN|7ERES|9RCR|aCDMG
131	41412 33352	 * 	191.80	DCR|2AART|2ASPD|1VULN|1CDMG	1LHND|28AART|3LWND|49ASPD|5CDMG|6FEWX|7RCR|aVULN
132	11143 43241	   	191.77	DCR|2ASPD|1AART|1VULN|1DMG|1ZMB	1LIT|2DUST|3ZMB|4CGEN|5VULN|6RCR|7AART|89ASPD|aDMG
133	22342 21612	   	191.75	DCR|3VULN|2AART|1ZMB	1TLV|238VULN|4BEXP|5ZMB|6RCVC|7RCR|9aAART
134	22362 21612	   	191.75	DCR|3VULN|2AART|1ZMB	1TLV|238VULN|4FEWX|5ZMB|6RCVC|7RCR|9aAART
135	41152 53221	   	191.70	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	15LHND|29AART|3LIT|4VULN|6RCR|7DUR|8ASPD|aDMG
136	41412 13352	   	191.70	DCR|2AART|2ASPD|1VULN|1CDMG	1LHND|28AART|3LWND|49ASPD|5CDMG|6DUST|7RCR|aVULN
137	11221 25123	   	191.68	DCR|3VULN|1AART|1ASPD|1DUR	1LIT|2DUST|3DUR|4LHND|589VULN|6ASPD|7RCR|aAART
138	11221 32423	   	191.68	DCR|3VULN|1AART|1DMG|1DUR	1LIT|2DUST|3DUR|4LHND|569VULN|7RCR|8DMG|aAART
139	11224 25123	   	191.68	DCR|3VULN|1AART|1DMG|1DUR	1LIT|2DUST|3DUR|4LHND|5DMG|689VULN|7RCR|aAART
140	11242 25123	   	191.68	DCR|3VULN|1AART|1ASPD|1DUR	1LIT|2DUST|3DUR|489VULN|5LWND|6ASPD|7RCR|aAART
141	11351 25123	   	191.68	DCR|3VULN|1AART|1ASPD|1DUR	1LIT|2DUST|3LWND|4DUR|589VULN|6ASPD|7RCR|aAART
142	11354 25123	   	191.68	DCR|3VULN|1AART|1DMG|1DUR	1LIT|2DUST|3LWND|4DUR|5DMG|689VULN|7RCR|aAART
143	13332 25123	   	191.68	DCR|3VULN|1AART|1DMG|1DUR	1LIT|2DMG|3DUST|4DUR|5FEWX|689VULN|7RCR|aAART
144	22312 16432	   	191.60	DCR|3VULN|1AART|1ASPD|1ZMB	1TLV|239VULN|4LWND|5ZMB|6ASPD|7ERES|8RCR|aAART
145	22352 16432	   	191.60	DCR|3VULN|1AART|1ASPD|1ZMB	1TLV|239VULN|4LHND|5ZMB|6ASPD|7ERES|8RCR|aAART
146	11241 43221	   	191.60	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1LIT|2DUST|3DUR|4VULN|5AELBLL|6RCR|79AART|8ASPD|aDMG
147	13343 43223	   	191.60	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1LIT|2DMG|3DUST|4CGEN|5VULN|6RCR|79AART|8ASPD|aDUR
148	13351 25123	   	191.58	DCR|3VULN|1AART|1DMG|1DUR	1LIT|2DMG|3DUST|4LEGI|5DUR|689VULN|7RCR|aAART
149	22313 51612	   	191.58	DCR|3VULN|1AART|1ASPD|1DUR	15TLV|238VULN|4LWND|6ASPD|7RCR|9DUR|aAART
150	22353 51612	   	191.58	DCR|3VULN|1AART|1ASPD|1DUR	15TLV|238VULN|4LHND|6ASPD|7RCR|9DUR|aAART
151	22312 21621	   	191.52	DCR|4VULN|1AART|1ZMB	1TLV|2389VULN|4LWND|5ZMB|6RCVC|7RCR|aAART
152	22342 21616	   	191.52	DCR|4VULN|1AART|1ZMB	1TLV|238aVULN|4BEXP|5ZMB|6RCVC|7RCR|9AART
153	22352 21621	   	191.52	DCR|4VULN|1AART|1ZMB	1TLV|2389VULN|4LHND|5ZMB|6RCVC|7RCR|aAART
154	11653 53221	   	191.50	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1LIT|25DUST|39AART|4VULN|6RCR|7DUR|8ASPD|aDMG
155	22125 51621	   	191.48	DCR|3VULN|1AART|1ASPD|2RMIN	1TLV|289VULN|3ERES|45RMIN|6ASPD|7RCR|aAART
156	11143 43631	   	191.33	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LIT|2DUST|3ZMB|4CGEN|5VULN|6RCR|7AART|8CDMG|9aDMG
157	11135 32423	   	191.12	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LIT|2DUST|3ZMB|4DUR|5RMIN|69VULN|7RCR|8DMG|aAART
158	12236 14152	   	191.00	DCR|3VULN|1ASPD|1DMG|1DUR	1LIT|2RMIN|3ASPD|4DMG|56aVULN|7DUR|8AME|9RCR
159	12251 52331	 * 	191.00	DCR|1AART|1ASPD|1DMG|1NUKE|1CDMG|1DUR	1LIT|2RMIN|3ASPD|4AART|5CDMG|6DUR|7DMG|8RCR|9NUKE|aFEWX
160	12251 52332	   	191.00	DCR|1AART|1ASPD|1DMG|1NUKE|1CDMG|1DUR	1LIT|2RMIN|3ASPD|4AART|5CDMG|6DUR|7DMG|8RCR|9NUKE|aBEXP
161	12251 52333	   	191.00	DCR|1AART|1ASPD|1DMG|1NUKE|1CDMG|1DUR	1LIT|2RMIN|3ASPD|4AART|5CDMG|6DUR|7DMG|8RCR|9NUKE|aDMSP
162	12251 52334	   	191.00	DCR|1AART|1ASPD|1DMG|1NUKE|1CDMG|1DUR	1LIT|2RMIN|3ASPD|4AART|5CDMG|6DUR|7DMG|8RCR|9NUKE|aDUST
163	12251 52335	   	191.00	DCR|1AART|1ASPD|1DMG|1NUKE|1CDMG|1DUR	1LIT|2RMIN|3ASPD|4AART|5CDMG|6DUR|7DMG|8RCR|9NUKE|aLHND
164	12251 52336	   	191.00	DCR|1AART|1ASPD|1DMG|1NUKE|1CDMG|1DUR|2RMIN	1LIT|2aRMIN|3ASPD|4AART|5CDMG|6DUR|7DMG|8RCR|9NUKE
