0	Index      	Bounty	 *	Score 	Summary	Detail	
1	31131 44412	9	 * 	258.45	DCR|3VULN|3DMG|1DUR|2LIT	17LIT|267DMG|3ERES|4FEWX|579VULN|7BPWR|8DUR|aRCR
62	31145 12317	2	   	243.51	DCR|2VULN|3DMG|1TLV|2LIT	13LIT|29aDMG|45VULN|6MBVNT|7RCR|8TLV
63	11536 32334	10	   	242.69	DCR|2VULN|2TLV|2DUR|1DMG|1SELL	17LWND|27VULN|3LIT|4DMG|5SELL|67TLV|7BPWR|89DUR|aRCR
64	31421 44112	9	   	242.30	DCR|3VULN|3DMG|2LIT	17LIT|267DMG|3CGEN|4LWND|579VULN|7BPWR|8FEWX|aRCR
65	31431 44312	9	   	242.30	DCR|3VULN|3DMG|2LIT	17LIT|267DMG|3CGEN|4FEWX|579VULN|7BPWR|8LWND|aRCR
66	31121 44112	9	   	242.20	DCR|3VULN|3DMG|2LIT	17LIT|267DMG|3ERES|4LWND|579VULN|7BPWR|8FEWX|aRCR
67	31221 12437	10	   	242.10	DCR|3VULN|3DMG|2LIT	1aLIT|29aDMG|3LWND|4DUST|57aVULN|6MBVNT|8RCR|aBPWR
68	11616 25232	2	 * 	241.80	DCR|5VULN|1DMG	14LWND|23479VULN|4BPWR|5RPLT|6RCR|8DMG|aLIT
69	11616 25211	2	 * 	241.35	DCR|4VULN|1TLV|1DMG	14LWND|2347VULN|4BPWR|5RPLT|6RCR|8DMG|9CGEN|aTLV
70	11561 33115	10	   	241.20	DCR|2VULN|2DUR|1TLV|1DMG|2LIT	1LWND|25VULN|38LIT|4TLV|67DUR|9DMG|aRCR
71	11561 33136	9	   	241.20	DCR|2VULN|2DUR|1TLV|1DMG|2LIT	1LWND|25VULN|38LIT|4TLV|67DUR|9RCR|aDMG
72	31142 52342	2	   	241.14	DCR|2VULN|2DMG|2TLV|3LIT	137LIT|29DMG|49VULN|59TLV|6RCR|8BBNT|9BPWR|aZMB
73	31143 52226	2	   	241.14	DCR|2VULN|2DMG|2TLV|3LIT	137LIT|2aDMG|4aVULN|5ERES|6RCR|8FEWX|9aTLV|aBPWR
74	31211 25625	10	   	241.09	DCR|2VULN|2DMG|2DUR|2LIT	18LIT|29DMG|3LWND|4ASPD|59VULN|6LHND|79DUR|9BPWR|aRCR
75	12234 64311	10	   	241.01	DCR|4VULN|1TLV|1DMG|1SELL	13LWND|2SELL|4TLV|5789VULN|6RCR|aDMG
76	31142 52341	2	   	240.90	DCR|2VULN|2DMG|2TLV|3LIT|1SELL	137LIT|29DMG|49VULN|59TLV|6RCR|8BBNT|9BPWR|aSELL
77	11634 31263	4	   	240.82	DCR|3VULN|2TLV|2ASPD|1DUR	1LWND|249VULN|3DUR|5CGEN|69ASPD|7LHND|89TLV|9BPWR|aRCR
78	11112 65263	4	   	240.72	DCR|3VULN|2TLV|2ASPD|1DUR	1LWND|279VULN|3ERES|4LHND|59ASPD|6DUR|89TLV|9BPWR|aRCR
79	11142 35263	4	   	240.72	DCR|3VULN|2TLV|2ASPD|1DUR	1LWND|279VULN|3ERES|4DUR|59ASPD|6LHND|89TLV|9BPWR|aRCR
80	11612 35263	4	   	240.72	DCR|3VULN|2TLV|2ASPD|1DUR	1LWND|279VULN|3DUR|4ERES|59ASPD|6LHND|89TLV|9BPWR|aRCR
81	41632 23352	3	 * 	240.37	DCR|3VULN|1TLV|3ASPD|1DUR	1BEXP|29aVULN|3DUR|4LHND|59aASPD|6RCR|7TLV|89aCGEN|9aBPWR
82	31145 12364	2	   	240.17	DCR|2VULN|1TLV|1DMG|1DUR|2LIT|1CDMG	13LIT|2DMG|45VULN|6MBVNT|7RCR|8TLV|9DUR|aCDMG
83	31651 33531	10	   	239.88	DCR|2VULN|2DMG|2DUR|1CDMG	1LIT|2aDMG|3RCVC|4ZMB|5BEXP|6aVULN|7CDMG|8RCR|9aDUR|aBPWR
84	11252 33563	9	   	239.48	DCR|3VULN|2DUR|1TLV	18LWND|248VULN|3FEWX|5BEXP|68DUR|7RCR|8BPWR|9TLV|aASPD
85	11631 64131	9	   	239.25	DCR|3VULN|2TLV|2DUR	156LWND|249VULN|39DUR|7RCR|89TLV|9BPWR|aCGEN
86	11631 64131	10	   	239.25	DCR|3VULN|2TLV|2DUR	156LWND|249VULN|39DUR|7RCR|89TLV|9BPWR|aBEXP
87	11631 64132	9	   	239.25	DCR|3VULN|2TLV|2DUR	156LWND|249VULN|39DUR|7RCR|89TLV|9BPWR|aMLV
88	11631 64133	9	   	239.25	DCR|3VULN|2TLV|2DUR	156LWND|249VULN|39DUR|7RCR|89TLV|9BPWR|aLHND
89	41636 33131	10	   	239.25	DCR|3VULN|2TLV|2DUR	157BEXP|249VULN|39DUR|6RCR|89TLV|9BPWR|aFEWX
90	41636 33131	9	   	239.25	DCR|3VULN|2TLV|2DUR	157BEXP|249VULN|39DUR|6RCR|89TLV|9BPWR|aCGEN
91	41636 33131	8	   	239.25	DCR|3VULN|2TLV|2DUR	157BEXP|249VULN|39DUR|6RCR|89TLV|9BPWR|aCGEN
92	41636 33132	9	   	239.25	DCR|3VULN|2TLV|2DUR	157BEXP|249VULN|39DUR|6RCR|89TLV|9BPWR|aMLV
93	41636 33132	8	   	239.25	DCR|3VULN|2TLV|2DUR	157BEXP|249VULN|39DUR|6RCR|89TLV|9BPWR|aMLV
94	41636 33133	8	   	239.25	DCR|3VULN|2TLV|2DUR	157BEXP|249VULN|39DUR|6RCR|89TLV|9BPWR|aLWND
95	41636 33133	9	   	239.25	DCR|3VULN|2TLV|2DUR	157BEXP|249VULN|39DUR|6RCR|89TLV|9BPWR|aLWND
96	41636 33133	10	   	239.25	DCR|3VULN|2TLV|2DUR	157BEXP|249VULN|39DUR|6RCR|89TLV|9BPWR|aLHND
97	11631 64132	10	   	239.15	DCR|3VULN|2TLV|2DUR	156LWND|249VULN|39DUR|7RCR|89TLV|9BPWR|aERES
98	41636 32123	8	 * 	239.15	DCR|3VULN|3TLV|2DUR	15aBEXP|24aVULN|3aDUR|6RCR|789TLV|aBPWR
99	41636 33132	10	   	239.15	DCR|3VULN|2TLV|2DUR	157BEXP|249VULN|39DUR|6RCR|89TLV|9BPWR|aERES
100	12234 38464	5	   	239.01	DCR|3VULN|3TLV|2DUR|1SELL	137LWND|2SELL|47aTLV|57aVULN|6MBVNT|7aBPWR|8aDUR|9RCR
101	12235 28464	5	   	239.01	DCR|3VULN|3TLV|2DUR|1SELL	137LWND|2SELL|47aTLV|5MBVNT|67aVULN|7aBPWR|8aDUR|9RCR
102	11511 22264	2	   	239.01	DCR|3VULN|2TLV|2DUR|1SELL	134LWND|24aVULN|4aBPWR|5aDUR|6MBVNT|7SELL|8aTLV|9RCR
103	11252 33552	10	   	238.68	DCR|3VULN|2DUR|1DMG|1CDMG	18LWND|248VULN|3FEWX|5BEXP|68DUR|7RCR|8BPWR|9CDMG|aDMG
104	11625 26311	10	   	238.48	DCR|3VULN|2DUR|1DMG|1CDMG	1LWND|29aVULN|34DUR|5LHND|6DMG|7CDMG|8RCR
105	11632 66313	9	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1LWND|249VULN|3DUR|5BEXP|6TLV|7CDMG|8RCR|aLIT
106	11633 66313	9	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1LWND|249VULN|3DUR|5DUST|6TLV|7CDMG|8RCR|aLIT
107	52321 11534	8	 * 	238.06	DCR|3VULN|3DUR|1DMG	189ERES|2RPLT|3DMG|489VULN|5DUST|6CGEN|789DUR|89BPWR|aRCR
108	52321 31534	8	   	238.06	DCR|3VULN|3DUR|1DMG	189ERES|2RPLT|3DMG|489VULN|5DUST|6MLV|789DUR|89BPWR|aRCR
109	11641 23433	10	   	238.01	DCR|2VULN|2TLV|1DMG|1DUR|1AART	17LWND|27VULN|3DUR|4AART|5DMG|67TLV|7BPWR|8LHND|9ASPD|aRCR
110	13216 32463	7	   	237.99	DCR|3VULN|2DMG|1TLV	1LWND|29CGEN|3BEXP|4LHND|589VULN|6TLV|79DMG|9BPWR|aRCR
111	13216 32663	8	   	237.99	DCR|3VULN|2DMG|1TLV	1LWND|29CGEN|3BEXP|4LHND|589VULN|6TLV|79DMG|9BPWR|aRCR
112	11641 23123	10	 * 	237.91	DCR|2VULN|3TLV|1DMG|1DUR|1AART	17LWND|27VULN|3DUR|4AART|5DMG|678TLV|7BPWR|9ASPD|aRCR
113	42263 11523	1	   	237.75	DCR|2VULN|2DMG|1TLV|1DUR	13BEXP|23DMG|3BPWR|45VULN|6ASPD|7DUR|8LWND|9TLV|aRCR
114	12553 63231	1	   	237.70	DCR|3VULN|2DMG|1DUR|1AART	18LWND|28DMG|3LHND|4AART|5ZMB|6RCR|789VULN|8BPWR|aDUR
115	11561 35233	9	   	237.65	DCR|2VULN|2DMG|1TLV|1DUR	1LWND|25VULN|3LIT|4TLV|6DUR|7RCR|8LHND|9aDMG
116	11616 33221	2	   	237.54	DCR|4VULN|1TLV|1DUR	14LWND|2346VULN|4BPWR|5RPLT|7RCVC|8RCR|9DUR|aTLV
117	12234 64313	10	   	237.19	DCR|4VULN|1TLV|1DUR|1SELL	13LWND|2SELL|4TLV|5789VULN|6RCR|aDUR
118	12553 63233	1	   	237.10	DCR|3VULN|3DMG|1AART	18LWND|28aDMG|3LHND|4AART|5ZMB|6RCR|789VULN|8BPWR
119	31251 51153	6	 * 	236.59	DCR|3VULN|2TLV|1DMG	1LIT|2DMG|3LWND|4BELT|59aVULN|67TLV|8RCR
120	41536 32321	10	   	236.54	DCR|3VULN|2TLV|1DMG|1SELL	17BEXP|27aVULN|3LIT|4DMG|5SELL|67TLV|7BPWR|8RCR|9DMSP
121	41536 32331	10	   	236.54	DCR|3VULN|2TLV|1DMG|1SELL	17BEXP|27aVULN|3LIT|4DMG|5SELL|67TLV|7BPWR|8RCR|9RCVC
122	14633 22361	10	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1LWND|2LHND|3DUR|45aVULN|6DMG|7TLV|8MLV|9RCR
123	11635 22361	10	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1LWND|24aVULN|3DUR|5LHND|6DMG|7TLV|8MLV|9RCR
124	11631 22332	4	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1LWND|24aVULN|3DUR|5BBNT|6RCR|7LHND|8DMG|9TLV
125	11651 22332	2	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1LWND|23aVULN|4DUR|5BBNT|6RCR|7LHND|8DMG|9TLV
126	11632 66312	9	 * 	236.35	DCR|3VULN|1TLV|2CDMG|1DUR	1LWND|249VULN|3DUR|5BEXP|6TLV|7aCDMG|8RCR
127	41531 33236	6	   	236.28	DCR|2VULN|1TLV|1DMG|1DUR|2LIT|1AART	1BEXP|25VULN|38LIT|4DMG|6DUR|7AART|9TLV|aRCR
128	11633 66312	9	   	236.25	DCR|3VULN|1TLV|2CDMG|1DUR	1LWND|249VULN|3DUR|5DUST|6TLV|7aCDMG|8RCR
129	31145 12311	2	   	236.16	DCR|2VULN|2DMG|1TLV|2LIT	13LIT|29DMG|45VULN|6MBVNT|7RCR|8TLV|aASPD
130	35144 31323	8	   	236.00	DCR|2VULN|2DUR|1TLV|3LIT|1AART	128LIT|28BPWR|38DUR|4MLV|5CGEN|68VULN|7RCR|9TLV|aAART
131	35156 31323	8	   	236.00	DCR|2VULN|2DUR|1TLV|3LIT|1AART	128LIT|28BPWR|38DUR|4CGEN|5MLV|68VULN|7RCR|9TLV|aAART
132	35124 21533	3	   	236.00	DCR|2VULN|2DUR|1TLV|3LIT|1AART	124LIT|29BPWR|39DUR|5TLV|69LHND|7AART|89VULN|aRCR
133	35151 21533	3	   	236.00	DCR|2VULN|2DUR|1TLV|3LIT|1AART	125LIT|29BPWR|39DUR|4TLV|69LHND|7AART|89VULN|aRCR
134	11615 62321	2	   	235.95	DCR|4VULN|1DUR|2LIT|1AART	146LWND|2346VULN|46BPWR|5AART|78LIT|9DUR|aRCR
135	31145 12337	2	   	235.93	DCR|2VULN|2DMG|2TLV|2LIT	13LIT|2aDMG|45VULN|6MBVNT|7RCR|89TLV
136	34232 33513	2	   	235.80	DCR|2VULN|2DUR|1TLV|3LIT|1AART	159LIT|29ERES|38DUR|4AART|6TLV|79VULN|9BPWR|aRCR
137	54232 33513	2	   	235.80	DCR|2VULN|2DUR|1TLV|3LIT|1AART	19ERES|259LIT|38DUR|4AART|6TLV|79VULN|9BPWR|aRCR
138	41632 24321	3	 * 	235.54	DCR|2VULN|1TLV|3ASPD|1DMG|1DUR	17BEXP|27VULN|3DUR|4LHND|578ASPD|6RCR|7BPWR|9TLV|aDMG
139	36121 43236	8	   	235.22	DCR|2VULN|3DUR|1DMG|1CDMG	1LIT|2LEGI|347DUR|5aVULN|6DMG|8RCR|9CDMG
140	35343 16121	9	 * 	235.14	DCR|2VULN|3LIT|2CDMG|1DMG|1DUR|1AART	129LIT|29BPWR|39CDMG|4DUR|5DMG|6DLOT|7AART|89VULN|aRCR
141	31142 34153	2	   	235.06	DCR|3VULN|1TLV|1DMG|2LIT	13LIT|2DMG|49aVULN|5TLV|6LWND|7BELT|8RCR
142	11612 74251	2	   	235.04	DCR|4VULN|1TLV|1CDMG	147LWND|2347VULN|47BPWR|5MBVNT|67CGEN|8CDMG|9RCR|aTLV
143	31145 12354	2	   	234.96	DCR|3VULN|1TLV|1DMG|2LIT	13LIT|2DMG|45aVULN|6MBVNT|7RCR|8TLV|9RPLT
144	31143 25333	2	   	234.96	DCR|3VULN|1TLV|1DMG|2LIT	13LIT|2DMG|46aVULN|5ERES|7FEWX|8RCR|9TLV
145	34142 25313	2	   	234.96	DCR|3VULN|1TLV|1DMG|2LIT	13LIT|2ERES|46aVULN|5TLV|7FEWX|8RCR|9DMG
146	11425 32623	2	   	234.95	DCR|2VULN|2DMG|1TLV|1CDMG	1LWND|29VULN|3TLV|4ASPD|56DMG|7CDMG|8TBNT|aRCR
147	11612 64251	2	   	234.84	DCR|4VULN|1TLV|1CDMG	147LWND|2347VULN|47BPWR|5MBVNT|67ERES|8CDMG|9RCR|aTLV
148	11523 22115	10	   	234.65	DCR|2VULN|2DUR|1TLV|1DMG	1LWND|27VULN|3LIT|49DUR|5FEWX|6DMG|8TLV|aRCR
149	11531 63115	10	   	234.65	DCR|2VULN|2DUR|1TLV|1DMG	1LWND|25VULN|3LIT|4DMG|6FEWX|79DUR|8TLV|aRCR
150	11534 33115	10	   	234.65	DCR|2VULN|2DUR|1TLV|1DMG	1LWND|26VULN|3LIT|4DMG|5BEXP|79DUR|8TLV|aRCR
151	14633 22413	8	   	234.65	DCR|2VULN|2DUR|1TLV|1DMG	1LWND|2LHND|38DUR|45VULN|6DMG|7TLV|9ASPD|aRCR
152	41522 22115	10	   	234.65	DCR|2VULN|2DUR|1TLV|1DMG	1BEXP|27VULN|3LIT|49DUR|5LWND|6DMG|8TLV|aRCR
153	41531 13115	10	   	234.65	DCR|2VULN|2DUR|1TLV|1DMG	1BEXP|25VULN|3LIT|4DMG|6LWND|79DUR|8TLV|aRCR
154	11635 22413	8	   	234.65	DCR|2VULN|2DUR|1TLV|1DMG	1LWND|24VULN|38DUR|5LHND|6DMG|7TLV|9ASPD|aRCR
155	42121 11152	1	   	234.59	DCR|3VULN|2DUR|1DMG|1AART	1aBEXP|2DMG|3AART|46aVULN|5ERES|7RCR|8MLV|9aDUR|aBPWR
156	11633 22553	9	   	234.55	DCR|2VULN|2DUR|1TLV|1DMG	1LWND|24VULN|39DUR|5DUST|6DMG|7TLV|8ASPD|aRCR
157	31221 33115	10	   	234.55	DCR|2VULN|2DUR|1TLV|1DMG	1LIT|2DMG|3LWND|4DUST|56VULN|79DUR|8TLV|aRCR
158	36121 15143	8	   	234.55	DCR|2VULN|2DUR|1TLV|1DMG	1LIT|2LEGI|34DUR|59VULN|6MLV|7RCR|8TLV|aDMG
159	31211 25425	10	   	234.54	DCR|2VULN|2DMG|2DUR	1LIT|29DMG|3LWND|4ASPD|59VULN|6LHND|79DUR|8RCVC|9BPWR|aRCR
160	11411 25423	2	   	234.52	DCR|2VULN|2TLV|2DUR|1DMG	19LWND|29VULN|38TLV|4CGEN|5BBNT|6RCR|79DUR|9BPWR|aDMG
161	16126 23362	9	   	234.52	DCR|2VULN|2TLV|2DUR|1DMG	18LWND|2aTLV|3LHND|4ERES|5aVULN|6DMG|7aDUR|9RCR|aBPWR
162	16126 21263	6	   	234.52	DCR|2VULN|2TLV|2DUR|1DMG	1LWND|29TLV|37LHND|4ERES|59VULN|6DMG|89DUR|9BPWR|aRCR
163	16126 23263	7	   	234.52	DCR|2VULN|2TLV|2DUR|1DMG	1LWND|29TLV|38LHND|4ERES|59VULN|6DMG|79DUR|9BPWR|aRCR
164	16126 23363	8	   	234.52	DCR|2VULN|2TLV|2DUR|1DMG	18LWND|29TLV|3LHND|4ERES|59VULN|6DMG|79DUR|9BPWR|aRCR
165	11623 63214	9	   	234.46	DCR|2VULN|3DUR|1TLV|2LIT	1aLWND|2aVULN|347DUR|5DUST|6TLV|8RCR|9aLIT|aBPWR
166	11561 36311	6	   	234.36	DCR|3VULN|1TLV|1DUR|1AART	1LWND|25aVULN|3LIT|4TLV|6DUR|7AART|8RCR|9RCVC
167	11616 22316	2	   	233.95	DCR|3VULN|1TLV|1DMG|1CDMG	14LWND|234VULN|4BPWR|58RPLT|6RCR|7CDMG|9DMG|aTLV
