0	Index      	 *	Score 	Summary	Detail	
1	63423 32612	 * 	190.81	DCR|3DMG|2VULN|2ZMB|1FLTHEA|1ASPD	1LEGI|29ZMB|39VULN|4ASPD|5LWND|6RCR|789DMG|9BPWR|aFLTHEA
17	63423 32613	   	177.16	DCR|3DMG|2VULN|2ZMB|1ASPD	1LEGI|29ZMB|39VULN|4ASPD|5LWND|6RCR|789DMG|9BPWR|aRCVC
18	63423 32611	   	177.06	DCR|3DMG|2VULN|2ZMB|1ASPD	1LEGI|29ZMB|39VULN|4ASPD|5LWND|6RCR|789DMG|9BPWR|aERES
19	13422 32242	 * 	176.10	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB|1ASPD	19DUR|2ZMB|39VULN|4ASPD|5AART|6aLWND|7RCR|89CDMG|9BPWR
20	13422 32244	   	176.10	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB|1ASPD	19DUR|2ZMB|39VULN|4ASPD|5AART|6LWND|7RCR|89CDMG|9BPWR|aDMSP
21	13422 32245	   	176.10	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB|1ASPD	19DUR|2ZMB|39VULN|4ASPD|5AART|6LWND|7RCR|89CDMG|9BPWR|aFEWX
22	13422 32246	   	176.10	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB|1ASPD	19DUR|2ZMB|39VULN|4ASPD|5AART|6LWND|7RCR|89CDMG|9BPWR|aCGEN
23	13422 32243	   	176.00	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB|1ASPD	19DUR|2ZMB|39VULN|4ASPD|5AART|6LWND|7RCR|89CDMG|9BPWR|aTLV
24	14322 23244	   	175.96	DCR|2AART|2DMG|1VULN|1CDMG|2DUR	14DUR|2LIT|38DMG|56AART|7VULN|9CDMG|aRCR
25	33324 32614	   	175.95	DCR|3VULN|2DMG|1CDMG|1ASPD	19CGEN|2DUST|389VULN|4ASPD|5BEXP|6RCR|79DMG|9BPWR|aCDMG
26	15332 24162	   	175.64	DCR|3VULN|1AART|1CDMG|2DUR|1ASPD	19DUR|2CDMG|3AART|469CGEN|589VULN|7RCR|9BPWR|aASPD
27	14332 23411	   	175.56	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1DUR|24LIT|34DMG|4BPWR|56AART|7VULN|8RCR|9MLV|aCDMG
28	14332 23462	   	175.56	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1DUR|24LIT|34DMG|4BPWR|56AART|7VULN|8RCR|9CDMG|aRCVC
29	14332 23463	   	175.56	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1DUR|24LIT|34DMG|4BPWR|56AART|7VULN|8RCR|9CDMG|aRMIN
30	14332 23431	   	175.46	DCR|2DMG|2AART|1VULN|1CDMG|1DUR	1DUR|24LIT|34DMG|4BPWR|56AART|7VULN|8RCR|9ERES|aCDMG
31	23231 62333	   	175.33	DCR|3VULN|2DMG|2CDMG	1RCVC|2NUKE|39aVULN|48RPLT|5aDMG|6RCR|7aCDMG|aBPWR
32	43231 62333	   	175.33	DCR|3VULN|2DMG|2CDMG	1DMSP|2NUKE|39aVULN|48RPLT|5aDMG|6RCR|7aCDMG|aBPWR
33	23231 62112	 * 	175.23	DCR|3DMG|2VULN|2CDMG	1RCVC|2NUKE|39VULN|4RPLT|59aDMG|6RCR|79CDMG|8LEGI|9BPWR
34	43231 62112	   	175.23	DCR|3DMG|2VULN|2CDMG	1DMSP|2NUKE|39VULN|4RPLT|59aDMG|6RCR|79CDMG|8LEGI|9BPWR
35	33323 32615	   	173.31	DCR|3DMG|2VULN|1ZMB|1ASPD	19CGEN|2DUST|39VULN|4ASPD|5LWND|6RCR|789DMG|9BPWR|aZMB
36	52222 13612	 * 	172.51	DCR|3VULN|1DMG|2ASPD|1CDMG|2DUR	1RPLT|29DUR|369VULN|4CGEN|5CDMG|79ASPD|8RCR|9BPWR|aDMG
37	64323 31135	   	171.99	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1LEGI|2aLIT|3aDMG|4DUR|5ASPD|6AART|7RPLT|8aVULN|9RCR|aBPWR
38	52212 63141	 * 	171.87	DCR|4VULN|1AART|3DUR	1RPLT|249DUR|349aVULN|49BPWR|5AART|6DMSP|7RCR|89LWND
39	15332 52433	   	171.81	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|2CDMG|3AART|4CGEN|57aVULN|6ZMB|8RCR|9LIT
40	14332 42161	   	171.41	DCR|3DMG|1AART|1VULN|2DUR	19DUR|24LIT|346DMG|4BPWR|5AART|7RMIN|8RCR|aVULN
41	12131 16632	   	170.95	DCR|2VULN|2DMG|1AART|2DUR	17DUR|24MGNLIT|3NUKE|57DMG|67VULN|7BPWR|8RCR|9AART|aRPLT
42	12131 16635	   	170.95	DCR|2VULN|2DMG|1AART|2DUR	17DUR|24MGNLIT|3NUKE|57DMG|67VULN|7BPWR|8RCR|9AART|aMLV
43	65512 32412	   	170.92	DCR|3VULN|3DMG	1LEGI|29BEXP|389VULN|4MBVNT|5RCVC|6RCR|79aDMG|9BPWR
44	13411 42418	   	170.85	DCR|2VULN|2DMG|2ZMB|1CDMG|2DUR	19DUR|29ZMB|38VULN|4RPLT|5MBVNT|6CDMG|79DMG|9BPWR|aRCR
45	12131 16634	   	170.85	DCR|2VULN|2DMG|1AART|2DUR	17DUR|24MGNLIT|3NUKE|57DMG|67VULN|7BPWR|8RCR|9AART|aERES
46	14332 23543	   	170.76	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1DUR|24LIT|34DMG|4BPWR|56AART|7VULN|8CDMG|9BEXP|aRCR
47	14122 64333	 * 	170.62	ACR|2VULN|2DMG|1AART|2DUR|1SELL	19DUR|2LIT|39VULN|4SELL|5RCR|6RPLT|79DMG|8BELT|9BPWR|aAART
48	13422 11443	 * 	170.54	DCR|3VULN|2AART|1ZMB|1ASPD|1DUR	1DUR|2ZMB|389VULN|4ASPD|56AART|7BEXP|aRCR
49	14533 36121	 * 	170.53	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2LIT|3MLV|4RCR|5ASPD|6AART|7aVULN|8ZMB|9DMG
50	14125 21134	 * 	170.30	DCR|3VULN|2AART|2ASPD|2DUR|1SELL	18DUR|25LIT|358VULN|4SELL|58BPWR|68ASPD|79AART|aRCR
51	12131 16653	   	170.25	DCR|2VULN|2DMG|1AART|2DUR	17DUR|24MGNLIT|3NUKE|57DMG|67VULN|7BPWR|8RCR|9DLOT|aAART
52	23231 63341	   	170.22	DCR|3VULN|2DMG|2ZMB	1RCVC|2NUKE|379VULN|4RPLT|59DMG|6RCR|89ZMB|9BPWR|aRMIN
53	23231 63342	   	170.22	DCR|3VULN|2DMG|2ZMB	1RCVC|2NUKE|379VULN|4RPLT|59DMG|6RCR|89ZMB|9BPWR|aLHND
54	23231 63345	   	170.22	DCR|3VULN|2DMG|2ZMB	1RCVC|2NUKE|379VULN|4RPLT|59DMG|6RCR|89ZMB|9BPWR|aFEWX
55	43231 63341	   	170.22	DCR|3VULN|2DMG|2ZMB	1DMSP|2NUKE|379VULN|4RPLT|59DMG|6RCR|89ZMB|9BPWR|aRMIN
56	43231 63342	   	170.22	DCR|3VULN|2DMG|2ZMB	1DMSP|2NUKE|379VULN|4RPLT|59DMG|6RCR|89ZMB|9BPWR|aLHND
57	23231 63343	   	170.12	DCR|3VULN|2DMG|2ZMB	1RCVC|2NUKE|379VULN|4RPLT|59DMG|6RCR|89ZMB|9BPWR|aMBVNT
58	23231 63344	   	170.12	DCR|3VULN|2DMG|2ZMB	1RCVC|2NUKE|379VULN|4RPLT|59DMG|6RCR|89ZMB|9BPWR|aERES
59	23231 63346	   	170.12	DCR|3VULN|2DMG|2ZMB	1RCVC|2NUKE|379VULN|4RPLT|59DMG|6RCR|89ZMB|9BPWR|aTLV
60	43231 63343	   	170.12	DCR|3VULN|2DMG|2ZMB	1DMSP|2NUKE|379VULN|4RPLT|59DMG|6RCR|89ZMB|9BPWR|aMBVNT
61	14322 23441	   	170.11	DCR|2AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	14DUR|2LIT|3DMG|56AART|7VULN|8RCR|9ASPD|aCDMG
62	23226 26633	   	169.86	DCR|2VULN|2DMG|2AART	1RCVC|2NUKE|37VULN|4DUST|57DMG|67LSRHEA|7BPWR|8RCR|9aAART
63	14322 43411	   	169.31	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	14DUR|2LIT|36DMG|5AART|7VULN|8RCR|9MLV|aCDMG
64	13413 21536	 * 	169.26	DCR|2VULN|1AART|1DMG|2ZMB|1DUR|1ASPD	1DUR|25ZMB|35VULN|4RPLT|5BPWR|6DMG|7FEWX|8RCR|9ASPD|aAART
65	14322 43431	   	169.21	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	14DUR|2LIT|36DMG|5AART|7VULN|8RCR|9ERES|aCDMG
66	15151 16313	   	169.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUR|2CDMG|3VULN|4ZMB|59DMG|6LIT|7AART|8CGEN|aRCR
67	14332 23442	   	168.85	DCR|2AART|2DMG|1VULN|1DUR|1ASPD	1DUR|24LIT|34DMG|4BPWR|56AART|7VULN|8RCR|9ASPD|aBELT
68	14332 23443	   	168.85	DCR|2AART|2DMG|1VULN|1DUR|1ASPD	1DUR|24LIT|34DMG|4BPWR|56AART|7VULN|8RCR|9ASPD|aFEWX
69	15332 24161	   	168.60	DCR|3VULN|1AART|1CDMG|2DUR	19DUR|2CDMG|3AART|469CGEN|589VULN|7RCR|9BPWR|aERES
70	15151 12213	   	168.42	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUR|2CDMG|3VULN|4ZMB|59DMG|6LIT|7CGEN|8AART|aRCR
71	25423 34333	 * 	168.16	DCR|2VULN|2DMG|1AART|1CDMG	1RCVC|27DMG|37LHND|4DUST|5CDMG|67VULN|7BPWR|8AART|9LIT|aRCR
72	63423 32215	   	168.12	DCR|2VULN|2DMG|2ZMB|2ASPD	1LEGI|29ZMB|39VULN|48ASPD|5LWND|6RCR|79DMG|9BPWR|aLIT
73	63423 32216	   	168.12	DCR|2VULN|2DMG|2ZMB|2ASPD	1LEGI|29ZMB|39VULN|48ASPD|5LWND|6RCR|79DMG|9BPWR|aBEXP
74	25613 34333	   	168.06	DCR|2VULN|2DMG|1AART|1CDMG	1RCVC|27DMG|37DUST|4LWND|5CDMG|67VULN|7BPWR|8AART|9LIT|aRCR
75	63423 32212	   	168.02	DCR|2VULN|2DMG|2ZMB|2ASPD	1LEGI|29ZMB|39VULN|48ASPD|5LWND|6RCR|79DMG|9BPWR|aNUKE
76	63423 32213	   	168.02	DCR|2VULN|2DMG|2ZMB|2ASPD	1LEGI|29ZMB|39VULN|48ASPD|5LWND|6RCR|79DMG|9BPWR|aTLV
77	63424 32212	   	168.02	DCR|2VULN|2DMG|2ZMB|2ASPD	1LEGI|29ZMB|39VULN|48ASPD|5BEXP|6RCR|79DMG|9BPWR|aNUKE
78	63424 32213	   	168.02	DCR|2VULN|2DMG|2ZMB|2ASPD	1LEGI|29ZMB|39VULN|48ASPD|5BEXP|6RCR|79DMG|9BPWR|aTLV
79	63422 32242	 * 	167.62	DCR|2VULN|1AART|2CDMG|2ZMB|1ASPD	1LEGI|29ZMB|39VULN|4ASPD|5AART|6aLWND|7RCR|89CDMG|9BPWR
80	15332 24613	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|3AART|46CGEN|5aVULN|7RCR|8LIT|9DMG
81	53323 25112	   	167.57	DCR|3VULN|1DMG|2CDMG|2DUR	1RPLT|2DMSP|39DUR|49CDMG|569VULN|7RCR|8LEGI|9BPWR|aDMG
82	55323 25112	   	167.57	DCR|3VULN|1DMG|2CDMG|2DUR	12RPLT|39DUR|49CDMG|569VULN|7RCR|8LEGI|9BPWR|aDMG
83	13413 22166	   	167.56	DCR|3VULN|2DMG|2ZMB|1DUR	1DUR|25ZMB|359VULN|4RPLT|5BPWR|68DMG|7LHND|aRCR
84	63422 32243	   	167.52	DCR|2VULN|1AART|2CDMG|2ZMB|1ASPD	1LEGI|29ZMB|39VULN|4ASPD|5AART|6LWND|7RCR|89CDMG|9BPWR|aTLV
85	25156 32132	   	167.32	DCR|4VULN|1DMG|1ZMB|1ASPD	1RCVC|2DMG|3BELT|4ZMB|569aVULN|7RCR|8ASPD
86	14332 23452	   	167.21	DCR|2AART|2DMG|1VULN|2DUR	1aDUR|24LIT|34DMG|4BPWR|56AART|7VULN|8RCR|9FEWX
87	23216 15343	   	167.07	DCR|4VULN|2DMG	16RCVC|2NUKE|389aVULN|49LWND|59DMG|7RCR|9BPWR
88	31424 32214	   	167.01	DCR|2VULN|2DMG|2ASPD|1CDMG	19CGEN|2LWND|39VULN|48ASPD|5BEXP|6RCR|79DMG|9BPWR|aCDMG
89	36423 32214	   	167.01	DCR|2VULN|2DMG|2ASPD|1CDMG	19CGEN|2LHND|39VULN|48ASPD|5LWND|6RCR|79DMG|9BPWR|aCDMG
90	33323 32214	   	166.91	DCR|2VULN|2DMG|2ASPD|1CDMG	19CGEN|2DUST|39VULN|48ASPD|5LWND|6RCR|79DMG|9BPWR|aCDMG
91	33324 32214	   	166.91	DCR|2VULN|2DMG|2ASPD|1CDMG	19CGEN|2DUST|39VULN|48ASPD|5BEXP|6RCR|79DMG|9BPWR|aCDMG
92	25156 32133	   	166.87	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|2DMG|3BELT|4ZMB|569VULN|7RCR|8ASPD|aCDMG
93	23226 15343	   	166.87	DCR|4VULN|2DMG	16RCVC|2NUKE|389aVULN|49DUST|59DMG|7RCR|9BPWR
94	13422 13222	 * 	166.44	DCR|3AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1DUR|2ZMB|3VULN|4ASPD|567AART|8RCR|9BEXP|aDMG
95	13422 13232	   	166.44	DCR|3AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1DUR|2ZMB|3VULN|4ASPD|567AART|8RCR|9LWND|aDMG
96	13422 13252	   	166.44	DCR|3AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1DUR|2ZMB|3VULN|4ASPD|567AART|8RCR|9FEWX|aDMG
97	15323 23543	   	166.20	DCR|2VULN|1AART|2CDMG|2DUR|1ASPD	19DUR|29CDMG|3AART|46FEWX|5DUST|7RCR|89VULN|9BPWR|aASPD
98	15332 43142	   	165.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	17DUR|2CDMG|3AART|47CGEN|57VULN|6BELT|7BPWR|8LHND|9DMG|aRCR
99	15332 43242	   	165.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	17DUR|2CDMG|3AART|47CGEN|57VULN|6BELT|7BPWR|8BEXP|9DMG|aRCR
100	15336 22114	 * 	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|3AART|46CGEN|5RCR|7DMG|8RCVC|9aVULN
101	23231 62114	 * 	165.61	DCR|2VULN|2DMG|3CDMG	1RCVC|2NUKE|39VULN|4RPLT|59DMG|6RCR|79aCDMG|8LEGI|9BPWR
102	43231 62114	   	165.61	DCR|2VULN|2DMG|3CDMG	1DMSP|2NUKE|39VULN|4RPLT|59DMG|6RCR|79aCDMG|8LEGI|9BPWR
103	52212 62433	   	165.45	DCR|4VULN|1AART|2DUR	1RPLT|24DUR|347aVULN|4BPWR|5AART|6DMSP|8RCR|9BELT
104	52223 25613	   	165.37	DCR|3VULN|1DMG|2CDMG|2DUR	1RPLT|29DUR|359VULN|45CGEN|59BPWR|6DMG|79CDMG|8RCR|aRCVC
105	23226 26631	   	165.35	DCR|2VULN|2DMG|1AART|1ASPD	1RCVC|2NUKE|37VULN|4DUST|57DMG|67LSRHEA|7BPWR|8RCR|9AART|aASPD
106	15313 62433	   	165.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|3AART|4RCVC|5RMIN|6aVULN|7DMG|8RCR|9BELT
107	15332 22414	   	165.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|3AART|469CGEN|5aVULN|7DMG|8RCR
108	15332 22433	   	165.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|3AART|46CGEN|5aVULN|7DMG|8RCR|9LIT
109	34413 24231	   	165.14	DCR|3VULN|2DMG|2DUR|1ASPD	17CGEN|25DUR|357VULN|48RPLT|57BPWR|67DMG|9ASPD|aRCR
110	23226 43231	   	165.08	DCR|2VULN|2AART|1DMG|1ZMB	1RCVC|2NUKE|3aVULN|4DUST|5DMG|67AART|8RCR|9ZMB
111	43226 43231	   	165.08	DCR|2VULN|2AART|1DMG|1ZMB	1DMSP|2NUKE|3aVULN|4DUST|5DMG|67AART|8RCR|9ZMB
112	63411 42418	 * 	164.83	DCR|2VULN|2DMG|2CDMG|2ZMB	1LEGI|29ZMB|38VULN|4RPLT|5MBVNT|69CDMG|79DMG|9BPWR|aRCR
113	13433 21462	   	164.82	DCR|4VULN|1DMG|1ZMB|1DUR	1DUR|2ZMB|3569VULN|4DUST|7BEXP|8RCR|aDMG
114	62211 64221	 * 	164.78	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1LEGI|2RPLT|3LHND|4FLTHEA|5AART|6RCR|7VULN|8DMG|9CDMG|aDUR
115	52212 25611	   	164.61	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1RPLT|24DUR|34VULN|4BPWR|5AART|6FEWX|7DMG|8CDMG|9LWND|aRCR
116	52212 25621	   	164.61	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1RPLT|24DUR|34VULN|4BPWR|5AART|6FEWX|7DMG|8CDMG|9BEXP|aRCR
117	13412 12662	   	164.47	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2ZMB|369VULN|4RPLT|5CDMG|7MLV|8RCR|aDMG
118	13412 11662	   	164.37	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2ZMB|369VULN|4RPLT|5CDMG|7ERES|8RCR|aDMG
119	23226 35114	   	164.31	DCR|2VULN|2DMG|2ASPD|1CDMG	1RCVC|2NUKE|39VULN|4DUST|59DMG|69ASPD|7RCR|8LEGI|9BPWR|aCDMG
120	13422 32222	   	164.29	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2ZMB|39VULN|4ASPD|5AART|6aLWND|7RCR|8CDMG
121	13422 32224	   	164.29	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2ZMB|39VULN|4ASPD|5AART|6LWND|7RCR|8CDMG|aDMSP
122	13422 32225	   	164.29	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2ZMB|39VULN|4ASPD|5AART|6LWND|7RCR|8CDMG|aFEWX
123	13422 32226	   	164.29	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2ZMB|39VULN|4ASPD|5AART|6LWND|7RCR|8CDMG|aCGEN
124	13422 32632	   	164.29	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2ZMB|39VULN|4ASPD|5AART|6LWND|7RCR|8RMIN|aCDMG
125	14233 36122	 * 	164.29	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1DUR|2LIT|3ERES|4RCR|5ASPD|6aAART|7VULN|8ZMB|9DMG
126	13422 32223	   	164.19	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2ZMB|39VULN|4ASPD|5AART|6LWND|7RCR|8CDMG|aTLV
127	13422 32432	   	164.19	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2ZMB|39VULN|4ASPD|5AART|6LWND|7RCR|8TLV|aCDMG
128	14135 32513	   	163.91	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	14DUR|2LIT|3VULN|5BEXP|6AART|7CDMG|89DMG|aRCR
129	25156 32311	   	163.87	DCR|3VULN|2DMG|1ZMB	1RCVC|28DMG|3BELT|4ZMB|56aVULN|7RCR|9LIT
130	13443 23363	   	163.86	DCR|4VULN|1AART|1ZMB|1DUR	1DUR|2ZMB|3568VULN|4LWND|7MLV|9AART|aRCR
131	15323 22243	   	163.80	DCR|2VULN|1AART|2CDMG|2DUR|1ASPD	19DUR|29CDMG|3AART|46FEWX|5DUST|79VULN|8RCR|9BPWR|aASPD
132	25156 32322	   	163.77	DCR|3VULN|2DMG|1ZMB	1RCVC|28DMG|3BELT|4ZMB|56aVULN|7RCR|9TLV
133	14332 41233	   	163.72	DCR|3DMG|1AART|1VULN|1DUR	1DUR|24aLIT|346DMG|4BPWR|5AART|7VULN|8MLV|9RCR
134	14332 41234	   	163.72	DCR|3DMG|1AART|1VULN|1DUR	1DUR|24LIT|346DMG|4BPWR|5AART|7VULN|8MLV|9RCR|aLHND
135	13413 21532	   	163.64	DCR|2VULN|2DMG|2ZMB|1DUR|1ASPD	1DUR|25ZMB|35VULN|4RPLT|5BPWR|6aDMG|7FEWX|8RCR|9ASPD
136	13413 22532	   	163.64	DCR|2VULN|2DMG|2ZMB|1DUR|1ASPD	1DUR|25ZMB|35VULN|4RPLT|5BPWR|6aDMG|7LHND|8RCR|9ASPD
137	13413 25532	   	163.64	DCR|2VULN|2DMG|2ZMB|1DUR|1ASPD	1DUR|25ZMB|35VULN|4RPLT|5BPWR|6aDMG|7LWND|8RCR|9ASPD
138	14332 41231	   	163.62	DCR|3DMG|1AART|1VULN|1DUR	1DUR|24LIT|346DMG|4BPWR|5AART|7VULN|8MLV|9RCR|aERES
139	63413 32315	 * 	163.50	DCR|3VULN|3ZMB|2CDMG|1ASPD	1LEGI|259ZMB|359VULN|4RPLT|59BPWR|6LWND|7ASPD|89CDMG|aRCR
140	14332 41232	   	163.47	DCR|3DMG|1AART|1VULN|1DUR|1SELL	1DUR|24LIT|346DMG|4BPWR|5AART|7VULN|8MLV|9RCR|aSELL
141	52222 13615	   	163.45	DCR|3VULN|2ASPD|1CDMG|2DUR|1ZMB	1RPLT|29DUR|369VULN|4CGEN|5CDMG|79ASPD|8RCR|9BPWR|aZMB
142	15121 16513	   	163.31	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	14DUR|2CDMG|3VULN|5BEXP|6LIT|7AART|89DMG|aRCR
143	14322 23411	   	163.17	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	14DUR|2LIT|3DMG|56AART|7VULN|8RCR|9MLV|aCDMG
144	14322 23462	   	163.17	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	14DUR|2LIT|3DMG|56AART|7VULN|8RCR|9CDMG|aRCVC
145	14322 23463	   	163.17	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	14DUR|2LIT|3DMG|56AART|7VULN|8RCR|9CDMG|aRMIN
146	25162 22332	   	163.12	DCR|3DMG|2VULN|2ZMB	1RCVC|268DMG|3BELT|4CGEN|58ZMB|78VULN|8BPWR|9RCR|aBEXP
147	25162 22333	   	163.12	DCR|3DMG|2VULN|2ZMB	1aRCVC|268DMG|3BELT|4CGEN|58ZMB|78VULN|8BPWR|9RCR
148	25162 22336	   	163.12	DCR|3DMG|2VULN|2ZMB	1RCVC|268DMG|3BELT|4CGEN|58ZMB|78VULN|8BPWR|9RCR|aRMIN
149	45162 22332	   	163.12	DCR|3DMG|2VULN|2ZMB	1DMSP|268DMG|3BELT|4CGEN|58ZMB|78VULN|8BPWR|9RCR|aBEXP
150	45162 22333	   	163.12	DCR|3DMG|2VULN|2ZMB	1DMSP|268DMG|3BELT|4CGEN|58ZMB|78VULN|8BPWR|9RCR|aRCVC
151	15332 52421	   	163.09	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2CDMG|3AART|4CGEN|57VULN|6ZMB|8RCR|9RPLT|aASPD
152	14322 23431	   	163.07	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	14DUR|2LIT|3DMG|56AART|7VULN|8RCR|9ERES|aCDMG
153	25142 26332	   	163.02	DCR|3DMG|2VULN|2ZMB	1RCVC|268DMG|3BELT|4TLV|58ZMB|78VULN|8BPWR|9RCR|aBEXP
154	25142 26333	   	163.02	DCR|3DMG|2VULN|2ZMB	1aRCVC|268DMG|3BELT|4TLV|58ZMB|78VULN|8BPWR|9RCR
155	25162 22334	   	163.02	DCR|3DMG|2VULN|2ZMB	1RCVC|268DMG|3BELT|4CGEN|58ZMB|78VULN|8BPWR|9RCR|aDUST
156	25131 55233	   	163.01	DCR|2VULN|2DMG|1AART	17RCVC|29DMG|34BELT|59VULN|6RCR|89LIT|9BPWR|aAART
157	25131 53341	   	162.81	DCR|2VULN|2DMG|1AART	1RCVC|28DMG|34BELT|59VULN|6RCR|7CGEN|aAART
