0	Index      	 *	Score 	Summary	Detail	
1	63463 22222	 * 	207.88	ACR|3VULN|2DMG|1AART|1CDMG|1DUR	1RCR|2CDMG|36aVULN|4AART|5BEXP|7DUR|89DMG
23	63411 32232	   	191.59	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2CDMG|39aVULN|4RCVC|5FEWX|6DUR|7AART|8DMG
24	63413 62232	   	191.59	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2CDMG|39aVULN|4RCVC|5DUR|6BEXP|7AART|8DMG
25	63463 22231	   	190.29	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2CDMG|369VULN|4AART|5BEXP|7DUR|8DMG|aLIT
26	63463 22233	   	190.29	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2CDMG|369VULN|4AART|5BEXP|7DUR|8DMG|aRPLT
27	63262 36232	   	190.29	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2CDMG|3DUR|4AART|5DMSP|6BEXP|79aVULN|8DMG
28	63461 22212	   	189.56	ACR|3VULN|1AART|1DMG|2CDMG	1RCR|25CDMG|378VULN|4AART|6BASICY|9CGEN|aDMG
29	11322 25232	   	189.15	ACR|4VULN|2AART|1DMG	1DUST|25AART|3RPLT|4RCR|679aVULN|8DMG
30	63462 22231	   	188.64	ACR|4VULN|2AART|1CDMG	1RCR|2CDMG|378aVULN|45AART|6BASICY|9DUST
31	63415 22123	   	188.50	ACR|4VULN|1AART|1CDMG|1ZMB	1RCR|2CDMG|368aVULN|4RCVC|5ZMB|7FEWX|9AART
32	64353 33311	   	187.99	ACR|3VULN|2AART|1DMG|1DUR	1RCR|2DUR|3CGEN|45AART|68aVULN|7DMG|9LEGI
33	21536 52311	 * 	187.71	DCR|3VULN|2DMG|1AART|1DUR	1DUR|2AART|3CGEN|46DMG|58aVULN|7RCR|9LEGI
34	21322 25242	   	187.38	ACR|3VULN|2AART|1DMG|2DUR	19DUR|25AART|3RPLT|4RCR|67aVULN|8DMG
35	63421 84123	 * 	187.12	ACR|5VULN|1AART|1CDMG	1RCR|2CDMG|3678aVULN|4CGEN|5MBVNT|9AART
36	61362 25222	   	186.94	ACR|3VULN|2DMG|1AART|1SELL	1RCR|2SELL|3BEXP|4AART|5DUST|67aVULN|89DMG
37	63215 22123	   	186.63	ACR|3VULN|1AART|1CDMG|2DUR|1ZMB	1RCR|2CDMG|37DUR|4RCVC|5ZMB|68aVULN|9AART
38	64353 33212	   	186.08	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1RCR|2DUR|3CGEN|45AART|6aVULN|7DMG|8CDMG|9MLV
39	64353 33232	   	186.08	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1RCR|2DUR|3CGEN|45AART|69VULN|7DMG|8CDMG|aLWND
40	64353 33231	   	185.98	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1RCR|2DUR|3CGEN|45AART|69VULN|7DMG|8CDMG|aTLV
41	65233 24211	 * 	185.87	ACR|3DMG|1AART|1VULN|2DUR|1ASPD	1RCR|2ERES|35aDMG|45DUR|5BPWR|6VULN|7RPLT|8ASPD|9AART
42	65233 43211	   	185.87	ACR|3DMG|1AART|1VULN|2DUR|1ASPD	1RCR|2ERES|35aDMG|45DUR|5BPWR|6RPLT|7VULN|8ASPD|9AART
43	21536 52212	   	185.80	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1DUR|2AART|3CGEN|46DMG|5aVULN|7RCR|8CDMG|9MLV
44	21536 52232	   	185.80	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1DUR|2AART|3CGEN|46DMG|59VULN|7RCR|8CDMG|aLWND
45	65233 13623	   	185.77	ACR|2DMG|1AART|1VULN|1CDMG|2DUR|1ASPD	1RCR|2ERES|35DMG|45DUR|5BPWR|6ASPD|7CDMG|8RCVC|9AART|aVULN
46	21536 52231	   	185.70	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1DUR|2AART|3CGEN|46DMG|59VULN|7RCR|8CDMG|aTLV
47	21322 25226	   	185.32	ACR|2AART|2VULN|2DMG|1DUR	1DUR|25AART|3RPLT|4RCR|67VULN|89DMG|aRCVC
48	63421 84122	   	185.29	ACR|4VULN|1AART|1CDMG|1ZMB	1RCR|2CDMG|3678VULN|4CGEN|5MBVNT|9AART|aZMB
49	65233 22335	 * 	185.04	ACR|2VULN|2DMG|1AART|3DUR|1SELL	1RCR|2ERES|35DMG|45aDUR|5BPWR|69VULN|7SELL|8AART
50	31233 13156	 * 	184.68	ACR|2DMG|1AART|1VULN|3DUR|1CDMG|1ASPD	1ERES|2RCR|35DMG|459DUR|5BPWR|6ASPD|7CDMG|8VULN|aAART
51	64121 13311	   	184.64	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1RCR|2DUR|3BEXP|4ZMB|568VULN|7RPLT|9AART|aDMG
52	64221 13311	   	184.54	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1RCR|2DUR|3DUST|4ZMB|568VULN|7RPLT|9AART|aDMG
53	64622 13311	   	184.54	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1RCR|2DUR|368VULN|4ZMB|5DUST|7RPLT|9AART|aDMG
54	63412 21123	   	184.43	ACR|4VULN|1AART|1CDMG|1DUR	1RCR|2CDMG|368aVULN|4RCVC|5RMIN|7DUR|9AART
55	31265 22322	   	184.43	ACR|2VULN|2DMG|1AART|1ZMB|1DUR|1SELL	1ERES|2RCR|39DMG|4SELL|5ZMB|6aVULN|7DUR|8AART
56	65233 13136	   	184.26	ACR|2VULN|2DMG|2ASPD|1CDMG|2DUR	1RCR|2ERES|35DMG|45DUR|5BPWR|6aASPD|7CDMG|89VULN
57	63461 33132	 * 	184.26	ACR|1AART|3CDMG|1VULN|1DMG|2ZMB|1ASPD	1RCR|256CDMG|3VULN|4AART|7ASPD|8DMG|9aZMB
58	64121 15211	 * 	184.19	ACR|4VULN|1DMG|2ZMB|2DUR	1RCR|27DUR|3BEXP|47ZMB|5678VULN|7BPWR|9TLV|aDMG
59	64221 15211	   	184.09	ACR|4VULN|1DMG|2ZMB|2DUR	1RCR|27DUR|3DUST|47ZMB|5678VULN|7BPWR|9TLV|aDMG
60	21322 25211	   	184.02	ACR|2AART|2VULN|2DMG|1DUR	1DUR|25AART|3RPLT|4RCR|67VULN|8aDMG|9BEXP
61	21322 25221	   	184.02	ACR|2AART|2VULN|2DMG|1DUR	1DUR|25AART|3RPLT|4RCR|67VULN|89DMG|aLIT
62	21322 25223	   	184.02	ACR|2AART|2VULN|2DMG|1DUR	1DUR|25AART|3aRPLT|4RCR|67VULN|89DMG
63	11322 25226	   	183.92	ACR|2AART|2VULN|2DMG|1DUR	1DUST|25AART|3RPLT|4RCR|67VULN|89DMG|aDUR
64	11322 25241	   	183.92	ACR|2AART|2VULN|2DMG|1DUR	1DUST|25AART|3RPLT|4RCR|67VULN|8aDMG|9DUR
65	21322 25224	   	183.92	ACR|2AART|2VULN|2DMG|1DUR	1DUR|25AART|3RPLT|4RCR|67VULN|89DMG|aTLV
66	21322 25225	   	183.92	ACR|2AART|2VULN|2DMG|1DUR	1DUR|25AART|3RPLT|4RCR|67VULN|89DMG|aDUST
67	63461 22231	 * 	183.50	ACR|4VULN|1AART|2CDMG	1RCR|25CDMG|378aVULN|4AART|6BASICY|9DUST
68	21536 52132	 * 	183.50	DCR|2AART|2VULN|2DMG|1DUR	1DUR|2aAART|3CGEN|46DMG|59VULN|7RCR|8TLV
69	21536 52312	   	183.50	DCR|2AART|2VULN|2DMG|1DUR	1DUR|2aAART|3CGEN|46DMG|58VULN|7RCR|9LEGI
70	31233 24211	   	183.47	ACR|3DMG|1AART|1VULN|2DUR|1ASPD	1ERES|2RCR|35aDMG|45DUR|5BPWR|6VULN|7RPLT|8ASPD|9AART
71	31233 43211	   	183.47	ACR|3DMG|1AART|1VULN|2DUR|1ASPD	1ERES|2RCR|35aDMG|45DUR|5BPWR|6RPLT|7VULN|8ASPD|9AART
72	21322 25236	   	183.39	ACR|3VULN|2AART|1DMG|1DUR	1DUR|25AART|3RPLT|4RCR|679VULN|8DMG|aRCVC
73	31233 13623	   	183.37	ACR|2DMG|1AART|1VULN|1CDMG|2DUR|1ASPD	1ERES|2RCR|35DMG|45DUR|5BPWR|6ASPD|7CDMG|8RCVC|9AART|aVULN
74	63462 32233	   	183.23	ACR|2AART|2VULN|2CDMG|1ZMB|1DUR	1RCR|26CDMG|3aVULN|45AART|7TLV|8DUR|9ZMB
75	61643 32222	   	183.14	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	1RCR|2SELL|3RPLT|4aVULN|59DMG|6CDMG|7AART|8NUKE
76	63221 82326	   	183.14	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1RCR|2CDMG|3DUR|4CGEN|5MBVNT|67VULN|8AART|9DMG|aZMB
77	63415 21323	   	183.11	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1RCR|2CDMG|36aVULN|48RCVC|5ZMB|7DUR|9AART
78	31233 22335	 * 	182.64	ACR|2VULN|2DMG|1AART|3DUR|1SELL	1ERES|2RCR|35DMG|45aDUR|5BPWR|69VULN|7SELL|8AART
79	61643 33322	   	182.54	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	1RCR|2SELL|3RPLT|4aVULN|59DMG|6CDMG|7TLV|8AART
80	64121 32311	   	182.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1RCR|2DUR|3BEXP|4ZMB|58VULN|6DUST|7CDMG|9AART|aDMG
81	64122 12311	   	182.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1RCR|2DUR|3BEXP|4ZMB|5DUST|68VULN|7CDMG|9AART|aDMG
82	64123 12311	   	182.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1RCR|2DUR|3BEXP|4ZMB|5LEGI|68VULN|7CDMG|9AART|aDMG
83	63442 32311	   	182.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1RCR|2CDMG|37VULN|4LWND|5ZMB|6DUST|8DUR|9AART|aDMG
84	31265 22332	   	182.50	ACR|3VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1ERES|2RCR|3DMG|4SELL|5ZMB|69aVULN|7DUR|8AART
85	63141 42823	   	182.42	ACR|2DMG|1AART|2CDMG|2DUR|1ZMB|1ASPD	1RCR|2aCDMG|3CGEN|4aDUR|5MBVNT|6ASPD|7AART|8ZMB|9aDMG|aBPWR
86	63221 43722	   	182.13	ACR|3VULN|1DMG|2CDMG|2DUR|1ASPD	1RCR|28CDMG|38DUR|4CGEN|5MBVNT|6ASPD|789VULN|8BPWR|aDMG
87	63251 43722	   	182.13	ACR|3VULN|1DMG|2CDMG|2DUR|1ASPD	1RCR|28CDMG|38DUR|4MLV|5MBVNT|6ASPD|789VULN|8BPWR|aDMG
88	63421 42722	   	182.13	ACR|3VULN|1DMG|2CDMG|2DUR|1ASPD	1RCR|28CDMG|389VULN|4CGEN|5MBVNT|6ASPD|78DUR|8BPWR|aDMG
89	21322 25231	   	182.09	ACR|3VULN|2AART|1DMG|1DUR	1DUR|25AART|3RPLT|4RCR|679VULN|8DMG|aLIT
90	21322 25233	   	182.09	ACR|3VULN|2AART|1DMG|1DUR	1DUR|25AART|3aRPLT|4RCR|679VULN|8DMG
91	11322 25236	   	181.99	ACR|3VULN|2AART|1DMG|1DUR	1DUST|25AART|3RPLT|4RCR|679VULN|8DMG|aDUR
92	21322 25234	   	181.99	ACR|3VULN|2AART|1DMG|1DUR	1DUR|25AART|3RPLT|4RCR|679VULN|8DMG|aTLV
93	21322 25235	   	181.99	ACR|3VULN|2AART|1DMG|1DUR	1DUR|25AART|3RPLT|4RCR|679VULN|8DMG|aDUST
94	31233 13136	   	181.86	ACR|2VULN|2DMG|2ASPD|1CDMG|2DUR	1ERES|2RCR|35DMG|45DUR|5BPWR|6aASPD|7CDMG|89VULN
95	63461 31232	 * 	181.78	ACR|2VULN|1AART|3CDMG|2ZMB|1DUR	1RCR|256CDMG|37VULN|4AART|8DUR|9aZMB
96	63462 22213	   	181.57	ACR|3VULN|2AART|1CDMG|1DUR	1RCR|2CDMG|378VULN|45AART|6BASICY|9CGEN|aDUR
97	63133 24253	   	181.51	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	1RCR|25CDMG|35CGEN|4RPLT|5BPWR|68VULN|7ZMB|9DMG|aAART
98	63462 22233	   	181.47	ACR|3VULN|2AART|1CDMG|1DUR	1RCR|2CDMG|378VULN|45AART|6BASICY|9DUST|aDUR
99	64333 33111	   	181.47	ACR|2VULN|2DMG|1AART|2DUR	1RCR|24DUR|34CGEN|4BPWR|56DMG|7aVULN|8AART|9LEGI
100	65233 21143	   	181.47	ACR|2VULN|2DMG|1AART|2DUR	1RCR|2ERES|35DMG|45DUR|5BPWR|6aVULN|7LHND|8AART|9RPLT
101	64333 25111	   	181.47	ACR|2VULN|2DMG|1AART|2DUR	1RCR|24DUR|34CGEN|4BPWR|57DMG|6aVULN|8AART|9LEGI
102	65233 21121	   	181.37	ACR|2VULN|2DMG|1AART|2DUR	1RCR|29ERES|35DMG|45DUR|5BPWR|6aVULN|7LHND|8AART
103	65323 13253	   	181.34	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	1RCR|2ERES|3SELL|4BEXP|59DMG|6CDMG|78VULN|aAART
104	63415 21121	   	181.33	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1RCR|2CDMG|368VULN|4RCVC|5ZMB|7DUR|9AART|aBEXP
105	63415 21122	   	181.33	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1RCR|2CDMG|368VULN|4RCVC|5ZMB|7DUR|9AART|aRPLT
106	63612 22352	   	181.33	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1RCR|2CDMG|3FEWX|4RCVC|5ZMB|68aVULN|7DUR|9AART
107	63115 21123	   	181.33	ACR|4VULN|1AART|1CDMG|1DUR	1RCR|2CDMG|3CGEN|4DMSP|568aVULN|7DUR|9AART
108	63426 21123	   	181.33	ACR|4VULN|1AART|1CDMG|1DUR	1RCR|2CDMG|368aVULN|45CGEN|7DUR|9AART
109	63211 52242	   	181.23	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1RCR|2CDMG|39DUR|4RCVC|5FEWX|6aVULN|7AART|8DMG
110	63411 32242	   	181.23	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1RCR|2CDMG|3aVULN|4RCVC|5FEWX|69DUR|7AART|8DMG
111	63515 21123	   	181.23	ACR|4VULN|1AART|1CDMG|1DUR	1RCR|2CDMG|3TLV|4DMSP|568aVULN|7DUR|9AART
112	65233 22312	   	181.22	ACR|2VULN|2DMG|1AART|2DUR|1SELL	1RCR|2ERES|35DMG|45DUR|5BPWR|6aVULN|7SELL|8AART|9MLV
113	65233 22332	   	181.22	ACR|2VULN|2DMG|1AART|2DUR|1SELL	1RCR|2ERES|35DMG|45DUR|5BPWR|69VULN|7SELL|8AART|aLWND
114	65233 22336	   	181.22	ACR|2VULN|2DMG|1AART|2DUR|1SELL	1RCR|2ERES|35DMG|45DUR|5BPWR|69VULN|7SELL|8AART|aLHND
115	61643 32232	   	181.20	ACR|3VULN|1AART|1DMG|1CDMG|1SELL	1RCR|2SELL|3RPLT|49aVULN|5DMG|6CDMG|7AART|8NUKE
116	65233 22331	   	181.12	ACR|2VULN|2DMG|1AART|2DUR|1SELL	1RCR|2ERES|35DMG|45DUR|5BPWR|69VULN|7SELL|8AART|aTLV
117	63221 82712	   	180.97	ACR|3VULN|2DMG|1CDMG|1DUR	1RCR|2CDMG|3DUR|4CGEN|5MBVNT|678VULN|9aDMG
118	63261 36221	   	180.95	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	1RCR|25CDMG|3DUR|4AART|6BEXP|7VULN|89DMG|aLIT
119	63261 36223	   	180.95	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	1RCR|25CDMG|3DUR|4AART|6BEXP|7VULN|89DMG|aRPLT
120	63261 36231	   	180.95	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1RCR|25CDMG|3DUR|4AART|6BEXP|79VULN|8DMG|aLIT
121	63261 36233	   	180.95	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1RCR|25CDMG|3DUR|4AART|6BEXP|79VULN|8DMG|aRPLT
122	63261 35222	   	180.95	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	1RCR|25CDMG|3DUR|4AART|6BEXP|7LWND|89DMG|aVULN
123	63261 35231	   	180.95	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	1RCR|25CDMG|3DUR|4AART|6BEXP|7LWND|8aDMG|9VULN
124	63261 52222	   	180.95	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	1RCR|25CDMG|3DUR|4AART|6LWND|7FEWX|89DMG|aVULN
125	63261 52231	   	180.95	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	1RCR|25CDMG|3DUR|4AART|6LWND|7FEWX|8aDMG|9VULN
126	63463 32221	   	180.95	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	1RCR|26CDMG|3VULN|4AART|5BEXP|7DUR|89DMG|aLIT
127	63463 32223	   	180.95	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	1RCR|26CDMG|3VULN|4AART|5BEXP|7DUR|89DMG|aRPLT
128	63463 32231	   	180.95	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1RCR|26CDMG|39VULN|4AART|5BEXP|7DUR|8DMG|aLIT
129	63463 32233	   	180.95	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1RCR|26CDMG|39VULN|4AART|5BEXP|7DUR|8DMG|aRPLT
130	31163 33634	 * 	180.68	ACR|3VULN|3DMG|1DUR	189ERES|2RCR|39CGEN|4NUKE|568DMG|789VULN|89BPWR|aDUR
131	61643 33332	   	180.60	ACR|3VULN|1AART|1DMG|1CDMG|1SELL	1RCR|2SELL|3RPLT|49aVULN|5DMG|6CDMG|7TLV|8AART
132	64431 13311	   	180.58	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1RCR|2DUR|3ASPD|4FEWX|568VULN|7RPLT|9AART|aDMG
133	63133 25252	 * 	180.55	ACR|3VULN|2DMG|2CDMG	1RCR|25CDMG|35CGEN|4RPLT|5BPWR|68aVULN|79DMG
134	21326 43141	   	180.44	ACR|2VULN|1AART|1DMG|2CDMG|2DUR	1aDUR|2AART|3RPLT|4RCR|5LIT|6aVULN|7DMG|8CGEN|9aCDMG|aBPWR
135	63461 33131	   	180.40	ACR|1AART|3CDMG|1VULN|1DMG|1ZMB|1ASPD	1RCR|256CDMG|3VULN|4AART|7ASPD|8DMG|9ZMB|aLHND
136	63461 33133	   	180.40	ACR|1AART|3CDMG|1VULN|1DMG|1ZMB|1ASPD	1RCR|256CDMG|3VULN|4AART|7ASPD|8DMG|9ZMB|aLWND
137	21326 43241	   	180.34	ACR|2VULN|1AART|1DMG|2CDMG|2DUR	1aDUR|2AART|3RPLT|4RCR|5LIT|6aVULN|7DMG|8TLV|9aCDMG|aBPWR
138	63461 33122	   	180.30	ACR|1AART|3CDMG|1VULN|1DMG|1ZMB|1ASPD	1RCR|256CDMG|3VULN|4AART|7ASPD|8DMG|9ERES|aZMB
139	63462 12222	   	180.12	ACR|2AART|2VULN|2DMG|1CDMG|1DUR|1MSE	1RCR|2CDMG|3aVULN|45AART|6MSE|7DUR|89DMG
140	65233 42231	   	180.03	ACR|3DMG|1AART|1VULN|2DUR	1RCR|2ERES|35aDMG|45DUR|5BPWR|6RPLT|7AART|8NUKE|9VULN
141	64133 25221	 * 	179.94	ACR|3VULN|2DMG|3DUR	1RCR|25aDUR|359BEXP|4RCVC|5aBPWR|68aVULN|7aDMG
142	64133 33221	   	179.94	ACR|3VULN|2DMG|3DUR	1RCR|25aDUR|359BEXP|4RCVC|5aBPWR|6aDMG|78aVULN
143	31233 24461	 * 	179.75	ACR|3DMG|1AART|1VULN|3DUR	1ERES|2RCR|358DMG|459DUR|5BPWR|6VULN|7RPLT|aAART
144	31233 25421	   	179.75	ACR|3DMG|1AART|1VULN|3DUR	1ERES|2RCR|357DMG|458DUR|5BPWR|6VULN|9RPLT|aAART
145	31233 43461	   	179.75	ACR|3DMG|1AART|1VULN|3DUR	1ERES|2RCR|358DMG|459DUR|5BPWR|6RPLT|7VULN|aAART
146	63266 21233	   	179.73	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1RCR|2CDMG|3aDUR|4AART|5DMG|6LEGI|7BASICY|89VULN
147	61313 52222	   	179.63	ACR|2VULN|2DMG|1AART|1DUR|1SELL	1RCR|2SELL|3BEXP|4RCVC|5DUR|6aVULN|7AART|89DMG
148	21252 63222	   	179.56	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1DUR|24AART|3BEXP|5DUST|6CDMG|7RCR|89DMG|aVULN
149	63215 25312	   	179.53	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1RCR|2CDMG|3DUR|4RCVC|5ZMB|68VULN|7FEWX|9aDMG
150	63411 52112	   	179.53	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1RCR|2CDMG|36VULN|4RCVC|5FEWX|7DUR|8ZMB|9aDMG
151	63413 51112	   	179.53	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1RCR|2CDMG|36VULN|4RCVC|5DUR|7BEXP|8ZMB|9aDMG
152	63413 53112	   	179.53	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1RCR|2CDMG|36VULN|4RCVC|5DUR|7FEWX|8ZMB|9aDMG
153	63612 22312	   	179.53	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1RCR|2CDMG|3FEWX|4RCVC|5ZMB|68VULN|7DUR|9aDMG
154	63415 12312	   	179.43	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1RCR|2CDMG|38VULN|4RCVC|5ZMB|6DUST|7DUR|9aDMG
155	31216 33624	   	179.32	ACR|2VULN|2DMG|1CDMG|2DUR|1ZMB	18ERES|2RCR|38DMG|4LIT|56VULN|78DUR|8BPWR|9CDMG|aZMB
156	63141 82342	   	179.17	ACR|3VULN|2AART|1CDMG|1DUR	1RCR|2CDMG|3CGEN|4DUR|5MBVNT|67aVULN|89AART
157	63221 82342	   	179.17	ACR|3VULN|2AART|1CDMG|1DUR	1RCR|2CDMG|3DUR|4CGEN|5MBVNT|67aVULN|89AART
158	63251 82342	   	179.17	ACR|3VULN|2AART|1CDMG|1DUR	1RCR|2CDMG|3DUR|4MLV|5MBVNT|67aVULN|89AART
159	63421 82342	   	179.17	ACR|3VULN|2AART|1CDMG|1DUR	1RCR|2CDMG|36aVULN|4CGEN|5MBVNT|7DUR|89AART
160	63462 32213	   	179.17	ACR|2AART|2VULN|2CDMG|1DUR|1ASPD	1RCR|26CDMG|3aVULN|45AART|7TLV|8DUR|9ASPD
161	31233 13155	   	179.07	ACR|2VULN|2DMG|3DUR|1CDMG|1ASPD	1ERES|2RCR|35DMG|459DUR|5BPWR|6ASPD|7CDMG|8aVULN
162	31233 21143	   	179.07	ACR|2VULN|2DMG|1AART|2DUR	1ERES|2RCR|35DMG|45DUR|5BPWR|6aVULN|7LHND|8AART|9RPLT
163	63462 22112	   	179.04	ACR|2AART|2VULN|1DMG|1CDMG	1RCR|2CDMG|37VULN|45AART|6BASICY|8DMSP|9CGEN|aDMG
164	51453 32233	 * 	179.04	DCR|2AART|2VULN|1DMG|2CDMG	1FEWX|24AART|39VULN|5DMG|6CGEN|7RCR|8aCDMG
165	65233 21221	 * 	179.01	ACR|3DMG|1VULN|2CDMG|3DUR	1RCR|2aERES|35aDMG|458DUR|5aBPWR|6VULN|7LHND|9aCDMG
166	31233 21121	   	178.97	ACR|2VULN|2DMG|1AART|2DUR	19ERES|2RCR|35DMG|45DUR|5BPWR|6aVULN|7LHND|8AART
167	31323 13253	   	178.94	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	1ERES|2RCR|3SELL|4BEXP|59DMG|6CDMG|78VULN|aAART
