0	Index      	 *	Score 	Summary	Detail	
1	63112 13262	 * 	195.42	DCR|3VULN|3DMG|1AART	16aVULN|2LIT|3LHND|4AART|569DMG|6BPWR|7RCR|8BELT
49	14155 32144	   	182.46	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1LWND|24DMG|3AART|5DUR|6MBVNT|7RCR|8ZMB|9aVULN
50	64152 32114	   	182.46	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1aVULN|24DMG|3AART|5LHND|6MBVNT|7RCR|8ZMB|9ASPD
51	63112 13215	   	182.06	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8BELT|9ASPD|aZMB
52	14534 21331	   	181.96	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1LWND|24DMG|3BEXP|5ASPD|6RCR|79VULN|8AART|aZMB
53	64213 21236	   	181.92	DCR|3VULN|3DMG|1ZMB	14aVULN|29aDMG|3ZMB|5LWND|6RCR|7aTLV|8BELT|aBPWR
54	14634 21331	   	181.86	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1LWND|24DMG|3DUST|5ASPD|6RCR|79VULN|8AART|aZMB
55	63612 13531	 * 	181.79	ACR|3VULN|1AART|2CDMG|2ASPD|1DUR	19aVULN|2LIT|39ASPD|4RCR|5DUR|6AART|7CANSTR|89CDMG|9BPWR
56	66111 23113	 * 	181.59	ACR|3VULN|3DMG|2ZMB	149VULN|28RCVC|3LHND|5RCR|69ZMB|79aDMG|9BPWR
57	64111 12214	   	181.02	ACR|2AART|2VULN|2DMG|1ASPD	17VULN|26DMG|38AART|4CGEN|5RCR|9FEWX|aASPD
58	64111 12234	   	181.02	ACR|2AART|2DMG|2VULN|1ASPD	17VULN|26DMG|38AART|4CGEN|5RCR|9LWND|aASPD
59	64111 12125	   	180.77	ACR|2AART|2VULN|2DMG|1DUR|1SELL	17VULN|26DMG|3aAART|4CGEN|5RCR|8DUR|9SELL
60	64111 12151	   	180.57	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	17VULN|26DMG|3AART|4CGEN|5RCR|8DUR|9ZMB|aRMIN
61	64111 12152	   	180.57	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	17VULN|26DMG|3AART|4aCGEN|5RCR|8DUR|9ZMB
62	64111 12153	   	180.57	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	17VULN|26DMG|3AART|4CGEN|5RCR|8DUR|9ZMB|aDMSP
63	14213 26111	   	180.57	DCR|4VULN|3ZMB|1DMG	179LWND|2DMG|379ZMB|4579VULN|6RCR|79BPWR|8RCVC|aBEXP
64	14213 26113	   	180.57	DCR|4VULN|3ZMB|1DMG	179LWND|2DMG|379ZMB|4579VULN|6RCR|79BPWR|8RCVC|aRPLT
65	14213 26114	   	180.57	DCR|4VULN|3ZMB|1DMG	179LWND|2DMG|379ZMB|4579VULN|6RCR|79BPWR|8RCVC|aLIT
66	64213 26111	   	180.57	DCR|4VULN|3ZMB|1DMG	1479VULN|2DMG|379ZMB|579LWND|6RCR|79BPWR|8RCVC|aBEXP
67	64213 26113	   	180.57	DCR|4VULN|3ZMB|1DMG	1479VULN|2DMG|379ZMB|579LWND|6RCR|79BPWR|8RCVC|aRPLT
68	64111 33351	   	180.47	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	18VULN|28DMG|3AART|4CGEN|5RCR|6ERES|78DUST|8BPWR|9ASPD|aZMB
69	11434 26233	   	180.47	DCR|4VULN|2DMG|1ZMB	127LWND|3ZMB|47DMG|579aVULN|6RCR|7BPWR|8LSRHEA
70	14213 26112	   	180.47	DCR|4VULN|3ZMB|1DMG	179LWND|2DMG|379ZMB|4579VULN|6RCR|79BPWR|8RCVC|aMBVNT
71	64213 26112	   	180.47	DCR|4VULN|3ZMB|1DMG	1479VULN|2DMG|379ZMB|579LWND|6RCR|79BPWR|8RCVC|aMBVNT
72	14213 22133	   	180.37	DCR|4VULN|2DMG|1ZMB	1LWND|2aDMG|3ZMB|4589VULN|6RCR|7FEWX
73	64213 21226	   	180.37	DCR|4VULN|2DMG|1ZMB	149aVULN|2aDMG|3ZMB|5LWND|6RCR|7aTLV|8BELT|aBPWR
74	64213 22133	   	180.37	DCR|4VULN|2DMG|1ZMB	1489VULN|2aDMG|3ZMB|5LWND|6RCR|7FEWX
75	64243 22133	   	180.37	DCR|4VULN|2DMG|1ZMB	1589VULN|2aDMG|3ZMB|4LHND|6RCR|7FEWX
76	64111 12126	   	180.33	ACR|2VULN|2DMG|1AART|1ZMB|1DUR|1SELL	17VULN|26DMG|3AART|4CGEN|5RCR|8DUR|9SELL|aZMB
77	64152 32433	   	180.17	DCR|3VULN|2DMG|1AART	189VULN|24DMG|3AART|5LHND|6MBVNT|7RCR|aRMIN
78	64152 32431	   	180.07	DCR|3VULN|2DMG|1AART	189VULN|24DMG|3AART|5LHND|6MBVNT|7RCR|aDUST
79	64152 32432	   	180.07	DCR|3VULN|2DMG|1AART	189VULN|24DMG|3AART|5LHND|6MBVNT|7RCR|aDLOT
80	64152 32434	   	180.07	DCR|3VULN|2DMG|1AART	189VULN|24DMG|3AART|5LHND|6MBVNT|7RCR|aLEGI
81	64214 23333	 * 	180.02	DCR|4VULN|1DMG|2ZMB|1CDMG|1DUR	1457VULN|2DMG|37ZMB|67TLV|7BPWR|8DUR|9RCR|aCDMG
82	61211 23611	 * 	179.84	ACR|4VULN|1AART|2ZMB|1CDMG	1347VULN|27LWND|5RCR|67ZMB|7BPWR|8RCVC|9AART|aCDMG
83	63112 13264	   	179.77	DCR|3DMG|2VULN|1AART	16VULN|2aLIT|3LHND|4AART|569DMG|6BPWR|7RCR|8BELT
84	63112 13265	   	179.77	DCR|3DMG|2VULN|1AART	16VULN|2LIT|3LHND|4AART|569DMG|6BPWR|7RCR|8BELT|aFEWX
85	63112 13266	   	179.77	DCR|3DMG|2VULN|1AART	16VULN|2LIT|3LHND|4AART|569DMG|6BPWR|7RCR|8BELT|aRMIN
86	63112 13462	   	179.77	DCR|3VULN|2DMG|1AART	169VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8BEXP|aCGEN
87	63112 13263	   	179.67	DCR|3DMG|2VULN|1AART	16VULN|2LIT|3LHND|4AART|569DMG|6BPWR|7RCR|8BELT|aERES
88	63112 13461	   	179.67	DCR|3VULN|2DMG|1AART	169VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8BEXP|aTLV
89	66111 23114	 * 	179.59	ACR|3VULN|2DMG|2ZMB|1CDMG	149VULN|28RCVC|3LHND|5RCR|69ZMB|79DMG|9BPWR|aCDMG
90	54232 25231	   	179.46	DCR|2DMG|1AART|1VULN|1CDMG|1FLTHEA|1DUR	1CGEN|24DMG|3CDMG|5VULN|6RCR|7FLTHEA|8LHND|9DUR|aAART
91	64212 25233	 * 	179.43	DCR|3VULN|1AART|1DMG|1FLTHEA|1ZMB	14aVULN|2DMG|3ZMB|5RCVC|6TLV|7FLTHEA|8AART|9RCR
92	61211 23146	   	179.24	ACR|4VULN|1AART|2ZMB|1CDMG	1347VULN|279LWND|5RCR|67ZMB|7BPWR|8CDMG|aAART
93	13225 42531	   	179.14	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	1LWND|2DUST|379VULN|4RCR|5ASPD|6AART|8DMG|aZMB
94	22136 32614	   	178.86	DCR|2VULN|2DMG|1AART|2ASPD	1RCVC|2AART|3aVULN|49ASPD|5aBEXP|6MBVNT|7RCR|8aDMG|aBPWR
95	32136 32614	   	178.86	DCR|2VULN|2DMG|1AART|2ASPD	1DMSP|2AART|3aVULN|49ASPD|5aBEXP|6MBVNT|7RCR|8aDMG|aBPWR
96	64111 36323	 * 	178.45	ACR|3AART|2VULN|2DMG	19VULN|29DMG|37aAART|4CGEN|5RCR|6ERES|89LHND|9BPWR
97	52124 13353	 * 	178.40	ACR|4VULN|3CDMG|1DMG	18CGEN|289CDMG|3RCR|4568VULN|7RCVC|8BPWR|aDMG
98	64111 12231	   	178.35	ACR|3AART|2DMG|2VULN	17VULN|26DMG|38aAART|4CGEN|5RCR|9LWND
99	52124 16333	   	178.30	ACR|4VULN|3CDMG|1DMG	18CGEN|278CDMG|3RCR|4568VULN|8BPWR|9ERES|aDMG
100	52124 35333	   	178.30	ACR|4VULN|3CDMG|1DMG	18CGEN|268CDMG|3RCR|4578VULN|8BPWR|9ERES|aDMG
101	64111 12333	   	178.29	ACR|3DMG|2VULN|1AART	17VULN|26aDMG|3AART|4CGEN|5RCR|8RMIN|9RCVC
102	64111 12353	   	178.29	ACR|3DMG|2VULN|1AART	17VULN|26aDMG|3AART|49CGEN|5RCR|8RMIN
103	64111 12423	   	178.19	ACR|3DMG|2VULN|1AART	17VULN|26aDMG|3AART|48CGEN|5RCR|9ERES
104	64111 33522	   	178.19	ACR|3DMG|2VULN|1AART	19VULN|289DMG|3AART|4CGEN|5RCR|6ERES|79DUST|9BPWR|aRMIN
105	64111 33523	   	178.19	ACR|3DMG|2VULN|1AART	19VULN|289DMG|3AART|4CGEN|5RCR|6ERES|79DUST|9BPWR|aLHND
106	64152 32443	   	178.16	DCR|2VULN|2DMG|1AART|1CDMG	18VULN|24DMG|3AART|5LHND|6MBVNT|7RCR|9LIT|aCDMG
107	63112 13521	   	177.99	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8ASPD|9DUR|aBEXP
108	63112 13522	   	177.99	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8ASPD|9DUR|aCGEN
109	63112 13523	   	177.99	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	16VULN|2aLIT|3LHND|4AART|56DMG|6BPWR|7RCR|8ASPD|9DUR
110	63112 13532	   	177.99	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8ASPD|9MGNSTR|aDUR
111	14434 21311	   	177.92	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB|1DUR	1LWND|24DMG|3DUR|59ASPD|6RCR|7VULN|8AART|aZMB
112	63112 13124	   	177.89	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8ERES|9DUR|aASPD
113	14534 21133	   	177.86	DCR|3VULN|3DMG|1ASPD	1LWND|24aDMG|3BEXP|5ASPD|6RCR|789VULN
114	63112 13343	   	177.76	DCR|2VULN|2DMG|1AART|1CDMG	16VULN|29LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8FEWX|aCDMG
115	63112 13353	   	177.76	DCR|2VULN|2DMG|1AART|1CDMG	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|89FEWX|aCDMG
116	63112 13443	   	177.76	DCR|2VULN|2DMG|1AART|1CDMG	16VULN|29LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8BEXP|aCDMG
117	14634 21133	   	177.76	DCR|3VULN|3DMG|1ASPD	1LWND|24aDMG|3DUST|5ASPD|6RCR|789VULN
118	63112 13113	   	177.66	DCR|2VULN|2DMG|1AART|1CDMG	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8ERES|9DMSP|aCDMG
119	63112 13133	   	177.66	DCR|2VULN|2DMG|1AART|1FLTHEA	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8ERES|9FLTHEA|aCGEN
120	63112 13135	   	177.66	DCR|2VULN|2DMG|1AART|1FLTHEA	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8ERES|9FLTHEA|aMLV
121	63112 13136	   	177.66	DCR|2VULN|2DMG|1AART|1FLTHEA	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8ERES|9FLTHEA|aLWND
122	63112 13561	   	177.66	DCR|2VULN|2DMG|1AART|2ASPD	16VULN|2aLIT|3LHND|4AART|56DMG|6BPWR|7RCR|89ASPD
123	63112 13562	   	177.66	DCR|2VULN|2DMG|1AART|2ASPD	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|89ASPD|aBEXP
124	14434 21333	   	177.65	DCR|2VULN|2DMG|1AART|1DUR|1ASPD|1SELL	1LWND|24DMG|3DUR|5ASPD|6RCR|79VULN|8AART|aSELL
125	63112 13563	   	177.56	DCR|2VULN|2DMG|1AART|2ASPD	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|89ASPD|aMBVNT
126	64221 23231	   	177.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	17VULN|2DMG|3ZMB|4LIT|5CDMG|6RCR|8LHND|9AART|aDUR
127	62622 63111	   	177.37	DCR|3VULN|2DMG|1AART	19aVULN|2RPLT|39LWND|4LEGI|5BELT|69DMG|7RCR|8AART|9BPWR
128	64111 11115	   	177.08	ACR|2AART|2DMG|1VULN|1CDMG|1DUR	1VULN|26DMG|3aAART|47CGEN|5RCR|8DUR|9CDMG
129	52124 12111	   	176.85	ACR|4VULN|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|3RCR|4569VULN|7LHND|8ZMB|aDMG
130	64221 23234	 * 	176.79	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	17VULN|2DMG|3ZMB|4LIT|5aCDMG|6RCR|8LHND|9AART
131	64221 23633	   	176.79	DCR|2VULN|1AART|1DMG|2CDMG|1ZMB	17VULN|2DMG|3ZMB|4LIT|5aCDMG|6RCR|8RPLT|9AART
132	52124 11111	   	176.75	ACR|4VULN|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|3RCR|4569VULN|7DUST|8ZMB|aDMG
133	64111 11116	   	176.64	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|26DMG|3AART|47CGEN|5RCR|8DUR|9CDMG|aZMB
134	64111 35333	   	176.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	18VULN|2DMG|3AART|4CGEN|5RCR|6ERES|7CDMG|9DUR|aZMB
135	54232 26113	   	176.46	DCR|2VULN|2DMG|1AART|1CDMG	18CGEN|24DMG|3CDMG|59VULN|6RCR|7LWND|aAART
136	64111 12313	   	176.28	ACR|2VULN|2DMG|1AART|1CDMG	17VULN|26DMG|3AART|4CGEN|5RCR|8RMIN|9FEWX|aCDMG
137	64111 12323	   	176.28	ACR|2VULN|2DMG|1AART|1CDMG	17VULN|26DMG|3AART|4CGEN|5RCR|8RMIN|9BEXP|aCDMG
138	64111 12331	   	176.28	ACR|2VULN|2DMG|1AART|1CDMG	17VULN|26DMG|3AART|4CGEN|5RCR|8RMIN|9RCVC|aCDMG
139	64111 12351	   	176.28	ACR|2VULN|2DMG|1AART|1CDMG	17VULN|26DMG|3AART|49CGEN|5RCR|8RMIN|aCDMG
140	64111 12511	   	176.28	ACR|2VULN|2DMG|1AART|1CDMG	17VULN|26DMG|3AART|4CGEN|5RCR|8FEWX|9CDMG|aLIT
141	64111 12512	   	176.28	ACR|2VULN|2DMG|1AART|1CDMG	17VULN|26DMG|3AART|4CGEN|5RCR|8FEWX|9CDMG|aRCVC
142	64111 12513	   	176.28	ACR|2VULN|2DMG|1AART|1CDMG	17VULN|26DMG|3AART|4CGEN|5RCR|8aFEWX|9CDMG
143	64111 16213	   	176.28	ACR|2VULN|2DMG|1AART|1CDMG	18VULN|26DMG|3AART|4CGEN|5RCR|7LIT|9LWND|aCDMG
144	14152 32642	   	176.23	DCR|3DMG|1AART|1VULN|1CDMG	1LWND|248DMG|3AART|5LHND|6MBVNT|7RCR|9VULN|aCDMG
145	64211 14317	   	176.20	DCR|3VULN|2DMG|2DUR|1ZMB	14aVULN|2aDMG|3ZMB|5RMIN|6MBVNT|7RCR|8LWND|9aDUR|aBPWR
146	64111 12421	   	176.18	ACR|2VULN|2DMG|1AART|1CDMG	17VULN|26DMG|3AART|48CGEN|5RCR|9ERES|aCDMG
147	64111 12611	   	176.18	ACR|2VULN|2DMG|1AART|1CDMG	17VULN|26DMG|3AART|4CGEN|5RCR|8LEGI|9CDMG|aLIT
148	64111 12612	   	176.18	ACR|2VULN|2DMG|1AART|1CDMG	17VULN|26DMG|3AART|4CGEN|5RCR|8LEGI|9CDMG|aRCVC
149	64111 12613	   	176.18	ACR|2VULN|2DMG|1AART|1CDMG	17VULN|26DMG|3AART|4CGEN|5RCR|8LEGI|9CDMG|aFEWX
150	64211 14217	   	176.10	DCR|3VULN|2DMG|2DUR|1ZMB	14aVULN|2aDMG|3ZMB|5RMIN|6MBVNT|7RCR|8DUST|9aDUR|aBPWR
151	61211 23131	 * 	176.00	ACR|4VULN|1DMG|2ZMB|1CDMG	1347VULN|27LWND|5RCR|67ZMB|7BPWR|8CDMG|9ERES|aDMG
152	14132 32634	   	175.96	DCR|2AART|2DMG|2VULN	1LWND|28DMG|35AART|4LHND|6MBVNT|7RCR|9aVULN
153	14152 32834	   	175.96	DCR|2AART|2DMG|2VULN	1LWND|24DMG|38AART|5LHND|6MBVNT|7RCR|9aVULN
154	14213 24116	 * 	175.94	DCR|3VULN|1AART|1DMG|2ZMB	179LWND|2DMG|39ZMB|459VULN|6RCR|8RCVC|9BPWR|aAART
155	14213 22334	   	175.82	DCR|2VULN|2AART|1DMG|1ZMB|1DUR	1LWND|2DMG|3ZMB|45VULN|6RCR|7FEWX|8aAART|9DUR
156	14224 21333	   	175.82	DCR|2VULN|2AART|1DMG|1ZMB|1ASPD	1LWND|2DMG|3ZMB|4CGEN|5ASPD|6RCR|79VULN|8aAART
157	64213 22334	   	175.82	DCR|2VULN|2AART|1DMG|1ZMB|1DUR	14VULN|2DMG|3ZMB|5LWND|6RCR|7FEWX|8aAART|9DUR
158	63112 13232	   	175.56	DCR|2AART|2DMG|2VULN	16VULN|2LIT|3LHND|4aAART|56DMG|6BPWR|7RCR|89BELT
159	63112 13242	   	175.56	DCR|2AART|2DMG|2VULN	16VULN|2LIT|3LHND|4aAART|56DMG|6BPWR|7RCR|8BELT|9RCVC
160	14156 32144	   	175.52	DCR|2VULN|2DMG|1AART|1ZMB	1LWND|24DMG|3AART|5BEXP|6MBVNT|7RCR|8ZMB|9aVULN
161	64152 32411	   	175.52	DCR|2VULN|2DMG|1AART|1ZMB	18VULN|24DMG|3AART|5LHND|6MBVNT|7RCR|9RMIN|aZMB
162	64152 32422	   	175.42	DCR|2VULN|2DMG|1AART|1ZMB	18VULN|24DMG|3AART|5LHND|6MBVNT|7RCR|9AIRHEL|aZMB
163	52124 13344	 * 	175.40	ACR|4VULN|1AART|2CDMG	18CGEN|28CDMG|3RCR|4568VULN|7RCVC|8BPWR|9MBVNT|aAART
164	55412 23118	 * 	175.33	DCR|3VULN|2DMG|2CDMG	1aCGEN|2MBVNT|3aDMG|458VULN|6RCR|7LHND|9aCDMG|aBPWR
165	63112 13433	   	175.12	DCR|2VULN|2DMG|1AART|1ZMB	16VULN|2LIT|3LHND|4AART|56DMG|6BPWR|7RCR|8BEXP|9CGEN|aZMB
166	64221 62231	   	175.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	16VULN|2DMG|3ZMB|4LIT|5CDMG|7RCR|8LHND|9AART|aDUR
167	64222 21333	   	175.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	17VULN|2DMG|3ZMB|4LIT|5AART|6BEXP|8RCR|9ASPD|aCDMG
168	12533 52253	 * 	174.95	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1LWND|24CDMG|3RCR|5LIT|6AART|79VULN|8DMG|aDUR
