0	Index      	 *	Score 	Summary	Detail	
1	33343 22322	 * 	203.86	DCR|3VULN|2DMG|1AART|2ASPD|1DUR	14ASPD|2AART|34aVULN|4BPWR|5LIT|6RCR|7DUR|89DMG
14	33345 23241	   	193.33	DCR|4VULN|1AART|1DMG|2ASPD	14ASPD|2AART|3489VULN|4BPWR|5LHND|6RCR|7TLV|aDMG
15	33333 22322	 * 	192.94	DCR|2AART|2VULN|2DMG|1ASPD|1DUR	1ASPD|25AART|3aVULN|4LIT|6RCR|7DUR|89DMG
16	33332 22334	   	192.59	DCR|2VULN|2DMG|1AART|1ZMB|1DUR|1ASPD	1ASPD|2AART|35VULN|45LIT|5BPWR|6RCR|7DUR|8aDMG|9ZMB
17	33353 22334	   	192.49	DCR|2VULN|2DMG|1AART|1ZMB|1DUR|1ASPD	1ASPD|2AART|34VULN|5LIT|6RCR|7DUR|8aDMG|9ZMB
18	33343 23334	   	192.27	DCR|2VULN|2DMG|1AART|2ASPD|1ZMB	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7FEWX|8aDMG|9ZMB
19	33343 21334	   	192.17	DCR|2VULN|2DMG|1AART|2ASPD|1ZMB	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7DUST|8aDMG|9ZMB
20	33343 22363	   	191.56	DCR|3VULN|1AART|1DMG|2ASPD|2DUR	14ASPD|2AART|349VULN|4BPWR|5LIT|6RCR|7aDUR|8DMG
21	33344 32141	   	191.03	DCR|4VULN|1AART|1DMG|2ASPD	14ASPD|2AART|3469VULN|4BPWR|5RMIN|7RCR|8LWND|aDMG
22	33344 32241	   	191.03	DCR|4VULN|1AART|1DMG|2ASPD	14ASPD|2AART|3468VULN|4BPWR|5RMIN|7RCR|9FEWX|aDMG
23	33344 32251	   	191.03	DCR|4VULN|1AART|1DMG|2ASPD	14ASPD|2AART|3468VULN|4BPWR|5RMIN|7RCR|9LWND|aDMG
24	33333 22362	 * 	191.00	DCR|3VULN|2AART|1DMG|1ASPD|1DUR	1ASPD|25AART|39aVULN|4LIT|6RCR|7DUR|8DMG
25	33344 32234	 * 	190.74	DCR|5VULN|1AART|2ASPD|1DUR	14ASPD|2AART|34689VULN|4BPWR|5RMIN|7RCR|aDUR
26	33355 25231	   	190.23	DCR|3VULN|1AART|1DMG|2ASPD|1ZMB	19ASPD|2AART|348VULN|5LHND|6RCR|7ZMB|aDMG
27	33345 23261	   	190.23	DCR|3VULN|1AART|1DMG|2ASPD|1ZMB	14ASPD|2AART|348VULN|4BPWR|5LHND|6RCR|7TLV|9DMG|aZMB
28	33344 32261	 * 	190.11	DCR|5VULN|1AART|3ASPD	149ASPD|2AART|3468aVULN|4BPWR|5RMIN|7RCR
29	33342 24331	 * 	189.78	DCR|2VULN|2DMG|1AART|3ASPD	148ASPD|2AART|34VULN|4BPWR|5BEXP|6RCR|7RCVC|9aDMG
30	33133 43681	 * 	188.75	ACR|2DMG|1AART|1VULN|2ASPD|1CDMG|1ZMB	19ASPD|2AART|3RCR|49LIT|5ZMB|6CDMG|7MBVNT|89DMG|9BPWR|aVULN
31	33142 52123	   	188.62	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1ASPD|2AART|3RCR|4LSRICY|5BEXP|69DMG|7CDMG|8aVULN
32	33144 62123	   	188.52	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1ASPD|2AART|3RCR|4LSRICY|5MBVNT|69DMG|7CDMG|8aVULN
33	33343 23322	   	188.20	DCR|2VULN|2DMG|1AART|2ASPD|1DUR	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7FEWX|89DMG|aDUR
34	33343 22124	   	188.20	DCR|2VULN|2DMG|1AART|2ASPD|1DUR	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7DUR|8RMIN|9aDMG
35	33343 22224	   	188.20	DCR|2VULN|2DMG|1AART|2ASPD|1DUR	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7DUR|8CGEN|9aDMG
36	33343 22321	   	188.20	DCR|2VULN|2DMG|1AART|2ASPD|1DUR	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7DUR|89DMG|aBELT
37	33343 22325	   	188.20	DCR|2VULN|2DMG|1AART|2ASPD|1DUR	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7DUR|89DMG|aBEXP
38	33343 21322	   	188.10	DCR|2VULN|2DMG|1AART|2ASPD|1DUR	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7DUST|89DMG|aDUR
39	33343 22324	   	188.10	DCR|2VULN|2DMG|1AART|2ASPD|1DUR	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7DUR|89DMG|aDUST
40	33154 32623	 * 	188.00	ACR|2VULN|2DMG|1AART|3ASPD	17aASPD|2AART|3RCR|4aVULN|56RPLT|8aDMG|9DLOT|aBPWR
41	33145 53311	   	187.43	ACR|2VULN|1AART|1DMG|2ASPD|2DUR|1ZMB	19ASPD|2AART|3RCR|49LSRICY|57DUR|6DMG|89VULN|9BPWR|aZMB
42	33132 33335	 * 	187.14	ACR|4VULN|1AART|2FLTHEA|1ASPD	1ASPD|2AART|3RCR|46LIT|56FLTHEA|6BPWR|789aVULN
43	33345 23224	   	186.92	DCR|4VULN|1AART|2ASPD|1CDMG	14ASPD|2AART|348aVULN|4BPWR|5LHND|6RCR|7TLV|9CDMG
44	33343 22332	   	186.91	DCR|2VULN|1AART|1DMG|2ASPD|2DUR|1ZMB	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7aDUR|8DMG|9ZMB
45	33332 22323	   	186.88	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	1ASPD|2AART|35VULN|45LIT|5BPWR|6RCR|7aDUR|89DMG
46	33152 35241	 * 	186.85	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2AART|3RCR|489VULN|5RCVC|6LHND|7ZMB|aDMG
47	33353 22323	   	186.78	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	1ASPD|2AART|34VULN|5LIT|6RCR|7aDUR|89DMG
48	33125 46111	 * 	186.77	ACR|2AART|2VULN|1DMG|1ZMB|1DUR|1ASPD	1ASPD|25AART|3RCR|4CGEN|6DMG|7DUR|8aVULN|9ZMB
49	33126 62114	 * 	186.69	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2AART|3RCR|4CGEN|56aVULN|7CDMG|8RMIN|9DMG
50	33126 62314	   	186.69	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2AART|3RCR|4CGEN|56aVULN|7CDMG|8MLV|9DMG
51	33355 23241	   	186.62	DCR|4VULN|1AART|1DMG|1ASPD	1ASPD|2AART|3489VULN|5LHND|6RCR|7TLV|aDMG
52	33126 22414	   	186.59	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2AART|3RCR|4CGEN|58aVULN|6CDMG|7TLV|9DMG
53	33252 25241	   	186.43	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2AART|3LHND|489VULN|5RCVC|6RCR|7ZMB|aDMG
54	33333 22334	   	186.35	DCR|2AART|2DMG|1VULN|1ZMB|1DUR|1ASPD	1ASPD|25AART|3VULN|4LIT|6RCR|7DUR|8aDMG|9ZMB
55	33343 22361	   	186.27	DCR|3VULN|1AART|1DMG|2ASPD|1DUR	14ASPD|2AART|349VULN|4BPWR|5LIT|6RCR|7DUR|8DMG|aBELT
56	33343 22365	   	186.27	DCR|3VULN|1AART|1DMG|2ASPD|1DUR	14ASPD|2AART|349VULN|4BPWR|5LIT|6RCR|7DUR|8DMG|aBEXP
57	33343 23362	   	186.27	DCR|3VULN|1AART|1DMG|2ASPD|1DUR	14ASPD|2AART|349VULN|4BPWR|5LIT|6RCR|7FEWX|8DMG|aDUR
58	33343 22364	   	186.17	DCR|3VULN|1AART|1DMG|2ASPD|1DUR	14ASPD|2AART|349VULN|4BPWR|5LIT|6RCR|7DUR|8DMG|aDUST
59	33343 21362	   	186.17	DCR|3VULN|1AART|1DMG|2ASPD|1DUR	14ASPD|2AART|349VULN|4BPWR|5LIT|6RCR|7DUST|8DMG|aDUR
60	33131 22322	   	185.87	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	1ASPD|2AART|3RCR|4LIT|5ERES|6aVULN|7ZMB|89DMG
61	33163 22322	   	185.87	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	1ASPD|2AART|3RCR|4ERES|5LIT|6aVULN|7ZMB|89DMG
62	33332 23334	   	185.66	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1ASPD|2AART|35VULN|45LIT|5BPWR|6RCR|7FEWX|8aDMG|9ZMB
63	33345 23126	   	185.64	DCR|3VULN|1AART|3ASPD|2CDMG	14aASPD|2AART|34aVULN|4aBPWR|58LHND|6RCR|7TLV|9aCDMG
64	33332 21334	   	185.56	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1ASPD|2AART|35VULN|45LIT|5BPWR|6RCR|7DUST|8aDMG|9ZMB
65	33353 23334	   	185.56	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1ASPD|2AART|34VULN|5LIT|6RCR|7FEWX|8aDMG|9ZMB
66	33345 23231	   	185.54	DCR|3VULN|1AART|3ASPD|1DMG	149ASPD|2AART|348VULN|4BPWR|5LHND|6RCR|7TLV|aDMG
67	33353 21334	   	185.46	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1ASPD|2AART|34VULN|5LIT|6RCR|7DUST|8aDMG|9ZMB
68	33343 22461	   	185.15	DCR|3VULN|1AART|2ASPD|1CDMG|2DUR	14ASPD|2AART|34aVULN|4BPWR|5LIT|6RCR|79DUR|8CDMG
69	33332 22363	   	184.95	DCR|3VULN|1AART|1DMG|2DUR|1ASPD	1ASPD|2AART|359VULN|45LIT|5BPWR|6RCR|7aDUR|8DMG
70	33353 22363	   	184.85	DCR|3VULN|1AART|1DMG|2DUR|1ASPD	1ASPD|2AART|349VULN|5LIT|6RCR|7aDUR|8DMG
71	33344 32124	   	184.62	DCR|4VULN|1AART|2ASPD|1CDMG	14ASPD|2AART|346aVULN|4BPWR|5RMIN|7RCR|8LWND|9CDMG
72	33125 36241	 * 	184.49	ACR|3VULN|2AART|1DMG|1ASPD	1ASPD|25AART|3RCR|4CGEN|689VULN|7LHND|aDMG
73	33354 32141	   	184.32	DCR|4VULN|1AART|1DMG|1ASPD	1ASPD|2AART|3469VULN|5RMIN|7RCR|8LWND|aDMG
74	33354 32241	   	184.32	DCR|4VULN|1AART|1DMG|1ASPD	1ASPD|2AART|3468VULN|5RMIN|7RCR|9FEWX|aDMG
75	33354 32251	   	184.32	DCR|4VULN|1AART|1DMG|1ASPD	1ASPD|2AART|3468VULN|5RMIN|7RCR|9LWND|aDMG
76	33336 22322	   	184.30	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1ASPD|2AART|3aVULN|4LIT|5RCVC|6RCR|7DUR|89DMG
77	36334 42844	 * 	184.28	DCR|3DMG|2VULN|3ASPD|1CDMG	17aASPD|2MBVNT|379DMG|4CDMG|5aVULN|67aLIT|7aBPWR|8RCR
78	36334 42863	   	184.28	DCR|3DMG|2VULN|3ASPD|1CDMG	17aASPD|2MBVNT|37aDMG|4CDMG|59VULN|67aLIT|7aBPWR|8RCR
79	33343 22434	 * 	184.26	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG|1DUR	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7DUR|8CDMG|9BELT|aDMG
80	33354 32234	   	184.02	DCR|5VULN|1AART|1ASPD|1DUR	1ASPD|2AART|34689VULN|5RMIN|7RCR|aDUR
81	33131 22362	   	183.94	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2AART|3RCR|4LIT|5ERES|69aVULN|7ZMB|8DMG
82	33163 22362	   	183.94	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2AART|3RCR|4ERES|5LIT|69aVULN|7ZMB|8DMG
83	33342 25324	   	183.92	DCR|3VULN|1AART|2ASPD|1CDMG|1ZMB	14ASPD|2AART|349VULN|4BPWR|5BEXP|6RCR|7ZMB|8RMIN|aCDMG
84	33345 25223	   	183.92	DCR|3VULN|1AART|2ASPD|1CDMG|1ZMB	14ASPD|2AART|348VULN|4BPWR|5LHND|6RCR|7ZMB|9CDMG|aRMIN
85	33344 36211	   	183.83	DCR|4VULN|1AART|1DMG|2ASPD	14ASPD|2AART|3467VULN|4BPWR|5RMIN|8CGEN|9DMG|aRCR
86	33342 25224	   	183.82	DCR|3VULN|1AART|1CDMG|2ASPD|1ZMB	14ASPD|2AART|349VULN|4BPWR|5BEXP|6RCR|7ZMB|8ERES|aCDMG
87	33345 25222	   	183.82	DCR|3VULN|1AART|2ASPD|1CDMG|1ZMB	14ASPD|2AART|348VULN|4BPWR|5LHND|6RCR|7ZMB|9CDMG|aLEGI
88	33344 32233	   	183.80	DCR|5VULN|1AART|2ASPD	14ASPD|2AART|34689VULN|4BPWR|5RMIN|7RCR|aCGEN
89	33344 32236	   	183.80	DCR|5VULN|1AART|2ASPD	14ASPD|2AART|34689VULN|4BPWR|5RMIN|7RCR|aMLV
90	33341 44331	   	183.73	DCR|4VULN|1AART|1DMG|2ASPD	14ASPD|2AART|3479VULN|4BPWR|5ERES|6DMG|8MLV|aRCR
91	33344 32231	   	183.70	DCR|5VULN|1AART|2ASPD	14ASPD|2AART|34689VULN|4BPWR|5RMIN|7RCR|aERES
92	33344 32232	   	183.70	DCR|5VULN|1AART|2ASPD	14ASPD|2AART|34689VULN|4BPWR|5RMIN|7RCR|aDUST
93	33355 23261	   	183.52	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2AART|348VULN|5LHND|6RCR|7TLV|9DMG|aZMB
94	33145 52133	   	183.27	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	1ASPD|2AART|3RCR|4LSRICY|59DUR|6DMG|7CDMG|8aVULN
95	33344 32131	   	183.24	DCR|3VULN|1AART|3ASPD|1DMG	149ASPD|2AART|346VULN|4BPWR|5RMIN|7RCR|8LWND|aDMG
96	33133 41561	 * 	182.84	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ASPD|29AART|3RCR|4LIT|5ZMB|6CDMG|7DUR|8DMG|aVULN
97	33343 23321	   	182.57	DCR|2VULN|2DMG|1AART|2ASPD	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7FEWX|89DMG|aRCVC
98	33125 32114	 * 	182.48	ACR|2AART|2VULN|1DMG|1CDMG|1ASPD	1ASPD|25AART|3RCR|4CGEN|6aVULN|7CDMG|8RMIN|9DMG
99	33125 32314	   	182.48	ACR|2AART|2VULN|1DMG|1CDMG|1ASPD	1ASPD|25AART|3RCR|4CGEN|6aVULN|7CDMG|8MLV|9DMG
100	33343 21321	   	182.47	DCR|2VULN|2DMG|1AART|2ASPD	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7DUST|89DMG|aRCVC
101	33152 33226	 * 	182.45	ACR|3VULN|1AART|2CDMG|2ASPD	1aASPD|2AART|3RCR|48aVULN|5RCVC|6LHND|7TLV|9aCDMG|aBPWR
102	33165 32114	   	182.38	ACR|2AART|2VULN|1DMG|1CDMG|1ASPD	1ASPD|25AART|3RCR|4ERES|6aVULN|7CDMG|8RMIN|9DMG
103	33165 32314	   	182.38	ACR|2AART|2VULN|1DMG|1CDMG|1ASPD	1ASPD|25AART|3RCR|4ERES|6aVULN|7CDMG|8MLV|9DMG
104	33336 22362	   	182.36	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2AART|39aVULN|4LIT|5RCVC|6RCR|7DUR|8DMG
105	33341 12523	   	182.12	DCR|4VULN|1AART|2ASPD|1CDMG	14ASPD|2AART|3479VULN|4BPWR|5ERES|6BELT|8RCR|aCDMG
106	33343 22223	 * 	182.06	DCR|2AART|2VULN|1DMG|2ASPD|1DUR	14ASPD|2aAART|34VULN|4BPWR|5LIT|6RCR|7DUR|8CGEN|9DMG
107	33343 22356	   	181.96	DCR|2AART|2VULN|1DMG|2ASPD|1DUR	14ASPD|2aAART|34VULN|4BPWR|5LIT|6RCR|7DUR|8DMG|9DUST
108	33133 43641	   	181.94	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1ASPD|2AART|3RCR|4LIT|5ZMB|6CDMG|7MBVNT|89DMG|aVULN
109	33126 26412	   	181.94	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2AART|3RCR|4CGEN|58VULN|6CDMG|7ZMB|9DMG|aLEGI
110	33126 26413	   	181.94	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2AART|3RCR|4CGEN|58VULN|6CDMG|7ZMB|9DMG|aDUST
111	33343 22311	   	181.62	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB|1DUR	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7DUR|8DMG|9LHND|aZMB
112	33343 22333	   	181.62	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB|1DUR	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7DUR|8DMG|9ZMB|aDMSP
113	33343 22335	   	181.62	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB|1DUR	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7DUR|8DMG|9ZMB|aCGEN
114	33343 22336	   	181.62	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB|1DUR	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7DUR|8DMG|9ZMB|aRPLT
115	33343 23332	   	181.62	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB|1DUR	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7FEWX|8DMG|9ZMB|aDUR
116	33332 23322	   	181.59	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1ASPD|2AART|35VULN|45LIT|5BPWR|6RCR|7FEWX|89DMG|aDUR
117	33332 22124	   	181.59	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1ASPD|2AART|35VULN|45LIT|5BPWR|6RCR|7DUR|8RMIN|9aDMG
118	33332 22224	   	181.59	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1ASPD|2AART|35VULN|45LIT|5BPWR|6RCR|7DUR|8CGEN|9aDMG
119	33332 22321	   	181.59	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1ASPD|2AART|35VULN|45LIT|5BPWR|6RCR|7DUR|89DMG|aBELT
120	33332 22325	   	181.59	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1ASPD|2AART|35VULN|45LIT|5BPWR|6RCR|7DUR|89DMG|aBEXP
121	33342 24241	   	181.53	DCR|3VULN|1AART|1DMG|2ASPD	14ASPD|2AART|349VULN|4BPWR|5BEXP|6RCR|7RCVC|8CGEN|aDMG
122	33343 21332	   	181.52	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB|1DUR	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7DUST|8DMG|9ZMB|aDUR
123	33343 22351	   	181.52	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB|1DUR	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7DUR|8DMG|9DUST|aZMB
124	33343 22423	   	181.52	DCR|2VULN|1AART|3ASPD|1CDMG|1ZMB|1DUR	149ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7DUR|8CDMG|aZMB
125	33353 22124	   	181.49	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1ASPD|2AART|34VULN|5LIT|6RCR|7DUR|8RMIN|9aDMG
126	33353 22224	   	181.49	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1ASPD|2AART|34VULN|5LIT|6RCR|7DUR|8CGEN|9aDMG
127	33353 22321	   	181.49	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1ASPD|2AART|34VULN|5LIT|6RCR|7DUR|89DMG|aBELT
128	33353 22325	   	181.49	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1ASPD|2AART|34VULN|5LIT|6RCR|7DUR|89DMG|aBEXP
129	33332 21322	   	181.49	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1ASPD|2AART|35VULN|45LIT|5BPWR|6RCR|7DUST|89DMG|aDUR
130	33353 23322	   	181.49	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1ASPD|2AART|34VULN|5LIT|6RCR|7FEWX|89DMG|aDUR
131	33332 22324	   	181.49	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1ASPD|2AART|35VULN|45LIT|5BPWR|6RCR|7DUR|89DMG|aDUST
132	33126 32364	 * 	181.46	ACR|2AART|2VULN|2ASPD|1CDMG|2DUR	19ASPD|27AART|3RCR|4CGEN|59VULN|69DUR|8RMIN|9BPWR|aCDMG
133	33342 24141	   	181.43	DCR|3VULN|1AART|1DMG|2ASPD	14ASPD|2AART|349VULN|4BPWR|5BEXP|6RCR|7RCVC|8TLV|aDMG
134	33353 22324	   	181.39	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1ASPD|2AART|34VULN|5LIT|6RCR|7DUR|89DMG|aDUST
135	33353 21322	   	181.39	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1ASPD|2AART|34VULN|5LIT|6RCR|7DUST|89DMG|aDUR
136	33343 23124	   	181.26	DCR|2VULN|2DMG|1AART|2ASPD	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7FEWX|8RMIN|9aDMG
137	33343 23224	   	181.26	DCR|2VULN|2DMG|1AART|2ASPD	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7FEWX|8CGEN|9aDMG
138	33343 23323	   	181.26	DCR|2VULN|2DMG|1AART|2ASPD	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7FEWX|89DMG|aMLV
139	33343 23325	   	181.26	DCR|2VULN|2DMG|1AART|2ASPD	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7FEWX|89DMG|aBEXP
140	33343 21124	   	181.16	DCR|2VULN|2DMG|1AART|2ASPD	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7DUST|8RMIN|9aDMG
141	33343 21224	   	181.16	DCR|2VULN|2DMG|1AART|2ASPD	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7DUST|8CGEN|9aDMG
142	33343 21323	   	181.16	DCR|2VULN|2DMG|1AART|2ASPD	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7DUST|89DMG|aMLV
143	33343 23324	   	181.16	DCR|2VULN|2DMG|1AART|2ASPD	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7FEWX|89DMG|aDUST
144	33343 21324	   	181.06	DCR|2VULN|2DMG|1AART|2ASPD	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7aDUST|89DMG
145	33343 21326	   	181.06	DCR|2VULN|2DMG|1AART|2ASPD	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7DUST|89DMG|aTLV
146	33345 25131	   	180.99	DCR|2VULN|1AART|3ASPD|1DMG|1ZMB	149ASPD|2AART|34VULN|4BPWR|58LHND|6RCR|7ZMB|aDMG
147	33333 22323	   	180.64	DCR|2AART|2DMG|1VULN|2DUR|1ASPD	1ASPD|25AART|3VULN|4LIT|6RCR|7aDUR|89DMG
148	33333 22363	   	180.64	DCR|2AART|2VULN|1DMG|2DUR|1ASPD	1ASPD|25AART|39VULN|4LIT|6RCR|7aDUR|8DMG
149	33342 25362	 * 	180.64	DCR|3VULN|1AART|3ASPD|2ZMB	149ASPD|2AART|34aVULN|49BPWR|59BEXP|6RCR|79ZMB|8RMIN
150	33343 23361	   	180.63	DCR|3VULN|1AART|1DMG|2ASPD	14ASPD|2AART|349VULN|4BPWR|5LIT|6RCR|7FEWX|8DMG|aRCVC
151	33145 53331	   	180.62	ACR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	1ASPD|2AART|3RCR|4LSRICY|57DUR|6DMG|89VULN|aZMB
152	33343 21361	   	180.53	DCR|3VULN|1AART|1DMG|2ASPD	14ASPD|2AART|349VULN|4BPWR|5LIT|6RCR|7DUST|8DMG|aRCVC
153	33152 35224	   	180.43	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2AART|3RCR|48aVULN|5RCVC|6LHND|7ZMB|9CDMG
154	33343 22162	   	180.31	DCR|4VULN|1AART|2ASPD|1DUR	14ASPD|2AART|349aVULN|4BPWR|5LIT|6RCR|7DUR|8RMIN
155	33343 22262	   	180.31	DCR|4VULN|1AART|2ASPD|1DUR	14ASPD|2AART|349aVULN|4BPWR|5LIT|6RCR|7DUR|8CGEN
156	33332 22332	   	180.30	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	1ASPD|2AART|35VULN|45LIT|5BPWR|6RCR|7aDUR|8DMG|9ZMB
157	33145 53313	 * 	180.24	ACR|2VULN|1AART|1DMG|3DUR|2ASPD	19ASPD|2AART|3RCR|49LSRICY|57aDUR|6DMG|89VULN|9BPWR
158	33355 23224	   	180.21	DCR|4VULN|1AART|1CDMG|1ASPD	1ASPD|2AART|348aVULN|5LHND|6RCR|7TLV|9CDMG
159	33353 22332	   	180.20	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	1ASPD|2AART|34VULN|5LIT|6RCR|7aDUR|8DMG|9ZMB
