0	Index      	 *	Score 	Summary	Detail	
1	33612 34621	 * 	191.23	DCR|3VULN|1AART|1DMG|2CDMG|2DUR|1SELL	17CDMG|27DUR|3RMIN|4SELL|5AART|67aVULN|7BPWR|8RCR|9DMG
49	21615 11511	 * 	172.53	DCR|3DMG|1AART|1VULN|1FLTHEA	1ERES|236DMG|4DLOT|5AART|7FLTHEA|8RCR|9LWND|aVULN
50	21615 11531	   	172.43	DCR|3DMG|1AART|1VULN|1FLTHEA	1ERES|236DMG|4DLOT|5AART|7FLTHEA|8RCR|9DUST|aVULN
51	12134 16326	   	171.91	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1RPLT|2ASPD|3AART|4DUR|5aVULN|6DMG|7RCR|8ZMB|9LWND
52	12134 16621	   	171.91	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1RPLT|2ASPD|3AART|4DUR|5VULN|68DMG|7RCR|9RMIN|aZMB
53	23316 46131	   	171.23	DCR|3VULN|1AART|1DMG|1CDMG	12ERES|3LEGI|469VULN|5CDMG|7AART|8RCR|aDMG
54	12134 16314	   	171.06	DCR|2AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1RPLT|2ASPD|39AART|4aDUR|5VULN|6DMG|7RCR|8ZMB
55	42161 41212	   	171.02	ACR|3DMG|3ZMB|3ASPD|1DUR	1RCVC|258ZMB|389ASPD|4RCR|678DMG|8BPWR|aDUR
56	62161 41212	   	171.02	ACR|3DMG|3ZMB|3ASPD|1DUR	1DMSP|258ZMB|389ASPD|4RCR|678DMG|8BPWR|aDUR
57	24353 13216	   	170.90	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1aERES|2VULN|3RPLT|4RCR|5AART|6aDMG|7CDMG|8ZMB|9aLIT|aBPWR
58	24353 13213	   	170.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|2aVULN|3RPLT|4RCR|5AART|6DMG|7CDMG|8ZMB|9LIT
59	24353 13215	   	170.80	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ERES|2VULN|3RPLT|4RCR|5AART|6aDMG|7CDMG|8ZMB|9LIT
60	24353 13221	   	170.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|29VULN|3RPLT|4RCR|5AART|6DMG|7CDMG|8ZMB|aRCVC
61	24353 13223	   	170.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|29VULN|3RPLT|4RCR|5AART|6DMG|7CDMG|8ZMB|aFEWX
62	24353 13261	   	170.80	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ERES|2VULN|3RPLT|4RCR|5AART|6aDMG|7CDMG|8ZMB|9BELT
63	24353 13263	   	170.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|2aVULN|3RPLT|4RCR|5AART|6DMG|7CDMG|8ZMB|9BELT
64	22425 31226	   	170.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1ERES|2DUR|3ZMB|46VULN|5BELT|7CDMG|8AART|9RCR|aDMG
65	24353 13222	   	170.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|29VULN|3RPLT|4RCR|5AART|6DMG|7CDMG|8ZMB|aDUST
66	24353 13224	   	170.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|29VULN|3RPLT|4RCR|5AART|6DMG|7CDMG|8ZMB|aTLV
67	12133 43514	   	170.61	DCR|2DMG|1AART|1VULN|2ASPD|2DUR	1RPLT|27ASPD|3AART|49DUR|57DMG|67LIT|7BPWR|8RCR|aVULN
68	21215 61363	 * 	170.58	DCR|2VULN|2AART|1DMG|1ZMB	1ERES|2DMG|3LIT|48VULN|5aAART|6RCR|7ZMB|9FEWX
69	41145 23321	   	170.55	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1RCVC|2NUKE|3SELL|4RCR|5AART|69VULN|7DMG|8CDMG|aZMB
70	61145 23321	   	170.55	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1DMSP|2NUKE|3SELL|4RCR|5AART|69VULN|7DMG|8CDMG|aZMB
71	46632 11131	 * 	170.32	DCR|2AART|2VULN|1DMG|1CDMG	1RCVC|25AART|3CDMG|4LHND|69VULN|7RMIN|8RCR|aDMG
72	66632 11131	   	170.32	DCR|2AART|2VULN|1DMG|1CDMG	1DMSP|25AART|3CDMG|4LHND|69VULN|7RMIN|8RCR|aDMG
73	46612 12131	   	170.22	DCR|2AART|2VULN|1DMG|1CDMG	1RCVC|25AART|3CDMG|4BEXP|69VULN|7TLV|8RCR|aDMG
74	46632 12131	   	170.22	DCR|2AART|2VULN|1DMG|1CDMG	1RCVC|25AART|3CDMG|4LHND|69VULN|7TLV|8RCR|aDMG
75	66612 12131	   	170.22	DCR|2AART|2VULN|1DMG|1CDMG	1DMSP|25AART|3CDMG|4BEXP|69VULN|7TLV|8RCR|aDMG
76	66632 12131	   	170.22	DCR|2AART|2VULN|1DMG|1CDMG	1DMSP|25AART|3CDMG|4LHND|69VULN|7TLV|8RCR|aDMG
77	21215 52143	   	169.76	DCR|2VULN|2DMG|1AART|1CDMG	1ERES|29DMG|3LIT|47VULN|5AART|6CDMG|8BEXP|aRCR
78	11615 42123	   	169.76	DCR|2VULN|2DMG|1AART|1CDMG	1RPLT|2LIT|36DMG|4CDMG|5AART|78VULN|9LEGI|aRCR
79	21215 21222	   	169.76	DCR|2VULN|2DMG|1AART|1CDMG	1ERES|28DMG|3LIT|47VULN|5AART|6RPLT|9CDMG|aRCR
80	41311 51241	 * 	169.33	ACR|3DMG|2VULN|1CDMG	1RCVC|2NUKE|3RCR|48LHND|5ERES|68VULN|78aDMG|8BPWR|9CDMG
81	41311 51243	 * 	169.33	ACR|3VULN|2DMG|1CDMG	1RCVC|2NUKE|3RCR|48LHND|5ERES|68aVULN|78DMG|8BPWR|9CDMG
82	41321 51241	   	169.33	ACR|3DMG|2VULN|1CDMG	1RCVC|2NUKE|3RCR|48LWND|5ERES|68VULN|78aDMG|8BPWR|9CDMG
83	41321 51243	   	169.33	ACR|3VULN|2DMG|1CDMG	1RCVC|2NUKE|3RCR|48LWND|5ERES|68aVULN|78DMG|8BPWR|9CDMG
84	61311 51241	   	169.33	ACR|3DMG|2VULN|1CDMG	1DMSP|2NUKE|3RCR|48LHND|5ERES|68VULN|78aDMG|8BPWR|9CDMG
85	61311 51243	   	169.33	ACR|3VULN|2DMG|1CDMG	1DMSP|2NUKE|3RCR|48LHND|5ERES|68aVULN|78DMG|8BPWR|9CDMG
86	61321 51241	   	169.33	ACR|3DMG|2VULN|1CDMG	1DMSP|2NUKE|3RCR|48LWND|5ERES|68VULN|78aDMG|8BPWR|9CDMG
87	61321 51243	   	169.33	ACR|3VULN|2DMG|1CDMG	1DMSP|2NUKE|3RCR|48LWND|5ERES|68aVULN|78DMG|8BPWR|9CDMG
88	12123 22526	   	169.15	DCR|2VULN|2DMG|1AART|1ASPD	1RPLT|2ASPD|3AART|46DMG|5FEWX|7LIT|8RCR|9aVULN
89	12126 22526	   	169.15	DCR|2VULN|2DMG|1AART|1ASPD	1RPLT|2ASPD|3AART|46DMG|5LHND|7LIT|8RCR|9aVULN
90	12121 22526	   	169.05	DCR|2VULN|2DMG|1AART|1ASPD	1RPLT|2ASPD|3AART|46DMG|5DUST|7LIT|8RCR|9aVULN
91	15433 23311	   	168.51	DCR|3VULN|2DMG|1ZMB|1DUR	1RPLT|2MBVNT|39CGEN|4DUR|59DMG|679VULN|8RCR|9BPWR|aZMB
92	15431 13311	   	168.51	DCR|3VULN|2DMG|1ZMB|1DUR	1RPLT|2MBVNT|39CGEN|4DUR|579VULN|69DMG|8RCR|9BPWR|aZMB
93	12134 16325	   	167.97	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1RPLT|2ASPD|3AART|4DUR|5VULN|6DMG|7RCR|8ZMB|9LWND|aCDMG
94	12134 16361	   	167.97	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1RPLT|2ASPD|3AART|4DUR|5VULN|6DMG|7RCR|8ZMB|9RMIN|aCDMG
95	12134 16341	   	167.87	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1RPLT|2ASPD|3AART|4DUR|5VULN|6DMG|7RCR|8ZMB|9TLV|aCDMG
96	21215 21514	   	167.85	DCR|2VULN|2DMG|1AART|1DUR	1ERES|2aDMG|3LIT|47VULN|5AART|6RPLT|8RCR|9DUR
97	11412 15363	   	167.82	DCR|2VULN|2DMG|1AART|1ZMB	1RPLT|27LIT|37VULN|4ERES|5DUST|67DMG|7BPWR|8AART|9RCR|aZMB
98	21113 62542	   	167.72	DCR|2VULN|2AART|1DMG|1CDMG	1ERES|2DMG|3CDMG|4LWND|5TLV|6aAART|79VULN|8RCR
99	15433 83512	   	167.60	DCR|3VULN|2DMG|2DUR	1RPLT|2MBVNT|39CGEN|4aDUR|59DMG|6RCR|789VULN|9BPWR
100	12123 26361	   	167.22	DCR|3DMG|1AART|1VULN|1ASPD	1RPLT|2ASPD|3AART|467DMG|5FEWX|8RCR|9VULN|aDMSP
101	12123 26363	   	167.22	DCR|3DMG|1AART|1VULN|1ASPD	1RPLT|2ASPD|3AART|467DMG|5FEWX|8RCR|9VULN|aBELT
102	12123 26365	   	167.22	DCR|3DMG|1AART|1VULN|1ASPD	1RPLT|2ASPD|3AART|467DMG|5FEWX|8RCR|9VULN|aLHND
103	12123 22524	   	167.22	DCR|3DMG|1AART|1VULN|1ASPD	1RPLT|2ASPD|3AART|46aDMG|5FEWX|7LIT|8RCR|9VULN
104	12126 22524	   	167.22	DCR|3DMG|1AART|1VULN|1ASPD	1RPLT|2ASPD|3AART|46aDMG|5LHND|7LIT|8RCR|9VULN
105	21113 63641	 * 	167.13	DCR|3DMG|1AART|1VULN|1CDMG	18ERES|278DMG|3CDMG|4LWND|58TLV|6AART|8BPWR|9VULN|aRCR
106	21113 21542	   	167.12	DCR|2VULN|2AART|1DMG|1CDMG	1ERES|2DMG|3CDMG|4LWND|5TLV|69VULN|7aAART|8RCR
107	21316 11542	   	167.12	DCR|2VULN|2AART|1DMG|1CDMG	1ERES|2DMG|3TLV|49VULN|5CDMG|6LWND|7aAART|8RCR
108	21336 21542	   	167.12	DCR|2VULN|2AART|1DMG|1CDMG	1ERES|2DMG|3TLV|4LWND|5CDMG|69VULN|7aAART|8RCR
109	12121 26361	   	167.12	DCR|3DMG|1AART|1VULN|1ASPD	1RPLT|2ASPD|3AART|467DMG|5DUST|8RCR|9VULN|aDMSP
110	12121 26363	   	167.12	DCR|3DMG|1AART|1VULN|1ASPD	1RPLT|2ASPD|3AART|467DMG|5DUST|8RCR|9VULN|aBELT
111	12121 26365	   	167.12	DCR|3DMG|1AART|1VULN|1ASPD	1RPLT|2ASPD|3AART|467DMG|5DUST|8RCR|9VULN|aLHND
112	12123 26364	   	167.12	DCR|3DMG|1AART|1VULN|1ASPD	1RPLT|2ASPD|3AART|467DMG|5FEWX|8RCR|9VULN|aLSRHEA
113	12123 26366	   	167.12	DCR|3DMG|1AART|1VULN|1ASPD	1RPLT|2ASPD|3AART|467DMG|5FEWX|8RCR|9VULN|aMBVNT
114	12121 22524	   	167.12	DCR|3DMG|1AART|1VULN|1ASPD	1RPLT|2ASPD|3AART|46aDMG|5DUST|7LIT|8RCR|9VULN
115	12134 15161	   	167.11	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1RPLT|2ASPD|3AART|4DUR|57VULN|6DMG|8CGEN|9RCR|aZMB
116	24353 13253	   	167.09	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2VULN|3RPLT|4RCR|5AART|6DMG|7CDMG|8ZMB|9ASPD|aDUR
117	12121 26364	   	167.02	DCR|3DMG|1AART|1VULN|1ASPD	1RPLT|2ASPD|3AART|467DMG|5DUST|8RCR|9VULN|aLSRHEA
118	12121 26366	   	167.02	DCR|3DMG|1AART|1VULN|1ASPD	1RPLT|2ASPD|3AART|467DMG|5DUST|8RCR|9VULN|aMBVNT
119	24353 12216	   	166.83	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1aERES|2VULN|3RPLT|4RCR|5AART|6aDMG|7ASPD|8CDMG|9aLIT|aBPWR
120	24353 13622	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|29VULN|3RPLT|4RCR|5AART|6DMG|7CDMG|8CGEN|aDUR
121	24353 12213	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|2aVULN|3RPLT|4RCR|5AART|6DMG|7ASPD|8CDMG|9LIT
122	24353 12215	   	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1ERES|2VULN|3RPLT|4RCR|5AART|6aDMG|7ASPD|8CDMG|9LIT
123	24353 12221	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|29VULN|3RPLT|4RCR|5AART|6DMG|7ASPD|8CDMG|aRCVC
124	24353 12223	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|29VULN|3RPLT|4RCR|5AART|6DMG|7ASPD|8CDMG|aFEWX
125	24353 12222	   	166.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|29VULN|3RPLT|4RCR|5AART|6DMG|7ASPD|8CDMG|aDUST
126	24353 12224	   	166.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|29VULN|3RPLT|4RCR|5AART|6DMG|7ASPD|8CDMG|aTLV
127	41145 23311	   	166.49	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1RCVC|2NUKE|3SELL|4RCR|5AART|6aVULN|7DMG|8CDMG|9DUR
128	61145 23311	   	166.49	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1DMSP|2NUKE|3SELL|4RCR|5AART|6aVULN|7DMG|8CDMG|9DUR
129	33211 26542	   	166.43	DCR|2VULN|2AART|1CDMG|2DUR|1ASPD	1CDMG|23DUR|4LWND|5ASPD|69VULN|7aAART|8RCR
130	15381 17312	   	166.42	DCR|3VULN|3DMG	1RPLT|2MBVNT|379aLHND|4CGEN|579VULN|679DMG|79BPWR|8RCR
131	15383 27312	   	166.42	DCR|3VULN|3DMG	1RPLT|2MBVNT|379aLHND|4CGEN|579DMG|679VULN|79BPWR|8RCR
132	15421 17312	   	166.42	DCR|3VULN|3DMG	1RPLT|2MBVNT|379CGEN|4LWND|579VULN|679DMG|79BPWR|8RCR|aLHND
133	15421 17314	   	166.42	DCR|3VULN|3DMG	1RPLT|2MBVNT|379CGEN|4LWND|579VULN|679DMG|79BPWR|8RCR|aBEXP
134	15421 17315	   	166.42	DCR|3VULN|3DMG	1RPLT|2MBVNT|379CGEN|4LWND|579VULN|679DMG|79BPWR|8RCR|aRMIN
135	15421 17317	   	166.42	DCR|3VULN|3DMG	1aRPLT|2MBVNT|379CGEN|4LWND|579VULN|679DMG|79BPWR|8RCR
136	15423 27312	   	166.42	DCR|3VULN|3DMG	1RPLT|2MBVNT|379CGEN|4LWND|579DMG|679VULN|79BPWR|8RCR|aLHND
137	15423 27314	   	166.42	DCR|3VULN|3DMG	1RPLT|2MBVNT|379CGEN|4LWND|579DMG|679VULN|79BPWR|8RCR|aBEXP
138	15423 27315	   	166.42	DCR|3VULN|3DMG	1RPLT|2MBVNT|379CGEN|4LWND|579DMG|679VULN|79BPWR|8RCR|aRMIN
139	15423 27317	   	166.42	DCR|3VULN|3DMG	1aRPLT|2MBVNT|379CGEN|4LWND|579DMG|679VULN|79BPWR|8RCR
140	21215 62523	   	166.41	DCR|2VULN|2AART|1DMG|1DUR	1ERES|2DMG|3LIT|4aVULN|59AART|6RCR|7DUR|8LSRREG
141	15413 83511	   	166.37	DCR|3VULN|2DMG|1ZMB	1RPLT|2MBVNT|39CGEN|4BEXP|59DMG|6RCR|789VULN|9BPWR|aZMB
142	15423 83511	   	166.37	DCR|3VULN|2DMG|1ZMB	1RPLT|2MBVNT|39CGEN|4LWND|59DMG|6RCR|789VULN|9BPWR|aZMB
143	22351 12534	 * 	166.34	ACR|3DMG|1AART|1VULN|1DUR	1ERES|2DUR|3RPLT|4RCR|5VULN|67aDMG|8BEXP|9AART
144	15321 17312	   	166.32	DCR|3VULN|3DMG	1RPLT|2MBVNT|379aLHND|4ERES|579VULN|679DMG|79BPWR|8RCR
145	15321 17314	   	166.32	DCR|3VULN|3DMG	1RPLT|2MBVNT|379LHND|4ERES|579VULN|679DMG|79BPWR|8RCR|aRMIN
146	15321 17317	   	166.32	DCR|3VULN|3DMG	1aRPLT|2MBVNT|379LHND|4ERES|579VULN|679DMG|79BPWR|8RCR
147	15381 17313	   	166.32	DCR|3VULN|3DMG	1RPLT|2MBVNT|379LHND|4CGEN|579VULN|679DMG|79BPWR|8RCR|aERES
148	15383 27313	   	166.32	DCR|3VULN|3DMG	1RPLT|2MBVNT|379LHND|4CGEN|579DMG|679VULN|79BPWR|8RCR|aERES
149	22425 31224	   	166.31	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|2DUR|3ZMB|46aVULN|5BELT|7CDMG|8AART|9RCR
150	42162 51221	 * 	166.24	ACR|2VULN|2DMG|2ZMB|2ASPD	1RCVC|28ZMB|38ASPD|4RCR|5LHND|6aVULN|78DMG|8BPWR|9RMIN
151	42162 51231	   	166.24	ACR|2VULN|2DMG|2ZMB|2ASPD	1RCVC|28ZMB|38ASPD|4RCR|5LHND|6aVULN|78DMG|8BPWR|9MLV
152	62162 51221	   	166.24	ACR|2VULN|2DMG|2ZMB|2ASPD	1DMSP|28ZMB|38ASPD|4RCR|5LHND|6aVULN|78DMG|8BPWR|9RMIN
153	62162 51231	   	166.24	ACR|2VULN|2DMG|2ZMB|2ASPD	1DMSP|28ZMB|38ASPD|4RCR|5LHND|6aVULN|78DMG|8BPWR|9MLV
154	15321 17313	   	166.22	DCR|3VULN|3DMG	1RPLT|2MBVNT|379LHND|4aERES|579VULN|679DMG|79BPWR|8RCR
155	15321 12311	   	166.12	DCR|3VULN|3DMG	1RPLT|2MBVNT|39LHND|4ERES|59aVULN|679DMG|8RCR|9BPWR
156	21215 61313	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2DMG|3LIT|48VULN|5AART|6RCR|7ZMB|9LWND|aDUR
157	21215 61331	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2DMG|3LIT|48VULN|5AART|6RCR|7ZMB|9DUR|aFEWX
158	21215 61332	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2DMG|3LIT|48VULN|5AART|6RCR|7ZMB|9DUR|aLHND
159	21215 61336	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2DMG|3LIT|48VULN|5AART|6RCR|7ZMB|9DUR|aRMIN
160	21215 61343	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2DMG|3LIT|48VULN|5AART|6RCR|7ZMB|9RMIN|aDUR
161	21215 63131	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2DMG|37LIT|48VULN|5AART|6RCR|9DUR|aZMB
162	15611 17313	   	166.02	DCR|3DMG|3VULN	1RPLT|2MBVNT|3LEGI|479ERES|579VULN|679DMG|79BPWR|8RCR|aLHND
