0	Index      	 *	Score 	Summary	Detail	
1	11143 35351	 * 	191.79	ACR|3DMG|2VULN|1AART|1ZMB	1FEWX|2RCVC|38aDMG|4RCR|57VULN|6ZMB|9AART
69	25124 23116	   	167.75	DCR|2VULN|2DMG|1AART|1ASPD	1TLV|2ASPD|35DMG|4MBVNT|6aVULN|7RCR|8BEXP|9AART
70	11124 14645	   	167.67	DCR|3DMG|2VULN|1ZMB	19FEWX|2RCVC|359DMG|4MBVNT|6RMIN|7RCR|89VULN|9BPWR|aZMB
71	25124 73316	   	167.65	DCR|2VULN|2DMG|1AART|1ASPD	1TLV|2ASPD|35DMG|4MBVNT|6LEGI|7RCR|8aVULN|9AART
72	11143 31624	   	167.56	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1FEWX|29RCVC|3aDMG|4RCR|5VULN|6ZMB|7DUR|8AART
73	11123 41584	 * 	167.52	DCR|3VULN|3DMG	18FEWX|2RCVC|38aDMG|4MBVNT|568VULN|7DMSP|8BPWR|9RCR
74	51143 51332	   	167.14	ACR|2DMG|2AART|1VULN|1DUR	1LWND|2RCVC|36DMG|4RCR|5VULN|7aAART|8BELT|9DUR
75	25123 63344	   	167.05	DCR|2VULN|2DMG|1AART|1ASPD	1TLV|2ASPD|36DMG|4MBVNT|58VULN|7RCR|9ERES|aAART
76	25124 23344	   	167.05	DCR|2VULN|2DMG|1AART|1ASPD	1TLV|2ASPD|35DMG|4MBVNT|68VULN|7RCR|9ERES|aAART
77	11156 12315	   	167.02	DCR|2VULN|2DMG|1AART	1FEWX|2RCVC|35DMG|4LWND|6RCR|7DUST|8aVULN|9AART
78	51135 23211	   	166.98	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1LWND|2RCVC|3DMG|48AART|5MLV|6RCR|7ASPD|9VULN|aCDMG
79	61522 25333	   	166.73	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|2RMIN|348VULN|5DMG|6LHND|7AART|9BELT|aRCR
80	51123 42364	   	166.63	DCR|4VULN|1DMG|1CDMG	1LWND|2RCVC|3DMG|4MBVNT|5689VULN|7RCR|aCDMG
81	61112 13643	   	166.40	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1CDMG|2RMIN|3BEXP|4ASPD|5ZMB|67VULN|8RCR|9aDMG
82	11146 31361	   	166.38	ACR|3DMG|1AART|2DUR|1ZMB	1FEWX|2RCVC|38aDMG|4RCR|57DUR|6ZMB|9AART
83	11146 33632	   	166.19	ACR|2DMG|1AART|2CDMG|1ZMB|1DUR	19FEWX|2RCVC|39DMG|4RCR|5DUR|6ZMB|79CDMG|8AART|9BPWR|aLHND
84	11143 31632	   	166.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2RCVC|3DMG|4RCR|5aVULN|6ZMB|7DUR|8AART|9LWND
85	11143 31652	   	166.09	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1FEWX|2RCVC|3aDMG|4RCR|5VULN|6ZMB|7DUR|8AART|9RPLT
86	11143 31662	   	165.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2RCVC|3DMG|4RCR|5aVULN|6ZMB|7DUR|8AART|9DUST
87	11143 35623	 * 	165.99	ACR|2VULN|2DMG|1CDMG|1ZMB	1FEWX|2RCVC|3aDMG|4RCR|57VULN|6ZMB|8CDMG|9CGEN
88	11143 35633	   	165.99	ACR|2VULN|2DMG|1CDMG|1ZMB	1FEWX|2RCVC|3aDMG|4RCR|57VULN|6ZMB|8CDMG|9MLV
89	61621 11361	   	165.88	DCR|2VULN|2DMG|2CDMG|1ZMB	19CDMG|2RMIN|3LEGI|49VULN|5ZMB|6FEWX|79DMG|8RCR|9BPWR|aLWND
90	61621 11363	   	165.88	DCR|2VULN|2DMG|2CDMG|1ZMB	19CDMG|2RMIN|3LEGI|49VULN|5ZMB|6FEWX|79DMG|8RCR|9BPWR|aLHND
91	11142 35163	   	165.84	ACR|2VULN|2DMG|1AART	1aFEWX|2RCVC|3aDMG|4RCR|5CGEN|6ERES|7RPLT|8AART|9aVULN|aBPWR
92	25123 43116	   	165.82	DCR|3VULN|1AART|1DMG|1ASPD	1TLV|2ASPD|3DMG|4MBVNT|56aVULN|7RCR|8BEXP|9AART
93	61621 11362	   	165.78	DCR|2DMG|2VULN|2CDMG|1ZMB	19CDMG|2RMIN|3LEGI|49VULN|5ZMB|6FEWX|79DMG|8RCR|9BPWR|aERES
94	25143 53333	   	165.77	ACR|3DMG|1VULN|2DUR|1ZMB|1ASPD	1TLV|2ASPD|368DMG|4RCR|5VULN|7ZMB|9aDUR
95	11143 55122	   	165.74	ACR|2VULN|2DMG|1AART	1FEWX|2RCVC|36DMG|4RCR|5aVULN|7RPLT|8AART|9LHND
96	11143 12551	   	165.14	ACR|2VULN|2DMG|1AART	1FEWX|2RCVC|3aDMG|4RCR|58VULN|67CGEN|9AART
97	25123 43344	   	165.12	DCR|3VULN|1AART|1DMG|1ASPD	1TLV|2ASPD|3DMG|4MBVNT|568VULN|7RCR|9ERES|aAART
98	25143 31221	 * 	165.08	ACR|2DMG|1VULN|2ASPD|1CDMG|1ZMB|1DUR	1TLV|2aASPD|39DMG|4RCR|5VULN|6ZMB|7DUR|8CDMG
99	62222 33321	   	165.07	DCR|4VULN|1DMG|1CDMG|1DUR	1CDMG|248aVULN|3ERES|5DMG|6DUR|7RPLT|9RCR
100	11141 12541	   	165.04	ACR|2VULN|2DMG|1AART	1FEWX|2RCVC|37DMG|4RCR|5LIT|6ERES|8aVULN|9AART
101	11144 22216	   	165.00	ACR|3VULN|1AART|1DMG	1FEWX|2RCVC|3DMG|4RCR|5BELT|6AART|78aVULN|9BEXP
102	11144 22226	   	165.00	ACR|3VULN|1AART|1DMG	1FEWX|2RCVC|3DMG|4RCR|5BELT|6AART|78aVULN|9LWND
103	11144 22232	   	164.90	ACR|3VULN|1AART|1DMG	1FEWX|2RCVC|3DMG|4RCR|5BELT|6AART|78aVULN|9LSRHEA
104	25143 31261	   	164.69	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1TLV|2ASPD|3DMG|4RCR|5VULN|6ZMB|7DUR|8CDMG|9AART|aCGEN
105	25143 31262	   	164.69	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1TLV|2ASPD|3DMG|4RCR|5VULN|6ZMB|7DUR|8CDMG|9AART|aBEXP
106	51123 62116	   	164.62	DCR|2VULN|2DMG|1AART	1LWND|2RCVC|36DMG|4MBVNT|5aVULN|7RCR|8BEXP|9AART
107	51124 22116	   	164.62	DCR|2VULN|2DMG|1AART	1LWND|2RCVC|35DMG|4MBVNT|6aVULN|7RCR|8BEXP|9AART
108	25143 31263	   	164.59	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1TLV|2ASPD|3DMG|4RCR|5VULN|6ZMB|7DUR|8CDMG|9AART|aDUST
109	51123 62416	   	164.52	DCR|2VULN|2DMG|1AART	1LWND|2RCVC|36DMG|4MBVNT|5aVULN|7RCR|8DUST|9AART
110	51124 22416	   	164.52	DCR|2VULN|2DMG|1AART	1LWND|2RCVC|35DMG|4MBVNT|6aVULN|7RCR|8DUST|9AART
111	51135 23252	 * 	164.50	DCR|2AART|2DMG|1CDMG|1ASPD	1LWND|2RCVC|3aDMG|48AART|5MLV|6RCR|7ASPD|9CDMG
112	25143 63132	   	164.49	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1TLV|2ASPD|3DMG|4RCR|59VULN|6RPLT|7RCVC|8AART|aZMB
113	11143 63112	   	164.40	ACR|3VULN|1AART|1DMG	1FEWX|2RCVC|3DMG|4RCR|59aVULN|6RPLT|7AART|8LHND
114	11143 63212	   	164.30	ACR|3VULN|1AART|1DMG	1FEWX|2RCVC|3DMG|4RCR|59aVULN|6RPLT|7AART|8DUST
115	61126 36311	   	164.21	DCR|3VULN|2DMG|1CDMG	1CDMG|2RMIN|35BEXP|456VULN|5BPWR|7LIT|8RCR|9aDMG
116	14321 12662	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2BEXP|3MLV|4aVULN|5DUR|6DMG|7RCR|8CDMG|9AART
117	15121 12662	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2MLV|3BEXP|4aVULN|5DUR|6DMG|7RCR|8CDMG|9AART
118	62222 61316	   	164.01	DCR|3VULN|2DMG|1CDMG	1CDMG|24aVULN|3ERES|59DMG|6LIT|7CGEN|8RCR
119	62222 63316	   	164.01	DCR|3VULN|2DMG|1CDMG	1CDMG|24aVULN|3ERES|59DMG|6LIT|7MLV|8RCR
120	11143 36143	   	163.95	ACR|3DMG|1VULN|1CDMG|1ZMB	1FEWX|2RCVC|39aDMG|4RCR|5VULN|6ZMB|7CDMG|8ERES
121	11143 51513	   	163.93	ACR|3DMG|2VULN|1ASPD	1FEWX|2RCVC|36aDMG|4RCR|58VULN|7DMSP|9ASPD
122	51123 62344	   	163.92	DCR|2VULN|2DMG|1AART	1LWND|2RCVC|36DMG|4MBVNT|58VULN|7RCR|9ERES|aAART
123	51124 22344	   	163.92	DCR|2VULN|2DMG|1AART	1LWND|2RCVC|35DMG|4MBVNT|68VULN|7RCR|9ERES|aAART
124	13121 12662	   	163.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|2ERES|3BEXP|4VULN|5DUR|6aDMG|7RCR|8CDMG|9AART
125	26121 12662	   	163.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1TLV|2FEWX|3BEXP|4VULN|5DUR|6aDMG|7RCR|8CDMG|9AART
126	62222 16316	   	163.91	DCR|3VULN|2DMG|1CDMG	1CDMG|24aVULN|3ERES|59DMG|6TLV|7LIT|8RCR
127	11162 23252	   	163.90	DCR|2AART|2DMG|1CDMG|1ASPD	1FEWX|2RCVC|3aDMG|4CGEN|58AART|6RCR|7ASPD|9CDMG
128	61252 32412	   	163.87	DCR|2VULN|3CDMG|1AART|1ZMB	135CDMG|2RMIN|4ERES|6RCR|7AART|8ZMB|9aVULN
129	63252 32412	   	163.87	DCR|2VULN|3CDMG|1AART|1ZMB	135CDMG|2MLV|4ERES|6RCR|7AART|8ZMB|9aVULN
130	11143 55132	   	163.80	ACR|3DMG|1AART|1VULN	1FEWX|2RCVC|36aDMG|4RCR|5VULN|7RPLT|8AART|9LIT
131	11143 31623	   	163.63	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|29RCVC|3DMG|4RCR|5VULN|6ZMB|7DUR|8AART|aCDMG
132	11124 14643	   	163.61	DCR|3DMG|2VULN|1DUR	19FEWX|2RCVC|359DMG|4MBVNT|6RMIN|7RCR|89VULN|9BPWR|aDUR
133	11124 14648	   	163.61	DCR|3DMG|2VULN|1ASPD	19FEWX|2RCVC|359DMG|4MBVNT|6RMIN|7RCR|89VULN|9BPWR|aASPD
134	62222 31642	   	163.54	DCR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1CDMG|24VULN|3ERES|59DMG|6DUR|7ASPD|8RCR|aRCVC
135	25131 24215	   	163.42	DCR|3DMG|1AART|1VULN|1ASPD	1TLV|2ASPD|356DMG|4DMSP|7LEGI|8RCR|9AART|aVULN
136	25143 51222	   	163.33	ACR|2DMG|2AART|1VULN|1ASPD	1TLV|2ASPD|36DMG|4RCR|5VULN|78AART|9FEWX|aMLV
137	25143 51233	   	163.33	ACR|2DMG|2AART|1VULN|1ASPD	1TLV|2ASPD|36DMG|4RCR|5VULN|78AART|9MLV|aRPLT
138	25142 25131	 * 	163.33	ACR|2VULN|2AART|1DMG|1ASPD	1TLV|2ASPD|3DMG|4RCR|5CGEN|6aVULN|79AART|8LIT
139	25143 15131	   	163.33	ACR|2VULN|2AART|1DMG|1ASPD	1TLV|2ASPD|3DMG|4RCR|5aVULN|6CGEN|79AART|8LIT
140	25143 51212	   	163.23	ACR|2DMG|2AART|1VULN|1ASPD	19TLV|2ASPD|36DMG|4RCR|5VULN|78AART|aBEXP
141	25143 51213	   	163.23	ACR|2DMG|2AART|1VULN|1ASPD	19TLV|2ASPD|36DMG|4RCR|5VULN|78AART|aDMSP
142	25143 51223	   	163.23	ACR|2DMG|2AART|1VULN|1ASPD	1TLV|2ASPD|36DMG|4RCR|5VULN|78AART|9FEWX|aLEGI
143	25143 51232	   	163.23	ACR|2DMG|2AART|1VULN|1ASPD	1TLV|2ASPD|36DMG|4RCR|5VULN|78AART|9MLV|aDUST
144	11143 12351	   	163.20	ACR|3DMG|1AART|1VULN	1FEWX|2RCVC|38aDMG|4RCR|5VULN|67CGEN|9AART
145	25143 51211	   	163.13	ACR|2DMG|2AART|1VULN|1ASPD	19TLV|2ASPD|36DMG|4RCR|5VULN|78AART|aDUST
146	25142 23323	   	163.12	ACR|3DMG|1VULN|1CDMG|1ASPD|1DUR	1TLV|2ASPD|39aDMG|4RCR|5CGEN|6VULN|7DUR|8CDMG
147	25143 13323	   	163.12	ACR|3DMG|1VULN|1CDMG|1ASPD|1DUR	1TLV|2ASPD|39aDMG|4RCR|5VULN|6CGEN|7DUR|8CDMG
148	11144 22214	   	163.00	ACR|2VULN|1AART|1DMG|1CDMG	1FEWX|2RCVC|3DMG|4RCR|5BELT|6AART|78VULN|9BEXP|aCDMG
149	11144 22224	   	163.00	ACR|2VULN|1AART|1DMG|1CDMG	1FEWX|2RCVC|3DMG|4RCR|5BELT|6AART|78VULN|9LWND|aCDMG
150	62622 36131	   	162.92	DCR|3VULN|1AART|2CDMG|1DUR	17CDMG|246VULN|3CGEN|5DUR|8RCR|9RMIN|aAART
151	11144 22231	   	162.90	ACR|2VULN|1AART|1DMG|1CDMG	1FEWX|2RCVC|3DMG|4RCR|5BELT|6AART|78VULN|9LSRHEA|aCDMG
152	63135 33142	 * 	162.89	DCR|2VULN|1AART|1DMG|2CDMG	17CDMG|27MLV|3BEXP|4CGEN|57VULN|6AART|7BPWR|8RCR|9ERES|aDMG
153	62622 36111	   	162.82	DCR|3VULN|1AART|2CDMG|1DUR	17CDMG|246VULN|3CGEN|5DUR|8RCR|9NUKE|aAART
154	62121 34234	 * 	162.75	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD|1DUR	1CDMG|2aVULN|3ASPD|4DUR|57ZMB|6AART|8BEXP|9RCR
155	51123 42116	   	162.68	DCR|3VULN|1AART|1DMG	1LWND|2RCVC|3DMG|4MBVNT|56aVULN|7RCR|8BEXP|9AART
156	62224 12151	   	162.67	DCR|3VULN|1AART|1CDMG|1ZMB	1CDMG|245VULN|3ERES|6DUST|7RCVC|8RCR|9ZMB|aAART
157	11143 23634	   	162.60	ACR|3VULN|1AART|1DMG	1FEWX|2RCVC|3DMG|4RCR|589VULN|6LIT|7RPLT|aAART
158	51123 42416	   	162.58	DCR|3VULN|1AART|1DMG	1LWND|2RCVC|3DMG|4MBVNT|56aVULN|7RCR|8DUST|9AART
159	51133 22433	   	162.49	DCR|2VULN|2DMG|1AART	157LWND|28RCVC|37DMG|4AART|67VULN|7BPWR|9LHND|aRCR
160	51133 22453	   	162.49	DCR|2VULN|2DMG|1AART	157LWND|28RCVC|37DMG|4AART|67VULN|7BPWR|9FEWX|aRCR
161	51143 31611	   	162.40	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	1LWND|27RCVC|3DMG|4RCR|5VULN|6ZMB|89CDMG|aAART
162	11143 63632	   	162.40	ACR|2VULN|1AART|1DMG|1CDMG	1FEWX|2RCVC|3DMG|4RCR|5aVULN|6RPLT|7AART|8CDMG|9LWND
163	51143 51123	   	162.30	ACR|2DMG|1AART|1VULN|1CDMG	1LWND|2RCVC|36DMG|4RCR|5VULN|7AART|8ERES|9BEXP|aCDMG
164	51143 51133	   	162.30	ACR|2DMG|1AART|1VULN|1CDMG	1LWND|2RCVC|36DMG|4RCR|5VULN|7AART|8ERES|9LHND|aCDMG
165	11143 31221	   	162.28	ACR|2DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1FEWX|2RCVC|39DMG|4RCR|5VULN|6ZMB|7DUR|8CDMG|aASPD
166	11143 36621	   	162.28	ACR|2DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1FEWX|2RCVC|39DMG|4RCR|5VULN|6ZMB|7CDMG|8DUR|aASPD
167	11146 35221	   	162.28	ACR|2DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1FEWX|2RCVC|39DMG|4RCR|5DUR|6ZMB|7VULN|8CDMG|aASPD
