0	Index      	 *	Score 	Summary	Detail	
1	31263 23163	 * 	186.06	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2AART|3CDMG|4DMG|5ZMB|6DUR|7RCR|8aVULN|9ASPD
15	31153 22551	   	180.67	DCR|3DMG|2VULN|1AART	146ERES|2AART|38VULN|58aDMG|7RCR|8BPWR|9LHND
16	31153 22553	   	180.67	DCR|3VULN|2DMG|1AART	146ERES|2AART|38aVULN|58DMG|7RCR|8BPWR|9LHND
17	31153 22561	   	180.67	DCR|3DMG|2VULN|1AART	146ERES|2AART|38VULN|58aDMG|7RCR|8BPWR|9LWND
18	31153 22563	   	180.67	DCR|3VULN|2DMG|1AART	146ERES|2AART|38aVULN|58DMG|7RCR|8BPWR|9LWND
19	31261 63523	   	180.28	DCR|2VULN|2DMG|1AART|2CDMG	1ERES|2AART|38CDMG|47DMG|5LHND|6aVULN|9RCR
20	26222 42153	   	179.46	DCR|2VULN|2DMG|1AART|1CDMG	14CGEN|23DMG|5AART|6RCR|7LHND|8aVULN|9CDMG
21	31263 23133	   	179.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1ERES|2AART|3CDMG|4DMG|5ZMB|6DUR|7RCR|8aVULN|9CGEN
22	31263 33625	   	179.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1ERES|2AART|3CDMG|49DMG|5ZMB|6TLV|7RCR|8ASPD|aVULN
23	31263 51324	   	178.83	DCR|2AART|2DMG|1VULN|1CDMG|1ZMB	1ERES|27AART|3CDMG|4aDMG|5ZMB|6RCVC|8VULN|9RCR
24	11434 23234	 * 	178.01	DCR|2VULN|2DMG|3CDMG|2ZMB|1ASPD	125CDMG|28BPWR|38VULN|48DMG|6RMIN|78ZMB|9ASPD|aRCR
25	31143 13346	   	177.98	DCR|2VULN|2DMG|1AART|2CDMG	19ERES|2AART|34VULN|59DMG|6LHND|7CGEN|89CDMG|9BPWR|aRCR
26	21161 63133	   	177.91	DCR|4VULN|1AART|1CDMG|1ASPD	1CGEN|2AART|369aVULN|4ASPD|5CDMG|7RCR|8FEWX
27	21161 63233	   	177.81	DCR|4VULN|1AART|1CDMG|1ASPD	1CGEN|2AART|369aVULN|4ASPD|5CDMG|7RCR|8LEGI
28	21422 54132	 * 	177.33	DCR|2DMG|1AART|1VULN|3DUR|2ASPD	1CGEN|2AART|35ASPD|458DUR|5BPWR|69DMG|7RCR|aVULN
29	31262 53133	   	176.73	DCR|3VULN|1AART|1DMG|1CDMG	15ERES|2AART|3CDMG|4DMG|69aVULN|7RCR|8FEWX
30	21143 12353	   	176.67	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2AART|348VULN|5DMG|6LHND|7DUR|9CDMG|aRCR
31	31262 53233	   	176.63	DCR|3VULN|1AART|1DMG|1CDMG	15ERES|2AART|3CDMG|4DMG|69aVULN|7RCR|8LEGI
32	21143 12325	   	176.42	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2AART|348VULN|5DMG|6LHND|7DUR|9RCR|aZMB
33	26233 52353	   	176.20	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1CGEN|23DMG|4LHND|58VULN|6AART|7DUR|9CDMG|aRCR
34	31253 53413	 * 	176.03	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	1ERES|2AART|3CDMG|45ZMB|6aVULN|7RCR|8DMG|9MLV
35	31153 22514	   	176.02	DCR|2VULN|2DMG|1AART|1ZMB	146ERES|2AART|38VULN|58DMG|7RCR|8BPWR|9RPLT|aZMB
36	31153 22534	   	176.02	DCR|2VULN|2DMG|1AART|1ZMB	146ERES|2AART|38VULN|58DMG|7RCR|8BPWR|9CGEN|aZMB
37	26233 52325	   	175.96	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1CGEN|23DMG|4LHND|58VULN|6AART|7DUR|9RCR|aZMB
38	21256 63131	   	174.81	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|2AART|3CDMG|4ZMB|569VULN|7RCR|8FEWX|aDUR
39	21256 63231	   	174.71	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|2AART|3CDMG|4ZMB|569VULN|7RCR|8LEGI|aDUR
40	31256 63131	   	174.71	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|2AART|3CDMG|4ZMB|569VULN|7RCR|8FEWX|aDUR
41	21256 13333	   	174.71	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CGEN|2AART|3CDMG|4ZMB|59aVULN|6ERES|7RCR|8ASPD
42	31256 43233	   	174.71	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1ERES|2AART|3CDMG|4ZMB|59aVULN|6RMIN|7RCR|8ASPD
43	31256 63231	   	174.61	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|2AART|3CDMG|4ZMB|569VULN|7RCR|8LEGI|aDUR
44	31263 33624	   	174.61	DCR|3DMG|1AART|1CDMG|1ZMB|1ASPD	1ERES|2AART|3CDMG|49aDMG|5ZMB|6TLV|7RCR|8ASPD
45	21133 16335	   	174.53	DCR|3VULN|1AART|1DMG|1CDMG	1CGEN|2AART|37aVULN|4LIT|5LWND|6CDMG|8RCR|9DMG
46	21256 63123	 * 	174.18	DCR|3VULN|1AART|2CDMG|1ZMB	1CGEN|2AART|39CDMG|4ZMB|56aVULN|7RCR|8FEWX
47	21256 63223	   	174.08	DCR|3VULN|1AART|2CDMG|1ZMB	1CGEN|2AART|39CDMG|4ZMB|56aVULN|7RCR|8LEGI
48	31256 63123	   	174.08	DCR|3VULN|1AART|2CDMG|1ZMB	1ERES|2AART|39CDMG|4ZMB|56aVULN|7RCR|8FEWX
49	31256 63223	   	173.98	DCR|3VULN|1AART|2CDMG|1ZMB	1ERES|2AART|39CDMG|4ZMB|56aVULN|7RCR|8LEGI
50	31261 63223	   	173.96	DCR|2VULN|2DMG|1AART|1CDMG	1ERES|2AART|3CDMG|47DMG|5LHND|6aVULN|8DMSP|9RCR
51	31263 23161	   	173.76	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	1ERES|2AART|3CDMG|4DMG|5ZMB|6aDUR|7RCR|8VULN|9ASPD
52	21143 52153	   	173.67	DCR|3VULN|2DMG|1AART	1CGEN|2AART|348VULN|56DMG|7LHND|9RMIN|aRCR
53	31112 43146	   	173.42	DCR|3VULN|2DMG|1AART|1SELL	19ERES|2AART|389VULN|4BEXP|5MLV|6SELL|79DMG|9BPWR|aRCR
54	31143 34522	 * 	173.34	DCR|3VULN|1AART|1DMG|2ZMB	18ERES|2AART|348VULN|5DMG|6MLV|78ZMB|8BPWR|9RCR|aRCVC
55	31143 34523	   	173.34	DCR|3VULN|1AART|1DMG|2ZMB	18ERES|2AART|348VULN|5DMG|6aMLV|78ZMB|8BPWR|9RCR
56	31143 34521	   	173.24	DCR|3VULN|1AART|1DMG|2ZMB	18ERES|2AART|348VULN|5DMG|6MLV|78ZMB|8BPWR|9RCR|aAIRHEL
57	21145 34253	   	173.01	DCR|4VULN|1AART|1CDMG|1ASPD	1CGEN|2AART|345aVULN|6MBVNT|7CDMG|8ASPD|9RCR
58	31263 13162	   	172.98	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2aAART|3CDMG|4DMG|5ZMB|6LHND|7RCR|8VULN|9ASPD
59	31145 34253	   	172.91	DCR|4VULN|1AART|1CDMG|1ASPD	1ERES|2AART|345aVULN|6MBVNT|7CDMG|8ASPD|9RCR
60	31435 33251	   	172.65	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1ERES|2AART|3ASPD|4BELT|5aVULN|6DMG|7DUR|8RCR|9CDMG
61	23323 32651	   	172.47	DCR|3VULN|2DMG|1AART	17CGEN|27aVULN|3VENICY|4RPLT|5TLV|67DMG|7BPWR|8AART|9RCR
62	21143 12324	   	172.36	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1CGEN|2AART|348VULN|5DMG|6LHND|7DUR|9RCR|aASPD
63	31252 53413	   	172.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	15ERES|2AART|3CDMG|4ZMB|6aVULN|7RCR|8DMG|9MLV
64	31256 13413	   	172.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	16ERES|2AART|3CDMG|4ZMB|5aVULN|7RCR|8DMG|9MLV
65	31253 21155	 * 	172.03	DCR|2AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD	1ERES|27AART|3CDMG|45ZMB|6ASPD|8DMG|9RCR|aVULN
66	31253 21324	   	172.03	DCR|2AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD	1ERES|27AART|3CDMG|45ZMB|6ASPD|8VULN|9RCR|aDMG
67	26231 23512	   	171.98	DCR|3DMG|1AART|1VULN|1ZMB	1CGEN|235DMG|45LHND|5BPWR|6RCR|7ZMB|8VULN|9BEXP|aAART
68	26251 23512	   	171.98	DCR|3DMG|1AART|1VULN|1ZMB	1CGEN|235DMG|45LWND|5BPWR|6RCR|7ZMB|8VULN|9BEXP|aAART
69	31153 22513	   	171.95	DCR|2VULN|2DMG|1AART|1DUR	146ERES|2AART|38VULN|58DMG|7RCR|8BPWR|9RPLT|aDUR
70	21153 52342	 * 	171.95	ACR|2AART|2VULN|2CDMG|2ZMB	19CGEN|2aAART|39VULN|4ERES|5RCR|67ZMB|89CDMG|9BPWR
71	31143 15125	   	171.93	DCR|3VULN|1AART|1DMG|1CDMG	17ERES|2AART|348VULN|5DMG|6LHND|9RCR|aCDMG
72	31143 22125	   	171.93	DCR|3VULN|1AART|1DMG|1CDMG	16ERES|2AART|348VULN|5DMG|7LHND|9RCR|aCDMG
73	31143 24125	   	171.93	DCR|3VULN|1AART|1DMG|1CDMG	16ERES|2AART|348VULN|5DMG|7BEXP|9RCR|aCDMG
74	31143 31125	   	171.93	DCR|3VULN|1AART|1DMG|1CDMG	1ERES|2AART|348VULN|5DMG|6MLV|7TLV|9RCR|aCDMG
75	31143 31525	   	171.93	DCR|3VULN|1AART|1DMG|1CDMG	18ERES|2AART|348VULN|5DMG|6MLV|78TLV|8BPWR|9RCR|aCDMG
76	26233 52324	   	171.89	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1CGEN|23DMG|4LHND|58VULN|6AART|7DUR|9RCR|aASPD
77	31163 52342	   	171.85	ACR|2AART|2VULN|2CDMG|2ZMB	19ERES|2aAART|39VULN|4CGEN|5RCR|67ZMB|89CDMG|9BPWR
78	31143 23125	   	171.83	DCR|3VULN|1AART|1DMG|1CDMG	16ERES|2AART|348VULN|5DMG|7DUST|9RCR|aCDMG
79	21255 53133	 * 	171.72	DCR|3VULN|1AART|2ZMB|1CDMG	1CGEN|2AART|3CDMG|45ZMB|69aVULN|7RCR|8FEWX
80	21143 56233	   	171.66	DCR|2VULN|2DMG|1AART|1CDMG	1CGEN|2AART|34VULN|56DMG|7DMSP|8RCVC|9CDMG|aRCR
81	33212 54532	 * 	171.64	ACR|2VULN|1AART|1DMG|3DUR|1CDMG	1ERES|27VULN|349DUR|5RCR|6CDMG|8AART|aDMG
82	31253 53133	   	171.62	DCR|3VULN|1AART|2ZMB|1CDMG	1ERES|2AART|3CDMG|45ZMB|69aVULN|7RCR|8FEWX
83	21255 53233	   	171.62	DCR|3VULN|1AART|2ZMB|1CDMG	1CGEN|2AART|3CDMG|45ZMB|69aVULN|7RCR|8LEGI
84	21143 53533	 * 	171.56	DCR|2VULN|2DMG|1AART|1FLTHEA	1CGEN|2AART|34VULN|56DMG|7DUST|8FLTHEA|9LHND|aRCR
85	31253 53233	   	171.52	DCR|3VULN|1AART|2ZMB|1CDMG	1ERES|2AART|3CDMG|45ZMB|69aVULN|7RCR|8LEGI
86	13133 26262	 * 	171.47	ACR|3VULN|2DMG|1CDMG|1DUR	1CDMG|2BEXP|3LWND|489VULN|5RCR|6DUR|7aDMG
87	21143 53513	   	171.46	DCR|2VULN|2DMG|1AART|1FLTHEA	1CGEN|2AART|34VULN|56DMG|7DUST|8FLTHEA|9LEGI|aRCR
88	31263 55322	 * 	171.33	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	17ERES|2AART|3CDMG|47DMG|57ZMB|6RCVC|7BPWR|8VULN|9RCR|aDMSP
89	31263 55323	   	171.33	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	17ERES|2AART|3CDMG|47DMG|57ZMB|6RCVC|7BPWR|8VULN|9RCR|aBEXP
90	52125 51233	 * 	171.30	ACR|4VULN|1AART|1DMG	18aLWND|278aVULN|3LIT|4DMG|5RCR|68aTLV|8aBPWR|9AART
91	31143 34325	   	171.23	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	1ERES|2AART|34VULN|5DMG|6MLV|78ZMB|9RCR|aCDMG
92	31263 55321	   	171.23	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	17aERES|2AART|3CDMG|47DMG|57ZMB|6RCVC|7BPWR|8VULN|9RCR
93	52125 32353	 * 	171.05	ACR|3DMG|2VULN|2CDMG	19LWND|29VULN|3LIT|47aDMG|5RCR|69CDMG|8RMIN|9BPWR
94	21145 35313	   	170.87	DCR|4VULN|1AART|1CDMG	1CGEN|2AART|345aVULN|6MBVNT|7RCR|8CDMG|9MLV
95	31145 35313	   	170.77	DCR|4VULN|1AART|1CDMG	1ERES|2AART|345aVULN|6MBVNT|7RCR|8CDMG|9MLV
96	21161 63131	   	170.74	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1CGEN|2AART|369VULN|4ASPD|5CDMG|7RCR|8FEWX|aDUR
97	21161 61314	   	170.71	DCR|4VULN|1AART|1CDMG|1ASPD	1CGEN|2AART|3689VULN|4ASPD|5CDMG|7BELT|aRCR
98	31263 33535	   	170.66	DCR|2DMG|1AART|2CDMG|2DUR|1ZMB	1aERES|2AART|38CDMG|4aDMG|5ZMB|6TLV|7RCR|9aDUR|aBPWR
99	21161 63231	   	170.64	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1CGEN|2AART|369VULN|4ASPD|5CDMG|7RCR|8LEGI|aDUR
100	11513 43422	 * 	170.54	DCR|2VULN|2AART|2CDMG|1DMG	12CDMG|2BPWR|3ERES|46VULN|5MLV|7DMG|8aAART|9RCR
101	52131 43532	 * 	170.48	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ZMB|1DUR	1LWND|2VULN|3LIT|4DUR|5FLTHEA|6AART|7CDMG|8RCR|9DMG|aZMB
102	21161 63613	 * 	170.42	DCR|3VULN|1AART|2ASPD|1CDMG	1CGEN|2AART|36aVULN|48ASPD|5CDMG|7RCR|9LHND
103	21161 63623	   	170.42	DCR|3VULN|1AART|2ASPD|1CDMG	1CGEN|2AART|36aVULN|48ASPD|5CDMG|7RCR|9FEWX
104	21133 16332	   	170.32	DCR|2AART|2VULN|1DMG|1CDMG	1CGEN|2aAART|37VULN|4LIT|5LWND|6CDMG|8RCR|9DMG
105	31133 16332	   	170.22	DCR|2AART|2VULN|1DMG|1CDMG	1ERES|2aAART|37VULN|4LIT|5LWND|6CDMG|8RCR|9DMG
106	11433 42126	   	170.19	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	12CDMG|2BPWR|36VULN|4DMG|5MLV|7DMSP|8AART|9RCR|aZMB
107	36256 34333	   	170.17	DCR|4VULN|1AART|1CDMG	1ERES|2MBVNT|3AART|459aVULN|6CGEN|7RCR|8CDMG
108	31262 22625	   	170.15	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	15ERES|2AART|3CDMG|47DMG|6ASPD|8DUR|9RCR|aVULN
109	31232 62416	   	170.12	DCR|2AART|2VULN|1DMG|1CDMG	16ERES|29AART|3CDMG|4FEWX|56VULN|6BPWR|7AIRHEL|8RCR|aDMG
110	21161 63123	   	170.12	DCR|3VULN|1AART|2CDMG|1ASPD	1CGEN|2AART|36aVULN|4ASPD|59CDMG|7RCR|8FEWX
111	21161 63513	   	170.12	DCR|3VULN|1AART|2CDMG|1ASPD	1CGEN|2AART|36aVULN|4ASPD|58CDMG|7RCR|9LHND
112	21161 63523	   	170.12	DCR|3VULN|1AART|2CDMG|1ASPD	1CGEN|2AART|36aVULN|4ASPD|58CDMG|7RCR|9FEWX
113	21161 63223	   	170.02	DCR|3VULN|1AART|2CDMG|1ASPD	1CGEN|2AART|36aVULN|4ASPD|59CDMG|7RCR|8LEGI
114	31435 33215	   	170.01	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1ERES|2AART|3ASPD|4BELT|5VULN|6aDMG|7DUR|8RCR|9ZMB
115	21143 36143	 * 	169.93	DCR|3VULN|2AART|1DMG	1CGEN|26AART|34aVULN|5DMG|7DMSP|8RPLT|9RCR
116	31261 63521	   	169.63	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1ERES|2AART|38CDMG|47DMG|5LHND|6VULN|9RCR|aDUR
117	31253 21326	 * 	169.55	DCR|2AART|2VULN|2ZMB|1CDMG|1ASPD	1ERES|27AART|3CDMG|45ZMB|6ASPD|8aVULN|9RCR
118	31262 51314	   	169.53	DCR|3VULN|1AART|1DMG|1CDMG	15ERES|2AART|3CDMG|4DMG|689VULN|7BELT|aRCR
119	31143 34122	   	169.38	DCR|3VULN|1AART|1DMG|1ZMB	1ERES|2AART|348VULN|5DMG|6MLV|7ZMB|9RCR|aRCVC
120	31143 34123	   	169.38	DCR|3VULN|1AART|1DMG|1ZMB	1ERES|2AART|348VULN|5DMG|6aMLV|7ZMB|9RCR
121	31143 34124	   	169.38	DCR|3VULN|1AART|1DMG|1ZMB	1ERES|2AART|348VULN|5DMG|6MLV|7ZMB|9RCR|aRPLT
122	21143 14325	   	169.38	DCR|3VULN|1AART|1DMG|1ZMB	1CGEN|2AART|348VULN|5DMG|6LHND|7DUST|9RCR|aZMB
123	31143 34121	   	169.28	DCR|3VULN|1AART|1DMG|1ZMB	1ERES|2AART|348VULN|5DMG|6MLV|7ZMB|9RCR|aAIRHEL
124	31143 34126	   	169.28	DCR|3VULN|1AART|1DMG|1ZMB	1aERES|2AART|348VULN|5DMG|6MLV|7ZMB|9RCR
125	36256 14331	   	169.21	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1ERES|2MBVNT|3AART|457VULN|6ASPD|8ZMB|9RCR|aCDMG
126	26222 42151	   	168.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	14CGEN|23DMG|5AART|6RCR|7LHND|8VULN|9CDMG|aDUR
127	31435 33252	   	168.72	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR|1ASPD	1ERES|2AART|3ASPD|4BELT|5VULN|6DMG|7DUR|8RCR|9CDMG|aFLTHEA
128	26222 41225	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	14CGEN|23DMG|5AART|6RCR|7TLV|8DUR|9CDMG|aVULN
129	31263 23164	   	168.47	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2AART|3CDMG|4DMG|5ZMB|6DUR|7RCR|8VULN|9ASPD|aFEWX
130	31263 23165	   	168.47	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2AART|3CDMG|4DMG|5ZMB|6DUR|7RCR|8VULN|9ASPD|aRMIN
131	31263 13161	   	168.47	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2AART|3CDMG|4DMG|5ZMB|6LHND|7RCR|8VULN|9ASPD|aDUR
132	31232 65513	   	168.47	DCR|4VULN|1AART|1CDMG	16ERES|2AART|3CDMG|4FEWX|567aVULN|6BPWR|8RCR|9MLV
133	31232 65523	   	168.47	DCR|4VULN|1AART|1CDMG	16ERES|2AART|3CDMG|4FEWX|567aVULN|6BPWR|8RCR|9RMIN
134	31263 23162	   	168.37	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2AART|3CDMG|4DMG|5ZMB|6DUR|7RCR|8VULN|9ASPD|aDUST
135	21145 35334	 * 	168.21	DCR|3VULN|2AART|1CDMG	1CGEN|2aAART|345VULN|6MBVNT|7RCR|8CDMG|9BEXP
136	31263 14243	   	168.18	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|27AART|3CDMG|4DMG|5ZMB|6LHND|8ASPD|9RCR|aVULN
137	21145 35324	   	168.11	DCR|3VULN|2AART|1CDMG	1CGEN|2aAART|345VULN|6MBVNT|7RCR|8CDMG|9DUST
138	31145 35334	   	168.11	DCR|3VULN|2AART|1CDMG	1ERES|2aAART|345VULN|6MBVNT|7RCR|8CDMG|9BEXP
139	21153 51342	   	168.10	ACR|2AART|2VULN|2CDMG|1ZMB	19CGEN|2aAART|39VULN|4ERES|5RCR|6ZMB|7RCVC|89CDMG|9BPWR
140	31252 21155	   	168.08	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	15ERES|27AART|3CDMG|4ZMB|6ASPD|8DMG|9RCR|aVULN
141	31252 21324	   	168.08	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	15ERES|27AART|3CDMG|4ZMB|6ASPD|8VULN|9RCR|aDMG
142	21161 61334	   	168.05	DCR|3VULN|2AART|1CDMG|1ASPD	1CGEN|29AART|368VULN|4ASPD|5CDMG|7BELT|aRCR
143	33212 51561	   	168.05	ACR|2VULN|2DMG|1CDMG|2DUR|1ASPD	19ERES|29VULN|34DUR|5RCR|6CDMG|7BELT|89DMG|9BPWR|aASPD
144	31262 53131	   	168.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	15ERES|2AART|3CDMG|4DMG|69VULN|7RCR|8FEWX|aDUR
145	31262 53613	   	168.01	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	15ERES|2AART|3CDMG|4DMG|6aVULN|7RCR|8ASPD|9MLV
146	31145 35324	   	168.01	DCR|3VULN|2AART|1CDMG	1ERES|2aAART|345VULN|6MBVNT|7RCR|8CDMG|9DUST
147	31163 51342	   	168.00	ACR|2AART|2VULN|2CDMG|1ZMB	19ERES|2aAART|39VULN|4CGEN|5RCR|6ZMB|7RCVC|89CDMG|9BPWR
148	13133 26264	 * 	167.99	ACR|4VULN|1DMG|1CDMG|1DUR	1CDMG|2BEXP|3LWND|489aVULN|5RCR|6DUR|7DMG
149	31262 53231	   	167.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	15ERES|2AART|3CDMG|4DMG|69VULN|7RCR|8LEGI|aDUR
150	31145 35132	   	167.90	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ERES|2AART|345VULN|6MBVNT|7RCR|8DUR|9ASPD|aZMB
151	31421 34332	   	167.85	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1ERES|2AART|3ASPD|4DUR|5CDMG|6RPLT|78VULN|9DMG|aRCR
152	31143 33125	   	167.82	DCR|2AART|2VULN|1DMG|1CDMG	1ERES|27AART|34VULN|5DMG|6MLV|8RMIN|9RCR|aCDMG
153	21256 13533	   	167.77	DCR|3VULN|1AART|1CDMG|1ZMB	1CGEN|2AART|3CDMG|4ZMB|59aVULN|6ERES|7RCR|8RMIN
154	21256 13633	   	167.77	DCR|3VULN|1AART|1CDMG|1ZMB	1CGEN|2AART|3CDMG|4ZMB|59aVULN|6ERES|7RCR|8MLV
155	21256 63132	   	167.77	DCR|3VULN|1AART|1CDMG|1ZMB	1CGEN|2AART|3CDMG|4ZMB|569VULN|7RCR|8FEWX|aDUST
156	31256 43113	   	167.77	DCR|3VULN|1AART|1CDMG|1ZMB	1ERES|2AART|3CDMG|4ZMB|58aVULN|6RMIN|7RCR|9MLV
157	21256 13133	   	167.67	DCR|3VULN|1AART|1CDMG|1ZMB	1CGEN|2AART|3CDMG|4ZMB|59aVULN|6ERES|7RCR|8TLV
158	21256 63232	   	167.67	DCR|3VULN|1AART|1CDMG|1ZMB	1CGEN|2AART|3CDMG|4ZMB|569VULN|7RCR|8LEGI|aDUST
159	31252 53133	   	167.67	DCR|3VULN|1AART|1CDMG|1ZMB	15ERES|2AART|3CDMG|4ZMB|69aVULN|7RCR|8FEWX
160	31256 13133	   	167.67	DCR|3VULN|1AART|1CDMG|1ZMB	16ERES|2AART|3CDMG|4ZMB|59aVULN|7RCR|8FEWX
161	31256 63132	   	167.67	DCR|3VULN|1AART|1CDMG|1ZMB	1ERES|2AART|3CDMG|4ZMB|569VULN|7RCR|8FEWX|aDUST
162	21141 42353	   	167.61	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|2AART|348VULN|5LHND|6ZMB|7DUR|9CDMG|aRCR
163	31435 33431	   	167.61	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1ERES|2AART|3ASPD|4BELT|5VULN|68DMG|7DUR|9RCR|aZMB
164	31252 53233	   	167.57	DCR|3VULN|1AART|1CDMG|1ZMB	15ERES|2AART|3CDMG|4ZMB|69aVULN|7RCR|8LEGI
165	31256 13233	   	167.57	DCR|3VULN|1AART|1CDMG|1ZMB	16ERES|2AART|3CDMG|4ZMB|59aVULN|7RCR|8LEGI
166	31256 63232	   	167.57	DCR|3VULN|1AART|1CDMG|1ZMB	1ERES|2AART|3CDMG|4ZMB|569VULN|7RCR|8LEGI|aDUST
167	21143 32153	   	167.53	DCR|3VULN|2AART|1DMG	1CGEN|26AART|348VULN|5DMG|7LHND|9RMIN|aRCR
