0	Index      	 *	Score 	Summary	Detail	
1	22551 31336	 * 	277.24	DCR|DCR|1VULN|1DMG|1MLV|1ASPD	1DUR|2VULN|3LIT|4DMG|5ASPD|6CGEN|7FEWX|8MLV|9aRCR
57	23244 11231	   	256.90	ACR|DCR|2VULN|2DUR|1ASPD|1CDMG|1ZMB	14DUR|28RCR|39VULN|5CGEN|6ZMB|7CDMG|aASPD
58	23332 31231	   	256.90	ACR|DCR|2VULN|2DUR|1ASPD|1CDMG|1ZMB	14DUR|28RCR|3ZMB|5CGEN|69VULN|7CDMG|aASPD
59	23246 11231	   	256.80	ACR|DCR|2VULN|2DUR|1ASPD|1CDMG|1ZMB	14DUR|28RCR|39VULN|5ERES|6ZMB|7CDMG|aASPD
60	23214 11225	 * 	256.77	ACR|DCR|2VULN|1DMG|1CDMG|1ZMB	1DUR|28RCR|34VULN|5CGEN|6ZMB|7CDMG|9DMG|aFEWX
61	23214 11243	 * 	256.77	ACR|DCR|2VULN|1DMG|1CDMG|1ZMB	1DUR|28RCR|34VULN|5CGEN|6ZMB|7CDMG|9LWND|aDMG
62	23214 11264	 * 	256.77	ACR|DCR|2VULN|1DMG|1CDMG|1ZMB	1DUR|28RCR|34VULN|5CGEN|6ZMB|7CDMG|9BELT|aDMG
63	23214 11222	 * 	256.67	ACR|DCR|2VULN|1DMG|1CDMG|1ZMB|1MSE	1DUR|28RCR|34VULN|5CGEN|6ZMB|7CDMG|9DMG|aMSE
64	23216 11225	 * 	256.67	ACR|DCR|2VULN|1DMG|1CDMG|1ZMB	1DUR|28RCR|34VULN|5ERES|6ZMB|7CDMG|9DMG|aFEWX
65	23216 11243	 * 	256.67	ACR|DCR|2VULN|1DMG|1CDMG|1ZMB	1DUR|28RCR|34VULN|5ERES|6ZMB|7CDMG|9LWND|aDMG
66	23216 11264	 * 	256.67	ACR|DCR|2VULN|1DMG|1CDMG|1ZMB	1DUR|28RCR|34VULN|5ERES|6ZMB|7CDMG|9BELT|aDMG
67	23216 11222	 * 	256.57	ACR|DCR|2VULN|1DMG|1CDMG|1ZMB|1MSE	1DUR|28RCR|34VULN|5ERES|6ZMB|7CDMG|9DMG|aMSE
68	13652 21211	   	256.01	ACR|DCR|1VULN|1DMG|2CDMG|1MLV|1RPLT	1BEXP|28RCR|35CDMG|4VULN|6DMG|7CGEN|9MLV|aRPLT
69	13652 23211	   	255.91	ACR|DCR|1VULN|1DMG|2CDMG|1MLV|1RPLT	1BEXP|28RCR|35CDMG|4VULN|6DMG|7ERES|9MLV|aRPLT
70	13652 24211	   	255.91	ACR|DCR|1VULN|1DMG|2CDMG|1MLV|1RPLT	1BEXP|28RCR|35CDMG|4VULN|6DMG|7AME|9MLV|aRPLT
71	13214 11211	   	255.59	ACR|DCR|2VULN|1MLV|1CDMG|1RPLT|1ZMB	1BEXP|28RCR|34VULN|5CGEN|6ZMB|7CDMG|9MLV|aRPLT
72	21323 21615	   	255.51	DCR|3VULN|2MLV|1DMG|2DUR|1AART	18DUR|2MBVNT|3LWND|48MLV|578VULN|6RCR|8BPWR|9DMG|aAART
73	21523 21615	   	255.51	DCR|3VULN|2MLV|1DMG|2DUR|1AART	18DUR|2MBVNT|3LHND|48MLV|578VULN|6RCR|8BPWR|9DMG|aAART
74	13216 11211	   	255.49	ACR|DCR|2VULN|1MLV|1CDMG|1RPLT|1ZMB	1BEXP|28RCR|34VULN|5ERES|6ZMB|7CDMG|9MLV|aRPLT
75	21473 28447	 * 	255.42	DCR|DCR|1VULN|2CDMG|1RPLT	1DUR|2MBVNT|3RPLT|4VULN|57CDMG|6MDPS|8aRCR|9BEXP
76	13652 21242	 * 	255.02	ACR|DCR|2VULN|1DMG|2CDMG	1BEXP|28RCR|35CDMG|4aVULN|6DMG|7CGEN|9LWND
77	13652 21251	   	255.02	ACR|DCR|2VULN|1DMG|2CDMG	1BEXP|28RCR|35CDMG|4aVULN|6DMG|7CGEN|9BBNT
78	13652 23242	   	254.92	ACR|DCR|2VULN|1DMG|2CDMG	1BEXP|28RCR|35CDMG|4aVULN|6DMG|7ERES|9LWND
79	13652 23251	   	254.92	ACR|DCR|2VULN|1DMG|2CDMG	1BEXP|28RCR|35CDMG|4aVULN|6DMG|7ERES|9BBNT
80	21611 55431	 * 	254.92	ACR|DCR|2VULN|3DUR|1DMG	158DUR|2MBVNT|35LIT|4aRCR|5BPWR|69VULN|7DMG
81	23252 51431	   	254.82	ACR|DCR|2VULN|3DUR|1DMG	168DUR|2aRCR|39VULN|4DMG|5MBVNT|7LIT
82	23254 63431	   	254.82	ACR|DCR|2VULN|3DUR|1DMG	178DUR|2aRCR|39VULN|4DMG|5LIT|6MBVNT
83	13214 11224	   	254.77	ACR|DCR|2VULN|1DMG|2CDMG|1ZMB	1BEXP|28RCR|34VULN|5CGEN|6ZMB|7aCDMG|9DMG
84	23244 11223	   	254.70	ACR|DCR|2DMG|1VULN|2DUR|1CDMG|1ZMB	14DUR|28RCR|3VULN|5CGEN|6ZMB|7CDMG|9aDMG
85	23332 31223	   	254.70	ACR|DCR|2DMG|1VULN|2DUR|1CDMG|1ZMB	14DUR|28RCR|3ZMB|5CGEN|6VULN|7CDMG|9aDMG
86	13216 11224	   	254.67	ACR|DCR|2VULN|1DMG|2CDMG|1ZMB	1BEXP|28RCR|34VULN|5ERES|6ZMB|7aCDMG|9DMG
87	23244 11213	   	254.65	ACR|DCR|1VULN|1DMG|1MLV|2DUR|1CDMG|1ZMB	14DUR|28RCR|3VULN|5CGEN|6ZMB|7CDMG|9MLV|aDMG
88	23331 51233	   	254.65	ACR|DCR|1VULN|1DMG|1MLV|2DUR|1CDMG|1ZMB	14DUR|28RCR|3ZMB|5BEXP|6MLV|7CDMG|9VULN|aDMG
89	23332 31213	   	254.65	ACR|DCR|1VULN|1DMG|1MLV|2DUR|1CDMG|1ZMB	14DUR|28RCR|3ZMB|5CGEN|6VULN|7CDMG|9MLV|aDMG
90	23335 51233	   	254.65	ACR|DCR|1VULN|1DMG|1MLV|2DUR|1CDMG|1ZMB	14DUR|28RCR|3ZMB|5FEWX|6MLV|7CDMG|9VULN|aDMG
91	23246 11223	   	254.60	ACR|DCR|2DMG|1VULN|2DUR|1CDMG|1ZMB	14DUR|28RCR|3VULN|5ERES|6ZMB|7CDMG|9aDMG
92	23246 11213	   	254.55	ACR|DCR|1VULN|1DMG|1MLV|2DUR|1CDMG|1ZMB	14DUR|28RCR|3VULN|5ERES|6ZMB|7CDMG|9MLV|aDMG
93	23214 11215	   	254.24	ACR|DCR|2VULN|1MLV|1CDMG|1ZMB	1DUR|28RCR|34VULN|5CGEN|6ZMB|7CDMG|9MLV|aBEXP
94	23214 11212	   	254.14	ACR|DCR|2VULN|1MLV|1CDMG|1ZMB|1MSE	1DUR|28RCR|34VULN|5CGEN|6ZMB|7CDMG|9MLV|aMSE
95	23214 11214	   	254.14	ACR|DCR|2VULN|1MLV|1CDMG|1SELL|1ZMB	1DUR|28RCR|34VULN|5CGEN|6ZMB|7CDMG|9MLV|aSELL
96	23214 11216	   	254.14	ACR|DCR|2VULN|1MLV|1CDMG|1ZMB	1DUR|28RCR|34VULN|5CGEN|6ZMB|7CDMG|9MLV|aDUST
97	23216 11215	   	254.14	ACR|DCR|2VULN|1MLV|1CDMG|1ZMB	1DUR|28RCR|34VULN|5ERES|6ZMB|7CDMG|9MLV|aBEXP
98	23216 11212	   	254.04	ACR|DCR|2VULN|1MLV|1CDMG|1ZMB|1MSE	1DUR|28RCR|34VULN|5ERES|6ZMB|7CDMG|9MLV|aMSE
99	23216 11214	   	254.04	ACR|DCR|2VULN|1MLV|1CDMG|1SELL|1ZMB	1DUR|28RCR|34VULN|5ERES|6ZMB|7CDMG|9MLV|aSELL
100	23216 11216	   	254.04	ACR|DCR|2VULN|1MLV|1CDMG|1ZMB	1DUR|28RCR|34VULN|5ERES|6ZMB|7CDMG|9MLV|aDUST
101	21323 24624	 * 	253.50	DCR|3VULN|3MLV|2DUR|1CDMG	18DUR|2MBVNT|3LWND|478MLV|58aVULN|6RCR|8BPWR|9CDMG
102	21523 24624	   	253.50	DCR|3VULN|3MLV|2DUR|1CDMG	18DUR|2MBVNT|3LHND|478MLV|58aVULN|6RCR|8BPWR|9CDMG
103	11441 23432	   	253.36	DCR|DCR|2VULN|1RPLT	1BEXP|2MBVNT|3RPLT|4ERES|5TBNT|68RCR|7FEWX|9aVULN
104	15151 23432	   	253.36	DCR|DCR|2VULN|1RPLT	1BEXP|2RPLT|3ERES|4MBVNT|5TBNT|68RCR|7FEWX|9aVULN
105	37441 23432	   	253.36	DCR|DCR|2VULN|1RPLT	1MBVNT|2BEXP|3RPLT|4ERES|5TBNT|68RCR|7FEWX|9aVULN
106	21622 81445	   	253.00	DCR|DCR|1VULN|1ASPD|1CDMG	1DUR|2MBVNT|3LIT|4MDPS|5VULN|6CDMG|78RCR|9DUST|aASPD
107	33542 81445	   	253.00	DCR|DCR|1VULN|1ASPD|1CDMG	1MBVNT|2MDPS|3LIT|4DUR|5VULN|6CDMG|78RCR|9DUST|aASPD
108	13652 21214	 * 	252.39	ACR|DCR|1VULN|3CDMG|1DMG|1MLV	1BEXP|28RCR|35aCDMG|4VULN|6DMG|7CGEN|9MLV
109	13652 23214	   	252.29	ACR|DCR|1VULN|3CDMG|1DMG|1MLV	1BEXP|28RCR|35aCDMG|4VULN|6DMG|7ERES|9MLV
110	21314 35337	   	252.10	DCR|DCR|2VULN	1DUR|2MBVNT|37LWND|4FEWX|58VULN|6LIT|9aRCR
111	21244 47337	   	252.00	DCR|DCR|2VULN	1DUR|2MBVNT|3CGEN|4ERES|58VULN|6FEWX|7LIT|9aRCR
112	21314 38337	   	252.00	DCR|DCR|2VULN	1DUR|2MBVNT|3LWND|4FEWX|58VULN|6LIT|7AELOIC|9aRCR
113	34331 67337	   	252.00	DCR|DCR|2VULN	1MBVNT|2ERES|3DUR|48VULN|5FEWX|6CGEN|7LIT|9aRCR
114	34332 47337	   	252.00	DCR|DCR|2VULN	1MBVNT|2ERES|3DUR|48VULN|5CGEN|6FEWX|7LIT|9aRCR
115	21234 68237	   	251.90	DCR|DCR|2VULN	1DUR|2MBVNT|3CGEN|45VULN|6LIT|7ERES|8DUST|9aRCR
116	21831 37451	   	251.86	DCR|DCR|2VULN|1ZMB	1DUR|2MBVNT|3ZMB|47VULN|5FEWX|6TBNT|8aRCR|9LIT
117	21833 15451	   	251.86	DCR|DCR|2VULN|1ZMB	1DUR|2MBVNT|3ZMB|45VULN|6LWND|7BBNT|8aRCR|9LIT
118	32331 37451	   	251.86	DCR|DCR|2VULN|1ZMB	1MBVNT|2ZMB|3DUR|47VULN|5FEWX|6TBNT|8aRCR|9LIT
119	32333 15451	   	251.86	DCR|DCR|2VULN|1ZMB	1MBVNT|2ZMB|3DUR|45VULN|6LWND|7BBNT|8aRCR|9LIT
120	32333 85451	   	251.86	DCR|DCR|2VULN|1ZMB	1MBVNT|2ZMB|3DUR|45VULN|6LHND|7BBNT|8aRCR|9LIT
121	32335 37451	   	251.86	DCR|DCR|2VULN|1ZMB	1MBVNT|2ZMB|3DUR|47VULN|5BBNT|6LWND|8aRCR|9LIT
122	32337 37451	   	251.86	DCR|DCR|2VULN|1ZMB	1MBVNT|2ZMB|3DUR|47VULN|5BEXP|6TBNT|8aRCR|9LIT
123	38824 34124	   	251.75	ACR|DCR|2VULN|1MLV|1AART|1RPLT	1MBVNT|26AAC|37RCR|4RPLT|5AART|8aVULN|9MLV
124	21323 24621	 * 	251.42	DCR|2VULN|3MLV|1DMG|2DUR|1CDMG	18DUR|2MBVNT|3LWND|478MLV|58VULN|6RCR|8BPWR|9CDMG|aDMG
125	21523 24621	   	251.42	DCR|2VULN|3MLV|1DMG|2DUR|1CDMG	18DUR|2MBVNT|3LHND|478MLV|58VULN|6RCR|8BPWR|9CDMG|aDMG
126	21661 43318	 * 	251.32	DCR|DCR|3ASPD|1DMG	1DUR|2MBVNT|3LIT|4DMG|579ASPD|6DUST|8aRCR
127	32464 84348	   	251.01	DCR|DCR|1VULN|1DMG|3ZMB	1MBVNT|269ZMB|3LIT|4VULN|5DUST|7DMG|8aRCR
128	11145 34843	   	250.83	DCR|DCR|1DMG|1ASPD|1CDMG|1AART	1BEXP|2MBVNT|3AART|4DMG|5CGEN|69RCR|7ASPD|8CDMG|aDUR
129	37145 34843	   	250.83	DCR|DCR|1DMG|1ASPD|1CDMG|1AART	1MBVNT|2BEXP|3AART|4DMG|5CGEN|69RCR|7ASPD|8CDMG|aDUR
130	13211 63125	   	250.78	ACR|DCR|3VULN|1CDMG	1BEXP|2aRCR|348VULN|5FEWX|6TBNT|7CGEN|9CDMG
131	13211 64125	   	250.78	ACR|DCR|3VULN|1CDMG	1BEXP|2aRCR|348VULN|5FEWX|6TBNT|7TLV|9CDMG
132	13213 61521	   	250.78	ACR|DCR|3VULN|1CDMG	15BEXP|29RCR|34aVULN|6LWND|7CDMG|8TBNT
133	13213 61621	   	250.78	ACR|DCR|3VULN|1CDMG	15BEXP|29RCR|34aVULN|6LWND|7CDMG|8BBNT
134	13215 21525	   	250.78	ACR|DCR|3VULN|1CDMG	1BEXP|2aRCR|347VULN|5LWND|6TBNT|8CGEN|9CDMG
135	13215 23125	   	250.78	ACR|DCR|3VULN|1CDMG	1BEXP|2aRCR|348VULN|5LWND|6TBNT|7CGEN|9CDMG
136	13215 24125	   	250.78	ACR|DCR|3VULN|1CDMG	1BEXP|2aRCR|348VULN|5LWND|6TBNT|7TLV|9CDMG
137	13116 63125	   	250.68	ACR|DCR|3VULN|1CDMG	1BEXP|2aRCR|3DUST|458VULN|6TBNT|7CGEN|9CDMG
138	13224 32125	   	250.68	ACR|DCR|3VULN|1CDMG	1BEXP|2aRCR|378VULN|4BBNT|5AME|6LWND|9CDMG
139	13214 11232	   	250.54	ACR|DCR|3VULN|1CDMG|1ZMB	1BEXP|28RCR|349VULN|5aCGEN|6ZMB|7CDMG
140	13214 11242	   	250.54	ACR|DCR|3VULN|1CDMG|1ZMB	1BEXP|28RCR|34aVULN|5CGEN|6ZMB|7CDMG|9LWND
141	13214 11251	   	250.54	ACR|DCR|3VULN|1CDMG|1ZMB	1BEXP|28RCR|34aVULN|5CGEN|6ZMB|7CDMG|9BBNT
142	13216 11232	   	250.44	ACR|DCR|3VULN|1CDMG|1ZMB	1BEXP|28RCR|349VULN|5ERES|6ZMB|7CDMG|aCGEN
143	13216 11235	   	250.44	ACR|DCR|3VULN|1CDMG|1ZMB	1BEXP|28RCR|349VULN|5ERES|6ZMB|7CDMG|aLWND
144	13216 11242	   	250.44	ACR|DCR|3VULN|1CDMG|1ZMB	1BEXP|28RCR|34aVULN|5ERES|6ZMB|7CDMG|9LWND
145	13216 11251	   	250.44	ACR|DCR|3VULN|1CDMG|1ZMB	1BEXP|28RCR|34aVULN|5ERES|6ZMB|7CDMG|9BBNT
146	13214 11233	   	250.44	ACR|DCR|3VULN|1CDMG|1ZMB	1BEXP|28RCR|349VULN|5CGEN|6ZMB|7CDMG|aERES
147	13214 11235	   	250.44	ACR|DCR|3VULN|1CDMG|1ZMB	1BEXP|28RCR|349VULN|5CGEN|6ZMB|7CDMG|aMDPS
148	21477 14723	   	250.39	ACR|DCR|2VULN|1MLV|1RPLT	1DUR|2MBVNT|3RPLT|46VULN|5aRCR|7MLV|8BELT|9LHND
149	23312 31231	   	250.35	ACR|DCR|2VULN|1ASPD|1CDMG|1ZMB	1DUR|28RCR|3ZMB|4RCVC|5CGEN|69VULN|7CDMG|aASPD
150	13216 11233	   	250.34	ACR|DCR|3VULN|1CDMG|1ZMB	1BEXP|28RCR|349VULN|5aERES|6ZMB|7CDMG
151	23526 31231	   	250.15	ACR|DCR|2VULN|1ASPD|1CDMG|1ZMB	1DUR|28RCR|35ERES|4ZMB|69VULN|7CDMG|aASPD
152	23322 31231	   	250.11	ACR|DCR|2VULN|1ASPD|1CDMG|2ZMB	1DUR|28RCR|34ZMB|5CGEN|69VULN|7CDMG|aASPD
153	13653 21211	   	249.70	ACR|DCR|1VULN|1DMG|1MLV|1CDMG|1RPLT	15BEXP|28RCR|3CDMG|4VULN|6DMG|7CGEN|9MLV|aRPLT
154	13661 62211	   	249.70	ACR|DCR|1VULN|1DMG|1MLV|1CDMG|1RPLT	1BEXP|28RCR|3CDMG|4CGEN|5DMSP|6DMG|7VULN|9MLV|aRPLT
155	13653 23211	   	249.60	ACR|DCR|1VULN|1DMG|1MLV|1CDMG|1RPLT	15BEXP|28RCR|3CDMG|4VULN|6DMG|7ERES|9MLV|aRPLT
156	13653 24211	   	249.60	ACR|DCR|1VULN|1DMG|1MLV|1CDMG|1RPLT	15BEXP|28RCR|3CDMG|4VULN|6DMG|7AME|9MLV|aRPLT
157	21473 25447	   	249.11	DCR|DCR|1VULN|1CDMG|1RPLT	1DUR|2MBVNT|3RPLT|4VULN|5CDMG|6MDPS|7DMSP|8aRCR|9BEXP
158	21477 17441	   	249.07	ACR|DCR|2VULN|2DUR|1AART|1RPLT	1aDUR|2MBVNT|3RPLT|46VULN|59RCR|7AART|8TLV
159	21473 24447	   	249.01	DCR|DCR|1VULN|1CDMG|1RPLT	1DUR|2MBVNT|3RPLT|4VULN|5CDMG|6MDPS|7AELOIC|8aRCR|9BEXP
160	21622 81447	   	249.01	DCR|DCR|1VULN|1CDMG|1AART	1DUR|2MBVNT|3LIT|4MDPS|5VULN|6CDMG|78RCR|9DUST|aAART
161	33542 81447	   	249.01	DCR|DCR|1VULN|1CDMG|1AART	1MBVNT|2MDPS|3LIT|4DUR|5VULN|6CDMG|78RCR|9DUST|aAART
162	13653 21242	   	248.71	ACR|DCR|2VULN|1DMG|1CDMG	15BEXP|28RCR|3CDMG|4aVULN|6DMG|7CGEN|9LWND
163	13653 21251	   	248.71	ACR|DCR|2VULN|1DMG|1CDMG	15BEXP|28RCR|3CDMG|4aVULN|6DMG|7CGEN|9BBNT
164	13653 23242	   	248.61	ACR|DCR|2VULN|1DMG|1CDMG	15BEXP|28RCR|3CDMG|4aVULN|6DMG|7ERES|9LWND
165	13653 23251	   	248.61	ACR|DCR|2VULN|1DMG|1CDMG	15BEXP|28RCR|3CDMG|4aVULN|6DMG|7ERES|9BBNT
166	13214 11225	   	248.46	ACR|DCR|2VULN|1DMG|1CDMG|1ZMB	1BEXP|28RCR|34VULN|5CGEN|6ZMB|7CDMG|9DMG|aFEWX
167	13216 11225	   	248.36	ACR|DCR|2VULN|1DMG|1CDMG|1ZMB	1BEXP|28RCR|34VULN|5ERES|6ZMB|7CDMG|9DMG|aFEWX
