0	Index      	 *	Score 	Summary	Detail	
1	23521 16251	 * 	269.09	紫橙3易伤2攻速	1机枪对壮28核35a易伤47攻速6赏金塔9激光减费
156	63131 61236	   	242.74	紫橙3易伤1策反	18核2挖尘3导弹对毒4策反56a易伤7敌人爆炸9赏金塔
157	23331 61254	   	242.74	紫橙3易伤1策反	1机枪对壮28核3敌人爆炸4策反56a易伤7基地爆炸9核弹
158	23531 15251	   	242.74	紫橙3易伤1策反	1机枪对壮28核35a易伤4策反6赏金塔7立即金币9激光减费
159	23531 45211	   	242.74	紫橙3易伤1策反	1机枪对壮28核35a易伤4策反6低血量敌人7双倍秒伤9立即金币
160	63121 61242	   	242.73	紫橙2易伤1攻速1全技能1挖怪	18核2挖尘3导弹对毒4攻速56易伤7敌人爆炸9全技能a挖怪
161	23331 61243	   	242.69	紫橙2易伤1暴击1全技能1策反	1机枪对壮28核3敌人爆炸4策反56易伤7基地爆炸9全技能a暴击
162	23531 41243	   	242.69	紫橙2易伤1暴击1全技能1策反	1机枪对壮28核35易伤4策反6低血量敌人7基地爆炸9全技能a暴击
163	62331 61243	   	242.69	紫橙2易伤1暴击1全技能1策反	18核2激光对绿3敌人爆炸4策反56易伤7基地爆炸9全技能a暴击
164	23331 65251	   	242.64	紫橙3易伤1策反	1机枪对壮28核3敌人爆炸4策反56a易伤7双倍秒伤9激光减费
165	63131 61243	   	242.59	紫橙2易伤1暴击1全技能1策反	18核2挖尘3导弹对毒4策反56易伤7敌人爆炸9全技能a暴击
166	23321 11244	   	242.17	紫橙1易伤2攻速2时间1全技能	1机枪对壮28核3敌人爆炸47攻速5易伤6a时间9全技能
167	62321 11244	   	242.17	紫橙1易伤2攻速2时间1全技能	18核2激光对绿3敌人爆炸47攻速5易伤6a时间9全技能
168	63121 11244	   	242.07	紫橙1易伤2攻速2时间1全技能	18核2挖尘3导弹对毒47攻速5易伤6a时间9全技能
169	23321 61231	   	241.58	紫橙2易伤1攻速	1机枪对壮28核3敌人爆炸4攻速56易伤7基地爆炸9赏金塔a时间
170	23521 41231	   	241.58	紫橙2易伤1攻速	1机枪对壮28核35易伤4攻速6低血量敌人7基地爆炸9赏金塔a时间
171	62321 61231	   	241.58	紫橙2易伤1攻速	18核2激光对绿3敌人爆炸4攻速56易伤7基地爆炸9赏金塔a时间
172	62521 41231	   	241.58	紫橙2易伤1攻速	18核2激光对绿35易伤4攻速6低血量敌人7基地爆炸9赏金塔a时间
173	64321 61231	   	241.58	紫橙2易伤1攻速	18核2基础对甲3敌人爆炸4攻速56易伤7基地爆炸9赏金塔a时间
174	65121 61231	   	241.58	紫橙2易伤1攻速	18核2敌人爆炸3导弹对毒4攻速56易伤7基地爆炸9赏金塔a时间
175	22631 31221	   	241.58	紫橙2易伤1攻速	1机枪对壮2时间3立即金币48核5攻速6a易伤7基地爆炸9最后敌人
176	22631 31236	   	241.58	紫橙2易伤1攻速	1机枪对壮2时间3立即金币48核5攻速6a易伤7基地爆炸9赏金塔
177	22631 41231	   	241.58	紫橙2易伤1攻速	1机枪对壮2时间3立即金币48核5攻速6低血量敌人7基地爆炸9a易伤
178	22631 43221	   	241.58	紫橙2易伤1攻速	1机枪对壮2时间3立即金币48核5攻速6低血量敌人7a易伤9最后敌人
179	22631 43236	   	241.58	紫橙2易伤1攻速	1机枪对壮2时间3立即金币48核5攻速6低血量敌人7a易伤9赏金塔
180	22632 53221	   	241.58	紫橙2易伤1攻速	1机枪对壮2时间3立即金币48核5低血量敌人6攻速7a易伤9最后敌人
181	22632 53236	   	241.58	紫橙2易伤1攻速	1机枪对壮2时间3立即金币48核5低血量敌人6攻速7a易伤9赏金塔
182	23326 11261	   	241.58	紫橙2易伤1攻速	1机枪对壮28核3敌人爆炸4攻速5随机矿6时间7金币生成9a易伤
183	23356 53221	   	241.58	紫橙2易伤1攻速	1机枪对壮28核34敌人爆炸5时间6攻速7a易伤9最后敌人
184	23522 16221	   	241.58	紫橙2易伤1攻速	1机枪对壮28核3a易伤4攻速5等级6时间7随机矿9最后敌人
185	23522 16236	   	241.58	紫橙2易伤1攻速	1机枪对壮28核3a易伤4攻速5等级6时间7随机矿9赏金塔
186	62326 11261	   	241.58	紫橙2易伤1攻速	18核2激光对绿3敌人爆炸4攻速5随机矿6时间7金币生成9a易伤
187	62522 16221	   	241.58	紫橙2易伤1攻速	18核2激光对绿3a易伤4攻速5等级6时间7随机矿9最后敌人
188	22632 51231	   	241.58	紫橙2易伤1攻速	1机枪对壮2时间3立即金币48核5低血量敌人6攻速7基地爆炸9a易伤
189	23356 51231	   	241.58	紫橙2易伤1攻速	1机枪对壮28核34敌人爆炸5时间6攻速7基地爆炸9a易伤
190	23522 26241	   	241.58	紫橙2易伤1攻速	1机枪对壮28核3a易伤4攻速5等级6最后敌人7随机矿9时间
191	23323 16261	   	241.48	紫橙2易伤1攻速	1机枪对壮28核3敌人爆炸4攻速5金币生成6时间7技能点9a易伤
192	23325 11266	   	241.48	紫橙2易伤1攻速	1机枪对壮28核3敌人爆炸4攻速5掉矿6时间7金币生成9a易伤
193	23325 16261	   	241.48	紫橙2易伤1攻速	1机枪对壮28核3敌人爆炸4攻速5掉矿6时间7随机矿9a易伤
194	62323 16261	   	241.48	紫橙2易伤1攻速	18核2激光对绿3敌人爆炸4攻速5金币生成6时间7技能点9a易伤
195	63121 61231	   	241.48	紫橙2易伤1攻速	18核2挖尘3导弹对毒4攻速56易伤7敌人爆炸9赏金塔a时间
196	63121 65231	   	241.48	紫橙2易伤1攻速	18核2挖尘3导弹对毒4攻速56易伤7基地爆炸9赏金塔a时间
197	22631 31264	   	241.48	紫橙2易伤1攻速	1机枪对壮2时间3立即金币48核5攻速6a易伤7基地爆炸9掉矿
198	63126 11261	   	241.48	紫橙2易伤1攻速	18核2挖尘3导弹对毒4攻速5随机矿6时间7金币生成9a易伤
199	63123 16261	   	241.38	紫橙2易伤1攻速	18核2挖尘3导弹对毒4攻速5金币生成6时间7技能点9a易伤
200	23321 61251	   	241.33	紫橙2易伤1攻速1卖塔	1机枪对壮28核3敌人爆炸4攻速56易伤7基地爆炸9卖塔a时间
201	23521 41251	   	241.33	紫橙2易伤1攻速1卖塔	1机枪对壮28核35易伤4攻速6低血量敌人7基地爆炸9卖塔a时间
202	62321 61251	   	241.33	紫橙2易伤1攻速1卖塔	18核2激光对绿3敌人爆炸4攻速56易伤7基地爆炸9卖塔a时间
203	63121 61251	   	241.23	紫橙2易伤1攻速1卖塔	18核2挖尘3导弹对毒4攻速56易伤7敌人爆炸9卖塔a时间
204	23321 31243	   	240.96	紫橙1易伤2攻速1暴击1全技能	1机枪对壮28核3敌人爆炸47攻速5易伤6低血量敌人9全技能a暴击
205	62321 31243	   	240.96	紫橙1易伤2攻速1暴击1全技能	18核2激光对绿3敌人爆炸47攻速5易伤6低血量敌人9全技能a暴击
206	64321 31243	   	240.96	紫橙1易伤2攻速1暴击1全技能	18核2基础对甲3敌人爆炸47攻速5易伤6低血量敌人9全技能a暴击
207	65121 31243	   	240.96	紫橙1易伤2攻速1暴击1全技能	18核2敌人爆炸3导弹对毒47攻速5易伤6低血量敌人9全技能a暴击
208	23521 22116	 * 	240.90	紫4易伤3攻速1伤害	1机枪对壮2核3567易伤46a攻速6序列升级8伤害9时间
209	62521 22116	   	240.90	紫4易伤3攻速1伤害	1核2激光对绿3567易伤46a攻速6序列升级8伤害9时间
