0	Index      	 *	Score 	Summary	Detail	
1	53313 25231	 * 	207.37	DCR|3VULN|2DMG|1AART|2CDMG|1DUR	1aCDMG|2aLIT|3AART|459VULN|6DUR|7RCR|8aDMG|aBPWR
19	12133 16551	   	191.46	ACR|5VULN|2DMG|2ASPD	12379VULN|4ERES|5RCR|69DMG|89ASPD|9BPWR|aRPLT
20	12133 16552	   	191.46	ACR|5VULN|2DMG|2ASPD	12379VULN|4ERES|5RCR|69DMG|89ASPD|9BPWR|aCGEN
21	12133 16225	   	191.46	ACR|5VULN|2DMG|1CDMG	12378VULN|48ERES|5RCR|68DMG|8BPWR|9LSRICY|aCDMG
22	41131 25132	   	191.40	DCR|3VULN|2DMG|1AART|2DUR	1BELT|2RMIN|38DMG|48aVULN|5LEGI|6RCR|78DUR|8BPWR|9AART
23	13516 24345	 * 	190.55	DCR|3VULN|2DMG|2ZMB|1CDMG|1DUR|1ASPD	138VULN|28ZMB|4CDMG|5MBVNT|6ASPD|78DMG|8BPWR|9RCR|aDUR
24	53313 25235	   	190.21	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1CDMG|2LIT|3AART|459VULN|6DUR|7RCR|8DMG|aASPD
25	12133 16121	   	190.15	ACR|5VULN|2DMG|2DUR	12379VULN|4ERES|5RCR|69DMG|89DUR|9BPWR|aFEWX
26	12133 16123	   	190.15	ACR|5VULN|2DMG|2DUR	12379VULN|4ERES|5RCR|69DMG|89DUR|9BPWR|aLWND
27	12133 16126	   	190.15	ACR|5VULN|2DMG|2DUR	12379VULN|4ERES|5RCR|69DMG|89DUR|9BPWR|aRMIN
28	12133 16122	   	190.05	ACR|5VULN|2DMG|2DUR	12379VULN|4ERES|5RCR|69DMG|89DUR|9BPWR|aDUST
29	66141 13133	   	189.82	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1LIT|2RCR|3LWND|4AART|58VULN|6ASPD|7CDMG|9aDMG
30	53313 25233	   	189.58	DCR|3VULN|1AART|1DMG|2CDMG|1DUR	1aCDMG|2LIT|3AART|459VULN|6DUR|7RCR|8DMG
31	41131 25133	   	189.40	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	1BELT|2RMIN|38DMG|48VULN|5LEGI|6RCR|78DUR|8BPWR|9AART|aCDMG
32	12133 15225	   	189.29	ACR|4VULN|2DMG|1AART	123aVULN|4ERES|5RCR|6aDMG|7aCANHEL|8AART|9RMIN|aBPWR
33	12133 11245	   	188.09	ACR|4VULN|2DMG|1AART	1238VULN|478ERES|5RCR|68DMG|8BPWR|9LWND|aAART
34	41131 25125	 * 	187.02	DCR|3VULN|3DMG|3DUR|1SELL	1BELT|2RMIN|38aDMG|48aVULN|5LEGI|6RCR|78aDUR|8aBPWR|9SELL
35	13322 26636	   	186.57	DCR|3VULN|2DMG|1AART|1ZMB	16aVULN|2ZMB|3BELT|4CGEN|56DMG|6BPWR|7AART|8RCR|9LWND
36	12133 15245	 * 	186.56	ACR|4VULN|1AART|1DMG|2ZMB	123aVULN|4aERES|5RCR|6DMG|7CANHEL|8AART|9aZMB|aBPWR
37	13332 26636	   	186.47	DCR|3VULN|2DMG|1AART|1ZMB	16aVULN|2ZMB|3BELT|4TLV|56DMG|6BPWR|7AART|8RCR|9LWND
38	15512 22483	   	186.34	DCR|3VULN|2DMG|1AART|1DUR|1ASPD	135VULN|25DMG|4MBVNT|5BPWR|6DUR|7LWND|8AART|9RCR|aASPD
39	15512 47344	 * 	186.00	DCR|5VULN|2DMG|1ZMB	1357aVULN|25DMG|4MBVNT|5BPWR|6MLV|8ZMB|9RCR
40	12133 11211	   	185.47	ACR|4VULN|2DMG|1CDMG|1DUR	1238VULN|478ERES|5RCR|68DMG|8BPWR|9DUR|aCDMG
41	26241 11242	 * 	185.22	ACR|2AART|2VULN|2DMG|1ASPD	1LHND|2LIT|3RCR|4aAART|58VULN|6ASPD|79DMG
42	12133 14552	 * 	184.95	ACR|4VULN|2DMG|3ASPD	1239VULN|4ERES|5RCR|69DMG|789ASPD|9BPWR|aCGEN
43	12133 14551	   	184.85	ACR|4VULN|2DMG|3ASPD	1239VULN|4aERES|5RCR|69DMG|789ASPD|9BPWR
44	12133 16235	   	184.75	ACR|5VULN|2DMG|1ASPD	12378VULN|48ERES|5RCR|68DMG|8BPWR|9RPLT|aASPD
45	12133 16236	   	184.75	ACR|5VULN|2DMG|1DUR	12378VULN|48ERES|5RCR|68DMG|8BPWR|9RPLT|aDUR
46	15225 61223	   	184.68	DCR|2VULN|2DMG|1AART|2CDMG	18VULN|28DMG|3ERES|4CGEN|58CDMG|6RCR|7AART|8BPWR|9MLV|aBEXP
47	12133 11213	   	184.65	ACR|5VULN|2DMG|1DUR	1238aVULN|478ERES|5RCR|68DMG|8BPWR|9DUR
48	15225 61213	   	184.58	DCR|2VULN|2DMG|1AART|2CDMG	18VULN|28DMG|3ERES|4CGEN|58CDMG|6RCR|7AART|8BPWR|9TLV|aBEXP
49	15225 61221	   	184.58	DCR|2VULN|2DMG|1AART|2CDMG	18VULN|28DMG|3aERES|4CGEN|58CDMG|6RCR|7AART|8BPWR|9MLV
50	15225 61232	   	184.58	DCR|2VULN|2DMG|1AART|2CDMG	18VULN|28DMG|3ERES|4CGEN|58CDMG|6RCR|7AART|8BPWR|9DUST|aFEWX
51	15225 61233	   	184.58	DCR|2VULN|2DMG|1AART|2CDMG	18VULN|28DMG|3ERES|4CGEN|58CDMG|6RCR|7AART|8BPWR|9DUST|aBEXP
52	15225 61211	   	184.48	DCR|2VULN|2DMG|1AART|2CDMG	18VULN|28DMG|3aERES|4CGEN|58CDMG|6RCR|7AART|8BPWR|9TLV
53	22422 43162	   	184.43	DCR|2VULN|2DMG|1AART|2CDMG|1SELL	1aLHND|24VULN|3AART|5aCDMG|6LEGI|7RCR|8SELL|9aDMG|aBPWR
54	13516 24341	   	183.61	DCR|3VULN|2DMG|2ZMB|1CDMG|1ASPD	138VULN|28ZMB|4CDMG|5MBVNT|6ASPD|78DMG|8BPWR|9RCR|aDMSP
55	13516 24344	   	183.61	DCR|3VULN|2DMG|2ZMB|1CDMG|1ASPD	138VULN|28ZMB|4CDMG|5MBVNT|6ASPD|78DMG|8BPWR|9RCR|aLWND
56	13516 24346	   	183.61	DCR|3VULN|2DMG|2ZMB|1CDMG|1ASPD	138VULN|28ZMB|4CDMG|5MBVNT|6ASPD|78DMG|8BPWR|9RCR|aLHND
57	13516 24343	   	183.51	DCR|3VULN|2DMG|2ZMB|1CDMG|1ASPD	138VULN|28ZMB|4CDMG|5MBVNT|6ASPD|78DMG|8BPWR|9RCR|aERES
58	13516 24347	   	183.51	DCR|3VULN|2DMG|2ZMB|1CDMG|1ASPD	138VULN|28ZMB|4CDMG|5MBVNT|6ASPD|78DMG|8BPWR|9RCR|aTLV
59	13516 24342	   	183.36	DCR|3VULN|2DMG|2ZMB|1CDMG|1ASPD|1SELL	138VULN|28ZMB|4CDMG|5MBVNT|6ASPD|78DMG|8BPWR|9RCR|aSELL
60	53313 25234	   	183.27	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2LIT|3AART|459VULN|6DUR|7RCR|8DMG|aMLV
61	53313 25236	   	183.27	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2LIT|3AART|459VULN|6DUR|7RCR|8DMG|aFEWX
62	53313 25232	   	183.17	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2LIT|3AART|459VULN|6DUR|7RCR|8DMG|aLEGI
63	12235 13165	   	183.16	DCR|2VULN|2DMG|1AART|1CDMG|1DUR|1SELL	12VULN|3DUR|4LHND|5CDMG|6AART|7RCR|8SELL|9aDMG
64	12133 64124	 * 	182.73	ACR|4VULN|1AART|3ASPD|2DUR	1239VULN|4ERES|5RCR|679ASPD|89DUR|9BPWR|aAART
65	53313 15253	   	182.64	DCR|3VULN|1AART|1DMG|2CDMG	1aCDMG|2LIT|3AART|459VULN|6BEXP|7RCR|8DMG
66	66322 11243	   	182.51	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1LIT|2RCR|3FEWX|4ASPD|5AART|68VULN|79DMG|aDUR
67	13225 61252	 * 	182.35	DCR|2VULN|3ZMB|1AART|2CDMG|1ASPD	18VULN|28aZMB|3ERES|4CGEN|58CDMG|6RCR|7AART|8BPWR|9ASPD
68	12133 15243	   	182.15	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	123VULN|4ERES|5RCR|6DMG|7CANHEL|8AART|9ZMB|aCDMG
69	12133 15216	   	182.03	ACR|3VULN|2DMG|1AART|1DUR	123VULN|4ERES|5RCR|69DMG|7CANHEL|8AART|aDUR
70	43333 45132	 * 	181.60	ACR|2VULN|2DMG|1AART|2CDMG	1BELT|28VULN|3RPLT|4RCR|5LHND|68DMG|78CDMG|8BPWR|9AART|aLIT
71	12235 13132	 * 	181.51	DCR|3VULN|1AART|2ZMB|1CDMG|2DUR|1SELL	12aVULN|3aDUR|4LHND|5CDMG|6AART|7RCR|8SELL|9aZMB|aBPWR
72	43333 45131	   	181.50	ACR|2VULN|2DMG|1AART|2CDMG	1BELT|28VULN|3RPLT|4RCR|5LHND|68DMG|78CDMG|8BPWR|9AART|aDUST
73	53313 25261	   	181.26	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG|1DUR	1CDMG|2LIT|3AART|45VULN|6DUR|7RCR|8DMG|9MLV|aFLTHEA
74	13322 25633	   	181.07	DCR|3VULN|2DMG|1AART|1ZMB	167VULN|2ZMB|3BELT|4CGEN|56DMG|6BPWR|8AART|9NUKE|aRCR
75	11425 15113	 * 	181.07	DCR|3VULN|2AART|1DMG|1DUR	146VULN|2LWND|39AART|5LIT|7RCR|8DUR|aDMG
76	22425 15113	   	181.07	DCR|3VULN|2AART|1DMG|1DUR	1LHND|246VULN|39AART|5LIT|7RCR|8DUR|aDMG
77	12133 11122	 * 	181.03	ACR|4VULN|2DMG|3DUR	1239VULN|47ERES|5RCR|69DMG|89aDUR|9BPWR
78	12235 13264	   	180.45	DCR|3VULN|1AART|2ASPD|1CDMG|2DUR	12aVULN|3aDUR|4LHND|5CDMG|6AART|7RCR|8DMSP|9aASPD|aBPWR
79	12235 13364	   	180.45	DCR|3VULN|1AART|2ASPD|1CDMG|2DUR	12aVULN|3aDUR|4LHND|5CDMG|6AART|7RCR|8RCVC|9aASPD|aBPWR
80	62222 11243	   	180.11	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1LIT|2FEWX|3RCR|4ASPD|5AART|68VULN|79DMG|aDUR
81	44233 33335	   	179.95	DCR|2VULN|2DMG|1AART|2DUR	1BELT|2AART|3RPLT|4aDUR|5FEWX|6RCR|7LEGI|8aVULN|9aDMG|aBPWR
82	51141 61222	 * 	179.87	DCR|2VULN|3CDMG|1AART|1DMG|1ASPD	189CDMG|28VULN|3ERES|4DMG|58TLV|6RCR|7AART|8BPWR|aASPD
83	53313 25215	   	179.85	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	1CDMG|2LIT|3AART|45VULN|69DUR|7RCR|8DMG|aASPD
84	44231 33335	   	179.85	DCR|2VULN|2DMG|1AART|2DUR	1BELT|2AART|3RPLT|4aDUR|5DUST|6RCR|7LEGI|8aVULN|9aDMG|aBPWR
85	15512 22481	   	179.41	DCR|3VULN|2DMG|1AART|1DUR	135VULN|25DMG|4MBVNT|5BPWR|6DUR|7LWND|8AART|9RCR|aRMIN
86	15512 22484	   	179.41	DCR|3VULN|2DMG|1AART|1DUR	135VULN|25DMG|4MBVNT|5BPWR|6DUR|7LWND|8AART|9RCR|aCGEN
87	15512 22482	   	179.31	DCR|3VULN|2DMG|1AART|1DUR	135VULN|25DMG|4MBVNT|5BPWR|6DUR|7LWND|8AART|9RCR|aDUST
88	53313 25213	   	179.22	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	1aCDMG|2LIT|3AART|45VULN|69DUR|7RCR|8DMG
89	15163 22132	   	179.17	DCR|3VULN|2DMG|1AART	18aVULN|28DMG|3RMIN|48FEWX|5BELT|6RCR|7LEGI|8BPWR|9AART
90	43256 22132	   	179.17	DCR|3VULN|2DMG|1AART	1BELT|28aVULN|38FEWX|4RMIN|58DMG|6RCR|7LEGI|8BPWR|9AART
91	13516 74341	   	179.13	DCR|3VULN|2DMG|2CDMG|1ZMB	138VULN|2ZMB|48CDMG|5MBVNT|6RMIN|78DMG|8BPWR|9RCR|aDMSP
92	13516 74344	   	179.13	DCR|3VULN|2DMG|2CDMG|1ZMB	138VULN|2ZMB|48CDMG|5MBVNT|6RMIN|78DMG|8BPWR|9RCR|aLWND
93	13516 74343	   	179.03	DCR|3VULN|2DMG|2CDMG|1ZMB	138VULN|2ZMB|48CDMG|5MBVNT|6RMIN|78DMG|8BPWR|9RCR|aERES
94	13511 61335	   	178.92	DCR|3VULN|1AART|2CDMG|1ZMB|1ASPD	138VULN|2ZMB|48CDMG|58BEXP|6RCR|7DMSP|8BPWR|9ASPD|aAART
95	43331 36332	   	178.89	ACR|3VULN|2DMG|1AART	1BELT|29aVULN|3RPLT|4RCR|59LSRREG|6AART|79DMG|8RCVC|9BPWR
96	13516 74342	   	178.89	DCR|3VULN|2DMG|2CDMG|1ZMB|1SELL	138VULN|2ZMB|48CDMG|5MBVNT|6RMIN|78DMG|8BPWR|9RCR|aSELL
97	66143 13131	   	178.85	ACR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	1LIT|2RCR|3LWND|4AART|5TLV|68VULN|7CDMG|9DMG|aFLTHEA
98	66322 61211	   	178.57	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1LIT|2RCR|3FEWX|4ASPD|5AART|6DUR|7DMG|89VULN|aCDMG
99	66141 13333	   	178.55	ACR|2DMG|1AART|1VULN|2CDMG|1ASPD	1LIT|2RCR|3LWND|4AART|5VULN|6ASPD|78CDMG|9aDMG
100	16333 37472	   	178.54	ACR|4VULN|1AART|1DMG|1DUR	137aVULN|2ERES|4DUR|5RCR|6MBVNT|8AART|9DMG
101	12133 11241	   	178.54	ACR|4VULN|2DMG|1CDMG	1238VULN|478ERES|5RCR|68DMG|8BPWR|9LWND|aCDMG
102	12133 11251	   	178.54	ACR|4VULN|2DMG|1CDMG	1238VULN|478ERES|5RCR|68DMG|8BPWR|9FEWX|aCDMG
103	12133 11551	   	178.54	ACR|4VULN|2DMG|2ASPD	1239VULN|47ERES|5RCR|69DMG|89ASPD|9BPWR|aBEXP
104	12133 11553	   	178.54	ACR|4VULN|2DMG|2ASPD	1239VULN|47ERES|5RCR|69DMG|89ASPD|9BPWR|aLIT
105	12133 11554	   	178.54	ACR|4VULN|2DMG|2ASPD	1239VULN|47ERES|5RCR|69DMG|89ASPD|9BPWR|aRCVC
106	12133 14451	   	178.54	ACR|4VULN|2DMG|2ASPD	1239VULN|48ERES|5RCR|69DMG|79ASPD|9BPWR|aBEXP
107	12133 14453	   	178.54	ACR|4VULN|2DMG|2ASPD	1239VULN|48ERES|5RCR|69DMG|79ASPD|9BPWR|aLIT
108	12133 11235	   	178.44	ACR|4VULN|2DMG|1CDMG	1238VULN|478ERES|5RCR|68DMG|8BPWR|9NUKE|aCDMG
109	12133 11555	   	178.44	ACR|4VULN|2DMG|2ASPD	1239VULN|47ERES|5RCR|69DMG|89ASPD|9BPWR|aDUST
110	12133 11264	   	178.29	ACR|4VULN|2DMG|1CDMG|1SELL	1238VULN|478ERES|5RCR|68DMG|8BPWR|9SELL|aCDMG
111	43331 52212	 * 	178.29	ACR|4VULN|3ZMB|2CDMG	1BELT|278aVULN|3RPLT|4RCR|57LSRREG|67aZMB|7aBPWR|9aCDMG
112	15512 46334	   	178.22	DCR|4VULN|2DMG|1CDMG	1359VULN|25DMG|4MBVNT|59BPWR|69MLV|79CANHEL|8RCR|aCDMG
113	12253 35213	   	178.19	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	126VULN|3DUR|4DMSP|5RCR|7BASHEA|8AART|9DMG|aCDMG
114	12133 16421	   	177.91	ACR|5VULN|2DMG	12379VULN|4ERES|5RCR|69DMG|89LHND|9BPWR|aFEWX
115	12133 16423	   	177.91	ACR|5VULN|2DMG	12379VULN|4ERES|5RCR|69DMG|89LHND|9BPWR|aLWND
116	12133 16426	   	177.91	ACR|5VULN|2DMG	12379VULN|4ERES|5RCR|69DMG|89LHND|9BPWR|aRMIN
117	51141 61232	   	177.89	DCR|2VULN|1AART|1DMG|2CDMG|1ZMB	18CDMG|28VULN|3ERES|4DMG|58TLV|6RCR|7AART|8BPWR|9RMIN|aZMB
118	13322 26611	   	177.86	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	16VULN|2ZMB|3BELT|4aCGEN|56DMG|6BPWR|7AART|8RCR|9DUR
119	13322 26612	   	177.86	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	16VULN|2ZMB|3BELT|4CGEN|56DMG|6BPWR|7AART|8RCR|9DUR|aBEXP
120	13322 26614	   	177.86	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	16VULN|2ZMB|3BELT|4CGEN|56DMG|6BPWR|7AART|8RCR|9DUR|aMLV
121	13342 26611	   	177.86	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	16VULN|2ZMB|3BELT|4MLV|56DMG|6BPWR|7AART|8RCR|9DUR|aCGEN
122	13342 26612	   	177.86	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	16VULN|2ZMB|3BELT|4MLV|56DMG|6BPWR|7AART|8RCR|9DUR|aLHND
123	12133 16422	   	177.81	ACR|5VULN|2DMG	12379VULN|4ERES|5RCR|69DMG|89LHND|9BPWR|aDUST
124	12133 16222	   	177.81	ACR|5VULN|2DMG	12378VULN|48ERES|5RCR|68DMG|8BPWR|9LSRICY|aBEXP
125	12133 16226	   	177.81	ACR|5VULN|2DMG	12378VULN|48ERES|5RCR|68DMG|8BPWR|9LSRICY|aMLV
126	12133 16231	   	177.81	ACR|5VULN|2DMG	12378VULN|48ERES|5RCR|68DMG|8BPWR|9RPLT|aLIT
127	12133 16233	   	177.81	ACR|5VULN|2DMG	12378VULN|48ERES|5RCR|68DMG|8BPWR|9RPLT|aMLV
128	12133 16234	   	177.81	ACR|5VULN|2DMG	12378VULN|48ERES|5RCR|68DMG|8BPWR|9RPLT|aFEWX
129	12133 16251	   	177.81	ACR|5VULN|2DMG	12378VULN|48ERES|5RCR|68DMG|8BPWR|9BEXP|aFEWX
130	12133 16253	   	177.81	ACR|5VULN|2DMG	12378VULN|48ERES|5RCR|68DMG|8BPWR|9BEXP|aLWND
131	12133 16254	   	177.81	ACR|5VULN|2DMG	12378VULN|48ERES|5RCR|68DMG|8BPWR|9BEXP|aBELT
132	12133 16255	   	177.81	ACR|5VULN|2DMG	12378VULN|48ERES|5RCR|68DMG|8BPWR|9BEXP|aLIT
133	12133 16256	   	177.81	ACR|5VULN|2DMG	12378VULN|48ERES|5RCR|68DMG|8BPWR|9aBEXP
134	13332 26611	   	177.76	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	16VULN|2ZMB|3BELT|4TLV|56DMG|6BPWR|7AART|8RCR|9DUR|aCGEN
135	13332 26612	   	177.76	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	16VULN|2ZMB|3BELT|4TLV|56DMG|6BPWR|7AART|8RCR|9DUR|aLHND
136	13332 26614	   	177.76	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	16VULN|2ZMB|3BELT|4TLV|56DMG|6BPWR|7AART|8RCR|9DUR|aMLV
137	13322 26615	   	177.76	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	16VULN|2ZMB|3BELT|4CGEN|56DMG|6BPWR|7AART|8RCR|9DUR|aERES
138	13322 26651	   	177.76	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	16VULN|2ZMB|3BELT|4CGEN|56DMG|6BPWR|7AART|8RCR|9ASPD|aSNIHEL
139	13322 26652	   	177.76	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	16VULN|2ZMB|3BELT|4CGEN|56DMG|6BPWR|7AART|8RCR|9ASPD|aLSRHEA
140	13342 26613	   	177.76	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	16VULN|2ZMB|3BELT|4MLV|56DMG|6BPWR|7AART|8RCR|9DUR|aBASICY
141	12133 11243	   	177.71	ACR|5VULN|2DMG	1238aVULN|478ERES|5RCR|68DMG|8BPWR|9LWND
142	12133 11253	   	177.71	ACR|5VULN|2DMG	1238aVULN|478ERES|5RCR|68DMG|8BPWR|9FEWX
143	12133 16211	   	177.71	ACR|5VULN|2DMG	12378VULN|48ERES|5RCR|68DMG|8BPWR|9DUST|aFEWX
144	12133 16213	   	177.71	ACR|5VULN|2DMG	12378VULN|48ERES|5RCR|68DMG|8BPWR|9DUST|aCGEN
145	12133 16214	   	177.71	ACR|5VULN|2DMG	12378VULN|48ERES|5RCR|68DMG|8BPWR|9DUST|aBELT
146	12133 16215	   	177.71	ACR|5VULN|2DMG	12378VULN|48ERES|5RCR|68DMG|8BPWR|9DUST|aLIT
147	12133 16216	   	177.71	ACR|5VULN|2DMG	12378VULN|48ERES|5RCR|68DMG|8BPWR|9DUST|aBEXP
148	12133 16221	   	177.71	ACR|5VULN|2DMG	12378VULN|48ERES|5RCR|68DMG|8BPWR|9LSRICY|aDUST
149	12133 16232	   	177.71	ACR|5VULN|2DMG	12378VULN|48ERES|5RCR|68DMG|8BPWR|9RPLT|aDUST
150	12133 16252	   	177.71	ACR|5VULN|2DMG	12378VULN|48ERES|5RCR|68DMG|8BPWR|9BEXP|aDUST
151	13332 26613	   	177.66	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	16VULN|2ZMB|3BELT|4TLV|56DMG|6BPWR|7AART|8RCR|9DUR|aBASICY
152	13332 26615	   	177.66	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	16VULN|2ZMB|3BELT|4TLV|56DMG|6BPWR|7AART|8RCR|9DUR|aERES
153	13332 26651	   	177.66	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	16VULN|2ZMB|3BELT|4TLV|56DMG|6BPWR|7AART|8RCR|9ASPD|aSNIHEL
154	13332 26652	   	177.66	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	16VULN|2ZMB|3BELT|4TLV|56DMG|6BPWR|7AART|8RCR|9ASPD|aLSRHEA
155	12133 16212	   	177.61	ACR|5VULN|2DMG	12378VULN|48ERES|5RCR|68DMG|8BPWR|9aDUST
156	13322 26624	   	177.61	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD|1SELL	16VULN|2ZMB|3BELT|4CGEN|56DMG|6BPWR|7AART|8RCR|9SELL|aASPD
157	12133 16261	   	177.57	ACR|5VULN|2DMG|1SELL	12378VULN|48ERES|5RCR|68DMG|8BPWR|9SELL|aBEXP
158	12133 16262	   	177.57	ACR|5VULN|2DMG|1SELL	12378VULN|48ERES|5RCR|68DMG|8BPWR|9SELL|aFEWX
159	12133 16263	   	177.57	ACR|5VULN|2DMG|1SELL	12378VULN|48ERES|5RCR|68DMG|8BPWR|9SELL|aLHND
160	12133 16265	   	177.57	ACR|5VULN|2DMG|1SELL	12378VULN|48ERES|5RCR|68DMG|8BPWR|9SELL|aRPLT
161	13332 26624	   	177.51	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD|1SELL	16VULN|2ZMB|3BELT|4TLV|56DMG|6BPWR|7AART|8RCR|9SELL|aASPD
162	12253 12476	   	177.47	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	12VULN|3DUR|4DMSP|5RCR|6MBVNT|7ZMB|8AART|9aDMG
163	12133 16266	   	177.47	ACR|5VULN|2DMG|1SELL	12378VULN|48ERES|5RCR|68DMG|8BPWR|9SELL|aNUKE
164	12133 16114	   	177.44	ACR|4VULN|1AART|1DMG|1DUR	1237VULN|4ERES|5RCR|6DMG|8DUR|9BEXP|aAART
