0	Index      	 *	Score 	Summary	Detail	
1	14225 42131	 * 	211.64	ACR|2VULN|2DMG|2AART|3CDMG|2ZMB	137CDMG|23VULN|37BPWR|47ZMB|5RCR|67DMG|8RPLT|9aAART
49	35452 33113	   	188.37	DCR|4VULN|2DMG|2ZMB|1CDMG	1258VULN|26BPWR|36ZMB|46DMG|7BEXP|9CDMG|aRCR
50	26242 12234	   	187.84	DCR|2VULN|2DMG|1AART|1CDMG|1DUR|1ASPD	12DMG|35VULN|4TLV|6AART|7DUR|8RCR|9ASPD|aCDMG
51	14225 23242	   	187.26	ACR|2VULN|1AART|1DMG|2CDMG|1FLTHEA|1ZMB	13CDMG|23VULN|3BPWR|4ZMB|5RCR|6FLTHEA|7AART|8RMIN|9AIRHEL|aDMG
52	14225 23342	   	187.16	ACR|2VULN|1AART|2CDMG|1DMG|1FLTHEA|1ZMB	13CDMG|23VULN|3BPWR|4ZMB|5RCR|6FLTHEA|7AART|8TLV|9LSRREG|aDMG
53	26212 14212	   	187.07	DCR|3VULN|2DMG|1AART|1ZMB	12DMG|35aVULN|4ZMB|6AART|7LHND|8RCR|9FEWX
54	26212 14223	   	187.07	DCR|3VULN|2DMG|1AART|1ZMB	12DMG|35aVULN|4ZMB|6AART|79LHND|8RCR
55	26212 14262	   	186.97	DCR|3VULN|2DMG|1AART|1ZMB	12DMG|35aVULN|4ZMB|6AART|7LHND|8RCR|9DUST
56	14222 42243	 * 	186.82	DCR|3VULN|2DMG|3CDMG|2ZMB	137CDMG|237VULN|37BPWR|49ZMB|5LHND|67DMG|8BEXP|aRCR
57	14223 42243	   	186.82	DCR|3VULN|2DMG|3CDMG|2ZMB	137CDMG|237VULN|37BPWR|49ZMB|5FEWX|67DMG|8BEXP|aRCR
58	14223 42343	   	186.82	DCR|3VULN|2DMG|3CDMG|2ZMB	137CDMG|237VULN|37BPWR|49ZMB|5FEWX|67DMG|8LHND|aRCR
59	26212 32213	   	186.50	DCR|3VULN|2DMG|2ZMB|1CDMG|2DUR	12DMG|356VULN|46ZMB|6BPWR|78DUR|9CDMG|aRCR
60	35452 32213	   	186.50	DCR|3VULN|2DMG|2ZMB|1CDMG|2DUR	125VULN|26BPWR|36ZMB|46DMG|78DUR|9CDMG|aRCR
61	26242 12243	   	186.20	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	12DMG|35VULN|4TLV|6AART|7aDUR|8RCR|9CDMG
62	26216 22311	   	186.17	DCR|3DMG|2VULN|2CDMG|1ZMB|1DUR	127DMG|37VULN|4ZMB|5LHND|67CDMG|7BPWR|8DUR|9RCR|aRPLT
63	26216 22312	   	186.17	DCR|3DMG|2VULN|2CDMG|1ZMB|1DUR	127DMG|37VULN|4ZMB|5LHND|67CDMG|7BPWR|8DUR|9RCR|aLIT
64	26216 22314	   	186.17	DCR|3DMG|2VULN|2CDMG|1ZMB|1DUR	127DMG|37VULN|4ZMB|5LHND|67CDMG|7BPWR|8DUR|9RCR|aCGEN
65	26262 32311	   	186.17	DCR|3DMG|2VULN|2CDMG|1ZMB|1ASPD	127DMG|37VULN|4BEXP|5ASPD|67CDMG|7BPWR|8LWND|9RCR|aZMB
66	26212 14136	   	186.12	DCR|3VULN|2DMG|1AART|2ZMB	12DMG|359VULN|48ZMB|6AART|7LHND|aRCR
67	26216 22313	   	186.07	DCR|3DMG|2VULN|2CDMG|1ZMB|1DUR	127DMG|37VULN|4ZMB|5LHND|67CDMG|7BPWR|8DUR|9RCR|aTLV
68	26216 22316	   	186.07	DCR|3DMG|2VULN|2CDMG|1ZMB|1DUR	127DMG|37VULN|4ZMB|5LHND|67CDMG|7BPWR|8DUR|9RCR|aLEGI
69	26262 32411	   	186.07	DCR|3DMG|2VULN|2CDMG|1ZMB|1ASPD	127DMG|37VULN|4BEXP|5ASPD|67CDMG|7BPWR|8DUST|9RCR|aZMB
70	26262 32611	   	186.07	DCR|3DMG|2VULN|2CDMG|1ZMB|1ASPD	127DMG|37VULN|4BEXP|5ASPD|67CDMG|7BPWR|8LEGI|9RCR|aZMB
71	14225 13343	 * 	185.96	ACR|4VULN|1AART|2CDMG|2ZMB	13CDMG|236aVULN|3BPWR|47ZMB|5RCR|8TLV|9AART
72	23333 25433	   	185.58	ACR|3DMG|1AART|1VULN|1CDMG|2DUR	157DMG|27DUR|37LWND|4RCR|6DMSP|7BPWR|8CDMG|9AART|aVULN
73	26216 22511	   	185.48	DCR|3DMG|2VULN|2CDMG|2ZMB	127DMG|37VULN|4aZMB|5LHND|67CDMG|7BPWR|8RCR|9RMIN
74	14222 42342	   	185.37	DCR|3VULN|2DMG|3CDMG|1ZMB	137CDMG|237VULN|37BPWR|4ZMB|58LHND|67DMG|9RCR|aLWND
75	14222 42343	   	185.37	DCR|3VULN|2DMG|3CDMG|1ZMB	137CDMG|237VULN|37BPWR|4ZMB|58LHND|67DMG|9RCR|aRMIN
76	14222 42341	   	185.27	DCR|3VULN|2DMG|3CDMG|1ZMB	137CDMG|237VULN|37BPWR|4ZMB|58LHND|67DMG|9RCR|aERES
77	14245 23211	   	185.13	ACR|3VULN|3CDMG|1AART|1FLTHEA|1ASPD	13aCDMG|23aVULN|3aBPWR|4ASPD|5RCR|6FLTHEA|7AART|8RMIN|9aBEXP
78	26212 14214	   	185.07	DCR|2VULN|2DMG|1AART|1FLTHEA|1ZMB	12DMG|35VULN|4ZMB|6AART|7LHND|8RCR|9FEWX|aFLTHEA
79	26212 14241	   	185.07	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	12DMG|35VULN|4ZMB|6AART|7LHND|8RCR|9CDMG|aLWND
80	26212 14242	   	185.07	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	12DMG|35VULN|4ZMB|6AART|7LHND|8RCR|9CDMG|aRMIN
81	14225 21633	 * 	184.95	ACR|3VULN|1DMG|2CDMG|1FLTHEA|1ZMB|1DUR	13CDMG|239VULN|3BPWR|4ZMB|5RCR|6FLTHEA|7RCVC|8DUR|aDMG
82	14225 25133	   	184.85	ACR|3VULN|1DMG|2CDMG|1FLTHEA|1ZMB|1ASPD	13CDMG|237VULN|3BPWR|4ZMB|5RCR|6FLTHEA|8ASPD|9ERES|aDMG
83	35631 41233	   	184.58	DCR|3VULN|2AART|1DMG|2ASPD	12aVULN|2BPWR|3DUST|47AART|5DMG|69ASPD|8RCR
84	26262 32512	   	183.61	DCR|3DMG|2VULN|3CDMG|1ASPD	127DMG|37VULN|4BEXP|5ASPD|67aCDMG|7BPWR|8RCR|9RMIN
85	14223 25433	 * 	183.24	DCR|4VULN|3CDMG|2FLTHEA|2ZMB	139CDMG|2379VULN|39BPWR|48ZMB|5FEWX|69FLTHEA|aRCR
86	25222 12214	   	183.21	DCR|3DMG|2VULN|1AART|1DUR	14aDMG|2RCVC|3aVULN|5CGEN|6AART|7DUR|8RCR|9aFEWX|aBPWR
87	25222 12224	   	183.21	DCR|3DMG|2VULN|1AART|1DUR	14aDMG|2RCVC|3aVULN|5CGEN|6AART|7DUR|8RCR|9aLHND|aBPWR
88	25223 12214	   	183.21	DCR|3DMG|2VULN|1AART|1DUR	14aDMG|2RCVC|3aVULN|5MLV|6AART|7DUR|8RCR|9aFEWX|aBPWR
89	25223 12224	   	183.21	DCR|3DMG|2VULN|1AART|1DUR	14aDMG|2RCVC|3aVULN|5MLV|6AART|7DUR|8RCR|9aLHND|aBPWR
90	25221 12214	   	183.11	DCR|3DMG|2VULN|1AART|1DUR	14aDMG|2RCVC|3aVULN|5ERES|6AART|7DUR|8RCR|9aFEWX|aBPWR
91	25221 12224	   	183.11	DCR|3DMG|2VULN|1AART|1DUR	14aDMG|2RCVC|3aVULN|5ERES|6AART|7DUR|8RCR|9aLHND|aBPWR
92	25242 12214	   	183.11	DCR|3VULN|2DMG|1AART|1DUR	1aDMG|2RCVC|35aVULN|4TLV|6AART|7DUR|8RCR|9aFEWX|aBPWR
93	25242 12224	   	183.11	DCR|3VULN|2DMG|1AART|1DUR	1aDMG|2RCVC|35aVULN|4TLV|6AART|7DUR|8RCR|9aLHND|aBPWR
94	25212 12436	   	183.07	DCR|3VULN|2AART|1DMG|1ZMB|1DUR	1DMG|2RCVC|359VULN|4ZMB|67AART|8DUR|aRCR
95	23336 14362	   	183.00	ACR|2VULN|2DMG|1AART|2DUR|1ASPD	18DMG|27DUR|3LWND|4RCR|5AART|6aVULN|9ASPD
96	14222 42353	   	182.97	DCR|3VULN|2DMG|3CDMG|1ZMB	137CDMG|237VULN|37BPWR|4ZMB|58LHND|67DMG|9FEWX|aRCR
97	14223 42233	   	182.97	DCR|3VULN|2DMG|3CDMG|1ZMB	137CDMG|237VULN|37BPWR|4ZMB|5FEWX|67DMG|8BEXP|9DMSP|aRCR
98	14225 23136	   	182.95	ACR|3VULN|1AART|2CDMG|1FLTHEA|1ZMB	13CDMG|23aVULN|3BPWR|4ZMB|5RCR|6FLTHEA|7AART|8LWND|9CGEN
99	14225 23231	   	182.95	ACR|3VULN|1AART|2CDMG|1FLTHEA|1ZMB	13CDMG|239VULN|3BPWR|4ZMB|5RCR|6FLTHEA|7AART|8RMIN|aFEWX
100	14225 23232	   	182.95	ACR|3VULN|1AART|2CDMG|1FLTHEA|1ZMB	13CDMG|239VULN|3BPWR|4ZMB|5RCR|6FLTHEA|7AART|8RMIN|aBELT
101	14225 23233	   	182.95	ACR|3VULN|1AART|2CDMG|1FLTHEA|1ZMB	13CDMG|239VULN|3BPWR|4ZMB|5RCR|6FLTHEA|7AART|8RMIN|aBEXP
102	14225 23234	   	182.95	ACR|3VULN|1AART|2CDMG|1FLTHEA|1ZMB	13CDMG|239VULN|3BPWR|4ZMB|5RCR|6FLTHEA|7AART|8RMIN|aRCVC
103	14225 23421	   	182.95	ACR|3VULN|1AART|2CDMG|1FLTHEA|1ZMB	13CDMG|238VULN|3BPWR|4ZMB|5RCR|6FLTHEA|7AART|9FEWX|aLWND
104	14225 23423	   	182.95	ACR|3VULN|1AART|2CDMG|1FLTHEA|1ZMB	13CDMG|238VULN|3BPWR|4ZMB|5RCR|6FLTHEA|7AART|9FEWX|aLIT
105	14225 23431	   	182.95	ACR|3VULN|1AART|2CDMG|1FLTHEA|1ZMB	13CDMG|238VULN|3BPWR|4ZMB|5RCR|6FLTHEA|7AART|9CGEN|aFEWX
106	14225 23432	   	182.95	ACR|3VULN|1AART|2CDMG|1FLTHEA|1ZMB	13CDMG|238VULN|3BPWR|4ZMB|5RCR|6FLTHEA|7AART|9CGEN|aBELT
107	14225 23433	   	182.95	ACR|3VULN|1AART|2CDMG|1FLTHEA|1ZMB	13CDMG|238VULN|3BPWR|4ZMB|5RCR|6FLTHEA|7AART|9CGEN|aBEXP
108	26242 12212	   	182.91	DCR|3VULN|2DMG|1AART|1DUR	12DMG|35aVULN|4TLV|6AART|7DUR|8RCR|9FEWX
109	26242 12222	   	182.91	DCR|3VULN|2DMG|1AART|1DUR	12DMG|35aVULN|4TLV|6AART|7DUR|8RCR|9LHND
110	26242 12253	   	182.91	DCR|3VULN|2DMG|1AART|1DUR	12DMG|35aVULN|4TLV|6AART|7DUR|8RCR|9RCVC
111	14226 42233	   	182.87	DCR|3VULN|2DMG|3CDMG|1ZMB	137CDMG|237VULN|37BPWR|4ZMB|5DUST|67DMG|8BEXP|9DMSP|aRCR
112	14225 23236	   	182.85	ACR|3VULN|1AART|2CDMG|1FLTHEA|1ZMB	13CDMG|239VULN|3BPWR|4ZMB|5RCR|6FLTHEA|7AART|8RMIN|aERES
113	14225 23241	   	182.85	ACR|3VULN|1AART|2CDMG|1FLTHEA|1ZMB	13CDMG|23aVULN|3BPWR|4ZMB|5RCR|6FLTHEA|7AART|8RMIN|9AIRHEL
114	14225 23331	   	182.85	ACR|3VULN|1AART|2CDMG|1FLTHEA|1ZMB	13CDMG|239VULN|3BPWR|4ZMB|5RCR|6FLTHEA|7AART|8TLV|aFEWX
115	14225 23332	   	182.85	ACR|3VULN|1AART|2CDMG|1FLTHEA|1ZMB	13CDMG|239VULN|3BPWR|4ZMB|5RCR|6FLTHEA|7AART|8TLV|aBELT
116	14225 23333	   	182.85	ACR|3VULN|1AART|2CDMG|1FLTHEA|1ZMB	13CDMG|239VULN|3BPWR|4ZMB|5RCR|6FLTHEA|7AART|8TLV|aBEXP
117	14225 23334	   	182.85	ACR|3VULN|1AART|2CDMG|1FLTHEA|1ZMB	13CDMG|239VULN|3BPWR|4ZMB|5RCR|6FLTHEA|7AART|8TLV|aRCVC
118	14225 23422	   	182.85	ACR|3VULN|1AART|2CDMG|1FLTHEA|1ZMB	13CDMG|238VULN|3BPWR|4ZMB|5RCR|6FLTHEA|7AART|9FEWX|aNUKE
119	14225 23336	   	182.75	ACR|3VULN|1AART|2CDMG|1FLTHEA|1ZMB	13CDMG|239VULN|3BPWR|4ZMB|5RCR|6FLTHEA|7AART|8TLV|aERES
120	14225 23341	   	182.75	ACR|3VULN|1AART|2CDMG|1FLTHEA|1ZMB	13CDMG|23aVULN|3BPWR|4ZMB|5RCR|6FLTHEA|7AART|8TLV|9LSRREG
121	14222 42421	   	182.63	DCR|3VULN|2DMG|3CDMG|1ZMB|1SELL	137CDMG|237VULN|37BPWR|4ZMB|5LHND|67DMG|8SELL|9DUST|aRCR
122	14223 42421	   	182.63	DCR|3VULN|2DMG|3CDMG|1ZMB|1SELL	137CDMG|237VULN|37BPWR|4ZMB|5FEWX|67DMG|8SELL|9DUST|aRCR
123	35432 41233	   	182.56	DCR|3VULN|2AART|2ASPD|1ZMB|1DUR	12aVULN|2BPWR|3ZMB|47AART|5DUR|69ASPD|8RCR
124	14225 12141	   	182.20	ACR|4VULN|1AART|2CDMG|1ZMB	13CDMG|2368VULN|3BPWR|4ZMB|5RCR|7MLV|9AART|aBEXP
125	14225 12142	   	182.20	ACR|4VULN|1AART|2CDMG|1ZMB	13CDMG|2368VULN|3BPWR|4ZMB|5RCR|7MLV|9AART|aCGEN
126	14225 12243	   	182.20	ACR|4VULN|1AART|2CDMG|1ZMB	13CDMG|236aVULN|3BPWR|4ZMB|5RCR|7MLV|8RCVC|9AART
127	26262 32315	   	182.10	DCR|3DMG|2VULN|2CDMG|1DUR|1ASPD	127DMG|37VULN|4BEXP|5ASPD|67CDMG|7BPWR|8LWND|9RCR|aDUR
128	26152 12633	   	182.07	DCR|3DMG|2VULN|1AART|1ZMB	123DMG|48VULN|5DUST|6AART|7LEGI|9ZMB|aRCR
129	26222 12633	   	182.07	DCR|3DMG|2VULN|1AART|1ZMB	124DMG|38VULN|5DUST|6AART|7LEGI|9ZMB|aRCR
130	26212 31443	   	181.66	DCR|4VULN|2DMG|2ZMB|1DUR	12DMG|3569VULN|46ZMB|6BPWR|7RPLT|8DUR|aRCR
