0	Index      	 *	Score 	Summary	Detail	
1	54162 32131	 * 	208.39	ACR|3VULN|2DMG|1AART|2CDMG|1DUR	19aVULN|2RPLT|3RCR|49DMG|5DUR|6AART|7BEXP|89CDMG|9BPWR
18	54161 32132	   	191.84	ACR|2VULN|2DMG|3CDMG|1AART	19VULN|2RPLT|3RCR|49DMG|5LHND|6AART|7BEXP|89aCDMG|9BPWR
19	23227 32238	   	191.25	ACR|4VULN|1AART|1DMG|1CDMG	1NUKE|2AART|3MBVNT|4RCR|5689VULN|7DMG|aCDMG
20	23227 32247	   	191.25	ACR|4VULN|1AART|1DMG|1CDMG	1NUKE|2AART|3MBVNT|4RCR|568aVULN|7DMG|9CDMG
21	23227 32233	 * 	190.43	ACR|5VULN|1AART|1DMG	1NUKE|2AART|3MBVNT|4RCR|5689aVULN|7DMG
22	23218 34612	   	189.89	ACR|3DMG|2VULN|1AART|1ZMB	1NUKE|2AART|3MBVNT|489DMG|5RCR|68VULN|78LWND|8BPWR|aZMB
23	23218 34674	   	189.89	ACR|3VULN|2DMG|1AART|1ZMB	1NUKE|2AART|3MBVNT|48DMG|5RCR|689VULN|78LWND|8BPWR|aZMB
24	51331 41234	   	188.99	ACR|3VULN|2DMG|2CDMG|1ZMB|1ASPD	189VULN|2MLV|38DMG|4ASPD|5RCR|6CGEN|78CDMG|8BPWR|aZMB
25	53361 31215	   	188.89	ACR|3VULN|2DMG|2CDMG|1ZMB|1ASPD	18aVULN|2ZMB|38DMG|4TLV|5RCR|6ASPD|78CDMG|8BPWR|9LWND
26	53361 31225	   	188.89	ACR|3VULN|2DMG|2CDMG|1ZMB|1ASPD	18aVULN|2ZMB|38DMG|4TLV|5RCR|6ASPD|78CDMG|8BPWR|9CGEN
27	53361 31241	 * 	188.89	ACR|3DMG|2VULN|2CDMG|1ZMB|1ASPD	18VULN|2ZMB|389DMG|4TLV|5RCR|6ASPD|78CDMG|8BPWR|aLIT
28	53361 31242	   	188.89	ACR|3DMG|2VULN|2CDMG|1ZMB|1ASPD	18VULN|2ZMB|389DMG|4TLV|5RCR|6ASPD|78CDMG|8BPWR|aBEXP
29	53361 31243	   	188.89	ACR|3DMG|2VULN|2CDMG|1ZMB|1ASPD	18VULN|2ZMB|389DMG|4TLV|5RCR|6ASPD|78CDMG|8BPWR|aLHND
30	53361 41231	   	188.89	ACR|3VULN|2DMG|2CDMG|1ZMB|1DUR	189VULN|2ZMB|38DMG|4TLV|5RCR|6CGEN|78CDMG|8BPWR|aDUR
31	14326 22231	   	188.69	ACR|3VULN|2DMG|1AART|1ZMB	1DMSP|2LHND|3ZMB|4AART|5RCR|689VULN|7aDMG
32	23222 53426	   	188.60	ACR|4VULN|1AART|1DMG|1ZMB	1NUKE|2AART|3MBVNT|4RCR|5DMG|6ZMB|789aVULN
33	23227 32526	   	188.60	ACR|4VULN|1AART|1DMG|1ZMB	1NUKE|2AART|3MBVNT|4RCR|569aVULN|7DMG|8ZMB
34	23222 34671	   	188.23	ACR|3VULN|2DMG|1AART|1ASPD	1NUKE|2AART|3MBVNT|4RCR|58DMG|689VULN|78LWND|8BPWR|aASPD
35	23227 32248	   	188.15	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1NUKE|2AART|3MBVNT|4RCR|568VULN|7DMG|9CDMG|aZMB
36	23222 34654	 * 	188.08	ACR|2AART|2DMG|2VULN|1ZMB	1NUKE|29AART|3MBVNT|4RCR|58DMG|68VULN|78LWND|8BPWR|aZMB
37	23222 66216	   	188.03	ACR|3DMG|2VULN|1AART|1DUR	1NUKE|2AART|3MBVNT|4RCR|579DMG|6DUR|8aVULN
38	53141 24231	   	186.89	ACR|3VULN|2DMG|1AART|1ZMB	149VULN|2ZMB|36FEWX|5RCR|7AART|8aDMG
39	23336 22231	 * 	186.62	DCR|4VULN|1AART|1DMG|1DUR	1NUKE|2AART|3789VULN|4CGEN|5DUR|6RCR|aDMG
40	23316 22231	   	186.52	DCR|4VULN|1AART|1DMG|1DUR	1NUKE|2AART|3789VULN|4TLV|5DUR|6RCR|aDMG
41	23218 53426	   	186.20	ACR|4VULN|1AART|1DMG|1ZMB	1NUKE|2AART|3MBVNT|4DMG|5RCR|6ZMB|789aVULN
42	23325 16214	 * 	186.17	DCR|3VULN|2DMG|1AART	1NUKE|2AART|38aVULN|4BEXP|5RCVC|6RCR|7aDMG|9aMGNSTR|aBPWR
43	54162 33213	   	186.12	ACR|2VULN|2DMG|1AART|2ASPD|1DUR	18VULN|2RPLT|3RCR|49DMG|5DUR|6AART|7aASPD
44	23325 16231	   	185.97	DCR|3VULN|2DMG|1AART	1NUKE|2AART|389VULN|4BEXP|5RCVC|6RCR|7aDMG
45	23218 34671	   	185.83	ACR|3VULN|2DMG|1AART|1ASPD	1NUKE|2AART|3MBVNT|48DMG|5RCR|689VULN|78LWND|8BPWR|aASPD
46	54163 33233	   	185.82	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	19VULN|2RPLT|3RCR|49DMG|5CDMG|6FEWX|7AART|89LHND|9BPWR|aDUR
47	54163 23233	   	185.72	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	19VULN|2RPLT|3RCR|49DMG|5CDMG|6DUST|7AART|89LHND|9BPWR|aDUR
48	23218 34654	   	185.68	ACR|2AART|2DMG|2VULN|1ZMB	1NUKE|29AART|3MBVNT|48DMG|5RCR|68VULN|78LWND|8BPWR|aZMB
49	51361 31222	   	185.43	ACR|2VULN|2DMG|1AART|2CDMG|1ASPD	18VULN|2MLV|38DMG|4TLV|5RCR|6ASPD|78CDMG|8BPWR|9CGEN|aAART
50	23316 24533	   	185.36	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1NUKE|2AART|39VULN|49TLV|5DUR|6RCR|7VENICY|89DMG|9BPWR|aZMB
51	54133 23512	   	185.35	ACR|2VULN|1AART|2CDMG|1DMG|1ZMB|1ASPD	18VULN|2RPLT|3RCR|4ZMB|58CDMG|68DUST|7AART|8BPWR|9DMG|aASPD
52	54163 33232	   	185.20	ACR|2VULN|2DMG|1AART|2CDMG	19VULN|2RPLT|3RCR|49DMG|5aCDMG|6FEWX|7AART|89LHND|9BPWR
53	12242 12553	 * 	185.13	ACR|2VULN|2DMG|1AART|2ZMB|1ASPD	1DMSP|29VULN|3BELT|4RCR|5CANSTR|6AART|79DMG|89ZMB|9BPWR|aASPD
54	54163 23232	   	185.10	ACR|2VULN|2DMG|1AART|2CDMG	19VULN|2RPLT|3RCR|49DMG|5aCDMG|6DUST|7AART|89LHND|9BPWR
55	51331 41231	   	184.92	ACR|3VULN|2DMG|2CDMG|1DUR|1ASPD	189VULN|2MLV|38DMG|4ASPD|5RCR|6CGEN|78CDMG|8BPWR|aDUR
56	14326 22236	   	184.75	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1DMSP|2LHND|3ZMB|4AART|5RCR|689VULN|7DMG|aCDMG
57	23225 72215	   	184.09	ACR|3VULN|2DMG|1AART	1NUKE|2AART|3MBVNT|4RCR|5RCVC|68aVULN|7aDMG|9aMGNSTR|aBPWR
58	51331 41235	 * 	184.03	ACR|3VULN|2DMG|3CDMG|1ASPD	189VULN|2MLV|38DMG|4ASPD|5RCR|6CGEN|78aCDMG|8BPWR
59	23222 34651	   	184.02	ACR|2AART|2DMG|2VULN|1ASPD	1NUKE|29AART|3MBVNT|4RCR|58DMG|68VULN|78LWND|8BPWR|aASPD
60	54133 33531	 * 	183.97	ACR|3VULN|1AART|2ZMB|1CDMG|2DUR	19aVULN|2RPLT|3RCR|49ZMB|5CDMG|6FEWX|7AART|89DUR|9BPWR
61	23225 72231	   	183.89	ACR|3VULN|2DMG|1AART	1NUKE|2AART|3MBVNT|4RCR|5RCVC|689VULN|7aDMG
62	23222 32215	   	183.49	ACR|3VULN|2DMG|1AART	1NUKE|2AART|3MBVNT|4RCR|5aDMG|68aVULN|7RCVC|9aMGNSTR|aBPWR
63	22554 32131	 * 	183.48	DCR|2VULN|2DMG|1AART|2CDMG	1NUKE|29DMG|36LIT|49CDMG|5AART|7RCR|89VULN|9BPWR|aDMSP
64	22554 32132	   	183.48	DCR|2VULN|2DMG|1AART|2CDMG	1NUKE|29DMG|36aLIT|49CDMG|5AART|7RCR|89VULN|9BPWR
65	22554 32133	   	183.48	DCR|2VULN|2DMG|1AART|2CDMG	1NUKE|29DMG|36LIT|49CDMG|5AART|7RCR|89VULN|9BPWR|aLWND
66	23222 52821	   	183.37	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	1NUKE|2AART|3MBVNT|4RCR|57DMG|6ZMB|89VULN|aASPD
67	23222 66274	   	183.37	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1NUKE|2AART|3MBVNT|4RCR|57DMG|6DUR|89VULN|aZMB
68	23227 32814	   	183.37	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1NUKE|2AART|3MBVNT|4RCR|56VULN|79DMG|8DUR|aZMB
69	23222 32231	   	183.29	ACR|3VULN|2DMG|1AART	1NUKE|2AART|3MBVNT|4RCR|5aDMG|689VULN|7RCVC
70	23227 32115	   	183.19	ACR|3VULN|2DMG|1AART	1NUKE|2AART|3MBVNT|4RCR|56aVULN|7aDMG|8RCVC|9aMGNSTR|aBPWR
71	23217 32826	   	183.07	DCR|3VULN|2DMG|1AART	1NUKE|2AART|3MBVNT|47DMG|5RMIN|6RCR|89aVULN
72	23215 33681	   	183.01	DCR|3VULN|2DMG|1AART|1DUR	1NUKE|2AART|3MBVNT|48DMG|5DUR|68aVULN|78BEXP|8BPWR|9RCR
73	23215 34681	   	183.01	DCR|3VULN|2DMG|1AART|1DUR	1NUKE|2AART|3MBVNT|48DMG|5DUR|68aVULN|78FEWX|8BPWR|9RCR
74	23222 35445	   	182.99	ACR|3DMG|2VULN|1AART	1NUKE|2AART|3MBVNT|4RCR|59aDMG|6aVULN|7aSNIHEL|8RCVC|aBPWR
75	23222 35455	   	182.99	ACR|3VULN|2DMG|1AART	1NUKE|2AART|3MBVNT|4RCR|5aDMG|69aVULN|7aSNIHEL|8RCVC|aBPWR
76	23227 32131	   	182.99	ACR|3VULN|2DMG|1AART	1NUKE|2AART|3MBVNT|4RCR|569VULN|7aDMG|8RCVC
77	23313 12231	   	182.97	DCR|3VULN|2DMG|1AART	1NUKE|2AART|389VULN|4TLV|5ERES|6RCR|7aDMG
78	23222 34615	   	182.59	ACR|3DMG|2VULN|1AART	1NUKE|2AART|3MBVNT|4RCR|589DMG|68VULN|78LWND|8BPWR|aRCVC
79	53324 21532	   	182.58	ACR|3VULN|2DMG|2ASPD|1ZMB|1DUR	19aVULN|2ZMB|39DMG|4BELT|5RCR|6DUR|7LIT|89ASPD|9BPWR
80	23325 16236	   	182.49	DCR|4VULN|1AART|1DMG	1NUKE|2AART|389aVULN|4BEXP|5RCVC|6RCR|7DMG
81	53361 41222	   	181.95	ACR|3VULN|2DMG|2CDMG|1ZMB	18aVULN|2ZMB|38DMG|4TLV|5RCR|69CGEN|78CDMG|8BPWR
82	53361 41233	   	181.95	ACR|3VULN|2DMG|2CDMG|1ZMB	189VULN|2ZMB|38DMG|4TLV|5RCR|6CGEN|78CDMG|8BPWR|aLHND
83	23218 34651	   	181.62	ACR|2AART|2DMG|2VULN|1ASPD	1NUKE|29AART|3MBVNT|48DMG|5RCR|68VULN|78LWND|8BPWR|aASPD
84	23222 66212	   	181.44	ACR|3DMG|1AART|1VULN|1ZMB|1DUR	1NUKE|2AART|3MBVNT|4RCR|579DMG|6DUR|8VULN|aZMB
85	23227 32874	   	181.44	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1NUKE|2AART|3MBVNT|4RCR|569VULN|7DMG|8DUR|aZMB
86	23222 53421	   	181.44	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	1NUKE|2AART|3MBVNT|4RCR|5DMG|6ZMB|789VULN|aASPD
87	23227 32521	   	181.44	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	1NUKE|2AART|3MBVNT|4RCR|569VULN|7DMG|8ZMB|aASPD
88	23222 34613	   	181.29	ACR|3DMG|2VULN|1AART	1NUKE|2AART|3MBVNT|4RCR|589DMG|68VULN|78LWND|8BPWR|aFEWX
89	23222 34614	   	181.29	ACR|3DMG|2VULN|1AART	1NUKE|2AART|3MBVNT|4RCR|589DMG|68VULN|78LWND|8BPWR|aBEXP
90	23222 34618	   	181.29	ACR|3DMG|2VULN|1AART	1NUKE|2AART|3MBVNT|4RCR|589DMG|68VULN|78LWND|8BPWR|aMLV
91	23222 34621	   	181.29	ACR|3VULN|2DMG|1AART	1NUKE|2AART|3MBVNT|4RCR|58DMG|68aVULN|78LWND|8BPWR|9LHND
92	23222 34673	   	181.29	ACR|3VULN|2DMG|1AART	1NUKE|2AART|3MBVNT|4RCR|58DMG|689VULN|78LWND|8BPWR|aLIT
93	23222 34675	   	181.29	ACR|3VULN|2DMG|1AART	1NUKE|2AART|3MBVNT|4RCR|58DMG|689VULN|78LWND|8BPWR|aCGEN
94	23222 34677	   	181.29	ACR|3VULN|2DMG|1AART	1NUKE|2AART|3MBVNT|4RCR|58DMG|689VULN|78LWND|8BPWR|aBEXP
95	23222 34678	   	181.29	ACR|3VULN|2DMG|1AART	1NUKE|2AART|3MBVNT|4RCR|58DMG|689VULN|78LWND|8BPWR|aMLV
96	23222 34611	   	181.19	ACR|3DMG|2VULN|1AART	1NUKE|2AART|3MBVNT|4RCR|589DMG|68VULN|78LWND|8BPWR|aERES
97	23222 34631	   	181.19	ACR|3VULN|2DMG|1AART	1NUKE|2AART|3MBVNT|4RCR|58DMG|68aVULN|78LWND|8BPWR|9DUST
98	23222 34637	   	181.19	ACR|3DMG|2VULN|1AART	1NUKE|2AART|3MBVNT|4RCR|58aDMG|68VULN|78LWND|8BPWR|9DUST
99	23222 34672	   	181.19	ACR|3VULN|2DMG|1AART	1NUKE|2AART|3MBVNT|4RCR|58DMG|689VULN|78LWND|8BPWR|aTLV
100	23218 32215	   	181.09	ACR|3VULN|2DMG|1AART	1NUKE|2AART|3MBVNT|4aDMG|5RCR|68aVULN|7RCVC|9aMGNSTR|aBPWR
101	23222 22826	   	181.09	ACR|3VULN|2DMG|1AART	1NUKE|2AART|3MBVNT|4RCR|57DMG|6RMIN|89aVULN
102	23222 76216	   	181.09	ACR|3DMG|2VULN|1AART	1NUKE|2AART|3MBVNT|4RCR|579DMG|6LWND|8aVULN
103	23227 75431	   	181.09	ACR|3VULN|2DMG|1AART	1NUKE|2AART|3MBVNT|4RCR|59aVULN|6BEXP|79DUST|89DMG|9BPWR
104	23215 33682	   	181.00	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1NUKE|2AART|3MBVNT|48DMG|5DUR|68VULN|78BEXP|8BPWR|9RCR|aCDMG
105	23215 34682	   	181.00	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1NUKE|2AART|3MBVNT|48DMG|5DUR|68VULN|78FEWX|8BPWR|9RCR|aCDMG
106	23218 52821	   	180.97	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	1NUKE|2AART|3MBVNT|47DMG|5RCR|6ZMB|89VULN|aASPD
107	23218 32231	   	180.89	ACR|3VULN|2DMG|1AART	1NUKE|2AART|3MBVNT|4aDMG|5RCR|689VULN|7RCVC
108	16212 22243	   	180.81	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1DMSP|2CDMG|3ASPD|49VULN|56DMG|7RCVC|8RCR|aAART
109	23218 35445	   	180.59	ACR|3DMG|2VULN|1AART	1NUKE|2AART|3MBVNT|49aDMG|5RCR|6aVULN|7aSNIHEL|8RCVC|aBPWR
110	23225 72233	   	180.40	ACR|4VULN|1AART|1DMG	1NUKE|2AART|3MBVNT|4RCR|5RCVC|689aVULN|7DMG
111	51315 36444	   	180.38	DCR|2VULN|2DMG|1AART|2CDMG	1aVULN|2MLV|3aDMG|4LWND|5MBVNT|6AART|7ERES|8RCR|9aCDMG|aBPWR
112	23218 34615	   	180.19	ACR|3DMG|2VULN|1AART	1NUKE|2AART|3MBVNT|489DMG|5RCR|68VULN|78LWND|8BPWR|aRCVC
113	53361 31211	   	180.17	ACR|2VULN|2DMG|2CDMG|1ZMB|1DUR|1ASPD	18VULN|2ZMB|38DMG|4TLV|5RCR|6ASPD|78CDMG|8BPWR|9LWND|aDUR
114	53361 31226	   	180.17	ACR|2VULN|2DMG|2CDMG|1ZMB|1DUR|1ASPD	18VULN|2ZMB|38DMG|4TLV|5RCR|6ASPD|78CDMG|8BPWR|9CGEN|aDUR
115	53321 61532	   	180.02	DCR|3VULN|2DMG|2ASPD|1ZMB	19aVULN|2ZMB|39DMG|4BELT|5FEWX|6RCR|7LIT|89ASPD|9BPWR
116	23225 72238	   	179.95	ACR|3VULN|1AART|1DMG|1CDMG	1NUKE|2AART|3MBVNT|4RCR|5RCVC|689VULN|7DMG|aCDMG
117	23225 72247	   	179.95	ACR|3VULN|1AART|1DMG|1CDMG	1NUKE|2AART|3MBVNT|4RCR|5RCVC|68aVULN|7DMG|9CDMG
118	23222 32233	   	179.80	ACR|4VULN|1AART|1DMG	1NUKE|2AART|3MBVNT|4RCR|5DMG|689aVULN|7RCVC
119	23225 26731	   	179.68	ACR|2AART|2VULN|2DMG	1NUKE|26AART|3MBVNT|4RCR|5RCVC|7aDMG|89VULN
120	23331 22231	   	179.68	DCR|4VULN|1AART|1DMG	1NUKE|2AART|3789VULN|4CGEN|5LWND|6RCR|aDMG
121	23217 33426	   	179.58	DCR|4VULN|1AART|1DMG	1NUKE|2AART|3MBVNT|4DMG|5RMIN|6RCR|789aVULN
122	23311 22231	   	179.58	DCR|4VULN|1AART|1DMG	1NUKE|2AART|3789VULN|4TLV|5LWND|6RCR|aDMG
123	23322 22231	   	179.58	DCR|4VULN|1AART|1DMG	1NUKE|2AART|3789VULN|4BEXP|5TLV|6RCR|aDMG
124	23332 22231	   	179.58	DCR|4VULN|1AART|1DMG	1NUKE|2AART|3789VULN|4CGEN|5DUST|6RCR|aDMG
125	54162 33212	   	179.51	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	18VULN|2RPLT|3RCR|49DMG|5DUR|6AART|7ASPD|aLIT
126	23227 32133	   	179.50	ACR|4VULN|1AART|1DMG	1NUKE|2AART|3MBVNT|4RCR|569aVULN|7DMG|8RCVC
127	23312 22231	   	179.48	DCR|4VULN|1AART|1DMG	1NUKE|2AART|3789VULN|4TLV|5DUST|6RCR|aDMG
128	23313 12236	   	179.48	DCR|4VULN|1AART|1DMG	1NUKE|2AART|389aVULN|4TLV|5ERES|6RCR|7DMG
129	23222 55437	   	179.44	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1NUKE|2AART|3MBVNT|4RCR|59DMG|6ZMB|7DUR|8VULN|aCDMG
130	23222 55444	   	179.44	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1NUKE|2AART|3MBVNT|4RCR|5DMG|6ZMB|7DUR|8aVULN|9CDMG
131	23222 52627	   	179.44	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1NUKE|2AART|3MBVNT|4RCR|57DMG|6ZMB|8DUR|9VULN|aCDMG
132	54162 33211	   	179.41	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	18VULN|2RPLT|3RCR|49DMG|5DUR|6AART|7ASPD|aDUST
133	23325 16234	   	179.39	DCR|3VULN|1AART|1DMG|1ZMB	1NUKE|2AART|389VULN|4BEXP|5RCVC|6RCR|7DMG|aZMB
134	23336 22236	 * 	179.39	DCR|5VULN|1AART|1DUR	1NUKE|2AART|3789aVULN|4CGEN|5DUR|6RCR
135	23222 32238	   	179.35	ACR|3VULN|1AART|1DMG|1CDMG	1NUKE|2AART|3MBVNT|4RCR|5DMG|689VULN|7RCVC|aCDMG
136	23222 32247	   	179.35	ACR|3VULN|1AART|1DMG|1CDMG	1NUKE|2AART|3MBVNT|4RCR|5DMG|68aVULN|7RCVC|9CDMG
137	23222 66271	   	179.31	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1NUKE|2AART|3MBVNT|4RCR|57DMG|6DUR|89VULN|aASPD
138	23227 32811	   	179.31	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1NUKE|2AART|3MBVNT|4RCR|56VULN|79DMG|8DUR|aASPD
139	23316 22236	   	179.29	DCR|5VULN|1AART|1DUR	1NUKE|2AART|3789aVULN|4TLV|5DUR|6RCR
140	23222 34622	   	179.28	ACR|2VULN|2DMG|1AART|1CDMG	1NUKE|2AART|3MBVNT|4RCR|58DMG|68VULN|78LWND|8BPWR|9LHND|aCDMG
141	23222 34687	   	179.28	ACR|2VULN|2DMG|1AART|1CDMG	1NUKE|2AART|3MBVNT|4RCR|58DMG|68VULN|78LWND|8BPWR|9RMIN|aCDMG
142	53361 31216	   	179.27	ACR|2VULN|2DMG|3CDMG|1ZMB|1ASPD	18VULN|2ZMB|38DMG|4TLV|5RCR|6ASPD|78aCDMG|8BPWR|9LWND
143	53361 31231	   	179.27	ACR|2VULN|2DMG|3CDMG|1ZMB|1ASPD	18VULN|2ZMB|38DMG|4TLV|5RCR|6ASPD|789CDMG|8BPWR|aBEXP
144	53361 31232	   	179.27	ACR|2VULN|2DMG|3CDMG|1ZMB|1ASPD	18VULN|2ZMB|38DMG|4TLV|5RCR|6ASPD|789CDMG|8BPWR|aLHND
145	53361 31235	   	179.27	ACR|2VULN|2DMG|3CDMG|1ZMB|1ASPD	18VULN|2ZMB|38DMG|4TLV|5RCR|6ASPD|789CDMG|8BPWR|aLIT
146	23222 34632	   	179.18	ACR|2VULN|2DMG|1AART|1CDMG	1NUKE|2AART|3MBVNT|4RCR|58DMG|68VULN|78LWND|8BPWR|9DUST|aCDMG
147	23222 34667	   	179.18	ACR|2VULN|2DMG|1AART|1CDMG	1NUKE|2AART|3MBVNT|4RCR|58DMG|68VULN|78LWND|8BPWR|9ERES|aCDMG
148	23227 11612	   	179.18	ACR|2VULN|2DMG|1AART|2ASPD	1NUKE|2AART|3MBVNT|4RCR|58VULN|68LWND|78ASPD|8BPWR|9aDMG
149	23227 41612	   	179.18	ACR|2VULN|2DMG|1AART|2ASPD	1NUKE|2AART|3MBVNT|4RCR|58VULN|68LHND|78ASPD|8BPWR|9aDMG
150	23227 71612	   	179.18	ACR|2VULN|2DMG|1AART|2ASPD	1NUKE|2AART|3MBVNT|4RCR|58VULN|68BEXP|78ASPD|8BPWR|9aDMG
151	53361 31233	   	179.17	ACR|2VULN|2DMG|3CDMG|1ZMB|1ASPD	18VULN|2ZMB|38DMG|4TLV|5RCR|6ASPD|789CDMG|8BPWR|aDUST
152	23227 75432	   	179.08	ACR|2VULN|2DMG|1AART|1CDMG	1NUKE|2AART|3MBVNT|4RCR|59VULN|6BEXP|79DUST|89DMG|9BPWR|aCDMG
153	23227 32138	   	179.05	ACR|3VULN|1AART|1DMG|1CDMG	1NUKE|2AART|3MBVNT|4RCR|569VULN|7DMG|8RCVC|aCDMG
154	23227 32147	   	179.05	ACR|3VULN|1AART|1DMG|1CDMG	1NUKE|2AART|3MBVNT|4RCR|56aVULN|7DMG|8RCVC|9CDMG
155	23218 53421	   	179.04	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	1NUKE|2AART|3MBVNT|4DMG|5RCR|6ZMB|789VULN|aASPD
156	23218 66212	   	179.04	ACR|3DMG|1AART|1VULN|1ZMB|1DUR	1NUKE|2AART|3MBVNT|479DMG|5RCR|6DUR|8VULN|aZMB
157	54133 23632	   	178.94	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1VULN|2RPLT|3RCR|4ZMB|5CDMG|6DUST|7AART|89DMG|aASPD
158	23218 34613	   	178.89	ACR|3DMG|2VULN|1AART	1NUKE|2AART|3MBVNT|489DMG|5RCR|68VULN|78LWND|8BPWR|aFEWX
159	23218 34614	   	178.89	ACR|3DMG|2VULN|1AART	1NUKE|2AART|3MBVNT|489DMG|5RCR|68VULN|78LWND|8BPWR|aBEXP
160	23218 34618	   	178.89	ACR|3DMG|2VULN|1AART	1NUKE|2AART|3MBVNT|489DMG|5RCR|68VULN|78LWND|8BPWR|aMLV
161	23218 34621	   	178.89	ACR|3VULN|2DMG|1AART	1NUKE|2AART|3MBVNT|48DMG|5RCR|68aVULN|78LWND|8BPWR|9LHND
162	23218 34673	   	178.89	ACR|3VULN|2DMG|1AART	1NUKE|2AART|3MBVNT|48DMG|5RCR|689VULN|78LWND|8BPWR|aLIT
163	23311 24536	 * 	178.86	DCR|2AART|2VULN|2DMG	1NUKE|2aAART|39VULN|49TLV|5LWND|6RCR|7VENICY|89DMG|9BPWR
164	23218 34611	   	178.79	ACR|3DMG|2VULN|1AART	1NUKE|2AART|3MBVNT|489DMG|5RCR|68VULN|78LWND|8BPWR|aERES
