0	Index      	 *	Score 	Summary	Detail	
1	53321 22315	 * 	189.85	ACR|4VULN|1AART|1DMG|1CDMG	1BELT|2679VULN|367LWND|4RCR|5AART|67BPWR|8CDMG|aDMG
53	23244 11211	   	167.20	ACR|3VULN|1AART|1DMG	1TLV|2RCR|3LHND|4AART|5RCVC|6DMG|789VULN|aCGEN
54	23244 11213	   	167.20	ACR|3VULN|1AART|1DMG	1TLV|2RCR|3LHND|4AART|5RCVC|6DMG|789VULN|aMLV
55	23244 11216	   	167.20	ACR|3VULN|1AART|1DMG	1TLV|2RCR|3LHND|4AART|5RCVC|6DMG|789VULN|aBEXP
56	52422 22222	   	167.18	ACR|4VULN|2DMG	1BELT|2DUST|3589VULN|4RCR|6LEGI|7aDMG
57	53321 23834	   	167.04	ACR|4VULN|1AART|1ZMB	1BELT|2689VULN|369LWND|4RCR|5AART|69BPWR|7MBVNT|aZMB
58	23662 21122	 * 	166.99	ACR|2VULN|1AART|1DMG|3DUR	1TLV|2RCR|369DUR|4RMIN|5AART|7aVULN|8DMG
59	53321 23828	   	166.94	ACR|4VULN|1AART|1ZMB	1BELT|268aVULN|36LWND|4RCR|5AART|6BPWR|7MBVNT|9ZMB
60	52322 42214	 * 	166.83	ACR|3VULN|2DMG|1CDMG	1BELT|2DUST|3LWND|4RCR|568VULN|7aDMG|9CDMG
61	53322 42214	   	166.83	ACR|3VULN|2DMG|1CDMG	1BELT|268VULN|3LWND|4RCR|5DUST|7aDMG|9CDMG
62	62242 22212	 * 	166.77	DCR|3VULN|2AART|1ZMB	19aVULN|2DUST|3ZMB|48AART|5RMIN|6RCR|7LIT
63	52422 22214	   	166.73	ACR|3VULN|2DMG|1CDMG	1BELT|2DUST|358VULN|4RCR|6LEGI|7aDMG|9CDMG
64	53321 22321	   	166.69	ACR|3VULN|1AART|1CDMG|1ZMB	1BELT|267VULN|367LWND|4RCR|5AART|67BPWR|8CDMG|9MLV|aZMB
65	53321 22344	   	166.69	ACR|3VULN|1AART|1CDMG|1ZMB	1BELT|267VULN|367LWND|4RCR|5AART|67BPWR|8CDMG|9RPLT|aZMB
66	54421 22321	   	166.69	ACR|3VULN|1AART|1CDMG|1ZMB	1BELT|267LWND|367VULN|4RCR|5AART|67BPWR|8CDMG|9MLV|aZMB
67	53321 22361	   	166.59	ACR|3VULN|1AART|1CDMG|1ZMB	1BELT|267VULN|367LWND|4RCR|5AART|67BPWR|8CDMG|9TLV|aZMB
68	53142 16323	 * 	166.22	DCR|2AART|2VULN|1DMG|2ASPD	1BELT|28VULN|368LIT|48ASPD|57AART|8BPWR|9RCR|aDMG
69	53326 32342	 * 	165.99	ACR|2VULN|2CDMG|1DMG|1FLTHEA|2DUR	1BELT|28VULN|3LWND|4RCR|58DUR|68CDMG|7LEGI|8BPWR|9FLTHEA|aDMG
70	23161 31331	   	165.89	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1TLV|2RCR|3RPLT|4DUR|5LHND|6VULN|78DMG|9ZMB|aAART
71	23161 31631	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1TLV|2RCR|3RPLT|4DUR|5LHND|68VULN|7DMG|9ZMB|aAART
72	23166 31631	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1TLV|2RCR|3RPLT|4DUR|5LWND|68VULN|7DMG|9ZMB|aAART
73	23312 24255	   	165.79	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1TLV|2RCR|3CGEN|4ZMB|5ASPD|6ERES|79DMG|8VULN|aAART
74	53323 52341	 * 	165.72	ACR|3DMG|2VULN|2DUR	1BELT|2aVULN|38LWND|4RCR|5RMIN|67aDMG|9aDUR|aBPWR
75	23165 53322	   	165.66	ACR|2VULN|2DMG|2DUR|1ZMB	1TLV|2RCR|3RPLT|46DUR|56VULN|6BPWR|7CGEN|8aDMG|9ZMB
76	23155 21421	   	165.53	ACR|2VULN|2DMG|1AART	1TLV|2RCR|3RPLT|45VULN|68DMG|7CGEN|9RCVC|aAART
77	23155 21431	   	165.53	ACR|2VULN|2DMG|1AART	1TLV|2RCR|3RPLT|45VULN|68DMG|79CGEN|aAART
78	23155 22325	   	165.43	ACR|2VULN|2DMG|1AART	1TLV|2RCR|3RPLT|45VULN|68DMG|7DUST|9MLV|aAART
79	23242 33243	 * 	165.19	ACR|2VULN|1AART|1DMG|1FLTHEA	1TLV|2RCR|3LHND|4AART|5RMIN|6FLTHEA|7CGEN|8DMG|9aVULN
80	23244 11136	   	165.19	ACR|2DMG|1AART|1VULN|1CDMG	1TLV|2RCR|3LHND|4AART|5RCVC|68DMG|7VULN|9RPLT|aCDMG
81	23244 11236	   	165.19	ACR|2VULN|1AART|1DMG|1CDMG	1TLV|2RCR|3LHND|4AART|5RCVC|6DMG|78VULN|9RPLT|aCDMG
82	53356 32222	   	164.98	ACR|4VULN|2DMG	1BELT|2489VULN|3LWND|5RCR|6FEWX|7aDMG
83	23161 31362	   	164.92	ACR|3DMG|2VULN|1DUR	1TLV|2RCR|3RPLT|4DUR|5LHND|69VULN|78aDMG
84	23161 31662	   	164.92	ACR|3VULN|2DMG|1DUR	1TLV|2RCR|3RPLT|4DUR|5LHND|689VULN|7aDMG
85	23334 11653	   	164.92	ACR|3VULN|2DMG|1DUR	1TLV|2RCR|3CGEN|4LHND|578VULN|6DUR|9aDMG
86	54311 62312	 * 	164.51	DCR|3VULN|1AART|1CDMG|1DUR	1BELT|237LWND|479VULN|5AART|6RCR|7BPWR|8CDMG|aDUR
87	53323 52122	   	164.29	ACR|3DMG|2VULN|1ZMB	1BELT|29VULN|3LWND|4RCR|5RMIN|67aDMG|8ZMB
88	53325 12122	   	164.29	ACR|3DMG|2VULN|1ZMB	1BELT|29VULN|3LWND|4RCR|57aDMG|6ZMB|8RMIN
89	53325 12622	   	164.29	ACR|3DMG|2VULN|1ZMB	1BELT|28VULN|3LWND|4RCR|57aDMG|6ZMB|9CGEN
90	53325 12632	   	164.29	ACR|3DMG|2VULN|1ZMB	1BELT|28VULN|3LWND|4RCR|57aDMG|6ZMB|9RMIN
91	53325 51122	   	164.29	ACR|3DMG|2VULN|1ZMB	1BELT|29VULN|3LWND|4RCR|56aDMG|7RMIN|8ZMB
92	52425 12122	   	164.19	ACR|3DMG|2VULN|1ZMB	1BELT|2DUST|39VULN|4RCR|57aDMG|6ZMB|8RMIN
93	53325 16222	   	164.19	ACR|3VULN|2DMG|1ZMB	1BELT|289VULN|3LWND|4RCR|5aDMG|6ZMB|7TLV
94	53325 62122	   	164.19	ACR|3DMG|2VULN|1ZMB	1BELT|29VULN|3LWND|4RCR|57aDMG|6TLV|8ZMB
95	42242 42323	 * 	164.01	DCR|3VULN|2DMG|1CDMG	1LIT|2CDMG|356VULN|4aDMG|7ERES|8RCR|9FEWX
96	53351 62123	 * 	163.98	DCR|3VULN|1AART|1DMG	1BELT|247VULN|37LWND|5AART|6RCR|7BPWR|8CGEN|9RPLT|aDMG
97	61245 21331	 * 	163.92	DCR|2VULN|1AART|3DUR|2ZMB|1CDMG	18VULN|2FEWX|38ZMB|4AART|5MLV|6CDMG|789DUR|8BPWR|aRCR
98	61246 21331	   	163.92	DCR|2VULN|1AART|3DUR|2ZMB|1CDMG	18VULN|2FEWX|38ZMB|4AART|5CGEN|6CDMG|789DUR|8BPWR|aRCR
99	53313 52631	   	163.92	DCR|3VULN|3DMG	1BELT|28aVULN|3LWND|4aBEXP|5RMIN|67aDMG|9RCR|aBPWR
100	53214 32631	   	163.92	DCR|3VULN|3DMG	1BELT|28aVULN|3RMIN|4LHND|57aDMG|6aFEWX|9RCR|aBPWR
101	23222 63333	   	163.89	ACR|2DMG|1AART|1VULN|1CDMG	1TLV|2RCR|3LHND|4BEXP|5DUST|6AART|7CDMG|8aDMG|9VULN
102	53623 22631	   	163.82	DCR|3VULN|3DMG	1BELT|28aVULN|37aDMG|4RMIN|5aBEXP|6LEGI|9RCR|aBPWR
103	61242 21141	 * 	163.68	DCR|2DMG|1AART|1VULN|2ZMB	1VULN|27FEWX|3aZMB|4AART|5RMIN|6RCR|89DMG
104	12211 12551	 * 	163.68	DCR|3VULN|1AART|2CDMG	129DUST|3LIT|4RPLT|5AART|6RCR|79CDMG|89aVULN|9BPWR
105	52422 61122	   	163.57	ACR|4VULN|1DMG|1ASPD|1DUR	1BELT|2DUST|3569VULN|4RCR|7ASPD|8DUR|aDMG
106	23155 24321	   	163.50	ACR|3VULN|1AART|1DMG	1TLV|2RCR|3RPLT|458VULN|6DMG|7ERES|9RCVC|aAART
107	42142 32243	 * 	163.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LIT|2CDMG|3DUR|48DMG|5VULN|6LWND|7RCR|9LHND|aAART
108	52322 42225	   	163.35	ACR|4VULN|1DMG|1CDMG	1BELT|2DUST|3LWND|4RCR|5689VULN|7DMG|aCDMG
109	53322 42225	   	163.35	ACR|4VULN|1DMG|1CDMG	1BELT|2689VULN|3LWND|4RCR|5DUST|7DMG|aCDMG
110	55421 22131	   	163.28	ACR|4VULN|1AART|1ASPD	1BELT|2679LHND|3679VULN|4RCR|5AART|679BPWR|89CGEN|aASPD
111	23662 21142	   	163.18	ACR|2DMG|1AART|1VULN|2DUR	1TLV|2RCR|36DUR|4RMIN|5AART|7VULN|89DMG|aCGEN
112	23662 21143	   	163.18	ACR|2DMG|1AART|1VULN|2DUR	1TLV|2RCR|36DUR|4RMIN|5AART|7VULN|89DMG|aRCVC
113	53142 26132	 * 	163.12	DCR|2VULN|1AART|2ZMB|2ASPD|1CDMG	1BELT|2aVULN|3LIT|4aASPD|5AART|6LSRREG|7CDMG|8aZMB|9RCR|aBPWR
114	23246 31513	 * 	163.09	ACR|2AART|2VULN|1DMG	1TLV|2RCR|36LHND|48AART|56CGEN|6BPWR|79VULN|aDMG
115	53321 22112	   	163.08	ACR|4VULN|1AART|1ASPD	1BELT|2678VULN|367LWND|4RCR|5AART|67BPWR|9MLV|aASPD
116	53321 22132	   	163.08	ACR|4VULN|1AART|1ASPD	1BELT|2678VULN|367LWND|4RCR|5AART|67BPWR|9CGEN|aASPD
117	53321 22162	   	163.08	ACR|4VULN|1AART|1DUR	1BELT|2678VULN|367LWND|4RCR|5AART|67BPWR|9DUR|aCGEN
118	53321 22164	   	163.08	ACR|4VULN|1AART|1DUR	1BELT|2678VULN|367LWND|4RCR|5AART|67BPWR|9DUR|aLIT
119	53321 22165	   	163.08	ACR|4VULN|1AART|1DUR	1BELT|2678VULN|367LWND|4RCR|5AART|67BPWR|9DUR|aFEWX
120	54421 22112	   	163.08	ACR|4VULN|1AART|1ASPD	1BELT|267LWND|3678VULN|4RCR|5AART|67BPWR|9MLV|aASPD
121	54421 22132	   	163.08	ACR|4VULN|1AART|1ASPD	1BELT|267LWND|3678VULN|4RCR|5AART|67BPWR|9CGEN|aASPD
122	53326 32353	   	163.02	ACR|2VULN|1AART|2CDMG|2DUR|1ASPD	1BELT|28VULN|3LWND|4RCR|58DUR|68CDMG|7LEGI|8BPWR|9AART|aASPD
123	23243 31116	 * 	162.99	ACR|2AART|2DMG|1VULN	1TLV|2RCR|3LHND|4aAART|57FEWX|68DMG|9VULN
124	23243 34253	   	162.99	ACR|2AART|2DMG|1VULN	1TLV|2RCR|3LHND|49AART|5FEWX|6aDMG|7RPLT|8VULN
125	23244 11141	   	162.99	ACR|2AART|2DMG|1VULN	1TLV|2RCR|3LHND|49AART|5RCVC|68DMG|7VULN|aCGEN
126	23244 11143	   	162.99	ACR|2AART|2DMG|1VULN	1TLV|2RCR|3LHND|49AART|5RCVC|68DMG|7VULN|aMLV
127	23244 11241	   	162.99	ACR|2AART|2VULN|1DMG	1TLV|2RCR|3LHND|49AART|5RCVC|6DMG|78VULN|aCGEN
128	23244 11243	   	162.99	ACR|2AART|2VULN|1DMG	1TLV|2RCR|3LHND|49AART|5RCVC|6DMG|78VULN|aMLV
129	23244 11511	   	162.99	ACR|2AART|2VULN|1DMG	1TLV|2RCR|3LHND|48AART|5RCVC|6DMG|79VULN|aCGEN
130	23244 11513	   	162.99	ACR|2AART|2VULN|1DMG	1TLV|2RCR|3LHND|48AART|5RCVC|6DMG|79VULN|aMLV
131	23244 21513	   	162.99	ACR|2AART|2VULN|1DMG	1TLV|2RCR|3LHND|48AART|5RCVC|6CGEN|79VULN|aDMG
132	53321 22161	   	162.98	ACR|4VULN|1AART|1DUR	1BELT|2678VULN|367LWND|4RCR|5AART|67BPWR|9DUR|aNUKE
133	53321 22163	   	162.98	ACR|4VULN|1AART|1DUR	1BELT|2678VULN|367LWND|4RCR|5AART|67BPWR|9DUR|aLEGI
134	53321 22166	   	162.98	ACR|4VULN|1AART|1DUR	1BELT|2678VULN|367LWND|4RCR|5AART|67BPWR|9DUR|aDUST
135	53321 22613	   	162.83	ACR|4VULN|1AART|1DUR|1SELL	1BELT|267aVULN|367LWND|4RCR|5AART|67BPWR|8DUR|9SELL
136	23115 21145	   	162.79	ACR|2DMG|1AART|1VULN|1CDMG	1TLV|2RCR|3RPLT|4LHND|5VULN|6LIT|7aDMG|8AART|9CDMG
137	23151 21145	   	162.79	ACR|2DMG|1AART|1VULN|1CDMG	1TLV|2RCR|3RPLT|4VULN|5LHND|6LIT|7aDMG|8AART|9CDMG
138	42242 41223	 * 	162.77	DCR|4VULN|1DMG|1CDMG|1DUR	1LIT|2CDMG|3567VULN|4DMG|8LSRICY|9DUR|aRCR
139	42242 41323	   	162.77	DCR|4VULN|1DMG|1CDMG|1DUR	1LIT|2CDMG|3567VULN|4DMG|8MGNLIT|9DUR|aRCR
140	53112 63324	 * 	162.75	DCR|2VULN|2DMG|1AART|1ASPD	1BELT|28VULN|38LIT|4DMSP|5RCVC|6AART|78DMG|8BPWR|9ASPD|aRCR
141	23245 31141	   	162.65	ACR|2DMG|1AART|1VULN|1ZMB	1TLV|2RCR|36LHND|4AART|56MLV|6BPWR|7VULN|89DMG|aZMB
142	23245 31151	   	162.65	ACR|2VULN|1AART|1DMG|1ZMB	1TLV|2RCR|36LHND|4AART|56MLV|6BPWR|7aVULN|8DMG|9ZMB
143	23246 31141	   	162.65	ACR|2DMG|1AART|1VULN|1ZMB	1TLV|2RCR|36LHND|4AART|56CGEN|6BPWR|7VULN|89DMG|aZMB
144	23246 31151	   	162.65	ACR|2VULN|1AART|1DMG|1ZMB	1TLV|2RCR|36LHND|4AART|56CGEN|6BPWR|7aVULN|8DMG|9ZMB
145	53321 22332	   	162.62	ACR|3VULN|1AART|1CDMG|1ASPD	1BELT|267VULN|367LWND|4RCR|5AART|67BPWR|8CDMG|9ASPD|aRCVC
146	53321 22334	   	162.62	ACR|3VULN|1AART|1CDMG|1ASPD	1BELT|267VULN|367LWND|4RCR|5AART|67BPWR|8CDMG|9ASPD|aLIT
147	53321 22335	   	162.62	ACR|3VULN|1AART|1CDMG|1ASPD	1BELT|267VULN|367LWND|4RCR|5AART|67BPWR|8CDMG|9ASPD|aCGEN
148	53321 22343	   	162.62	ACR|3VULN|1AART|1CDMG|1DUR	1BELT|267VULN|367LWND|4RCR|5AART|67BPWR|8CDMG|9RPLT|aDUR
149	53321 22353	   	162.62	ACR|3VULN|1AART|1CDMG|1DUR	1BELT|267VULN|367LWND|4RCR|5AART|67BPWR|8CDMG|9DUR|aMLV
150	54421 22332	   	162.62	ACR|3VULN|1AART|1CDMG|1ASPD	1BELT|267LWND|367VULN|4RCR|5AART|67BPWR|8CDMG|9ASPD|aRCVC
151	23242 41141	   	162.55	ACR|2DMG|1AART|1VULN|1ZMB	1TLV|2RCR|3LHND|4AART|56RMIN|7VULN|89DMG|aZMB
152	23242 41151	   	162.55	ACR|2VULN|1AART|1DMG|1ZMB	1TLV|2RCR|3LHND|4AART|56RMIN|7aVULN|8DMG|9ZMB
153	23242 61141	   	162.55	ACR|2DMG|1AART|1VULN|1ZMB	1TLV|2RCR|3LHND|4AART|5RMIN|6RCVC|7VULN|89DMG|aZMB
154	23242 61151	   	162.55	ACR|2VULN|1AART|1DMG|1ZMB	1TLV|2RCR|3LHND|4AART|5RMIN|6RCVC|7aVULN|8DMG|9ZMB
155	23244 11124	   	162.55	ACR|2DMG|1AART|1VULN|1ZMB	1TLV|2RCR|3LHND|4AART|59RCVC|68DMG|7VULN|aZMB
156	23244 11161	   	162.55	ACR|2DMG|1AART|1VULN|1ZMB	1TLV|2RCR|3LHND|4AART|5RCVC|68DMG|7VULN|9MLV|aZMB
157	23244 11224	   	162.55	ACR|2VULN|1AART|1DMG|1ZMB	1TLV|2RCR|3LHND|4AART|59RCVC|6DMG|78VULN|aZMB
158	23244 11261	   	162.55	ACR|2VULN|1AART|1DMG|1ZMB	1TLV|2RCR|3LHND|4AART|5RCVC|6DMG|78VULN|9MLV|aZMB
159	23244 11341	   	162.55	ACR|2DMG|1AART|1VULN|1ZMB	1TLV|2RCR|3LHND|4AART|5RCVC|69DMG|7VULN|8CGEN|aZMB
160	23244 11351	   	162.55	ACR|2VULN|1AART|1DMG|1ZMB	1TLV|2RCR|3LHND|4AART|5RCVC|6DMG|7aVULN|8CGEN|9ZMB
161	23244 21141	   	162.55	ACR|2DMG|1AART|1VULN|1ZMB	1TLV|2RCR|3LHND|4AART|5RCVC|6CGEN|7VULN|89DMG|aZMB
162	23244 21151	   	162.55	ACR|2VULN|1AART|1DMG|1ZMB	1TLV|2RCR|3LHND|4AART|5RCVC|6CGEN|7aVULN|8DMG|9ZMB
163	53321 22354	   	162.52	ACR|3VULN|1AART|1CDMG|1DUR	1BELT|267VULN|367LWND|4RCR|5AART|67BPWR|8CDMG|9DUR|aLSRHEA
164	53321 22356	   	162.52	ACR|3VULN|1AART|1CDMG|1DUR	1BELT|267VULN|367LWND|4RCR|5AART|67BPWR|8CDMG|9DUR|aTLV
165	53321 22623	   	162.52	ACR|3VULN|1AART|1CDMG|1DUR	1BELT|267VULN|367LWND|4RCR|5AART|67BPWR|8DUR|9VENICY|aCDMG
166	53321 23845	   	162.42	ACR|3VULN|1AART|1CDMG|1DUR	1BELT|268VULN|36LWND|4RCR|5AART|6BPWR|7MBVNT|9CDMG|aDUR
167	53321 22333	   	162.38	ACR|3VULN|1AART|1CDMG|1ASPD|1SELL	1BELT|267VULN|367LWND|4RCR|5AART|67BPWR|8CDMG|9ASPD|aSELL
168	53321 22611	   	162.38	ACR|3VULN|1AART|1CDMG|1DUR|1SELL	1BELT|267VULN|367LWND|4RCR|5AART|67BPWR|8DUR|9SELL|aCDMG
169	54421 22333	   	162.38	ACR|3VULN|1AART|1CDMG|1ASPD|1SELL	1BELT|267LWND|367VULN|4RCR|5AART|67BPWR|8CDMG|9ASPD|aSELL
170	53325 11132	   	162.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2aVULN|3LWND|4RCR|5DMG|6ZMB|7BASICY|8AART|9DUR
171	53323 52125	   	162.28	ACR|2VULN|2DMG|1CDMG|1ZMB	1BELT|29VULN|3LWND|4RCR|5RMIN|67DMG|8ZMB|aCDMG
172	53325 12125	   	162.28	ACR|2VULN|2DMG|1CDMG|1ZMB	1BELT|29VULN|3LWND|4RCR|57DMG|6ZMB|8RMIN|aCDMG
173	53325 12315	   	162.28	ACR|2VULN|2DMG|1CDMG|1ZMB	1BELT|2aVULN|38LWND|4RCR|57DMG|6ZMB|9CDMG
174	53325 12611	   	162.28	ACR|2VULN|2DMG|1CDMG|1ZMB	1BELT|28VULN|3aLWND|4RCR|57DMG|6ZMB|9CDMG
175	53325 13214	   	162.28	ACR|2VULN|2DMG|1CDMG|1ZMB	1BELT|28VULN|3LWND|4RCR|5aDMG|6ZMB|7CGEN|9CDMG
