0	Index      	 *	Score 	Summary	Detail	
1	15321 22616	 * 	208.28	DCR|5VULN|2DMG|1CDMG|2DUR	19DUR|2CDMG|3RCVC|4579aVULN|6RCR|89DMG|9BPWR
24	34211 21435	 * 	189.58	DCR|3VULN|1AART|1DMG|2CDMG|1ASPD	14CDMG|258VULN|3LHND|6RCR|7AART|9ASPD|aDMG
25	33316 22616	   	189.53	DCR|4VULN|2DMG|2CDMG	19CDMG|2LWND|3RCVC|4DMSP|579aVULN|6RCR|89DMG|9BPWR
26	33331 22612	   	189.53	DCR|4VULN|2DMG|2CDMG	19CDMG|2LWND|3RCVC|4579VULN|6RCR|89DMG|9BPWR|aRPLT
27	33331 22613	   	189.53	DCR|4VULN|2DMG|2CDMG	19CDMG|2LWND|3RCVC|4579VULN|6RCR|89DMG|9BPWR|aBEXP
28	33332 22616	   	189.53	DCR|4VULN|2DMG|2CDMG	19CDMG|2LWND|35RCVC|479aVULN|6RCR|89DMG|9BPWR
29	15151 22513	   	189.51	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB|1DUR	1DUR|2CDMG|36DMG|4ZMB|57VULN|8RCR|9DUST|aAART
30	32151 22524	   	189.51	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2DUST|36DMG|4ZMB|57VULN|8RCR|9ASPD|aAART
31	32151 22563	   	189.51	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB|1DUR	1CDMG|2DUST|36DMG|4ZMB|57VULN|8RCR|9DUR|aAART
32	34111 21431	   	189.48	DCR|3VULN|1AART|2CDMG|1DMG|1ASPD	1aCDMG|258VULN|3DMG|4ERES|6RCR|7AART|9ASPD
33	32321 22612	   	189.43	DCR|4VULN|2DMG|2CDMG	19CDMG|2DUST|3RCVC|4579VULN|6RCR|89DMG|9BPWR|aRPLT
34	32321 22613	   	189.43	DCR|4VULN|2DMG|2CDMG	19CDMG|2DUST|3RCVC|4579VULN|6RCR|89DMG|9BPWR|aBEXP
35	32321 22615	   	189.43	DCR|4VULN|2DMG|2CDMG	19CDMG|2DUST|3RCVC|4579VULN|6RCR|89DMG|9BPWR|aFEWX
36	33331 22614	   	189.43	DCR|4VULN|2DMG|2CDMG	19CDMG|2LWND|3RCVC|4579VULN|6RCR|89DMG|9BPWR|aDUST
37	32321 22614	   	189.33	DCR|4VULN|2DMG|2CDMG	19CDMG|2aDUST|3RCVC|4579VULN|6RCR|89DMG|9BPWR
38	32151 21424	   	188.91	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2DUST|36DMG|4ZMB|58VULN|7AART|9RCR|aASPD
39	32151 21425	   	188.91	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB|1DUR	1CDMG|2DUST|36DMG|4ZMB|58VULN|7AART|9RCR|aDUR
40	12321 13414	   	188.87	ACR|2VULN|2DMG|1AART|2DUR|1ZMB	17DUR|2AART|3ZMB|4RCR|5LHND|6aDMG|89VULN
41	12322 13414	   	188.87	ACR|2VULN|2DMG|1AART|2DUR|1ZMB	17DUR|2AART|3ZMB|4RCR|5FEWX|6aDMG|89VULN
42	12324 14335	 * 	188.67	ACR|2VULN|3ZMB|1AART|1DMG|2DUR	16DUR|2AART|357ZMB|4RCR|8aVULN|9DMG
43	34211 22612	   	188.41	DCR|3VULN|2DMG|3CDMG|1DUR	149CDMG|257VULN|39LHND|6RCR|89DMG|9BPWR|aDUR
44	34211 22614	   	188.41	DCR|3VULN|2DMG|3CDMG|1ASPD	149CDMG|257VULN|39LHND|6RCR|89DMG|9BPWR|aASPD
45	33326 22612	   	188.41	DCR|3VULN|2DMG|3CDMG|1DUR	149CDMG|2LWND|3RCVC|579VULN|6RCR|89DMG|9BPWR|aDUR
46	33326 22614	   	188.41	DCR|3VULN|2DMG|3CDMG|1ASPD	149CDMG|2LWND|3RCVC|579VULN|6RCR|89DMG|9BPWR|aASPD
47	52361 16212	   	188.38	DCR|4VULN|1AART|1DMG|1ZMB	1BEXP|2AART|3ZMB|489aVULN|5LHND|6DMG|7RCR
48	52361 16213	   	187.93	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2AART|3ZMB|489VULN|5LHND|6DMG|7RCR|aCDMG
49	12161 16214	   	187.71	DCR|3VULN|2DMG|1AART|1DUR	1DUR|2AART|3TLV|489VULN|5LHND|6aDMG|7RCR
50	12162 16214	   	187.71	DCR|3VULN|2DMG|1AART|1DUR	1DUR|2AART|3TLV|489VULN|5FEWX|6aDMG|7RCR
51	12531 16214	   	187.71	DCR|3VULN|2DMG|1AART|1DUR	1DUR|2AART|3DUST|489VULN|5MLV|6aDMG|7RCR
52	12531 16232	   	187.71	DCR|3VULN|2DMG|1AART|1DUR	1DUR|2AART|3DUST|48aVULN|5MLV|69DMG|7RCR
53	12531 16234	 * 	187.71	DCR|3DMG|2VULN|1AART|1DUR	1DUR|2AART|3DUST|48VULN|5MLV|69aDMG|7RCR
54	34111 21452	 * 	187.68	DCR|3VULN|2AART|1DMG|1CDMG	1CDMG|258VULN|3DMG|4ERES|6RCR|7aAART|9CGEN
55	15322 22615	   	187.66	DCR|3VULN|2DMG|2CDMG|2DUR	19DUR|2aCDMG|35RCVC|479VULN|6RCR|89DMG|9BPWR
56	12516 16232	   	187.61	DCR|3VULN|2DMG|1AART|1DUR	1DUR|2AART|3DUST|4TLV|58aVULN|69DMG|7RCR
57	32321 21425	   	187.23	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCVC|458VULN|6RCR|7AART|9ZMB|aDMG
58	12322 11533	 * 	187.13	ACR|3VULN|1AART|1DMG|2DUR|1ZMB	19DUR|2AART|3ZMB|4RCR|59FEWX|6DMG|7LIT|89aVULN|9BPWR
59	12321 13412	   	186.93	ACR|3VULN|1AART|1DMG|2DUR|1ZMB	17DUR|2AART|3ZMB|4RCR|5LHND|6DMG|89aVULN
60	12322 13412	   	186.93	ACR|3VULN|1AART|1DMG|2DUR|1ZMB	17DUR|2AART|3ZMB|4RCR|5FEWX|6DMG|89aVULN
61	11111 16214	   	186.61	DCR|3VULN|2DMG|1AART|1DUR	1DUR|2LHND|389VULN|4AART|5MLV|6aDMG|7RCR
62	13111 16214	   	186.61	DCR|3VULN|2DMG|1AART|1DUR	1DUR|2LWND|389VULN|4AART|5MLV|6aDMG|7RCR
63	13111 16612	   	186.61	DCR|3VULN|2DMG|1AART|1DUR	1DUR|2LWND|39aVULN|4AART|5MLV|68DMG|7RCR
64	13111 16614	   	186.61	DCR|3DMG|2VULN|1AART|1DUR	1DUR|2LWND|39VULN|4AART|5MLV|68aDMG|7RCR
65	21543 32621	 * 	186.57	DCR|4VULN|2DMG|1AART	17ERES|2RMIN|357aVULN|4RCVC|67DMG|7BPWR|8AART|9RCR
66	12361 16262	   	186.52	DCR|3VULN|1AART|1DMG|2DUR|1ZMB	19DUR|2AART|3ZMB|48aVULN|5LHND|6DMG|7RCR
67	12361 16242	   	186.16	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2AART|3ZMB|48VULN|5LHND|6DMG|7RCR|9CDMG|aASPD
68	21543 32623	   	186.12	DCR|3VULN|2DMG|1AART|1CDMG	17ERES|2RMIN|357VULN|4RCVC|67DMG|7BPWR|8AART|9RCR|aCDMG
69	15321 21635	   	186.00	DCR|2VULN|2AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2CDMG|3RCVC|45VULN|6RCR|78AART|9ASPD|aDMG
70	34111 21633	   	185.90	DCR|2VULN|2AART|1DMG|1CDMG|1DUR|1ASPD	1CDMG|25VULN|3DMG|4ERES|6RCR|78AART|9ASPD|aDUR
71	12531 16233	   	185.70	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1DUR|2AART|3DUST|48VULN|5MLV|69DMG|7RCR|aCDMG
72	12516 16233	   	185.60	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1DUR|2AART|3DUST|4TLV|58VULN|69DMG|7RCR|aCDMG
73	15321 22516	 * 	185.48	DCR|5VULN|2ZMB|1CDMG|2DUR	19DUR|2CDMG|3RCVC|4579aVULN|6RCR|89ZMB|9BPWR
74	34111 21631	 * 	185.28	DCR|2VULN|2AART|2CDMG|1DMG|1ASPD	1aCDMG|25VULN|3DMG|4ERES|6RCR|78AART|9ASPD
75	15321 22626	   	185.20	DCR|5VULN|1DMG|1CDMG|1DUR	1DUR|2CDMG|3RCVC|4579aVULN|6RCR|8DMG
76	34112 21435	   	185.10	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CDMG|28VULN|3aDMG|4ERES|5RCVC|6RCR|7AART|9ASPD
77	34111 22336	   	185.10	DCR|5VULN|1DMG|1CDMG|1ASPD	1CDMG|2578aVULN|3DMG|4ERES|6RCR|9ASPD
78	12321 13413	   	184.93	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	17DUR|2AART|3ZMB|4RCR|5LHND|6DMG|89VULN|aCDMG
79	12322 13413	   	184.93	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	17DUR|2AART|3ZMB|4RCR|5FEWX|6DMG|89VULN|aCDMG
80	12324 14333	   	184.73	ACR|3ZMB|1AART|1VULN|1DMG|1CDMG|2DUR	16DUR|2AART|357ZMB|4RCR|8VULN|9DMG|aCDMG
81	34111 21122	 * 	184.68	DCR|2VULN|2DMG|1AART|2CDMG	1aCDMG|25VULN|3aDMG|4ERES|6RCR|7AART|8CGEN|9aLWND|aBPWR
82	34111 21132	   	184.68	DCR|2VULN|2DMG|1AART|2CDMG	1aCDMG|25VULN|3aDMG|4ERES|6RCR|7AART|8CGEN|9aFEWX|aBPWR
83	13111 16613	   	184.60	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1DUR|2LWND|39VULN|4AART|5MLV|68DMG|7RCR|aCDMG
84	34211 22626	   	184.57	DCR|5VULN|1DMG|2CDMG	14CDMG|2579aVULN|3LHND|6RCR|8DMG
85	12361 16263	   	184.51	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	19DUR|2AART|3ZMB|48VULN|5LHND|6DMG|7RCR|aCDMG
86	15321 23512	 * 	184.27	DCR|3VULN|1AART|3DUR|2ASPD|1CDMG	189DUR|2CDMG|3RCVC|459VULN|6RCR|79ASPD|9BPWR|aAART
87	12146 16212	   	184.22	DCR|4VULN|1AART|1DMG|1DUR	1DUR|2AART|3TLV|4LHND|589aVULN|6DMG|7RCR
88	12161 16212	   	184.22	DCR|4VULN|1AART|1DMG|1DUR	1DUR|2AART|3TLV|489aVULN|5LHND|6DMG|7RCR
89	12162 16212	   	184.22	DCR|4VULN|1AART|1DMG|1DUR	1DUR|2AART|3TLV|489aVULN|5FEWX|6DMG|7RCR
90	12531 16212	   	184.22	DCR|4VULN|1AART|1DMG|1DUR	1DUR|2AART|3DUST|489aVULN|5MLV|6DMG|7RCR
91	12516 16212	   	184.12	DCR|4VULN|1AART|1DMG|1DUR	1DUR|2AART|3DUST|4TLV|589aVULN|6DMG|7RCR
92	12146 16213	   	183.77	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2AART|3TLV|4LHND|589VULN|6DMG|7RCR|aCDMG
93	12161 16213	   	183.77	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2AART|3TLV|489VULN|5LHND|6DMG|7RCR|aCDMG
94	12162 16213	   	183.77	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2AART|3TLV|489VULN|5FEWX|6DMG|7RCR|aCDMG
95	12531 16213	   	183.77	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2AART|3DUST|489VULN|5MLV|6DMG|7RCR|aCDMG
96	12516 16213	   	183.67	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2AART|3DUST|4TLV|589VULN|6DMG|7RCR|aCDMG
97	12321 16335	   	183.57	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1DUR|2AART|3ZMB|4RCR|5LHND|69DMG|7RMIN|8aVULN
98	12322 15414	   	183.57	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1DUR|2AART|3ZMB|4RCR|57FEWX|6aDMG|89VULN
99	33331 21435	   	183.27	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2LWND|3RCVC|458VULN|6RCR|7AART|9ASPD|aDMG
100	34111 21415	   	183.17	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|258VULN|3DMG|4ERES|6RCR|7AART|9RCVC|aDUR
101	34111 21424	   	183.17	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|258VULN|3DMG|4ERES|6RCR|7AART|9LHND|aASPD
102	34111 21425	   	183.17	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|258VULN|3DMG|4ERES|6RCR|7AART|9LHND|aDUR
103	34111 21432	   	183.17	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|258VULN|3DMG|4ERES|6RCR|7AART|9ASPD|aDMSP
104	34111 21523	   	183.17	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|25aVULN|3DMG|4ERES|6RCR|7AART|8ASPD|9LWND
105	34111 21533	   	183.17	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|25aVULN|3DMG|4ERES|6RCR|7AART|8ASPD|9FEWX
106	32321 21435	   	183.17	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2DUST|3RCVC|458VULN|6RCR|7AART|9ASPD|aDMG
107	11111 16212	   	183.12	DCR|4VULN|1AART|1DMG|1DUR	1DUR|2LHND|389aVULN|4AART|5MLV|6DMG|7RCR
108	13111 16212	   	183.12	DCR|4VULN|1AART|1DMG|1DUR	1DUR|2LWND|389aVULN|4AART|5MLV|6DMG|7RCR
109	34111 21434	   	183.07	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|258VULN|3DMG|4ERES|6RCR|7AART|9ASPD|aVENICY
110	32321 21625	   	183.03	DCR|2VULN|2AART|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCVC|45VULN|6RCR|78AART|9ZMB|aDMG
111	34211 25311	   	182.78	DCR|2VULN|2DMG|1AART|2CDMG	14CDMG|25VULN|3LHND|6RCR|7RPLT|89DMG|aAART
112	32151 21624	   	182.77	DCR|2DMG|2AART|1VULN|1CDMG|1ZMB|1ASPD	1CDMG|2DUST|36DMG|4ZMB|5VULN|78AART|9RCR|aASPD
113	32151 21625	   	182.77	DCR|2DMG|2AART|1VULN|1CDMG|1ZMB|1DUR	1CDMG|2DUST|36DMG|4ZMB|5VULN|78AART|9RCR|aDUR
114	12322 13462	 * 	182.73	ACR|2AART|2VULN|1DMG|2DUR|1ZMB	17DUR|29AART|3ZMB|4RCR|5FEWX|6DMG|8aVULN
115	12322 13464	 * 	182.73	ACR|2AART|2DMG|1VULN|2DUR|1ZMB	17DUR|29AART|3ZMB|4RCR|5FEWX|6aDMG|8VULN
116	11111 16213	   	182.67	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2LHND|389VULN|4AART|5MLV|6DMG|7RCR|aCDMG
117	13111 16213	   	182.67	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2LWND|389VULN|4AART|5MLV|6DMG|7RCR|aCDMG
118	34111 21252	   	182.64	DCR|3VULN|1AART|1DMG|2CDMG	1aCDMG|25aVULN|3DMG|4ERES|6RCR|7AART|8LEGI|9aCGEN|aBPWR
119	32151 22553	   	182.57	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1CDMG|2DUST|36DMG|4ZMB|57VULN|8RCR|9BEXP|aAART
120	34111 21413	   	182.54	DCR|3VULN|1AART|2CDMG|1DMG	1aCDMG|258VULN|3DMG|4ERES|6RCR|7AART|9RCVC
121	34111 21451	   	182.54	DCR|3VULN|1AART|2CDMG|1DMG	1aCDMG|258VULN|3DMG|4ERES|6RCR|7AART|9CGEN
122	34111 22635	   	182.07	DCR|3VULN|2DMG|2CDMG|1ASPD	1aCDMG|257VULN|38DMG|4ERES|6RCR|9ASPD
123	15151 22533	   	182.06	DCR|3VULN|2DMG|1CDMG|1ZMB|1DUR	1DUR|2CDMG|36DMG|4ZMB|57aVULN|8RCR|9MLV
124	32151 21421	   	181.97	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1CDMG|2DUST|36DMG|4ZMB|58VULN|7AART|9RCR|aFEWX
125	32151 21423	   	181.97	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1CDMG|2DUST|36DMG|4ZMB|58VULN|7AART|9RCR|aBEXP
126	32151 22521	   	181.96	DCR|3DMG|2VULN|1CDMG|1ZMB|1ASPD	1CDMG|2DUST|36aDMG|4ZMB|57VULN|8RCR|9ASPD
127	32151 21422	   	181.87	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1CDMG|2DUST|36DMG|4ZMB|58VULN|7AART|9RCR|aTLV
128	12321 12255	   	181.64	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2AART|3ZMB|4RCR|5LHND|6DMG|7BEXP|89aVULN
129	12321 15235	   	181.64	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2AART|3ZMB|4RCR|5LHND|6DMG|7FEWX|89aVULN
130	12322 12255	   	181.64	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2AART|3ZMB|4RCR|5FEWX|6DMG|7BEXP|89aVULN
131	12322 15412	   	181.64	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2AART|3ZMB|4RCR|57FEWX|6DMG|89aVULN
132	12162 16262	   	181.57	DCR|3VULN|2AART|1DMG|1DUR	1DUR|29AART|3TLV|48aVULN|5FEWX|6DMG|7RCR
133	12531 16262	   	181.57	DCR|3VULN|2AART|1DMG|1DUR	1DUR|29AART|3DUST|48aVULN|5MLV|6DMG|7RCR
134	33316 22615	   	181.47	DCR|3VULN|2DMG|3CDMG	19aCDMG|2LWND|3RCVC|4DMSP|579VULN|6RCR|89DMG|9BPWR
135	33332 22615	   	181.47	DCR|3VULN|2DMG|3CDMG	19aCDMG|2LWND|35RCVC|479VULN|6RCR|89DMG|9BPWR
136	34212 22616	   	181.47	DCR|3VULN|2DMG|3CDMG	149CDMG|27aVULN|39LHND|5RCVC|6RCR|89DMG|9BPWR
137	32321 22654	   	181.37	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUST|3RCVC|457VULN|6RCR|8DMG|9DUR|aAART
138	34211 22611	   	181.37	DCR|3VULN|2DMG|3CDMG	149CDMG|257VULN|39LHND|6RCR|89DMG|9BPWR|aTLV
139	33326 22611	   	181.37	DCR|3VULN|2DMG|3CDMG	149CDMG|2LWND|3RCVC|579VULN|6RCR|89DMG|9BPWR|aTLV
140	15322 22612	   	181.35	DCR|3VULN|2DMG|1CDMG|2DUR	19DUR|2CDMG|35RCVC|479VULN|6RCR|89DMG|9BPWR|aRPLT
141	15322 22613	   	181.35	DCR|3VULN|2DMG|1CDMG|2DUR	19DUR|2CDMG|35RCVC|479VULN|6RCR|89DMG|9BPWR|aBEXP
142	33331 21565	   	181.26	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1ASPD	1CDMG|2LWND|3RCVC|45VULN|6RCR|7AART|8ASPD|9FLTHEA|aDMG
143	15322 22614	   	181.25	DCR|3VULN|2DMG|1CDMG|2DUR	19DUR|2CDMG|35RCVC|479VULN|6RCR|89DMG|9BPWR|aDUST
144	12341 16235	   	181.22	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2AART|3ZMB|4LWND|5LHND|6DMG|7RCR|89aVULN
145	12361 16216	   	181.22	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2AART|3ZMB|489VULN|5LHND|6DMG|7RCR|aFEWX
146	12361 16233	   	181.22	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2AART|3ZMB|48aVULN|5LHND|6DMG|7RCR|9LIT
147	12361 16335	   	181.22	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2AART|3ZMB|49aVULN|5LHND|6DMG|7RCR|8LWND
148	12366 16133	   	181.22	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2AART|3ZMB|49aVULN|5BEXP|6DMG|7RCR|8LIT
149	12366 16233	   	181.22	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2AART|3ZMB|48aVULN|5BEXP|6DMG|7RCR|9LIT
150	12161 26214	   	181.12	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2AART|3TLV|489VULN|5LHND|6ZMB|7RCR|aDMG
151	12162 26214	   	181.12	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2AART|3TLV|489VULN|5FEWX|6ZMB|7RCR|aDMG
152	12531 26214	   	181.12	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2AART|3DUST|489VULN|5MLV|6ZMB|7RCR|aDMG
153	12531 26235	   	181.12	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2AART|3DUST|48aVULN|5MLV|6ZMB|7RCR|9DMG
154	12121 36214	   	181.12	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2AART|3TLV|4ZMB|5BEXP|689VULN|7RCR|aDMG
155	12122 36214	   	181.12	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2AART|3TLV|4ZMB|5LWND|689VULN|7RCR|aDMG
156	12331 16235	   	181.12	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2AART|3ZMB|4DUST|5LHND|6DMG|7RCR|89aVULN
157	12361 16211	   	181.12	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2AART|3ZMB|489VULN|5LHND|6DMG|7RCR|aERES
158	12361 16215	   	181.12	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2AART|3ZMB|489VULN|5LHND|6DMG|7RCR|aDUST
159	12361 16225	   	181.12	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2AART|3ZMB|48aVULN|5LHND|6DMG|7RCR|9DUST
160	12366 16211	   	181.12	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2AART|3ZMB|489VULN|5BEXP|6DMG|7RCR|aERES
161	34211 21432	 * 	180.97	DCR|3VULN|2AART|2CDMG|1ASPD	14CDMG|258VULN|3LHND|6RCR|7aAART|9ASPD
162	52531 16232	   	180.77	DCR|3VULN|2DMG|1AART	1BEXP|2AART|3DUST|48aVULN|5MLV|69DMG|7RCR
163	34211 21623	   	180.52	DCR|3VULN|1AART|2CDMG|1ZMB|1DUR	14CDMG|25aVULN|3LHND|6RCR|7AART|8DUR|9ZMB
164	34151 31421	   	180.13	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|258VULN|3DMG|4ZMB|6FEWX|7AART|9RCR|aBEXP
165	34151 31423	   	180.13	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|258VULN|3DMG|4ZMB|6aFEWX|7AART|9RCR
166	34151 31422	   	180.03	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|258VULN|3DMG|4ZMB|6FEWX|7AART|9RCR|aTLV
167	11111 26214	   	180.02	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2LHND|389VULN|4AART|5MLV|6ZMB|7RCR|aDMG
168	13111 26214	   	180.02	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2LWND|389VULN|4AART|5MLV|6ZMB|7RCR|aDMG
169	51111 16214	   	179.67	DCR|3VULN|2DMG|1AART	1BEXP|2LHND|389VULN|4AART|5MLV|6aDMG|7RCR
170	53111 16214	   	179.67	DCR|3VULN|2DMG|1AART	1BEXP|2LWND|389VULN|4AART|5MLV|6aDMG|7RCR
