0	Index      	 *	Score 	Summary	Detail	
1	11226 42623	 * 	188.96	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1RCVC|2LIT|3AART|4aVULN|58DMG|6RCR|7DUR|9ZMB
30	33341 53311	   	176.32	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	1TLV|2DUR|3LWND|489DMG|5VULN|6ZMB|7RCR|aAART
31	53231 23311	   	176.32	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	1ZMB|2DUR|3ERES|4LWND|5VULN|689DMG|7RCR|aAART
32	53611 23311	   	176.32	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	1ZMB|2DUR|3DUST|4MLV|5VULN|689DMG|7RCR|aAART
33	33641 53311	   	176.22	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	1TLV|2DUR|3DUST|489DMG|5VULN|6ZMB|7RCR|aAART
34	53211 23311	   	176.22	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	1ZMB|2DUR|3ERES|4LEGI|5VULN|689DMG|7RCR|aAART
35	53631 23311	   	176.22	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	1ZMB|2DUR|3DUST|4ERES|5VULN|689DMG|7RCR|aAART
36	53661 23311	   	176.22	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	1ZMB|2DUR|3DUST|4TLV|5VULN|689DMG|7RCR|aAART
37	11226 41152	   	176.02	DCR|3DMG|1AART|1VULN|1ASPD	1RCVC|2LIT|3AART|4VULN|59aDMG|6RCR|7FEWX|8ASPD
38	11226 43152	   	176.02	DCR|3DMG|1AART|1VULN|1ASPD	1RCVC|2LIT|3AART|4VULN|59aDMG|6RCR|7LWND|8ASPD
39	55262 13211	   	175.97	DCR|2AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1ZMB|29AART|3RPLT|4DMG|5CDMG|6VULN|7aDUR|8RCR
40	51322 32322	   	175.95	DCR|2VULN|3ZMB|1AART|1DMG|1DUR	13aZMB|23aLWND|3aBPWR|4MBVNT|5DMG|6AART|7DUR|8aVULN|9RCR
41	16662 33311	   	175.89	DCR|3VULN|1AART|1DMG|1ZMB	1RCVC|28aVULN|3BEXP|4ZMB|5DMG|6AART|7RCR|9RPLT
42	12215 22363	   	175.81	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1RCVC|2ZMB|3ASPD|4TLV|59VULN|6RCR|7AART|8DUR|aDMG
43	16362 33311	   	175.79	DCR|3VULN|1AART|1DMG|1ZMB	1RCVC|28aVULN|3DUST|4ZMB|5DMG|6AART|7RCR|9RPLT
44	16362 33353	   	175.79	DCR|3VULN|1AART|1DMG|1ZMB	1RCVC|28aVULN|3DUST|4ZMB|5DMG|6AART|7RCR|9RMIN
45	16662 33323	   	175.79	DCR|3VULN|1AART|1DMG|1ZMB	1RCVC|28aVULN|3BEXP|4ZMB|5DMG|6AART|7RCR|9ERES
46	52324 22363	   	175.76	DCR|2VULN|1AART|1DMG|2ZMB|1DUR|1ASPD	19ZMB|2ASPD|3MLV|45VULN|6RCR|7AART|8DUR|aDMG
47	16362 33323	   	175.69	DCR|3VULN|1AART|1DMG|1ZMB	1RCVC|28aVULN|3DUST|4ZMB|5DMG|6AART|7RCR|9ERES
48	16362 31351	 * 	175.40	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	1RCVC|28VULN|38DUST|4ZMB|5DMG|6AART|78CDMG|8BPWR|9RCR|aFEWX
49	16362 31352	   	175.40	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	1RCVC|28VULN|38DUST|4ZMB|5DMG|6AART|78CDMG|8BPWR|9RCR|aBEXP
50	16362 31353	   	175.40	DCR|2VULN|1AART|1DMG|2CDMG|1ZMB	1RCVC|28VULN|38DUST|4ZMB|5DMG|6AART|78CDMG|8BPWR|9RCR|aLHND
51	52322 33314	   	174.62	DCR|2VULN|2AART|1DMG|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|48VULN|5DMG|6aAART|7RCR|9RPLT
52	12354 23325	 * 	174.22	DCR|3VULN|2DMG|2ZMB	1RCVC|29ZMB|3LEGI|4FEWX|59aVULN|6RCR|7RMIN|89DMG|9BPWR
53	52324 22411	 * 	174.21	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|458VULN|6RCR|7AART|9LIT|aCDMG
54	52324 22431	   	174.21	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|458VULN|6RCR|7AART|9RPLT|aCDMG
55	52344 13312	   	174.20	DCR|2VULN|2DMG|2ASPD|2DUR|1ZMB	1ZMB|29ASPD|3MLV|4aDUR|59VULN|6FEWX|7RCR|89DMG|9BPWR
56	11226 42262	   	174.02	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|2LIT|3AART|4aVULN|5DMG|6RCR|7DUR|8CDMG|9DMSP
57	16542 23121	 * 	173.98	DCR|3VULN|1DMG|2CDMG|2DUR	1RCVC|28aVULN|3ERES|4aDUR|5DMG|6RCR|7LIT|9aCDMG|aBPWR
58	55122 13162	   	173.92	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2AART|3ERES|468VULN|5ASPD|7CGEN|9DMG|aRCR
59	11226 42112	 * 	173.92	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	1RCVC|2LIT|3AART|4VULN|5aDMG|6RCR|7DUR|89ASPD
60	11226 42115	 * 	173.92	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	1RCVC|2LIT|3AART|4aVULN|5DMG|6RCR|7DUR|89ASPD
61	13362 33331	   	173.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCVC|2LHND|3BEXP|4ZMB|5DMG|6AART|7RCR|8aVULN|9CDMG
62	23142 54311	 * 	173.75	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	19LIT|2DUR|3RCVC|4RCR|59CDMG|6DMG|7LHND|89VULN|9BPWR|aAART
63	23142 56311	   	173.75	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	19LIT|2DUR|3RCVC|4RCR|59CDMG|6DMG|7LWND|89VULN|9BPWR|aAART
64	55316 12232	   	173.74	DCR|3VULN|3ZMB|1AART|1DUR	137ZMB|2AART|37BPWR|47DUST|567VULN|8DUR|9RCR|aLHND
65	55316 12331	   	173.74	DCR|3VULN|3ZMB|1AART|1DUR	137ZMB|2AART|37BPWR|47DUST|567VULN|8FEWX|9RCR|aDUR
66	16362 33613	   	173.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCVC|2aVULN|3DUST|4ZMB|5DMG|6AART|7RCR|8CDMG|9TLV
67	55316 12233	   	173.64	DCR|3VULN|3ZMB|1AART|1DUR	137ZMB|2AART|37BPWR|47aDUST|567VULN|8DUR|9RCR
68	26226 42112	   	173.62	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	1LIT|2RCVC|3AART|4VULN|5aDMG|6RCR|7DUR|89ASPD
69	52322 36132	   	173.56	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|48VULN|57DMG|6AART|9CGEN|aRCR
70	52322 43162	   	173.56	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|46VULN|57DMG|8CGEN|9RCR|aAART
71	52322 36162	   	173.46	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|48VULN|57DMG|6AART|9TLV|aRCR
72	16662 31211	   	173.20	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	1RCVC|29VULN|389BEXP|4ZMB|5DMG|6AART|79CDMG|9BPWR|aRCR
73	23142 51311	   	172.63	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	19LIT|29DUR|3RCVC|4RCR|5CDMG|6DMG|7LEGI|89VULN|9BPWR|aAART
74	16352 32241	   	172.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCVC|2aVULN|3DUST|4CDMG|5ZMB|6DMG|7RCR|8AART|9LHND
75	16352 32251	   	172.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCVC|2aVULN|3DUST|4CDMG|5ZMB|6DMG|7RCR|8AART|9FEWX
76	16352 32213	   	172.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCVC|2aVULN|3DUST|4CDMG|5ZMB|6DMG|7RCR|8AART|9TLV
77	16661 32233	   	172.44	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1RCVC|2aVULN|3BEXP|4ZMB|5SELL|6DMG|7RCR|8AART|9CDMG
78	16361 32233	   	172.34	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1RCVC|2aVULN|3DUST|4ZMB|5SELL|6DMG|7RCR|8AART|9CDMG
79	12354 23321	 * 	172.22	DCR|2VULN|2DMG|2ZMB|1CDMG	1RCVC|29ZMB|3LEGI|4FEWX|59VULN|6RCR|7RMIN|89DMG|9BPWR|aCDMG
80	11226 33333	   	171.87	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1RCVC|2LIT|3AART|4aVULN|5DMG|69DUR|7ZMB|8RCR
81	11226 42613	   	171.82	DCR|2AART|2DMG|1VULN|1DUR	1RCVC|2LIT|39AART|4VULN|58DMG|6RCR|7DUR|aRMIN
82	52322 31356	 * 	171.73	DCR|1AART|1VULN|2CDMG|1DMG|2ZMB|1DUR|1ASPD	18ZMB|2ASPD|38MLV|4VULN|5DMG|6AART|78CDMG|8BPWR|9RCR|aDUR
83	13362 33364	   	171.68	DCR|2VULN|2AART|1DMG|1ZMB	1RCVC|2LHND|3BEXP|4ZMB|5DMG|6aAART|7RCR|89VULN
84	16362 33314	   	171.58	DCR|2VULN|2AART|1DMG|1ZMB	1RCVC|28VULN|3DUST|4ZMB|5DMG|6aAART|7RCR|9RPLT
85	13262 33364	   	171.58	DCR|2VULN|2AART|1DMG|1ZMB	1RCVC|2LHND|3DUST|4ZMB|5DMG|6aAART|7RCR|89VULN
86	52335 22423	   	171.58	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	1ZMB|24ASPD|34MLV|4BPWR|58VULN|6RCR|7AART|9DUST|aDMG
87	26226 33333	   	171.57	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1LIT|2RCVC|3AART|4aVULN|5DMG|69DUR|7ZMB|8RCR
88	12322 32322	   	171.52	DCR|2VULN|1AART|1DMG|2ZMB|2DUR	1RCVC|2aZMB|3LEGI|4MBVNT|5DMG|6AART|7aDUR|8aVULN|9RCR|aBPWR
89	52315 22423	   	171.48	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	1ZMB|24ASPD|3MLV|58VULN|6RCR|7AART|9DUST|aDMG
90	11226 41622	   	171.37	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RCVC|2LIT|3AART|4VULN|58DMG|6RCR|7FEWX|9ZMB|aASPD
91	53241 33315	   	171.34	DCR|2VULN|2DMG|2ZMB|2DUR|1ASPD	1aZMB|29DUR|3ERES|4FEWX|59VULN|6ASPD|7RCR|89DMG|9BPWR
92	52354 21311	   	171.30	DCR|2VULN|2DMG|2ASPD|1ZMB|1DUR	1ZMB|29ASPD|3MLV|4FEWX|59VULN|6RCR|7DUR|89DMG|9BPWR|aMGNLIT
93	52354 21313	   	171.30	DCR|2VULN|2DMG|2ASPD|1ZMB|1DUR	1ZMB|29ASPD|3MLV|4FEWX|59VULN|6RCR|7DUR|89DMG|9BPWR|aBEXP
94	52354 22312	   	171.30	DCR|2VULN|2DMG|2ASPD|1ZMB|1DUR	1ZMB|29ASPD|3MLV|4FEWX|59VULN|6RCR|7LHND|89DMG|9BPWR|aDUR
95	53241 33312	 * 	171.30	DCR|2VULN|2DMG|3DUR|1ZMB|1ASPD	1ZMB|29aDUR|3ERES|4FEWX|59VULN|6ASPD|7RCR|89DMG|9BPWR
96	11226 42621	   	171.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2LIT|3AART|4VULN|58DMG|6RCR|7DUR|9ZMB|aERES
97	55323 14123	 * 	171.13	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	13ZMB|2AART|3BPWR|4ERES|5MBVNT|6DMG|7CDMG|8aVULN|9RCR
98	55353 14123	   	171.13	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	13ZMB|2AART|3BPWR|4TLV|5MBVNT|6DMG|7CDMG|8aVULN|9RCR
99	11226 41633	   	170.92	DCR|2VULN|2DMG|1AART	1RCVC|2LIT|3AART|4aVULN|58DMG|6RCR|7FEWX|9TLV
100	52322 31354	 * 	170.84	DCR|3CDMG|1AART|1VULN|1DMG|2ZMB|1ASPD	18ZMB|2ASPD|38MLV|4VULN|5DMG|6AART|78aCDMG|8BPWR|9RCR
101	53322 51321	   	170.83	DCR|2VULN|2DMG|3ZMB|2DUR	138ZMB|23DUR|38BPWR|4MBVNT|58DMG|68VULN|7BELT|9BEXP|aRCR
102	16542 22213	   	170.82	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|2aVULN|3ERES|4DUR|5DMG|6RCR|7CDMG|8AART|9TLV
103	33341 53115	   	170.71	DCR|3VULN|2DMG|1ZMB|1DUR	1TLV|2DUR|3LWND|49DMG|58aVULN|6ZMB|7RCR
104	53231 23115	   	170.71	DCR|3VULN|2DMG|1ZMB|1DUR	1ZMB|2DUR|3ERES|4LWND|58aVULN|69DMG|7RCR
105	13311 23121	 * 	170.62	DCR|3VULN|2DMG|1CDMG	1RCVC|29LHND|3BEXP|4LEGI|589VULN|69DMG|7RCR|9BPWR|aCDMG
106	53211 23115	   	170.61	DCR|3VULN|2DMG|1ZMB|1DUR	1ZMB|2DUR|3ERES|4LEGI|58aVULN|69DMG|7RCR
107	55262 13212	   	170.58	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|29AART|3RPLT|4DMG|5CDMG|6VULN|7DUR|8RCR|aDUST
108	13211 23121	   	170.52	DCR|3VULN|2DMG|1CDMG	1RCVC|29LHND|3DUST|4LEGI|589VULN|69DMG|7RCR|9BPWR|aCDMG
109	55231 12125	 * 	170.50	ACR|2AART|2VULN|1DMG|1ZMB	1ZMB|2aAART|3RPLT|4RCR|5LWND|6FEWX|79VULN|8DMG
110	16322 21356	   	170.41	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR|1ASPD	1RCVC|28VULN|38DUST|4AART|5ASPD|6ZMB|78CDMG|8BPWR|9RCR|aDUR
111	52342 31326	 * 	170.14	DCR|2DMG|1AART|1FLTHEA|1CDMG|1ZMB|1DUR|1ASPD	1ZMB|2ASPD|3MLV|4DUR|59DMG|6AART|7CDMG|8FLTHEA|aRCR
112	52164 23312	   	170.11	DCR|2VULN|2DMG|2ASPD|1ZMB|1DUR	1ZMB|29ASPD|3LHND|4ERES|59VULN|6DUR|7RCR|89DMG|9BPWR|aRCVC
113	52264 23312	   	170.11	DCR|2VULN|2DMG|2ASPD|1ZMB|1DUR	1ZMB|29ASPD|3LWND|4ERES|59VULN|6DUR|7RCR|89DMG|9BPWR|aRCVC
114	52324 22631	   	170.00	DCR|2VULN|2AART|1CDMG|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|45VULN|6RCR|79AART|8LIT|aCDMG
115	16325 22215	 * 	169.94	DCR|2AART|2VULN|3ZMB|1DUR	1RCVC|27VULN|37DUST|49AART|567ZMB|7BPWR|8DUR|aRCR
116	12115 43363	   	169.91	DCR|3DMG|2VULN|1ZMB|1ASPD	1RCVC|2ZMB|3DUST|4ASPD|56VULN|78aDMG|9RCR
117	12225 63363	   	169.91	DCR|3DMG|2VULN|1ZMB|1ASPD	1RCVC|2ZMB|3ASPD|45VULN|6DUST|78aDMG|9RCR
118	52322 33351	   	169.78	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	1ZMB|2aASPD|3MLV|48VULN|5DMG|6AART|7RCR|9RMIN
119	52322 33321	   	169.68	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	1ZMB|2aASPD|3MLV|48VULN|5DMG|6AART|7RCR|9ERES
120	52324 21342	 * 	169.62	DCR|4VULN|1DMG|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|4589VULN|6RCR|7TLV|aDMG
121	16322 21354	 * 	169.51	DCR|2VULN|1AART|3CDMG|1ZMB|1ASPD	1RCVC|28VULN|38DUST|4AART|5ASPD|6ZMB|78aCDMG|8BPWR|9RCR
122	36341 33123	   	169.38	DCR|3VULN|1AART|1DMG|1ZMB	1TLV|2LHND|3LWND|4DMG|57aVULN|6AART|8RCR|9ZMB
123	52153 32322	 * 	169.34	DCR|2VULN|3ZMB|1AART|2ASPD|1DUR	15aZMB|2aASPD|3LHND|4MBVNT|6AART|7DUR|8aVULN|9RCR|aBPWR
124	52253 32322	   	169.34	DCR|2VULN|3ZMB|1AART|2ASPD|1DUR	15aZMB|2aASPD|3LWND|4MBVNT|6AART|7DUR|8aVULN|9RCR|aBPWR
125	51322 34322	   	169.01	DCR|2VULN|3ZMB|1AART|1DMG	13aZMB|23aLWND|3aBPWR|4MBVNT|5DMG|6AART|7BEXP|8aVULN|9RCR
126	12122 63515	 * 	168.91	DCR|3DMG|3ZMB|1AART	1RCVC|26aZMB|3aDUST|4MBVNT|57aDMG|8RCR|9AART|aBPWR
127	12322 63515	   	168.91	DCR|3DMG|3ZMB|1AART	1RCVC|26aZMB|3LEGI|4MBVNT|57aDMG|8RCR|9AART|aBPWR
128	52344 13311	   	168.90	DCR|2VULN|2DMG|2ASPD|1ZMB|1DUR	1ZMB|29ASPD|3MLV|4DUR|59VULN|6FEWX|7RCR|89DMG|9BPWR|aMGNLIT
129	52344 13313	   	168.90	DCR|2VULN|2DMG|2ASPD|1ZMB|1DUR	1ZMB|29ASPD|3MLV|4DUR|59VULN|6FEWX|7RCR|89DMG|9BPWR|aBEXP
130	52164 23311	   	168.80	DCR|2VULN|2DMG|2ASPD|1ZMB|1DUR	1ZMB|29ASPD|3LHND|4ERES|59VULN|6DUR|7RCR|89DMG|9BPWR|aMGNLIT
131	52164 23313	   	168.80	DCR|2VULN|2DMG|2ASPD|1ZMB|1DUR	1ZMB|29ASPD|3LHND|4ERES|59VULN|6DUR|7RCR|89DMG|9BPWR|aCGEN
132	52264 23311	   	168.80	DCR|2VULN|2DMG|2ASPD|1ZMB|1DUR	1ZMB|29ASPD|3LWND|4ERES|59VULN|6DUR|7RCR|89DMG|9BPWR|aMGNLIT
133	52264 23313	   	168.80	DCR|2VULN|2DMG|2ASPD|1ZMB|1DUR	1ZMB|29ASPD|3LWND|4ERES|59VULN|6DUR|7RCR|89DMG|9BPWR|aCGEN
134	52164 13312	   	168.80	DCR|2VULN|2DMG|2ASPD|1ZMB|1DUR	1ZMB|29ASPD|3LHND|4ERES|59VULN|6FEWX|7RCR|89DMG|9BPWR|aDUR
135	12215 22423	   	168.77	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RCVC|2ZMB|3ASPD|4TLV|58VULN|6RCR|7AART|9DUST|aDMG
136	33341 53111	   	168.70	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1TLV|2DUR|3LWND|49DMG|58VULN|6ZMB|7RCR|aCDMG
137	33341 53351	   	168.70	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1TLV|2DUR|3LWND|48DMG|59VULN|6ZMB|7RCR|aCDMG
138	53231 23111	   	168.70	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3ERES|4LWND|58VULN|69DMG|7RCR|aCDMG
139	53611 23111	   	168.70	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3DUST|4MLV|58VULN|69DMG|7RCR|aCDMG
140	53611 23351	   	168.70	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3DUST|4MLV|59VULN|68DMG|7RCR|aCDMG
141	33641 53111	   	168.60	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1TLV|2DUR|3DUST|49DMG|58VULN|6ZMB|7RCR|aCDMG
142	53211 23111	   	168.60	DCR|2DMG|2VULN|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3ERES|4LEGI|58VULN|69DMG|7RCR|aCDMG
143	53631 23111	   	168.60	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3DUST|4ERES|58VULN|69DMG|7RCR|aCDMG
144	53661 23111	   	168.60	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3DUST|4TLV|58VULN|69DMG|7RCR|aCDMG
145	16353 32231	   	168.52	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|2aVULN|3DUST|4CDMG|5MLV|6DMG|7RCR|8AART|9DUR
146	16622 23353	   	168.37	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RCVC|28VULN|3BEXP|4AART|5ASPD|6ZMB|7RCR|9RMIN|aDMG
147	16541 32233	   	168.27	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1RCVC|2aVULN|3ERES|4DUR|5SELL|6DMG|7RCR|8AART|9CDMG
148	16322 23353	   	168.27	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RCVC|28VULN|3DUST|4AART|5ASPD|6ZMB|7RCR|9RMIN|aDMG
149	16622 23323	   	168.27	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RCVC|28VULN|3BEXP|4AART|5ASPD|6ZMB|7RCR|9ERES|aDMG
150	16352 32236	   	168.25	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1RCVC|2VULN|3DUST|49CDMG|5ZMB|6DMG|7RCR|8AART|aDUR
151	16322 23323	   	168.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RCVC|28VULN|3DUST|4AART|5ASPD|6ZMB|7RCR|9ERES|aDMG
152	13311 23125	   	167.97	DCR|3VULN|2DMG|1ZMB	1RCVC|29LHND|3BEXP|4LEGI|589VULN|69DMG|7RCR|9BPWR|aZMB
153	13311 23324	   	167.97	DCR|3DMG|2VULN|1ZMB	1RCVC|29LHND|3BEXP|4LEGI|59VULN|689DMG|7RCR|9BPWR|aZMB
154	52322 43342	   	167.91	DCR|3DMG|2VULN|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|46VULN|57aDMG|8RCVC|9RCR
155	52322 43343	   	167.91	DCR|3VULN|2DMG|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|46aVULN|57DMG|8RCVC|9RCR
156	11226 42211	   	167.88	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2LIT|39AART|4VULN|5DMG|6RCR|7DUR|8CDMG|aCGEN
