0	Index      	 *	Score 	Summary	Detail	
1	61433 36132	 * 	191.62	DCR|4VULN|2DMG|2ASPD|1ZMB	19ASPD|2ZMB|39DMG|4RMIN|5LEGI|689aVULN|7RCR|9BPWR
23	35216 63223	   	180.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1aVULN|2SNIHEL|3FEWX|4AART|5CDMG|6RCR|7ZMB|8DMG|9DUR
24	35316 63223	   	180.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1aVULN|2SNIHEL|3LWND|4AART|5CDMG|6RCR|7ZMB|8DMG|9DUR
25	22334 11153	   	179.67	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2FEWX|3DMG|4CDMG|5RMIN|68aVULN|7RCR|9AART
26	26142 32413	 * 	179.63	DCR|2DMG|3ZMB|1AART|1CDMG|2DUR	19DUR|279ZMB|3LHND|4CDMG|5BELT|6RCR|89DMG|9BPWR|aAART
27	22324 23214	   	179.51	DCR|3DMG|2VULN|1AART|1DUR	1DUR|26FEWX|356DMG|4AART|6BPWR|78VULN|9CGEN|aRCR
28	22324 23264	   	179.51	DCR|3DMG|2VULN|1AART|1DUR	1DUR|26FEWX|356DMG|4AART|6BPWR|78VULN|9RMIN|aRCR
29	61433 36332	   	179.42	DCR|3VULN|2DMG|2ASPD|1ZMB	19ASPD|2ZMB|39DMG|4RMIN|5LEGI|69aVULN|7RCR|8RCVC|9BPWR
30	22324 23224	   	179.41	DCR|3DMG|2VULN|1AART|1DUR	1DUR|26FEWX|356DMG|4AART|6BPWR|78VULN|9ERES|aRCR
31	36342 32431	   	179.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1aVULN|2DUR|3DMG|4CDMG|5BELT|6RCR|7ZMB|8RCVC|9AART
32	32322 15415	   	178.75	DCR|3VULN|2DMG|1CDMG|2DUR	189VULN|2FEWX|39DMG|4aDUR|5CDMG|69DUST|7RCR|9BPWR
33	33511 64112	 * 	178.51	DCR|4VULN|1AART|2ZMB|1ASPD	1389VULN|2ASPD|45ZMB|6RCR|7AART|aBEXP
34	33511 64113	   	178.51	DCR|4VULN|1AART|2ZMB|1ASPD	1389VULN|2ASPD|45ZMB|6RCR|7AART|aRPLT
35	33511 64111	   	178.41	DCR|4VULN|1AART|2ZMB|1ASPD	1389VULN|2ASPD|45ZMB|6RCR|7AART|aNUKE
36	33213 11541	 * 	178.41	ACR|3DMG|2VULN|1CDMG|1DUR|1ASPD	16VULN|2ASPD|3MLV|4CDMG|5RCR|79aDMG|8DUR
37	63213 11541	   	178.41	ACR|3DMG|2VULN|1CDMG|1DUR|1ASPD	1ASPD|26VULN|3MLV|4CDMG|5RCR|79aDMG|8DUR
38	33313 11341	   	178.31	ACR|3DMG|2VULN|1CDMG|1DUR|1ASPD	16VULN|2ASPD|3ERES|4CDMG|5RCR|79aDMG|8DUR
39	63313 11341	   	178.31	ACR|3DMG|2VULN|1CDMG|1DUR|1ASPD	1ASPD|26VULN|3ERES|4CDMG|5RCR|79aDMG|8DUR
40	22324 23165	   	178.17	DCR|3DMG|2AART|1VULN|1DUR	1DUR|26FEWX|356DMG|4aAART|6BPWR|7VULN|8RCR|9MLV
41	33535 51331	   	178.00	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	13VULN|2ASPD|4aDMG|5CDMG|6CGEN|7AART|8LIT|9RCR
42	61421 36124	   	177.52	DCR|3VULN|2DMG|2ASPD|1ZMB	1aASPD|2ZMB|3aDMG|4LWND|5CGEN|68aVULN|7RCR|9MBVNT|aBPWR
43	36332 31224	   	177.51	DCR|3DMG|2VULN|1AART|1DUR	16VULN|2DUR|348DMG|5ERES|7AART|9LHND|aRCR
44	36332 31264	   	177.51	DCR|3DMG|2VULN|1AART|1DUR	16VULN|2DUR|348DMG|5ERES|7AART|9LWND|aRCR
45	36332 41224	   	177.51	DCR|3DMG|2VULN|1AART|1DUR	16VULN|2DUR|348DMG|56ERES|6BPWR|7AART|9LHND|aRCR
46	36342 32231	   	177.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1aVULN|2DUR|3DMG|4CDMG|58BELT|6RCR|7ZMB|9AART
47	61433 36131	   	177.42	DCR|3VULN|2DMG|2ASPD|1ZMB	19ASPD|2ZMB|39DMG|4RMIN|5LEGI|689VULN|7RCR|9BPWR|aTLV
48	36332 31254	   	177.41	DCR|3DMG|2VULN|1AART|1DUR	16VULN|2DUR|348DMG|5ERES|7AART|9DUST|aRCR
49	36341 12131	   	177.27	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	16aVULN|2DUR|3DMG|4CDMG|5MLV|7BELT|8RCR|9AART
50	36344 12131	   	177.27	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	16aVULN|2DUR|3DMG|4CDMG|5RMIN|7BELT|8RCR|9AART
51	35216 22242	 * 	177.14	DCR|3VULN|1AART|1DMG|2CDMG	168VULN|2SNIHEL|3FEWX|4AART|57CDMG|9RCR|aDMG
52	33522 66232	   	176.66	DCR|4VULN|1DMG|1ZMB|1DUR|1ASPD	138aVULN|2ASPD|4MLV|5DUR|6RCR|7ZMB|9DMG
53	32322 55411	   	176.38	DCR|4VULN|1DMG|2CDMG|1DUR	189aVULN|29FEWX|3DMG|4DUR|59CDMG|6LEGI|7RCR|9BPWR
54	36331 52214	   	176.31	DCR|3DMG|2VULN|1AART|1DUR	17VULN|2DUR|346DMG|5CGEN|8DUST|9AART|aRCR
55	36332 52214	   	176.21	DCR|3DMG|2VULN|1AART|1DUR	17VULN|2DUR|346DMG|5ERES|8DUST|9AART|aRCR
56	22324 12132	 * 	175.93	DCR|3DMG|1AART|1VULN|3DUR	179DUR|2FEWX|357DMG|4AART|67LWND|7BPWR|8RCR|aVULN
57	32323 22515	   	175.75	DCR|3VULN|2DMG|1CDMG|1DUR	17aVULN|2FEWX|39DMG|4DUR|5ERES|6RCR|8CDMG
58	23431 56323	 * 	175.71	DCR|2AART|1VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	13DUR|2ASPD|4DMG|5ZMB|69AART|7CDMG|8VULN|aRCR
59	22324 23324	 * 	175.47	DCR|3DMG|1AART|1VULN|2ASPD|1DUR	1DUR|26FEWX|356DMG|4AART|6BPWR|7VULN|89ASPD|aRCR
60	32322 15511	   	175.36	DCR|3VULN|2DMG|1CDMG|1DUR	19aVULN|2FEWX|39DMG|4DUR|5CDMG|69DUST|7RCR|8RCVC|9BPWR
61	33511 63513	 * 	175.34	DCR|2VULN|3ZMB|1AART|1CDMG|1ASPD	13VULN|2ASPD|45aZMB|6RCR|7CDMG|8AART|9MLV
62	32336 43513	   	175.33	DCR|3VULN|2DMG|2CDMG	179VULN|2FEWX|39DMG|4BEXP|5DUST|6RCR|89CDMG|9BPWR|aRPLT
63	35531 26333	 * 	175.27	DCR|3VULN|2DMG|1AART	134VULN|23SNIHEL|3BPWR|5AIRHEA|6BEXP|7AART|8RCR|9aDMG
64	65312 36132	 * 	175.26	DCR|4VULN|2CDMG|2ASPD|2DUR	19ASPD|2RPLT|34CDMG|59DUR|689aVULN|7RCR|9BPWR
65	61324 61313	   	175.25	DCR|2VULN|2DMG|2ZMB|1CDMG|1ASPD	1ASPD|29ZMB|3CDMG|4BEXP|59DMG|6RCR|7LWND|89VULN|9BPWR|aRPLT
66	61324 63313	   	175.15	DCR|2VULN|2DMG|2ZMB|1CDMG|1ASPD	1ASPD|29ZMB|3CDMG|4BEXP|59DMG|6RCR|7DUST|89VULN|9BPWR|aRPLT
67	33511 63431	   	175.05	DCR|2VULN|2DMG|2ZMB|1CDMG|1ASPD	13VULN|2ASPD|45ZMB|6RCR|7CDMG|8aDMG|9BEXP
68	13226 23623	   	175.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1LHND|2ASPD|3RPLT|4ZMB|5CDMG|68VULN|7RCR|9AART|aDMG
69	32322 25415	   	174.96	DCR|3VULN|2DMG|1CDMG|1DUR	189VULN|2FEWX|39DMG|4DUR|5CDMG|69LHND|7RCR|9BPWR|aRCVC
70	33511 63411	   	174.95	DCR|2VULN|2DMG|2ZMB|1CDMG|1ASPD	13VULN|2ASPD|45ZMB|6RCR|7CDMG|8aDMG|9MBVNT
71	61311 23623	   	174.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2ZMB|3CDMG|4LEGI|5RPLT|68VULN|7RCR|9AART|aDMG
72	33522 62236	   	174.66	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	138VULN|2ASPD|4MLV|5DUR|6RCR|7TLV|9DMG|aAART
73	32323 22133	   	174.66	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	178VULN|2FEWX|3DMG|4DUR|5ERES|6RCR|9ASPD|aAART
74	36613 22133	   	174.66	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	178VULN|2DUR|3FEWX|4DMG|5ERES|6RCR|9ASPD|aAART
75	61413 14212	 * 	174.45	DCR|2VULN|2DMG|3ZMB|2ASPD	15ASPD|246ZMB|36DMG|6BPWR|7LWND|8aVULN|9RCR
76	36331 67133	   	174.19	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	18VULN|2DUR|34DMG|5CGEN|6MBVNT|7RCR|9ASPD|aAART
77	36332 67133	   	174.09	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	18VULN|2DUR|34DMG|5ERES|6MBVNT|7RCR|9ASPD|aAART
78	33532 41321	   	173.95	DCR|3VULN|2DMG|2ASPD|2DUR	136VULN|28ASPD|4aDMG|56DUR|6BPWR|7DMSP|9RCR
79	22324 23112	   	173.66	DCR|3DMG|1AART|1VULN|1DUR|1ASPD	1DUR|26aFEWX|356DMG|4AART|6BPWR|7VULN|8RCR|9ASPD
80	22324 23116	   	173.66	DCR|3DMG|1AART|1VULN|1ASPD|1DUR	1DUR|26FEWX|356DMG|4AART|6BPWR|7VULN|8RCR|9ASPD|aLWND
81	22324 23126	   	173.66	DCR|3DMG|1AART|1VULN|1ASPD|1DUR	1DUR|26FEWX|356DMG|4AART|6BPWR|7VULN|8RCR|9LWND|aASPD
82	32322 25413	   	173.65	DCR|3VULN|2DMG|1CDMG|1DUR	189VULN|2FEWX|39DMG|4DUR|5CDMG|69LHND|7RCR|9BPWR|aRPLT
83	32322 25414	   	173.65	DCR|3VULN|2DMG|1CDMG|1DUR	189VULN|2FEWX|39DMG|4DUR|5CDMG|69LHND|7RCR|9BPWR|aBEXP
84	32322 45413	   	173.65	DCR|3VULN|2DMG|1CDMG|1DUR	189VULN|2FEWX|39DMG|4DUR|5CDMG|69LWND|7RCR|9BPWR|aRPLT
85	53532 36231	   	173.63	ACR|3DMG|2VULN|1ZMB|1DUR	12CGEN|3RCR|49aDMG|5DUR|68VULN|7ZMB
86	32342 61153	 * 	173.60	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	1VULN|2FEWX|38DMG|46CDMG|5RCVC|7AART|9RCR|aZMB
87	22324 23111	   	173.56	DCR|3DMG|1AART|1VULN|1DUR|1ASPD	1DUR|26FEWX|356DMG|4AART|6BPWR|7VULN|8RCR|9ASPD|aDUST
88	22324 23114	   	173.56	DCR|3DMG|1AART|1VULN|1DUR|1ASPD	1DUR|26FEWX|356DMG|4AART|6BPWR|7VULN|8RCR|9ASPD|aERES
89	32322 25416	   	173.55	DCR|3VULN|2DMG|1CDMG|1DUR	189VULN|2FEWX|39DMG|4DUR|5CDMG|69LHND|7RCR|9BPWR|aMBVNT
90	32322 15312	 * 	173.45	DCR|3DMG|2VULN|1CDMG|1DUR	19VULN|2FEWX|389DMG|4DUR|5CDMG|69DUST|7RCR|9BPWR|aLIT
91	32322 15314	   	173.45	DCR|3DMG|2VULN|1CDMG|1DUR	19VULN|2FEWX|389DMG|4DUR|5CDMG|69DUST|7RCR|9BPWR|aCGEN
92	32322 15316	   	173.45	DCR|3DMG|2VULN|1CDMG|1DUR	19VULN|2aFEWX|389DMG|4DUR|5CDMG|69DUST|7RCR|9BPWR
93	32322 15413	   	173.45	DCR|3VULN|2DMG|1CDMG|1DUR	189VULN|2FEWX|39DMG|4DUR|5CDMG|69DUST|7RCR|9BPWR|aRPLT
94	32322 15414	   	173.45	DCR|3VULN|2DMG|1CDMG|1DUR	189VULN|2FEWX|39DMG|4DUR|5CDMG|69DUST|7RCR|9BPWR|aBEXP
95	36612 15311	   	173.45	DCR|3VULN|2DMG|1CDMG|1DUR	19aVULN|2DUR|39FEWX|48DMG|5CDMG|69DUST|7RCR|9BPWR
96	22331 11115	   	173.45	DCR|3VULN|2DMG|1CDMG|1DUR	1DUR|2FEWX|39DMG|4CDMG|5MLV|68aVULN|7RCR
97	22333 11115	   	173.45	DCR|3VULN|2DMG|1CDMG|1DUR	1DUR|2FEWX|39DMG|4CDMG|5CGEN|68aVULN|7RCR
98	22334 11115	   	173.45	DCR|3VULN|2DMG|1CDMG|1DUR	1DUR|2FEWX|39DMG|4CDMG|5RMIN|68aVULN|7RCR
99	22324 25314	   	173.37	DCR|3DMG|2AART|1VULN|1DUR	1DUR|26FEWX|356DMG|47AART|6BPWR|8VULN|9CGEN|aRCR
100	23214 64113	   	173.35	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1DUR|2ASPD|3MLV|4CDMG|5aDMG|6RCR|7RPLT|8VULN|9AART
101	32322 15315	   	173.35	DCR|3DMG|2VULN|1CDMG|1DUR	19VULN|2FEWX|389DMG|4DUR|5CDMG|69DUST|7RCR|9BPWR|aERES
102	32322 15416	   	173.35	DCR|3VULN|2DMG|1CDMG|1DUR	189VULN|2FEWX|39DMG|4DUR|5CDMG|69DUST|7RCR|9BPWR|aAIRHEL
103	36341 31115	   	173.35	DCR|3VULN|2DMG|1CDMG|1DUR	18aVULN|2DUR|39DMG|4CDMG|5MLV|6LEGI|7RCR
104	36341 31121	   	173.35	DCR|3VULN|2DMG|1CDMG|1DUR	18aVULN|2DUR|3aDMG|4CDMG|5MLV|6LEGI|7RCR|9aDUST|aBPWR
105	22332 12152	 * 	173.29	DCR|3DMG|1AART|2CDMG|2DUR	1aDUR|2FEWX|38aDMG|4aCDMG|57RCVC|6AART|9RCR|aBPWR
106	22324 25324	   	173.27	DCR|3DMG|2AART|1VULN|1DUR	1DUR|26FEWX|356DMG|47AART|6BPWR|8VULN|9ERES|aRCR
107	23314 64113	   	173.25	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1DUR|2ASPD|3ERES|4CDMG|5aDMG|6RCR|7RPLT|8VULN|9AART
108	36332 67442	   	173.25	DCR|3DMG|2VULN|1CDMG|1DUR	1aVULN|2DUR|348DMG|5ERES|6MBVNT|7RCR|9CDMG
109	33222 66236	   	173.21	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	18VULN|2ASPD|3MLV|4RCVC|5DUR|6RCR|7ZMB|9DMG|aAART
110	32322 15311	   	173.21	DCR|3DMG|2VULN|1CDMG|1DUR|1SELL	19VULN|2FEWX|389DMG|4DUR|5CDMG|69DUST|7RCR|9BPWR|aSELL
111	32321 43615	   	173.21	DCR|3VULN|2DMG|1ZMB|1DUR	178VULN|2FEWX|3aDMG|4DUR|5LWND|6RCR|9ZMB
112	32324 43215	   	173.21	DCR|3VULN|2DMG|1ZMB|1DUR	178VULN|2FEWX|3aDMG|4DUR|5BEXP|6RCR|9ZMB
113	33322 66236	   	173.11	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	18VULN|2ASPD|3ERES|4RCVC|5DUR|6RCR|7ZMB|9DMG|aAART
114	53535 21323	 * 	172.90	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	12CGEN|3RCR|4DMG|5CDMG|6ASPD|79AART|8VULN|aZMB
115	61421 35131	   	172.82	DCR|3VULN|2DMG|2ASPD|1ZMB	1aASPD|2ZMB|3aDMG|4LWND|5CGEN|68aVULN|7RPLT|9RCR|aBPWR
116	64433 22211	 * 	172.80	DCR|3DMG|1VULN|3ASPD|2CDMG	159ASPD|2ERES|349DMG|69CDMG|7BELT|8RCR|9BPWR|aVULN
117	61422 35131	   	172.72	DCR|3VULN|2DMG|2ASPD|1ZMB	1aASPD|2ZMB|3aDMG|4LWND|5ERES|68aVULN|7RPLT|9RCR|aBPWR
118	21154 12161	   	172.65	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	15DUR|2LIT|36VULN|4CDMG|7AART|8ASPD|9RCR|aDMG
119	22324 12113	   	172.64	DCR|3DMG|1AART|1CDMG|2DUR|1ASPD	17DUR|2FEWX|357DMG|4AART|67LWND|7BPWR|8RCR|9ASPD|aCDMG
120	32321 43661	   	172.37	DCR|4VULN|1DMG|1CDMG|1DUR	178aVULN|2FEWX|3DMG|4DUR|5LWND|6RCR|9CDMG
121	32324 43261	   	172.37	DCR|4VULN|1DMG|1CDMG|1DUR	178aVULN|2FEWX|3DMG|4DUR|5BEXP|6RCR|9CDMG
122	36314 22125	   	172.37	DCR|4VULN|1DMG|1CDMG|1DUR	178aVULN|2DUR|3DMG|4RMIN|5FEWX|6RCR|9CDMG
123	32323 22125	   	172.27	DCR|4VULN|1DMG|1CDMG|1DUR	178aVULN|2FEWX|3DMG|4DUR|5ERES|6RCR|9CDMG
124	36312 22125	   	172.27	DCR|4VULN|1DMG|1CDMG|1DUR	178aVULN|2DUR|3DMG|4RMIN|5DUST|6RCR|9CDMG
125	36613 22125	   	172.27	DCR|4VULN|1DMG|1CDMG|1DUR	178aVULN|2DUR|3FEWX|4DMG|5ERES|6RCR|9CDMG
126	22324 12122	   	172.11	DCR|3DMG|1AART|1VULN|2DUR	17DUR|2FEWX|357DMG|4AART|679LWND|7BPWR|8RCR|aVULN
127	65322 36132	   	172.05	DCR|4VULN|2ASPD|1CDMG|2DUR	19ASPD|2RPLT|3CDMG|4RCVC|59DUR|689aVULN|7RCR|9BPWR
128	61363 21312	   	172.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1ASPD|2ZMB|3CDMG|4LIT|59DMG|6VULN|7CGEN|8RCR|aAART
129	61363 21362	   	172.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2ZMB|3CDMG|4LIT|5DMG|69VULN|7CGEN|8RCR|aAART
130	22324 23122	   	172.01	DCR|3DMG|1AART|1VULN|2DUR	1aDUR|26FEWX|356DMG|4AART|6BPWR|7VULN|8RCR|9LWND
131	22324 26134	   	172.01	DCR|3DMG|1AART|1VULN|2DUR	19DUR|26FEWX|356DMG|4AART|6BPWR|7LWND|8RCR|aVULN
132	61363 22312	   	171.92	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1ASPD|2ZMB|3CDMG|4LIT|59DMG|6VULN|7ERES|8RCR|aAART
133	61363 22362	   	171.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2ZMB|3CDMG|4LIT|5DMG|69VULN|7ERES|8RCR|aAART
134	36643 31223	   	171.91	DCR|4VULN|1AART|1CDMG|1DUR	1678VULN|2DUR|3FEWX|4AART|5BEXP|9RCR|aCDMG
135	53532 36232	   	171.62	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	12CGEN|3RCR|49DMG|5DUR|68VULN|7ZMB|aCDMG
136	31321 23544	   	171.52	DCR|2VULN|2DMG|1AART|1ZMB	1aVULN|2aLIT|3DLOT|4BEXP|5ZMB|6AART|7aDMG|8RCR|9BELT|aBPWR
137	33213 11341	   	171.47	ACR|3DMG|2VULN|1CDMG|1ASPD	16VULN|2ASPD|3MLV|4CDMG|5RCR|79aDMG|8BEXP
138	63213 11341	   	171.47	ACR|3DMG|2VULN|1CDMG|1ASPD	1ASPD|26VULN|3MLV|4CDMG|5RCR|79aDMG|8BEXP
139	33213 11441	   	171.37	ACR|3DMG|2VULN|1CDMG|1ASPD	16VULN|2ASPD|3MLV|4CDMG|5RCR|79aDMG|8LEGI
140	33313 11241	   	171.37	ACR|3DMG|2VULN|1CDMG|1ASPD	16VULN|2ASPD|3ERES|4CDMG|5RCR|79aDMG|8LWND
141	63213 11441	   	171.37	ACR|3DMG|2VULN|1CDMG|1ASPD	1ASPD|26VULN|3MLV|4CDMG|5RCR|79aDMG|8LEGI
142	63313 11241	   	171.37	ACR|3DMG|2VULN|1CDMG|1ASPD	1ASPD|26VULN|3ERES|4CDMG|5RCR|79aDMG|8LWND
143	31321 23563	   	171.32	DCR|2VULN|2DMG|1AART|1ZMB	1aVULN|2LIT|3DLOT|4BEXP|5ZMB|6AART|79DMG|8RCR
144	33313 11441	   	171.27	ACR|3DMG|2VULN|1CDMG|1ASPD	16VULN|2ASPD|3ERES|4CDMG|5RCR|79aDMG|8LEGI
145	63313 11441	   	171.27	ACR|3DMG|2VULN|1CDMG|1ASPD	1ASPD|26VULN|3ERES|4CDMG|5RCR|79aDMG|8LEGI
146	13132 61136	 * 	171.21	DCR|2VULN|1AART|1DMG|2ASPD|2DUR	139LHND|29ASPD|4DMG|57DUR|6RCR|89VULN|9BPWR|aAART
147	32612 46483	   	171.12	DCR|3VULN|2DMG|1AART|1SELL	189VULN|239FEWX|4SELL|5MBVNT|6AART|79DMG|9BPWR|aRCR
148	33511 63126	 * 	171.00	DCR|2VULN|3ZMB|1DMG|1CDMG|1ASPD	13VULN|2ASPD|45aZMB|6RCR|7CDMG|8LIT|9DMG
149	33511 61522	 * 	171.00	DCR|2VULN|3ZMB|1DMG|1FLTHEA|1ASPD	13VULN|2ASPD|459ZMB|6RCR|7DMSP|8FLTHEA|aDMG
150	51323 16151	   	170.91	DCR|3VULN|2DMG|1ZMB|1ASPD	1aCGEN|2ZMB|38aVULN|4ASPD|5DUST|6aDMG|7RCR|9RPLT|aBPWR
151	32322 15334	   	170.85	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1VULN|2FEWX|38DMG|4DUR|5CDMG|6DUST|7RCR|9AART|aASPD
152	32322 15434	   	170.85	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	18VULN|2FEWX|3DMG|4DUR|5CDMG|6DUST|7RCR|9AART|aASPD
153	51324 16132	   	170.81	DCR|3VULN|2DMG|1ZMB|1ASPD	1CGEN|2ZMB|38aVULN|4ASPD|5FEWX|69DMG|7RCR
154	36335 63231	 * 	170.56	DCR|3VULN|3DMG|1DUR	17aVULN|2DUR|34aDMG|5aTLV|6MBVNT|8RPLT|9RCR|aBPWR
155	22324 23334	   	170.46	DCR|3DMG|1AART|1VULN|1DUR|1ASPD	1DUR|26FEWX|356DMG|4AART|6BPWR|7VULN|8ASPD|9RCVC|aRCR
156	22324 12115	   	170.44	DCR|3DMG|2AART|2DUR|1ASPD	17DUR|2FEWX|357DMG|4aAART|67LWND|7BPWR|8RCR|9ASPD
157	22324 12156	   	170.44	DCR|3DMG|2AART|2DUR|1ASPD	17DUR|2FEWX|357DMG|49AART|67LWND|7BPWR|8RCR|aASPD
158	32341 12131	   	170.33	DCR|3VULN|1AART|1DMG|1CDMG	16aVULN|2FEWX|3DMG|4CDMG|5MLV|7BELT|8RCR|9AART
159	32343 12131	   	170.33	DCR|3VULN|1AART|1DMG|1CDMG	16aVULN|2FEWX|3DMG|4CDMG|5CGEN|7BELT|8RCR|9AART
160	36314 22213	   	170.25	DCR|2VULN|2DMG|1AART|1DUR	17VULN|2DUR|3aDMG|4RMIN|5FEWX|6RCR|8DUST|9AART
161	32323 22213	   	170.15	DCR|2VULN|2DMG|1AART|1DUR	17VULN|2FEWX|3aDMG|4DUR|5ERES|6RCR|8DUST|9AART
162	36613 22213	   	170.15	DCR|2VULN|2DMG|1AART|1DUR	17VULN|2DUR|3FEWX|4aDMG|5ERES|6RCR|8DUST|9AART
