0	Index      	 *	Score 	Summary	Detail	
1	12521 12324	 * 	225.23	DCR|3DMG|2VULN|2ASPD|1ZMB|1DUR	19ASPD|2DUST|389DMG|4RCVC|5DUR|6ZMB|79VULN|9BPWR|aRCR
29	11151 71443	   	211.31	DCR|2VULN|2DMG|2ASPD|1AART	18ASPD|2AART|3MBVNT|46DMG|568MSLREG|68BPWR|78VULN|9LEGI|aRCR
30	13543 12124	   	211.19	DCR|3ASPD|2VULN|2DMG|1ZMB	149ASPD|2FEWX|39DMG|57VULN|6ZMB|89BEXP|9BPWR|aRCR
31	13542 12224	   	210.99	DCR|3ASPD|2VULN|2DMG|1ZMB	149ASPD|2FEWX|39DMG|58DUST|6ZMB|79VULN|9BPWR|aRCR
32	11156 34137	   	210.78	DCR|2DMG|2ASPD|1AART|1VULN|2DUR	19ASPD|2AART|3MBVNT|49DMG|5LWND|6AELBLL|7RCR|89DUR|9BPWR|aVULN
33	36214 31136	   	210.08	DCR|2VULN|2DMG|2ASPD|1CDMG	1RPLT|24DMG|34ASPD|4BPWR|59VULN|6LWND|7RCR|8FEWX|aCDMG
34	21266 32512	   	209.70	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1CGEN|2AART|35DMG|45VULN|5BPWR|6FEWX|7DUR|8RCR|9AELBLL|aASPD
35	11184 31488	 * 	209.23	DCR|2VULN|2AART|1ASPD|1DMG|2DUR	1ASPD|25AART|3MBVNT|46DUR|78VULN|9DMG|aRCR
36	21162 32365	 * 	209.03	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	1CGEN|2AART|3CDMG|4aDMG|56VULN|78DUR|9RCR
37	11158 31436	 * 	208.31	DCR|2VULN|2DMG|1MDPS|2ASPD|1AART|1SELL	18ASPD|2AART|3MBVNT|48DMG|5SELL|6BELT|78VULN|8BPWR|9RCR|aMDPS
38	35131 47431	 * 	207.77	DCR|3VULN|1AART|1ASPD|1DMG|1ZMB	1RPLT|2MBVNT|349VULN|5AART|6DMG|7ZMB|8ASPD|aRCR
39	11625 23263	 * 	207.67	DCR|2AART|2DMG|2ASPD|1CDMG	18ASPD|24AART|3RPLT|5aDMG|6RCR|7LIT|9CDMG
40	36216 23334	   	207.56	DCR|2DMG|2ASPD|1VULN|1AART|1ZMB	1RPLT|24DMG|34ASPD|4BPWR|5ZMB|6FEWX|7RCR|8LWND|9VULN|aAART
41	54324 23122	 * 	207.47	DCR|2VULN|1MDPS|2ASPD|1AART|1DMG|2DUR|1AAC	1MDPS|2BELT|3AART|47DUR|57ASPD|67VULN|7BPWR|8AAC|9DMG|aRCR
42	36212 13714	   	207.43	DCR|2DMG|2ASPD|1AART|1VULN|1DUR	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|7LIT|8DUR|9AART|aVULN
43	11154 64513	 * 	206.01	DCR|3DMG|1VULN|1AART|1ASPD|2DUR	1ASPD|2AART|3MBVNT|478DMG|56DUR|9VULN|aRCR
44	11158 31433	 * 	205.74	DCR|2VULN|2DMG|2ASPD|1AART|1CDMG|1SELL	18ASPD|2AART|3MBVNT|48DMG|5SELL|6BELT|78VULN|8BPWR|9RCR|aCDMG
45	11154 36237	   	205.53	DCR|2DMG|2ASPD|1AART|1VULN|1DUR	19ASPD|2AART|3MBVNT|49DMG|5DUR|6AELBLL|7RCR|89LHND|9BPWR|aVULN
46	11154 36437	   	205.53	DCR|2DMG|2ASPD|1AART|1VULN|1DUR	19ASPD|2AART|3MBVNT|49DMG|5DUR|6AELBLL|7RCR|89LWND|9BPWR|aVULN
47	36211 31524	   	205.43	DCR|2DMG|2ASPD|1VULN|1AART|1DUR	1RPLT|24DMG|34ASPD|4BPWR|5DUR|6LHND|7RCR|8VULN|9ERES|aAART
48	36214 21324	   	205.43	DCR|2DMG|2ASPD|1AART|1VULN|1DUR	1RPLT|24DMG|34ASPD|4BPWR|5VULN|6DUR|7RCR|8LWND|9ERES|aAART
49	11158 31432	 * 	205.14	DCR|3DMG|2VULN|2ASPD|1AART|1SELL	18ASPD|2AART|3MBVNT|48aDMG|5SELL|6BELT|78VULN|8BPWR|9RCR
50	11154 84242	   	204.24	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ASPD|2AART|3MBVNT|4DMG|5DUR|6BEXP|7RCR|8aVULN|9ZMB
51	36212 18134	   	204.04	DCR|2VULN|2DMG|2ASPD|1DUR	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|79VULN|8FEWX|aDUR
52	36212 18533	   	204.04	DCR|2VULN|2DMG|2ASPD|1DUR	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|79VULN|8DUR|aFEWX
53	36212 18534	   	204.04	DCR|2VULN|2DMG|2ASPD|1DUR	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|79VULN|8DUR|aAME
54	21152 32561	 * 	204.03	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1CGEN|2AART|3CDMG|4ASPD|568VULN|7DUR|9RCR|aMLV
55	21152 32562	   	204.03	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1CGEN|2AART|3CDMG|4ASPD|568VULN|7DUR|9RCR|aLHND
56	21152 32563	   	204.03	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1CGEN|2AART|3CDMG|4ASPD|568VULN|7DUR|9RCR|aLIT
57	21162 32561	 * 	204.03	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2AART|3CDMG|4DMG|568VULN|7DUR|9RCR|aMLV
58	21162 32562	   	204.03	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2AART|3CDMG|4DMG|568VULN|7DUR|9RCR|aLHND
59	21162 32563	   	204.03	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2AART|3CDMG|4DMG|568VULN|7DUR|9RCR|aLIT
60	36212 18531	   	203.94	DCR|2VULN|2DMG|2ASPD|1DUR	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|79VULN|8DUR|aLEGI
61	36212 18532	   	203.94	DCR|2VULN|2DMG|2ASPD|1DUR	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|79VULN|8DUR|aTLV
62	36212 17481	   	203.93	DCR|3DMG|3ASPD|1AART	1RPLT|248DMG|349ASPD|4BPWR|5MBVNT|6RCR|7MLV|aAART
63	36212 16481	   	203.83	DCR|3DMG|3ASPD|1AART	1RPLT|248DMG|349ASPD|4BPWR|5MBVNT|6RCR|7ERES|aAART
64	11625 22253	   	203.79	DCR|2AART|2DMG|1ASPD|1CDMG|1ZMB	1ASPD|24AART|3RPLT|58DMG|6RCR|7CGEN|9CDMG|aZMB
65	21162 35213	   	203.78	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	17CGEN|2AART|3CDMG|48DMG|56VULN|9RCR|aDUR
66	11625 25331	   	203.78	DCR|2VULN|2AART|1ASPD|1DMG	1ASPD|24AART|3RPLT|5DMG|6RCR|78BEXP|9aVULN
67	36211 31536	   	203.44	DCR|2VULN|2DMG|2ASPD|1DUR	1RPLT|24DMG|34ASPD|4BPWR|5DUR|6LHND|7RCR|89VULN|aRCVC
68	11156 34135	   	203.25	DCR|2DMG|2ASPD|1AART|1CDMG|2DUR	19ASPD|2AART|3MBVNT|49DMG|5LWND|6AELBLL|7RCR|89DUR|9BPWR|aCDMG
69	36212 13213	   	202.48	DCR|1MDPS|2DMG|2ASPD|1VULN|1DUR	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|7LIT|8VULN|9DUR|aMDPS
70	36212 13711	 * 	202.48	DCR|2DMG|1MDPS|2ASPD|1AART|1DUR	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|7LIT|8DUR|9AART|aMDPS
71	36212 18513	   	202.48	DCR|1MDPS|2DMG|2ASPD|1VULN|1DUR	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|7VULN|8DUR|9LIT|aMDPS
72	36212 18713	   	202.48	DCR|1MDPS|2DMG|2ASPD|1VULN|1DUR	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|7VULN|8LIT|9DUR|aMDPS
73	21162 35215	   	202.41	DCR|2VULN|2DMG|1AART|1CDMG	17CGEN|2AART|3CDMG|48DMG|56VULN|9RCR|aSPLREG
74	36211 31531	   	202.14	DCR|2VULN|2DMG|2ASPD|1DUR	1RPLT|24DMG|34ASPD|4BPWR|5DUR|6LHND|7RCR|89VULN|aDMSP
75	36211 31532	   	202.14	DCR|2VULN|2DMG|2ASPD|1DUR	1RPLT|24DMG|34ASPD|4BPWR|5DUR|6LHND|7RCR|89VULN|aBEXP
76	36211 31533	   	202.14	DCR|2VULN|2DMG|2ASPD|1DUR	1RPLT|24DMG|34ASPD|4BPWR|5DUR|6LHND|7RCR|89VULN|aLIT
77	36211 31534	   	202.14	DCR|2VULN|2DMG|2ASPD|1DUR	1RPLT|24DMG|34ASPD|4BPWR|5DUR|6aLHND|7RCR|89VULN
78	36211 61531	   	202.14	DCR|2VULN|2DMG|2ASPD|1DUR	1RPLT|24DMG|34ASPD|4BPWR|5DUR|6LWND|7RCR|89VULN|aDMSP
79	36211 61532	   	202.14	DCR|2VULN|2DMG|2ASPD|1DUR	1RPLT|24DMG|34ASPD|4BPWR|5DUR|6LWND|7RCR|89VULN|aBEXP
80	36211 61533	   	202.14	DCR|2VULN|2DMG|2ASPD|1DUR	1RPLT|24DMG|34ASPD|4BPWR|5DUR|6LWND|7RCR|89VULN|aLIT
81	36214 21133	   	202.14	DCR|2VULN|2DMG|2ASPD|1DUR	1RPLT|24DMG|34ASPD|4BPWR|59VULN|6DUR|7RCR|8aFEWX
82	36214 21134	   	202.14	DCR|2VULN|2DMG|2ASPD|1DUR	1RPLT|24DMG|34ASPD|4BPWR|59VULN|6DUR|7RCR|8FEWX|aLHND
83	36214 21135	   	202.14	DCR|2VULN|2DMG|2ASPD|1DUR	1RPLT|24DMG|34ASPD|4BPWR|59VULN|6DUR|7RCR|8FEWX|aCGEN
84	36214 21331	   	202.14	DCR|2VULN|2DMG|2ASPD|1DUR	1RPLT|24DMG|34ASPD|4BPWR|59VULN|6DUR|7RCR|8LWND|aDMSP
85	36214 21332	   	202.14	DCR|2VULN|2DMG|2ASPD|1DUR	1RPLT|24DMG|34ASPD|4BPWR|59VULN|6DUR|7RCR|8LWND|aBEXP
86	36214 21333	   	202.14	DCR|2VULN|2DMG|2ASPD|1DUR	1RPLT|24DMG|34ASPD|4BPWR|59VULN|6DUR|7RCR|8LWND|aLIT
87	36214 21334	   	202.14	DCR|2VULN|2DMG|2ASPD|1DUR	1RPLT|24DMG|34ASPD|4BPWR|59VULN|6DUR|7RCR|8LWND|aLHND
88	36214 21335	   	202.14	DCR|2VULN|2DMG|2ASPD|1DUR	1RPLT|24DMG|34ASPD|4BPWR|59VULN|6DUR|7RCR|8LWND|aCGEN
89	36214 21513	   	202.14	DCR|2VULN|2DMG|2ASPD|1DUR	1RPLT|24DMG|34ASPD|4BPWR|58VULN|6DUR|7RCR|9aFEWX
90	36214 21521	   	202.14	DCR|2VULN|2DMG|2ASPD|1DUR	1RPLT|24DMG|34ASPD|4BPWR|58VULN|6DUR|7RCR|9LIT|aCGEN
91	36214 21522	   	202.14	DCR|2VULN|2DMG|2ASPD|1DUR	1RPLT|24DMG|34ASPD|4BPWR|58VULN|6DUR|7RCR|9LIT|aDMSP
92	36214 21523	   	202.14	DCR|2VULN|2DMG|2ASPD|1DUR	1RPLT|24DMG|34ASPD|4BPWR|58VULN|6DUR|7RCR|9LIT|aLHND
93	36214 21531	   	202.14	DCR|2VULN|2DMG|2ASPD|1DUR	1RPLT|24DMG|34ASPD|4BPWR|58VULN|6DUR|7RCR|9LWND|aDMSP
94	36214 21532	   	202.14	DCR|2VULN|2DMG|2ASPD|1DUR	1RPLT|24DMG|34ASPD|4BPWR|58VULN|6DUR|7RCR|9LWND|aBEXP
95	36214 21533	   	202.14	DCR|2VULN|2DMG|2ASPD|1DUR	1RPLT|24DMG|34ASPD|4BPWR|58VULN|6DUR|7RCR|9LWND|aLIT
96	36214 31431	   	202.14	DCR|2VULN|2DMG|2ASPD|1DUR	1RPLT|24DMG|34ASPD|4BPWR|59VULN|6LWND|7RCR|8DUR|aDMSP
97	36214 31432	   	202.14	DCR|2VULN|2DMG|2ASPD|1DUR	1RPLT|24DMG|34ASPD|4BPWR|59VULN|6LWND|7RCR|8DUR|aBEXP
98	36214 31433	   	202.14	DCR|2VULN|2DMG|2ASPD|1DUR	1RPLT|24DMG|34ASPD|4BPWR|59VULN|6LWND|7RCR|8DUR|aLIT
99	36214 21131	   	202.04	DCR|2VULN|2DMG|2ASPD|1DUR	1RPLT|24DMG|34ASPD|4BPWR|59VULN|6DUR|7RCR|8FEWX|aLEGI
100	36214 21132	   	202.04	DCR|2VULN|2DMG|2ASPD|1DUR	1RPLT|24DMG|34ASPD|4BPWR|59VULN|6DUR|7RCR|8FEWX|aTLV
101	36214 21511	   	202.04	DCR|2VULN|2DMG|2ASPD|1DUR	1RPLT|24DMG|34ASPD|4BPWR|58VULN|6DUR|7RCR|9FEWX|aLEGI
102	36214 21512	   	202.04	DCR|2VULN|2DMG|2ASPD|1DUR	1RPLT|24DMG|34ASPD|4BPWR|58VULN|6DUR|7RCR|9FEWX|aTLV
103	14323 32534	   	201.61	DCR|3ASPD|2VULN|1DMG|1AAC|1ZMB|1DUR	189ASPD|2ZMB|39ERES|4DUR|5DMG|6AAC|79VULN|9BPWR|aRCR
104	21266 31111	 * 	201.36	DCR|3VULN|2DMG|1AART	1CGEN|2AART|35DMG|45aVULN|5BPWR|6FEWX|7RCVC|8RCR|9RPLT
105	21266 31122	   	201.36	DCR|3VULN|2DMG|1AART	19CGEN|2AART|35DMG|45aVULN|5BPWR|6FEWX|7RCVC|8RCR
106	21266 31132	   	201.36	DCR|3VULN|2DMG|1AART	1CGEN|2AART|35DMG|45aVULN|5BPWR|69FEWX|7RCVC|8RCR
107	21266 61132	   	201.19	DCR|2VULN|2DMG|1AART|1ASPD	1CGEN|2AART|35DMG|45VULN|5BPWR|6ERES|7TLV|8RCR|9FEWX|aASPD
108	11151 77121	   	200.99	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2AART|3MBVNT|46DMG|56MSLREG|6BPWR|7MSLFST|8RCR|9aVULN
109	11625 22216	   	200.98	DCR|2AART|2DMG|1VULN|1ASPD	1ASPD|24AART|3RPLT|58DMG|6RCR|7CGEN|9LWND|aVULN
110	36233 21524	   	200.86	DCR|3ASPD|2VULN|2DMG	1RPLT|29DMG|389ASPD|49VULN|567BELT|9BPWR|aRCR
111	11154 34513	   	200.77	DCR|3DMG|1VULN|1AART|1ASPD|1DUR	1ASPD|2AART|3MBVNT|478DMG|5DUR|6AELBLL|9VULN|aRCR
112	36232 31435	   	200.70	DCR|2VULN|2ASPD|1DMG|1CDMG|1DUR	1RPLT|2DMG|36ASPD|49VULN|5LHND|7RCR|8DUR|aCDMG
113	36211 31513	   	200.58	DCR|2DMG|1MDPS|2ASPD|1VULN|1DUR	1RPLT|24DMG|34ASPD|4BPWR|5DUR|6LHND|7RCR|8VULN|9LIT|aMDPS
114	36211 61513	   	200.58	DCR|2DMG|1MDPS|2ASPD|1VULN|1DUR	1RPLT|24DMG|34ASPD|4BPWR|5DUR|6LWND|7RCR|8VULN|9LIT|aMDPS
115	36214 21113	   	200.58	DCR|2DMG|1MDPS|2ASPD|1VULN|1DUR	1RPLT|24DMG|34ASPD|4BPWR|5VULN|6DUR|7RCR|8FEWX|9LIT|aMDPS
116	36214 21313	   	200.58	DCR|2DMG|1MDPS|2ASPD|1VULN|1DUR	1RPLT|24DMG|34ASPD|4BPWR|5VULN|6DUR|7RCR|8LWND|9LIT|aMDPS
117	36214 31413	   	200.58	DCR|2DMG|1MDPS|2ASPD|1VULN|1DUR	1RPLT|24DMG|34ASPD|4BPWR|5VULN|6LWND|7RCR|8DUR|9LIT|aMDPS
118	36214 31613	   	200.58	DCR|2DMG|1MDPS|2ASPD|1VULN|1DUR	1RPLT|24DMG|34ASPD|4BPWR|5VULN|6LWND|7RCR|8LIT|9DUR|aMDPS
119	11151 37426	 * 	200.56	DCR|3VULN|3ASPD|1AART|1DMG|1SELL	178ASPD|2AART|3MBVNT|4DMG|578MSLREG|678VULN|78BPWR|9SELL|aRCR
120	35631 28221	 * 	200.23	DCR|2DMG|2ASPD|1VULN|2CDMG	1RPLT|2MBVNT|39DMG|4RCVC|5MULARM|69ASPD|7RCR|89CDMG|9BPWR|aVULN
121	35633 28221	   	200.13	DCR|2DMG|2ASPD|1VULN|2CDMG	1RPLT|2MBVNT|39DMG|4RCVC|5CANSTR|69ASPD|7RCR|89CDMG|9BPWR|aVULN
122	36214 13116	   	199.93	DCR|2DMG|2ASPD|1VULN|1CDMG|1AAC|1ZMB	1RPLT|24DMG|34ASPD|4BPWR|5VULN|6AAC|7RCR|8ZMB|9FEWX|aCDMG
123	36214 13136	   	199.93	DCR|2DMG|2ASPD|1VULN|1CDMG|1AAC|1ZMB	1RPLT|24DMG|34ASPD|4BPWR|5VULN|6AAC|7RCR|8ZMB|9LWND|aCDMG
124	36214 13153	   	199.93	DCR|2DMG|2ASPD|1VULN|1CDMG|1AAC|1ZMB	1RPLT|24DMG|34ASPD|4BPWR|5VULN|6AAC|7RCR|8ZMB|9CDMG|aCGEN
125	11625 23421	   	199.93	DCR|2AART|2DMG|2ASPD|1DUR	18ASPD|24AART|3RPLT|58DMG|6RCR|78LIT|8BPWR|9RMIN|aDUR
126	11156 34132	   	199.92	DCR|3ASPD|2DMG|1AART|2DUR	19aASPD|2AART|3MBVNT|49DMG|5LWND|6AELBLL|7RCR|89DUR|9BPWR
127	36214 13151	   	199.83	DCR|2DMG|2ASPD|1VULN|1CDMG|1AAC|1ZMB|1MSE	1RPLT|24DMG|34ASPD|4BPWR|5VULN|6AAC|7RCR|8ZMB|9CDMG|aMSE
128	36214 13152	   	199.83	DCR|2DMG|2ASPD|1VULN|1CDMG|1AAC|1ZMB	1RPLT|24DMG|34ASPD|4BPWR|5VULN|6AAC|7RCR|8ZMB|9CDMG|aTSLFST
129	36212 14546	   	199.63	DCR|2AART|2DMG|2ASPD|1DUR	1RPLT|24DMG|34ASPD|4BPWR|5MBVNT|6RCR|7DUST|8DUR|9aAART
130	35133 82122	 * 	199.62	DCR|3VULN|1AART|1NUKE|1CDMG	1RPLT|2MBVNT|348VULN|5BELT|6CDMG|7RCR|9AART|aNUKE
131	35133 82126	   	199.62	DCR|3VULN|1AART|1ASPD|1CDMG	1RPLT|2MBVNT|348VULN|5BELT|6CDMG|7RCR|9AART|aASPD
132	11211 32652	   	199.53	DCR|3VULN|1AART|1ASPD|1DMG	1ASPD|2AART|3AME|4RMIN|5DMSP|68aVULN|7DMG|9RCR
133	11431 32652	   	199.53	DCR|3VULN|1AART|1ASPD|1DMG	1ASPD|2AART|34LWND|5DMSP|68aVULN|7DMG|9RCR
134	11261 33652	   	199.43	DCR|3VULN|1AART|1ASPD|1DMG	1ASPD|2AART|3AME|4ERES|5DMSP|68aVULN|7DMG|9RCR
135	36212 12532	   	199.31	DCR|3DMG|2ASPD|1VULN|1DUR	1RPLT|24aDMG|34ASPD|4BPWR|5MBVNT|6RCR|7LHND|8DUR|9VULN
136	36212 13214	   	199.31	DCR|3DMG|2ASPD|1VULN|1DUR	1RPLT|24aDMG|34ASPD|4BPWR|5MBVNT|6RCR|7LIT|8VULN|9DUR
137	36212 15532	   	199.31	DCR|3DMG|2ASPD|1VULN|1DUR	1RPLT|24aDMG|34ASPD|4BPWR|5MBVNT|6RCR|7FEWX|8DUR|9VULN
138	36212 18514	   	199.31	DCR|3DMG|2ASPD|1VULN|1DUR	1RPLT|24aDMG|34ASPD|4BPWR|5MBVNT|6RCR|7VULN|8DUR|9LIT
139	36212 18714	   	199.31	DCR|3DMG|2ASPD|1VULN|1DUR	1RPLT|24aDMG|34ASPD|4BPWR|5MBVNT|6RCR|7VULN|8LIT|9DUR
140	21266 24121	   	199.29	DCR|2VULN|2DMG|1AART|1ASPD	1CGEN|2AART|35DMG|45VULN|5BPWR|6BELT|7ASPD|8DUST|9RCR|aLWND
141	21266 24123	   	199.29	DCR|2VULN|2DMG|1AART|1ASPD	1aCGEN|2AART|35DMG|45VULN|5BPWR|6BELT|7ASPD|8DUST|9RCR
142	11152 44246	   	199.29	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2AART|3MBVNT|46DMG|56LIT|6BPWR|7RMIN|8aVULN|9RCR
143	11211 32452	   	199.29	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2AART|3AME|4RMIN|5DMSP|6aVULN|78DMG|9RCR
144	11431 32452	   	199.29	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2AART|34LWND|5DMSP|6aVULN|78DMG|9RCR
145	36212 33277	 * 	199.25	DCR|3DMG|2ASPD|1AART|1CDMG	1RPLT|246DMG|34ASPD|4BPWR|5MBVNT|7CGEN|8AART|9CDMG|aRCR
146	36212 33317	   	199.25	DCR|3DMG|2ASPD|1AART|1CDMG	1RPLT|246DMG|34ASPD|4BPWR|5MBVNT|7CGEN|8CDMG|9AART|aRCR
147	36212 14532	   	199.21	DCR|3DMG|2ASPD|1VULN|1DUR	1RPLT|24aDMG|34ASPD|4BPWR|5MBVNT|6RCR|7DUST|8DUR|9VULN
148	36212 18542	   	199.21	DCR|3DMG|2ASPD|1VULN|1DUR	1RPLT|24aDMG|34ASPD|4BPWR|5MBVNT|6RCR|7VULN|8DUR|9DUST
149	63261 42131	 * 	199.19	DCR|3VULN|2ASPD|1AART	159BEXP|25aVULN|3RCVC|4AART|5aBPWR|6aTLV|7aASPD|8RCR
150	21266 24122	   	199.19	DCR|2VULN|2DMG|1AART|1ASPD|1SELL	1CGEN|2AART|35DMG|45VULN|5BPWR|6BELT|7ASPD|8DUST|9RCR|aSELL
151	11261 33452	   	199.19	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2AART|3AME|4ERES|5DMSP|6aVULN|78DMG|9RCR
152	21266 34111	   	199.16	DCR|3VULN|2DMG|1AART	17CGEN|2AART|35DMG|45aVULN|5BPWR|6FEWX|8RCR|9RPLT
153	21266 34122	   	199.16	DCR|3VULN|2DMG|1AART	179CGEN|2AART|35DMG|45aVULN|5BPWR|6FEWX|8RCR
154	21266 34132	   	199.16	DCR|3VULN|2DMG|1AART	17CGEN|2AART|35DMG|45aVULN|5BPWR|69FEWX|8RCR
