0	Index      	 *	Score 	Summary	Detail	
1	54322 23251	 * 	213.84	DCR|3VULN|1AART|1DMG|1NUKE|1DUR	1DMSP|234VULN|5LWND|6RCR|7AART|8DUR|9DMG|aNUKE
36	24222 13213	   	194.49	DCR|2DMG|1VULN|1ASPD|1CDMG|1AAC|1ZMB	1CGEN|2LIT|39DMG|4VULN|5ASPD|6RCR|7ZMB|8CDMG|aAAC
37	22116 53123	   	194.43	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CGEN|29VULN|3ZMB|4CDMG|5AART|6TLV|7DMG|8DUR|aRCR
38	54322 23362	   	193.90	DCR|3VULN|1AART|1CDMG|1ZMB	1DMSP|234VULN|5LWND|6RCR|7AART|8RCVC|9ZMB|aCDMG
39	54322 23221	   	193.78	DCR|3VULN|1AART|1DMG|1DUR	1DMSP|234VULN|5LWND|6RCR|7AART|8DUR|9AME|aDMG
40	54322 23252	   	193.78	DCR|3VULN|1AART|1DMG|1DUR	1DMSP|234VULN|5LWND|6RCR|7AART|8DUR|9DMG|aFEWX
41	22332 53423	   	193.72	DCR|3VULN|1AART|1DMG|1CDMG	1CGEN|239VULN|4FEWX|5LHND|6AART|7DMG|8CDMG|aRCR
42	13312 54221	   	193.30	DCR|1MDPS|1VULN|1ASPD|1DMG|1NUKE|1CDMG|2DUR	18DUR|2AELBLL|3VULN|4CDMG|5MDPS|6RCR|7DMG|9ASPD|aNUKE
43	54322 22315	   	192.83	DCR|3VULN|2DMG|2ZMB	1DMSP|234VULN|5LWND|6RCR|79DMG|8aZMB
44	22315 21163	   	192.79	DCR|3VULN|2DMG|2DUR|1SELL	17CGEN|237VULN|47DUR|5SELL|6RCR|7BPWR|8LWND|9aDMG
45	22314 46132	 * 	192.75	DCR|3VULN|2ASPD|1ZMB|1DUR	1CGEN|23aVULN|4DUR|5ZMB|6aASPD|7RCR|8MLV|9aLIT|aBPWR
46	22314 46232	   	192.75	DCR|3VULN|2ASPD|1ZMB|1DUR	1CGEN|23aVULN|4DUR|5ZMB|6aASPD|7RCR|8AME|9aLIT|aBPWR
47	24223 21232	 * 	192.73	DCR|3SPLARM|3DMG|1VULN|1AART	189CGEN|2LIT|389DMG|4VULN|5LHND|689SPLARM|7RCR|89BPWR|aAART
48	22314 46113	   	192.55	DCR|3VULN|2ASPD|1ZMB|1DUR	1CGEN|239VULN|4DUR|5ZMB|6aASPD|7RCR|8MLV
49	22314 46213	   	192.55	DCR|3VULN|2ASPD|1ZMB|1DUR	1CGEN|239VULN|4DUR|5ZMB|6aASPD|7RCR|8AME
50	22314 46313	   	192.45	DCR|3VULN|2ASPD|1AAC|1ZMB|1DUR	1CGEN|239VULN|4DUR|5ZMB|6aASPD|7RCR|8AAC
51	43266 32321	   	192.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BELT|24VULN|3FEWX|5AART|6CGEN|7RCR|8ZMB|9DMG|aCDMG
52	43266 12321	   	192.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BELT|24VULN|3FEWX|5AART|6ERES|7RCR|8ZMB|9DMG|aCDMG
53	13312 55233	 * 	192.09	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1DUR	1DUR|2AELBLL|3aVULN|4CDMG|5MDPS|6RCR|7FEWX|8AART|9ASPD
54	24222 13314	   	192.09	DCR|3VULN|1ASPD|1DMG|1ZMB	1CGEN|2LIT|3DMG|49aVULN|5ASPD|6RCR|7ZMB|8LWND
55	24222 13421	   	192.09	DCR|3VULN|1ASPD|1DMG|1ZMB	1CGEN|2LIT|3DMG|489VULN|5ASPD|6RCR|7ZMB|aLWND
56	24222 13423	   	192.09	DCR|3VULN|1ASPD|1DMG|1ZMB	1CGEN|2LIT|3DMG|489VULN|5ASPD|6RCR|7ZMB|aFEWX
57	24222 13426	   	192.09	DCR|3VULN|1ASPD|1DMG|1ZMB	1CGEN|2aLIT|3DMG|489VULN|5ASPD|6RCR|7ZMB
58	54322 22323	   	192.09	DCR|3VULN|1ASPD|1DMG|1ZMB	1DMSP|234VULN|5LWND|6RCR|7DMG|8ZMB|9LHND|aASPD
59	54322 22343	   	192.09	DCR|3VULN|1ASPD|1DMG|1ZMB	1DMSP|234VULN|5LWND|6RCR|7DMG|8ZMB|9FEWX|aASPD
60	24222 13424	   	191.99	DCR|3VULN|1ASPD|1DMG|1ZMB	1CGEN|2LIT|3DMG|489VULN|5ASPD|6RCR|7ZMB|aDUST
61	24222 13434	   	191.99	DCR|3VULN|1ASPD|1DMG|1ZMB	1CGEN|2LIT|3DMG|48aVULN|5ASPD|6RCR|7ZMB|9DUST
62	24222 13462	   	191.99	DCR|3VULN|1ASPD|1DMG|1ZMB	1CGEN|2LIT|3DMG|48aVULN|5ASPD|6RCR|7ZMB|9ERES
63	24222 13514	   	191.99	DCR|3VULN|1ASPD|1DMG|1ZMB	1CGEN|2LIT|3DMG|49aVULN|5ASPD|6RCR|7ZMB|8DUST
64	54322 22363	   	191.99	DCR|3VULN|1ASPD|1DMG|1ZMB	1DMSP|234VULN|5LWND|6RCR|7DMG|8ZMB|9MBVNT|aASPD
65	23325 22435	   	191.94	DCR|2VULN|2DMG|1ASPD|1ZMB	1358CGEN|2ERES|48VULN|6RCR|78DMG|8BPWR|9ASPD|aZMB
66	24222 13635	 * 	191.87	DCR|2ASPD|1AART|1VULN|1DMG|1ZMB	1CGEN|2aLIT|3DMG|4VULN|5aASPD|6RCR|7ZMB|8aTLV|9AART|aBPWR
67	23125 22435	   	191.84	DCR|2VULN|2DMG|1ASPD|1ZMB	158CGEN|23ERES|48VULN|6RCR|78DMG|8BPWR|9ASPD|aZMB
68	22143 61362	 * 	191.80	DCR|1MDPS|1AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB	1CGEN|2VULN|3ZMB|4LHND|5MDPS|6ASPD|7RCR|8CDMG|9DMG|aAART
69	11312 54352	   	191.78	DCR|1MDPS|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|23LHND|4CDMG|5MDPS|6RCR|7DMG|8ASPD|9VULN|aAART
70	13312 54312	   	191.78	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2AELBLL|3VULN|4CDMG|5MDPS|6RCR|7DMG|8ASPD|9LHND|aAART
71	22315 23265	 * 	191.78	DCR|2VULN|2AART|1ASPD|1DUR|1SELL	1CGEN|23VULN|4DUR|5SELL|6RCR|7RPLT|89AART|aASPD
72	24222 13632	   	191.77	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1CGEN|2LIT|3DMG|4VULN|5aASPD|6RCR|7ZMB|8TLV|9AART
73	24222 13612	   	191.74	DCR|2VULN|2DMG|1ASPD|1ZMB	1CGEN|2LIT|39DMG|4aVULN|5ASPD|6RCR|7ZMB|8TLV
74	32231 53436	   	191.73	DCR|2DMG|1VULN|1AART|1CDMG|1ZMB|1DUR	1BEXP|2LWND|3ZMB|4DUR|5AART|67DMG|8CDMG|9VULN|aRCR
75	24222 11262	 * 	191.46	DCR|2AART|1VULN|1ASPD|1DMG|1DUR|1SELL	1CGEN|2LIT|3DMG|4VULN|5ASPD|6RCR|7SELL|8aAART|9DUR
76	22162 14263	   	191.41	DCR|3VULN|1ASPD|1DMG|2ZMB	1CGEN|267VULN|36ZMB|4RPLT|5RMIN|6BPWR|8RCR|9ASPD|aDMG
77	22356 11336	 * 	191.40	DCR|4VULN|1AART|1CDMG	1CGEN|2345VULN|6AART|7RPLT|8ERES|9RCR|aCDMG
78	54342 22331	   	191.38	DCR|3VULN|1DMG|1CDMG|1ZMB	1DMSP|239VULN|4RCVC|5LWND|6RCR|7DMG|8ZMB|aCDMG
79	54342 22311	   	191.14	DCR|2VULN|2DMG|1CDMG|1ZMB	1DMSP|23VULN|4RCVC|5LWND|6RCR|79DMG|8ZMB|aCDMG
80	54322 22335	   	191.09	DCR|4VULN|1DMG|2ZMB	1DMSP|2349VULN|5LWND|6RCR|7DMG|8aZMB
81	24222 13411	   	190.68	DCR|1SPLARM|2VULN|1ASPD|1DMG|1AAC|1ZMB	1CGEN|2LIT|3DMG|48VULN|5ASPD|6RCR|7ZMB|9SPLARM|aAAC
82	22314 26421	   	190.55	DCR|3VULN|2ASPD|1ZMB|1DUR	1CGEN|23aVULN|4DUR|5ZMB|6RPLT|79ASPD|8RCR
83	33616 24333	   	190.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1BEXP|2AELBLL|37VULN|4CDMG|5ASPD|6RCR|8ZMB|9LHND|aDMG
84	64241 13333	   	190.44	DCR|2VULN|2AART|1CDMG|1ZMB|1DUR	1FEWX|2DUST|3ZMB|4DUR|56AART|79VULN|8CDMG|aRCR
85	24222 13222	   	190.26	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1SELL	1CGEN|2LIT|3DMG|4aVULN|5ASPD|6RCR|7ZMB|8CDMG|9SELL
86	22116 63153	   	190.22	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2VULN|3ZMB|4CDMG|59AART|6MLV|7DMG|8DUR|aRCR
87	11152 16112	   	190.16	DCR|2VULN|2ASPD|1AART|1DUR	1DUR|24LHND|3LIT|5aASPD|6RCR|7AART|89VULN
88	22116 53153	   	190.12	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2VULN|3ZMB|4CDMG|59AART|6TLV|7DMG|8DUR|aRCR
89	35111 41263	   	189.82	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|2ZMB	17BEXP|2AAC|37ZMB|4CDMG|5CGEN|67VULN|7BPWR|8RCR|9ASPD|aDMG
90	22315 22553	   	189.82	DCR|3VULN|1ASPD|1DMG|1DUR|1SELL	1CGEN|239VULN|4DUR|5SELL|6RCR|7LHND|8ASPD|aDMG
91	54322 23531	   	189.79	DCR|3VULN|2AART|1DUR	1DMSP|234VULN|5LWND|6RCR|78AART|9DUR|aRPLT
92	54322 23532	   	189.79	DCR|3VULN|2AART|1DUR	1DMSP|234VULN|5LWND|6RCR|78AART|9DUR|aBELT
93	54322 23533	   	189.79	DCR|3VULN|2AART|1DUR	1DMSP|234VULN|5LWND|6RCR|78AART|9DUR|aLIT
94	13312 54352	   	189.68	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1DUR	1DUR|2AELBLL|39VULN|4CDMG|5MDPS|6RCR|7DMG|8ASPD|aRCVC
95	54322 22313	   	189.61	DCR|3VULN|2DMG|1ZMB	1DMSP|234VULN|5LWND|6RCR|79DMG|8ZMB|aRPLT
96	54322 22314	   	189.61	DCR|3VULN|2DMG|1ZMB	1DMSP|234VULN|5LWND|6RCR|79DMG|8ZMB|aLHND
97	54322 22316	   	189.61	DCR|3VULN|2DMG|1ZMB	1DMSP|234VULN|5LWND|6RCR|79DMG|8ZMB|aAME
98	54322 23224	   	189.56	DCR|4VULN|1AART|1DUR	1DMSP|234aVULN|5LWND|6RCR|7AART|8DUR|9AME
99	22315 13621	   	189.53	DCR|3VULN|1AART|1DMG|1DUR|1SELL	1CGEN|239VULN|4DUR|5SELL|6AART|7DMG|8RCR|aAME
100	22315 13625	   	189.53	DCR|3VULN|1AART|1DMG|1DUR|1SELL	1CGEN|239VULN|4DUR|5SELL|6AART|7DMG|8RCR|aLWND
101	54322 22312	   	189.51	DCR|3VULN|2DMG|1ZMB|1SELL	1DMSP|234VULN|5LWND|6RCR|79DMG|8ZMB|aSELL
102	22312 51255	 * 	189.49	DCR|3VULN|1AART|2CDMG|1DUR	19CGEN|239VULN|4DUR|5LHND|6AART|79CDMG|8MBVNT|9BPWR|aRCR
103	22315 13622	   	189.43	DCR|3VULN|1AART|1DMG|1DUR|1SELL	1CGEN|239VULN|4DUR|5SELL|6AART|7DMG|8RCR|aERES
104	24223 22663	 * 	189.35	DCR|1SPLARM|2VULN|1AART|1ASPD|1DMG	1CGEN|2LIT|3DMG|48VULN|5LHND|6SPLARM|7ASPD|9AART|aRCR
105	24222 15343	 * 	189.10	DCR|2DMG|2ASPD|1VULN|2DUR	1CGEN|2aLIT|39DMG|4VULN|5aASPD|6RCR|7BEXP|8aDUR|aBPWR
106	14132 34522	   	189.02	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|2DUR	17DUR|2DUST|3LIT|4AART|5ASPD|6DMG|8CDMG|9VULN|aRCR
107	22323 46353	   	188.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1CGEN|23VULN|4LHND|5RMIN|6ASPD|7RCR|8ZMB|9CDMG|aDMG
108	11311 24553	   	188.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|23LHND|4CDMG|5CGEN|6RCR|79VULN|8ASPD|aDMG
109	11313 24553	   	188.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|23LHND|4CDMG|5RMIN|6RCR|79VULN|8ASPD|aDMG
110	13311 22553	   	188.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|2AELBLL|39VULN|4CDMG|5CGEN|6RCR|7LHND|8ASPD|aDMG
111	13311 26553	   	188.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|2AELBLL|39VULN|4CDMG|5CGEN|6RCR|7LWND|8ASPD|aDMG
112	13313 25553	   	188.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|2AELBLL|39VULN|4CDMG|5RMIN|6RCR|7FEWX|8ASPD|aDMG
113	13313 26553	   	188.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|2AELBLL|39VULN|4CDMG|5RMIN|6RCR|7LWND|8ASPD|aDMG
114	54322 23511	   	188.42	DCR|3VULN|2AART	1DMSP|234VULN|5LWND|6RCR|78AART|9SPLREG|aRMIN
115	54322 23513	   	188.42	DCR|3VULN|2AART	1DMSP|234VULN|5LWND|6RCR|78AART|9SPLREG|aAME
116	22162 11234	 * 	188.30	DCR|3VULN|3ZMB|1ASPD|1DUR	17CGEN|267VULN|367ZMB|4RPLT|5RMIN|67BPWR|8DUR|9ASPD|aRCR
117	13312 52351	   	188.28	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1AAC|1DUR	1DUR|2AELBLL|39VULN|4CDMG|5MDPS|6RCR|7AAC|8ASPD|aDMG
118	13312 54353	   	188.28	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1DUR	1DUR|2AELBLL|39VULN|4CDMG|5MDPS|6RCR|7DMG|8ASPD|aERES
119	54322 22351	   	188.28	DCR|3VULN|1DMG|1CDMG|1ZMB	19DMSP|234VULN|5LWND|6RCR|7DMG|8ZMB|aCDMG
120	13311 13621	   	188.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2AELBLL|39VULN|4CDMG|5CGEN|6AART|7DMG|8RCR|aAME
121	13311 13625	   	188.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2AELBLL|39VULN|4CDMG|5CGEN|6AART|7DMG|8RCR|aLWND
122	13311 13622	   	188.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2AELBLL|39VULN|4CDMG|5CGEN|6AART|7DMG|8RCR|aERES
123	54334 22311	   	188.03	DCR|2VULN|2DMG|1CDMG|1ZMB	1DMSP|23VULN|4MLV|5CGEN|6RCR|79DMG|8ZMB|aCDMG
124	24254 21221	 * 	187.92	DCR|1SPLARM|2VULN|2DMG|1MDPS	18CGEN|2LIT|38DMG|4DUST|5SPLARM|68VULN|7RCR|8BPWR|9MDPS|aBEXP
125	24254 21222	   	187.92	DCR|1SPLARM|2VULN|2DMG|1MDPS	18CGEN|2LIT|38DMG|4DUST|5SPLARM|68VULN|7RCR|8BPWR|9MDPS|aBELT
126	24254 21223	   	187.92	DCR|1SPLARM|2VULN|2DMG|1MDPS	18CGEN|2LIT|38DMG|4DUST|5SPLARM|68VULN|7RCR|8BPWR|9MDPS|aRMIN
127	13311 23265	 * 	187.89	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|2AELBLL|3VULN|4CDMG|5CGEN|6RCR|7RPLT|89AART|aASPD
128	54322 22325	   	187.87	DCR|4VULN|1DMG|1ZMB	1DMSP|234aVULN|5LWND|6RCR|7DMG|8ZMB|9LHND
129	54322 22333	   	187.87	DCR|4VULN|1DMG|1ZMB	1DMSP|2349VULN|5LWND|6RCR|7DMG|8ZMB|aRPLT
130	54322 22334	   	187.87	DCR|4VULN|1DMG|1ZMB	1DMSP|2349VULN|5LWND|6RCR|7DMG|8ZMB|aLHND
131	54322 22336	   	187.87	DCR|4VULN|1DMG|1ZMB	1DMSP|2349VULN|5LWND|6RCR|7DMG|8ZMB|aAME
132	22334 36612	   	187.81	DCR|3VULN|2DMG|1ZMB	1CGEN|23aVULN|4FEWX|5ZMB|6aAME|7RCR|8LIT|9aDMG|aBPWR
133	43335 11511	 * 	187.80	DCR|2VULN|2CDMG|1ASPD|1DMG	1BELT|28VULN|3478CGEN|58CDMG|6RCR|8BPWR|9DMG|aASPD
134	13315 23265	   	187.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|2AELBLL|3VULN|4CDMG|5ERES|6RCR|7RPLT|89AART|aASPD
135	54322 22332	   	187.77	DCR|4VULN|1DMG|1ZMB|1SELL	1DMSP|2349VULN|5LWND|6RCR|7DMG|8ZMB|aSELL
136	24222 11523	 * 	187.72	DCR|2DMG|1VULN|1ASPD|1NUKE|1AAC|1SELL	1CGEN|2LIT|38DMG|4VULN|5ASPD|6RCR|7SELL|9NUKE|aAAC
137	24222 13211	   	187.71	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1CGEN|2LIT|39DMG|4VULN|5ASPD|6RCR|7ZMB|8CDMG|aLHND
138	24222 13214	   	187.71	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1CGEN|2LIT|39DMG|4VULN|5ASPD|6RCR|7ZMB|8CDMG|aBELT
139	24222 13216	   	187.71	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1CGEN|2LIT|39DMG|4VULN|5ASPD|6RCR|7ZMB|8CDMG|aFEWX
140	24222 13212	   	187.61	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB|1MSE	1CGEN|2LIT|39DMG|4VULN|5ASPD|6RCR|7ZMB|8CDMG|aMSE
141	24222 13215	   	187.61	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1CGEN|2LIT|39DMG|4VULN|5ASPD|6RCR|7ZMB|8CDMG|aDUST
142	24222 13614	   	187.61	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1CGEN|2LIT|39DMG|4VULN|5ASPD|6RCR|7ZMB|8TLV|aCDMG
143	34232 53221	   	187.46	DCR|2VULN|2DMG|1AART|1ZMB	1BEXP|2DUST|3ZMB|4AART|59VULN|67DMG|8RPLT|aRCR
144	34261 53221	   	187.46	DCR|2VULN|2DMG|1AART|1ZMB	1BEXP|2DUST|3ZMB|49VULN|5AART|67DMG|8RPLT|aRCR
145	24222 11251	   	187.46	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1CGEN|2LIT|3DMG|49VULN|5ASPD|6RCR|7SELL|8AART|aBEXP
146	24222 11253	   	187.46	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1CGEN|2LIT|3DMG|49VULN|5ASPD|6RCR|7SELL|8AART|aMULFIG
147	24222 11255	   	187.46	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1CGEN|2LIT|3DMG|49VULN|5ASPD|6RCR|7SELL|8AART|aFEWX
148	24633 11253	   	187.46	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1CGEN|2LIT|3LWND|4ASPD|5DMG|6RCR|7SELL|8AART|9aVULN
149	24222 11252	   	187.36	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1CGEN|2LIT|3DMG|49VULN|5ASPD|6RCR|7SELL|8AART|aTLV
150	24222 11256	   	187.36	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1CGEN|2LIT|3DMG|49VULN|5ASPD|6RCR|7SELL|8AART|aDUST
151	22315 24163	   	187.34	DCR|3VULN|2DMG|1DUR|1SELL	1CGEN|237VULN|4DUR|5SELL|6RCR|8LWND|9aDMG
152	53322 23264	 * 	187.33	DCR|2VULN|2AART|2CDMG	1DMSP|2aCDMG|3CGEN|4aVULN|5aDUST|6RCR|7RPLT|89AART|aBPWR
153	33611 13626	   	187.32	DCR|2VULN|1AART|2CDMG|1DMG	1BEXP|2AELBLL|39VULN|4aCDMG|5CGEN|6AART|7DMG|8RCR
154	53322 13626	   	187.22	DCR|2VULN|1AART|2CDMG|1DMG	1DMSP|2aCDMG|3CGEN|49VULN|5DUST|6AART|7DMG|8RCR
155	24222 13414	   	187.12	DCR|1SPLARM|2VULN|1ASPD|1DMG|2ZMB	1CGEN|2LIT|3DMG|48VULN|5ASPD|6RCR|7aZMB|9SPLARM
156	15111 41253	   	187.03	DCR|2VULN|1AART|1CDMG|2DUR|2ZMB|1AAC	17DUR|2AAC|37ZMB|4CDMG|5aCGEN|67VULN|7BPWR|8RCR|9AART
157	21361 51111	 * 	186.94	ACR|3DMG|2VULN|1AART|1CDMG	18CGEN|2TLV|38VULN|4RPLT|5RCR|678DMG|8BPWR|9CDMG|aAART
158	23461 51111	   	186.94	ACR|3DMG|2VULN|1AART|1CDMG	18CGEN|2ERES|38VULN|4RPLT|5RCR|678DMG|8BPWR|9CDMG|aAART
159	15111 41251	   	186.93	DCR|2VULN|1AART|1CDMG|2DUR|2ZMB|1AAC|1MSE	17DUR|2AAC|37ZMB|4CDMG|5CGEN|67VULN|7BPWR|8RCR|9AART|aMSE
