0	Index      	Bounty	 *	Score 	Summary	Detail	
1	12316 11631	1	 * 	281.90	橙4易伤3时间1等级1暴击	178敌人爆炸2等级378时间478a易伤5平台6核78序列升级9暴击
55	22244 11426	6	   	258.01	橙5易伤2时间	1随机矿2加一34789易伤58矿等68时间8序列升级a核
56	22244 13426	7	   	258.01	橙5易伤2时间	1随机矿2加一34789易伤58矿等68时间8序列升级a核
57	13316 11625	2	   	257.73	橙3易伤3时间1伤害	178敌人爆炸2矿等378时间478易伤5平台6核78序列升级9雷电a伤害
58	13361 11625	5	   	257.73	橙3易伤3时间1伤害	178敌人爆炸2矿等378易伤4平台578时间6核78序列升级9雷电a伤害
59	13363 11625	4	   	257.73	橙3易伤3时间1伤害	178敌人爆炸2矿等378易伤4平台578时间6核78序列升级9雷电a伤害
60	33361 11625	5	   	257.73	橙3易伤3时间1伤害	178基地爆炸2矿等378易伤4平台578时间6核78序列升级9雷电a伤害
61	33363 11625	4	   	257.73	橙3易伤3时间1伤害	178基地爆炸2矿等378易伤4平台578时间6核78序列升级9雷电a伤害
62	62113 25621	3	 * 	257.38	橙3易伤2攻速1伤害1时间2雷电	1挖青248易伤38攻速5低血量敌人6伤害78雷电8序列升级9核a时间
63	62113 25622	3	   	257.38	橙3易伤2攻速1伤害1等级2雷电	1挖青248易伤38攻速5低血量敌人6伤害78雷电8序列升级9核a等级
64	62544 24732	5	 * 	257.13	橙4易伤3雷电1伤害1全技能	1挖青2468易伤3加一568雷电68序列升级7核9全技能a伤害
65	22215 38381	9	   	256.29	橙4易伤2伤害1攻速	1随机矿2加一3789易伤48金币生成58伤害6核8序列升级a攻速
66	22242 72841	8	   	256.26	橙3易伤2伤害2等级1暴击	1随机矿2加一34a易伤5a等级6暴击7最后敌人8a伤害9核a序列升级
67	12532 13158	4	   	256.15	橙2易伤3时间2伤害1等级	145敌人爆炸245时间3加一459序列升级6核79伤害89易伤a等级
68	32532 13158	4	   	256.15	橙2易伤3时间2伤害1等级	145基地爆炸245时间3加一459序列升级6核79伤害89易伤a等级
69	32542 13158	3	   	256.15	橙2易伤3时间2伤害1等级	145基地爆炸245时间3加一459序列升级6核79伤害89易伤a等级
70	21136 11253	8	   	256.15	橙2易伤3时间2伤害1等级	1随机矿28a时间3等级4平台5额外掉落6核7a易伤9a伤害a序列升级
71	21136 14153	8	   	256.15	橙2易伤3时间2伤害1等级	1随机矿27a时间3等级4平台5额外掉落6核8a易伤9a伤害a序列升级
72	21114 63336	8	 * 	255.96	橙3易伤2时间2等级1伤害	1随机矿28时间38等级4敌人爆炸5伤害678易伤8序列升级9矿等a核
73	21114 63324	9	   	255.71	橙3易伤2时间2等级1伤害1卖塔	1随机矿28时间38等级4敌人爆炸5伤害678易伤8序列升级9卖塔a核
74	12532 13157	4	 * 	255.55	橙2易伤3伤害3时间	145敌人爆炸245时间3加一459序列升级6核79a伤害89易伤
75	32532 13157	4	   	255.55	橙2易伤3伤害3时间	145基地爆炸245时间3加一459序列升级6核79a伤害89易伤
76	32542 13157	3	   	255.55	橙2易伤3伤害3时间	145基地爆炸245时间3加一459序列升级6核79a伤害89易伤
77	11332 11615	7	   	255.25	橙3易伤2伤害1等级1时间	1a敌人爆炸2策反34a易伤5等级6时间7a伤害8平台9核a序列升级
78	22215 38353	8	   	255.15	橙3易伤2伤害1等级1时间	1随机矿2加一378易伤48金币生成58伤害6核8序列升级9时间a等级
79	22215 38363	9	   	255.15	橙3易伤2伤害1等级1时间	1随机矿2加一378易伤48金币生成58伤害6核8序列升级9时间a等级
80	11332 11324	9	   	255.00	橙3易伤2伤害1等级1时间1卖塔	18敌人爆炸2策反348易伤5等级6时间78伤害8序列升级9卖塔a核
81	22243 15838	9	   	254.95	橙4易伤2伤害1全技能	1随机矿2加一3489易伤5全技能68伤害78低血量敌人8序列升级a核
82	12516 41833	5	   	254.95	橙3易伤2伤害1等级1时间	1敌人爆炸2时间3加一457易伤69伤害8核a等级
83	21344 41837	5	   	254.95	橙3易伤2伤害1等级1时间	1随机矿2时间37a易伤4加一5等级69伤害8核
84	22242 11837	7	   	254.95	橙3易伤2伤害1等级1时间	1随机矿2加一34a易伤5等级6时间79伤害8核
85	22824 41837	3	   	254.95	橙3易伤2伤害1等级1时间	1随机矿2加一3等级47a易伤5时间69伤害8核
86	12316 13551	1	   	254.82	橙4易伤2时间1等级	1a敌人爆炸2等级3a时间478a易伤5平台6核9立即金币a序列升级
87	21332 34432	10	   	254.82	橙4易伤2时间1等级	1随机矿27时间379a易伤4额外掉落57金币生成6核7序列升级8等级
88	22243 17838	9	   	254.75	橙4易伤2伤害1全技能	1随机矿2加一3489易伤5全技能68伤害78挖尘8序列升级a核
89	12316 11535	1	   	254.72	橙4易伤2时间1等级	17敌人爆炸2等级37时间478a易伤5平台6核7序列升级9掉矿
90	12316 13635	1	   	254.72	橙4易伤2时间1等级	18敌人爆炸2等级38时间478a易伤5平台6核8序列升级9掉矿
91	22215 34315	8	   	254.55	橙3易伤3伤害1时间	1随机矿2加一38a易伤48金币生成578伤害6核8序列升级9时间
92	22215 34321	10	   	254.55	橙3易伤3伤害1等级	1随机矿2加一389易伤48金币生成578伤害6核8序列升级a等级
93	22215 34385	9	   	254.55	橙3易伤3伤害1时间	1随机矿2加一38a易伤48金币生成578伤害6核8序列升级9时间
94	22265 34315	8	   	254.55	橙3易伤3伤害1时间	1随机矿2加一38a易伤48矿等578伤害6核8序列升级9时间
95	22265 34321	10	   	254.55	橙3易伤3伤害1等级	1随机矿2加一389易伤48矿等578伤害6核8序列升级a等级
96	13341 41457	4	   	254.55	橙3易伤3伤害1等级	18敌人爆炸2矿等378易伤4加一568伤害8序列升级9等级a核
97	12316 11621	1	   	253.91	橙3易伤3时间1等级	178敌人爆炸2等级378时间478易伤5平台6核78序列升级9雷电a基地爆炸
98	12316 11623	1	   	253.91	橙3易伤3时间1等级	178敌人爆炸2等级378时间478易伤5平台6核78序列升级9雷电a最后敌人
99	12316 11626	1	   	253.91	橙3易伤3时间1等级	178敌人爆炸2等级378时间478易伤5a平台6核78序列升级9雷电
100	12316 11622	1	   	253.81	橙3易伤3时间1等级	178敌人爆炸2等级378时间478易伤5平台6核78序列升级9雷电a挖青
101	12316 11624	1	   	253.81	橙3易伤3时间1等级	178敌人爆炸2等级378时间478易伤5平台6核78序列升级9雷电a掉矿
102	22241 26751	5	   	253.75	橙3易伤2伤害1时间2雷电	1随机矿2加一348易伤5最后敌人68伤害78雷电8序列升级9核a时间
103	22241 26752	5	   	253.75	橙3易伤2伤害1等级2雷电	1随机矿2加一348易伤5最后敌人68伤害78雷电8序列升级9核a等级
104	62313 25621	3	   	253.75	橙3易伤2伤害1时间2雷电	1挖青248易伤3随机矿5低血量敌人68伤害78雷电8序列升级9核a时间
105	62313 25622	3	   	253.75	橙3易伤2伤害1等级2雷电	1挖青248易伤3随机矿5低血量敌人68伤害78雷电8序列升级9核a等级
106	22242 43727	6	   	253.75	橙3易伤2伤害1等级2雷电	1随机矿2加一34a易伤5等级6额外掉落7a伤害8a雷电9核a序列升级
107	12316 11561	1	   	253.71	橙3易伤3时间1等级	17敌人爆炸2等级379时间478易伤5平台6核7序列升级a雷电
108	12316 13661	1	   	253.71	橙3易伤3时间1等级	18敌人爆炸2等级389时间478易伤5平台6核8序列升级a雷电
109	22214 36751	3	   	253.65	橙3易伤2伤害1时间2雷电	1随机矿2加一348易伤58伤害6挖青78雷电8序列升级9核a时间
110	22214 36752	3	   	253.65	橙3易伤2伤害1等级2雷电	1随机矿2加一348易伤58伤害6挖青78雷电8序列升级9核a等级
111	22244 36751	4	   	253.65	橙3易伤2伤害1时间2雷电	1随机矿2加一348易伤58伤害6挖青78雷电8序列升级9核a时间
112	22244 36752	4	   	253.65	橙3易伤2伤害1等级2雷电	1随机矿2加一348易伤58伤害6挖青78雷电8序列升级9核a等级
113	12141 73116	4	   	253.60	橙2易伤2时间2等级1伤害1暴击1攻速	1敌人爆炸2a时间3攻速4加一5伤害6a等级7暴击8a易伤9核a序列升级
114	32141 73116	4	   	253.60	橙2易伤2时间2等级1伤害1暴击1攻速	1基地爆炸2a时间3攻速4加一5伤害6a等级7暴击8a易伤9核a序列升级
115	12532 13152	4	   	253.55	橙2易伤3时间2伤害1暴击	145敌人爆炸245时间3加一459序列升级6核79伤害89易伤a暴击
116	32532 13152	4	   	253.55	橙2易伤3时间2伤害1暴击	145基地爆炸245时间3加一459序列升级6核79伤害89易伤a暴击
117	32542 13152	3	   	253.55	橙2易伤3时间2伤害1暴击	145基地爆炸245时间3加一459序列升级6核79伤害89易伤a暴击
118	22334 23555	10	   	253.51	橙2易伤2时间1伤害2暴击1等级	1随机矿2加一3a暴击4雷电5a易伤6核7等级8伤害9a时间a序列升级
119	22215 38351	8	   	253.48	橙3易伤2伤害2时间	1随机矿2加一378易伤48金币生成58伤害6核8序列升级9a时间
120	22215 38361	9	   	253.48	橙3易伤2伤害2时间	1随机矿2加一378易伤48金币生成58伤害6核8序列升级9a时间
121	22215 38363	10	   	253.48	橙3易伤2伤害2时间	1随机矿2加一378易伤48金币生成58伤害6核8序列升级9a时间
122	22244 11316	7	   	253.48	橙3易伤2伤害2时间	1随机矿2加一34a易伤5矿等6a时间7a伤害8平台9核a序列升级
123	22214 11316	7	   	253.48	橙3易伤2伤害2时间	1随机矿2加一35a易伤4金币生成6a时间7a伤害8平台9核a序列升级
124	22214 41316	4	   	253.48	橙3易伤2伤害2时间	1随机矿2加一37a易伤4金币生成5a时间6a伤害8平台9核a序列升级
125	22254 41316	3	   	253.48	橙3易伤2伤害2时间	1随机矿2加一37a易伤4金币生成5a时间6a伤害8平台9核a序列升级
126	22264 41316	4	   	253.48	橙3易伤2伤害2时间	1随机矿2加一37a易伤4矿等5a时间6a伤害8平台9核a序列升级
127	22242 87316	5	 * 	253.29	橙3易伤2时间2攻速1等级	1随机矿2加一34a易伤5等级6a攻速7a时间8平台9核a序列升级
128	12516 41831	5	   	253.28	橙3易伤2伤害2时间	1敌人爆炸2a时间3加一457易伤69伤害8核
129	12511 41837	5	   	253.28	橙3易伤2伤害2时间	1敌人爆炸25时间3加一47a易伤69伤害8核
130	62144 45231	9	   	253.27	橙3易伤2伤害2等级1攻速1卖塔	1挖青29a易伤3攻速4加一5a等级6a伤害7卖塔8核a序列升级
131	42532 13152	4	   	253.25	橙2易伤3时间2伤害1暴击	145挖尘245时间3加一459序列升级6核79伤害89易伤a暴击
132	22214 11761	8	   	253.24	橙3易伤2伤害2时间1卖塔	1随机矿2加一35a易伤4金币生成6a时间7a伤害8卖塔9核a序列升级
133	22215 35641	9	   	253.24	橙3易伤2伤害2时间1卖塔	1随机矿2加一38a易伤4金币生成5a伤害6核7卖塔9a时间a序列升级
134	22823 84474	3	 * 	253.17	橙2易伤2伤害2攻速3等级1时间	1随机矿2加一358等级45易伤58序列升级68攻速78伤害9核a时间
135	22215 38364	10	   	252.55	橙3易伤2伤害1时间1暴击	1随机矿2加一378易伤48金币生成58伤害6核8序列升级9时间a暴击
136	22248 14861	8	   	252.55	橙3易伤2伤害1时间1暴击	1随机矿2加一34a易伤5a伤害6时间7暴击8a金币生成9核a序列升级
137	21344 14545	8	   	252.49	橙2易伤2伤害2时间1等级1全技能	1随机矿2a时间3a易伤4加一5等级6低血量敌人7全技能8a伤害9核a序列升级
138	32623 31663	6	   	252.28	橙3易伤3雷电1伤害1时间1攻速	18基地爆炸2时间378雷电4攻速5伤害68a易伤8序列升级9核
139	32623 31663	5	   	252.28	橙3易伤3雷电1伤害1时间1攻速	18基地爆炸2时间378雷电4攻速5伤害68a易伤8序列升级9核
140	12316 11516	1	   	252.25	橙3易伤2时间1伤害1等级	17敌人爆炸2等级37时间478易伤5平台6核7序列升级9策反a伤害
141	12316 11542	1	   	252.25	橙3易伤2时间1伤害1等级	17敌人爆炸2等级37时间478易伤5平台6核7序列升级9伤害a基地爆炸
142	12316 13616	1	   	252.25	橙3易伤2时间1伤害1等级	18敌人爆炸2等级38时间478易伤5平台6核8序列升级9策反a伤害
143	12316 13642	1	   	252.25	橙3易伤2时间1伤害1等级	18敌人爆炸2等级38时间478易伤5平台6核8序列升级9伤害a基地爆炸
144	11335 25234	7	   	252.22	橙4易伤2时间1暴击	18敌人爆炸2策反3489易伤5暴击6低血量敌人78时间8序列升级a核
145	13335 25321	9	   	252.22	橙4易伤2时间1暴击	1a敌人爆炸2矿等349a易伤5暴击6低血量敌人7a时间8核a序列升级
146	13316 11615	2	   	252.20	橙4易伤3时间	178敌人爆炸2a矿等378时间478a易伤5平台6核78a序列升级9a最后敌人
147	13361 11615	5	   	252.20	橙4易伤3时间	178敌人爆炸2a矿等378a易伤4平台578时间6核78a序列升级9a最后敌人
148	13363 11615	4	   	252.20	橙4易伤3时间	178敌人爆炸2a矿等378a易伤4平台578时间6核78a序列升级9a最后敌人
149	33361 11615	5	   	252.20	橙4易伤3时间	178基地爆炸2a矿等378a易伤4平台578时间6核78a序列升级9a最后敌人
150	33363 11615	4	   	252.20	橙4易伤3时间	178基地爆炸2a矿等378a易伤4平台578时间6核78a序列升级9a最后敌人
151	62132 61126	8	 * 	252.17	橙3易伤2伤害2攻速	1挖青28a易伤3a攻速4额外掉落5金币生成6雷电7a伤害9核a序列升级
152	12316 11541	1	   	252.15	橙3易伤2时间1伤害1等级	17敌人爆炸2等级37时间478易伤5平台6核7序列升级9伤害a掉矿
153	12316 11543	1	   	252.15	橙3易伤2时间1伤害1等级	17敌人爆炸2等级37时间478易伤5平台6核7序列升级9伤害a挖青
154	12316 13641	1	   	252.15	橙3易伤2时间1伤害1等级	18敌人爆炸2等级38时间478易伤5平台6核8序列升级9伤害a掉矿
155	12316 13643	1	   	252.15	橙3易伤2时间1伤害1等级	18敌人爆炸2等级38时间478易伤5平台6核8序列升级9伤害a挖青
156	14335 25321	9	   	252.12	橙4易伤2时间1暴击	1a敌人爆炸2掉矿349a易伤5暴击6低血量敌人7a时间8核a序列升级
157	22246 26235	7	   	252.12	橙4易伤2时间1暴击	1随机矿2加一3489易伤5暴击68低血量敌人78时间8序列升级a核
158	22144 65235	7	   	252.12	橙4易伤2时间1暴击	1随机矿2加一38敌人爆炸4暴击5789易伤68时间8序列升级a核
159	22246 62235	6	   	252.12	橙4易伤2时间1暴击	1随机矿2加一3489易伤5暴击68时间78敌人爆炸8序列升级a核
160	22246 82235	5	   	252.12	橙4易伤2时间1暴击	1随机矿2加一3489易伤5暴击68时间78敌人爆炸8序列升级a核
161	22215 34325	8	   	252.05	橙3易伤3伤害1暴击	1随机矿2加一389易伤489金币生成578伤害6核89序列升级a暴击
162	22315 82135	3	   	252.02	橙4易伤2时间1暴击	1随机矿2加一3暴击4689易伤56时间6序列升级7敌人爆炸a核
163	13316 11551	2	   	252.00	橙4易伤3时间	17a敌人爆炸2矿等37a时间478a易伤5平台6核7a序列升级9立即金币
164	13316 11611	2	   	252.00	橙4易伤3时间	178敌人爆炸2矿等378时间478a易伤5平台6核78序列升级9最后敌人
165	13316 13651	2	   	252.00	橙4易伤3时间	18a敌人爆炸2矿等38a时间478a易伤5平台6核8a序列升级9立即金币
166	13361 13651	5	   	252.00	橙4易伤3时间	18a敌人爆炸2矿等378a易伤4平台58a时间6核8a序列升级9立即金币
167	13363 13651	4	   	252.00	橙4易伤3时间	18a敌人爆炸2矿等378a易伤4平台58a时间6核8a序列升级9立即金币
168	33361 13651	5	   	252.00	橙4易伤3时间	18a基地爆炸2矿等378a易伤4平台58a时间6核8a序列升级9立即金币
169	33363 13651	4	   	252.00	橙4易伤3时间	18a基地爆炸2矿等378a易伤4平台58a时间6核8a序列升级9立即金币
170	13361 11551	5	   	252.00	橙4易伤3时间	17a敌人爆炸2矿等378a易伤4平台57a时间6核7a序列升级9立即金币
171	13361 11611	5	   	252.00	橙4易伤3时间	178敌人爆炸2矿等378a易伤4平台578时间6核78序列升级9最后敌人
172	13363 11551	4	   	252.00	橙4易伤3时间	17a敌人爆炸2矿等378a易伤4平台57a时间6核7a序列升级9立即金币
173	13363 11611	4	   	252.00	橙4易伤3时间	178敌人爆炸2矿等378a易伤4平台578时间6核78序列升级9最后敌人
174	33361 11551	5	   	252.00	橙4易伤3时间	17a基地爆炸2矿等378a易伤4平台57a时间6核7a序列升级9立即金币
175	33361 11611	5	   	252.00	橙4易伤3时间	178基地爆炸2矿等378a易伤4平台578时间6核78序列升级9最后敌人
176	33363 11551	4	   	252.00	橙4易伤3时间	17a基地爆炸2矿等378a易伤4平台57a时间6核7a序列升级9立即金币
177	33363 11611	4	   	252.00	橙4易伤3时间	178基地爆炸2矿等378a易伤4平台578时间6核78序列升级9最后敌人
178	22215 34325	9	   	251.95	橙3易伤3伤害1暴击	1随机矿2加一389易伤48金币生成578伤害6核8序列升级a暴击
179	22265 34325	9	   	251.95	橙3易伤3伤害1暴击	1随机矿2加一389易伤48矿等578伤害6核8序列升级a暴击
180	22242 11877	7	   	251.95	橙3易伤2时间1伤害1等级	1随机矿2加一34a易伤5等级69时间7伤害8核
181	22246 61235	6	   	251.92	橙4易伤2时间1暴击	1随机矿2加一3489易伤5暴击68时间78挖尘8序列升级a核
182	22246 81235	5	   	251.92	橙4易伤2时间1暴击	1随机矿2加一3489易伤5暴击68时间78挖尘8序列升级a核
183	22315 81135	3	   	251.92	橙4易伤2时间1暴击	1随机矿2加一3暴击4689易伤56时间6序列升级7挖尘a核
