0	Index      	 *	Score 	Summary	Detail	
1	51123 42215	 * 	195.00	ACR|3VULN|2DMG|1AART|2ZMB|1SELL	1RPLT|26aVULN|3RCR|4SELL|56FEWX|6aBPWR|7aZMB|8AART|9aDMG
48	51217 41225	   	174.07	DCR|3VULN|2DMG|1AART	1RPLT|269VULN|3RCVC|4MBVNT|56DMG|6BPWR|7AART|8FEWX|aRCR
49	51217 41325	   	174.07	DCR|3VULN|2DMG|1AART	1RPLT|269VULN|3RCVC|4MBVNT|56DMG|6BPWR|7AART|8BEXP|aRCR
50	51217 41425	   	174.07	DCR|3VULN|2DMG|1AART	1RPLT|269VULN|3RCVC|4MBVNT|56DMG|6BPWR|7AART|8LWND|aRCR
51	32113 61144	   	173.87	ACR|3VULN|2DMG|1CDMG|1DUR	19ERES|2DUR|3BELT|4RCR|5RPLT|69DMG|789VULN|9BPWR|aCDMG
52	51217 47244	 * 	173.83	DCR|3DMG|2VULN|2CDMG	1RPLT|26VULN|3RCVC|4MBVNT|567DMG|6BPWR|8RCR|9aCDMG
53	21626 63232	 * 	173.82	DCR|4VULN|1AART|1CDMG|1FLTHEA	1LHND|2CDMG|3479VULN|5LIT|6FLTHEA|8AART|aRCR
54	31611 13616	   	173.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2ASPD|35VULN|4DMG|6ZMB|7AART|8RCR|9NUKE|aCDMG
55	11171 86444	 * 	173.53	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	12ASPD|3MBVNT|4AART|59VULN|6RMIN|7RCR|8DMG|aCDMG
56	11171 26844	   	173.43	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	12ASPD|3MBVNT|4AART|59VULN|6ERES|7RCR|8DMG|aCDMG
57	51123 42211	   	173.36	ACR|3VULN|1AART|1DMG|1ZMB|1SELL	1RPLT|26aVULN|3RCR|4SELL|56FEWX|6BPWR|7ZMB|8AART|9DMG
58	34621 23422	 * 	173.22	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1ERES|2aVULN|3BASICY|49AART|5DUR|6ZMB|7DMG|8RCR
59	55311 61211	   	173.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RPLT|2CDMG|3DUST|4ZMB|5aVULN|6RCR|7RCVC|8AART|9DMG
60	21614 31367	   	173.01	DCR|4VULN|1AART|1CDMG|1DUR	1LHND|2CDMG|3579VULN|4MBVNT|6AART|8RCR|aDUR
61	51131 21236	   	172.90	ACR|3VULN|1AART|1DMG|1ZMB	1RPLT|26aVULN|3RCR|4BEXP|5FEWX|7DMG|8ZMB|9AART
62	51143 21236	   	172.90	ACR|3VULN|1AART|1DMG|1ZMB	1RPLT|26aVULN|3RCR|4FEWX|5BEXP|7DMG|8ZMB|9AART
63	51221 31344	   	172.89	DCR|3VULN|1AART|1DMG|1ZMB	1RPLT|247VULN|3RCVC|5LHND|6AART|8RCR|9DMG|aZMB
64	31611 13345	   	172.83	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1ERES|2ASPD|359VULN|4DMG|6ZMB|7AART|8RCVC|aRCR
65	51132 21236	   	172.80	ACR|3VULN|1AART|1DMG|1ZMB	1RPLT|26aVULN|3RCR|4BEXP|5MBVNT|7DMG|8ZMB|9AART
66	51133 21235	   	172.80	ACR|3VULN|1AART|1DMG|1ZMB	1RPLT|26aVULN|3RCR|4BEXP|5DUST|7DMG|8ZMB|9AART
67	51621 31322	   	172.58	DCR|4VULN|1AART|1DMG	1RPLT|2347VULN|5LHND|6AART|8RCR|9LIT|aDMG
68	51621 31342	   	172.58	DCR|4VULN|1AART|1DMG	1RPLT|2347VULN|5LHND|6AART|8RCR|9DMG|aCGEN
69	51621 31341	   	172.48	DCR|4VULN|1AART|1DMG	1RPLT|2347VULN|5LHND|6AART|8RCR|9DMG|aERES
70	31611 13632	   	172.30	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	1ERES|2ASPD|35VULN|4DMG|6ZMB|7AART|8RCR|9aDUR
71	51621 31351	   	172.29	DCR|5VULN|1AART|1ASPD	1RPLT|23479VULN|5LHND|6AART|8RCR|aASPD
72	34112 43216	   	172.20	ACR|3VULN|1AART|1DMG|1ZMB	1ERES|29aVULN|3BELT|4RCR|5ZMB|6AART|7DMG|8LWND
73	34112 43316	   	172.20	ACR|3VULN|1AART|1DMG|1ZMB	1ERES|29aVULN|3BELT|4RCR|5ZMB|6AART|7DMG|8LHND
74	12512 21326	 * 	172.14	DCR|2VULN|2AART|1CDMG|1ZMB|1ASPD|1DUR	1ASPD|2CDMG|3RMIN|4ZMB|5DUR|69VULN|7aAART|8RCR
75	36412 21326	   	172.04	DCR|2VULN|2AART|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2CDMG|3ASPD|4ZMB|5DUR|69VULN|7aAART|8RCR
76	21614 31322	   	172.03	DCR|3VULN|1AART|1DMG|1CDMG	1LHND|2CDMG|357VULN|4MBVNT|6AART|8RCR|9LIT|aDMG
77	21614 31352	   	172.03	DCR|3VULN|1AART|1DMG|1CDMG	1LHND|2CDMG|357VULN|4MBVNT|6AART|8RCR|9DMG|aCGEN
78	21614 31354	   	172.03	DCR|3VULN|1AART|1DMG|1CDMG	1aLHND|2CDMG|357VULN|4MBVNT|6AART|8RCR|9DMG
79	21614 31356	   	172.03	DCR|3VULN|1AART|1DMG|1CDMG	1LHND|2CDMG|357VULN|4MBVNT|6AART|8RCR|9DMG|aLIT
80	21625 31322	   	172.03	DCR|3VULN|1AART|1DMG|1CDMG	1LHND|2CDMG|347VULN|5MBVNT|6AART|8RCR|9LIT|aDMG
81	21625 31352	   	172.03	DCR|3VULN|1AART|1DMG|1CDMG	1LHND|2CDMG|347VULN|5MBVNT|6AART|8RCR|9DMG|aCGEN
82	21625 31354	   	172.03	DCR|3VULN|1AART|1DMG|1CDMG	1aLHND|2CDMG|347VULN|5MBVNT|6AART|8RCR|9DMG
83	21614 31351	   	171.93	DCR|3VULN|1AART|1DMG|1CDMG	1LHND|2CDMG|357VULN|4MBVNT|6AART|8RCR|9DMG|aERES
84	21625 31351	   	171.93	DCR|3VULN|1AART|1DMG|1CDMG	1LHND|2CDMG|347VULN|5MBVNT|6AART|8RCR|9DMG|aERES
85	51217 41723	   	171.82	DCR|2VULN|2DMG|1AART|1ZMB	1RPLT|26VULN|3RCVC|4MBVNT|56DMG|6BPWR|7AART|8BELT|9RCR|aZMB
86	33113 11132	   	171.77	DCR|3VULN|2DMG|1AART	17ERES|2RPLT|37DMG|4MBVNT|5AART|679VULN|7BPWR|8LHND|aRCR
87	33113 11412	   	171.77	DCR|3VULN|2DMG|1AART	17ERES|2RPLT|37DMG|4MBVNT|5AART|678VULN|7BPWR|9LHND|aRCR
88	33113 11482	   	171.77	DCR|3VULN|2DMG|1AART	17ERES|2RPLT|37DMG|4MBVNT|5AART|678VULN|7BPWR|9FEWX|aRCR
89	53113 11132	   	171.77	DCR|3VULN|2DMG|1AART	1RPLT|27ERES|37DMG|4MBVNT|5AART|679VULN|7BPWR|8LHND|aRCR
90	53113 11412	   	171.77	DCR|3VULN|2DMG|1AART	1RPLT|27ERES|37DMG|4MBVNT|5AART|678VULN|7BPWR|9LHND|aRCR
91	53113 11482	   	171.77	DCR|3VULN|2DMG|1AART	1RPLT|27ERES|37DMG|4MBVNT|5AART|678VULN|7BPWR|9FEWX|aRCR
92	42211 11356	 * 	171.59	ACR|3VULN|3DMG|1AART|1MSE	1MSE|278VULN|3RCR|4BELT|56aDMG|9AART
93	14611 13612	   	171.52	DCR|2VULN|2AART|1DMG|1ZMB|1ASPD	1ASPD|25VULN|3MLV|4DMG|6ZMB|7aAART|8RCR|9NUKE
94	15611 13612	   	171.52	DCR|2VULN|2AART|1DMG|1ZMB|1ASPD	1ASPD|2CGEN|35VULN|4DMG|6ZMB|7aAART|8RCR|9NUKE
95	31611 13662	   	171.52	DCR|2VULN|2AART|1DMG|1ZMB|1ASPD	1ERES|2ASPD|35VULN|4DMG|6ZMB|7aAART|8RCR|9RMIN
96	22346 12335	 * 	171.45	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1aLHND|2aVULN|3DUR|4RCR|5DMG|6LEGI|7aCDMG|8AART|9RPLT|aBPWR
97	31611 13612	   	171.42	DCR|2VULN|2AART|1DMG|1ZMB|1ASPD	1ERES|2ASPD|35VULN|4DMG|6ZMB|7aAART|8RCR|9NUKE
98	11171 86442	 * 	171.32	DCR|2AART|2VULN|1DMG|2ASPD	12ASPD|3MBVNT|4aAART|59VULN|6RMIN|7RCR|8DMG
99	11171 26842	   	171.22	DCR|2AART|2VULN|1DMG|2ASPD	12ASPD|3MBVNT|4aAART|59VULN|6ERES|7RCR|8DMG
100	14611 13162	   	171.02	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|258VULN|3MLV|4DMG|6ZMB|7AART|9FEWX|aRCR
101	14611 13422	   	171.02	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|259VULN|3MLV|4DMG|6ZMB|7AART|8LHND|aRCR
102	15611 13162	   	171.02	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2CGEN|358VULN|4DMG|6ZMB|7AART|9FEWX|aRCR
103	15611 13322	   	171.02	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2CGEN|359VULN|4DMG|6ZMB|7AART|8LHND|aRCR
104	26412 21413	   	170.96	DCR|3VULN|3DMG|1DUR	18aLHND|28aDMG|3DUR|4RPLT|5BELT|6ERES|78aVULN|8aBPWR|9RCR
105	21614 41653	   	170.95	DCR|3VULN|2DMG|1CDMG|1DUR	1LHND|2CDMG|359VULN|4MBVNT|6aDMG|7DUR|8RCR
106	31611 13162	   	170.92	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1ERES|2ASPD|358VULN|4DMG|6ZMB|7AART|9FEWX|aRCR
107	31611 13422	   	170.92	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1ERES|2ASPD|359VULN|4DMG|6ZMB|7AART|8LHND|aRCR
108	51132 21232	   	170.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RPLT|26VULN|3RCR|4BEXP|5MBVNT|7DMG|8ZMB|9AART|aCDMG
109	51133 21232	   	170.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RPLT|26VULN|3RCR|4BEXP|5DUST|7DMG|8ZMB|9AART|aCDMG
110	51617 41212	   	170.67	DCR|3VULN|2DMG|1AART	1RPLT|236VULN|4MBVNT|56DMG|6BPWR|7AART|8FEWX|9CGEN|aRCR
111	51617 41312	   	170.67	DCR|3VULN|2DMG|1AART	1RPLT|236VULN|4MBVNT|56DMG|6BPWR|7AART|8BEXP|9CGEN|aRCR
112	51617 41412	   	170.67	DCR|3VULN|2DMG|1AART	1RPLT|236VULN|4MBVNT|56DMG|6BPWR|7AART|8LWND|9CGEN|aRCR
113	51122 11452	   	170.65	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1RPLT|27VULN|3RCR|4SELL|5LIT|6ZMB|8CDMG|9AART|aDMG
114	34112 51351	   	170.40	ACR|3VULN|1AART|1DMG|1ZMB	1ERES|278VULN|3BELT|4RCR|5ZMB|6DMG|9AART|aLWND
115	12226 21364	 * 	170.36	DCR|2VULN|2AART|3CDMG|2ASPD	13ASPD|236CDMG|36BPWR|46VULN|5RMIN|7LHND|8aAART|9RCR
116	21614 47382	   	170.36	DCR|2VULN|2DMG|1AART|1CDMG	1LHND|2CDMG|35VULN|4MBVNT|67DMG|8AART|9RCR|aCGEN
117	21614 47384	   	170.36	DCR|2VULN|2DMG|1AART|1CDMG	1aLHND|2CDMG|35VULN|4MBVNT|67DMG|8AART|9RCR
118	34112 51352	   	170.30	ACR|3VULN|1AART|1DMG|1ZMB	1aERES|278VULN|3BELT|4RCR|5ZMB|6DMG|9AART
119	56313 11234	   	170.29	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1RPLT|27DMG|3DUR|478CGEN|5AART|67VULN|7BPWR|9ASPD|aRCR
120	33113 43484	   	170.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ERES|2RPLT|36DMG|4MBVNT|5AART|7RCR|8VULN|9CDMG|aZMB
121	33113 53484	   	170.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	16ERES|2RPLT|36DMG|4MBVNT|5AART|6BPWR|7RCR|8VULN|9CDMG|aZMB
122	53113 43484	   	170.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RPLT|2ERES|36DMG|4MBVNT|5AART|7RCR|8VULN|9CDMG|aZMB
123	53113 53484	   	170.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RPLT|26ERES|36DMG|4MBVNT|5AART|6BPWR|7RCR|8VULN|9CDMG|aZMB
124	21614 47381	   	170.26	DCR|2VULN|2DMG|1AART|1CDMG	1LHND|2CDMG|35VULN|4MBVNT|67DMG|8AART|9RCR|aERES
125	33114 48731	   	170.23	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1ERES|2RPLT|36DMG|4MBVNT|56CDMG|6BPWR|7RCR|8DUR|9AART|aVULN
126	53114 48731	   	170.23	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1RPLT|2ERES|36DMG|4MBVNT|56CDMG|6BPWR|7RCR|8DUR|9AART|aVULN
127	33113 43456	   	170.15	DCR|2VULN|2DMG|1AART|1DUR	1ERES|2RPLT|36DMG|4MBVNT|5AART|7RCR|8aVULN|9DUR
128	33113 43846	   	170.15	DCR|2VULN|2DMG|1AART|1DUR	1ERES|2RPLT|36DMG|4MBVNT|5AART|7RCR|8DUR|9aVULN
129	33113 53456	   	170.15	DCR|2VULN|2DMG|1AART|1DUR	16ERES|2RPLT|36DMG|4MBVNT|5AART|6BPWR|7RCR|8aVULN|9DUR
130	33113 53846	   	170.15	DCR|2VULN|2DMG|1AART|1DUR	16ERES|2RPLT|36DMG|4MBVNT|5AART|6BPWR|7RCR|8DUR|9aVULN
131	53113 43456	   	170.15	DCR|2VULN|2DMG|1AART|1DUR	1RPLT|2ERES|36DMG|4MBVNT|5AART|7RCR|8aVULN|9DUR
132	53113 43846	   	170.15	DCR|2VULN|2DMG|1AART|1DUR	1RPLT|2ERES|36DMG|4MBVNT|5AART|7RCR|8DUR|9aVULN
133	36226 22512	   	170.15	DCR|2VULN|2DMG|3CDMG|1DUR	13ERES|236CDMG|36BPWR|46VULN|5RMIN|7RCR|89DMG|aDUR
134	12224 62512	 * 	170.04	DCR|2VULN|2DMG|3ASPD|2CDMG	138ASPD|23CDMG|38BPWR|48VULN|5BEXP|6ERES|78DMG|9CGEN|aRCR
135	21614 31375	   	169.91	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1LHND|2CDMG|357VULN|4MBVNT|6AART|8RCR|9ASPD|aZMB
136	33126 62351	   	169.87	DCR|3DMG|2VULN|1AART	1ERES|2RPLT|357DMG|46VULN|8AART|9LSRHEA|aRCR
137	51153 25211	   	169.84	ACR|2VULN|1AART|1DMG|2DUR|1ZMB|1SELL	1RPLT|2aVULN|3RCR|4ZMB|56DUR|7SELL|8AART|9DMG
138	31211 16462	   	169.74	DCR|2VULN|2AART|1DMG|2DUR|1ASPD	1ERES|2ASPD|36DUR|4DMG|57VULN|8aAART|9RCR
139	51133 21643	   	169.68	ACR|4VULN|2DMG	1RPLT|2689VULN|3RCR|4BEXP|5DUST|7aDMG
140	22346 16213	 * 	169.47	ACR|2VULN|2DMG|1AART|1DUR	1LHND|29VULN|3DUR|4RCR|5aDMG|6LEGI|7AART|8LIT
141	51217 47234	   	169.42	DCR|3VULN|3DMG	1RPLT|26aVULN|3RCVC|4MBVNT|567DMG|6BPWR|8RCR|9TLV
142	21635 31362	   	169.17	DCR|4VULN|1AART|1CDMG	1LHND|2CDMG|379aVULN|4RCVC|5MBVNT|6AART|8RCR
143	51153 25221	 * 	169.09	ACR|2VULN|2AART|3DUR|2ZMB|1SELL	1RPLT|29VULN|3RCR|49ZMB|569DUR|7SELL|8aAART|9BPWR
144	51122 32343	 * 	169.09	ACR|3DMG|2VULN|2ASPD|1SELL	1RPLT|29VULN|3RCR|4SELL|5LIT|69aDMG|79ASPD|8MBVNT|9BPWR
145	21614 47171	   	169.06	DCR|2VULN|2DMG|1AART|1CDMG	1LHND|2CDMG|35VULN|4MBVNT|67DMG|8LEGI|9RCR|aAART
146	34154 11123	   	169.03	DCR|3VULN|1AART|1DMG|1CDMG	1ERES|256VULN|3BELT|4DMG|7AART|8RPLT|9RCR|aCDMG
147	22346 21351	   	168.97	ACR|2VULN|2DMG|1AART|1DUR	1LHND|2aVULN|3DUR|4RCR|57DMG|6FEWX|8AART|9DMSP
148	11461 13232	   	168.92	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB|1DUR	12ASPD|35VULN|4DUR|6ZMB|7AART|8CGEN|9DMG|aRCR
149	33126 12541	   	168.92	DCR|2VULN|2DMG|1AART|1ZMB	1ERES|2RPLT|35DMG|49VULN|6LHND|7ZMB|8RCR|aAART
150	22346 31351	   	168.87	ACR|2VULN|2DMG|1AART|1DUR	1LHND|2aVULN|3DUR|4RCR|57DMG|6DUST|8AART|9DMSP
151	11614 13116	   	168.87	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	12ASPD|3CGEN|45DUR|6RCR|7AART|8VULN|9DMG|aCDMG
152	51131 21636	   	168.84	ACR|3VULN|1AART|1DMG|1ASPD	1RPLT|26aVULN|3RCR|4BEXP|5FEWX|7DMG|8ASPD|9AART
153	36226 22521	 * 	168.83	DCR|2VULN|3CDMG|1AART|1DMG	13ERES|236CDMG|36BPWR|46VULN|5RMIN|7RCR|8DMG|9BEXP|aAART
154	36226 22531	   	168.83	DCR|2VULN|3CDMG|1AART|1DMG	13ERES|236CDMG|36BPWR|46VULN|5RMIN|7RCR|8DMG|9FEWX|aAART
155	11171 28734	   	168.82	DCR|2AART|2VULN|1DMG|2ASPD	12ASPD|3MBVNT|47AART|59VULN|6ERES|8RCR|aDMG
156	14352 26211	   	168.82	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|27aVULN|3DUST|4ERES|5BEXP|6RCR|8AART|9DMG
157	31662 26211	   	168.82	DCR|3VULN|1AART|1DMG|1ASPD	1ERES|2ASPD|37aVULN|4DUST|5BEXP|6RCR|8AART|9DMG
158	26323 32643	   	168.81	DCR|3VULN|2DMG|1CDMG	1LHND|2aDMG|389VULN|4DUST|5FEWX|6RCR|7CDMG
159	51123 42221	 * 	168.79	ACR|3VULN|2AART|2ZMB|1SELL	1RPLT|269VULN|3RCR|4SELL|569FEWX|69BPWR|79ZMB|8aAART
160	22346 31331	   	168.77	ACR|2VULN|2DMG|1AART|1DUR	1LHND|2aVULN|3DUR|4RCR|57DMG|69DUST|8AART
161	11214 13116	   	168.77	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	12ASPD|3ERES|45DUR|6RCR|7AART|8VULN|9DMG|aCDMG
162	51221 31352	   	168.75	DCR|5VULN|1AART	1RPLT|2479aVULN|3RCVC|5LHND|6AART|8RCR
163	51132 21736	   	168.74	ACR|3VULN|1AART|1DMG|1ASPD	1RPLT|26aVULN|3RCR|4BEXP|5MBVNT|7DMG|8ASPD|9AART
164	21614 47272	   	168.55	DCR|3VULN|2DMG|1CDMG|1DUR	1LHND|2CDMG|35aVULN|4MBVNT|67DMG|8DUR|9RCR
165	21614 47273	   	168.55	DCR|3DMG|2VULN|1CDMG|1DUR	1LHND|2CDMG|35VULN|4MBVNT|67aDMG|8DUR|9RCR
166	51631 31352	   	168.45	DCR|5VULN|1AART	1RPLT|2379aVULN|4RCVC|5LHND|6AART|8RCR
