0	Index      	 *	Score 	Summary	Detail	
1	55311 26313	 * 	193.64	DCR|3VULN|2DMG|1AART|2DUR|1ASPD	1AART|247VULN|3ASPD|57DMG|67DUR|7BPWR|8BEXP|9FEWX|aRCR
21	51316 23413	   	179.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2FEWX|3ASPD|49VULN|5ZMB|6CDMG|7RCR|8DMG|aVENICY
22	53316 23413	   	179.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2ASPD|3FEWX|49VULN|5ZMB|6CDMG|7RCR|8DMG|aVENICY
23	52316 23421	   	179.46	DCR|2VULN|2DMG|1AART|1CDMG	1AART|29MLV|3FEWX|4aVULN|58DMG|6CDMG|7RCR
24	53416 21232	   	178.60	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB|1DUR	1AART|2aASPD|3RCR|4VULN|5ZMB|6CDMG|7LWND|8DUR|9DMG
25	53412 16232	   	178.57	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1AART|2ASPD|3RCR|4VULN|5aLHND|6CDMG|79DMG|8DUR
26	53411 16233	   	178.47	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1AART|2ASPD|3RCR|4aVULN|5DUST|6CDMG|7DMG|8DUR|9FEWX
27	53412 16231	   	178.47	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1AART|2ASPD|3RCR|4VULN|5LHND|6CDMG|79DMG|8DUR|aDUST
28	43325 25311	 * 	178.27	DCR|3DMG|2VULN|1AART	1CGEN|24DUST|345DMG|4BPWR|6RCR|78VULN|9LEGI|aAART
29	53412 16133	   	178.25	ACR|2DMG|1AART|1VULN|2ASPD|1CDMG	1AART|2aASPD|3RCR|4VULN|5LHND|6CDMG|79DMG|8FEWX
30	16321 45221	 * 	178.18	ACR|2VULN|2AART|3CDMG|3DUR	1aBEXP|256DUR|356CDMG|4RCR|56aBPWR|7aVULN|89AART
31	14622 12512	 * 	178.04	ACR|3VULN|2DMG|1CDMG|1ZMB	19BEXP|2CDMG|39aVULN|4RCR|5RCVC|6ERES|7ZMB|89DMG|9BPWR
32	25612 17332	 * 	177.83	DCR|2VULN|2DMG|1AART|2CDMG|1SELL	1SELL|2AART|37VULN|4MBVNT|57CDMG|67DMG|7BPWR|8BELT|9LHND|aRCR
33	21422 55214	   	177.62	DCR|3DMG|2VULN|1AART|1SELL	1SELL|26aDMG|3AART|4DUST|5aBEXP|7MBVNT|8RCR|9aVULN|aBPWR
34	53112 26632	 * 	177.53	DCR|3VULN|1AART|3ASPD|3DUR	1AART|279ASPD|3BELT|469DUR|59aVULN|8RCR|9BPWR
35	11141 41332	   	176.95	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	1BEXP|24VULN|34DUR|4BPWR|5LWND|6CDMG|7RCR|8AART|9DMG|aASPD
36	11521 26233	   	176.37	DCR|3VULN|2DMG|1AART	137BEXP|237VULN|37BPWR|457LWND|6AART|8RCR|9aDMG
37	13443 26233	   	176.37	DCR|3VULN|2DMG|1AART	157BEXP|247LWND|347VULN|47BPWR|6AART|8RCR|9aDMG
38	53411 23613	 * 	176.27	ACR|2AART|2DMG|1VULN|1ASPD|1DUR	19AART|2ASPD|3RCR|4VULN|5DUST|6DUR|7CGEN|8aDMG
39	53411 26133	 * 	176.27	ACR|2AART|2VULN|1DMG|1ASPD|1DUR	17AART|2ASPD|3RCR|4aVULN|5DUST|6DUR|8RPLT|9DMG
40	16323 42115	 * 	176.15	ACR|3VULN|1AART|2CDMG|3DUR	1BEXP|256DUR|36CDMG|4RCR|6BPWR|79aVULN|8AART
41	43363 52221	 * 	176.08	ACR|2VULN|2DMG|1AART|1FLTHEA	1CGEN|2DUST|39DMG|4RCR|5FLTHEA|6aVULN|7AART|8ERES
42	55311 26233	 * 	176.03	3VULN|2AART|2DMG|1CDMG|2DUR|1ZMB|1ASPD	18AART|247VULN|3ASPD|57DMG|67DUR|7BPWR|9ZMB|aCDMG
43	13232 34336	   	175.62	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1BEXP|2LWND|3CDMG|4VULN|59DMG|6ZMB|7RCR|8AART|aDUR
44	13232 34366	   	175.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2LWND|3CDMG|49VULN|5DMG|6ZMB|7RCR|8AART|aDUR
45	14132 34336	   	175.62	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1BEXP|2CDMG|3LWND|4VULN|59DMG|6ZMB|7RCR|8AART|aDUR
46	15236 34333	   	175.62	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1BEXP|2LHND|3CDMG|4VULN|59DMG|6ZMB|7RCR|8AART|aASPD
47	31225 42141	 * 	175.43	ACR|3VULN|2DMG|1AART|1CDMG|1DUR|2MSE	1aMSE|28aVULN|3CDMG|4RCR|5BELT|6DUR|7AART|9aDMG|aBPWR
48	25366 12133	 * 	175.38	ACR|2DMG|1AART|1CDMG|1FLTHEA|1ZMB|1ASPD|1SELL	1SELL|2AART|3RCR|4RMIN|5FLTHEA|6ASPD|79DMG|8ZMB|aCDMG
49	25366 13233	 * 	175.38	ACR|2DMG|1AART|1CDMG|1FLTHEA|1ZMB|1ASPD|1SELL	1SELL|2AART|3RCR|4RMIN|5FLTHEA|6ASPD|7ZMB|89DMG|aCDMG
50	14343 15333	 * 	175.20	DCR|3DMG|1AART|1VULN|2CDMG|1SELL	1BEXP|24CDMG|345DMG|4BPWR|6ERES|7AART|8SELL|9RCR|aVULN
51	21432 18741	   	175.12	DCR|3DMG|2VULN|1AART|1SELL	1SELL|247DMG|3AART|5LIT|6MBVNT|8aVULN|9RCR
52	25322 12335	   	175.05	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	1SELL|2AART|3RCR|48FEWX|5CDMG|68DMG|78BEXP|8BPWR|9ZMB|aVULN
53	14343 31334	 * 	174.94	DCR|3DMG|1AART|1VULN|2CDMG	16BEXP|24CDMG|345DMG|4BPWR|7FEWX|8AART|9RCR|aVULN
54	25322 12635	   	174.85	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	1SELL|2AART|3RCR|4FEWX|5CDMG|68DMG|7BEXP|9ZMB|aVULN
55	21662 16112	 * 	174.77	DCR|3VULN|2DMG|2ASPD|1ZMB|1SELL	1SELL|29DMG|39ASPD|4ERES|5ZMB|6NUKE|79aVULN|8RCR|9BPWR
56	52316 23311	   	174.21	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|2aMLV|3FEWX|4aVULN|5DMG|6CDMG|7RCR|8aDUR|9LEGI|aBPWR
57	52652 23311	   	174.21	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1AART|2aMLV|3CDMG|4aDMG|5VULN|6FEWX|7RCR|8aDUR|9LEGI|aBPWR
58	51616 23311	   	174.11	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|2aFEWX|3ERES|4aVULN|5DMG|6CDMG|7RCR|8aDUR|9LEGI|aBPWR
59	11562 32433	 * 	174.08	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	13BEXP|23aVULN|3BPWR|4RCR|5ASPD|6RPLT|7DUR|8AART|9DMG
60	11462 32433	   	173.98	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1BEXP|23aVULN|4RCR|5ASPD|6RPLT|7DUR|8AART|9DMG
61	11564 21111	 * 	173.75	ACR|3VULN|1AART|1DMG|1CDMG	135BEXP|239VULN|3BPWR|4RCR|6CDMG|7DUST|8AART|aDMG
62	52435 23233	   	173.68	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1aAART|2MLV|3ZMB|4LWND|5VULN|6CDMG|7RCR|8DUR|9DMG
63	25623 16133	   	173.62	DCR|3VULN|2DMG|1AART|1SELL	1SELL|2AART|368VULN|4LWND|58MLV|78DMG|8BPWR|9CGEN|aRCR
64	16321 45213	   	173.57	ACR|2VULN|3CDMG|1AART|3DUR|1ASPD	1BEXP|256DUR|356CDMG|4RCR|56BPWR|7aVULN|8AART|9ASPD
65	25142 16133	   	173.52	DCR|3VULN|2DMG|1AART|1SELL	1SELL|2AART|38LWND|4TLV|568VULN|78DMG|8BPWR|9CGEN|aRCR
66	11236 41334	   	173.33	DCR|3VULN|1AART|1DMG|1CDMG	1BEXP|24aVULN|3CDMG|5FEWX|6LWND|7RCR|8AART|9DMG
67	55333 14233	   	173.25	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1AART|2aVULN|3ASPD|4DUR|5LEGI|6CDMG|7LHND|8RCR|9DMG
68	13232 14364	   	173.23	DCR|3VULN|1AART|1DMG|1CDMG	1BEXP|2LWND|3CDMG|49aVULN|5DMG|6ERES|7RCR|8AART
69	53416 31322	 * 	173.12	ACR|2VULN|1AART|3ZMB|2ASPD	1AART|28ASPD|3RCR|4aVULN|589ZMB|68FEWX|7BELT|8BPWR
70	14343 32123	 * 	172.93	DCR|3DMG|2VULN|2CDMG	16BEXP|24CDMG|345DMG|4BPWR|7RCR|8LWND|9aVULN
71	14343 32223	   	172.83	DCR|3DMG|2VULN|2CDMG	16BEXP|24CDMG|345DMG|4BPWR|7RCR|8DUST|9aVULN
72	14343 32323	   	172.83	DCR|3DMG|2VULN|2CDMG	16BEXP|24CDMG|345DMG|4BPWR|7RCR|8MBVNT|9aVULN
73	26422 16133	   	172.72	DCR|3VULN|2DMG|1AART|1SELL	1SELL|28TLV|3AART|4DUST|568VULN|78DMG|8BPWR|9CGEN|aRCR
74	16321 22214	 * 	172.52	ACR|3ZMB|3CDMG|1AART|1VULN|2DUR	18BEXP|25DUR|358CDMG|4RCR|58BPWR|678ZMB|9VULN|aAART
75	53122 31636	   	172.48	DCR|3VULN|1AART|3ASPD|1ZMB	1AART|269ASPD|3BELT|49LHND|579VULN|8RCR|9BPWR|aZMB
76	43363 52222	 * 	172.15	ACR|2DMG|1AART|1VULN|1FLTHEA|1CDMG	1CGEN|2DUST|39DMG|4RCR|5FLTHEA|6VULN|7AART|8ERES|aCDMG
77	53416 21231	   	171.99	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1AART|2ASPD|3RCR|4VULN|5ZMB|6CDMG|7LWND|8DUR|9DMG|aBELT
78	53416 21233	   	171.99	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1AART|2ASPD|3RCR|4VULN|5ZMB|6CDMG|7LWND|8DUR|9DMG|aLHND
79	16323 42114	   	171.94	ACR|2VULN|2AART|2CDMG|3DUR	1BEXP|256DUR|36CDMG|4RCR|6BPWR|79VULN|8aAART
80	43325 25133	   	171.78	DCR|3DMG|1AART|1VULN|1ZMB	1CGEN|24DUST|345DMG|4BPWR|6RCR|7VULN|8LWND|9ZMB|aAART
81	43325 25233	   	171.78	DCR|3DMG|1AART|1VULN|1ZMB	1CGEN|24DUST|345DMG|4BPWR|6RCR|7VULN|8BEXP|9ZMB|aAART
82	25614 28411	   	171.71	DCR|2DMG|2VULN|1AART|1DUR|1SELL	1SELL|2AART|3aVULN|4MBVNT|5DUR|6aERES|7RCR|8aDMG|9LEGI|aBPWR
83	53424 32312	 * 	171.71	ACR|2AART|1VULN|2CDMG|1DMG|1ASPD	1aAART|2ASPD|3RCR|4TLV|56CDMG|7DMG|8VULN|9RPLT
84	11514 41332	   	171.65	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	13BEXP|23VULN|3BPWR|4CDMG|5DUR|6LWND|7RCR|8AART|9DMG|aASPD
85	53412 12411	   	171.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3RCR|49VULN|5LHND|6CDMG|7CGEN|8DMG|aLIT
86	53412 12412	   	171.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3RCR|49VULN|5LHND|6CDMG|7CGEN|8DMG|aBEXP
87	53412 13234	   	171.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3RCR|4aVULN|5LHND|6CDMG|7FEWX|8RMIN|9DMG
88	53412 16132	   	171.63	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2ASPD|3RCR|4VULN|5aLHND|6CDMG|79DMG|8FEWX
89	53412 16311	   	171.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3RCR|49VULN|5LHND|6CDMG|7DMG|8CGEN|aLIT
90	53412 16312	   	171.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3RCR|49VULN|5LHND|6CDMG|7DMG|8CGEN|aBEXP
91	53432 13233	   	171.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3RCR|4LWND|5LHND|6CDMG|7FEWX|8aVULN|9DMG
92	11523 22411	   	171.63	DCR|3VULN|1AART|1DMG|1CDMG	135BEXP|239VULN|3BPWR|4LWND|6CDMG|7AART|8RCR|aDMG
93	11234 41332	   	171.55	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1BEXP|24VULN|3CDMG|5DUR|6LWND|7RCR|8AART|9DMG|aASPD
94	11414 41332	   	171.55	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1BEXP|23VULN|4CDMG|5DUR|6LWND|7RCR|8AART|9DMG|aASPD
95	53411 13216	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3RCR|49VULN|5DUST|6CDMG|7LSRICY|8DMSP|aDMG
96	53411 16311	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3RCR|49VULN|5DUST|6CDMG|7DMG|8CGEN|aLIT
97	53411 16312	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3RCR|49VULN|5DUST|6CDMG|7DMG|8CGEN|aBEXP
98	53412 12413	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3RCR|49VULN|5LHND|6CDMG|7CGEN|8DMG|aAIRHEL
99	53412 16131	   	171.53	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2ASPD|3RCR|4VULN|5LHND|6CDMG|79DMG|8FEWX|aDUST
100	53412 16313	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3RCR|49VULN|5LHND|6CDMG|7DMG|8CGEN|aAIRHEL
101	53431 14233	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3RCR|4LWND|5DUST|6CDMG|7LHND|8aVULN|9DMG
102	11164 41212	 * 	171.47	ACR|3VULN|2DMG|1FLTHEA|1DUR	1BEXP|29aVULN|3DUR|4FLTHEA|5RCR|68DMG|7MLV
103	53411 16313	   	171.43	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3RCR|49VULN|5DUST|6CDMG|7DMG|8CGEN|aAIRHEL
104	53415 22133	   	171.43	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	1AART|25ASPD|3RCR|4aVULN|6DUST|7DUR|8RPLT|9DMG
105	11164 26222	   	171.37	ACR|3VULN|2DMG|1FLTHEA|1DUR	1BEXP|29aVULN|3DUR|4FLTHEA|5RCR|6ERES|78DMG
106	53111 51523	 * 	171.30	DCR|2VULN|1AART|2ZMB|2ASPD|2DUR	1AART|2aASPD|3BELT|4aDUR|5TLV|6RCR|78VULN|9aZMB|aBPWR
107	21431 12132	   	171.29	DCR|3DMG|1AART|1VULN|1CDMG|1SELL	1SELL|247DMG|3AART|5RMIN|6CDMG|8VULN|9RCR|aFEWX
108	21431 12134	   	171.29	DCR|3DMG|1AART|1VULN|1CDMG|1SELL	1SELL|247DMG|3AART|5aRMIN|6CDMG|8VULN|9RCR
109	21431 12135	   	171.29	DCR|3DMG|1AART|1VULN|1CDMG|1SELL	1SELL|247DMG|3AART|5RMIN|6CDMG|8VULN|9RCR|aLWND
110	21431 12136	   	171.29	DCR|3DMG|1AART|1VULN|1CDMG|1SELL	1SELL|247DMG|3AART|5RMIN|6CDMG|8VULN|9RCR|aBEXP
111	53112 21631	   	171.22	DCR|3VULN|1AART|3DUR|2ASPD	1AART|29ASPD|3BELT|469DUR|579VULN|8RCR|9BPWR|aLHND
112	53112 21633	   	171.22	DCR|3VULN|1AART|3DUR|2ASPD	1AART|29ASPD|3BELT|469DUR|579VULN|8RCR|9BPWR|aFEWX
113	53112 21635	   	171.22	DCR|3VULN|1AART|3DUR|2ASPD	1AART|29ASPD|3BELT|469DUR|579VULN|8RCR|9BPWR|aLWND
114	53112 21636	   	171.22	DCR|3VULN|1AART|3DUR|2ASPD	1AART|29ASPD|3BELT|469DUR|579VULN|8RCR|9BPWR|aRCVC
115	53153 51331	   	171.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3BELT|4MLV|57VULN|6RCR|8CDMG|9DMG|aBEXP
116	53153 51333	   	171.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3BELT|4MLV|57VULN|6RCR|8CDMG|9DMG|aLWND
117	21431 12131	   	171.19	DCR|3DMG|1AART|1VULN|1CDMG|1SELL	1SELL|247DMG|3AART|5RMIN|6CDMG|8VULN|9RCR|aDUST
118	21431 12133	   	171.19	DCR|3DMG|1AART|1VULN|1CDMG|1SELL	1SELL|247DMG|3AART|5RMIN|6CDMG|8VULN|9RCR|aERES
119	53112 21632	   	171.12	DCR|3VULN|1AART|3DUR|2ASPD	1AART|29ASPD|3BELT|469DUR|579VULN|8RCR|9BPWR|aTLV
120	53153 51332	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3BELT|4MLV|57VULN|6RCR|8CDMG|9DMG|aDUST
121	13221 45363	 * 	170.97	ACR|2VULN|2DMG|3CDMG|1DUR	19BEXP|256LWND|356CDMG|4RCR|569BPWR|79VULN|89DMG|aDUR
122	53112 41322	   	170.85	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1AART|2ASPD|3BELT|4DUR|57VULN|6DMG|8MBVNT|9RCR|aCDMG
123	25322 13415	   	170.79	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1SELL	1SELL|2AART|3RCR|47FEWX|5CDMG|69DMG|8ASPD|aVULN
124	25241 22315	 * 	170.50	ACR|2AART|2DMG|1VULN|1CDMG|1SELL	1SELL|23AART|4CGEN|5RCR|6CDMG|79DMG|8LWND|aVULN
125	16561 22111	   	170.43	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	135BEXP|25DUR|4RCR|5BPWR|6CDMG|79VULN|8AART|aDMG
126	11133 16631	 * 	170.43	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1BEXP|2aVULN|3DUR|4ERES|5AART|6aCDMG|7DMG|8RCR|9aFEWX|aBPWR
127	25241 22115	 * 	170.40	ACR|2AART|2DMG|1VULN|1CDMG|1SELL	1SELL|23AART|4CGEN|5RCR|6CDMG|79DMG|8DUST|aVULN
128	25332 15235	 * 	170.29	ACR|2AART|2DMG|2ZMB|1CDMG|1SELL	1SELL|28AART|3RCR|47aLHND|5CDMG|6aDMG|9aZMB|aBPWR
129	25332 16235	 * 	170.29	ACR|2AART|2DMG|2ZMB|1CDMG|1SELL	1SELL|28AART|3RCR|4aLHND|5CDMG|6aDMG|7RCVC|9aZMB|aBPWR
130	21342 21112	   	170.26	DCR|3DMG|1AART|1CDMG|2DUR|1ZMB|1SELL	1SELL|249DMG|34DUR|4BPWR|5ZMB|6AART|7CDMG|8DUST|aRCR
131	16321 21354	   	170.16	ACR|1AART|1VULN|1DMG|2CDMG|2DUR|1ZMB	1BEXP|25DUR|35CDMG|4RCR|5BPWR|6ZMB|7FEWX|8AART|9DMG|aVULN
132	53411 21133	   	170.12	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	1AART|2ASPD|3RCR|4aVULN|5DUST|67DUR|8RPLT|9DMG
133	55311 26323	   	170.09	DCR|3VULN|2DMG|1AART|2DUR|1ASPD|1MSE	1AART|247VULN|3ASPD|57DMG|67DUR|7BPWR|8BEXP|9MSE|aRCR
134	11141 41331	   	170.01	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1BEXP|24VULN|34DUR|4BPWR|5LWND|6CDMG|7RCR|8AART|9DMG|aBELT
135	11141 41333	   	170.01	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1BEXP|24VULN|34DUR|4BPWR|5LWND|6CDMG|7RCR|8AART|9DMG|aDMSP
136	11141 41335	   	170.01	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1BEXP|24VULN|34DUR|4BPWR|5LWND|6CDMG|7RCR|8AART|9DMG|aRPLT
137	11141 41336	   	170.01	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1BEXP|24VULN|34DUR|4BPWR|5LWND|6CDMG|7RCR|8AART|9DMG|aRMIN
138	21431 12335	   	169.87	DCR|3DMG|1AART|2CDMG|2DUR|1SELL	1SELL|247DMG|3AART|5RMIN|6aCDMG|8aDUR|9RCR|aBPWR
139	11564 22121	 * 	169.86	ACR|4VULN|1DMG|2CDMG	135BEXP|2378VULN|3BPWR|4RCR|6aCDMG|9DMG
140	53416 12313	   	169.79	ACR|2AART|1DMG|1VULN|1ZMB|1ASPD|1DUR	19AART|2ASPD|3RCR|4VULN|5ZMB|6CGEN|7DUR|8LHND|aDMG
141	11521 26231	   	169.78	DCR|3VULN|1AART|1DMG|1ZMB	137BEXP|237VULN|37BPWR|457LWND|6AART|8RCR|9DMG|aZMB
142	13443 26231	   	169.78	DCR|3VULN|1AART|1DMG|1ZMB	157BEXP|247LWND|347VULN|47BPWR|6AART|8RCR|9DMG|aZMB
143	13232 34356	   	169.48	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2LWND|3CDMG|4VULN|5DMG|6ZMB|7RCR|89AART|aDUR
144	53412 31613	   	169.43	ACR|2AART|2DMG|1VULN|1ASPD	19AART|2ASPD|3RCR|4VULN|5LHND|6CGEN|7FEWX|8aDMG
145	25213 56133	 * 	169.42	DCR|2AART|2VULN|2DMG|1SELL	1SELL|23AART|48VULN|5LWND|68MLV|78DMG|8BPWR|9CGEN|aRCR
146	16321 22215	 * 	169.38	ACR|3ZMB|3CDMG|1VULN|1DMG|2DUR	18BEXP|25DUR|358CDMG|4RCR|58BPWR|678ZMB|9VULN|aDMG
147	53411 31613	   	169.33	ACR|2AART|2DMG|1VULN|1ASPD	19AART|2ASPD|3RCR|4VULN|5DUST|6CGEN|7FEWX|8aDMG
148	53411 33613	   	169.33	ACR|2AART|2DMG|1VULN|1ASPD	19AART|2ASPD|3RCR|4VULN|5DUST|6CGEN|7LWND|8aDMG
149	11133 16611	   	169.31	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1aBEXP|2VULN|3aDUR|4ERES|5AART|6CDMG|7aDMG|8RCR|9LEGI|aBPWR
150	52435 23232	   	169.17	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1AART|2MLV|3ZMB|4LWND|5VULN|6CDMG|7RCR|8DUR|9DMG|aASPD
151	13232 14354	   	169.02	DCR|2VULN|2AART|1DMG|1CDMG	1BEXP|2LWND|3CDMG|4aVULN|5DMG|6ERES|7RCR|89AART
152	25531 16133	   	168.97	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	1SELL|2AART|38MLV|4ZMB|5RMIN|68VULN|78DMG|8BPWR|9CGEN|aRCR
153	21431 12154	   	168.89	DCR|3DMG|1AART|1VULN|1CDMG|1SELL	1SELL|247DMG|3AART|5RMIN|6CDMG|8VULN|9FEWX|aRCR
154	21431 21314	   	168.89	DCR|3DMG|1AART|1VULN|1CDMG|1SELL	1SELL|249DMG|3AART|5RMIN|6VULN|7CDMG|8LWND|aRCR
