0	Index      	 *	Score 	Summary	Detail	
1	32166 21372	 * 	208.94	ACR|4VULN|2DMG|1AART|2ASPD	1MBVNT|2AART|369aVULN|4RCR|59DMG|7LEGI|89ASPD|9BPWR
22	32166 54322	   	194.84	ACR|3VULN|2DMG|1AART|1CDMG	1MBVNT|2AART|37aVULN|4RCR|58DMG|6CDMG|9CGEN
23	32166 54332	   	194.84	ACR|3VULN|2DMG|1AART|1CDMG	1MBVNT|2AART|37aVULN|4RCR|58DMG|6CDMG|9MLV
24	32161 34471	   	193.62	ACR|3VULN|2DMG|1AART|2DUR	1MBVNT|2AART|379VULN|4RCR|5RMIN|69DMG|89DUR|9BPWR|aMLV
25	32161 34474	   	193.62	ACR|3VULN|2DMG|1AART|2DUR	1MBVNT|2AART|379VULN|4RCR|5RMIN|69DMG|89DUR|9BPWR|aBEXP
26	32161 34478	   	193.62	ACR|3VULN|2DMG|1AART|2DUR	1MBVNT|2AART|379VULN|4RCR|5RMIN|69DMG|89DUR|9BPWR|aLHND
27	32161 37472	   	193.62	ACR|3VULN|2DMG|1AART|2DUR	1MBVNT|2AART|39aVULN|4RCR|57RMIN|69DMG|89DUR|9BPWR
28	32162 35271	   	193.62	ACR|3VULN|2DMG|1AART|2DUR	1MBVNT|2AART|389VULN|4RCR|5LSRICY|69DMG|79DUR|9BPWR|aCGEN
29	32162 35273	   	193.62	ACR|3VULN|2DMG|1AART|2DUR	1MBVNT|2AART|389VULN|4RCR|5LSRICY|69DMG|79DUR|9BPWR|aDMSP
30	32166 14471	   	193.62	ACR|3VULN|2DMG|1AART|2DUR	1MBVNT|2AART|379VULN|4RCR|59DMG|6RMIN|89DUR|9BPWR|aMLV
31	32166 14474	   	193.62	ACR|3VULN|2DMG|1AART|2DUR	1MBVNT|2AART|379VULN|4RCR|59DMG|6RMIN|89DUR|9BPWR|aBEXP
32	32161 34476	   	193.52	ACR|3VULN|2DMG|1AART|2DUR	1MBVNT|2AART|379VULN|4RCR|5RMIN|69DMG|89DUR|9BPWR|aLEGI
33	32162 35274	   	193.52	ACR|3VULN|2DMG|1AART|2DUR	1MBVNT|2AART|389VULN|4RCR|5LSRICY|69DMG|79DUR|9BPWR|aLSRREG
34	32111 16637	   	192.54	DCR|4VULN|1AART|1DMG|1CDMG	1MBVNT|2AART|3468VULN|4BPWR|5CDMG|7RCR|9RCVC|aDMG
35	32146 14672	   	192.47	DCR|4VULN|2DMG|1AART	1MBVNT|2AART|379aVULN|49DUST|59DMG|6RMIN|8RCR|9BPWR
36	32114 13673	   	192.44	DCR|3VULN|2DMG|1AART|1DUR|1ASPD	1MBVNT|2AART|349VULN|49BPWR|5ASPD|69LHND|79DMG|8RCR|aDUR
37	32114 23673	   	192.44	DCR|3VULN|2DMG|1AART|1DUR|1ASPD	1MBVNT|2AART|349VULN|49BPWR|5ASPD|69LWND|79DMG|8RCR|aDUR
38	32161 34375	   	192.39	ACR|3VULN|2DMG|1AART|1ZMB	1MBVNT|2AART|379VULN|4RCR|5RMIN|69DMG|89LWND|9BPWR|aZMB
39	32166 23372	   	191.45	ACR|4VULN|1AART|1DMG|2ASPD	1MBVNT|2AART|369aVULN|4RCR|5DMG|79FEWX|89ASPD|9BPWR
40	32161 54312	   	191.35	ACR|4VULN|1AART|1DMG|1CDMG	1MBVNT|2AART|379aVULN|4RCR|5RMIN|6CDMG|8DMG
41	32164 22377	   	191.25	ACR|4VULN|1AART|1DMG|1CDMG	1MBVNT|2AART|3678VULN|4RCR|58TLV|8BPWR|9DMG|aCDMG
42	32164 22477	   	191.25	ACR|4VULN|1AART|1DMG|1CDMG	1MBVNT|2AART|3678VULN|4RCR|5TLV|9DMG|aCDMG
43	32111 16182	   	190.93	DCR|4VULN|1AART|1DMG|1CDMG	1MBVNT|2AART|346aVULN|4BPWR|5CDMG|7RCR|8MLV|9DMG
44	32818 42362	   	190.87	DCR|4VULN|2AART|1DMG|1ASPD	1MBVNT|23AART|4567VULN|6BPWR|8ASPD|9RCR|aDMG
45	32162 64372	 * 	189.70	ACR|3VULN|1AART|3CDMG|3ASPD	1MBVNT|2AART|38aVULN|4RCR|5LSRICY|68aASPD|78aCDMG|8aBPWR|9NUKE
46	32166 41372	   	189.58	ACR|3VULN|1AART|1DMG|2ASPD|2DUR	1MBVNT|2AART|39aVULN|4RCR|5DMG|69DUR|7DMSP|89ASPD|9BPWR
47	32151 54382	   	188.95	ACR|4VULN|1AART|1DMG|1CDMG	1MBVNT|2AART|378aVULN|4CGEN|5RCR|6CDMG|9DMG
48	32714 13672	   	188.91	DCR|3VULN|2DMG|1AART|1ASPD	1MBVNT|2AART|3RCVC|49aVULN|5ASPD|69LHND|79DMG|8RCR|9BPWR
49	32714 23672	   	188.91	DCR|3VULN|2DMG|1AART|1ASPD	1MBVNT|2AART|3RCVC|49aVULN|5ASPD|69LWND|79DMG|8RCR|9BPWR
50	32166 22362	   	188.70	ACR|4VULN|1AART|1DMG|1ZMB	1MBVNT|2AART|367aVULN|4RCR|5DMG|8BEXP|9ZMB
51	41411 22326	   	188.68	ACR|4VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2678VULN|3AART|4LHND|5RCR|9DUR|aDMG
52	32111 16641	 * 	188.63	DCR|4VULN|2AART|2CDMG	1MBVNT|29AART|3468VULN|4BPWR|5aCDMG|7RCR
53	41411 23362	   	188.55	ACR|4VULN|1AART|1DMG|2ASPD	19ASPD|269aVULN|3AART|4LHND|5RCR|7DMG|89LWND|9BPWR
54	32113 51475	 * 	188.52	DCR|3VULN|2DMG|1AART|2ZMB	1MBVNT|2AART|349VULN|49BPWR|5BEXP|69ZMB|7LEGI|89DMG|aRCR
55	32161 34373	   	188.33	ACR|3VULN|2DMG|1AART|1DUR	1MBVNT|2AART|379VULN|4RCR|5RMIN|69DMG|89LWND|9BPWR|aDUR
56	32161 34873	   	188.33	ACR|3VULN|2DMG|1AART|1DUR	1MBVNT|2AART|379VULN|4RCR|5RMIN|69DMG|89LHND|9BPWR|aDUR
57	32162 33475	   	188.33	ACR|3VULN|2DMG|1AART|1DUR	1MBVNT|2AART|389VULN|4RCR|5LSRICY|69DMG|79LHND|9BPWR|aDUR
58	32162 33477	   	188.33	ACR|3VULN|2DMG|1AART|1ASPD	1MBVNT|2AART|389VULN|4RCR|5LSRICY|69DMG|79LHND|9BPWR|aASPD
59	32166 14373	   	188.33	ACR|3VULN|2DMG|1AART|1DUR	1MBVNT|2AART|379VULN|4RCR|59DMG|6RMIN|89LWND|9BPWR|aDUR
60	32111 16185	   	188.28	DCR|3VULN|2AART|1DMG|1CDMG	1MBVNT|2aAART|346VULN|4BPWR|5CDMG|7RCR|8MLV|9DMG
61	32111 76182	   	188.28	DCR|3VULN|2AART|1DMG|1CDMG	1MBVNT|26AART|34aVULN|4BPWR|5CDMG|7RCR|8MLV|9DMG
62	32811 16182	   	188.28	DCR|3VULN|2AART|1DMG|1CDMG	1MBVNT|23AART|46aVULN|5CDMG|7RCR|8MLV|9DMG
63	32814 13673	   	188.24	DCR|2AART|2DMG|2VULN|1ASPD|1DUR	1MBVNT|23AART|49VULN|5ASPD|69LHND|79DMG|8RCR|9BPWR|aDUR
64	32814 23673	   	188.24	DCR|2AART|2DMG|2VULN|1ASPD|1DUR	1MBVNT|23AART|49VULN|5ASPD|69LWND|79DMG|8RCR|9BPWR|aDUR
65	32111 16285	   	188.18	DCR|3VULN|2AART|1DMG|1CDMG	1MBVNT|2aAART|346VULN|4BPWR|5CDMG|7RCR|8ERES|9DMG
66	37741 34473	   	187.73	ACR|3VULN|2DMG|1AART|1DUR	1MBVNT|29BEXP|3AART|4RCR|5RMIN|69DMG|789VULN|9BPWR|aDUR
67	32114 18475	   	187.32	DCR|3VULN|2DMG|1AART|2ASPD	1MBVNT|2AART|349VULN|49BPWR|59ASPD|6LHND|7BEXP|89DMG|aRCR
68	32166 22522	 * 	187.28	ACR|3VULN|2AART|1DMG|2DUR	1MBVNT|29AART|367VULN|4RCR|5DMG|8aDUR
69	32112 41385	   	187.12	DCR|3VULN|2DMG|1AART|2ASPD	1MBVNT|2AART|349VULN|49BPWR|5DUST|69DMG|7LEGI|89ASPD|aRCR
70	32146 21385	   	187.12	DCR|3VULN|2DMG|1AART|2ASPD	1MBVNT|2AART|369VULN|4DUST|59DMG|7LEGI|89ASPD|9BPWR|aRCR
71	32111 16643	 * 	186.59	DCR|4VULN|3AART|1CDMG	1MBVNT|29aAART|3468VULN|4BPWR|5CDMG|7RCR
72	34132 24378	 * 	186.44	ACR|2VULN|1AART|3ASPD|1DMG|2DUR|1ZMB	1MBVNT|289ASPD|3ZMB|49DUR|5RCR|6AART|79VULN|9BPWR|aDMG
73	32166 54314	   	186.12	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1MBVNT|2AART|37VULN|4RCR|58DMG|6CDMG|9DMSP|aDUR
74	32166 54343	   	186.02	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1MBVNT|2AART|37VULN|4RCR|58DMG|6CDMG|9DUST|aASPD
75	41411 23523	   	185.58	ACR|3VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|26aVULN|3AART|4LHND|5RCR|7DMG|8ZMB|9DUR
76	32114 13671	   	185.51	DCR|3VULN|2DMG|1AART|1ASPD	1MBVNT|2AART|349VULN|49BPWR|5ASPD|69LHND|79DMG|8RCR|aMLV
77	32114 13675	   	185.51	DCR|3VULN|2DMG|1AART|1ASPD	1MBVNT|2AART|349VULN|49BPWR|5ASPD|69LHND|79DMG|8RCR|aRMIN
78	32114 13676	   	185.51	DCR|3VULN|2DMG|1AART|1ASPD	1MBVNT|2AART|349VULN|49BPWR|5ASPD|69LHND|79DMG|8RCR|aDMSP
79	32114 13678	   	185.51	DCR|3VULN|2DMG|1AART|1ASPD	1MBVNT|2AART|349VULN|49BPWR|5ASPD|69aLHND|79DMG|8RCR
80	32114 23671	   	185.51	DCR|3VULN|2DMG|1AART|1ASPD	1MBVNT|2AART|349VULN|49BPWR|5ASPD|69LWND|79DMG|8RCR|aMLV
81	32114 23675	   	185.51	DCR|3VULN|2DMG|1AART|1ASPD	1MBVNT|2AART|349VULN|49BPWR|5ASPD|69LWND|79DMG|8RCR|aRMIN
82	32114 23676	   	185.51	DCR|3VULN|2DMG|1AART|1ASPD	1MBVNT|2AART|349VULN|49BPWR|5ASPD|69LWND|79DMG|8RCR|aDMSP
83	32114 23678	   	185.51	DCR|3VULN|2DMG|1AART|1ASPD	1MBVNT|2AART|349VULN|49BPWR|5ASPD|69LWND|79DMG|8RCR|aLHND
84	32114 13677	   	185.41	DCR|3VULN|2DMG|1AART|1ASPD	1MBVNT|2AART|349VULN|49BPWR|5ASPD|69LHND|79DMG|8RCR|aERES
85	32114 23677	   	185.41	DCR|3VULN|2DMG|1AART|1ASPD	1MBVNT|2AART|349VULN|49BPWR|5ASPD|69LWND|79DMG|8RCR|aERES
86	32146 14673	   	185.31	DCR|3VULN|2DMG|1AART|1DUR	1MBVNT|2AART|379VULN|49DUST|59DMG|6RMIN|8RCR|9BPWR|aDUR
87	32166 42383	   	184.64	ACR|4VULN|1AART|1DMG|1DUR	1MBVNT|2AART|389aVULN|4RCR|5DMG|6DUR|7LWND
88	32166 22533	   	184.64	ACR|4VULN|1AART|1DMG|1DUR	1MBVNT|2AART|367aVULN|4RCR|5DMG|8DUR|9BEXP
89	32166 22823	   	184.64	ACR|4VULN|1AART|1DMG|1DUR	1MBVNT|2AART|367aVULN|4RCR|5DMG|8LWND|9DUR
90	32166 21623	   	184.54	ACR|4VULN|1AART|1DMG|1DUR	1MBVNT|2AART|368aVULN|4RCR|5DMG|7LEGI|9DUR
91	32166 22123	   	184.54	ACR|4VULN|1AART|1DMG|1DUR	1MBVNT|2AART|367aVULN|4RCR|5DMG|8LEGI|9DUR
92	32166 22463	   	184.54	ACR|4VULN|1AART|1DMG|1DUR	1MBVNT|2AART|367aVULN|4RCR|5DMG|8DUST|9DUR
93	32111 16672	   	184.52	DCR|4VULN|1AART|1CDMG|1FLTHEA	1MBVNT|2AART|3468VULN|4BPWR|5CDMG|7RCR|9FLTHEA|aRPLT
94	32111 16674	   	184.52	DCR|4VULN|1AART|1CDMG|1FLTHEA	1MBVNT|2AART|3468VULN|4BPWR|5CDMG|7RCR|9FLTHEA|aCGEN
95	32111 16673	   	184.42	DCR|4VULN|1AART|1CDMG|1FLTHEA	1MBVNT|2AART|3468VULN|4BPWR|5CDMG|7RCR|9FLTHEA|aDUST
96	32114 44672	   	184.32	DCR|4VULN|1AART|1DMG|1ASPD	1MBVNT|2AART|3479VULN|4BPWR|5ASPD|6RCVC|8RCR|aDMG
97	32166 23373	   	184.29	ACR|3VULN|1AART|1DMG|2ASPD|1DUR	1MBVNT|2AART|369VULN|4RCR|5DMG|79FEWX|89ASPD|9BPWR|aDUR
98	32544 11612	 * 	184.12	ACR|5VULN|1AART|1CDMG	1MBVNT|2AART|3FEWX|4RCR|5789aVULN|6CDMG
99	32161 34247	   	184.05	ACR|2AART|2VULN|1DMG|1CDMG|1ZMB	1MBVNT|28AART|37VULN|4RCR|5RMIN|6DMG|9ZMB|aCDMG
100	32166 14247	   	184.05	ACR|2AART|2VULN|1DMG|1CDMG|1ZMB	1MBVNT|28AART|37VULN|4RCR|5DMG|6RMIN|9ZMB|aCDMG
101	32111 16633	   	183.92	DCR|4VULN|2AART|1CDMG	1MBVNT|2aAART|3468VULN|4BPWR|5CDMG|7RCR|9RCVC
102	32111 16612	 * 	183.70	DCR|5VULN|1AART|1CDMG	1MBVNT|2AART|3468aVULN|4BPWR|5CDMG|7RCR|9LWND
103	32111 16622	   	183.70	DCR|5VULN|1AART|1CDMG	1MBVNT|2AART|3468aVULN|4BPWR|5CDMG|7RCR|9FEWX
104	32111 16682	   	183.70	DCR|5VULN|1AART|1CDMG	1MBVNT|2AART|3468aVULN|4BPWR|5CDMG|7RCR|9BEXP
105	32111 16712	   	183.70	DCR|5VULN|1AART|1CDMG	1MBVNT|2AART|3469aVULN|4BPWR|5CDMG|7RCR|8LHND
106	32111 16284	   	183.67	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2AART|346VULN|4BPWR|5CDMG|7RCR|8ERES|9DMG|aDUR
107	32161 55313	 * 	183.66	ACR|3VULN|1AART|2CDMG|2FLTHEA	1MBVNT|2AART|38aVULN|4RCR|5RMIN|68CDMG|78FLTHEA|8BPWR|9LHND
108	41411 22262	   	183.64	ACR|4VULN|1AART|1DMG|1ASPD	1ASPD|2679VULN|3AART|4LHND|5RCR|8RCVC|aDMG
109	32164 55341	 * 	183.64	ACR|4VULN|1AART|3CDMG	1MBVNT|2AART|378aVULN|4RCR|57TLV|67aCDMG|7aBPWR|9aDUST
110	32111 16412	   	183.60	DCR|5VULN|1AART|1CDMG	1MBVNT|2AART|3469aVULN|4BPWR|5CDMG|7RCR|8DUST
111	32111 16662	   	183.60	DCR|5VULN|1AART|1CDMG	1MBVNT|2AART|3468aVULN|4BPWR|5CDMG|7RCR|9DUST
112	32161 54382	 * 	183.56	ACR|3VULN|1AART|1DMG|2CDMG	1MBVNT|2AART|37aVULN|4RCR|5RMIN|69CDMG|8DMG
113	32812 41385	   	182.91	DCR|2AART|2DMG|2VULN|2ASPD	1MBVNT|23AART|49VULN|5DUST|69DMG|7LEGI|89ASPD|9BPWR|aRCR
114	41422 34318	   	182.91	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1ASPD|279VULN|3AART|4CDMG|5DUR|6MBVNT|8DMG|aRCR
115	32718 42362	   	182.82	DCR|4VULN|1AART|1DMG|1ASPD	1MBVNT|2AART|3RCVC|4567VULN|6BPWR|8ASPD|9RCR|aDMG
116	32383 35345	 * 	182.75	DCR|2VULN|1AART|3ASPD|1DMG|2FLTHEA	1MBVNT|2AART|3RPLT|48VULN|568ASPD|78FLTHEA|8BPWR|9RCR|aDMG
117	32113 37472	   	182.48	DCR|5VULN|1AART|2DUR	1MBVNT|2AART|3489aVULN|49BPWR|59BEXP|69DUR|7RCR
118	32111 16615	   	182.32	DCR|4VULN|2AART|1CDMG	1MBVNT|2aAART|3468VULN|4BPWR|5CDMG|7RCR|9LWND
119	32111 16642	   	182.32	DCR|4VULN|2AART|1CDMG	1MBVNT|29AART|3468VULN|4BPWR|5CDMG|7RCR|aCGEN
120	32111 16645	   	182.32	DCR|4VULN|2AART|1CDMG	1MBVNT|29AART|3468VULN|4BPWR|5CDMG|7RCR|aBELT
121	32111 16648	   	182.32	DCR|4VULN|2AART|1CDMG	1MBVNT|29AART|3468VULN|4BPWR|5CDMG|7RCR|aLWND
122	32111 16715	   	182.32	DCR|4VULN|2AART|1CDMG	1MBVNT|2aAART|3469VULN|4BPWR|5CDMG|7RCR|8LHND
123	32111 16742	   	182.32	DCR|4VULN|2AART|1CDMG	1MBVNT|29AART|346aVULN|4BPWR|5CDMG|7RCR|8LHND
124	32111 76612	   	182.32	DCR|4VULN|2AART|1CDMG	1MBVNT|26AART|348aVULN|4BPWR|5CDMG|7RCR|9LWND
125	32111 76622	   	182.32	DCR|4VULN|2AART|1CDMG	1MBVNT|26AART|348aVULN|4BPWR|5CDMG|7RCR|9FEWX
126	32111 76712	   	182.32	DCR|4VULN|2AART|1CDMG	1MBVNT|26AART|349aVULN|4BPWR|5CDMG|7RCR|8LHND
127	32811 16612	   	182.32	DCR|4VULN|2AART|1CDMG	1MBVNT|23AART|468aVULN|5CDMG|7RCR|9LWND
128	32811 16622	   	182.32	DCR|4VULN|2AART|1CDMG	1MBVNT|23AART|468aVULN|5CDMG|7RCR|9FEWX
129	32811 16712	   	182.32	DCR|4VULN|2AART|1CDMG	1MBVNT|23AART|469aVULN|5CDMG|7RCR|8LHND
130	32161 54482	   	182.29	ACR|4VULN|1AART|1CDMG|1ZMB	1MBVNT|2AART|378aVULN|4RCR|5RMIN|6CDMG|9ZMB
131	32111 16644	   	182.22	DCR|4VULN|2AART|1CDMG	1MBVNT|29AART|3468VULN|4BPWR|5CDMG|7RCR|aLSRREG
132	32111 76412	   	182.22	DCR|4VULN|2AART|1CDMG	1MBVNT|26AART|349aVULN|4BPWR|5CDMG|7RCR|8DUST
133	32811 16412	   	182.22	DCR|4VULN|2AART|1CDMG	1MBVNT|23AART|469aVULN|5CDMG|7RCR|8DUST
134	32166 34483	   	182.08	ACR|2VULN|1AART|1DMG|1FLTHEA|1CDMG|1DUR	1MBVNT|2AART|37VULN|4RCR|5DMG|6ERES|8DUR|9CDMG|aFLTHEA
135	32166 22322	   	181.99	ACR|3VULN|2AART|1DMG|1DUR	1MBVNT|29AART|367VULN|4RCR|5DMG|8BEXP|aDUR
136	32166 22324	   	181.99	ACR|3VULN|2AART|1DMG|1ASPD	1MBVNT|29AART|367VULN|4RCR|5DMG|8BEXP|aASPD
137	32166 22521	   	181.99	ACR|3VULN|2AART|1DMG|1DUR	1MBVNT|29AART|367VULN|4RCR|5DMG|8DUR|aRPLT
138	32166 22524	   	181.99	ACR|3VULN|2AART|1DMG|1DUR	1MBVNT|29AART|367VULN|4RCR|5DMG|8DUR|aCGEN
139	32166 23622	   	181.99	ACR|3VULN|2AART|1DMG|1DUR	1MBVNT|29AART|368VULN|4RCR|5DMG|7FEWX|aDUR
140	32166 23624	   	181.99	ACR|3VULN|2AART|1DMG|1ASPD	1MBVNT|29AART|368VULN|4RCR|5DMG|7FEWX|aASPD
141	32114 13475	   	181.96	DCR|3VULN|1AART|1DMG|2ASPD|2DUR	1MBVNT|2AART|349VULN|49BPWR|59ASPD|6LHND|7DMG|89DUR|aRCR
142	32114 23775	   	181.96	DCR|3VULN|1AART|1DMG|2ASPD|2DUR	1MBVNT|2AART|349VULN|49BPWR|59ASPD|6LWND|7DMG|89DUR|aRCR
143	32114 44562	   	181.92	DCR|4VULN|1AART|1DMG|1ASPD	1MBVNT|2AART|3478VULN|4BPWR|5ASPD|6RCVC|9RCR|aDMG
144	32166 22126	   	181.89	ACR|3VULN|2AART|1DMG|1DUR	1MBVNT|2aAART|367VULN|4RCR|5DMG|8LEGI|9DUR
145	32166 22422	   	181.89	ACR|3VULN|2AART|1DMG|1DUR	1MBVNT|29AART|367VULN|4RCR|5DMG|8DUST|aDUR
146	32166 22523	   	181.89	ACR|3VULN|2AART|1DMG|1DUR	1MBVNT|29AART|367VULN|4RCR|5DMG|8DUR|aLEGI
147	32818 42361	   	181.81	DCR|4VULN|2AART|1ZMB|1ASPD	1MBVNT|23AART|4567VULN|6BPWR|8ASPD|9RCR|aZMB
148	32162 35171	   	181.78	ACR|2VULN|2DMG|1AART|3DUR	1MBVNT|2AART|39VULN|4RCR|5LSRICY|69DMG|789DUR|9BPWR|aMLV
149	32161 37473	   	181.78	ACR|2VULN|2DMG|1AART|3DUR	1MBVNT|2AART|39VULN|4RCR|57RMIN|69DMG|89aDUR|9BPWR
150	41411 21362	   	181.74	ACR|4VULN|1AART|1DMG|1ASPD	1ASPD|2689VULN|3AART|4LHND|5RCR|7DMSP|aDMG
151	41411 22162	   	181.74	ACR|4VULN|1AART|1DMG|1ASPD	1ASPD|2679VULN|3AART|4LHND|5RCR|8DMSP|aDMG
152	41411 22312	   	181.74	ACR|4VULN|1AART|1DMG|1ASPD	1ASPD|2678VULN|3AART|49LHND|5RCR|aDMG
153	32181 53384	   	181.69	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2AART|378VULN|4ERES|5RCR|6CDMG|9DMG|aDUR
154	32162 35172	   	181.68	ACR|2VULN|2DMG|1AART|3DUR	1MBVNT|2AART|39VULN|4RCR|5LSRICY|69DMG|789DUR|9BPWR|aDUST
155	32162 35174	   	181.68	ACR|2VULN|2DMG|1AART|3DUR	1MBVNT|2AART|39VULN|4RCR|5LSRICY|69DMG|789DUR|9BPWR|aTLV
156	32814 44672	   	181.67	DCR|3VULN|2AART|1DMG|1ASPD	1MBVNT|23AART|479VULN|5ASPD|6RCVC|8RCR|aDMG
157	32166 25343	   	181.54	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	1MBVNT|2AART|36aVULN|4RCR|5DMG|7LHND|8ASPD|9ZMB
158	32166 22363	   	181.54	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1MBVNT|2AART|367VULN|4RCR|5DMG|8BEXP|9ZMB|aDUR
159	32114 44157	   	181.47	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	1MBVNT|2AART|347VULN|4BPWR|5ASPD|6RCVC|8DMG|9RCR|aCDMG
160	32166 32183	   	181.44	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1MBVNT|2AART|39aVULN|4RCR|5DMG|6ERES|7DUR|8ZMB
161	32151 55341	   	181.44	ACR|4VULN|1AART|3CDMG	1MBVNT|2AART|378aVULN|47CGEN|5RCR|67aCDMG|7aBPWR|9aDUST
162	32161 34371	   	181.39	ACR|3VULN|2DMG|1AART	1MBVNT|2AART|379VULN|4RCR|5RMIN|69DMG|89LWND|9BPWR|aMLV
163	32161 34376	   	181.39	ACR|3VULN|2DMG|1AART	1MBVNT|2AART|379VULN|4RCR|5RMIN|69DMG|89LWND|9BPWR|aDMSP
164	32161 34378	   	181.39	ACR|3VULN|2DMG|1AART	1MBVNT|2AART|379VULN|4RCR|5RMIN|69DMG|89LWND|9BPWR|aLHND
165	32161 34871	   	181.39	ACR|3VULN|2DMG|1AART	1MBVNT|2AART|379VULN|4RCR|5RMIN|69DMG|89LHND|9BPWR|aMLV
166	32161 37372	   	181.39	ACR|3VULN|2DMG|1AART	1MBVNT|2AART|39aVULN|4RCR|57RMIN|69DMG|89LWND|9BPWR
167	32162 33278	   	181.39	ACR|3VULN|2DMG|1AART	1MBVNT|2AART|39aVULN|4RCR|5LSRICY|69DMG|789LHND|9BPWR
168	32162 33471	   	181.39	ACR|3VULN|2DMG|1AART	1MBVNT|2AART|389VULN|4RCR|5LSRICY|69DMG|79LHND|9BPWR|aCGEN
169	32162 33473	   	181.39	ACR|3VULN|2DMG|1AART	1MBVNT|2AART|389VULN|4RCR|5LSRICY|69DMG|79LHND|9BPWR|aDMSP
170	32162 33476	   	181.39	ACR|3VULN|2DMG|1AART	1MBVNT|2AART|389VULN|4RCR|5LSRICY|69DMG|79LHND|9BPWR|aFEWX
