0	Index      	 *	Score 	Summary	Detail	
1	53331 32243	 * 	206.98	ACR|3VULN|3DMG|1AART|1ASPD	14LHND|2RCR|34aDMG|4BPWR|5AART|6ASPD|789VULN
60	53331 61362	   	184.49	ACR|3DMG|2VULN|1AART	14aLHND|2RCR|34aDMG|4aBPWR|5AART|6aVULN|7RCVC|8RMIN|9NUKE
61	53331 12241	   	184.39	ACR|3VULN|2DMG|1AART	14LHND|2RCR|34DMG|4BPWR|5AART|6RMIN|789VULN|aFEWX
62	53331 12242	   	184.39	ACR|3VULN|2DMG|1AART	14LHND|2RCR|34DMG|4BPWR|5AART|6RMIN|789VULN|aCGEN
63	53331 12244	   	184.39	ACR|3VULN|2DMG|1AART	14LHND|2RCR|34DMG|4BPWR|5AART|6RMIN|789VULN|aBEXP
64	53331 22241	   	184.39	ACR|3VULN|2DMG|1AART	14LHND|2RCR|34DMG|4BPWR|5AART|6MLV|789VULN|aFEWX
65	53331 22242	   	184.39	ACR|3VULN|2DMG|1AART	14LHND|2RCR|34DMG|4BPWR|5AART|6MLV|789VULN|aCGEN
66	53331 22244	   	184.39	ACR|3VULN|2DMG|1AART	14LHND|2RCR|34DMG|4BPWR|5AART|6MLV|789VULN|aBEXP
67	53331 41343	   	184.39	ACR|3DMG|2VULN|1AART	146LHND|2RCR|34aDMG|4BPWR|5AART|79VULN|8RMIN
68	53331 61343	   	184.39	ACR|3DMG|2VULN|1AART	14LHND|2RCR|34aDMG|4BPWR|5AART|69VULN|7RCVC|8RMIN
69	53331 62111	   	184.39	ACR|3VULN|2DMG|1AART	148LHND|2RCR|34DMG|4BPWR|5AART|679VULN|aFEWX
70	53331 62112	   	184.39	ACR|3VULN|2DMG|1AART	148LHND|2RCR|34DMG|4BPWR|5AART|679VULN|aRMIN
71	53331 62114	   	184.39	ACR|3VULN|2DMG|1AART	148LHND|2RCR|34DMG|4BPWR|5AART|679VULN|aMLV
72	53331 62341	   	184.39	ACR|3VULN|2DMG|1AART	14LHND|2RCR|34DMG|4BPWR|5AART|679VULN|8RMIN|aFEWX
73	53331 62342	   	184.39	ACR|3VULN|2DMG|1AART	14LHND|2RCR|34DMG|4BPWR|5AART|679VULN|8RMIN|aCGEN
74	53331 62113	   	184.29	ACR|3VULN|2DMG|1AART	148LHND|2RCR|34DMG|4BPWR|5AART|679VULN|aERES
75	53331 62133	   	184.29	ACR|3DMG|2VULN|1AART	148LHND|2RCR|34aDMG|4BPWR|5AART|67VULN|9TLV
76	53331 65312	   	184.29	ACR|3DMG|2VULN|1AART	14LHND|2RCR|34aDMG|4BPWR|5AART|69VULN|7VENICY|8RMIN
77	53331 66312	   	184.29	ACR|3DMG|2VULN|1AART	14LHND|2RCR|34aDMG|4BPWR|5AART|69VULN|7AIRHEL|8RMIN
78	52331 41512	   	184.20	DCR|3VULN|2DMG|1AART|2DUR	16LHND|24DUR|34DMG|4BPWR|5AART|789VULN|aRCR
79	52331 62112	   	184.20	DCR|3VULN|2DMG|1AART|2DUR	18LHND|24DUR|34DMG|4BPWR|5AART|679VULN|aRCR
80	52331 62412	   	184.20	DCR|3VULN|2DMG|1AART|2DUR	1LHND|24DUR|34DMG|4BPWR|5AART|679VULN|8RCVC|aRCR
81	52331 62522	   	184.20	DCR|3VULN|2DMG|1AART|2DUR	1LHND|24DUR|34DMG|4BPWR|5AART|678VULN|9RCVC|aRCR
82	25331 62412	   	184.10	DCR|3VULN|2DMG|1AART|2DUR	14DUR|2LEGI|34DMG|4BPWR|5AART|679VULN|8RCVC|aRCR
83	25331 62522	   	184.10	DCR|3VULN|2DMG|1AART|2DUR	14DUR|2LEGI|34DMG|4BPWR|5AART|678VULN|9RCVC|aRCR
84	11663 12146	   	184.08	DCR|4VULN|1AART|1DMG|1ZMB	1ZMB|2MBVNT|368aVULN|4DMG|5LIT|7RCR|9AART
85	13554 33122	   	183.98	DCR|2VULN|1AART|2CDMG|1DMG|2ZMB|1ASPD	1aZMB|29DUST|3aVULN|4DMG|5ASPD|6aCDMG|7AART|8RCR|aBPWR
86	53132 21123	   	183.71	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1LHND|2RCR|3AART|4BEXP|5DUR|68DMG|79VULN|aASPD
87	53121 12264	   	183.48	ACR|2VULN|2DMG|1AART|1CDMG	1LHND|2RCR|3AART|47VULN|5FEWX|6CDMG|8RCVC|9aDMG
88	53121 24121	   	183.48	ACR|2VULN|2DMG|1AART|1CDMG	1LHND|2RCR|3AART|49VULN|5FEWX|68DMG|7BEXP|aCDMG
89	53131 21121	   	183.48	ACR|2VULN|2DMG|1AART|1CDMG	1LHND|2RCR|3AART|4BEXP|5FEWX|68DMG|79VULN|aCDMG
90	32522 63262	   	183.47	DCR|3VULN|2DMG|1AART	1aBEXP|2AART|3LHND|48aVULN|5RCVC|6RCR|7DMSP|9aDMG|aBPWR
91	32532 63262	   	183.47	DCR|3VULN|2DMG|1AART	14aBEXP|2AART|3LHND|58aVULN|6RCR|7DMSP|9aDMG|aBPWR
92	53116 21121	   	183.38	ACR|2VULN|2DMG|1AART|1CDMG	1LHND|2RCR|3AART|4FEWX|5DUST|68DMG|79VULN|aCDMG
93	53126 24121	   	183.38	ACR|2VULN|2DMG|1AART|1CDMG	1LHND|2RCR|3AART|49VULN|5DUST|68DMG|7BEXP|aCDMG
94	53133 21121	   	183.38	ACR|2VULN|2DMG|1AART|1CDMG	1LHND|2RCR|3AART|4BEXP|5DUST|68DMG|79VULN|aCDMG
95	22121 34281	   	183.26	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1DUR|2AART|348VULN|5DMG|6ASPD|7MBVNT|9RCR|aZMB
96	53331 33244	   	183.08	ACR|2AART|2DMG|1VULN|1CDMG|1ASPD	14LHND|2RCR|34DMG|4BPWR|5aAART|6ASPD|7MBVNT|8VULN|9CDMG
97	11663 12644	 * 	182.91	DCR|2VULN|2DMG|1AART|2ZMB|1DUR	18ZMB|2MBVNT|36VULN|48DMG|58LIT|7RCR|8BPWR|9AART|aDUR
98	33122 63262	   	182.87	DCR|3VULN|2DMG|1AART	1aBEXP|2LHND|3AART|48aVULN|5RCVC|6RCR|7DMSP|9aDMG|aBPWR
99	33122 65262	   	182.87	DCR|3VULN|2DMG|1AART	1aBEXP|27LHND|3AART|48aVULN|5RCVC|6RCR|9aDMG|aBPWR
100	33132 63262	   	182.87	DCR|3VULN|2DMG|1AART	14aBEXP|2LHND|3AART|58aVULN|6RCR|7DMSP|9aDMG|aBPWR
101	33132 65262	   	182.87	DCR|3VULN|2DMG|1AART	14aBEXP|27LHND|3AART|58aVULN|6RCR|9aDMG|aBPWR
102	33142 63262	   	182.87	DCR|3VULN|2DMG|1AART	1aBEXP|24LHND|3AART|58aVULN|6RCR|7DMSP|9aDMG|aBPWR
103	33162 63262	   	182.87	DCR|3VULN|2DMG|1AART	1aBEXP|2LHND|3AART|47DMSP|58aVULN|6RCR|9aDMG|aBPWR
104	35122 63262	   	182.77	DCR|3VULN|2DMG|1AART	1aBEXP|2LEGI|3AART|48aVULN|5RCVC|6RCR|7DMSP|9aDMG|aBPWR
105	35132 63262	   	182.77	DCR|3VULN|2DMG|1AART	14aBEXP|2LEGI|3AART|58aVULN|6RCR|7DMSP|9aDMG|aBPWR
106	26121 34281	   	182.66	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1DUR|248VULN|3AART|5DMG|6ASPD|7MBVNT|9RCR|aZMB
107	53331 32212	   	182.61	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	14LHND|2RCR|34DMG|4BPWR|5AART|6ASPD|78VULN|9FEWX|aDUR
108	53331 15112	   	182.48	ACR|2VULN|2DMG|1AART|2ASPD	148aLHND|2RCR|34DMG|4aBPWR|5AART|6RMIN|7aASPD|9aVULN
109	53331 15312	   	182.48	ACR|2VULN|2DMG|1AART|2ASPD	14aLHND|2RCR|34DMG|4aBPWR|5AART|68RMIN|7aASPD|9aVULN
110	53331 62523	   	182.28	ACR|2VULN|2DMG|1AART|1CDMG	14LHND|2RCR|34DMG|4BPWR|5AART|67VULN|8LWND|9CDMG|aERES
111	53331 63221	   	182.28	ACR|2VULN|2DMG|1AART|1CDMG	14LHND|2RCR|34DMG|4BPWR|5AART|69VULN|7DUST|8BEXP|aCDMG
112	53331 63421	   	182.28	ACR|2VULN|2DMG|1AART|1CDMG	14LHND|2RCR|34DMG|4BPWR|5AART|69VULN|7DUST|8FEWX|aCDMG
113	53331 62521	   	182.14	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	14LHND|2RCR|34DMG|4BPWR|5AART|67VULN|8LWND|9CDMG|aSELL
114	22454 32112	   	182.01	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	1aDUR|2AART|3CDMG|49VULN|5ERES|6ZMB|7DMG|8RCR
115	53124 32622	 * 	181.90	ACR|5VULN|1AART|1ASPD	189LHND|2RCR|3AART|46789VULN|5RPLT|89BPWR|aASPD
116	53124 32623	   	181.90	ACR|5VULN|1AART|1DUR	189LHND|2RCR|3AART|46789VULN|5RPLT|89BPWR|aDUR
117	53343 13212	   	181.89	ACR|3VULN|2DMG|1AART	1LHND|2RCR|37DMG|48aVULN|5RPLT|6CGEN|9AART
118	53343 43212	   	181.89	ACR|3VULN|2DMG|1AART	1LHND|2RCR|37DMG|48aVULN|5RPLT|6MLV|9AART
119	53631 12243	   	181.65	ACR|3VULN|1AART|1DMG|2ZMB	14LHND|2RCR|34ZMB|4BPWR|5AART|6RMIN|789VULN|aDMG
120	53631 22243	   	181.65	ACR|3VULN|1AART|1DMG|2ZMB	14LHND|2RCR|34ZMB|4BPWR|5AART|6MLV|789VULN|aDMG
121	53121 21221	   	181.55	ACR|3VULN|1AART|1DMG|1CDMG	1LHND|2RCR|3AART|479VULN|5FEWX|6DMG|8BEXP|aCDMG
122	53121 21561	   	181.55	ACR|3VULN|1AART|1DMG|1CDMG	1LHND|2RCR|3AART|479VULN|5FEWX|6DMG|8LWND|aCDMG
123	11663 12624	 * 	181.47	DCR|3VULN|2DMG|2ZMB|1CDMG	18ZMB|2MBVNT|369VULN|48DMG|58LIT|7RCR|8BPWR|aCDMG
124	22122 23364	   	181.47	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2AART|345VULN|6RMIN|7BEXP|8RCR|9CDMG|aDMG
125	22122 53364	   	181.47	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2AART|345VULN|6MLV|7BEXP|8RCR|9CDMG|aDMG
126	32122 11364	   	181.47	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2AART|345VULN|6DUR|7CGEN|8RCR|9CDMG|aDMG
127	53126 21221	   	181.45	ACR|3VULN|1AART|1DMG|1CDMG	1LHND|2RCR|3AART|479VULN|5DUST|6DMG|8BEXP|aCDMG
128	53126 21421	   	181.45	ACR|3VULN|1AART|1DMG|1CDMG	1LHND|2RCR|3AART|479VULN|5DUST|6DMG|8FEWX|aCDMG
129	53343 62313	   	181.42	ACR|3VULN|2DMG|2DUR|1ZMB	1LHND|2RCR|36DMG|468VULN|5RPLT|6BPWR|7aDUR|9ZMB
130	22216 41412	   	181.42	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB|1DUR	1DUR|2AART|35ASPD|4LSRHEA|6RCR|79VULN|8ZMB|aDMG
131	22122 34364	   	181.37	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2AART|345VULN|6ERES|7BEXP|8RCR|9CDMG|aDMG
132	22122 63515	   	181.37	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2AART|345VULN|6CDMG|7RMIN|8RCR|9MBVNT|aDMG
133	22126 83741	   	181.37	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2AART|347VULN|5MBVNT|6LIT|8RCR|9DMG|aCDMG
134	32122 12364	   	181.37	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2AART|345VULN|6DUR|7TLV|8RCR|9CDMG|aDMG
135	22463 23532	   	181.36	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG|2DUR	17DUR|2AART|3CDMG|4BELT|57ZMB|67DMG|7BPWR|8CGEN|9VULN|aRCR
136	22126 48115	   	181.27	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2AART|349VULN|5MBVNT|6ERES|7CDMG|8RCR|aDMG
137	53133 21126	   	181.18	ACR|2AART|2VULN|2DMG	1LHND|2RCR|3aAART|4BEXP|5DUST|68DMG|79VULN
138	53331 41122	   	181.17	ACR|2VULN|2DMG|1AART|2DUR	1468aLHND|2RCR|34DMG|4aBPWR|5AART|7aVULN|9aDUR
139	53331 41412	   	181.17	ACR|2VULN|2DMG|1AART|2DUR	146aLHND|2RCR|34DMG|4aBPWR|5AART|7aVULN|8aDUR|9RCVC
140	53331 61122	   	181.17	ACR|2VULN|2DMG|1AART|2DUR	148aLHND|2RCR|34DMG|4aBPWR|5AART|6aVULN|7RCVC|9aDUR
141	53331 61412	   	181.17	ACR|2VULN|2DMG|1AART|2DUR	14aLHND|2RCR|34DMG|4aBPWR|5AART|6aVULN|79RCVC|8aDUR
142	53331 13255	   	181.07	ACR|3DMG|1AART|1CDMG|2ASPD|1DUR	14aLHND|2RCR|34aDMG|4aBPWR|5AART|6RMIN|7CDMG|8DUR|9aASPD
143	32121 36311	   	181.00	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1BEXP|2AART|34VULN|58DMG|6ASPD|7CDMG|9RCR|aRPLT
144	32121 36312	   	181.00	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1BEXP|2AART|34VULN|58DMG|6ASPD|7CDMG|9RCR|aCGEN
145	32121 36313	   	181.00	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1aBEXP|2AART|34VULN|58DMG|6ASPD|7CDMG|9RCR
146	32121 36316	   	181.00	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1BEXP|2AART|34VULN|58DMG|6ASPD|7CDMG|9RCR|aLWND
147	32453 62311	   	181.00	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1BEXP|2AART|3CDMG|45VULN|6ASPD|78DMG|9RCR|aRPLT
148	32453 62312	   	181.00	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1BEXP|2AART|3CDMG|45VULN|6ASPD|78DMG|9RCR|aCGEN
149	32453 62313	   	181.00	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1aBEXP|2AART|3CDMG|45VULN|6ASPD|78DMG|9RCR
150	32121 36315	   	180.90	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1BEXP|2AART|34VULN|58DMG|6ASPD|7CDMG|9RCR|aTLV
151	26122 23364	   	180.87	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|245VULN|3AART|6RMIN|7BEXP|8RCR|9CDMG|aDMG
152	36122 11364	   	180.87	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|245VULN|3AART|6DUR|7CGEN|8RCR|9CDMG|aDMG
153	53343 62321	   	180.78	ACR|3VULN|3DMG|1DUR	1LHND|2RCR|36aDMG|468VULN|5RPLT|6BPWR|7DUR|9BEXP
154	53343 62331	   	180.78	ACR|3VULN|3DMG|1DUR	1LHND|2RCR|36aDMG|468VULN|5RPLT|6BPWR|7DUR|9LWND
155	23125 62324	   	180.77	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2LHND|3AART|467VULN|5ERES|8RCR|9CDMG|aDMG
156	23151 62324	   	180.77	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2LHND|3AART|4ERES|567VULN|8RCR|9CDMG|aDMG
157	36122 12364	   	180.77	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|245VULN|3AART|6DUR|7TLV|8RCR|9CDMG|aDMG
158	53313 32421	   	180.74	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1LHND|2RCR|3DMG|4DUST|5ZMB|6ASPD|79VULN|8AART|aCDMG
159	23351 62512	   	180.61	DCR|4VULN|1AART|1DMG|2DUR	14DUR|2LHND|3DMG|5AART|6789VULN|aRCR
160	26353 11136	   	180.61	DCR|3DMG|2VULN|1AART|1DUR	1DUR|26VULN|346DMG|5DMSP|6BPWR|7ERES|8RCR|9RCVC|aAART
161	32121 66112	   	180.61	DCR|3VULN|2DMG|1AART|1DUR	1BEXP|2AART|348VULN|57DMG|6DMSP|9DUR|aRCR
162	53333 15122	   	180.58	ACR|2VULN|2DMG|1AART|1FLTHEA	14LHND|2RCR|34DMG|4BPWR|5DMSP|6FLTHEA|7aVULN|8AART|9FEWX
163	53333 15162	   	180.58	ACR|2VULN|2DMG|1AART|1FLTHEA	14LHND|2RCR|34DMG|4BPWR|5DMSP|6FLTHEA|7aVULN|8AART|9BEXP
164	53331 32113	   	180.58	ACR|3DMG|1AART|1VULN|1DUR|1ASPD	14LHND|2RCR|34aDMG|4BPWR|5AART|6ASPD|7VULN|8TLV|9DUR
165	53331 23162	   	180.45	ACR|3DMG|1AART|1VULN|1CDMG	14LHND|2RCR|349DMG|4BPWR|5AART|6MLV|7CDMG|8BEXP|aVULN
166	22221 45322	   	180.45	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	19DUR|2AART|3ASPD|4LHND|5aVULN|6CDMG|7RCR|8DMG
167	53331 32151	   	180.43	ACR|2AART|2DMG|1VULN|1ZMB|1ASPD	14LHND|2RCR|34DMG|4BPWR|59AART|6ASPD|7VULN|8TLV|aZMB
168	36121 36311	   	180.40	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1BEXP|24VULN|3AART|58DMG|6ASPD|7CDMG|9RCR|aRPLT
169	36121 36312	   	180.40	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1BEXP|24VULN|3AART|58DMG|6ASPD|7CDMG|9RCR|aCGEN
170	36121 36313	   	180.40	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1aBEXP|24VULN|3AART|58DMG|6ASPD|7CDMG|9RCR
171	36121 36316	   	180.40	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1BEXP|24VULN|3AART|58DMG|6ASPD|7CDMG|9RCR|aLWND
