0	Index      	 *	Score 	Summary	Detail	
1	12336 15336	 * 	261.23	ACR|3ASPD|1BASARM|2BEXP|1DMG|1CDMG	1aMLV|2RCR|3BASARM|46aASPD|5CDMG|7DMG|8RCVC|9aBEXP|aBPWR
40	12336 12562	   	240.48	ACR|1BASARM|2ASPD|1VULN|1BEXP|1AART|1CDMG	1MLV|2RCR|3BASARM|46ASPD|5CDMG|7BEXP|8ZMB|9AART|aVULN
41	12344 21513	   	240.48	ACR|1BASARM|2DMG|1VULN|1BEXP|1CDMG|1AART	1MLV|2RCR|3BASARM|4AART|5VULN|68DMG|7BEXP|9LIT|aCDMG
42	12336 12462	   	240.38	ACR|1BASARM|2ASPD|1VULN|1BEXP|1AART|1CDMG	1MLV|2RCR|3BASARM|46ASPD|5CDMG|7BEXP|8AAC|9AART|aVULN
43	12336 13163	   	240.26	ACR|1BASARM|2ASPD|1VULN|1DMG|1CDMG	1MLV|2RCR|3BASARM|46ASPD|5CDMG|7VULN|8DUR|9DMG|aAAC
44	12336 15433	   	240.26	ACR|1BASARM|2ASPD|1VULN|1DMG|1CDMG	1MLV|2RCR|3BASARM|46ASPD|5CDMG|7DMG|8LWND|9VULN|aAAC
45	42336 13163	   	240.16	ACR|1BASARM|2ASPD|1VULN|1DMG|1CDMG	1TLV|2RCR|3BASARM|46ASPD|5CDMG|7VULN|8DUR|9DMG|aAAC
46	12336 15233	   	240.16	ACR|1BASARM|2ASPD|1VULN|1DMG|1CDMG	1MLV|2RCR|3BASARM|46ASPD|5CDMG|7DMG|8LEGI|9VULN|aAAC
47	12336 15633	   	240.16	ACR|1BASARM|2ASPD|1VULN|1DMG|1CDMG	1MLV|2RCR|3BASARM|46ASPD|5CDMG|7DMG|8DUST|9VULN|aAAC
48	12336 12251	 * 	240.10	ACR|2BASARM|2ASPD|2BEXP|1CDMG	19MLV|2RCR|39BASARM|46ASPD|5CDMG|79BEXP|8RCVC|9BPWR|aDUR
49	12336 12253	   	240.10	ACR|2BASARM|2ASPD|2BEXP|1CDMG	19MLV|2RCR|39BASARM|46ASPD|5CDMG|79BEXP|8RCVC|9BPWR|aLIT
50	12336 12256	   	240.10	ACR|2BASARM|2ASPD|2BEXP|1CDMG	19MLV|2RCR|39BASARM|46ASPD|5CDMG|79BEXP|8RCVC|9BPWR|aFEWX
51	42336 15233	   	240.06	ACR|1BASARM|2ASPD|1VULN|1DMG|1CDMG	1TLV|2RCR|3BASARM|46ASPD|5CDMG|7DMG|8LEGI|9VULN|aAAC
52	12336 12252	   	240.00	ACR|2BASARM|2ASPD|2BEXP|1CDMG	19MLV|2RCR|39BASARM|46ASPD|5CDMG|79BEXP|8RCVC|9BPWR|aTLV
53	12336 12254	   	240.00	ACR|2BASARM|2ASPD|2BEXP|1CDMG	19MLV|2RCR|39BASARM|46ASPD|5CDMG|79BEXP|8RCVC|9BPWR|aAME
54	42336 12251	   	239.90	ACR|2BASARM|2ASPD|2BEXP|1CDMG	19TLV|2RCR|39BASARM|46ASPD|5CDMG|79BEXP|8RCVC|9BPWR|aDUR
55	42336 12253	   	239.90	ACR|2BASARM|2ASPD|2BEXP|1CDMG	19TLV|2RCR|39BASARM|46ASPD|5CDMG|79BEXP|8RCVC|9BPWR|aZMB
56	42336 12252	   	239.80	ACR|2BASARM|2ASPD|2BEXP|1CDMG	19aTLV|2RCR|39BASARM|46ASPD|5CDMG|79BEXP|8RCVC|9BPWR
57	12336 16261	 * 	239.53	ACR|2BASARM|3ASPD|1AART|1CDMG	1MLV|2RCR|3aBASARM|467ASPD|5CDMG|8LHND|9AART
58	12336 16531	   	239.43	ACR|2BASARM|3ASPD|1CDMG|1AART	1MLV|2RCR|3aBASARM|467ASPD|5CDMG|8DUST|9AART
59	12344 21512	 * 	239.34	ACR|1BASARM|2DMG|1VULN|2AART|1BEXP	1MLV|2RCR|3BASARM|4aAART|5VULN|68DMG|7BEXP|9LIT
60	12336 23562	 * 	238.96	ACR|3VULN|1BASARM|1ASPD|1DMG|1CDMG	1MLV|2RCR|3BASARM|4ASPD|5CDMG|6LWND|78aVULN|9DMG
61	12332 56136	   	238.82	ACR|2BASARM|2ASPD|2BEXP|1CDMG	15aMLV|2RCR|3aBASARM|47ASPD|6CDMG|8NUKE|9aBEXP|aBPWR
62	12342 61236	   	238.79	ACR|1BASARM|1VULN|1ASPD|1DMG|1BEXP|1AART	1MLV|2RCR|3BASARM|4AART|5RCVC|6BEXP|7DMG|8VULN|9ASPD|aAAC
63	12342 22432	 * 	238.70	ACR|1BASARM|2VULN|3AART|1ASPD	1MLV|2RCR|3BASARM|478AART|5RCVC|6ASPD|9aVULN
64	42342 22432	   	238.60	ACR|1BASARM|2VULN|3AART|1ASPD	1TLV|2RCR|3BASARM|478AART|5RCVC|6ASPD|9aVULN
65	12332 56423	 * 	238.44	ACR|2BASARM|3ASPD|3CDMG	158MLV|2RCR|3aBASARM|47aASPD|69aCDMG|aBPWR
66	12336 12532	   	237.78	ACR|1BASARM|2ASPD|2VULN|1BEXP|1CDMG	1MLV|2RCR|3BASARM|46ASPD|5CDMG|7BEXP|8ZMB|9aVULN
67	42336 12532	   	237.68	ACR|1BASARM|2ASPD|2VULN|1BEXP|1CDMG	1TLV|2RCR|3BASARM|46ASPD|5CDMG|7BEXP|8ZMB|9aVULN
68	12336 12432	   	237.68	ACR|1BASARM|2ASPD|2VULN|1BEXP|1CDMG	1MLV|2RCR|3BASARM|46ASPD|5CDMG|7BEXP|8AAC|9aVULN
69	12341 21536	   	237.66	ACR|1BASARM|2DMG|1ASPD|1BEXP|1AART	1MLV|2RCR|3BASARM|4AART|5DUR|68DMG|7BEXP|9ASPD|aAAC
70	42336 12432	   	237.58	ACR|1BASARM|2ASPD|2VULN|1BEXP|1CDMG	1TLV|2RCR|3BASARM|46ASPD|5CDMG|7BEXP|8AAC|9aVULN
71	32351 55223	 * 	237.48	ACR|2VULN|1BASARM|2ASPD|2BEXP|1CDMG|1SELL	17VULN|2RPLT|37BEXP|47ASPD|5RCR|6SELL|7BPWR|8ERES|9CDMG|aBASARM
72	12342 61262	 * 	237.44	ACR|2BASARM|2VULN|1DMG|1BEXP|1AART	1aMLV|2RCR|3aBASARM|4AART|5RCVC|6BEXP|7DMG|8aVULN|9RPLT|aBPWR
73	12312 25336	 * 	237.15	ACR|1BASARM|2BEXP|1ASPD|1DMG|2CDMG	1aMLV|2RCR|3BASARM|48RCVC|5aCDMG|6DMG|7ASPD|9aBEXP|aBPWR
74	42312 25336	   	236.95	ACR|1BASARM|2BEXP|1ASPD|1DMG|2CDMG	1aTLV|2RCR|3BASARM|48RCVC|5aCDMG|6DMG|7ASPD|9aBEXP|aBPWR
75	12344 23523	   	236.44	ACR|1BASARM|1VULN|2BEXP|1DMG|1CDMG|1AART	1MLV|2RCR|3BASARM|4AART|5VULN|6DMG|7LIT|89BEXP|aCDMG
76	12341 21663	   	236.28	ACR|2BASARM|2BEXP|1DMG|1VULN|1AART	19MLV|2RCR|39BASARM|4AART|5DUR|6DMG|79BEXP|8BELT|9BPWR|aVULN
77	12332 52254	   	236.16	ACR|2BASARM|2BEXP|1ASPD|1AART|1CDMG	159MLV|2RCR|39BASARM|4ASPD|6CDMG|79BEXP|8RCVC|9BPWR|aAART
78	12336 16532	 * 	236.09	ACR|3ASPD|1BASARM|2AART|1CDMG	1MLV|2RCR|3BASARM|467ASPD|5CDMG|8DUST|9aAART
79	12312 25536	   	236.01	ACR|1BASARM|2BEXP|1ASPD|1DMG|2CDMG	18aMLV|2RCR|3BASARM|4RCVC|5aCDMG|6DMG|7ASPD|9aBEXP|aBPWR
80	12344 41222	 * 	236.00	ACR|2VULN|1BASARM|2AART|1DMG|1BEXP	1MLV|2RCR|3BASARM|4aAART|56VULN|7DMG|8AEFBLL|9BEXP
81	12333 14242	 * 	235.89	ACR|1BASARM|2ASPD|2DMG|1VULN	1MLV|2RCR|3BASARM|46ASPD|5LWND|7VULN|8LIT|9aDMG
82	12333 15142	   	235.89	ACR|1BASARM|2ASPD|2DMG|1VULN	1MLV|2RCR|3BASARM|46ASPD|5LWND|7LIT|8VULN|9aDMG
83	42333 31232	   	235.69	ACR|1BASARM|2ASPD|2DMG|1VULN	1TLV|2RCR|3BASARM|47ASPD|5DUST|6VULN|8LIT|9aDMG
84	42333 14232	   	235.69	ACR|1BASARM|2ASPD|2DMG|1VULN	1TLV|2RCR|3BASARM|46ASPD|5DUST|7VULN|8LIT|9aDMG
85	42333 15132	   	235.69	ACR|1BASARM|2ASPD|2DMG|1VULN	1TLV|2RCR|3BASARM|46ASPD|5DUST|7LIT|8VULN|9aDMG
86	12336 13255	 * 	235.59	ACR|1BASARM|2ASPD|1VULN|2CDMG|1AART	1MLV|2RCR|3BASARM|46ASPD|59CDMG|7VULN|8RCVC|aAART
87	12344 23522	 * 	235.32	ACR|1BASARM|1VULN|2BEXP|2AART|1DMG	1MLV|2RCR|3BASARM|4aAART|5VULN|6DMG|7LIT|89BEXP
88	12336 23563	   	234.91	ACR|1BASARM|2VULN|1ASPD|1DMG|1CDMG	1MLV|2RCR|3BASARM|4ASPD|5CDMG|6LWND|78VULN|9DMG|aAAC
89	12335 33132	 * 	234.78	ACR|2BASARM|2BEXP|1VULN|1ASPD|1CDMG	1MLV|2RCR|39BASARM|4ASPD|5CGEN|6VULN|78BEXP|aCDMG
90	12335 55132	   	234.78	ACR|2BASARM|2BEXP|1VULN|1ASPD|1CDMG	1MLV|2RCR|39BASARM|4ASPD|5CGEN|68BEXP|7VULN|aCDMG
91	12344 41233	 * 	234.68	ACR|2VULN|1BASARM|2DMG|1AART	1MLV|2RCR|3BASARM|4AART|56VULN|7aDMG|8AEFBLL|9AAC
92	42332 33132	   	234.68	ACR|2BASARM|2BEXP|1VULN|1ASPD|1CDMG	1TLV|2RCR|39BASARM|4ASPD|5MLV|6VULN|78BEXP|aCDMG
93	42335 33132	   	234.68	ACR|2BASARM|2BEXP|1VULN|1ASPD|1CDMG	1TLV|2RCR|39BASARM|4ASPD|5CGEN|6VULN|78BEXP|aCDMG
94	12331 23261	   	234.63	ACR|2BASARM|2ASPD|2DMG	18MLV|2RCR|3aBASARM|48ASPD|5LHND|6aLWND|78FEWX|8aBPWR|9aDMG
95	42331 23261	   	234.43	ACR|2BASARM|2ASPD|2DMG	18TLV|2RCR|3aBASARM|48ASPD|5LHND|6aLWND|78FEWX|8aBPWR|9aDMG
96	12312 25326	   	234.42	ACR|2BASARM|2ASPD|1DMG|1CDMG	1aMLV|2RCR|3aBASARM|48RCVC|5CDMG|6DMG|7aASPD|9LEGI|aBPWR
97	12331 12661	   	234.33	ACR|2BASARM|2ASPD|2DMG	1MLV|2RCR|3aBASARM|46ASPD|5LHND|7aDUR|8DUST|9aDMG|aBPWR
98	12331 21661	   	234.33	ACR|2BASARM|2ASPD|2DMG	1MLV|2RCR|3aBASARM|47ASPD|5LHND|6aLWND|8DUST|9aDMG|aBPWR
99	12333 12661	   	234.33	ACR|2BASARM|2ASPD|2DMG	1MLV|2RCR|3aBASARM|46ASPD|5LWND|7aDUR|8DUST|9aDMG|aBPWR
100	42331 12661	   	234.23	ACR|2BASARM|2ASPD|2DMG	1TLV|2RCR|3aBASARM|46ASPD|5LHND|7aDUR|8DUST|9aDMG|aBPWR
101	42331 21661	   	234.23	ACR|2BASARM|2ASPD|2DMG	1TLV|2RCR|3aBASARM|47ASPD|5LHND|6aLWND|8DUST|9aDMG|aBPWR
102	42333 12361	   	234.23	ACR|2BASARM|2ASPD|2DMG	1TLV|2RCR|3aBASARM|46ASPD|5DUST|7aDUR|8FEWX|9aDMG|aBPWR
103	42333 21361	   	234.23	ACR|2BASARM|2ASPD|2DMG	1TLV|2RCR|3aBASARM|47ASPD|5DUST|6aLWND|8FEWX|9aDMG|aBPWR
104	12331 13361	   	234.23	ACR|2BASARM|2ASPD|2DMG	1MLV|2RCR|3aBASARM|46ASPD|5LHND|7aDUST|8FEWX|9aDMG|aBPWR
105	12333 13361	   	234.23	ACR|2BASARM|2ASPD|2DMG	1MLV|2RCR|3aBASARM|46ASPD|5LWND|7aDUST|8FEWX|9aDMG|aBPWR
106	42312 25326	   	234.22	ACR|2BASARM|2ASPD|1DMG|1CDMG	1aTLV|2RCR|3aBASARM|48RCVC|5CDMG|6DMG|7aASPD|9LEGI|aBPWR
107	42331 13361	   	234.13	ACR|2BASARM|2ASPD|2DMG	1TLV|2RCR|3aBASARM|46ASPD|5LHND|7aDUST|8FEWX|9aDMG|aBPWR
108	12312 25226	   	234.01	ACR|2BASARM|2ASPD|1DMG|1CDMG	1aMLV|2RCR|3aBASARM|49RCVC|5CDMG|6DMG|7aASPD|8LEGI|aBPWR
109	42312 25226	   	233.81	ACR|2BASARM|2ASPD|1DMG|1CDMG	1aTLV|2RCR|3aBASARM|49RCVC|5CDMG|6DMG|7aASPD|8LEGI|aBPWR
110	12332 52251	 * 	233.77	ACR|2BASARM|3BEXP|1ASPD|1CDMG	159MLV|2RCR|39BASARM|4ASPD|6CDMG|79aBEXP|8RCVC|9BPWR
111	12332 23471	   	233.30	ACR|1BASARM|2ASPD|2DMG|1BEXP	15aMLV|2RCR|3BASARM|4aASPD|6MBVNT|7DUST|8BEXP|9aDMG|aBPWR
112	12334 23471	   	233.30	ACR|1BASARM|2ASPD|2DMG|1BEXP	1aMLV|2RCR|3BASARM|4aASPD|5DMSP|6MBVNT|7DUST|8BEXP|9aDMG|aBPWR
113	12312 25526	   	233.28	ACR|2BASARM|2ASPD|1DMG|1CDMG	18aMLV|2RCR|3aBASARM|4RCVC|5CDMG|6DMG|7aASPD|9LEGI|aBPWR
114	12336 16243	   	233.26	ACR|3ASPD|1BASARM|1BEXP|1CDMG	1MLV|2RCR|3BASARM|467ASPD|5CDMG|8LHND|9BEXP|aAAC
115	12312 15163	 * 	233.12	ACR|2BASARM|1ASPD|2CDMG|1VULN|1AART	17MLV|2RCR|37BASARM|4RCVC|57CDMG|6AART|7BPWR|8AIRHEL|9ASPD|aVULN
116	12312 15421	   	233.12	ACR|2BASARM|1ASPD|2CDMG|1VULN|1AART	17MLV|2RCR|37BASARM|4RCVC|57CDMG|6AART|7BPWR|8AAC|9ASPD|aVULN
117	42333 43261	   	233.10	ACR|1BASARM|2ASPD|2DMG|1BEXP	1aTLV|2RCR|3BASARM|4aASPD|5DUST|6AAC|7BEXP|8RMIN|9aDMG|aBPWR
118	42334 23471	   	233.10	ACR|1BASARM|2ASPD|2DMG|1BEXP	1aTLV|2RCR|3BASARM|4aASPD|5DMSP|6MBVNT|7DUST|8BEXP|9aDMG|aBPWR
119	12343 13514	   	233.04	ACR|1BASARM|2ASPD|1VULN|1DMG|1AART	1MLV|2RCR|3BASARM|4AART|5AME|6MDPS|7DMG|8VULN|9aASPD
120	42312 15163	   	232.92	ACR|2BASARM|1ASPD|2CDMG|1VULN|1AART	17TLV|2RCR|37BASARM|4RCVC|57CDMG|6AART|7BPWR|8AIRHEL|9ASPD|aVULN
121	42312 15421	   	232.92	ACR|2BASARM|1ASPD|2CDMG|1VULN|1AART	17TLV|2RCR|37BASARM|4RCVC|57CDMG|6AART|7BPWR|8AAC|9ASPD|aVULN
122	12336 13123	 * 	232.79	ACR|1BASARM|2VULN|2ASPD|2CDMG	1MLV|2RCR|3BASARM|46ASPD|59CDMG|7aVULN|8DUR
123	42336 13123	   	232.69	ACR|1BASARM|2VULN|2ASPD|2CDMG	1TLV|2RCR|3BASARM|46ASPD|59CDMG|7aVULN|8DUR
124	12335 33122	 * 	232.65	ACR|1BASARM|2VULN|2BEXP|1ASPD|1CDMG	1MLV|2RCR|3BASARM|4ASPD|5CGEN|6aVULN|78BEXP|9CDMG
125	12335 55122	   	232.65	ACR|1BASARM|2VULN|2BEXP|1ASPD|1CDMG	1MLV|2RCR|3BASARM|4ASPD|5CGEN|68BEXP|7aVULN|9CDMG
126	12336 12533	   	232.56	ACR|1BASARM|2ASPD|1VULN|1BEXP|1CDMG	1MLV|2RCR|3BASARM|46ASPD|5CDMG|7BEXP|8ZMB|9VULN|aAAC
127	42332 33122	   	232.55	ACR|1BASARM|2VULN|2BEXP|1ASPD|1CDMG	1TLV|2RCR|3BASARM|4ASPD|5MLV|6aVULN|78BEXP|9CDMG
128	42335 33122	   	232.55	ACR|1BASARM|2VULN|2BEXP|1ASPD|1CDMG	1TLV|2RCR|3BASARM|4ASPD|5CGEN|6aVULN|78BEXP|9CDMG
129	42336 12533	   	232.46	ACR|1BASARM|2ASPD|1VULN|1BEXP|1CDMG	1TLV|2RCR|3BASARM|46ASPD|5CDMG|7BEXP|8ZMB|9VULN|aAAC
130	12336 13533	   	232.44	ACR|1BASARM|2VULN|2ASPD|1CDMG	1MLV|2RCR|3BASARM|46ASPD|5CDMG|79VULN|8ZMB|aAAC
131	12335 35432	 * 	232.39	ACR|2BASARM|2VULN|1ASPD|1BEXP|1CDMG	1MLV|2RCR|39BASARM|4ASPD|5CGEN|67VULN|8BEXP|aCDMG
132	42336 13533	   	232.34	ACR|1BASARM|2VULN|2ASPD|1CDMG	1TLV|2RCR|3BASARM|46ASPD|5CDMG|79VULN|8ZMB|aAAC
133	42332 35432	   	232.29	ACR|2BASARM|2VULN|1ASPD|1BEXP|1CDMG	1TLV|2RCR|39BASARM|4ASPD|5MLV|67VULN|8BEXP|aCDMG
134	61421 11411	 * 	232.28	ACR|3BEXP|2ASPD|2DMG|1AART	1RCVC|28aBEXP|3RCR|4AART|5CGEN|68DMG|78ASPD|8BPWR|9AAC
135	12312 25462	   	232.19	ACR|1BASARM|1ASPD|1DMG|1VULN|1AART|1CDMG	1MLV|2RCR|3BASARM|4RCVC|5CDMG|6DMG|7ASPD|8LWND|9AART|aVULN
136	42312 26631	   	232.14	ACR|1BASARM|2DMG|1ASPD|1BEXP|1CDMG	1TLV|2RCR|3BASARM|4RCVC|5CDMG|67DMG|8ASPD|9BEXP|aCGEN
137	42312 26632	   	232.14	ACR|1BASARM|2DMG|1ASPD|1BEXP|1CDMG	1TLV|2RCR|3BASARM|4RCVC|5CDMG|67DMG|8ASPD|9BEXP|aBELT
138	12312 25262	   	232.09	ACR|1BASARM|1ASPD|1DMG|1VULN|1AART|1CDMG	1MLV|2RCR|3BASARM|4RCVC|5CDMG|6DMG|7ASPD|8LEGI|9AART|aVULN
139	42312 26633	   	232.04	ACR|1BASARM|2DMG|1ASPD|1BEXP|1CDMG	1TLV|2RCR|3BASARM|4RCVC|5CDMG|67DMG|8ASPD|9BEXP|aLSRREG
140	12336 12433	   	231.99	ACR|1BASARM|2ASPD|1VULN|1BEXP|1CDMG	1MLV|2RCR|3BASARM|46ASPD|5CDMG|7BEXP|8aAAC|9VULN
141	42312 25262	   	231.99	ACR|1BASARM|1ASPD|1DMG|1VULN|1AART|1CDMG	1TLV|2RCR|3BASARM|4RCVC|5CDMG|6DMG|7ASPD|8LEGI|9AART|aVULN
142	12336 11162	   	231.96	ACR|1BASARM|2ASPD|1DMG|1VULN|1CDMG	1MLV|2RCR|3BASARM|46ASPD|5CDMG|7LWND|8DUR|9DMG|aVULN
143	12336 13164	   	231.96	ACR|1BASARM|2ASPD|1VULN|1DMG|1CDMG	1MLV|2RCR|3BASARM|46ASPD|5CDMG|7VULN|8DUR|9DMG|aZMB
144	12336 13166	   	231.96	ACR|1BASARM|2ASPD|1VULN|1DMG|1CDMG	1MLV|2RCR|3BASARM|46ASPD|5CDMG|7VULN|8DUR|9DMG|aCGEN
145	12336 15112	   	231.96	ACR|1BASARM|2ASPD|1DMG|1VULN|1CDMG	1MLV|2RCR|3BASARM|46ASPD|5CDMG|7DMG|8CGEN|9DUR|aVULN
146	12336 15132	   	231.96	ACR|1BASARM|2ASPD|1DMG|1VULN|1CDMG	1MLV|2RCR|3BASARM|46ASPD|5CDMG|7DMG|8CGEN|9LWND|aVULN
147	12336 15412	   	231.96	ACR|1BASARM|2ASPD|1DMG|1VULN|1CDMG	1MLV|2RCR|3BASARM|46ASPD|5CDMG|7DMG|8LWND|9DUR|aVULN
148	42336 12433	   	231.89	ACR|1BASARM|2ASPD|1VULN|1BEXP|1CDMG	1TLV|2RCR|3BASARM|46ASPD|5CDMG|7BEXP|8aAAC|9VULN
