0	Index      	 *	Score 	Summary	Detail	
1	65123 11251	 * 	195.68	ACR|4VULN|2DMG|1ASPD|1SELL	13LHND|268aVULN|4RCR|56DMG|6BPWR|7SELL|9ASPD
14	65123 63222	 * 	180.62	ACR|2VULN|2BEXP|1ASPD|1DMG	13LHND|27VULN|4RCR|5DMG|6ASPD|89BEXP|aDUR
15	65123 63131	 * 	180.52	ACR|3VULN|1ASPD|1DMG|1CDMG	13LHND|27aVULN|4RCR|5DMG|6ASPD|8CDMG|9DMSP
16	65123 63221	   	180.52	ACR|2VULN|2BEXP|1ASPD|1DMG	13LHND|27VULN|4RCR|5DMG|6ASPD|89BEXP|aERES
17	12265 52141	 * 	179.99	ACR|1BASARM|1VULN|1ASPD|1BEXP	1VENFST|2RPLT|3VULN|4RCR|5MBVNT|6MDPS|7ASPD|8BEXP|9SPLREG|aBASARM
18	12265 52431	   	179.99	ACR|1BASARM|1VULN|1ASPD|1BEXP	1VENFST|2RPLT|3VULN|4RCR|5MBVNT|6MDPS|7ASPD|8MSLTOX|9BEXP|aBASARM
19	16311 41431	 * 	179.16	ACR|3ASPD|3BEXP	1VENFST|29aLHND|3LIT|4RCR|5CGEN|69aBEXP|7SNIHEL|89aASPD|9aBPWR
20	16313 41431	   	179.06	ACR|3ASPD|3BEXP	1VENFST|29aLHND|3LIT|4RCR|5ERES|69aBEXP|7SNIHEL|89aASPD|9aBPWR
21	65122 21112	 * 	179.04	ACR|2VULN|2BEXP|2CDMG|1AART	139LHND|2aVULN|4RCR|5RPLT|6AART|79CDMG|89BEXP|9BPWR
22	15311 41431	   	178.86	ACR|3ASPD|3BEXP	1VENFST|29aDUST|3LIT|4RCR|5CGEN|69aBEXP|7SNIHEL|89aASPD|9aBPWR
23	15313 41431	   	178.76	ACR|3ASPD|3BEXP	1VENFST|29aDUST|3LIT|4RCR|5ERES|69aBEXP|7SNIHEL|89aASPD|9aBPWR
24	65123 13522	 * 	178.24	ACR|2VULN|2DMG|2BEXP	13LHND|26VULN|4RCR|56DMG|6BPWR|7RMIN|89BEXP|aDUR
25	65123 13421	 * 	178.14	ACR|3VULN|2DMG|1CDMG	138LHND|26aVULN|4RCR|56DMG|6BPWR|7RMIN|9CDMG
26	65123 12522	   	178.14	ACR|2VULN|2DMG|2BEXP	13LHND|26VULN|4RCR|56DMG|6BPWR|7AME|89BEXP|aDUR
27	65123 13521	   	178.14	ACR|2VULN|2DMG|2BEXP	13LHND|26VULN|4RCR|56DMG|6BPWR|7RMIN|89BEXP|aERES
28	65123 12421	   	178.04	ACR|3VULN|2DMG|1CDMG	138LHND|26aVULN|4RCR|56DMG|6BPWR|7AME|9CDMG
29	65123 12521	   	178.04	ACR|2VULN|2DMG|2BEXP	13LHND|26VULN|4RCR|56DMG|6BPWR|7AME|89BEXP|aERES
30	65123 11234	   	177.80	ACR|3VULN|2DMG|1CDMG|1SELL	13LHND|268VULN|4RCR|56DMG|6BPWR|7SELL|9DUST|aCDMG
31	65123 63233	 * 	177.23	ACR|3VULN|1ASPD|1DMG|1BEXP	13LHND|27aVULN|4RCR|5DMG|6ASPD|8BEXP|9LWND
32	65123 63323	   	177.23	ACR|3VULN|1ASPD|1DMG|1BEXP	13LHND|27aVULN|4RCR|5DMG|6ASPD|8LWND|9BEXP
33	12266 14843	 * 	177.12	ACR|3VULN|1DMG|1AART|1CDMG	1VENFST|2RPLT|358VULN|4RCR|6MBVNT|7AART|9DMG|aCDMG
34	12261 63135	 * 	176.86	ACR|1VULN|2AART|1DMG|1BEXP|1CDMG	1VENFST|2RPLT|3VULN|4RCR|5BEXP|6FEWX|7aAART|8DMG|9CDMG
35	12262 11643	   	176.40	ACR|1BASARM|1VULN|1AART|1CDMG	1VENFST|2RPLT|3VULN|4RCR|5VENICY|6AART|7LIT|8CDMG|9LWND|aBASARM
36	12261 46133	 * 	176.39	ACR|2VULN|2BEXP|1DMG|1AART	1VENFST|2RPLT|3aVULN|4RCR|58BEXP|6MDPS|7DMG|9AART
37	12262 11632	   	176.30	ACR|1BASARM|1VULN|1AART|1CDMG	1VENFST|2RPLT|3VULN|4RCR|5VENICY|6AART|7LIT|8CDMG|9DLOT|aBASARM
38	65123 11632	 * 	176.20	ACR|2VULN|2DMG|1AART|1AAC|1SELL	13LHND|26VULN|4RCR|56DMG|6BPWR|7SELL|8CGEN|9AART|aAAC
39	53513 33135	 * 	175.85	ACR|2ASPD|2BEXP|1VULN|1CDMG	12679CGEN|3CDMG|49BEXP|5RCR|89ASPD|9BPWR|aVULN
40	12261 13453	   	175.09	ACR|1BASARM|1VULN|1BEXP|1AART	1VENFST|2RPLT|3VULN|4RCR|5BEXP|6ERES|7CGEN|8RMIN|9BASARM|aAART
41	12261 23453	   	175.09	ACR|1BASARM|1VULN|1BEXP|1AART	1VENFST|2RPLT|3VULN|4RCR|5BEXP|6TLV|7CGEN|8RMIN|9BASARM|aAART
42	65123 13223	 * 	174.85	ACR|3VULN|2DMG|1BEXP	13LHND|26aVULN|4RCR|56DMG|6BPWR|7RMIN|8FEWX|9BEXP
43	65123 13533	   	174.85	ACR|3VULN|2DMG|1BEXP	13LHND|26aVULN|4RCR|56DMG|6BPWR|7RMIN|8BEXP|9LWND
44	65126 13223	 * 	174.85	ACR|3VULN|2ASPD|1BEXP	13LHND|26aVULN|4RCR|56ASPD|6BPWR|7RMIN|8FEWX|9BEXP
45	65123 12223	   	174.75	ACR|3VULN|2DMG|1BEXP	13LHND|26aVULN|4RCR|56DMG|6BPWR|7AME|8FEWX|9BEXP
46	65123 13623	   	174.75	ACR|3VULN|2DMG|1BEXP	13LHND|26aVULN|4RCR|56DMG|6BPWR|7RMIN|8DUST|9BEXP
47	65123 16123	   	174.75	ACR|3VULN|2DMG|1BEXP	13LHND|26aVULN|4RCR|56DMG|6BPWR|7LWND|8ERES|9BEXP
48	65123 16223	   	174.75	ACR|3VULN|2DMG|1BEXP	13LHND|26aVULN|4RCR|56DMG|6BPWR|7LWND|8AME|9BEXP
49	65126 12223	   	174.75	ACR|3VULN|2ASPD|1BEXP	13LHND|26aVULN|4RCR|56ASPD|6BPWR|7AME|8FEWX|9BEXP
50	65123 11211	   	174.61	ACR|3VULN|2DMG|1BEXP|1SELL	13LHND|268VULN|4RCR|56DMG|6BPWR|7SELL|9BEXP|aMLV
51	65123 11212	   	174.61	ACR|3VULN|2DMG|1BEXP|1SELL	13LHND|268VULN|4RCR|56DMG|6BPWR|7SELL|9BEXP|aDUR
52	65123 11213	   	174.61	ACR|3VULN|2DMG|1BEXP|1SELL	13aLHND|268VULN|4RCR|56DMG|6BPWR|7SELL|9BEXP
53	65126 11211	   	174.61	ACR|3VULN|2ASPD|1BEXP|1SELL	13LHND|268VULN|4RCR|56ASPD|6BPWR|7SELL|9BEXP|aMLV
54	65126 11212	   	174.61	ACR|3VULN|2ASPD|1BEXP|1SELL	13LHND|268VULN|4RCR|56ASPD|6BPWR|7SELL|9BEXP|aDUR
55	65126 11213	   	174.61	ACR|3VULN|2ASPD|1BEXP|1SELL	13aLHND|268VULN|4RCR|56ASPD|6BPWR|7SELL|9BEXP
56	65123 11215	   	174.51	ACR|3VULN|2DMG|1BEXP|1SELL	13LHND|268VULN|4RCR|56DMG|6BPWR|7SELL|9BEXP|aDUST
57	12265 34811	 * 	174.50	ACR|2DMG|1VULN|1ASPD|1AART	1VENFST|2RPLT|3VULN|4RCR|5MBVNT|6SNIFST|7ASPD|8AART|9aDMG
58	65123 13114	   	173.85	ACR|2VULN|2DMG|1CDMG|1AAC|1SELL	13LHND|26VULN|4RCR|56DMG|6BPWR|7RMIN|8SELL|9AAC|aCDMG
59	65123 12114	   	173.75	ACR|2VULN|2DMG|1CDMG|1AAC|1SELL	13LHND|26VULN|4RCR|56DMG|6BPWR|7AME|8SELL|9AAC|aCDMG
60	41163 11251	 * 	173.00	DCR|2VULN|2ASPD|2DMG|1CDMG	16LWND|2AAC|39ASPD|48VULN|56DMG|6BPWR|7CDMG|aRCR
61	61163 11251	   	173.00	DCR|2VULN|2ASPD|2DMG|1CDMG	16LHND|2AAC|39ASPD|48VULN|56DMG|6BPWR|7CDMG|aRCR
62	65126 13331	 * 	172.20	ACR|2VULN|2ASPD|1DMG	13LHND|26VULN|4RCR|56ASPD|6BPWR|7RMIN|8CGEN|9BELT|aDMG
63	65123 23352	 * 	172.10	ACR|2VULN|2DMG|1ASPD	13LHND|2aVULN|4RCR|59DMG|6LIT|7ASPD|8CGEN
64	65123 11411	   	171.96	ACR|2VULN|2DMG|1ASPD|1SELL	13LHND|26VULN|4RCR|56DMG|6BPWR|7SELL|8LWND|9LIT|aASPD
65	65123 11111	   	171.86	ACR|2VULN|2DMG|1ASPD|1SELL	13LHND|26VULN|4RCR|56DMG|6BPWR|7SELL|8LEGI|9LIT|aASPD
66	65122 21131	   	171.77	ACR|1VULN|2BEXP|3CDMG|1AART	13aLHND|2VULN|4RCR|5RPLT|6AART|79aCDMG|8aBEXP|aBPWR
67	65123 11221	 * 	171.45	ACR|4VULN|2DMG|1SELL	13LHND|268aVULN|4RCR|56DMG|6BPWR|7SELL|9AME
68	65123 11261	 * 	171.45	ACR|4VULN|2DMG|1SELL	13LHND|268aVULN|4RCR|56DMG|6BPWR|7SELL|9TLV
69	65126 11221	 * 	171.45	ACR|4VULN|2ASPD|1SELL	13LHND|268aVULN|4RCR|56ASPD|6BPWR|7SELL|9AME
70	12261 46131	   	171.16	ACR|1VULN|2BEXP|1DMG|1AART|1AAC	1VENFST|2RPLT|3VULN|4RCR|58BEXP|6MDPS|7DMG|9AART|aAAC
71	12265 83134	 * 	170.66	ACR|1VULN|1ASPD|1DMG|1AART|1CDMG	1VENFST|2RPLT|3VULN|4RCR|5MBVNT|6LWND|7AART|8DMG|9CDMG|aASPD
72	65126 23232	 * 	170.59	ACR|3ASPD|1VULN|1AART	139LHND|2VULN|4RCR|579ASPD|69aLIT|8AART|9BPWR
73	65126 23233	   	170.59	ACR|3ASPD|1VULN|1AART	139LHND|2VULN|4RCR|579ASPD|69LIT|8AART|9BPWR|aDMSP
74	65126 23231	   	170.49	ACR|3ASPD|1VULN|1AART	139LHND|2VULN|4RCR|579ASPD|69LIT|8AART|9BPWR|aERES
75	15314 13162	   	169.89	ACR|1BASARM|1DMG|1CDMG	1VENFST|2DUST|3LIT|4RCR|5LHND|6RCVC|7BELT|8CDMG|9BASARM|aDMG
76	12261 63116	 * 	169.38	ACR|1VULN|1ASPD|1DMG|1BEXP|1AART	1VENFST|2RPLT|3VULN|4RCR|5BEXP|6FEWX|7AART|8DMG|9TLV|aASPD
77	15311 25321	   	169.38	ACR|1VULN|1ASPD|1DMG|1AART|1BEXP	1VENFST|2DUST|3LIT|4RCR|5CGEN|6AART|7ASPD|8BEXP|9VULN|aDMG
78	12265 51343	   	169.28	ACR|1VULN|1ASPD|1DMG|1BEXP|1AART	1VENFST|2RPLT|3VULN|4RCR|5MBVNT|6MDPS|7BEXP|8AART|9ASPD|aDMG
79	15313 25321	   	169.28	ACR|1VULN|1ASPD|1DMG|1BEXP|1AART	1VENFST|2DUST|3LIT|4RCR|5ERES|6AART|7ASPD|8BEXP|9VULN|aDMG
80	12266 14841	   	168.56	ACR|3VULN|1DMG|1AART|1AAC	1VENFST|2RPLT|358VULN|4RCR|6MBVNT|7AART|9DMG|aAAC
81	13632 36522	 * 	168.50	DCR|1BASARM|1ASPD|1DMG|1CDMG|1AART	1VENFST|2ERES|3ASPD|4AART|5DMG|6RCVC|7CDMG|8AME|9BASARM|aRCR
82	16316 13325	 * 	168.18	ACR|2DMG|1VULN|1AART|1CDMG	1VENFST|2LHND|3LIT|4RCR|5AME|6VULN|7aDMG|8CDMG|9AART
83	12265 83334	 * 	168.18	ACR|2ASPD|1VULN|1AART|1CDMG	1VENFST|2RPLT|3VULN|4RCR|5MBVNT|6LWND|7AART|8aASPD|9CDMG
84	65123 62222	   	168.17	ACR|1VULN|2BEXP|1ASPD|1DMG	137LHND|2VULN|4RCR|5DMG|6ASPD|89BEXP|aDUR
85	65123 63133	   	168.17	ACR|2VULN|1ASPD|1DMG|1CDMG	13LHND|27VULN|4RCR|5DMG|6ASPD|8CDMG|9DMSP|aFEWX
86	65123 62131	   	168.17	ACR|2VULN|1ASPD|1DMG|1CDMG	137LHND|2aVULN|4RCR|5DMG|6ASPD|8CDMG|9DMSP
87	65123 11162	 * 	168.12	ACR|2VULN|2DMG|1AART|1SELL	13LHND|26VULN|4RCR|56DMG|6BPWR|7SELL|8LEGI|9AART|aRCVC
88	65123 62221	   	168.07	ACR|1VULN|2BEXP|1ASPD|1DMG	137LHND|2VULN|4RCR|5DMG|6ASPD|89BEXP|aERES
89	65123 63112	   	168.07	ACR|2VULN|1ASPD|1DMG|1CDMG	13LHND|27VULN|4RCR|5DMG|6ASPD|8CDMG|9MDPS|aBELT
90	65123 63113	   	168.07	ACR|2VULN|1ASPD|1DMG|1CDMG	13LHND|27VULN|4RCR|5DMG|6ASPD|8CDMG|9MDPS|aRPLT
91	65123 63121	   	168.07	ACR|2VULN|1ASPD|1DMG|1CDMG	13LHND|27VULN|4RCR|5DMG|6ASPD|8CDMG|9AME|aMLV
92	65123 63122	   	168.07	ACR|2VULN|1ASPD|1DMG|1CDMG	13LHND|27VULN|4RCR|5DMG|6ASPD|8CDMG|9AME|aDUR
93	65123 63123	   	168.07	ACR|2VULN|1ASPD|1DMG|1CDMG	13aLHND|27VULN|4RCR|5DMG|6ASPD|8CDMG|9AME
94	65123 63132	   	168.07	ACR|2VULN|1ASPD|1DMG|1CDMG	13LHND|27VULN|4RCR|5DMG|6ASPD|8CDMG|9DMSP|aAME
95	65126 23222	   	168.04	ACR|2VULN|2ASPD|1AART	13LHND|2aVULN|4RCR|57ASPD|6LIT|8AART|9LWND
96	12261 32551	 * 	167.98	ACR|1VULN|1ASPD|1DMG|1BEXP|1CDMG	1VENFST|2RPLT|3VULN|4RCR|5BEXP|6SNIFST|7ERES|8ASPD|9CDMG|aDMG
97	15311 25363	 * 	167.97	ACR|2BEXP|1ASPD|1DMG|1AART	1VENFST|2DUST|3LIT|4RCR|5CGEN|6AART|7ASPD|8aBEXP|9DMG
98	65123 15112	 * 	167.94	ACR|2VULN|2DMG|1AART	13LHND|26VULN|4RCR|56DMG|6BPWR|7MDPS|8CGEN|9ERES|aAART
99	65123 11313	   	167.89	ACR|2VULN|2DMG|1AART|1SELL	13LHND|26VULN|4RCR|56DMG|6BPWR|7SELL|8BELT|9MLV|aAART
100	65123 11353	   	167.89	ACR|2VULN|2DMG|1AART|1SELL	13LHND|26VULN|4RCR|56DMG|6BPWR|7SELL|8BELT|9RMIN|aAART
101	65123 11363	   	167.89	ACR|2VULN|2DMG|1AART|1SELL	13LHND|26VULN|4RCR|56DMG|6BPWR|7SELL|8BELT|9CGEN|aAART
102	65123 11631	   	167.89	ACR|2VULN|2DMG|1AART|1SELL	13LHND|26VULN|4RCR|56DMG|6BPWR|7SELL|8CGEN|9AART|aDUR
103	65123 11633	   	167.89	ACR|2VULN|2DMG|1AART|1SELL	13LHND|26VULN|4RCR|56DMG|6BPWR|7SELL|8CGEN|9AART|aFEWX
104	65126 11313	   	167.89	ACR|2VULN|2ASPD|1AART|1SELL	13LHND|26VULN|4RCR|56ASPD|6BPWR|7SELL|8BELT|9MLV|aAART
105	12261 32515	   	167.87	ACR|1VULN|2BEXP|1ASPD|1DMG	1VENFST|2RPLT|3VULN|4RCR|5aBEXP|6SNIFST|7ERES|8ASPD|9DMG
106	12263 12533	   	167.87	ACR|1VULN|2BEXP|1ASPD|1DMG	1VENFST|2RPLT|3VULN|4RCR|5DUST|6ERES|78BEXP|9DMG|aASPD
107	12263 42226	   	167.87	ACR|2VULN|1ASPD|1DMG|1CDMG	1VENFST|2RPLT|39VULN|4RCR|5DUST|6MDPS|7ASPD|8DMG|aCDMG
108	15313 25363	   	167.87	ACR|2BEXP|1ASPD|1DMG|1AART	1VENFST|2DUST|3LIT|4RCR|5ERES|6AART|7ASPD|8aBEXP|9DMG
109	15312 63162	   	167.86	ACR|1BASARM|1DMG|1CDMG	1VENFST|2DUST|35LIT|4RCR|6LWND|7BELT|8CDMG|9BASARM|aDMG
110	55142 21132	   	167.86	ACR|1BASARM|1DMG|1BEXP	19CGEN|2MDPS|3LHND|4RCR|5RPLT|6BASARM|7LEGI|8BEXP|aDMG
111	55142 21231	   	167.86	ACR|1BASARM|1ASPD|1BEXP	1CGEN|2MDPS|3LHND|4RCR|5RPLT|6BASARM|7LEGI|8ASPD|9BEXP|aZMB
112	12266 11146	   	167.84	ACR|2VULN|2DMG|1AART	1VENFST|2RPLT|35VULN|4RCR|6MBVNT|7DUR|8AART|9aDMG
113	65123 13326	   	167.79	ACR|2VULN|3DMG	13LHND|26VULN|4RCR|56aDMG|6BPWR|7RMIN|8CGEN|9ZMB
114	65123 13331	   	167.79	ACR|2VULN|3DMG	13LHND|26VULN|4RCR|56aDMG|6BPWR|7RMIN|8CGEN|9BELT
115	65123 11163	   	167.79	ACR|2VULN|2DMG|1AART|1SELL	13aLHND|26VULN|4RCR|56DMG|6BPWR|7SELL|8LEGI|9AART
116	65123 11333	   	167.79	ACR|2VULN|2DMG|1AART|1SELL	13LHND|26VULN|4RCR|56DMG|6BPWR|7SELL|8BELT|9TLV|aAART
117	65123 11343	   	167.79	ACR|2VULN|2DMG|1AART|1SELL	13LHND|26VULN|4RCR|56DMG|6BPWR|7SELL|8BELT|9ERES|aAART
118	65126 11333	   	167.79	ACR|2VULN|2ASPD|1AART|1SELL	13LHND|26VULN|4RCR|56ASPD|6BPWR|7SELL|8BELT|9TLV|aAART
119	16313 23652	 * 	167.76	ACR|1BASARM|1DMG|1AART	1VENFST|2LHND|3LIT|4RCR|5ERES|6DUR|7DMG|8AART|9DLOT|aBASARM
120	55142 21232	   	167.76	ACR|1BASARM|1ASPD|1BEXP	1CGEN|2MDPS|3LHND|4RCR|5RPLT|6BASARM|7LEGI|8ASPD|9BEXP|aDUST
121	12262 13145	   	167.74	ACR|2VULN|2DMG|1AART	1VENFST|2RPLT|3aVULN|4RCR|5VENICY|6AART|7AAC|89DMG
122	16312 13262	   	167.71	ACR|1BASARM|1DMG|1BEXP|1SELL	1VENFST|2LHND|35LIT|4RCR|6BEXP|7BELT|8SELL|9BASARM|aDMG
123	16314 13262	   	167.71	ACR|1BASARM|1DMG|1BEXP|1SELL	1VENFST|25LHND|3LIT|4RCR|6BEXP|7BELT|8SELL|9BASARM|aDMG
124	65123 12326	   	167.69	ACR|2VULN|3DMG	13LHND|26VULN|4RCR|56aDMG|6BPWR|7AME|8CGEN|9ZMB
125	65123 12631	   	167.69	ACR|2VULN|3DMG	13LHND|26VULN|4RCR|56aDMG|6BPWR|7AME|8RMIN|9BELT
126	65123 13235	   	167.69	ACR|2VULN|3DMG	13LHND|26VULN|4RCR|56aDMG|6BPWR|7RMIN|8FEWX|9DUST
127	65123 13316	   	167.69	ACR|2VULN|3DMG	13LHND|26VULN|4RCR|56aDMG|6BPWR|7RMIN|8CGEN|9ERES
128	65123 11161	   	167.69	ACR|2VULN|2DMG|1AART|1SELL	13LHND|26VULN|4RCR|56DMG|6BPWR|7SELL|8LEGI|9AART|aERES
129	55142 21233	   	167.61	ACR|1BASARM|1ASPD|1BEXP|1SELL	1CGEN|2MDPS|3LHND|4RCR|5RPLT|6BASARM|7LEGI|8ASPD|9BEXP|aSELL
130	65123 12235	   	167.59	ACR|2VULN|3DMG	13LHND|26VULN|4RCR|56aDMG|6BPWR|7AME|8FEWX|9DUST
131	65123 12316	   	167.59	ACR|2VULN|3DMG	13LHND|26VULN|4RCR|56aDMG|6BPWR|7AME|8CGEN|9ERES
132	65123 14233	   	167.49	ACR|2VULN|3DMG	13LHND|26VULN|4RCR|56aDMG|6BPWR|7DLOT|8ERES|9AEMAG
133	65126 11111	 * 	167.45	ACR|2VULN|3ASPD|1SELL	13LHND|26VULN|4RCR|56aASPD|6BPWR|7SELL|8LEGI|9LIT
134	65126 23213	   	167.10	ACR|2ASPD|1VULN|1AART|1BEXP	13LHND|2VULN|4RCR|57ASPD|6aLIT|8AART|9BEXP
135	65126 23211	   	167.00	ACR|2ASPD|1VULN|1BEXP|1AART	13LHND|2VULN|4RCR|57ASPD|6LIT|8AART|9BEXP|aDUST
136	12261 44313	 * 	166.90	ACR|2DMG|1VULN|1BEXP|1AART	1VENFST|2RPLT|3VULN|4RCR|5BEXP|6MDPS|7DUR|8AART|9aDMG
137	12261 63313	   	166.90	ACR|2DMG|1VULN|1BEXP|1AART	1VENFST|2RPLT|3VULN|4RCR|5BEXP|6FEWX|7AART|8MDPS|9aDMG
138	12261 42313	   	166.80	ACR|2DMG|1VULN|1BEXP|1AART	1VENFST|2RPLT|3VULN|4RCR|5BEXP|6MDPS|7DUST|8AART|9aDMG
139	12263 41313	   	166.80	ACR|2DMG|1VULN|1BEXP|1AART	1VENFST|2RPLT|3VULN|4RCR|5DUST|6MDPS|7BEXP|8AART|9aDMG
140	12265 51313	   	166.80	ACR|2DMG|1VULN|1BEXP|1AART	1VENFST|2RPLT|3VULN|4RCR|5MBVNT|6MDPS|7BEXP|8AART|9aDMG
141	41163 11215	 * 	166.75	DCR|2VULN|2DMG|1ASPD|1BEXP|1CDMG	16LWND|2AAC|3ASPD|48VULN|56DMG|6BPWR|7CDMG|9BEXP|aRCR
142	61163 11215	   	166.75	DCR|2VULN|2DMG|1ASPD|1BEXP|1CDMG	16LHND|2AAC|3ASPD|48VULN|56DMG|6BPWR|7CDMG|9BEXP|aRCR
143	55142 21221	   	166.54	ACR|1BASARM|1ASPD|1VULN	1CGEN|2MDPS|3LHND|4RCR|5RPLT|6BASARM|7LEGI|8ASPD|9VULN|aZMB
144	55142 21322	 * 	166.54	ACR|1BASARM|1DMG|1VULN	1CGEN|2MDPS|3LHND|4RCR|5RPLT|6BASARM|7LEGI|8LIT|9DMG|aVULN
145	12265 34318	   	166.44	ACR|1BASARM|1VULN|1ASPD	1VENFST|2RPLT|3VULN|4RCR|5MBVNT|6SNIFST|7ASPD|89LIT|aBASARM
146	55142 21222	   	166.44	ACR|1BASARM|1ASPD|1VULN	1CGEN|2MDPS|3LHND|4RCR|5RPLT|6BASARM|7LEGI|8ASPD|9VULN|aDUST
147	41163 11261	 * 	166.33	DCR|3VULN|2DMG|1ASPD|1CDMG	16LWND|2AAC|3ASPD|489VULN|56DMG|6BPWR|7CDMG|aRCR
148	61163 11261	   	166.33	DCR|3VULN|2DMG|1ASPD|1CDMG	16LHND|2AAC|3ASPD|489VULN|56DMG|6BPWR|7CDMG|aRCR
149	55142 21223	   	166.29	ACR|1BASARM|1ASPD|1VULN|1SELL	1CGEN|2MDPS|3LHND|4RCR|5RPLT|6BASARM|7LEGI|8ASPD|9VULN|aSELL
150	65123 12253	   	166.02	ACR|2VULN|2DMG|1CDMG	13LHND|26VULN|4RCR|56DMG|6BPWR|7AME|8FEWX|9CDMG|aRCVC
151	42255 11122	 * 	165.82	ACR|2DMG|1ASPD|1BEXP|1CDMG	1LWND|2DUST|3BEXP|4LHND|5RCR|6DUR|78DMG|9CDMG|aASPD
152	65123 13351	   	165.79	ACR|2VULN|2DMG|1CDMG	13LHND|26VULN|4RCR|56DMG|6BPWR|7RMIN|8CGEN|9CDMG|aMLV
153	65123 13352	   	165.79	ACR|2VULN|2DMG|1CDMG	13LHND|26VULN|4RCR|56DMG|6BPWR|7RMIN|8CGEN|9CDMG|aDUR
154	65123 13353	   	165.79	ACR|2VULN|2DMG|1CDMG	13aLHND|26VULN|4RCR|56DMG|6BPWR|7RMIN|8CGEN|9CDMG
155	65123 13423	   	165.79	ACR|2VULN|2DMG|1CDMG	138LHND|26VULN|4RCR|56DMG|6BPWR|7RMIN|9CDMG|aFEWX
156	65126 13332	 * 	165.79	ACR|2VULN|2ASPD|1CDMG	13LHND|26VULN|4RCR|56ASPD|6BPWR|7RMIN|8CGEN|9BELT|aCDMG
157	65123 63232	   	165.78	ACR|2VULN|1ASPD|1DMG|1BEXP	13LHND|27VULN|4RCR|5DMG|6ASPD|8BEXP|9LWND|aDUR
158	65123 63322	   	165.78	ACR|2VULN|1ASPD|1DMG|1BEXP	13LHND|27VULN|4RCR|5DMG|6ASPD|8LWND|9BEXP|aDUR
159	65123 62233	   	165.78	ACR|2VULN|1ASPD|1DMG|1BEXP	137LHND|2aVULN|4RCR|5DMG|6ASPD|8BEXP|9LWND
160	65123 62323	   	165.78	ACR|2VULN|1ASPD|1DMG|1BEXP	137LHND|2aVULN|4RCR|5DMG|6ASPD|8LWND|9BEXP
161	42225 11122	   	165.72	ACR|2DMG|1ASPD|1BEXP|1CDMG	1LWND|2DUST|3BEXP|4LEGI|5RCR|6DUR|78DMG|9CDMG|aASPD
162	42225 31122	   	165.72	ACR|2DMG|1ASPD|1BEXP|1CDMG	1LWND|2DUST|3BEXP|4LEGI|5RCR|6LHND|78DMG|9CDMG|aASPD
163	65123 12251	   	165.69	ACR|2VULN|2DMG|1CDMG	13LHND|26VULN|4RCR|56DMG|6BPWR|7AME|8FEWX|9CDMG|aRPLT
164	65123 12351	   	165.69	ACR|2VULN|2DMG|1CDMG	13LHND|26VULN|4RCR|56DMG|6BPWR|7AME|8CGEN|9CDMG|aMLV
165	65123 12352	   	165.69	ACR|2VULN|2DMG|1CDMG	13LHND|26VULN|4RCR|56DMG|6BPWR|7AME|8CGEN|9CDMG|aDUR
