0	Index      	 *	Score 	Summary	Detail	
1	31153 12561	 * 	218.17	DCR|2VULN|2ASPD|1AART|1DMG|1CDMG	14ASPD|2AART|3CDMG|5AELBLL|6RCR|7FEWX|89VULN|aDMG
90	11243 21526	 * 	198.31	DCR|1SPLARM|2VULN|1AART|1DMG|1CDMG	1BEXP|2TSLARM|3AART|49VULN|5SPLARM|6RCR|7MLV|8DMG|aCDMG
91	11243 23115	   	198.31	DCR|1SPLARM|2VULN|1AART|1ASPD|1CDMG	1BEXP|2TSLARM|3AART|49VULN|5SPLARM|6RCR|7LHND|8ASPD|aCDMG
92	11243 24226	   	198.31	DCR|1SPLARM|2VULN|1AART|1ASPD|1CDMG	1BEXP|2TSLARM|3AART|49VULN|5SPLARM|6RCR|7AME|8ASPD|aCDMG
93	13243 21226	   	198.31	DCR|1SPLARM|2VULN|1AART|1ASPD|1CDMG	1BEXP|2MSLFST|3AART|49VULN|5SPLARM|6RCR|7MLV|8ASPD|aCDMG
94	13243 21526	   	198.31	DCR|1SPLARM|2VULN|1AART|1DMG|1CDMG	1BEXP|2MSLFST|3AART|49VULN|5SPLARM|6RCR|7MLV|8DMG|aCDMG
95	13243 23115	   	198.31	DCR|1SPLARM|2VULN|1AART|1ASPD|1CDMG	1BEXP|2MSLFST|3AART|49VULN|5SPLARM|6RCR|7LHND|8ASPD|aCDMG
96	13243 24226	   	198.31	DCR|1SPLARM|2VULN|1AART|1ASPD|1CDMG	1BEXP|2MSLFST|3AART|49VULN|5SPLARM|6RCR|7AME|8ASPD|aCDMG
97	66432 63233	 * 	198.13	ACR|2VULN|2DMG|1AART|1ASPD|1CDMG	17DMG|2MBVNT|3RCR|4RCVC|57VULN|6BELT|7BPWR|8CDMG|9ASPD|aAART
98	36841 44317	   	198.05	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1ASPD|2MBVNT|3RMIN|4DUR|5VULN|69DMG|7RCR|8LIT|aAART
99	31153 12562	   	198.01	DCR|2VULN|2ASPD|1AART|1CDMG|1MSE	14ASPD|2AART|3CDMG|5AELBLL|6RCR|7FEWX|89VULN|aMSE
100	31154 35312	   	198.01	DCR|2AART|1MDPS|2ASPD|1VULN|1CDMG|1DUR	14ASPD|29AART|3CDMG|5DUR|6AME|7MDPS|8RCR|aVULN
101	31155 25312	   	198.01	DCR|2AART|1MDPS|2ASPD|1VULN|1CDMG|1DUR	14ASPD|29AART|3CDMG|5AME|6DUR|7MDPS|8RCR|aVULN
102	31156 25312	   	197.91	DCR|2AART|1MDPS|2ASPD|1VULN|1CDMG|1DUR	14ASPD|29AART|3CDMG|5ERES|6DUR|7MDPS|8RCR|aVULN
103	31153 14343	   	197.79	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	14ASPD|2AART|3CDMG|5AELBLL|6RCR|7MLV|8RPLT|9DMG|aVULN
104	31153 16313	   	197.79	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	14ASPD|2AART|3CDMG|5AELBLL|6RCR|7DMG|8RPLT|9CGEN|aVULN
105	31153 16423	   	197.79	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	14ASPD|2AART|3CDMG|5AELBLL|6RCR|7DMG|8MLV|9RPLT|aVULN
106	31153 13343	   	197.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	14ASPD|2AART|3CDMG|5AELBLL|6RCR|7ERES|8RPLT|9DMG|aVULN
107	31153 16632	   	197.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	14ASPD|2AART|3CDMG|5AELBLL|6RCR|7DMG|8LIT|9ERES|aVULN
108	35552 11132	   	197.66	DCR|2VULN|2DMG|1ASPD|1CDMG	1ASPD|2aDMG|37VULN|4BASFIG|5CDMG|6RCR|8BEXP|9RPLT
109	31153 16224	   	197.59	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	14ASPD|2AART|3CDMG|5AELBLL|6RCR|7DMG|89DUST|aVULN
110	36743 32346	   	197.58	DCR|2VULN|2ASPD|1AART|1DMG|1SELL	13ASPD|2MBVNT|4SELL|5DMG|6BEXP|7aVULN|8RCR|9AART
111	36743 42346	   	197.48	DCR|2VULN|2ASPD|1AART|1DMG|1SELL	13ASPD|2MBVNT|4SELL|5DMG|6DUST|7aVULN|8RCR|9AART
112	35512 42313	   	197.41	DCR|3VULN|2DMG|1ASPD	1ASPD|27DMG|35aVULN|4CGEN|6RMIN|8TLV|9RCR
113	35522 42313	   	197.41	DCR|3VULN|2DMG|1ASPD	1ASPD|27DMG|35aVULN|4AME|6RMIN|8TLV|9RCR
114	61111 32342	   	197.19	DCR|2DMG|1VULN|1AART|2CDMG|1DUR	19DMG|2AART|39CDMG|4DUR|5LWND|69FEWX|7RMIN|8RCR|9BPWR|aVULN
115	31151 24321	   	197.12	DCR|3ASPD|1AART|1VULN|1CDMG|1DUR	147ASPD|2AART|3CDMG|5LHND|6VULN|8DUR|9RCR|aRMIN
116	31154 24221	   	197.12	DCR|3ASPD|1VULN|1AART|1CDMG|1DUR	147ASPD|2AART|3CDMG|5DUR|6VULN|8BEXP|9RCR|aRMIN
117	32533 53511	   	197.10	DCR|3VULN|2DMG|1ASPD|1SELL	1ASPD|2CGEN|38aVULN|4MLV|5SELL|69DMG|7RCR
118	32611 53511	   	197.10	DCR|3VULN|2DMG|1ASPD|1SELL	1ASPD|2CGEN|3SELL|48aVULN|5MLV|69DMG|7RCR
119	33513 53511	   	197.10	DCR|3VULN|2DMG|1ASPD|1SELL	1ASPD|2AME|38aVULN|4CGEN|5SELL|69DMG|7RCR
120	32533 53251	   	197.08	DCR|2DMG|2ASPD|1AART|1VULN|1SELL	19ASPD|29CGEN|3VULN|4MLV|5SELL|69DMG|7RCR|8AART|9BPWR|aAME
121	32533 53252	   	197.08	DCR|2DMG|2ASPD|1AART|1VULN|1SELL	19ASPD|29CGEN|3VULN|4MLV|5SELL|69DMG|7RCR|8AART|9BPWR|aBELT
122	32533 53253	   	197.08	DCR|2DMG|2ASPD|1AART|1VULN|1SELL	19ASPD|29aCGEN|3VULN|4MLV|5SELL|69DMG|7RCR|8AART|9BPWR
123	32611 53251	   	197.08	DCR|2DMG|2ASPD|1AART|1VULN|1SELL	19ASPD|29CGEN|3SELL|4VULN|5MLV|69DMG|7RCR|8AART|9BPWR|aAME
124	32611 53252	   	197.08	DCR|2DMG|2ASPD|1AART|1VULN|1SELL	19ASPD|29CGEN|3SELL|4VULN|5MLV|69DMG|7RCR|8AART|9BPWR|aBELT
125	32611 53253	   	197.08	DCR|2DMG|2ASPD|1AART|1VULN|1SELL	19ASPD|29aCGEN|3SELL|4VULN|5MLV|69DMG|7RCR|8AART|9BPWR
126	33513 53251	   	197.08	DCR|2DMG|2ASPD|1AART|1VULN|1SELL	19ASPD|29aAME|3VULN|4CGEN|5SELL|69DMG|7RCR|8AART|9BPWR
127	32523 53511	   	197.00	DCR|3VULN|2DMG|1ASPD|1SELL	1ASPD|2CGEN|38aVULN|4ERES|5SELL|69DMG|7RCR
128	32613 53511	   	197.00	DCR|3VULN|2DMG|1ASPD|1SELL	1ASPD|2CGEN|3SELL|48aVULN|5ERES|69DMG|7RCR
129	33613 53511	   	197.00	DCR|3VULN|2DMG|1ASPD|1SELL	1ASPD|2AME|3SELL|48aVULN|5ERES|69DMG|7RCR
130	61111 52342	   	196.99	DCR|2DMG|1VULN|1AART|2CDMG|1DUR	19DMG|2AART|39CDMG|4DUR|5LWND|69DUST|7RMIN|8RCR|9BPWR|aVULN
131	32523 53251	   	196.98	DCR|2DMG|2ASPD|1AART|1VULN|1SELL	19ASPD|29CGEN|3VULN|4ERES|5SELL|69DMG|7RCR|8AART|9BPWR|aAME
132	32523 53252	   	196.98	DCR|2DMG|2ASPD|1VULN|1AART|1SELL	19ASPD|29CGEN|3VULN|4ERES|5SELL|69DMG|7RCR|8AART|9BPWR|aBELT
133	32523 53253	   	196.98	DCR|2DMG|2ASPD|1VULN|1AART|1SELL	19ASPD|29aCGEN|3VULN|4ERES|5SELL|69DMG|7RCR|8AART|9BPWR
134	32613 53251	   	196.98	DCR|2DMG|2ASPD|1AART|1VULN|1SELL	19ASPD|29CGEN|3SELL|4VULN|5ERES|69DMG|7RCR|8AART|9BPWR|aAME
135	32613 53252	   	196.98	DCR|2DMG|2ASPD|1VULN|1AART|1SELL	19ASPD|29CGEN|3SELL|4VULN|5ERES|69DMG|7RCR|8AART|9BPWR|aBELT
136	32613 53253	   	196.98	DCR|2DMG|2ASPD|1VULN|1AART|1SELL	19ASPD|29aCGEN|3SELL|4VULN|5ERES|69DMG|7RCR|8AART|9BPWR
137	33513 53252	   	196.98	DCR|2DMG|2ASPD|1AART|1VULN|1SELL|1MSE	19ASPD|29AME|3VULN|4CGEN|5SELL|69DMG|7RCR|8AART|9BPWR|aMSE
138	33613 53251	   	196.98	DCR|2DMG|2ASPD|1AART|1VULN|1SELL	19ASPD|29aAME|3SELL|4VULN|5ERES|69DMG|7RCR|8AART|9BPWR
139	33613 53252	   	196.88	DCR|2DMG|2ASPD|1AART|1VULN|1SELL|1MSE	19ASPD|29AME|3SELL|4VULN|5ERES|69DMG|7RCR|8AART|9BPWR|aMSE
140	36841 44141	   	196.71	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2MBVNT|3RMIN|4DUR|5VULN|6DMG|7RCR|8CDMG|9FEWX|aAART
141	66841 44141	   	196.71	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DMG|2MBVNT|3RMIN|4DUR|5VULN|6ASPD|7RCR|8CDMG|9FEWX|aAART
142	33216 35532	 * 	196.47	DCR|3VULN|2ASPD|1CDMG|1DUR	19ASPD|2AME|39DUST|4CGEN|5DUR|679VULN|8RCR|9BPWR|aCDMG
143	32226 35532	   	196.37	DCR|3VULN|2ASPD|1CDMG|1DUR	19ASPD|2CGEN|39DUST|4ERES|5DUR|679VULN|8RCR|9BPWR|aCDMG
144	66444 24731	 * 	196.36	ACR|3DMG|2VULN|1AART|1ASPD	189DMG|2MBVNT|3RCR|48SNIFST|58VULN|6AART|7RCVC|8BPWR|aASPD
145	31151 63163	 * 	196.32	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG|1CDMG	14ASPD|2AART|3CDMG|5LHND|6DMG|7VULN|8TLV|9RCR|aMDPS
146	31151 63363	   	196.32	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG|1CDMG	14ASPD|2AART|3CDMG|5LHND|6DMG|7VULN|8ERES|9RCR|aMDPS
147	61124 25313	   	196.22	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1DMG|2AART|3CDMG|4RCVC|59DUR|6aVULN|7TLV|8RCR
148	31154 24323	 * 	196.10	DCR|3ASPD|1VULN|1AART|1NUKE|1CDMG|2DUR	147ASPD|2AART|3CDMG|58DUR|6VULN|9NUKE|aRCR
149	36744 62344	   	195.83	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB|1DUR|1SELL	13ASPD|2MBVNT|4SELL|5DUR|6DMG|7VULN|8RCR|9AART|aZMB
150	61132 15133	   	195.69	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG	1DMG|2AART|3CDMG|4TSLFST|5LIT|6RPLT|7RCR|8VULN|9aASPD
151	31162 16125	 * 	195.69	DCR|2AART|2DMG|1MDPS|1ASPD|1CDMG|1ZMB	1ASPD|27AART|3CDMG|4MDPS|5FEWX|69DMG|8ZMB|aRCR
