0	Index      	 *	Score 	Summary	Detail	
1	62241 21351	 * 	238.57	ACR|3VULN|3DMG|1BASICY|2CDMG	17aVULN|2RCR|3AME|478DMG|57CDMG|6RCVC|7BPWR|9BASICY
14	32111 61141	   	229.26	ACR|1BASARM|2DMG|1ASPD|1BEXP|1CDMG	1LWND|2RCR|3CDMG|4CGEN|5ERES|6BASARM|7BEXP|89DMG|aASPD
15	32151 61141	   	229.26	ACR|1BASARM|2DMG|1ASPD|1BEXP|1CDMG	1LWND|2RCR|3CDMG|4MLV|5ERES|6BASARM|7BEXP|89DMG|aASPD
16	32141 61141	   	229.16	ACR|1BASARM|2DMG|1ASPD|1BEXP|1CDMG	1LWND|2RCR|3CDMG|4AME|5ERES|6BASARM|7BEXP|89DMG|aASPD
17	32221 61141	   	229.16	ACR|1BASARM|2DMG|1ASPD|1BEXP|1CDMG	1LWND|2RCR|3AME|4ERES|5CDMG|6BASARM|7BEXP|89DMG|aASPD
18	62161 61112	 * 	228.74	ACR|3VULN|2BEXP|1ASPD|1DMG|2CDMG	157VULN|2RCR|37CDMG|47BEXP|6RPLT|7BPWR|8LWND|9ASPD|aDMG
19	62161 61312	   	228.74	ACR|3VULN|2BEXP|1ASPD|1DMG|2CDMG	157VULN|2RCR|37CDMG|47BEXP|6RPLT|7BPWR|8ASPD|9LHND|aDMG
20	62221 46332	 * 	227.43	ACR|3VULN|2BASICY|2BEXP|1ASPD|1AART	148VULN|2RCR|34AME|48BPWR|5AART|68BEXP|78BASICY|9TLV|aASPD
21	62241 21315	   	226.78	ACR|2VULN|3DMG|1ASPD|2CDMG	17VULN|2RCR|3AME|478DMG|57CDMG|6RCVC|7BPWR|9LIT|aASPD
22	62241 21343	   	226.78	ACR|2VULN|3DMG|1ASPD|2CDMG	17VULN|2RCR|3AME|478DMG|57CDMG|6RCVC|7BPWR|9RMIN|aASPD
23	62326 31334	   	226.53	ACR|1BASARM|2DMG|1VULN|1CDMG|1AART	1VULN|2RCR|349DUST|5AART|67DMG|8CDMG|aBASARM
24	32111 61131	 * 	226.51	ACR|1BASARM|2BEXP|1ASPD|1DMG|1CDMG	1LWND|2RCR|3CDMG|4CGEN|5ERES|6BASARM|79BEXP|8DMG|aASPD
25	32151 61131	   	226.51	ACR|1BASARM|2BEXP|1ASPD|1DMG|1CDMG	1LWND|2RCR|3CDMG|4MLV|5ERES|6BASARM|79BEXP|8DMG|aASPD
26	32151 62121	 * 	226.51	ACR|1BASARM|2VULN|1ASPD|1DMG|1CDMG	1LWND|2RCR|3CDMG|4MLV|5ERES|6BASARM|79VULN|8DMG|aASPD
27	32141 61131	   	226.41	ACR|1BASARM|2BEXP|1ASPD|1DMG|1CDMG	1LWND|2RCR|3CDMG|4AME|5ERES|6BASARM|79BEXP|8DMG|aASPD
28	32221 61131	   	226.41	ACR|1BASARM|2BEXP|1ASPD|1DMG|1CDMG	1LWND|2RCR|3AME|4ERES|5CDMG|6BASARM|79BEXP|8DMG|aASPD
29	32111 62156	   	225.32	ACR|1BASARM|1VULN|1DMG|1BASICY|1BEXP|1CDMG	1LWND|2RCR|3CDMG|4CGEN|5ERES|6BASARM|7VULN|8DMG|9BASICY|aBEXP
30	32221 62156	   	225.22	ACR|1BASARM|1VULN|1DMG|1BASICY|1BEXP|1CDMG	1LWND|2RCR|3AME|4ERES|5CDMG|6BASARM|7VULN|8DMG|9BASICY|aBEXP
31	62221 46123	   	224.98	ACR|3VULN|2ASPD|1BASICY|1BEXP|1AART	149VULN|2RCR|349AME|49BPWR|5AART|6BEXP|7BASICY|89ASPD|aRPLT
32	62251 16123	   	224.98	ACR|3VULN|2ASPD|1BASICY|1AART|1BEXP	149VULN|2RCR|39AME|5AART|6LHND|7BASICY|89ASPD|9BPWR|aBEXP
33	32433 24334	 * 	224.97	ACR|2BASARM|2ASPD|2BEXP	18LWND|2RCR|3AAC|48ASPD|5DUST|6TLV|78BASARM|8BPWR|9aBEXP
34	62221 46121	   	224.88	ACR|3VULN|2ASPD|1BASICY|1BEXP|1AART	149VULN|2RCR|349AME|49BPWR|5AART|6BEXP|7BASICY|89ASPD|aDUST
35	62221 46122	   	224.88	ACR|3VULN|2ASPD|1BASICY|1BEXP|1AART	149VULN|2RCR|349AME|49BPWR|5AART|6BEXP|7BASICY|89ASPD|aERES
36	62241 62112	   	224.75	ACR|2VULN|3DMG|1ASPD|2CDMG	17VULN|2RCR|3AME|47aDMG|57CDMG|6RPLT|7BPWR|8LWND|9ASPD
37	62241 62312	   	224.75	ACR|2VULN|3DMG|1ASPD|2CDMG	17VULN|2RCR|3AME|47aDMG|57CDMG|6RPLT|7BPWR|8ASPD|9LHND
38	62241 21352	   	224.51	ACR|2VULN|3DMG|1BASICY|2CDMG	17VULN|2RCR|3AME|478DMG|57CDMG|6RCVC|7BPWR|9BASICY|aDMSP
39	62241 21353	   	224.41	ACR|2VULN|3DMG|1BASICY|2CDMG	17VULN|2RCR|3AME|478DMG|57CDMG|6RCVC|7BPWR|9BASICY|aDUST
40	32111 62146	   	224.15	ACR|1BASARM|2DMG|1VULN|1BEXP|1CDMG	1LWND|2RCR|3CDMG|4CGEN|5ERES|6BASARM|7VULN|89DMG|aBEXP
41	32221 62146	   	224.05	ACR|1BASARM|2DMG|1VULN|1BEXP|1CDMG	1LWND|2RCR|3AME|4ERES|5CDMG|6BASARM|7VULN|89DMG|aBEXP
42	32111 61146	 * 	224.03	ACR|1BASARM|2DMG|2BEXP|1CDMG	1LWND|2RCR|3CDMG|4CGEN|5ERES|6BASARM|7aBEXP|89DMG
43	32221 61146	   	223.93	ACR|1BASARM|2DMG|2BEXP|1CDMG	1LWND|2RCR|3AME|4ERES|5CDMG|6BASARM|7aBEXP|89DMG
44	62133 21323	 * 	223.42	ACR|4VULN|2DMG|2CDMG|1BEXP	1469VULN|2RCR|39CDMG|5AAC|7RMIN|89DMG|9BPWR|aBEXP
45	62136 21323	   	223.42	ACR|4VULN|2DMG|2CDMG|1BEXP	1469VULN|2RCR|39CDMG|5NUKE|7RMIN|89DMG|9BPWR|aBEXP
46	62423 33612	 * 	222.96	ACR|4VULN|3ASPD|1AART	148aVULN|2RCR|3AAC|48BPWR|58LIT|689ASPD|7AART
47	62241 21433	   	222.92	ACR|3VULN|2DMG|1ASPD|2CDMG	179VULN|2RCR|3AME|47DMG|57CDMG|6RCVC|7BPWR|8LWND|aASPD
48	62162 42324	 * 	222.48	ACR|2VULN|2ASPD|2BEXP|1AART|1CDMG	19VULN|2RCR|3CDMG|49BEXP|5TLV|6FEWX|7MBVNT|89ASPD|9BPWR|aAART
49	62421 33521	 * 	221.92	ACR|3VULN|1BASARM|1ASPD|1DMG	149VULN|2RCR|3AAC|4BPWR|5DMSP|6DMG|7BELT|8BASARM|aASPD
50	62343 52223	   	221.55	ACR|2VULN|1BASARM|2DMG|1BEXP	18VULN|2RCR|3DUST|4SNIFST|5BEXP|67DMG|9BASARM|aRMIN
51	62343 52221	   	221.45	ACR|2VULN|1BASARM|2DMG|1BEXP	18VULN|2RCR|3aDUST|4SNIFST|5BEXP|67DMG|9BASARM
52	62326 22153	   	221.31	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG|1AART	1VULN|2RCR|34DUST|5AART|6CDMG|7AEFBLL|8BASARM|9ASPD|aBEXP
53	62241 21142	   	221.29	ACR|2VULN|2DMG|3CDMG|1AART|1AAC	17VULN|2RCR|3AME|47DMG|578CDMG|6RCVC|7BPWR|9AART|aAAC
54	62241 62111	   	220.89	ACR|3VULN|2DMG|1ASPD|2CDMG	17aVULN|2RCR|3AME|47DMG|57CDMG|6RPLT|7BPWR|8LWND|9ASPD
55	62241 62311	   	220.89	ACR|3VULN|2DMG|1ASPD|2CDMG	17aVULN|2RCR|3AME|47DMG|57CDMG|6RPLT|7BPWR|8ASPD|9LHND
56	32133 15314	 * 	220.81	ACR|3VULN|2ASPD|3CDMG|1BEXP	167LWND|2RCR|379CDMG|479VULN|5BELT|79BPWR|89ASPD|aBEXP
57	62241 16223	   	220.79	ACR|3VULN|2DMG|1ASPD|2CDMG	179VULN|2RCR|3AME|49DMG|59CDMG|6RMIN|8MDPS|9BPWR|aASPD
58	62241 62113	   	220.47	ACR|2VULN|2DMG|2CDMG|1ASPD|1BEXP	17VULN|2RCR|3AME|47DMG|57CDMG|6RPLT|7BPWR|8LWND|9ASPD|aBEXP
59	62241 62313	   	220.47	ACR|2VULN|2DMG|1ASPD|2CDMG|1BEXP	17VULN|2RCR|3AME|47DMG|57CDMG|6RPLT|7BPWR|8ASPD|9LHND|aBEXP
60	32435 14333	 * 	220.18	ACR|2BASARM|3ASPD|2AAC	18LWND|2RCR|39AAC|48aASPD|5CGEN|6DUR|78BASARM|8BPWR
61	62246 12122	   	220.17	ACR|2VULN|2ASPD|2DMG|1AART	19VULN|2RCR|39AME|4aDMG|5AART|6VENFST|7RMIN|89ASPD|9BPWR
62	32111 61126	 * 	220.09	ACR|1BASARM|2BEXP|1DMG|1VULN|1CDMG	1LWND|2RCR|3CDMG|4CGEN|5ERES|6BASARM|7aBEXP|8DMG|9VULN
63	32151 61126	   	220.09	ACR|1BASARM|2BEXP|1DMG|1VULN|1CDMG	1LWND|2RCR|3CDMG|4MLV|5ERES|6BASARM|7aBEXP|8DMG|9VULN
64	32434 24333	   	220.08	ACR|2BASARM|3ASPD|2AAC	18LWND|2RCR|39AAC|48aASPD|5DUR|6TLV|78BASARM|8BPWR
65	62133 11312	   	220.03	ACR|3VULN|1ASPD|1DMG|2CDMG|1AART	147VULN|2RCR|37CDMG|5AAC|67MLV|7BPWR|8DMG|9AART|aASPD
66	62136 11312	   	220.03	ACR|3VULN|1ASPD|1DMG|2CDMG|1AART	147VULN|2RCR|37CDMG|5NUKE|67MLV|7BPWR|8DMG|9AART|aASPD
67	32141 61126	   	219.99	ACR|1BASARM|2BEXP|1DMG|1VULN|1CDMG	1LWND|2RCR|3CDMG|4AME|5ERES|6BASARM|7aBEXP|8DMG|9VULN
68	32221 61126	   	219.99	ACR|1BASARM|2BEXP|1DMG|1VULN|1CDMG	1LWND|2RCR|3AME|4ERES|5CDMG|6BASARM|7aBEXP|8DMG|9VULN
69	62133 61312	   	219.83	ACR|3VULN|1ASPD|1DMG|2CDMG|1AART	147VULN|2RCR|37CDMG|5AAC|67AME|7BPWR|8DMG|9AART|aASPD
70	62136 61312	   	219.83	ACR|3VULN|1ASPD|1DMG|2CDMG|1AART	147VULN|2RCR|37CDMG|5NUKE|67AME|7BPWR|8DMG|9AART|aASPD
71	62155 11331	 * 	219.76	ACR|4VULN|2DMG|3CDMG	179aVULN|2RCR|359CDMG|47AME|67MLV|79BPWR|89DMG
72	62341 52222	   	219.35	ACR|3VULN|1BASARM|2DMG	18aVULN|2RCR|3DUST|4SNIFST|5LHND|67DMG|9BASARM
73	32111 62145	   	218.81	ACR|1BASARM|2DMG|1VULN|1CDMG|1AAC	1LWND|2RCR|3CDMG|4CGEN|5ERES|6BASARM|7VULN|89DMG|aAAC
74	32221 62145	   	218.71	ACR|1BASARM|2DMG|1VULN|1CDMG|1AAC	1LWND|2RCR|3AME|4ERES|5CDMG|6BASARM|7VULN|89DMG|aAAC
75	62241 21314	   	218.09	ACR|2VULN|3DMG|2CDMG|1BEXP	17VULN|2RCR|3AME|478DMG|57CDMG|6RCVC|7BPWR|9LIT|aBEXP
76	62241 25223	 * 	217.99	ACR|3ASPD|2VULN|1DMG|1CDMG	19VULN|2RCR|39AME|4DMG|5CDMG|6RCVC|79aASPD|8MDPS|9BPWR
77	62163 61112	   	217.97	ACR|2VULN|2BEXP|1ASPD|1DMG|2CDMG	17VULN|2RCR|37CDMG|47BEXP|5RCVC|6RPLT|7BPWR|8LWND|9ASPD|aDMG
78	62163 61312	   	217.97	ACR|2VULN|2BEXP|1ASPD|1DMG|2CDMG	17VULN|2RCR|37CDMG|47BEXP|5RCVC|6RPLT|7BPWR|8ASPD|9LHND|aDMG
79	32151 62126	   	217.71	ACR|1BASARM|2VULN|1DMG|1BEXP|1CDMG	1LWND|2RCR|3CDMG|4MLV|5ERES|6BASARM|79VULN|8DMG|aBEXP
80	32111 61136	 * 	217.71	ACR|1BASARM|3BEXP|1DMG|1CDMG	1LWND|2RCR|3CDMG|4CGEN|5ERES|6BASARM|79aBEXP|8DMG
81	32151 61136	   	217.71	ACR|1BASARM|3BEXP|1DMG|1CDMG	1LWND|2RCR|3CDMG|4MLV|5ERES|6BASARM|79aBEXP|8DMG
82	32141 61136	   	217.61	ACR|1BASARM|3BEXP|1DMG|1CDMG	1LWND|2RCR|3CDMG|4AME|5ERES|6BASARM|79aBEXP|8DMG
83	32221 61136	   	217.61	ACR|1BASARM|3BEXP|1DMG|1CDMG	1LWND|2RCR|3AME|4ERES|5CDMG|6BASARM|79aBEXP|8DMG
84	62133 11311	   	217.55	ACR|3VULN|2DMG|2CDMG|1AART	147VULN|2RCR|37CDMG|5AAC|67MLV|7BPWR|8aDMG|9AART
85	62136 11311	   	217.55	ACR|3VULN|2DMG|2CDMG|1AART	147VULN|2RCR|37CDMG|5NUKE|67MLV|7BPWR|8aDMG|9AART
86	32111 61145	   	217.50	ACR|1BASARM|2DMG|1BEXP|1CDMG|1AAC	1LWND|2RCR|3CDMG|4CGEN|5ERES|6BASARM|7BEXP|89DMG|aAAC
87	62241 21114	   	217.48	ACR|2VULN|2DMG|3CDMG|1ASPD	17VULN|2RCR|3AME|47DMG|578CDMG|6aRCVC|7BPWR|9ASPD
88	32221 61145	   	217.40	ACR|1BASARM|2DMG|1BEXP|1CDMG|1AAC	1LWND|2RCR|3AME|4ERES|5CDMG|6BASARM|7BEXP|89DMG|aAAC
89	62133 61311	   	217.35	ACR|3VULN|2DMG|2CDMG|1AART	147VULN|2RCR|37CDMG|5AAC|67AME|7BPWR|8aDMG|9AART
90	62136 61311	   	217.35	ACR|3VULN|2DMG|2CDMG|1AART	147VULN|2RCR|37CDMG|5NUKE|67AME|7BPWR|8aDMG|9AART
91	62241 21115	   	217.16	ACR|2VULN|2DMG|3CDMG|1ASPD	17VULN|2RCR|3AME|47DMG|578CDMG|6RCVC|7BPWR|9ASPD|aFEWX
92	62241 21116	   	217.16	ACR|2VULN|2DMG|3CDMG|1ASPD	17VULN|2RCR|3AME|47DMG|578CDMG|6RCVC|7BPWR|9ASPD|aZMB
93	62112 11523	 * 	217.02	ACR|4VULN|2BEXP|1ASPD|2CDMG	1579VULN|2RCR|39CDMG|47CGEN|67MLV|79BPWR|89BEXP|aASPD
94	62112 61523	   	216.82	ACR|4VULN|2BEXP|1ASPD|2CDMG	1579VULN|2RCR|39CDMG|47CGEN|67AME|79BPWR|89BEXP|aASPD
95	62152 11523	   	216.82	ACR|4VULN|2BEXP|1ASPD|2CDMG	1579VULN|2RCR|39CDMG|47AME|67MLV|79BPWR|89BEXP|aASPD
96	62131 11523	   	216.82	ACR|4VULN|2BEXP|1ASPD|2CDMG	1479VULN|2RCR|39CDMG|57AME|67MLV|79BPWR|89BEXP|aASPD
97	62132 61523	   	216.82	ACR|4VULN|2BEXP|1ASPD|2CDMG	1479VULN|2RCR|39CDMG|57MLV|67AME|79BPWR|89BEXP|aASPD
98	62161 61111	   	216.82	ACR|4VULN|2BEXP|2CDMG|1ASPD	157aVULN|2RCR|37CDMG|47BEXP|6RPLT|7BPWR|8LWND|9ASPD
99	62161 61311	   	216.82	ACR|4VULN|2BEXP|2CDMG|1ASPD	157aVULN|2RCR|37CDMG|47BEXP|6RPLT|7BPWR|8ASPD|9LHND
100	32433 24326	 * 	216.54	ACR|2BASARM|2ASPD|1DMG	18LWND|2RCR|3AAC|48ASPD|5DUST|6TLV|78BASARM|8BPWR|9MLV|aDMG
101	62326 31312	   	216.13	ACR|2VULN|2DMG|1ASPD|1AART|1CDMG	19VULN|2RCR|34DUST|5AART|67DMG|8CDMG|aASPD
102	32111 65241	   	215.61	ACR|1BASARM|2DMG|1ASPD|1CDMG	1LWND|2RCR|3CDMG|4CGEN|5ERES|6BASARM|79DMG|8DUR|aASPD
103	32232 14541	   	215.61	ACR|1BASARM|2ASPD|1DMG|1BEXP	1LWND|2RCR|3AME|4aASPD|5FEWX|6RMIN|7BASARM|8DMG|9BEXP
104	32233 14541	   	215.61	ACR|1BASARM|2ASPD|1DMG|1BEXP	1LWND|2RCR|3AME|4aASPD|5LHND|6RMIN|7BASARM|8DMG|9BEXP
105	32242 14241	   	215.61	ACR|1BASARM|2DMG|1ASPD|1CDMG	1LWND|2RCR|3AME|49DMG|5FEWX|6RMIN|7BASARM|8CDMG|aASPD
106	32243 14241	   	215.61	ACR|1BASARM|2DMG|1ASPD|1CDMG	1LWND|2RCR|3AME|49DMG|5LHND|6RMIN|7BASARM|8CDMG|aASPD
107	32221 66141	   	215.51	ACR|1BASARM|2DMG|1ASPD|1CDMG	1LWND|2RCR|3AME|4ERES|5CDMG|6BASARM|7LHND|89DMG|aASPD
108	62241 35321	 * 	215.44	ACR|2VULN|3BEXP|2DMG|1CDMG	19VULN|2RCR|3AME|49DMG|5CDMG|6LEGI|7DUR|89aBEXP|9BPWR
109	62243 11325	   	215.36	ACR|3VULN|2ASPD|2DMG	19aVULN|2RCR|3AME|4aDMG|5LHND|6RMIN|7LWND|8aASPD|aBPWR
110	62241 62323	   	215.03	ACR|2VULN|2DMG|3CDMG|1ASPD	17VULN|2RCR|3AME|47DMG|57aCDMG|6RPLT|7BPWR|8ASPD|9AEFBLL
111	62221 46323	 * 	214.77	ACR|4VULN|2BASICY|2BEXP|1AART	148aVULN|2RCR|34AME|48BPWR|5AART|68BEXP|78BASICY|9DUR
112	32111 61166	   	214.75	ACR|1BASARM|2BEXP|1DMG|1CDMG|1AAC	1LWND|2RCR|3CDMG|4CGEN|5ERES|6BASARM|7aBEXP|8DMG|9AAC
113	32111 61135	   	214.75	ACR|1BASARM|2BEXP|1DMG|1CDMG|1AAC	1LWND|2RCR|3CDMG|4CGEN|5ERES|6BASARM|79BEXP|8DMG|aAAC
114	32151 61135	   	214.75	ACR|1BASARM|2BEXP|1DMG|1CDMG|1AAC	1LWND|2RCR|3CDMG|4MLV|5ERES|6BASARM|79BEXP|8DMG|aAAC
115	32141 61135	   	214.65	ACR|1BASARM|2BEXP|1DMG|1CDMG|1AAC	1LWND|2RCR|3CDMG|4AME|5ERES|6BASARM|79BEXP|8DMG|aAAC
116	32221 61135	   	214.65	ACR|1BASARM|2BEXP|1DMG|1CDMG|1AAC	1LWND|2RCR|3AME|4ERES|5CDMG|6BASARM|79BEXP|8DMG|aAAC
117	32221 61166	   	214.65	ACR|1BASARM|2BEXP|1DMG|1CDMG|1AAC	1LWND|2RCR|3AME|4ERES|5CDMG|6BASARM|7aBEXP|8DMG|9AAC
118	62161 61323	 * 	214.62	ACR|3VULN|2BEXP|3CDMG|1ASPD	157VULN|2RCR|37aCDMG|47BEXP|6RPLT|7BPWR|8ASPD|9AEFBLL
119	62251 15122	   	214.37	ACR|3VULN|2ASPD|1DMG|1AART	149VULN|2RCR|39AME|5AART|6LHND|7SNIFST|89ASPD|9BPWR|aDMG
120	62123 21323	   	214.21	ACR|3VULN|2DMG|2CDMG|1BEXP	169VULN|2RCR|39CDMG|4RCVC|5AAC|7RMIN|89DMG|9BPWR|aBEXP
121	62126 21323	   	214.21	ACR|3VULN|2DMG|2CDMG|1BEXP	169VULN|2RCR|39CDMG|4RCVC|5NUKE|7RMIN|89DMG|9BPWR|aBEXP
122	32131 61412	   	213.90	ACR|3VULN|1ASPD|1DMG|2CDMG|1BEXP	17LWND|2RCR|37CDMG|457VULN|6RPLT|7BPWR|8BEXP|9ASPD|aDMG
123	62242 12412	   	213.85	ACR|2VULN|3DMG|1ASPD|1BEXP	17VULN|2RCR|3AME|47aDMG|57FEWX|6RMIN|7BPWR|8BEXP|9ASPD
124	62243 12412	   	213.85	ACR|2VULN|3DMG|1ASPD|1BEXP	17VULN|2RCR|3AME|47aDMG|57LHND|6RMIN|7BPWR|8BEXP|9ASPD
125	62161 25113	   	213.78	ACR|2VULN|2ASPD|1DMG|1BEXP|1CDMG	15VULN|2RCR|3CDMG|4BEXP|6RCVC|7aASPD|8LHND|9DMG
126	62221 16153	   	213.70	ACR|3VULN|1ASPD|1DMG|1BASICY|1AART	14aVULN|2RCR|34AME|4BPWR|5AART|6LHND|7BASICY|8ASPD|9DMG
127	32111 61125	   	213.56	ACR|1BASARM|1DMG|1VULN|1BEXP|1CDMG|1AAC	1LWND|2RCR|3CDMG|4CGEN|5ERES|6BASARM|7BEXP|8DMG|9VULN|aAAC
128	32111 61161	   	213.56	ACR|1BASARM|1DMG|1VULN|1BEXP|1CDMG|1AAC	1LWND|2RCR|3CDMG|4CGEN|5ERES|6BASARM|7BEXP|8DMG|9AAC|aVULN
129	32151 61125	   	213.56	ACR|1BASARM|1DMG|1VULN|1BEXP|1CDMG|1AAC	1LWND|2RCR|3CDMG|4MLV|5ERES|6BASARM|7BEXP|8DMG|9VULN|aAAC
130	32141 61125	   	213.46	ACR|1BASARM|1DMG|1VULN|1BEXP|1CDMG|1AAC	1LWND|2RCR|3CDMG|4AME|5ERES|6BASARM|7BEXP|8DMG|9VULN|aAAC
131	32141 61161	   	213.46	ACR|1BASARM|1DMG|1VULN|1BEXP|1CDMG|1AAC	1LWND|2RCR|3CDMG|4AME|5ERES|6BASARM|7BEXP|8DMG|9AAC|aVULN
132	32221 61125	   	213.46	ACR|1BASARM|1DMG|1VULN|1BEXP|1CDMG|1AAC	1LWND|2RCR|3AME|4ERES|5CDMG|6BASARM|7BEXP|8DMG|9VULN|aAAC
133	32221 61161	   	213.46	ACR|1BASARM|1DMG|1VULN|1BEXP|1CDMG|1AAC	1LWND|2RCR|3AME|4ERES|5CDMG|6BASARM|7BEXP|8DMG|9AAC|aVULN
134	63212 33653	   	213.36	ACR|4VULN|3ASPD|1AART	189aVULN|259LIT|358ZMB|4RCR|589BPWR|689ASPD|7AART
135	62241 21141	   	212.99	ACR|2VULN|2DMG|3CDMG|1AART	17VULN|2RCR|3AME|47DMG|578CDMG|6RCVC|7BPWR|9AART|aLHND
136	62241 21143	   	212.99	ACR|2VULN|2DMG|3CDMG|1AART	17VULN|2RCR|3AME|47DMG|578CDMG|6RCVC|7BPWR|9AART|aRPLT
137	62241 21151	   	212.99	ACR|2VULN|2DMG|3CDMG|1AART	17VULN|2RCR|3AME|47DMG|578CDMG|6RCVC|7BPWR|9FEWX|aAART
138	32232 14241	   	212.98	ACR|1BASARM|1ASPD|1DMG|1VULN|1CDMG	1LWND|2RCR|3AME|4ASPD|5FEWX|6RMIN|7BASARM|8CDMG|9DMG|aVULN
139	32233 14241	   	212.98	ACR|1BASARM|1ASPD|1DMG|1VULN|1CDMG	1LWND|2RCR|3AME|4ASPD|5LHND|6RMIN|7BASARM|8CDMG|9DMG|aVULN
140	32234 14241	   	212.98	ACR|1BASARM|1ASPD|1DMG|1VULN|1CDMG	1LWND|2RCR|3AME|4ASPD|5DUR|6RMIN|7BASARM|8CDMG|9DMG|aVULN
141	32111 61543	 * 	212.96	ACR|1BASARM|2BEXP|1ASPD|2CDMG	19LWND|2RCR|38CDMG|49CGEN|5ERES|6BASARM|79BEXP|9BPWR|aASPD
142	62241 21161	   	212.89	ACR|2VULN|2DMG|3CDMG|1AART	17VULN|2RCR|3AME|47DMG|578CDMG|6RCVC|7BPWR|9DUST|aAART
143	32141 62121	   	212.88	ACR|1BASARM|1VULN|1ASPD|1DMG|1CDMG	19LWND|2RCR|3CDMG|4AME|5ERES|6BASARM|7VULN|8DMG|aASPD
144	32221 62121	   	212.88	ACR|1BASARM|1VULN|1ASPD|1DMG|1CDMG	19LWND|2RCR|3AME|4ERES|5CDMG|6BASARM|7VULN|8DMG|aASPD
145	32111 62121	   	212.88	ACR|1BASARM|1VULN|1ASPD|1DMG|1CDMG	1LWND|2RCR|3CDMG|4CGEN|5ERES|6BASARM|7VULN|8DMG|9AEFBLL|aASPD
146	32141 62111	   	212.78	ACR|1BASARM|1VULN|1ASPD|1DMG|1CDMG	1LWND|2RCR|3CDMG|49AME|5ERES|6BASARM|7VULN|8DMG|aASPD
147	32221 62111	   	212.78	ACR|1BASARM|1VULN|1ASPD|1DMG|1CDMG	1LWND|2RCR|39AME|4ERES|5CDMG|6BASARM|7VULN|8DMG|aASPD
148	32433 24241	   	212.78	ACR|1BASARM|1ASPD|1DMG|1VULN|1CDMG	1LWND|2RCR|3AAC|4ASPD|5DUST|6TLV|7BASARM|8CDMG|9DMG|aVULN
149	32221 61543	   	212.76	ACR|1BASARM|2BEXP|2CDMG|1ASPD	19LWND|2RCR|3AME|49ERES|58CDMG|6BASARM|79BEXP|9BPWR|aASPD
150	62241 21363	   	212.75	ACR|2VULN|3DMG|2CDMG|1AAC	17VULN|2RCR|3AME|478DMG|57CDMG|6RCVC|7BPWR|9DUR|aAAC
151	32151 62125	   	212.37	ACR|1BASARM|2VULN|1DMG|1CDMG|1AAC	1LWND|2RCR|3CDMG|4MLV|5ERES|6BASARM|79VULN|8DMG|aAAC
152	32435 14313	   	212.33	ACR|2BASARM|3ASPD	18LWND|2RCR|3AAC|48aASPD|5CGEN|69DUR|78BASARM|8BPWR
153	32434 24313	   	212.23	ACR|2BASARM|3ASPD	18LWND|2RCR|3AAC|48aASPD|59DUR|6TLV|78BASARM|8BPWR
