0	Index      	Bounty	 *	Score 	Summary	Detail	
1	22223 35636	8	 * 	271.10	橙3易伤3伤害1等级1时间	178最后敌人2随机矿378伤害4等级5金币生成678易伤78序列升级9时间a核
41	34252 22336	3	   	252.06	橙4易伤2等级1时间	1基地爆炸23等级4579易伤6雷电8核a时间
42	63442 42534	4	   	251.96	橙4易伤1伤害1时间	1掉矿2加一3雷电4567易伤8伤害9时间a核
43	63442 42534	3	   	251.96	橙4易伤1伤害1时间	1掉矿2加一3雷电4567易伤8伤害9时间a核
44	63442 42534	2	   	251.96	橙4易伤1伤害1时间	1掉矿2加一3雷电4567易伤8伤害9时间a核
45	63442 42874	2	   	251.96	橙4易伤1伤害1等级	1掉矿2加一3雷电4567易伤8核9等级a伤害
46	63442 42874	3	   	251.96	橙4易伤1伤害1等级	1掉矿2加一3雷电4567易伤8核9等级a伤害
47	63442 42874	4	   	251.96	橙4易伤1伤害1等级	1掉矿2加一3雷电4567易伤8核9等级a伤害
48	63811 42534	3	   	251.96	橙4易伤1伤害1时间	14掉矿2加一3467易伤4序列升级5雷电8伤害9时间a核
49	63812 42134	3	   	251.96	橙4易伤1伤害1时间	14掉矿2加一3458易伤4序列升级6伤害7雷电9时间a核
50	63814 54342	9	   	251.96	橙4易伤1伤害1时间	1掉矿2加一369a易伤4时间5伤害7核8雷电
51	63841 42534	4	   	251.96	橙4易伤1伤害1时间	1掉矿2加一3467易伤5雷电8伤害9时间a核
52	63842 42134	4	   	251.96	橙4易伤1伤害1时间	1掉矿2加一3458易伤6伤害7雷电9时间a核
53	63842 42534	3	   	251.96	橙4易伤1伤害1时间	1掉矿2加一3567易伤4雷电8伤害9时间a核
54	63814 54432	7	   	251.85	橙3易伤2时间1伤害1等级	1掉矿2加一369易伤48时间5伤害7核a等级
55	63833 21316	3	   	251.75	橙3易伤3伤害1暴击	1掉矿2加一359易伤458伤害5序列升级6暴击7低血量敌人a核
56	63833 24216	3	   	251.75	橙3易伤3伤害1暴击	1掉矿2加一359易伤457伤害5序列升级6暴击8最后敌人a核
57	63833 53412	3	   	251.75	橙3易伤3伤害1暴击	1掉矿2加一35a易伤456伤害5序列升级7核8敌人爆炸9暴击
58	63833 24416	3	   	251.65	橙3易伤3伤害1暴击	1掉矿2加一359易伤457伤害5序列升级6暴击8挖尘a核
59	12222 35562	9	   	251.19	橙3易伤2时间1等级1攻速1核弹	1核弹27掉矿37时间4等级5攻速67a易伤7序列升级8雷电9核
60	53112 11513	1	   	250.87	橙3易伤1伤害1等级1时间1暴击1卖塔	1卖塔2平台345易伤4序列升级6等级7核8暴击9时间a伤害
61	53112 11533	1	   	250.87	橙3易伤1伤害1等级1时间1暴击1卖塔	1卖塔2平台345易伤4序列升级6等级7核8暴击9伤害a时间
62	53152 11513	1	   	250.87	橙3易伤1伤害1等级1时间1暴击1卖塔	1卖塔2平台345易伤6等级7核8暴击9时间a伤害
63	53152 11533	1	   	250.87	橙3易伤1伤害1等级1时间1暴击1卖塔	1卖塔2平台345易伤6等级7核8暴击9伤害a时间
64	53112 11634	1	   	250.80	橙4易伤1等级1时间1攻速1卖塔	1卖塔2平台3459易伤4序列升级6等级7核8时间a攻速
65	25321 12631	2	   	250.18	橙3易伤1伤害1时间1攻速1全技能	1最后敌人2雷电3全技能4伤害56a易伤7时间8攻速9核
66	25531 12631	2	   	250.18	橙3易伤1伤害1时间1攻速1全技能	1最后敌人2雷电3伤害4全技能56a易伤7时间8攻速9核
67	35321 12631	2	   	250.18	橙3易伤1伤害1时间1攻速1全技能	1基地爆炸2雷电3全技能4伤害56a易伤7时间8攻速9核
68	53131 41132	1	   	249.56	橙3易伤2伤害1等级1攻速1卖塔	1卖塔2平台359易伤46伤害7核8攻速a等级
69	11631 22543	10	 * 	249.56	橙2易伤3攻速2时间1等级1暴击1核弹	1核弹238攻速4等级5平台68时间78易伤8序列升级9暴击a核
70	51324 32253	2	   	249.46	橙3易伤2伤害1时间1攻速1卖塔	1卖塔249易伤3时间5a伤害6挖尘7核8攻速
71	21223 35642	9	 * 	249.32	橙3易伤3时间2等级	178最后敌人2立即金币378时间49等级5金币生成678易伤78序列升级a核
72	51324 32163	2	   	249.30	橙3易伤2时间1伤害1暴击1卖塔	1卖塔249易伤39时间5伤害6挖尘7核89最后敌人9序列升级a暴击
73	51314 41233	2	   	249.22	橙2易伤3时间2伤害1全技能1卖塔	1卖塔27易伤346时间56伤害6序列升级8最后敌人9全技能a核
74	11631 22513	10	 * 	249.13	橙2易伤3时间3攻速1等级1核弹	1核弹238攻速4等级5平台689时间78易伤8序列升级a核
75	53321 32245	2	 * 	248.88	橙3易伤3时间1伤害1卖塔	1卖塔27低血量敌人367时间479易伤5赏金邻近7序列升级8伤害a核
76	63442 42838	4	   	248.84	橙5易伤1暴击	1掉矿2加一3雷电45679易伤8核a暴击
77	63442 42838	3	   	248.84	橙5易伤1暴击	1掉矿2加一3雷电45679易伤8核a暴击
78	63442 42838	2	   	248.84	橙5易伤1暴击	1掉矿2加一3雷电45679易伤8核a暴击
79	63814 54433	7	 * 	248.82	橙3易伤3时间1伤害	1掉矿2加一369易伤48a时间5伤害7核
80	51211 32245	2	   	248.68	橙3易伤3时间1伤害1卖塔	1卖塔279易伤3挖青467时间5赏金邻近7序列升级8伤害a核
81	63812 41113	3	   	248.26	橙3易伤1伤害1等级1时间1攻速	14掉矿2加一345易伤4序列升级6伤害7核8攻速9等级a时间
82	63842 41113	4	   	248.26	橙3易伤1伤害1等级1时间1攻速	1掉矿2加一345易伤6伤害7核8攻速9等级a时间
83	63113 41782	2	   	248.26	橙3易伤2伤害1等级1全技能	19掉矿2加一3等级4全技能59a易伤6核79伤害8赏金邻近9序列升级
84	61332 22336	2	   	248.25	橙4易伤1等级1时间	1掉矿2策反3579易伤4等级6雷电8核a时间
85	61632 22336	3	   	248.25	橙4易伤1等级1时间	1掉矿2策反3579易伤4等级6雷电8核a时间
86	12332 22336	2	   	248.15	橙4易伤1等级1时间1核弹	1核弹2掉矿3579易伤4等级6雷电8核a时间
87	12632 22336	3	   	248.15	橙4易伤1等级1时间1核弹	1核弹2掉矿3579易伤4等级6雷电8核a时间
88	63442 42134	3	   	248.15	橙4易伤1等级1时间	1掉矿2加一3雷电4567易伤8等级9时间a核
89	63442 42134	4	   	248.15	橙4易伤1等级1时间	1掉矿2加一3雷电4567易伤8等级9时间a核
90	63442 42134	2	   	248.15	橙4易伤1等级1时间	1掉矿2加一3雷电4567易伤8等级9时间a核
91	63442 42873	3	   	248.15	橙4易伤1等级1时间	1掉矿2加一3雷电4567易伤8核9等级a时间
92	63442 42873	4	   	248.15	橙4易伤1等级1时间	1掉矿2加一3雷电4567易伤8核9等级a时间
93	63442 42873	2	   	248.15	橙4易伤1等级1时间	1掉矿2加一3雷电4567易伤8核9等级a时间
94	63811 42134	3	   	248.15	橙4易伤1等级1时间	14掉矿2加一3467易伤4序列升级5雷电8等级9时间a核
95	63841 42134	4	   	248.15	橙4易伤1等级1时间	1掉矿2加一3467易伤5雷电8等级9时间a核
96	63842 42134	3	   	248.15	橙4易伤1等级1时间	1掉矿2加一3567易伤4雷电8等级9时间a核
97	51324 32252	2	   	248.12	橙3易伤1伤害1等级1时间1攻速1卖塔	1卖塔249易伤3时间5伤害6挖尘7核8攻速a等级
98	16213 12262	10	   	248.11	橙2易伤3时间2伤害1核弹	1核弹25a时间3a伤害48低血量敌人6雷电7a易伤9核a序列升级
99	16213 12362	10	   	248.11	橙2易伤3时间2伤害1核弹	1核弹25a时间3a伤害49低血量敌人6雷电7a易伤8核a序列升级
100	16213 14362	10	   	248.11	橙2易伤3时间2伤害1核弹	1核弹25a时间3a伤害4低血量敌人6雷电7立即金币8a易伤9核a序列升级
101	16215 12312	10	   	248.11	橙2易伤3时间2伤害1核弹	1核弹29a时间3a伤害45低血量敌人6雷电7a易伤8核a序列升级
102	16215 13362	10	   	248.11	橙2易伤3时间2伤害1核弹	1核弹27a时间3a伤害45低血量敌人6雷电8a易伤9核a序列升级
103	53112 11633	1	   	248.10	橙4易伤1时间1等级1卖塔	1卖塔2平台3459易伤4序列升级6等级7核8时间a雷电
104	53152 11633	1	   	248.10	橙4易伤1等级1时间1卖塔	1卖塔2平台3459易伤6等级7核8时间a雷电
105	63213 36344	3	   	247.86	橙3易伤3伤害1全技能	19a掉矿2加一39a伤害4全技能59a易伤68立即金币7核9a序列升级
106	63213 36344	2	   	247.86	橙3易伤3伤害1全技能	19a掉矿2加一39a伤害4全技能59a易伤68立即金币7核9a序列升级
107	63213 36444	3	   	247.86	橙3易伤3伤害1全技能	19a掉矿2加一39a伤害4全技能59a易伤6立即金币7核8双倍矿9a序列升级
108	63213 36444	2	   	247.86	橙3易伤3伤害1全技能	19a掉矿2加一39a伤害4全技能59a易伤6立即金币7核8双倍矿9a序列升级
109	63213 36142	3	   	247.76	橙3易伤3伤害1全技能	19掉矿2加一389伤害4全技能59a易伤6立即金币7核9序列升级
110	63213 36142	2	   	247.76	橙3易伤3伤害1全技能	19掉矿2加一389伤害4全技能59a易伤6立即金币7核9序列升级
111	63213 56141	2	   	247.66	橙3易伤3伤害1全技能	169掉矿2加一389伤害4全技能59a易伤7核9序列升级
112	63213 56141	3	   	247.66	橙3易伤3伤害1全技能	169掉矿2加一389伤害4全技能59a易伤7核9序列升级
113	63143 11253	2	 * 	247.37	橙4易伤1伤害2等级	1掉矿2加一35等级4578易伤5序列升级6赏金塔9核a伤害
114	63143 41253	2	   	247.37	橙4易伤1伤害2等级	1掉矿2加一35等级4578易伤5序列升级6赏金邻近9核a伤害
115	16221 26512	9	 * 	247.10	紫3易伤2伤害2时间1等级1核弹1全技能	1核弹2a时间3a伤害4等级5核6矿等78a易伤9全技能a序列升级
116	63832 52134	3	   	246.91	橙3易伤2伤害1时间	1掉矿2加一358易伤46伤害7雷电9时间a核
117	63814 14342	9	   	246.91	橙3易伤2伤害1时间	1掉矿2加一39a易伤4时间56伤害7核8雷电
118	64331 32336	1	 * 	246.82	橙3易伤2攻速1等级1时间	1掉矿26攻速379易伤4等级5雷电8核a时间
119	22241 52313	4	   	246.71	橙3易伤3伤害	19最后敌人2随机矿369伤害4策反5雷电789易伤9序列升级a核
120	63833 53343	3	   	246.41	橙3易伤3伤害	1掉矿2加一358易伤456伤害5序列升级7核9随机矿a雷电
121	63833 53244	3	   	246.31	橙3易伤3伤害	1掉矿2加一359易伤456伤害5序列升级7核8赏金邻近a雷电
122	63833 53314	3	   	246.31	橙3易伤3伤害	1掉矿2加一358易伤456伤害5序列升级7核9赏金塔a雷电
123	63833 53334	3	   	246.31	橙3易伤3伤害	1掉矿2加一358易伤456伤害5序列升级7核9赏金邻近a雷电
124	63842 73441	8	   	245.76	橙3易伤2伤害1暴击1全技能	19掉矿2加一349易伤5双倍矿6核7全技能89伤害9序列升级a暴击
125	16221 26513	8	   	245.75	紫3易伤2伤害2时间1等级1核弹	1核弹29时间39伤害4等级5核6矿等789易伤9序列升级a雷电
126	21223 33642	9	   	245.61	橙3易伤3时间1等级	189最后敌人2立即金币378时间4等级59金币生成689易伤89序列升级a核
127	21223 35612	8	   	245.61	橙3易伤3时间1等级	178最后敌人2立即金币378时间4等级59金币生成678易伤78序列升级a核
128	21223 35622	9	   	245.61	橙3易伤3时间1等级	178最后敌人2立即金币378时间4等级59金币生成678易伤78序列升级a核
129	63842 18411	10	   	245.53	橙3易伤2时间1等级1暴击	18掉矿2加一348易伤5双倍矿68时间7核8序列升级9暴击a等级
130	65121 13263	1	   	245.21	橙3易伤3时间1等级	19掉矿29a时间3等级4最后敌人589易伤6核7平台9序列升级
131	56225 11311	10	 * 	245.21	橙3易伤2时间2攻速1卖塔	1卖塔2立即金币3a攻速4雷电5额外掉落68a易伤7核9a时间a序列升级
132	63842 18413	8	   	245.11	橙3易伤3时间1等级	18掉矿2加一348易伤5双倍矿68a时间7核8序列升级9等级
133	63812 41423	3	   	244.89	橙4易伤2伤害	14掉矿2加一3459易伤4序列升级6a伤害7核8赏金邻近
134	63842 41423	4	   	244.89	橙4易伤2伤害	1掉矿2加一3459易伤6a伤害7核8赏金邻近
135	63833 25113	3	   	244.31	橙3易伤2伤害1暴击	1掉矿2加一359易伤45伤害5序列升级6暴击7双倍物品8雷电a核
136	61112 14234	9	   	244.10	橙3易伤2时间1伤害	1a掉矿2策反3额外掉落4a时间5雷电6伤害7核89a易伤a序列升级
137	12112 14234	9	   	244.00	橙3易伤2时间1伤害1核弹	1核弹2a掉矿3额外掉落4a时间5雷电6伤害7核89a易伤a序列升级
138	16323 12562	7	   	244.00	橙3易伤2时间2等级1核弹	1核弹29时间3掉矿49等级5金币生成6雷电79a易伤8核9序列升级
139	63814 54312	9	   	243.90	橙3易伤2时间1伤害	1掉矿2加一36a易伤49时间5伤害7核8雷电
140	63814 54341	10	   	243.90	橙3易伤2时间1伤害	1掉矿2加一369易伤4a时间5伤害7核8雷电
141	63812 41231	3	   	243.65	橙4易伤1伤害1等级	14掉矿2加一3459易伤4序列升级6伤害7核8等级a敌人爆炸
142	63812 41232	3	   	243.65	橙4易伤1伤害1等级	14掉矿2加一3459易伤4序列升级6伤害7核8等级a平台
143	63812 41233	3	   	243.65	橙4易伤1伤害1等级	14掉矿2加一3459易伤4序列升级6伤害7核8等级a基地爆炸
144	63812 41238	3	   	243.65	橙4易伤1伤害1等级	14掉矿2加一3459易伤4序列升级6伤害7核8等级a金币生成
145	63842 41231	4	   	243.65	橙4易伤1伤害1等级	1掉矿2加一3459易伤6伤害7核8等级a敌人爆炸
146	63842 41232	4	   	243.65	橙4易伤1伤害1等级	1掉矿2加一3459易伤6伤害7核8等级a平台
147	63842 41233	4	   	243.65	橙4易伤1伤害1等级	1掉矿2加一3459易伤6伤害7核8等级a基地爆炸
148	63842 41238	4	   	243.65	橙4易伤1伤害1等级	1掉矿2加一3459易伤6伤害7核8等级a金币生成
149	63814 14272	9	   	243.59	橙2易伤3伤害1等级1时间	1掉矿2加一3a易伤4时间569伤害7核8等级
150	63142 11253	2	   	243.55	橙4易伤1伤害1等级	1掉矿2加一3等级4578易伤6赏金塔9核a伤害
151	63142 41253	2	   	243.55	橙4易伤1伤害1等级	1掉矿2加一3等级4578易伤6赏金邻近9核a伤害
152	63143 11251	2	   	243.55	橙4易伤2等级1时间	1掉矿2加一35等级4578易伤5序列升级6赏金塔9核a时间
153	63143 41251	2	   	243.55	橙4易伤2等级1时间	1掉矿2加一35等级4578易伤5序列升级6赏金邻近9核a时间
154	63812 41235	3	   	243.55	橙4易伤1伤害1等级	14掉矿2加一3459易伤4序列升级6伤害7核8等级a赏金邻近
155	63813 11253	3	   	243.55	橙4易伤1伤害1等级	14掉矿2加一3478易伤4序列升级5等级6赏金塔9核a伤害
156	63813 41253	3	   	243.55	橙4易伤1伤害1等级	14掉矿2加一3478易伤4序列升级5等级6赏金邻近9核a伤害
157	63842 41235	4	   	243.55	橙4易伤1伤害1等级	1掉矿2加一3459易伤6伤害7核8等级a赏金邻近
158	63843 11253	4	   	243.55	橙4易伤1伤害1等级	1掉矿2加一3478易伤5等级6赏金塔9核a伤害
159	63843 41253	4	   	243.55	橙4易伤1伤害1等级	1掉矿2加一3478易伤5等级6赏金邻近9核a伤害
160	52332 12526	8	   	243.51	橙4易伤1伤害1时间1卖塔	1卖塔2策反3伤害4679易伤5时间8挖尘a核
161	53112 11632	1	   	243.51	橙4易伤2等级1时间1卖塔	1卖塔2平台3459易伤4序列升级6a等级7核8时间
162	53152 11632	1	   	243.51	橙4易伤2等级1时间1卖塔	1卖塔2平台3459易伤6a等级7核8时间
163	16112 22436	5	 * 	243.23	橙2易伤3时间2攻速2暴击1核弹	1核弹247时间3挖尘57攻速67暴击7序列升级8a易伤9核
164	11632 35335	9	 * 	243.18	橙1易伤2伤害3攻速2等级1时间1暴击1核弹	1核弹238攻速48等级5暴击6易伤78伤害8序列升级9时间a核
165	64332 22351	1	   	243.16	橙3易伤1等级1时间2雷电1攻速	1掉矿2攻速357易伤4等级6a雷电8核9时间
166	63842 73443	8	   	243.11	橙3易伤2伤害1攻速1全技能	19掉矿2加一349易伤5双倍矿6核7全技能89伤害9序列升级a攻速
167	51321 52214	2	   	243.08	橙5易伤1时间1卖塔	1卖塔24569易伤3时间7随机矿8敌人爆炸a核
168	51321 52314	2	   	243.08	橙5易伤1时间1卖塔	1卖塔24569易伤3时间7随机矿8低血量敌人a核
169	64332 22332	1	   	243.00	橙4易伤1等级1攻速	1掉矿2攻速3579易伤4等级6雷电8核a随机矿
170	22224 16322	10	   	242.92	橙2易伤2伤害2时间1等级	158最后敌人2随机矿3a伤害4等级6a时间7a易伤9核a序列升级
171	22223 35643	7	   	242.92	橙2易伤2伤害2时间1等级	17最后敌人2随机矿37伤害4等级5金币生成67易伤7序列升级8a时间9核
172	53112 11531	1	   	242.92	橙3易伤1伤害1等级1暴击1卖塔	1卖塔2平台345易伤4序列升级6等级7核8暴击9伤害a雷电
173	53152 11531	1	   	242.92	橙3易伤1伤害1等级1暴击1卖塔	1卖塔2平台345易伤6等级7核8暴击9伤害a雷电
174	64332 22331	1	   	242.90	橙4易伤1等级1攻速	1掉矿2攻速3579易伤4等级6雷电8核a挖尘
175	64332 22333	1	   	242.90	橙4易伤1等级1攻速	1掉矿2攻速3579易伤4等级6雷电8核a挖青
176	64332 22334	1	   	242.90	橙4易伤1等级1攻速	1掉矿2攻速3579易伤4等级6雷电8核a赏金塔
177	63442 42853	4	   	242.90	橙4易伤1时间1攻速	1掉矿2加一3雷电4567易伤8核9攻速a时间
178	63442 42853	2	   	242.90	橙4易伤1时间1攻速	1掉矿2加一3雷电4567易伤8核9攻速a时间
179	63442 42853	3	   	242.90	橙4易伤1时间1攻速	1掉矿2加一3雷电4567易伤8核9攻速a时间
180	63814 14642	9	   	242.52	橙2易伤2伤害2时间1等级	1掉矿2加一38易伤49时间56伤害7核a等级
181	63814 14432	7	   	242.52	橙2易伤2伤害2时间1等级	1掉矿2加一39易伤48时间56伤害7核a等级
182	63422 42834	4	   	242.26	橙4易伤1伤害2雷电	1掉矿2加一34雷电5679易伤8核a伤害
183	63428 42834	5	   	242.26	橙4易伤1伤害2雷电	1掉矿2加一34雷电5679易伤8核a伤害
184	63441 42834	4	   	242.26	橙4易伤1伤害2雷电	1掉矿2加一35雷电4679易伤8核a伤害
185	63441 42834	3	   	242.26	橙4易伤1伤害2雷电	1掉矿2加一35雷电4679易伤8核a伤害
186	63441 42834	2	   	242.26	橙4易伤1伤害2雷电	1掉矿2加一35雷电4679易伤8核a伤害
187	63448 42834	5	   	242.26	橙4易伤1伤害2雷电	1掉矿2加一35雷电4679易伤8核a伤害
188	63841 42834	3	   	242.26	橙4易伤1伤害2雷电	1掉矿2加一3679易伤45雷电8核a伤害
189	63814 52431	10	 * 	242.22	橙3易伤2攻速1伤害1时间	18掉矿2加一368易伤4时间5伤害78攻速8序列升级9挖尘a核
190	63814 52441	10	   	242.22	橙3易伤2攻速1伤害1时间	18掉矿2加一368易伤4时间5伤害78攻速8序列升级9挖青a核
191	63812 41115	3	   	242.22	橙3易伤2攻速1伤害1等级	14掉矿2加一345易伤4序列升级6伤害7核8a攻速9等级
192	63842 41115	4	   	242.22	橙3易伤2攻速1伤害1等级	1掉矿2加一345易伤6伤害7核8a攻速9等级
193	53112 11164	1	   	242.18	橙3易伤2攻速1伤害1等级1卖塔	1卖塔2平台345易伤4序列升级6等级7核8a攻速9伤害
194	32223 35643	7	   	241.99	橙2易伤2伤害1等级1时间1暴击	17基地爆炸2随机矿37伤害4等级5金币生成67易伤7序列升级8时间9核a暴击
195	63114 14682	10	   	241.93	橙2易伤3伤害2时间	1a掉矿2加一3挖尘4a时间569伤害7核8a易伤a序列升级
196	63284 53242	5	   	241.93	橙2易伤3伤害2时间	1掉矿2加一356伤害45时间5序列升级7核8赏金邻近9a易伤
197	63284 63242	6	   	241.93	橙2易伤3伤害2时间	1掉矿2加一356伤害45时间5序列升级7核8赏金邻近9a易伤
198	11655 21333	1	 * 	241.74	橙3易伤2时间3暴击1核弹	1核弹2a时间3基地爆炸47a易伤5赏金塔68a暴击9核a序列升级
199	63442 42833	3	   	241.73	橙5易伤2雷电	1掉矿2加一3a雷电45679易伤8核
200	63442 42833	2	   	241.73	橙5易伤2雷电	1掉矿2加一3a雷电45679易伤8核
201	63442 42833	4	   	241.73	橙5易伤2雷电	1掉矿2加一3a雷电45679易伤8核
202	63811 42833	3	   	241.73	橙5易伤2雷电	14掉矿2加一34679易伤4序列升级5a雷电8核
203	63841 42833	4	   	241.73	橙5易伤2雷电	1掉矿2加一34679易伤5a雷电8核
204	63842 42833	3	   	241.73	橙5易伤2雷电	1掉矿2加一35679易伤4a雷电8核
205	63814 14246	8	   	241.59	橙2易伤2伤害1等级1时间1暴击	1掉矿2加一3a易伤4时间56伤害7核8等级9暴击
206	53131 41512	1	   	241.55	橙2易伤2伤害1等级1时间1暴击1卖塔	1卖塔2平台35易伤46伤害7核8暴击9时间a等级
207	16221 26512	8	 * 	241.15	紫3易伤2伤害2时间2等级1核弹	1核弹29时间39伤害4a等级5核6矿等789易伤9序列升级
