0	Index      	Bounty	 *	Score 	Summary	Detail	
1	56313 23143	5	 * 	280.06	橙3易伤3时间3攻速1伤害	1随机矿2双倍物品3平台478易伤578攻速678时间78序列升级9伤害a核
32	15252 13633	10	   	264.63	橙5易伤2伤害	1掉矿23458易伤6a伤害7低血量敌人9核
33	15252 24323	9	   	264.63	橙5易伤2伤害	16掉矿23456易伤6序列升级78伤害9立即金币a核
34	42252 13633	10	   	264.63	橙5易伤2伤害	13458易伤2掉矿6a伤害7低血量敌人9核
35	42252 24323	9	   	264.63	橙5易伤2伤害	13456易伤26掉矿6序列升级78伤害9立即金币a核
36	46844 42324	4	   	264.39	橙3易伤2伤害2时间1攻速	19a易伤2加一3攻速4随机矿59伤害6核7赏金邻近89时间9序列升级
37	46834 42324	4	   	264.29	橙3易伤2伤害2时间1攻速1核弹	19a易伤2加一3攻速4核弹59伤害6核7赏金邻近89时间9序列升级
38	41612 63233	7	   	264.24	橙3易伤2伤害2时间1攻速1全技能1卖塔	18a易伤2低血量敌人38时间4全技能58伤害6核7卖塔8序列升级9攻速
39	43621 63212	1	   	263.26	橙3易伤2伤害1等级1时间	17a易伤2赏金塔38伤害4时间5雷电6等级9核
40	41531 31115	4	   	263.16	橙4易伤1伤害1等级1攻速	1589易伤2低血量敌人3等级4伤害6雷电7核a攻速
41	51251 12314	4	   	263.03	橙4易伤2时间1暴击1攻速	1随机矿2346易伤5暴击79时间8攻速a核
42	41633 13121	6	   	261.44	橙4易伤2伤害1时间	1789易伤2低血量敌人3时间4a伤害5最后敌人6核
43	43534 13121	6	   	261.44	橙4易伤2伤害1时间	1789易伤2基地爆炸3敌人爆炸4a伤害5时间6核
44	26634 43623	3	   	261.34	橙4易伤2伤害1时间	1敌人爆炸2加一3679易伤46伤害5挖青6序列升级8时间a核
45	26634 43623	4	   	261.34	橙4易伤2伤害1时间	1敌人爆炸2加一3679易伤46伤害5挖青6序列升级8时间a核
46	26734 43623	2	   	261.34	橙4易伤2伤害1时间	1敌人爆炸2加一3679易伤46伤害5挖青6序列升级8时间a核
47	41631 12121	7	   	261.34	橙4易伤2伤害1时间	1789易伤2低血量敌人3时间4a伤害5挖青6核
48	41631 13121	6	   	261.34	橙4易伤2伤害1时间	1789易伤2低血量敌人3时间4a伤害5挖青6核
49	15252 21321	7	   	261.20	橙5易伤1等级1全技能	16掉矿23456易伤6序列升级7全技能8雷电9等级a核
50	42252 21321	7	   	261.20	橙5易伤1等级1全技能	13456易伤26掉矿6序列升级7全技能8雷电9等级a核
51	46128 33122	5	   	261.12	橙4易伤3时间1全技能1卖塔	1789易伤2加一3卖塔4全技能578时间6核78序列升级a矿等
52	46128 33123	5	   	261.12	橙4易伤3时间1全技能1卖塔	1789易伤2加一3卖塔4全技能578时间6核78序列升级a金币生成
53	46128 33121	5	   	261.02	橙4易伤3时间1全技能1卖塔	1789易伤2加一3卖塔4全技能578时间6核78序列升级a赏金塔
54	41611 41312	10	   	260.99	橙2易伤2伤害2时间1暴击1攻速1全技能	18易伤28低血量敌人37时间4全技能5攻速68伤害8序列升级9暴击a核
55	41611 25312	10	   	260.46	橙3易伤2时间2攻速1暴击1全技能	178易伤2低血量敌人38时间4全技能58攻速6随机矿8序列升级9暴击a核
56	51265 31312	10	   	260.46	橙3易伤2时间2攻速1暴击1全技能	1随机矿238易伤4低血量敌人5全技能68攻速78时间8序列升级9暴击a核
57	42231 15241	5	   	260.15	橙4易伤2伤害2雷电	136a易伤2掉矿4平台5额外掉落7核8a伤害9a雷电a序列升级
58	41563 12121	7	   	260.10	橙4易伤1伤害1等级1时间	1789易伤2低血量敌人3等级4时间5基地爆炸6核a伤害
59	41563 13121	6	   	260.10	橙4易伤1伤害1等级1时间	1789易伤2低血量敌人3等级4时间5基地爆炸6核a伤害
60	24531 33521	3	   	260.00	橙4易伤1伤害1等级1时间	1敌人爆炸2挖尘3459易伤6核7等级8时间a伤害
61	44331 33521	2	   	260.00	橙4易伤1伤害1等级1时间	1459易伤2挖尘3敌人爆炸6核7等级8时间a伤害
62	46425 21134	9	 * 	259.96	橙4易伤2攻速1时间2雷电	1589易伤2加一3敌人爆炸48雷电6核78攻速8序列升级a时间
63	46425 21142	9	   	259.96	橙4易伤2攻速1等级2雷电	158a易伤2加一3敌人爆炸48雷电6核78攻速8序列升级9等级
64	41231 36452	1	   	259.95	橙4易伤2伤害2雷电	159a易伤2掉矿3加一49伤害69雷电7赏金塔8核9序列升级
65	42231 36452	2	   	259.95	橙4易伤2伤害2雷电	159a易伤2掉矿3加一49伤害69雷电7赏金塔8核9序列升级
66	46128 33143	5	   	259.90	橙3易伤3时间2全技能1暴击1卖塔	178易伤2加一3卖塔4a全技能578时间6核78序列升级9暴击
67	46128 33132	5	   	259.69	橙3易伤3时间2攻速1全技能1卖塔	178易伤2加一3卖塔4全技能578时间6核78序列升级9a攻速
68	43534 13311	9	   	258.88	橙3易伤3时间1伤害1全技能	179易伤27基地爆炸3敌人爆炸4伤害578时间6核7序列升级a全技能
69	51252 13134	6	   	258.84	橙4易伤2伤害1暴击	1随机矿2345易伤69伤害7最后敌人8暴击a核
70	15252 13134	6	   	258.74	橙4易伤2伤害1暴击	1掉矿2345易伤69伤害7最后敌人8暴击a核
71	15252 13134	7	   	258.74	橙4易伤2伤害1暴击	1掉矿2345易伤69伤害7低血量敌人8暴击a核
72	42252 13134	7	   	258.74	橙4易伤2伤害1暴击	1345易伤2掉矿69伤害7低血量敌人8暴击a核
73	42252 13134	6	   	258.74	橙4易伤2伤害1暴击	1345易伤2掉矿69伤害7最后敌人8暴击a核
74	51252 11134	7	   	258.74	橙4易伤2伤害1暴击	1随机矿2345易伤69伤害7挖青8暴击a核
75	51462 13121	7	   	258.64	橙4易伤2时间1伤害	1随机矿2789易伤3敌人爆炸47时间57基地爆炸6核7序列升级a伤害
76	51462 13221	8	   	258.64	橙4易伤2时间1伤害	1随机矿2789易伤3敌人爆炸47时间57基地爆炸6核7序列升级a伤害
77	43534 13123	7	   	258.64	橙4易伤2时间1伤害	1789易伤27基地爆炸3敌人爆炸4伤害57时间6核7序列升级a策反
78	43353 41321	1	 * 	258.62	橙3易伤2伤害2等级1时间1卖塔	159易伤2赏金塔3卖塔49伤害6平台79等级8核9序列升级a时间
79	52221 13121	7	   	258.54	橙4易伤2时间1伤害	1随机矿27时间3789易伤47最后敌人5挖青6核7序列升级a伤害
80	52221 13221	8	   	258.54	橙4易伤2时间1伤害	1随机矿27时间3789易伤47最后敌人5挖青6核7序列升级a伤害
81	26632 23123	7	   	258.54	橙4易伤2时间1伤害	17敌人爆炸2加一3789易伤4伤害5基地爆炸67时间7序列升级a核
82	51211 12115	3	 * 	258.54	橙4易伤2时间2暴击	18随机矿2369易伤4双倍矿59暴击79时间9序列升级a核
83	51331 13121	7	   	258.54	橙4易伤2时间1伤害	1随机矿2789易伤37最后敌人47时间5挖青6核7序列升级a伤害
84	51331 13221	8	   	258.54	橙4易伤2时间1伤害	1随机矿2789易伤37最后敌人47时间5挖青6核7序列升级a伤害
85	51511 12115	2	   	258.54	橙4易伤2时间2暴击	18随机矿2369易伤4双倍矿59暴击79时间9序列升级a核
86	51611 12115	3	   	258.54	橙4易伤2时间2暴击	18随机矿2369易伤39序列升级4双倍矿59暴击79时间a核
87	46432 23123	7	   	258.54	橙4易伤2时间1伤害	1789易伤2加一37敌人爆炸4伤害5基地爆炸67时间7序列升级a核
88	12652 13433	10	   	258.44	橙4易伤2时间1伤害	1a掉矿2双倍矿345a易伤6伤害7低血量敌人8核9a时间a序列升级
89	46435 43423	5	   	258.34	橙4易伤2时间1伤害	1679易伤2加一3敌人爆炸4伤害56时间6序列升级8挖尘a核
90	15252 13431	10	   	258.34	橙4易伤2时间1伤害	1掉矿2345易伤6伤害7低血量敌人8核9a时间
91	42252 13431	10	   	258.34	橙4易伤2时间1伤害	1345易伤2掉矿6伤害7低血量敌人8核9a时间
92	53413 11115	4	   	258.11	橙3易伤2伤害1等级1攻速	1随机矿2雷电389易伤4攻速5等级6a伤害7核
93	15254 21323	8	   	257.91	橙5易伤2时间	1掉矿23469易伤56时间6序列升级7低血量敌人8金币生成a核
94	15254 21323	7	   	257.91	橙5易伤2时间	1掉矿23469易伤56时间6序列升级7低血量敌人8金币生成a核
95	15254 23133	9	   	257.91	橙5易伤2时间	1掉矿23467易伤56时间6序列升级8基地爆炸9金币生成a核
96	15254 23233	9	   	257.81	橙5易伤2时间	1掉矿23467易伤56时间6序列升级8挖尘9金币生成a核
97	41624 31332	5	   	257.68	橙4易伤2时间1攻速	159a易伤2低血量敌人39时间4雷电6核7攻速89掉矿9序列升级
98	43534 13133	7	   	257.53	橙3易伤3时间1伤害	178易伤27基地爆炸3敌人爆炸4伤害57a时间6核7序列升级9雷电
99	43534 13313	10	   	257.53	橙3易伤3时间1伤害	179易伤27基地爆炸3敌人爆炸4伤害578时间6核7序列升级a雷电
100	51323 31521	3	   	257.50	橙4易伤1伤害1时间1暴击	1随机矿2459易伤3最后敌人6核7暴击8时间a伤害
101	45123 32531	1	   	257.40	橙4易伤1伤害1时间1暴击	145a易伤2时间3随机矿6核7赏金塔8伤害9暴击
102	46732 44334	2	   	257.40	橙4易伤1伤害1时间1暴击	134a易伤2加一5暴击6伤害7时间8核9低血量敌人
103	51252 32531	4	   	257.40	橙4易伤1伤害1时间1暴击	1随机矿234a易伤5时间6核7赏金塔8伤害9暴击
104	52223 32531	3	   	257.40	橙4易伤1伤害1时间1暴击	1随机矿2时间345a易伤6核7赏金塔8伤害9暴击
105	52523 32531	2	   	257.40	橙4易伤1伤害1时间1暴击	1随机矿2时间345a易伤6核7赏金塔8伤害9暴击
106	46425 21133	9	   	257.36	橙4易伤2攻速2雷电1暴击	1589易伤2加一3敌人爆炸48雷电6核78攻速8序列升级a暴击
107	46814 42324	4	   	257.01	橙3易伤2时间2攻速1伤害	19a易伤2加一39攻速4策反5伤害6核7赏金邻近89时间9序列升级
108	46844 42324	3	   	257.01	橙3易伤2时间2攻速1伤害	19a易伤2加一39攻速4策反5伤害6核7赏金邻近89时间9序列升级
109	45123 31336	1	   	256.98	橙5易伤1时间1暴击	1459a易伤2时间3随机矿6核7暴击8策反
110	51252 31336	4	   	256.98	橙5易伤1时间1暴击	1随机矿2349a易伤5时间6核7暴击8策反
111	52223 31336	3	   	256.98	橙5易伤1时间1暴击	1随机矿2时间3459a易伤6核7暴击8策反
112	52523 31336	2	   	256.98	橙5易伤1时间1暴击	1随机矿2时间3459a易伤6核7暴击8策反
113	51323 31525	3	   	256.98	橙5易伤1时间1暴击	1随机矿2459a易伤3最后敌人6核7暴击8时间
114	41531 31134	4	   	256.77	橙3易伤1伤害1等级1时间1攻速	158易伤2低血量敌人3等级4伤害6雷电7核9攻速a时间
115	53413 11111	4	   	256.77	橙3易伤1伤害1等级1时间1攻速	1随机矿2雷电389易伤4攻速5等级6伤害7核a时间
116	41122 21561	7	   	256.25	橙4易伤2伤害1攻速1卖塔	1569易伤269低血量敌人3卖塔4立即金币69序列升级79伤害8核a攻速
117	41531 31632	4	 * 	256.07	橙4易伤1伤害2等级	159a易伤2低血量敌人39等级4伤害6雷电7核89敌人爆炸9序列升级
118	43534 13233	7	   	256.06	橙3易伤2时间2等级1伤害	17a易伤27基地爆炸3a敌人爆炸4伤害57时间6核7a序列升级8a等级9赏金邻近
119	44531 31332	4	   	255.97	橙4易伤2等级1伤害	159a易伤2挖尘39等级4伤害6雷电7核89最后敌人9序列升级
120	52231 15633	9	 * 	255.96	橙3易伤2时间1伤害2暴击	1随机矿29时间379易伤4伤害5基地爆炸69暴击8平台9序列升级a核
121	41633 14333	6	 * 	255.86	橙3易伤2时间3雷电1伤害	18a易伤2低血量敌人38时间4伤害5最后敌人6核789雷电8序列升级
122	44531 21133	7	   	255.76	橙3易伤2时间2等级1伤害	16a易伤2挖尘3a等级4伤害5基地爆炸7核8a时间9赏金邻近a序列升级
123	52231 18253	2	   	255.76	橙3易伤2时间1伤害2暴击	1随机矿28时间3加一48暴击5双倍物品6核789易伤8序列升级a伤害
124	46121 37442	6	   	255.39	橙3易伤3伤害2全技能1卖塔	157易伤2加一3卖塔49全技能57序列升级67a伤害8核
125	15252 13423	8	   	255.35	橙5易伤1伤害	1掉矿23459易伤6伤害7低血量敌人8核a雷电
126	15252 13633	9	   	255.35	橙5易伤1伤害	1掉矿23458易伤6伤害7低血量敌人9核a雷电
127	26625 24113	6	   	255.35	橙5易伤1伤害	1敌人爆炸2加一35789易伤4雷电6核a伤害
128	42252 13423	8	   	255.35	橙5易伤1伤害	13459易伤2掉矿6伤害7低血量敌人8核a雷电
129	42252 13633	9	   	255.35	橙5易伤1伤害	13458易伤2掉矿6伤害7低血量敌人9核a雷电
130	46425 24113	6	   	255.35	橙5易伤1伤害	15789易伤2加一3敌人爆炸4雷电6核a伤害
131	46711 31113	2	   	255.35	橙5易伤1伤害	13589易伤2加一4基地爆炸6雷电7核a伤害
132	46731 31113	2	   	255.35	橙5易伤1伤害	13489易伤2加一5低血量敌人6雷电7核a伤害
133	46131 31113	2	   	255.25	橙5易伤1伤害	14589易伤2加一3挖尘6雷电7核a伤害
134	46733 31113	2	   	255.25	橙5易伤1伤害	13489易伤2加一5挖青6雷电7核a伤害
135	41536 21121	8	   	254.95	橙3易伤2伤害1时间1等级	169易伤2低血量敌人3等级4a伤害5时间7核8掉矿
136	41636 21121	8	   	254.95	橙3易伤2伤害1时间1等级	169易伤2低血量敌人3时间4a伤害5等级7核8掉矿
137	21564 12121	7	   	254.86	橙4易伤1伤害1时间1攻速	1敌人爆炸2低血量敌人3789易伤4时间5攻速6核a伤害
138	21564 13121	6	   	254.86	橙4易伤1伤害1时间1攻速	1敌人爆炸2低血量敌人3789易伤4时间5攻速6核a伤害
139	51252 13325	9	   	254.86	橙4易伤1伤害1等级1攻速	1随机矿2345易伤6伤害7等级8立即金币9攻速a核
140	46824 43321	3	   	254.76	橙4易伤1伤害1时间1攻速	1479易伤2加一3攻速5时间6核8敌人爆炸a伤害
141	46824 44121	3	   	254.76	橙4易伤1伤害1时间1攻速	1489易伤2加一3攻速5时间6核7敌人爆炸a伤害
142	51252 11432	9	   	254.76	橙4易伤1伤害1时间1攻速	1随机矿2345易伤6伤害7挖青8核9攻速a时间
143	51252 11433	10	   	254.76	橙4易伤1伤害1等级1攻速	1随机矿2345易伤6伤害7挖青8核9攻速a等级
144	51252 31432	9	   	254.76	橙4易伤1伤害1时间1攻速	1随机矿2345易伤6攻速7挖青8核9伤害a时间
145	51252 31433	10	   	254.76	橙4易伤1伤害1等级1攻速	1随机矿2345易伤6攻速7挖青8核9伤害a等级
146	41563 12122	7	   	254.62	橙4易伤2时间1等级	1789易伤2低血量敌人3等级4a时间5基地爆炸6核
147	41563 13122	6	   	254.62	橙4易伤2时间1等级	1789易伤2低血量敌人3等级4a时间5基地爆炸6核
148	46121 37411	6	   	254.61	橙4易伤2伤害1全技能1卖塔	157a易伤2加一3卖塔4全技能57序列升级67伤害8核9矿等
149	46121 37424	6	   	254.61	橙4易伤2伤害1全技能1卖塔	157a易伤2加一3卖塔4全技能57序列升级67伤害8核9金币生成
150	24531 33522	3	   	254.52	橙4易伤2时间1等级	1敌人爆炸2挖尘3459易伤6核7等级8a时间
151	44331 33522	2	   	254.52	橙4易伤2时间1等级	1459易伤2挖尘3敌人爆炸6核7等级8a时间
152	41633 13141	6	   	254.45	橙3易伤3伤害1时间	178易伤2低血量敌人3时间49a伤害5最后敌人6核
153	41633 14121	7	   	254.45	橙3易伤3伤害1时间	189易伤2低血量敌人3时间47a伤害5最后敌人6核
154	41631 12141	7	   	254.35	橙3易伤3伤害1时间	178易伤2低血量敌人3时间49a伤害5挖青6核
155	41631 13141	6	   	254.35	橙3易伤3伤害1时间	178易伤2低血量敌人3时间49a伤害5挖青6核
156	41631 14121	7	   	254.35	橙3易伤3伤害1时间	189易伤2低血量敌人3时间47a伤害5挖青6核
157	46824 43324	3	   	254.23	橙5易伤1时间1攻速	1479a易伤2加一3攻速5时间6核8敌人爆炸
158	46824 44124	3	   	254.23	橙5易伤1时间1攻速	1489a易伤2加一3攻速5时间6核7敌人爆炸
159	41531 31136	4	   	254.17	橙3易伤1伤害1等级1暴击1攻速	158易伤2低血量敌人3等级4伤害6雷电7核9攻速a暴击
160	46732 44343	2	   	254.07	橙3易伤1伤害1时间1暴击1攻速	134易伤2加一5暴击6伤害7时间8核9雷电a攻速
161	46844 42323	4	   	253.73	橙2易伤2伤害2时间1等级1攻速	19易伤2加一3攻速4随机矿59伤害6核7赏金邻近89时间9序列升级a等级
162	45332 13225	8	 * 	253.72	橙3易伤2伤害2等级1攻速	158易伤2立即金币3攻速4双倍矿68伤害78等级8序列升级9策反a核
163	45332 13235	8	   	253.72	橙3易伤2伤害2等级1攻速	158易伤2立即金币3攻速4双倍矿68伤害78等级8序列升级9金币生成a核
164	46834 42323	4	   	253.63	橙2易伤2伤害2时间1等级1攻速1核弹	19易伤2加一3攻速4核弹59伤害6核7赏金邻近89时间9序列升级a等级
165	45332 13235	9	   	253.62	橙3易伤2伤害2等级1攻速	158易伤2立即金币3攻速4双倍矿68伤害78等级8序列升级9掉矿a核
166	41612 41312	10	   	253.61	橙2易伤2时间2攻速1伤害1暴击1全技能	18易伤28低血量敌人37时间4全技能5伤害68攻速8序列升级9暴击a核
167	46623 41344	3	   	253.59	橙4易伤1等级1时间1暴击	145a易伤2加一3等级6暴击7低血量敌人8时间9核
168	46623 44144	3	   	253.59	橙4易伤1等级1时间1暴击	145a易伤2加一3等级6暴击7时间8低血量敌人9核
169	52223 14152	9	   	253.58	橙3易伤2伤害2时间	1随机矿2a时间39a易伤4最后敌人5低血量敌人6核7a伤害8平台a序列升级
170	43534 13321	7	   	253.58	橙3易伤2伤害2时间	179易伤27基地爆炸38敌人爆炸4a伤害57时间6核7序列升级
171	46425 21143	9	   	253.57	橙3易伤2攻速1等级1时间2雷电	158易伤2加一3敌人爆炸48雷电6核78攻速8序列升级9等级a时间
172	41231 36454	1	   	253.55	橙3易伤2伤害1等级2雷电	159易伤2掉矿3加一49伤害69雷电7赏金塔8核9序列升级a等级
173	42231 36454	2	   	253.55	橙3易伤2伤害1等级2雷电	159易伤2掉矿3加一49伤害69雷电7赏金塔8核9序列升级a等级
174	52233 21215	10	   	253.51	橙4易伤1伤害1时间1全技能	1随机矿2时间369a易伤4伤害5低血量敌人7核8全技能
175	52233 21635	10	   	253.51	橙4易伤1伤害1时间1全技能	1随机矿2时间368a易伤4伤害5低血量敌人7核9全技能
176	41336 21315	10	   	253.48	橙3易伤2伤害2时间	16a易伤2a低血量敌人3掉矿48伤害5a时间7核9平台a序列升级
177	51331 14152	9	   	253.48	橙3易伤2伤害2时间	1随机矿29a易伤3最后敌人4a时间5挖青6核7a伤害8平台a序列升级
178	52241 14132	9	   	253.48	橙3易伤2伤害2时间	1随机矿2a时间39a易伤4挖尘5低血量敌人6核7a伤害8平台a序列升级
179	52242 21123	9	   	253.48	橙3易伤2伤害2时间	1随机矿28时间38a易伤4挖尘5基地爆炸68伤害7额外掉落8序列升级9核
180	26632 23153	7	   	253.48	橙3易伤2伤害2时间	17敌人爆炸2加一378易伤49伤害5基地爆炸67时间7序列升级a核
181	46432 23153	7	   	253.48	橙3易伤2伤害2时间	178易伤2加一37敌人爆炸49伤害5基地爆炸67时间7序列升级a核
182	52432 21123	10	   	253.48	橙3易伤2伤害2时间	1随机矿28时间3敌人爆炸48伤害5挖青68a易伤7额外掉落8序列升级9核
183	46734 42112	2	   	253.41	橙4易伤1伤害1时间1全技能	1345易伤2加一6全技能7伤害8核9金币生成a时间
184	46734 42411	2	   	253.41	橙4易伤1伤害1时间1全技能	1345易伤2加一6全技能7伤害8时间9金币生成a核
185	51136 21215	10	   	253.41	橙4易伤1伤害1时间1全技能	1随机矿269a易伤3挖尘4伤害5时间7核8全技能
186	26623 51133	10	   	253.41	橙4易伤2攻速1时间	18敌人爆炸2加一3689易伤4雷电5时间78攻速8序列升级a核
187	26625 31133	10	   	253.41	橙4易伤2攻速1时间	18敌人爆炸2加一3589易伤4雷电6时间78攻速8序列升级a核
188	46423 51133	10	   	253.41	橙4易伤2攻速1时间	1689易伤2加一38敌人爆炸4雷电5时间78攻速8序列升级a核
189	46425 31133	10	   	253.41	橙4易伤2攻速1时间	1589易伤2加一38敌人爆炸4雷电6时间78攻速8序列升级a核
190	46344 23632	7	   	253.40	橙4易伤2伤害	189a易伤2加一39掉矿4敌人爆炸5雷电6核79伤害9序列升级
191	15336 21315	10	   	253.38	橙3易伤2伤害2时间	1a掉矿26a易伤3低血量敌人48伤害5a时间7核9平台a序列升级
192	41336 21335	8	   	253.38	橙3易伤2伤害2时间	16a易伤2a低血量敌人39掉矿48伤害5a时间7核a序列升级
193	41336 21353	10	   	253.38	橙3易伤2伤害2时间	16a易伤2a低血量敌人39掉矿48伤害5a时间7核a序列升级
194	42336 21315	10	   	253.38	橙3易伤2伤害2时间	16a易伤2a掉矿3低血量敌人48伤害5a时间7核9平台a序列升级
195	43225 62443	1	   	253.38	橙3易伤2伤害2时间	14a易伤2赏金塔3加一5a伤害6矿等7核8敌人爆炸9a时间a序列升级
196	43225 82343	1	   	253.38	橙3易伤2伤害2时间	14a易伤2赏金塔3加一5a伤害6金币生成7核8敌人爆炸9a时间a序列升级
197	41633 13521	6	   	253.38	橙3易伤2伤害2时间	179易伤2低血量敌人38时间4a伤害5最后敌人6核
198	42231 41231	9	   	253.38	橙3易伤2伤害2时间	139易伤26掉矿4平台5额外掉落79时间89伤害9序列升级a核
199	51247 42324	2	   	253.38	橙3易伤2伤害2时间	1随机矿29a易伤3加一4策反59伤害6核7赏金邻近89时间9序列升级
200	51247 46324	2	   	253.38	橙3易伤2伤害2时间	1随机矿29a易伤3加一4策反59伤害6核7赏金塔89时间9序列升级
201	43224 28452	1	   	253.30	橙4易伤2伤害	149a易伤2赏金塔3加一5雷电69掉矿79伤害8核9序列升级
202	15336 21335	8	   	253.28	橙3易伤2伤害2时间	19a掉矿26a易伤3低血量敌人48伤害5a时间7核a序列升级
203	15336 21353	10	   	253.28	橙3易伤2伤害2时间	19a掉矿26a易伤3低血量敌人48伤害5a时间7核a序列升级
204	42336 21335	8	   	253.28	橙3易伤2伤害2时间	16a易伤29a掉矿3低血量敌人48伤害5a时间7核a序列升级
205	42336 21353	10	   	253.28	橙3易伤2伤害2时间	16a易伤29a掉矿3低血量敌人48伤害5a时间7核a序列升级
206	41631 12321	8	   	253.28	橙3易伤2伤害2时间	179易伤2低血量敌人38时间4a伤害5挖青6核
207	43226 37321	1	   	253.28	橙3易伤2伤害2时间	147易伤2赏金塔3加一57时间67伤害7序列升级8策反9赏金邻近a核
208	52247 42144	2	   	253.28	橙3易伤2伤害2时间	1随机矿2a时间3加一49掉矿5a伤害6核78a易伤a序列升级
209	52241 83632	2	   	253.23	橙4易伤2时间2雷电	1随机矿29时间3加一4掉矿589a易伤69雷电7核9序列升级
210	46425 21132	9	 * 	253.23	橙4易伤3攻速2雷电	1589易伤2加一3敌人爆炸48雷电6核78a攻速8序列升级
211	41116 32133	10	   	253.18	橙4易伤2时间2雷电1卖塔	1789易伤2低血量敌人3卖塔48时间58雷电6平台8序列升级a核
212	16531 21433	1	   	253.18	橙3易伤2伤害2时间	1掉矿26时间359易伤47伤害8赏金塔a核
213	46634 32321	4	 * 	253.07	橙2易伤2伤害2攻速2等级1时间	19易伤2加一36等级49伤害59攻速7赏金塔8核9序列升级a时间
214	15252 21222	7	   	252.89	橙5易伤1等级1全技能	16掉矿23456易伤6序列升级7全技能8矿等9核a等级
