0	Index      	Bounty	 *	Score 	Summary	Detail	
1	11332 31666	9	 * 	277.98	橙5易伤2时间3雷电	1立即金币24579易伤37时间678雷电7序列升级a核
39	11323 36447	4	   	261.79	橙3易伤2伤害2时间	1立即金币25a易伤3a时间4最后敌人6雷电7核8加一9a伤害a序列升级
40	11333 36447	4	   	261.79	橙3易伤2伤害2时间	1立即金币24a易伤3a时间5最后敌人6雷电7核8加一9a伤害a序列升级
41	45621 42432	1	   	261.54	橙4易伤2伤害1时间	18敌人爆炸2348易伤5加一6核78伤害8序列升级9时间a平台
42	45621 42433	1	   	261.54	橙4易伤2伤害1时间	18敌人爆炸2348易伤5加一6核78伤害8序列升级9时间a金币生成
43	46621 42432	2	   	261.54	橙4易伤2伤害1时间	18敌人爆炸2348易伤5加一6核78伤害8序列升级9时间a平台
44	46621 42433	2	   	261.54	橙4易伤2伤害1时间	18敌人爆炸2348易伤5加一6核78伤害8序列升级9时间a金币生成
45	46321 42483	3	   	261.54	橙4易伤2伤害1等级	138敌人爆炸2489易伤5加一6核78伤害8序列升级a等级
46	46331 42483	4	   	261.54	橙4易伤2伤害1等级	138敌人爆炸2489易伤5加一6核78伤害8序列升级a等级
47	45621 42431	1	   	261.44	橙4易伤2伤害1时间	18敌人爆炸2348易伤5加一6核78伤害8序列升级9时间a赏金邻近
48	46313 11263	1	   	261.44	橙4易伤2伤害1时间	1敌人爆炸2低血量敌人345a易伤6核7时间89伤害
49	46621 42431	2	   	261.44	橙4易伤2伤害1时间	18敌人爆炸2348易伤5加一6核78伤害8序列升级9时间a赏金邻近
50	33134 14141	7	 * 	260.19	橙2易伤2伤害2时间3雷电1暴击	18a雷电2a时间3暴击4双倍矿57易伤6核9a伤害a序列升级
51	31334 51232	8	   	260.15	橙4易伤2伤害2雷电	19雷电2基地爆炸3双倍物品49伤害5789易伤6核9序列升级a低血量敌人
52	31334 51231	8	   	260.05	橙4易伤2伤害2雷电	19雷电2基地爆炸3双倍物品49伤害5789易伤6核9序列升级a赏金塔
53	31334 51234	8	   	260.05	橙4易伤2伤害2雷电	19雷电2基地爆炸3双倍物品49伤害5789易伤6核9序列升级a掉矿
54	33223 46531	3	   	260.01	橙4易伤3时间	1雷电258时间3立即金币459a易伤5序列升级6最后敌人7核
55	15336 13262	9	   	259.93	橙3易伤3时间2攻速1全技能	1立即金币24攻速345时间4序列升级6核78a易伤9全技能
56	31334 51233	8	   	259.90	橙4易伤2伤害2雷电1卖塔	19雷电2基地爆炸3双倍物品49伤害5789易伤6核9序列升级a卖塔
57	15336 13213	8	 * 	259.79	橙3易伤3时间3攻速	1立即金币24a攻速345时间4a序列升级6核78a易伤9赏金塔
58	11336 63116	10	 * 	259.79	橙4易伤2时间2攻速	1立即金币2478易伤37时间57攻速6额外掉落7序列升级9最后敌人a核
59	15233 33143	10	   	259.79	橙4易伤2时间2攻速	13立即金币27攻速4789易伤5额外掉落67时间7序列升级a核
60	15313 53143	10	   	259.79	橙4易伤2时间2攻速	14立即金币27攻速37时间5额外掉落6789易伤7序列升级a核
61	11336 63126	10	   	259.69	橙4易伤2时间2攻速	1立即金币2478易伤37时间57攻速6额外掉落7序列升级9挖青a核
62	15332 22243	10	   	259.68	橙2易伤3时间2攻速1伤害1等级	1立即金币24攻速347时间4序列升级5伤害68易伤9核a等级
63	33134 15114	6	   	259.42	橙3易伤1伤害1时间1等级1暴击	1雷电2时间3暴击4双倍矿59a易伤6核7伤害8等级
64	25414 23223	6	   	259.31	橙3易伤2时间1伤害1暴击1全技能	19金币生成2暴击39时间4最后敌人5伤害69a易伤7全技能8核9序列升级
65	32413 25321	6	   	258.86	橙3易伤2伤害3雷电1等级	124雷电348易伤48序列升级58伤害68低血量敌人7赏金邻近9核a等级
66	32413 45321	5	   	258.86	橙3易伤2伤害3雷电1等级	124雷电348易伤48序列升级58伤害68低血量敌人7赏金邻近9核a等级
67	32413 53326	10	   	258.86	橙3易伤2伤害3雷电1时间	124雷电346易伤46序列升级56伤害7敌人爆炸8矿等9时间a核
68	32413 56121	6	   	258.76	橙3易伤2伤害3雷电1等级	124雷电346易伤46序列升级56伤害7赏金邻近8低血量敌人9核a等级
69	33312 25626	4	   	258.58	橙3易伤3时间3雷电1全技能	15a雷电245时间3双倍物品5a序列升级69a易伤7核8全技能
70	11213 12142	10	 * 	258.54	橙4易伤2时间2暴击	1立即金币279a易伤3最后敌人4随机矿5a暴击6核8a时间a序列升级
71	11213 43442	10	   	258.54	橙4易伤2时间2暴击	1立即金币269a易伤3最后敌人4随机矿5a暴击7a时间8核a序列升级
72	11213 46142	10	   	258.54	橙4易伤2时间2暴击	1立即金币269a易伤3最后敌人4随机矿5a暴击7核8a时间a序列升级
73	11323 23442	10	   	258.54	橙4易伤2时间2暴击	1立即金币269a易伤3a时间4最后敌人5策反7a暴击8核a序列升级
74	13113 42442	10	   	258.54	橙4易伤2时间2暴击	1立即金币2a时间3低血量敌人4随机矿5a暴击679a易伤8核a序列升级
75	13126 52236	3	   	258.54	橙4易伤2时间2等级	1立即金币27时间3低血量敌人479a易伤57等级6核7序列升级8平台
76	13136 52236	4	   	258.54	橙4易伤2时间2等级	1立即金币27时间3低血量敌人479a易伤57等级6核7序列升级8平台
77	11113 12142	10	   	258.44	橙4易伤2时间2暴击	1立即金币279a易伤3挖青4随机矿5a暴击6核8a时间a序列升级
78	11313 12542	10	   	258.44	橙4易伤2时间2暴击	1立即金币279a易伤3a时间4随机矿5a暴击6核8挖青a序列升级
79	42313 11533	2	   	258.44	橙4易伤2时间1伤害	1敌人爆炸2基地爆炸345a易伤6核79时间8伤害
80	45613 11233	1	   	258.44	橙4易伤2时间1伤害	1敌人爆炸235a易伤4最后敌人6核79时间8伤害
81	45623 11233	1	   	258.44	橙4易伤2时间1伤害	1敌人爆炸234a易伤5最后敌人6核79时间8伤害
82	46313 11233	1	   	258.44	橙4易伤2时间1伤害	1敌人爆炸2低血量敌人345a易伤6核79时间8伤害
83	46613 11233	2	   	258.44	橙4易伤2时间1伤害	1敌人爆炸235a易伤4最后敌人6核79时间8伤害
84	46623 11233	2	   	258.44	橙4易伤2时间1伤害	1敌人爆炸234a易伤5最后敌人6核79时间8伤害
85	11113 43442	10	   	258.44	橙4易伤2时间2暴击	1立即金币269a易伤3挖青4随机矿5a暴击7a时间8核a序列升级
86	11113 46142	10	   	258.44	橙4易伤2时间2暴击	1立即金币269a易伤3挖青4随机矿5a暴击7核8a时间a序列升级
87	11332 21614	8	   	258.44	橙4易伤2时间1伤害	1立即金币2456易伤37时间8金币生成9伤害a核
88	11332 31646	10	   	258.44	橙4易伤2时间3雷电	1立即金币2457易伤37时间678雷电7序列升级9低血量敌人a核
89	11332 33641	8	   	258.38	橙5易伤1时间2雷电	1立即金币24589易伤3时间68雷电78低血量敌人8序列升级a核
90	11532 31341	7	   	258.38	橙5易伤1时间2雷电	1立即金币24579易伤37基地爆炸67雷电7序列升级8时间a核
91	11332 31426	7	   	258.34	橙4易伤2时间3雷电	1立即金币2457易伤37时间679雷电7序列升级8赏金塔a核
92	45113 11533	1	   	258.34	橙4易伤2时间1伤害	1敌人爆炸245a易伤3挖尘6核79时间8伤害
93	46113 11533	2	   	258.34	橙4易伤2时间1伤害	1敌人爆炸245a易伤3挖尘6核79时间8伤害
94	11332 65511	7	   	258.13	橙3易伤1伤害1等级1时间1攻速1全技能	1立即金币245易伤3时间6等级7攻速8伤害9全技能a核
95	11336 31511	6	   	258.13	橙3易伤1伤害1等级1时间1攻速1全技能	1立即金币246易伤3时间5攻速7等级8伤害9全技能a核
96	11336 31552	6	   	258.13	橙3易伤1伤害1等级1时间1攻速1全技能	1立即金币246易伤3时间5攻速7等级8伤害9核a全技能
97	11242 21344	9	   	258.11	橙5易伤2时间	1立即金币24569易伤3最后敌人79时间89低血量敌人9序列升级a核
98	11242 21443	9	   	258.11	橙5易伤2时间	1立即金币24569易伤3最后敌人79时间89基地爆炸9序列升级a核
99	11242 25143	9	   	258.11	橙5易伤2时间	1立即金币24569易伤3最后敌人79基地爆炸89时间9序列升级a核
100	11532 21443	9	   	258.11	橙5易伤2时间	1立即金币24569易伤3基地爆炸79时间89敌人爆炸9序列升级a核
101	11132 21344	9	   	258.01	橙5易伤2时间	1立即金币24569易伤3挖青79时间89最后敌人9序列升级a核
102	11132 21443	9	   	258.01	橙5易伤2时间	1立即金币24569易伤3挖青79时间89基地爆炸9序列升级a核
103	11132 25143	9	   	258.01	橙5易伤2时间	1立即金币24569易伤3挖青79基地爆炸89时间9序列升级a核
104	11132 26144	9	   	258.01	橙5易伤2时间	1立即金币24569易伤3挖青79敌人爆炸89时间9序列升级a核
105	11242 23151	10	   	258.01	橙5易伤2时间	1立即金币24569易伤39最后敌人7加一89时间9序列升级a核
106	11532 23151	10	   	258.01	橙5易伤2时间	1立即金币24569易伤39基地爆炸7加一89时间9序列升级a核
107	11514 12336	2	 * 	258.01	橙2易伤2伤害3暴击2攻速2雷电	1立即金币2a易伤356暴击45雷电5a序列升级7a伤害8核9a攻速
108	11332 21242	10	   	257.91	橙5易伤2时间	1立即金币24568易伤37时间9金币生成a核
109	11532 21343	9	   	257.91	橙5易伤2时间	1立即金币24569易伤3基地爆炸79时间89挖尘9序列升级a核
110	11132 23151	10	   	257.81	橙5易伤2时间	1立即金币24569易伤3挖青7加一89时间9序列升级a核
111	62425 22121	1	   	257.81	橙5易伤2时间	1策反2458a易伤3赏金塔69时间7核
112	15332 25324	10	 * 	257.51	橙2易伤2伤害3攻速2时间	1立即金币248攻速34时间48序列升级58伤害68易伤7平台9金币生成a核
113	32413 16621	5	   	257.32	橙3易伤3雷电1伤害1等级1时间	124雷电346易伤4序列升级5伤害7赏金邻近8时间9核a等级
114	11332 23244	7	   	257.26	橙4易伤1伤害1时间1暴击1卖塔	1立即金币2456易伤3时间7暴击8伤害9卖塔a核
115	11512 21331	2	   	257.22	橙4易伤2攻速2暴击	1立即金币258a易伤3a暴击4雷电6基地爆炸7a攻速9核a序列升级
116	15232 25142	9	   	257.21	橙3易伤2时间2攻速1伤害	13立即金币29攻速469易伤5伤害7基地爆炸89时间9序列升级a核
117	15232 26142	9	   	257.21	橙3易伤2时间2攻速1伤害	13立即金币29攻速469易伤5伤害7敌人爆炸89时间9序列升级a核
118	11336 26522	10	 * 	257.11	橙3易伤2时间2攻速2暴击	1立即金币24a易伤3a时间59攻速6基地爆炸7核8a暴击a序列升级
119	46132 12114	7	   	256.75	橙4易伤1等级1暴击1攻速	1敌人爆炸259a易伤3雷电4暴击6核7攻速8等级
120	46132 12224	9	   	256.75	橙4易伤1时间1暴击1攻速	1敌人爆炸259a易伤3雷电4暴击6核7攻速8时间
121	11246 31242	9	   	256.39	橙4易伤2伤害1攻速	1立即金币2469易伤39最后敌人5攻速7敌人爆炸89伤害9序列升级a核
122	11536 31242	9	   	256.39	橙4易伤2伤害1攻速	1立即金币2469易伤39基地爆炸5攻速7敌人爆炸89伤害9序列升级a核
123	11536 32242	9	   	256.39	橙4易伤2伤害1攻速	1立即金币2469易伤39基地爆炸5攻速7最后敌人89伤害9序列升级a核
124	33563 33351	10	   	256.34	橙4易伤2时间1全技能	1雷电28时间3敌人爆炸467a易伤5全技能9核
125	11136 31242	9	   	256.29	橙4易伤2伤害1攻速	1立即金币2469易伤3挖青5攻速79敌人爆炸89伤害9序列升级a核
126	11136 32242	9	   	256.29	橙4易伤2伤害1攻速	1立即金币2469易伤3挖青5攻速79最后敌人89伤害9序列升级a核
127	11136 34242	9	   	256.29	橙4易伤2伤害1攻速	1立即金币2469易伤3挖青5攻速79基地爆炸89伤害9序列升级a核
128	45621 42444	1	   	256.29	橙4易伤2伤害1攻速	18敌人爆炸2348易伤5加一6核78伤害8序列升级9最后敌人a攻速
129	46621 42444	2	   	256.29	橙4易伤2伤害1攻速	18敌人爆炸2348易伤5加一6核78伤害8序列升级9最后敌人a攻速
130	32413 55121	10	   	256.26	橙3易伤2伤害3雷电1暴击	124雷电346易伤46序列升级56伤害7暴击8a低血量敌人9核
131	32413 55123	9	   	256.26	橙3易伤2伤害3雷电1暴击	124雷电346易伤46序列升级56伤害7暴击8低血量敌人9核a敌人爆炸
132	32413 53224	10	   	256.26	橙3易伤2伤害3雷电1暴击	124雷电346易伤46序列升级56伤害7敌人爆炸8暴击9金币生成a核
133	45621 42414	1	   	256.19	橙4易伤2伤害1攻速	18敌人爆炸2348易伤5加一6核78伤害8序列升级9挖尘a攻速
134	46621 42414	2	   	256.19	橙4易伤2伤害1攻速	18敌人爆炸2348易伤5加一6核78伤害8序列升级9挖尘a攻速
135	32413 55121	9	   	256.16	橙3易伤2伤害3雷电1暴击	124雷电346易伤46序列升级56伤害7暴击8低血量敌人9核a挖青
136	32413 55122	10	   	256.16	橙3易伤2伤害3雷电1暴击	124雷电346易伤46序列升级56伤害7暴击8低血量敌人9核a掉矿
137	32413 55122	9	   	256.16	橙3易伤2伤害3雷电1暴击	124雷电346易伤46序列升级56伤害7暴击8低血量敌人9核a掉矿
138	32413 55123	10	   	256.16	橙3易伤2伤害3雷电1暴击	124雷电346易伤46序列升级56伤害7暴击8低血量敌人9核a挖尘
139	32451 12136	10	   	256.07	橙3易伤2攻速3雷电1时间1暴击	129雷电389易伤4暴击5低血量敌人6核79攻速9序列升级a时间
140	32432 26611	3	 * 	255.99	橙3易伤3雷电1伤害2暴击1攻速	12a雷电38a易伤4攻速5伤害6核7随机矿9a暴击a序列升级
141	13126 52235	3	 * 	255.96	橙3易伤2时间2等级1伤害	1立即金币27时间3低血量敌人479易伤57等级6核7序列升级8平台a伤害
142	13136 52235	4	   	255.96	橙3易伤2时间2等级1伤害	1立即金币27时间3低血量敌人479易伤57等级6核7序列升级8平台a伤害
143	11363 12226	6	 * 	255.76	橙3易伤2时间1伤害2暴击	1立即金币279易伤3a时间47掉矿57暴击6核7序列升级8伤害
144	32413 42511	10	 * 	255.76	橙3易伤2时间3雷电1伤害	124雷电348易伤4序列升级5伤害6a时间7平台9核
145	33463 33431	7	 * 	255.34	紫5易伤2时间3雷电1全技能	18a雷电28时间3核46789易伤5全技能8序列升级
146	33121 43236	5	   	255.10	橙3易伤2时间2雷电1暴击1攻速1卖塔	19雷电29时间3暴击4攻速569易伤7赏金塔8卖塔9序列升级a核
147	33121 52236	5	   	255.10	橙3易伤2时间2雷电1暴击1攻速1卖塔	19雷电29时间3暴击4攻速579易伤6赏金塔8卖塔9序列升级a核
148	33125 43236	4	   	255.10	橙3易伤2时间2雷电1暴击1攻速1卖塔	19雷电29时间3暴击4攻速569易伤7赏金塔8卖塔9序列升级a核
149	33125 52236	4	   	255.10	橙3易伤2时间2雷电1暴击1攻速1卖塔	19雷电29时间3暴击4攻速579易伤6赏金塔8卖塔9序列升级a核
150	33134 12133	9	   	254.99	橙2易伤2时间2攻速1等级2雷电1暴击	19雷电29时间3暴击4双倍矿58易伤6核79攻速9序列升级a等级
151	45621 42422	1	   	254.95	橙4易伤2伤害1全技能	18敌人爆炸2348易伤5加一6核78伤害8序列升级9全技能a最后敌人
152	45621 42424	1	   	254.95	橙4易伤2伤害1全技能	18a敌人爆炸2348易伤5加一6核78伤害8序列升级9全技能
153	46621 42422	2	   	254.95	橙4易伤2伤害1全技能	18敌人爆炸2348易伤5加一6核78伤害8序列升级9全技能a最后敌人
154	46621 42424	2	   	254.95	橙4易伤2伤害1全技能	18a敌人爆炸2348易伤5加一6核78伤害8序列升级9全技能
155	33116 53331	2	   	254.89	橙4易伤1时间1等级2雷电	18雷电2时间3等级479a易伤5低血量敌人6核
156	33166 53331	2	   	254.89	橙4易伤1时间1等级2雷电	18雷电2时间3等级4低血量敌人579a易伤6核
157	36116 53331	1	   	254.89	橙4易伤1时间1等级2雷电	18雷电2时间3等级479a易伤5低血量敌人6核
158	11332 21214	6	   	254.86	橙4易伤1伤害1时间1攻速	17立即金币2456易伤3时间8攻速9伤害a核
159	11332 25614	6	   	254.86	橙4易伤1伤害1时间1攻速	18立即金币2456易伤3时间7攻速9伤害a核
160	15232 21244	8	   	254.86	橙4易伤1伤害1时间1攻速	13立即金币2攻速4689易伤5伤害7时间a核
161	45621 42421	1	   	254.85	橙4易伤2伤害1全技能	18敌人爆炸2348易伤5加一6核78伤害8序列升级9全技能a赏金邻近
162	46621 42421	2	   	254.85	橙4易伤2伤害1全技能	18敌人爆炸2348易伤5加一6核78伤害8序列升级9全技能a赏金邻近
163	32413 25126	10	   	254.82	橙3易伤3雷电1伤害1时间1暴击	124雷电348易伤4序列升级5伤害6低血量敌人7暴击9核a时间
164	11332 65234	9	   	254.76	橙4易伤2等级1时间1攻速	1立即金币2458易伤3时间69等级7攻速a核
165	62221 51632	1	 * 	254.65	橙3易伤3伤害1时间	18a策反28a易伤3时间4挖青5低血量敌人6核78a伤害8a序列升级9赏金塔
166	33432 32134	9	 * 	254.42	紫4易伤3时间1伤害2雷电	1a雷电25a时间3核4伤害6金币生成789a易伤a序列升级
167	46132 12226	10	   	254.17	橙3易伤1伤害1时间1暴击1攻速	1敌人爆炸259易伤3雷电4暴击6核7攻速8时间a伤害
168	11311 66323	9	   	253.85	橙3易伤2伤害1时间2雷电	1立即金币28a易伤3时间4随机矿5额外掉落6a雷电7核9a伤害a序列升级
169	11311 66333	7	   	253.85	橙3易伤2伤害1时间2雷电	1立即金币28a易伤3时间4随机矿5额外掉落6a雷电7核9a伤害a序列升级
170	11311 66333	8	   	253.85	橙3易伤2伤害1时间2雷电	1立即金币28a易伤3时间4随机矿5额外掉落6a雷电7核9a伤害a序列升级
171	11334 66233	6	   	253.85	橙3易伤2伤害1时间2雷电	1立即金币24a易伤3时间5随机矿6额外掉落7a雷电8核9a伤害a序列升级
172	33224 55233	3	   	253.85	橙3易伤2伤害1时间2雷电	1a雷电2时间3立即金币46a易伤5额外掉落7随机矿8核9a伤害a序列升级
173	11213 12231	9	   	253.81	橙4易伤3暴击3雷电	1立即金币279a易伤3最后敌人4随机矿59a暴击6核89a雷电9a序列升级
174	11213 46231	9	   	253.81	橙4易伤3暴击3雷电	1立即金币269a易伤3最后敌人4随机矿59a暴击7核89a雷电9a序列升级
175	33461 24131	5	   	253.80	紫5易伤3时间2雷电	18雷电267时间3核4689a易伤5挖青68序列升级
176	33563 33353	10	   	253.76	橙3易伤2时间1伤害1全技能	1雷电28时间3敌人爆炸467易伤5全技能9核a伤害
177	31334 51135	7	   	253.75	橙3易伤2伤害1时间2雷电	19雷电2基地爆炸3双倍物品49伤害579易伤6核8立即金币9序列升级a时间
178	11113 12231	9	   	253.71	橙4易伤3暴击3雷电	1立即金币279a易伤3挖青4随机矿59a暴击6核89a雷电9a序列升级
179	11113 46231	9	   	253.71	橙4易伤3暴击3雷电	1立即金币269a易伤3挖青4随机矿59a暴击7核89a雷电9a序列升级
180	11332 23216	8	   	253.59	橙4易伤1等级1时间1暴击	1立即金币2456易伤3时间7暴击8等级9赏金塔a核
181	11532 23632	6	   	253.51	橙4易伤1伤害1时间1全技能	1立即金币2456易伤3基地爆炸7核8时间9伤害a全技能
182	11321 24161	9	   	253.48	橙3易伤2伤害2时间	1立即金币268易伤38时间4最后敌人5掉矿78伤害8序列升级9金币生成a核
183	11333 64161	9	   	253.48	橙3易伤2伤害2时间	1立即金币248易伤38时间5掉矿6敌人爆炸78伤害8序列升级9金币生成a核
184	11353 24161	9	   	253.48	橙3易伤2伤害2时间	1立即金币268易伤38时间4挖尘5矿等78伤害8序列升级9金币生成a核
185	11332 23244	8	   	253.44	橙4易伤1等级1时间1暴击1卖塔	1立即金币2456易伤3时间7暴击8等级9卖塔a核
186	46332 31241	9	   	253.43	橙4易伤2时间2雷电	137敌人爆炸2457易伤67雷电7序列升级89时间a核
187	11351 24161	9	   	253.38	橙3易伤2伤害2时间	1立即金币268易伤38时间4挖尘5掉矿78伤害8序列升级9金币生成a核
188	11353 24131	9	   	253.38	橙3易伤2伤害2时间	1立即金币268易伤38时间4挖尘5矿等78伤害8序列升级9掉矿a核
189	33431 33316	7	 * 	253.33	紫3易伤3伤害3雷电1时间1攻速	18a雷电2时间3核48a伤害5攻速6挖尘78a易伤8a序列升级9随机矿
190	33351 33356	10	   	253.13	橙4易伤2时间2雷电	1a雷电28时间3双倍物品467a易伤5a挖尘9核a序列升级
191	15332 22244	10	   	253.09	橙2易伤3时间2攻速1伤害1全技能	1立即金币24攻速347时间4序列升级5伤害68易伤9核a全技能
192	15331 25511	7	 * 	252.95	橙2易伤3时间3攻速2暴击	1立即金币247攻速349时间49序列升级5掉矿69易伤89暴击a核
193	15332 22241	9	 * 	252.95	橙2易伤3时间3攻速1伤害	1立即金币24a攻速347时间4序列升级5伤害68易伤9核
194	15332 22242	10	   	252.95	橙2易伤3时间3攻速1伤害	1立即金币24a攻速347时间4序列升级5伤害68易伤9核
195	11313 12633	9	   	252.42	橙3易伤2暴击1等级1时间2雷电	1立即金币279易伤3时间4随机矿59暴击6核89雷电9序列升级a等级
196	32413 13145	6	   	252.27	橙3易伤2伤害3雷电1全技能	124雷电34a易伤4a序列升级5a伤害6全技能7核8立即金币9双倍矿
197	31121 42331	5	   	252.26	橙4易伤3雷电1暴击1攻速	17a雷电2a基地爆炸3暴击4攻速568a易伤9核a序列升级
198	31121 65331	7	   	252.26	橙4易伤3雷电1暴击1攻速	16a雷电2a基地爆炸3暴击4攻速578a易伤9核a序列升级
199	31125 42331	4	   	252.26	橙4易伤3雷电1暴击1攻速	17a雷电2a基地爆炸3暴击4攻速568a易伤9核a序列升级
200	25311 42316	8	   	252.25	橙4易伤1时间2雷电1暴击1卖塔	17金币生成2暴击37雷电4578易伤6卖塔7序列升级9核a时间
201	11332 32526	10	   	252.16	橙4易伤1伤害1时间	1立即金币2457易伤3时间6雷电8伤害9额外掉落a核
202	31334 51222	10	   	252.06	橙4易伤1伤害1时间	1雷电2基地爆炸3双倍物品4伤害5789易伤6核a时间
203	31334 51225	9	   	252.06	橙4易伤1伤害1时间	1雷电2基地爆炸3双倍物品4伤害5789易伤6核a时间
204	42313 11536	2	   	252.05	橙3易伤2时间1伤害1等级	1敌人爆炸2基地爆炸345易伤6核79时间8伤害a等级
205	11332 23146	8	   	252.02	橙4易伤2时间1暴击	1立即金币2456易伤3a时间7暴击8敌人爆炸9核
206	11332 23446	8	   	252.02	橙4易伤2时间1暴击	1立即金币2456易伤3a时间7暴击8低血量敌人9核
207	11332 23566	10	   	252.02	橙4易伤2时间1暴击	1立即金币2456易伤38时间7暴击9基地爆炸a核
208	33463 21235	8	 * 	252.01	紫4易伤2时间2攻速2雷电1全技能	19雷电2a时间3核4789易伤5全技能69攻速9序列升级
