0	Index      	 *	Score 	Summary	Detail	
1	12332 33222	 * 	254.62	ACR|DCR|3VULN|1MLV|1SELL	18LHND|2SELL|38LIT|4RMIN|57RCR|689VULN|8BPWR|aMLV
34	23255 53323	 * 	241.43	DCR|4VULN|1DMG|2DUR|1AART	1789VULN|27MSLFST|37DUR|4AART|5RMIN|6RCR|7BPWR|aDMG
35	22312 23515	 * 	241.41	ACR|DCR|2MLV|1VULN|1DMG|2SELL	1VULN|28SELL|3LIT|4aMLV|57RCR|6DUST|9DMG
36	31312 14661	 * 	241.14	ACR|DCR|1VULN|2CDMG|1MLV|2DUR	16CDMG|2aDUR|3LIT|4MLV|59RCR|7FEWX|8VULN
37	13152 43522	 * 	241.07	DCR|3VULN|2DMG|1MLV|1DUR	1LHND|2MGNSTR|368VULN|4DUR|5MLV|7RCR|9aDMG
38	23232 43522	   	241.07	DCR|3VULN|2DMG|1MLV|1DUR	168VULN|2MSLFST|3DUR|4FEWX|5MLV|7RCR|9aDMG
39	23342 43522	   	241.07	DCR|3VULN|2DMG|1MLV|1DUR	168VULN|2MSLFST|3FEWX|4DUR|5MLV|7RCR|9aDMG
40	31312 16661	   	241.04	ACR|DCR|1VULN|2CDMG|1MLV|2DUR	16CDMG|2aDUR|3LIT|4MLV|59RCR|7DUST|8VULN
41	31312 22661	   	241.04	ACR|DCR|1VULN|2CDMG|1MLV|2DUR	18CDMG|2aDUR|3LIT|4MLV|59RCR|6DUST|7VULN
42	21331 64124	   	240.60	DCR|DCR|1VULN|1ASPD|1RPLT	1VULN|2LEGI|3DUST|4ASPD|5RPLT|6aRCR|7FLTFST|8ERES|9BBNT
43	22312 33662	 * 	240.59	ACR|DCR|2VULN|1MLV|1DUR|1SELL	16VULN|2SELL|3LIT|4MLV|59RCR|7DUR|8FEWX|aTBNT
44	22312 33663	 * 	240.59	ACR|DCR|2VULN|1MLV|1DUR|1SELL	16VULN|2SELL|3LIT|4MLV|59RCR|7DUR|8FEWX|aDMSP
45	22312 33666	 * 	240.59	ACR|DCR|2VULN|1MLV|1DUR|1SELL	16VULN|2SELL|3aLIT|4MLV|59RCR|7DUR|8FEWX
46	62312 33223	 * 	240.59	ACR|DCR|2VULN|1MLV|1DUR|1SELL	18LWND|2SELL|3LIT|4MLV|57RCR|69VULN|aDUR
47	22312 33561	 * 	240.49	ACR|DCR|2VULN|1MLV|1DUR|1SELL	16VULN|2SELL|3LIT|4MLV|59RCR|7DUR|8LEGI|aRCVC
48	22312 33566	 * 	240.49	ACR|DCR|2VULN|1MLV|1DUR|1SELL	16VULN|2SELL|3aLIT|4MLV|59RCR|7DUR|8LEGI
49	22312 33664	 * 	240.49	ACR|DCR|2VULN|1MLV|1DUR|1SELL	16VULN|2SELL|3LIT|4MLV|59RCR|7DUR|8FEWX|aLSRHEA
50	22312 33665	 * 	240.49	ACR|DCR|2VULN|1MLV|1DUR|1SELL|1ZMB	16VULN|2SELL|3LIT|4MLV|59RCR|7DUR|8FEWX|aZMB
51	22312 34561	 * 	240.49	ACR|DCR|2VULN|1MLV|1DUR|1SELL	16VULN|2SELL|3LIT|4MLV|59RCR|7FEWX|8LEGI|aDUR
52	22312 22561	 * 	240.39	ACR|DCR|2VULN|1MLV|1DUR|1SELL	17VULN|2SELL|3LIT|4MLV|59RCR|6DUST|8LEGI|aDUR
53	22312 33562	 * 	240.39	ACR|DCR|2VULN|1MLV|1DUR|2SELL	16VULN|2aSELL|3LIT|4MLV|59RCR|7DUR|8LEGI
54	22312 33564	 * 	240.39	ACR|DCR|2VULN|1MLV|1DUR|1SELL	16VULN|2SELL|3LIT|4MLV|59RCR|7DUR|8LEGI|aLSRHEA
55	22312 33565	 * 	240.39	ACR|DCR|2VULN|1MLV|1DUR|1SELL|1ZMB	16VULN|2SELL|3LIT|4MLV|59RCR|7DUR|8LEGI|aZMB
56	22312 36561	 * 	240.39	ACR|DCR|2VULN|1MLV|1DUR|1SELL	16VULN|2SELL|3LIT|4MLV|59RCR|7DUST|8LEGI|aDUR
57	31141 52532	 * 	239.80	DCR|3VULN|2CDMG|1MLV|2DUR|1AART	14CDMG|24DUR|3BELT|4BPWR|578VULN|6AART|9RCR|aMLV
58	31312 22561	 * 	239.73	ACR|DCR|1VULN|3DUR|1MLV|1CDMG	1CDMG|28aDUR|3LIT|4MLV|59RCR|6DUST|7VULN
59	32548 31418	   	239.20	DCR|DCR|1VULN|1CDMG|1DUR|1SELL	1CDMG|2MSLTOX|3MBVNT|4SELL|5RCVC|68RCR|7AAC|9DUR|aVULN
60	22316 21625	 * 	239.15	DCR|3VULN|2MLV|1DMG|1DUR|1SELL	167VULN|2SELL|3LIT|47MLV|57TLV|7BPWR|8DMG|9DUR|aRCR
61	22312 16521	   	238.80	ACR|DCR|1VULN|1MLV|1CDMG|1AART|1RPLT|1SELL|1ZMB	1VULN|2SELL|3LIT|4MLV|5aRCR|6CDMG|7AART|8ZMB|9RPLT
62	25133 33365	 * 	237.66	DCR|DCR|1VULN|1DMG	1VULN|2LHND|3FEWX|46LIT|5RCVC|7aRCR|8MBVNT|9DMG
63	12332 33221	 * 	237.09	ACR|DCR|3VULN|1SELL	18aLHND|2SELL|38LIT|4RMIN|57RCR|689VULN|8BPWR
64	12332 33223	 * 	237.09	ACR|DCR|3VULN|1SELL	18LHND|2SELL|38aLIT|4RMIN|57RCR|689VULN|8BPWR
65	62332 33221	 * 	237.09	ACR|DCR|3VULN|1SELL	18LWND|2SELL|38LIT|4RMIN|57RCR|689VULN|8BPWR|aLHND
66	62332 33222	 * 	237.09	ACR|DCR|3VULN|1SELL	18LWND|2SELL|38LIT|4RMIN|57RCR|689VULN|8BPWR|aTBNT
67	12332 33224	 * 	236.99	ACR|DCR|3VULN|1SELL	18LHND|2SELL|38LIT|4RMIN|57RCR|689VULN|8BPWR|aDUST
68	12332 33225	 * 	236.99	ACR|DCR|3VULN|1SELL	18LHND|2SELL|38LIT|4RMIN|57RCR|689VULN|8BPWR|aMDPS
69	12332 33226	 * 	236.99	ACR|DCR|3VULN|1SELL	18LHND|2SELL|38LIT|4RMIN|57RCR|689VULN|8BPWR|aAME
70	62332 33224	 * 	236.99	ACR|DCR|3VULN|1SELL	18LWND|2SELL|38LIT|4RMIN|57RCR|689VULN|8BPWR|aDUST
71	62332 33225	 * 	236.99	ACR|DCR|3VULN|1SELL	18LWND|2SELL|38LIT|4RMIN|57RCR|689VULN|8BPWR|aMDPS
72	62332 33226	 * 	236.99	ACR|DCR|3VULN|1SELL	18LWND|2SELL|38LIT|4RMIN|57RCR|689VULN|8BPWR|aAME
73	22332 23221	 * 	236.89	ACR|DCR|3VULN|1SELL	189VULN|2SELL|38LIT|4RMIN|57RCR|68DUST|8BPWR|aLHND
74	22332 23222	 * 	236.89	ACR|DCR|3VULN|1SELL	189VULN|2SELL|38LIT|4RMIN|57RCR|68DUST|8BPWR|aTBNT
75	22332 23224	 * 	236.79	ACR|DCR|3VULN|1SELL|1MSE	189VULN|2SELL|38LIT|4RMIN|57RCR|68DUST|8BPWR|aMSE
76	22332 23225	 * 	236.79	ACR|DCR|3VULN|1SELL	189VULN|2SELL|38LIT|4RMIN|57RCR|68DUST|8BPWR|aMDPS
77	22332 23226	 * 	236.79	ACR|DCR|3VULN|1SELL	189VULN|2SELL|38LIT|4RMIN|57RCR|68DUST|8BPWR|aAME
78	22352 33563	 * 	236.60	ACR|DCR|2VULN|1ASPD|1DUR|1SELL	16VULN|2SELL|3LIT|4TLV|59RCR|7DUR|8LEGI|aASPD
79	22433 63341	   	235.30	DCR|3VULN|2MLV|2DUR|1RPLT|1SELL	169VULN|2SELL|3FEWX|4RPLT|59MLV|7RCR|89DUR|9BPWR|aLIT
80	22433 63343	   	235.30	DCR|3VULN|2MLV|2DUR|1RPLT|1SELL	169VULN|2SELL|3aFEWX|4RPLT|59MLV|7RCR|89DUR|9BPWR
81	22433 63342	   	235.20	DCR|3VULN|2MLV|2DUR|1RPLT|1SELL	169VULN|2SELL|3FEWX|4RPLT|59MLV|7RCR|89DUR|9BPWR|aERES
82	23255 53321	   	235.01	DCR|4VULN|2DUR|1ASPD|1AART	1789VULN|27MSLFST|37DUR|4AART|5RMIN|6RCR|7BPWR|aASPD
83	16334 34135	 * 	234.86	ACR|DCR|2VULN|1DMG	12LHND|3LIT|4DMG|5aRCR|6MBVNT|79VULN|8LEGI
84	21142 56222	   	234.82	DCR|DCR|1VULN|1MLV	1VULN|2LEGI|3FEWX|4VENFST|5MLV|6TSLARM|7LWND|8TSLFST|9aRCR
85	25342 52222	   	234.82	DCR|DCR|1VULN|1MLV	1VULN|2LHND|3DUST|4VENFST|5MLV|6TSLARM|7FEWX|8TSLFST|9aRCR
86	31312 22562	   	234.73	ACR|DCR|1VULN|1MLV|2DUR|1CDMG	1CDMG|28DUR|3LIT|4MLV|59RCR|6DUST|7VULN|aTBNT
87	31312 22563	   	234.73	ACR|DCR|1VULN|1MLV|2DUR|1CDMG	1CDMG|28DUR|3LIT|4MLV|59RCR|6DUST|7VULN|aDMSP
88	31312 22566	   	234.73	ACR|DCR|1VULN|1MLV|2DUR|1CDMG	1CDMG|28DUR|3aLIT|4MLV|59RCR|6DUST|7VULN
89	21342 52222	   	234.72	DCR|DCR|1VULN|1MLV	1VULN|2LEGI|3DUST|4VENFST|5MLV|6TSLARM|7FEWX|8TSLFST|9aRCR
90	21342 56222	   	234.72	DCR|DCR|1VULN|1MLV	1VULN|2LEGI|3DUST|4VENFST|5MLV|6TSLARM|7LWND|8TSLFST|9aRCR
91	22332 23261	   	234.71	ACR|DCR|2VULN|1DMG|1SELL	18VULN|2SELL|38LIT|4RMIN|57RCR|689DUST|8BPWR|aDMG
92	13152 43325	 * 	234.64	DCR|2VULN|2DMG|2MLV|1DUR	1LHND|2aMGNSTR|36VULN|4DUR|5aMLV|7RCR|8TLV|9aDMG|aBPWR
93	31312 22461	   	234.63	ACR|DCR|1VULN|1MLV|2DUR|1CDMG	1CDMG|2aDUR|3LIT|4MLV|59RCR|68DUST|7VULN
94	31312 22564	   	234.63	ACR|DCR|1VULN|1MLV|2DUR|1CDMG	1CDMG|28DUR|3LIT|4MLV|59RCR|6DUST|7VULN|aLSRHEA
95	31312 22565	   	234.63	ACR|DCR|1VULN|1MLV|2DUR|1CDMG|1ZMB	1CDMG|28DUR|3LIT|4MLV|59RCR|6DUST|7VULN|aZMB
96	31312 25661	   	234.63	ACR|DCR|1VULN|1MLV|2DUR|1CDMG	1CDMG|2aDUR|3LIT|4MLV|59RCR|67DUST|8VULN
97	31312 14662	   	234.59	ACR|DCR|1VULN|2CDMG|1MLV|1DUR	16CDMG|2DUR|3LIT|4MLV|59RCR|7FEWX|8VULN|aTBNT
98	31312 14663	   	234.59	ACR|DCR|1VULN|2CDMG|1MLV|1DUR	16CDMG|2DUR|3LIT|4MLV|59RCR|7FEWX|8VULN|aDMSP
99	31312 16662	   	234.49	ACR|DCR|1VULN|2CDMG|1MLV|1DUR	16CDMG|2DUR|3LIT|4MLV|59RCR|7DUST|8VULN|aTBNT
100	31312 16663	   	234.49	ACR|DCR|1VULN|2CDMG|1MLV|1DUR	16CDMG|2DUR|3LIT|4MLV|59RCR|7DUST|8VULN|aDMSP
101	31312 22662	   	234.49	ACR|DCR|1VULN|2CDMG|1MLV|1DUR	18CDMG|2DUR|3LIT|4MLV|59RCR|6DUST|7VULN|aTBNT
102	31312 22663	   	234.49	ACR|DCR|1VULN|2CDMG|1MLV|1DUR	18CDMG|2DUR|3LIT|4MLV|59RCR|6DUST|7VULN|aDMSP
103	31312 22666	   	234.49	ACR|DCR|1VULN|2CDMG|1MLV|1DUR	18CDMG|2DUR|3aLIT|4MLV|59RCR|6DUST|7VULN
104	31312 22664	   	234.39	ACR|DCR|1VULN|2CDMG|1MLV|1DUR	18CDMG|2DUR|3LIT|4MLV|59RCR|6DUST|7VULN|aLSRHEA
105	31312 22665	   	234.39	ACR|DCR|1VULN|2CDMG|1MLV|1DUR|1ZMB	18CDMG|2DUR|3LIT|4MLV|59RCR|6DUST|7VULN|aZMB
106	23345 53333	   	233.50	DCR|3VULN|3MLV|1DUR	19aVULN|2MSLFST|39aFEWX|4DUR|5LHND|69aMLV|7RCR|8BBNT|9aBPWR
107	23364 53333	   	233.50	DCR|3VULN|3MLV|1DUR	19aVULN|2MSLFST|39aFEWX|4LHND|5DUR|69aMLV|7RCR|8BBNT|9aBPWR
108	21144 53333	   	233.40	DCR|3VULN|3MLV|1DUR	19aVULN|2LEGI|39aFEWX|4VENFST|5DUR|69aMLV|7RCR|8BBNT|9aBPWR
109	31141 34323	 * 	233.09	DCR|2DMG|1VULN|2CDMG|1MLV|2DUR|1ASPD	14CDMG|24DUR|3BELT|4BPWR|5VULN|6aDMG|7MLV|8ASPD|9RCR
110	23362 43522	   	232.77	DCR|3VULN|2DMG|1MLV	168VULN|2MSLFST|3FEWX|4LHND|5MLV|7RCR|9aDMG
111	21142 43522	   	232.67	DCR|3VULN|2DMG|1MLV	168VULN|2LEGI|3FEWX|4VENFST|5MLV|7RCR|9aDMG
112	21342 43325	   	232.67	DCR|3VULN|2DMG|1MLV	16aVULN|2LEGI|3DUST|4aVENFST|5MLV|7RCR|8TLV|9aDMG|aBPWR
113	22332 33563	   	232.61	ACR|DCR|2VULN|1AART|1DUR|1SELL	16VULN|2SELL|3LIT|4RMIN|59RCR|7DUR|8LEGI|aAART
114	21342 43522	   	232.57	DCR|3VULN|2DMG|1MLV	168VULN|2LEGI|3DUST|4VENFST|5MLV|7RCR|9aDMG
115	62312 33221	 * 	232.28	ACR|DCR|2VULN|1MLV|1SELL	18LWND|2SELL|3LIT|4MLV|57RCR|69VULN|aLHND
116	62312 33222	 * 	232.28	ACR|DCR|2VULN|1MLV|1SELL	18LWND|2SELL|3LIT|4MLV|57RCR|69VULN|aTBNT
117	62352 33226	 * 	232.28	ACR|DCR|2VULN|1MLV|1SELL	18LWND|2SELL|3LIT|4TLV|57RCR|69VULN|aMLV
118	12312 33366	 * 	232.18	ACR|DCR|2VULN|1MLV|1SELL	1LHND|2SELL|3LIT|4MLV|57RCR|6aVULN|8ERES|9AAC
119	12312 33435	 * 	232.18	ACR|DCR|2VULN|1MLV|1SELL	1LHND|2SELL|3LIT|4MLV|57RCR|6aVULN|8FLTFST|9RMIN
120	22312 23461	 * 	232.18	ACR|DCR|2VULN|1MLV|1SELL	19VULN|2SELL|39LIT|4MLV|57RCR|6DUST|89FLTFST|9BPWR|aFEWX
121	22312 23462	 * 	232.18	ACR|DCR|2VULN|1MLV|1SELL	19VULN|2SELL|39LIT|4MLV|57RCR|6DUST|89FLTFST|9BPWR|aTBNT
122	22312 23465	 * 	232.18	ACR|DCR|2VULN|1MLV|1SELL	19VULN|2SELL|39LIT|4MLV|57RCR|6DUST|89FLTFST|9BPWR|aBELT
123	22312 34562	 * 	232.18	ACR|DCR|2VULN|1MLV|1SELL	16VULN|2SELL|3LIT|4MLV|59RCR|7aFEWX|8LEGI
124	62312 33224	 * 	232.18	ACR|DCR|2VULN|1MLV|1SELL	18LWND|2SELL|3LIT|4MLV|57RCR|69VULN|aDUST
125	62312 33225	 * 	232.18	ACR|DCR|2VULN|1MLV|1SELL	18LWND|2SELL|3LIT|4MLV|57RCR|69VULN|aMDPS
126	62312 33226	 * 	232.18	ACR|DCR|2VULN|1MLV|1SELL	18LWND|2SELL|3LIT|4MLV|57RCR|69VULN|aAME
127	62312 33435	 * 	232.18	ACR|DCR|2VULN|1MLV|1SELL	1LWND|2SELL|3LIT|4MLV|57RCR|6aVULN|8FLTFST|9RMIN
128	22332 23263	 * 	232.18	ACR|DCR|2VULN|1MLV|1SELL	18VULN|2SELL|38LIT|4RMIN|57RCR|689DUST|8BPWR|aMLV
129	12312 33115	 * 	232.08	ACR|DCR|2VULN|1MLV|1SELL	1LHND|2SELL|3LIT|4MLV|57RCR|6aVULN|8AME|9MDPS
130	12312 33315	 * 	232.08	ACR|DCR|2VULN|1MLV|1SELL	1LHND|2SELL|3LIT|4MLV|57RCR|6aVULN|8ERES|9MDPS
131	12312 33461	 * 	232.08	ACR|DCR|2VULN|1MLV|1SELL	1LHND|2SELL|3LIT|4MLV|57RCR|6aVULN|8FLTFST|9MDPS
132	22312 22562	 * 	232.08	ACR|DCR|2VULN|1MLV|1SELL	17VULN|2SELL|3LIT|4MLV|59RCR|6DUST|8LEGI|aFEWX
133	22312 22566	 * 	232.08	ACR|DCR|2VULN|1MLV|1SELL	17VULN|2SELL|3aLIT|4MLV|59RCR|6DUST|8LEGI
134	22312 23466	 * 	232.08	ACR|DCR|2VULN|1MLV|1SELL	19VULN|2SELL|39LIT|4MLV|57RCR|6DUST|89FLTFST|9BPWR|aMSLREG
135	22312 34563	 * 	232.08	ACR|DCR|2VULN|1MLV|1SELL	16VULN|2SELL|3LIT|4MLV|59RCR|7FEWX|8LEGI|aDUST
136	22312 36562	 * 	232.08	ACR|DCR|2VULN|1MLV|1SELL	16VULN|2SELL|3LIT|4MLV|59RCR|7DUST|8LEGI|aFEWX
137	62312 33115	 * 	232.08	ACR|DCR|2VULN|1MLV|1SELL	1LWND|2SELL|3LIT|4MLV|57RCR|6aVULN|8AME|9MDPS
138	62312 33461	 * 	232.08	ACR|DCR|2VULN|1MLV|1SELL	1LWND|2SELL|3LIT|4MLV|57RCR|6aVULN|8FLTFST|9MDPS
139	23352 25511	 * 	232.06	DCR|2VULN|3DMG|1ASPD|1RPLT	14VULN|2MSLFST|3FEWX|57aDMG|6ASPD|8RCR|9RPLT
140	23352 45322	   	232.06	DCR|2VULN|3DMG|1CDMG|1RPLT	14VULN|2MSLFST|3FEWX|59aDMG|6CDMG|7RPLT|8RCR
141	22312 22563	 * 	231.98	ACR|DCR|2VULN|1MLV|1SELL	17VULN|2SELL|3LIT|4MLV|59RCR|6DUST|8LEGI|aAME
142	22312 22564	 * 	231.98	ACR|DCR|2VULN|1MLV|1SELL	17VULN|2SELL|3LIT|4MLV|59RCR|6DUST|8LEGI|aLSRHEA
143	22312 22565	 * 	231.98	ACR|DCR|2VULN|1MLV|1SELL|1ZMB	17VULN|2SELL|3LIT|4MLV|59RCR|6DUST|8LEGI|aZMB
144	22312 36563	 * 	231.98	ACR|DCR|2VULN|1MLV|1SELL	16VULN|2SELL|3LIT|4MLV|59RCR|7DUST|8LEGI|aAME
145	22312 23455	 * 	231.15	ACR|DCR|2MLV|1VULN|1AART|1SELL	1VULN|2SELL|3LIT|4aMLV|57RCR|6DUST|8FLTFST|9AART
146	16352 62212	   	231.14	DCR|DCR|1VULN|1ASPD	12LHND|3LIT|4MBVNT|5AELOIC|6ASPD|7AAC|8aRCR|9VULN
147	32548 31428	   	230.90	DCR|DCR|1VULN|1CDMG|1SELL	1CDMG|2MSLTOX|3MBVNT|4SELL|5RCVC|68RCR|7AAC|9LHND|aVULN
148	32548 31438	   	230.80	DCR|DCR|1VULN|1CDMG|1SELL	1CDMG|2MSLTOX|3MBVNT|4SELL|5RCVC|68RCR|7AAC|9NUKE|aVULN
149	12323 52212	   	230.75	DCR|DCR|1VULN|1CDMG|1ZMB|1SELL	1LHND|2SELL|3LIT|4NUKE|5ZMB|6CDMG|7AAC|8aRCR|9VULN
150	22323 52262	   	230.75	DCR|DCR|1VULN|1CDMG|1ZMB|1SELL	1VULN|2SELL|3LIT|4NUKE|5ZMB|6CDMG|7AAC|8aRCR|9LWND
151	62323 52212	   	230.75	DCR|DCR|1VULN|1CDMG|1ZMB|1SELL	1LWND|2SELL|3LIT|4NUKE|5ZMB|6CDMG|7AAC|8aRCR|9VULN
152	22322 12154	   	230.46	ACR|DCR|1VULN|1DMG|1CDMG|1DUR|1SELL	1VULN|2SELL|3LIT|4NUKE|5aRCR|6CDMG|7LHND|8DUR|9DMG
153	22322 14154	   	230.46	ACR|DCR|1VULN|1DMG|1CDMG|1DUR|1SELL	1VULN|2SELL|3LIT|4NUKE|5aRCR|6CDMG|7FEWX|8DUR|9DMG
154	12312 33145	 * 	229.89	ACR|DCR|2MLV|1VULN|1DUR|1SELL	1LHND|2SELL|3LIT|4aMLV|57RCR|6VULN|8AME|9DUR
155	12312 33345	 * 	229.89	ACR|DCR|2MLV|1VULN|1DUR|1SELL	1LHND|2SELL|3LIT|4aMLV|57RCR|6VULN|8ERES|9DUR
156	12312 33451	 * 	229.89	ACR|DCR|2MLV|1VULN|1DUR|1SELL	1LHND|2SELL|3LIT|4aMLV|57RCR|6VULN|8FLTFST|9DUR
157	62312 33145	 * 	229.89	ACR|DCR|2MLV|1VULN|1DUR|1SELL	1LWND|2SELL|3LIT|4aMLV|57RCR|6VULN|8AME|9DUR
158	62312 33451	 * 	229.89	ACR|DCR|2MLV|1VULN|1DUR|1SELL	1LWND|2SELL|3LIT|4aMLV|57RCR|6VULN|8FLTFST|9DUR
159	22352 33661	   	229.60	ACR|DCR|2VULN|2DUR|1SELL	16VULN|2SELL|3LIT|4TLV|59RCR|7aDUR|8FEWX
160	22332 33561	   	229.50	ACR|DCR|2VULN|2DUR|1SELL	16VULN|2SELL|3LIT|4RMIN|59RCR|7aDUR|8LEGI
161	23633 22425	   	228.69	DCR|2VULN|2DMG|1MLV|1RPLT|1DUR	1aVULN|2aMSLFST|3RPLT|4DUR|5MLV|6aDMG|7AAC|8RCR|9TBNT|aBPWR
162	34221 13231	 * 	228.44	ACR|DCR|1VULN|2ASPD|1CDMG	1CDMG|2FRZARM|3DUST|48RCR|57ASPD|6RCVC|9VULN|aCGEN
163	34221 13233	   	228.44	ACR|DCR|1VULN|2ASPD|1CDMG	1CDMG|2FRZARM|3DUST|48RCR|57ASPD|6RCVC|9VULN|aBEXP
164	34221 13234	   	228.44	ACR|DCR|1VULN|2ASPD|1CDMG	1CDMG|2FRZARM|3DUST|48RCR|57ASPD|6RCVC|9VULN|aTLV
165	34221 13235	   	228.44	ACR|DCR|1VULN|2ASPD|1CDMG	1CDMG|2FRZARM|3DUST|48RCR|57ASPD|6RCVC|9VULN|aDMSP
166	22332 23212	   	228.40	ACR|DCR|2VULN|1CDMG|1SELL	18VULN|2SELL|38LIT|4RMIN|57RCR|68DUST|8BPWR|9CGEN|aCDMG
167	32221 13231	   	228.34	ACR|DCR|1VULN|2ASPD|1CDMG	1CDMG|2MSLTOX|3DUST|48RCR|57ASPD|6RCVC|9VULN|aCGEN
