0	Index      	 *	Score 	Summary	Detail	
1	61232 44523	 * 	211.63	ACR|1BASARM|1VULN|1ASPD|1DMG|1BEXP|1CDMG	1DMG|2ASPD|3LWND|4CDMG|5RCR|6MBVNT|7BEXP|8VULN|9RPLT|aBASARM
26	61232 16433	   	189.17	ACR|3VULN|1ASPD|1DMG|1BEXP|1CDMG	1DMG|2ASPD|3LWND|4CDMG|5RCR|6LHND|789VULN|aBEXP
27	61232 33523	   	188.56	ACR|2ASPD|2DMG|1VULN|1CDMG	19DMG|26ASPD|3LWND|4CDMG|5RCR|7CGEN|8RCVC|aVULN
28	61333 53154	 * 	188.41	2VULN|3DMG|2ASPD|2AART|1CDMG|1BEXP	159DMG|29ASPD|3BEXP|4CDMG|69VULN|7aAART|8MBVNT|9BPWR
29	63433 22431	 * 	188.25	ACR|3VULN|3DMG|1AAC	16aDMG|2LSRREG|3DUST|4RCR|568VULN|6BPWR|7RMIN|9AAC
30	32331 41211	 * 	188.21	ACR|2DMG|2BEXP|1VULN|2CDMG|1SELL	12aDUR|2aBPWR|3aBEXP|4RCR|5SELL|68CDMG|7VULN|9aDMG
31	11511 14342	 * 	188.10	ACR|2VULN|2BEXP|1ASPD|2CDMG	1LWND|2LIT|3RCR|4aVULN|5aCDMG|6LHND|7aBEXP|8DUR|9ASPD|aBPWR
32	62122 42432	 * 	188.01	DCR|2ASPD|2DMG|2BEXP|1VULN|1CDMG	17DMG|2AEFBLL|37ASPD|47BEXP|5BELT|6RCVC|7BPWR|8VULN|9CDMG|aRCR
33	62122 62224	 * 	187.98	DCR|3DMG|2ASPD|2BEXP|1VULN	167DMG|2AEFBLL|37ASPD|47BEXP|5BELT|7BPWR|8FEWX|9VULN|aRCR
34	61232 43344	 * 	187.88	ACR|3DMG|1ASPD|2CDMG|1BEXP	189DMG|2ASPD|39LWND|49CDMG|5RCR|6MBVNT|7MDPS|9BPWR|aBEXP
35	62115 31621	 * 	187.86	2BASARM|3ASPD|2DMG|1VULN|1CDMG	19DMG|2AEFBLL|369ASPD|4CDMG|5VULN|79BASARM|8RPLT|9BPWR|aRCVC
36	32335 12113	 * 	187.58	ACR|1BASARM|2DMG|1BEXP	12DUR|2BPWR|3BEXP|4RCR|5CGEN|6RCVC|79DMG|8ERES|aBASARM
37	62115 31622	   	187.54	2BASARM|3ASPD|2DMG|1VULN|1CDMG	19DMG|2AEFBLL|369ASPD|4CDMG|5VULN|79BASARM|8RPLT|9BPWR|aFEWX
38	62115 31623	   	187.54	2BASARM|3ASPD|2DMG|1VULN|1CDMG	19DMG|2AEFBLL|369ASPD|4CDMG|5VULN|79BASARM|8RPLT|9BPWR|aLWND
39	61232 33123	   	187.39	ACR|2ASPD|2DMG|1VULN|1CDMG	19DMG|26ASPD|3LWND|4CDMG|5RCR|7CGEN|8DMSP|aVULN
40	61232 33423	   	187.39	ACR|2ASPD|2DMG|1VULN|1CDMG	19DMG|26ASPD|3LWND|4CDMG|5RCR|78CGEN|aVULN
41	61232 32325	   	187.29	ACR|2ASPD|2DMG|1VULN|1CDMG	18DMG|26ASPD|39LWND|4CDMG|5RCR|7MDPS|aVULN
42	61232 32332	   	187.29	ACR|2ASPD|2DMG|1VULN|1CDMG	18DMG|26ASPD|3aLWND|4CDMG|5RCR|7MDPS|9VULN
43	61232 32333	   	187.29	ACR|2ASPD|2DMG|1VULN|1CDMG	18DMG|26ASPD|3LWND|4CDMG|5RCR|7MDPS|9VULN|aCGEN
44	61232 32334	   	187.29	ACR|2ASPD|2DMG|1VULN|1CDMG	18DMG|26ASPD|3LWND|4CDMG|5RCR|7MDPS|9VULN|aFEWX
45	61232 34123	   	187.29	ACR|2ASPD|2DMG|1VULN|1CDMG	19DMG|26ASPD|37LWND|4CDMG|5RCR|8AME|aVULN
46	61232 34223	   	187.29	ACR|2DMG|2ASPD|1VULN|1CDMG	19DMG|26ASPD|37LWND|4CDMG|5RCR|8ERES|aVULN
47	61232 32432	   	187.29	ACR|2ASPD|2DMG|1VULN|1CDMG	1aDMG|26ASPD|3LWND|4CDMG|5RCR|7MDPS|8VULN|9LIT
48	61232 32316	   	187.19	ACR|2DMG|2ASPD|1VULN|1CDMG	18DMG|26ASPD|3LWND|4CDMG|5RCR|7MDPS|9ERES|aVULN
49	61232 32331	   	187.19	ACR|2ASPD|2DMG|1VULN|1CDMG	18DMG|26ASPD|3LWND|4CDMG|5RCR|7MDPS|9VULN|aLSRREG
50	61232 32335	   	187.19	ACR|2ASPD|2DMG|1VULN|1CDMG	18DMG|26ASPD|3LWND|4CDMG|5RCR|7MDPS|9VULN|aMBVNT
51	61232 32336	   	187.19	ACR|2ASPD|2DMG|1VULN|1CDMG	18DMG|26ASPD|3LWND|4CDMG|5RCR|7MDPS|9VULN|aTLV
52	34432 33432	 * 	187.03	ACR|1BASARM|1VULN|2BEXP|1CDMG	18DUR|2MDPS|3RCVC|4VULN|5RCR|68DUST|78BEXP|8BPWR|9BASARM|aCDMG
53	11532 24125	   	186.71	ACR|1BASARM|1ASPD|1AART|1CDMG	15LWND|2LIT|3RCR|4ASPD|6ZMB|7RPLT|8AART|9BASARM|aCDMG
54	11533 24125	   	186.71	ACR|1BASARM|1ASPD|1AART|1CDMG	1LWND|25LIT|3RCR|4ASPD|6ZMB|7RPLT|8AART|9BASARM|aCDMG
55	63433 22433	   	186.25	ACR|3VULN|2DMG|1CDMG|1AAC	16DMG|2LSRREG|3DUST|4RCR|568VULN|6BPWR|7RMIN|9AAC|aCDMG
56	11563 22422	   	186.20	ACR|1BASARM|2AART|1BEXP|1AAC	1LWND|2LIT|3RCR|4DUR|56AART|7RPLT|8BEXP|9BASARM|aAAC
57	62411 32432	   	185.97	DCR|2ASPD|2DMG|2BEXP|1VULN|1CDMG	17DMG|2AEFBLL|3BELT|4DMSP|57ASPD|67BEXP|7BPWR|8VULN|9CDMG|aRCR
58	63433 21152	   	185.65	ACR|2VULN|2DMG|1ASPD|1BEXP	16DMG|2LSRREG|3DUST|4RCR|56VULN|6BPWR|7DUR|8BEXP|9LIT|aASPD
59	63433 23152	   	185.65	ACR|2VULN|2DMG|1ASPD|1BEXP	16DMG|2LSRREG|3DUST|4RCR|56VULN|6BPWR|7LWND|8BEXP|9LIT|aASPD
60	32236 34411	   	185.64	ACR|1BASARM|2ASPD|1AART	12DUR|2BPWR|3LWND|4RCR|5AART|67ASPD|8CGEN|9BASARM|aMLV
61	32236 34412	   	185.64	ACR|1BASARM|2ASPD|1AART	12DUR|2BPWR|3LWND|4RCR|5AART|67ASPD|8CGEN|9BASARM|aFEWX
62	32236 34511	   	185.64	ACR|1BASARM|2ASPD|1AART	12DUR|2BPWR|3LWND|4RCR|5AART|67ASPD|8aMLV|9BASARM
63	32236 34513	   	185.64	ACR|1BASARM|2ASPD|1AART	12DUR|2BPWR|3LWND|4RCR|5AART|67ASPD|8MLV|9BASARM|aLIT
64	32236 34512	   	185.54	ACR|1BASARM|2ASPD|1AART	12DUR|2BPWR|3LWND|4RCR|5AART|67ASPD|8MLV|9BASARM|aLEGI
65	61232 16133	 * 	185.47	ACR|2VULN|1ASPD|1DMG|2CDMG|1BEXP	1DMG|2ASPD|3LWND|48CDMG|5RCR|6LHND|79VULN|aBEXP
66	11534 23312	 * 	185.15	ACR|3VULN|3ASPD	1aLWND|2LIT|3RCR|48aASPD|56aVULN|7MBVNT|9RPLT|aBPWR
67	32335 12663	 * 	184.93	ACR|1BASARM|2BEXP|1DMG	12DUR|2BPWR|38BEXP|4RCR|5CGEN|6RCVC|7DMG|9MLV|aBASARM
68	32332 13363	   	184.83	ACR|1BASARM|2BEXP|1DMG	12DUR|2BPWR|37BEXP|4RCR|5TLV|6RCVC|8DMG|9MLV|aBASARM
69	61232 16611	   	184.72	ACR|2ASPD|1VULN|1DMG|1AART|1CDMG	1DMG|29ASPD|3LWND|4CDMG|5RCR|6LHND|7VULN|8AART|aLIT
70	61232 16613	   	184.72	ACR|2ASPD|1VULN|1DMG|1AART|1CDMG	1DMG|29ASPD|3LWND|4CDMG|5RCR|6LHND|7VULN|8AART|aCGEN
71	61232 16612	   	184.62	ACR|2ASPD|1VULN|1DMG|1AART|1CDMG	1DMG|29ASPD|3LWND|4CDMG|5RCR|6LHND|7VULN|8AART|aMBVNT
72	61232 31266	   	184.62	ACR|2ASPD|1VULN|1DMG|1AART|1CDMG	1DMG|26ASPD|3LWND|4CDMG|5RCR|7LHND|8VULN|9MSLFST|aAART
73	61232 32412	   	184.62	ACR|2ASPD|1VULN|1DMG|1AART|1CDMG	1DMG|26ASPD|3LWND|4CDMG|5RCR|7MDPS|8VULN|9CGEN|aAART
74	61232 32434	   	184.62	ACR|2ASPD|1VULN|1DMG|1AART|1CDMG	1DMG|26ASPD|3LWND|4CDMG|5RCR|7MDPS|8VULN|9LIT|aAART
75	61232 32552	   	184.62	ACR|2ASPD|1VULN|1DMG|1AART|1CDMG	1DMG|26ASPD|3LWND|4CDMG|5RCR|7MDPS|8RMIN|9VULN|aAART
76	51232 32352	   	184.62	ACR|2ASPD|1VULN|1DMG|1AART|1CDMG	1ZMB|26ASPD|3LWND|4CDMG|5RCR|7MDPS|8DMG|9VULN|aAART
77	63433 22413	 * 	184.36	ACR|3VULN|2DMG|1ASPD	16DMG|2LSRREG|3DUST|4RCR|568VULN|6BPWR|7RMIN|9LIT|aASPD
78	63132 16633	 * 	184.31	ACR|3BEXP|2VULN|2DMG	19DMG|29LSRREG|3RPLT|4ERES|5RCR|67aBEXP|89VULN|9BPWR
79	22532 21651	 * 	184.14	ACR|1BASARM|2VULN|2BEXP	18MLV|2AEFBLL|38LIT|4RCR|5CGEN|69VULN|78BEXP|8BPWR|aBASARM
80	23532 21151	   	184.04	ACR|1BASARM|2VULN|2BEXP	12MLV|2BPWR|3LIT|4RCR|5CGEN|69VULN|78BEXP|aBASARM
81	26532 21151	   	184.04	ACR|1BASARM|2VULN|2BEXP	12MLV|3LIT|4RCR|5CGEN|69VULN|78BEXP|aBASARM
82	22532 21151	   	183.94	ACR|1BASARM|2VULN|2BEXP	1MLV|2AEFBLL|3LIT|4RCR|5CGEN|69VULN|78BEXP|aBASARM
83	61232 11314	   	183.70	ACR|2ASPD|2DMG|1CDMG|1AART	19DMG|29ASPD|3aLWND|4CDMG|5RCR|69LHND|7RPLT|8AART|9BPWR
84	61232 11316	   	183.70	ACR|2ASPD|2DMG|1CDMG|1AART	19DMG|29ASPD|3LWND|4CDMG|5RCR|69LHND|7RPLT|8AART|9BPWR|aCGEN
85	61232 11313	   	183.60	ACR|2ASPD|2DMG|1CDMG|1AART	19DMG|29ASPD|3LWND|4CDMG|5RCR|69LHND|7RPLT|8AART|9BPWR|aSPLREG
86	63433 25323	   	183.59	ACR|2VULN|3DMG|1CDMG	168DMG|2LSRREG|3DUST|4RCR|56VULN|6BPWR|7CGEN|9FEWX|aCDMG
87	61232 33254	   	183.50	ACR|2ASPD|2DMG|1CDMG|1BEXP	19DMG|26ASPD|3LWND|4CDMG|5RCR|7CGEN|8FEWX|aBEXP
88	61232 44318	   	183.30	ACR|2ASPD|2DMG|1BEXP|1CDMG	18DMG|2aASPD|3LWND|4CDMG|5RCR|6MBVNT|7BEXP|9ERES
89	11534 21312	 * 	183.24	ACR|2VULN|2ASPD|2BEXP	1aLWND|2LIT|3RCR|4aASPD|56VULN|7AEFBLL|8RPLT|9aBEXP|aBPWR
90	61232 16331	   	183.10	ACR|2VULN|2DMG|1ASPD|1CDMG	18DMG|2ASPD|3LWND|4CDMG|5RCR|6LHND|79VULN|aRMIN
91	61232 16336	   	183.10	ACR|2VULN|2DMG|1ASPD|1CDMG	18DMG|2ASPD|3LWND|4CDMG|5RCR|6LHND|79VULN|aLIT
92	61232 31231	   	183.10	ACR|2VULN|2ASPD|1DMG|1CDMG	1DMG|26ASPD|3LWND|4CDMG|5RCR|7LHND|89VULN|aRMIN
93	61232 31236	   	183.10	ACR|2VULN|2ASPD|1DMG|1CDMG	1DMG|26ASPD|3LWND|4CDMG|5RCR|7LHND|89VULN|aLIT
94	11534 22422	 * 	183.07	ACR|3VULN|2AART|1ASPD	1LWND|2LIT|3RCR|4ASPD|567VULN|8CGEN|9aAART
95	61232 26263	   	183.05	ACR|2VULN|2DMG|1ASPD|1CDMG|1SELL	1aDMG|2ASPD|36aLWND|4CDMG|5RCR|7DUR|8aVULN|9SELL|aBPWR
96	61232 16316	   	183.00	ACR|2VULN|2DMG|1ASPD|1CDMG	18DMG|2ASPD|3LWND|4CDMG|5RCR|6LHND|7aVULN|9ERES
97	61232 16332	   	183.00	ACR|2VULN|2DMG|1ASPD|1CDMG	18DMG|2ASPD|3LWND|4CDMG|5RCR|6LHND|79VULN|aDUST
98	61232 16334	   	183.00	ACR|2VULN|2DMG|1ASPD|1CDMG	18DMG|2ASPD|3LWND|4CDMG|5RCR|6LHND|79VULN|aAME
99	61232 16335	   	183.00	ACR|2VULN|2DMG|1ASPD|1CDMG	18DMG|2ASPD|3LWND|4CDMG|5RCR|6LHND|79VULN|aAEFBLL
100	61232 31216	   	183.00	ACR|2VULN|2ASPD|1DMG|1CDMG	1DMG|26ASPD|3LWND|4CDMG|5RCR|7LHND|8aVULN|9ERES
101	61232 31232	   	183.00	ACR|2VULN|2ASPD|1DMG|1CDMG	1DMG|26ASPD|3LWND|4CDMG|5RCR|7LHND|89VULN|aDUST
102	61232 31234	   	183.00	ACR|2VULN|2ASPD|1DMG|1CDMG	1DMG|26ASPD|3LWND|4CDMG|5RCR|7LHND|89VULN|aAME
103	61232 31235	   	183.00	ACR|2VULN|2ASPD|1DMG|1CDMG	1DMG|26ASPD|3LWND|4CDMG|5RCR|7LHND|89VULN|aAEFBLL
104	61232 32553	   	183.00	ACR|2VULN|2ASPD|1DMG|1CDMG	1DMG|26ASPD|3LWND|4CDMG|5RCR|7MDPS|8RMIN|9aVULN
105	61232 36216	   	183.00	ACR|2VULN|2ASPD|1DMG|1CDMG	1DMG|26ASPD|3LWND|4CDMG|5RCR|7DUR|8aVULN|9ERES
106	61232 36236	   	183.00	ACR|2VULN|2ASPD|1DMG|1CDMG	1DMG|26ASPD|3LWND|4CDMG|5RCR|7DUR|8aVULN|9TLV
107	51232 32353	   	183.00	ACR|2VULN|2ASPD|1DMG|1CDMG	1ZMB|26ASPD|3LWND|4CDMG|5RCR|7MDPS|8DMG|9aVULN
108	11534 22222	   	182.97	ACR|3VULN|2AART|1ASPD	1LWND|2LIT|3RCR|4ASPD|567VULN|8ERES|9aAART
109	32236 36413	   	182.91	ACR|1BASARM|1ASPD|1VULN|1AART	12DUR|2BPWR|3LWND|4RCR|5AART|6ASPD|7AEFBLL|8CGEN|9BASARM|aVULN
110	61232 32427	   	182.90	ACR|2VULN|2ASPD|1DMG|1CDMG	1DMG|26ASPD|3LWND|4CDMG|5RCR|7MDPS|8aVULN|9MBVNT
111	61232 35216	   	182.90	ACR|2VULN|2ASPD|1DMG|1CDMG	1DMG|26ASPD|3LWND|4CDMG|5RCR|7LEGI|8aVULN|9ERES
112	61232 35236	   	182.90	ACR|2VULN|2ASPD|1DMG|1CDMG	1DMG|26ASPD|3LWND|4CDMG|5RCR|7LEGI|8aVULN|9TLV
113	11531 32321	   	182.88	ACR|1VULN|1ASPD|1DMG|1AART|1BEXP|1AAC	1LWND|2LIT|3RCR|4ASPD|5FEWX|6AART|7BEXP|8VULN|9DMG|aAAC
114	63431 42331	   	182.69	ACR|1BASARM|1DMG|1BEXP|1CDMG	1DMG|2LSRREG|3DUST|4RCR|5RMIN|6CDMG|7LWND|8RCVC|9BASARM|aBEXP
115	11561 23121	   	182.33	ACR|1BASARM|1AART|1BEXP|1CDMG	1LWND|2LIT|3RCR|4DUR|5CDMG|6RCVC|7BEXP|8AART|9BASARM|aMLV
116	11561 23124	   	182.33	ACR|1BASARM|1AART|1BEXP|1CDMG	1LWND|2LIT|3RCR|4DUR|5CDMG|6RCVC|7BEXP|8AART|9BASARM|aRPLT
117	11561 23125	   	182.33	ACR|1BASARM|1AART|1BEXP|1CDMG	1LWND|2LIT|3RCR|4DUR|5CDMG|6RCVC|7BEXP|8AART|9BASARM|aRMIN
118	34432 33433	   	182.25	ACR|1BASARM|2VULN|2BEXP	18DUR|2MDPS|3RCVC|4aVULN|5RCR|68DUST|78BEXP|8BPWR|9BASARM
119	61242 12333	 * 	182.23	3DMG|1BASARM|2VULN|2BEXP|1ASPD	158DMG|2ASPD|3LWND|45BEXP|5BPWR|6aVULN|7LHND|9BASARM
120	61242 14333	   	182.23	3DMG|1BASARM|2VULN|2BEXP|1ASPD	158DMG|2ASPD|3LWND|45BEXP|5BPWR|6aVULN|7DUR|9BASARM
121	11561 23122	   	182.23	ACR|1BASARM|1AART|1BEXP|1CDMG	1LWND|2LIT|3RCR|4DUR|5CDMG|6RCVC|7BEXP|8AART|9BASARM|aAEFBLL
122	11561 23123	   	182.23	ACR|1BASARM|1CDMG|1BEXP|1AART	1LWND|2LIT|3RCR|4DUR|5CDMG|6RCVC|7BEXP|8AART|9BASARM|aERES
123	61232 16323	   	182.17	ACR|2DMG|1VULN|1ASPD|1BEXP|1CDMG	18DMG|2ASPD|3LWND|4CDMG|5RCR|69LHND|7VULN|aBEXP
124	61232 31223	   	182.17	ACR|2ASPD|1VULN|1DMG|1BEXP|1CDMG	1DMG|26ASPD|3LWND|4CDMG|5RCR|79LHND|8VULN|aBEXP
125	61232 31552	   	182.17	ACR|2ASPD|1DMG|1VULN|1BEXP|1CDMG	1DMG|26ASPD|3LWND|4CDMG|5RCR|7LHND|8LIT|9BEXP|aVULN
126	61232 34325	   	182.17	ACR|2ASPD|1DMG|1VULN|1BEXP|1CDMG	1DMG|26ASPD|37LWND|4CDMG|5RCR|8LHND|9BEXP|aVULN
127	61232 36253	   	182.17	ACR|2ASPD|1VULN|1DMG|1BEXP|1CDMG	1DMG|26ASPD|3LWND|4CDMG|5RCR|79DUR|8VULN|aBEXP
128	32236 34226	 * 	182.16	ACR|2ASPD|2AART|1DMG|1CDMG	12DUR|2BPWR|3LWND|4RCR|58AART|67ASPD|9CDMG|aDMG
129	11516 53321	   	182.16	ACR|2ASPD|1VULN|1DMG|1AART	1LWND|2LIT|3RCR|4VULN|5RCVC|6DMG|7MBVNT|8aASPD|9AART
130	61232 31125	   	182.07	ACR|2ASPD|1DMG|1VULN|1BEXP|1CDMG	1DMG|26ASPD|3LWND|4CDMG|5RCR|7LHND|8AEFBLL|9BEXP|aVULN
131	61232 33625	   	182.07	ACR|2ASPD|1DMG|1VULN|1BEXP|1CDMG	1DMG|26ASPD|3LWND|4CDMG|5RCR|7CGEN|8AAC|9BEXP|aVULN
132	61232 36125	   	182.07	ACR|2ASPD|1DMG|1VULN|1BEXP|1CDMG	1DMG|26ASPD|3LWND|4CDMG|5RCR|7DUR|8AEFBLL|9BEXP|aVULN
133	61232 44326	   	182.07	ACR|2DMG|1ASPD|1VULN|1CDMG|1BEXP	18DMG|2ASPD|39LWND|4CDMG|5RCR|6MBVNT|7BEXP|aVULN
134	61232 44332	   	182.07	ACR|2DMG|1VULN|1ASPD|1CDMG|1BEXP	18DMG|2ASPD|3aLWND|4CDMG|5RCR|6MBVNT|7BEXP|9VULN
135	61232 44333	   	182.07	ACR|2DMG|1VULN|1ASPD|1BEXP|1CDMG	18DMG|2ASPD|3LWND|4CDMG|5RCR|6MBVNT|7BEXP|9VULN|aCGEN
136	61232 44334	   	182.07	ACR|2DMG|1VULN|1ASPD|1BEXP|1CDMG	18DMG|2ASPD|3LWND|4CDMG|5RCR|6MBVNT|7BEXP|9VULN|aRPLT
137	61232 44335	   	182.07	ACR|2DMG|1VULN|1ASPD|1CDMG|1BEXP	18DMG|2ASPD|3LWND|4CDMG|5RCR|6MBVNT|7BEXP|9VULN|aFEWX
138	61232 44521	   	182.07	ACR|2DMG|1VULN|1ASPD|1BEXP|1CDMG	1aDMG|2ASPD|3LWND|4CDMG|5RCR|6MBVNT|7BEXP|8VULN|9RPLT
139	32236 34161	   	182.03	ACR|2ASPD|1VULN|1BEXP|1AART|1CDMG	12DUR|2BPWR|3LWND|4RCR|5AART|67ASPD|8VULN|9BEXP|aCDMG
140	63433 22343	   	182.00	ACR|2VULN|3DMG|1BEXP	168DMG|2LSRREG|3DUST|4RCR|56VULN|6BPWR|7RMIN|9RCVC|aBEXP
141	61232 32463	   	181.97	ACR|2ASPD|1VULN|1DMG|1BEXP|1CDMG	1DMG|26ASPD|3LWND|4CDMG|5RCR|7MDPS|8VULN|9MSLFST|aBEXP
142	61232 35125	   	181.97	ACR|2ASPD|1DMG|1VULN|1BEXP|1CDMG	1DMG|26ASPD|3LWND|4CDMG|5RCR|7LEGI|8AEFBLL|9BEXP|aVULN
143	61232 44331	   	181.97	ACR|2DMG|1VULN|1ASPD|1BEXP|1CDMG	18DMG|2ASPD|3LWND|4CDMG|5RCR|6MBVNT|7BEXP|9VULN|aLSRREG
144	61232 44337	   	181.97	ACR|2DMG|1VULN|1ASPD|1BEXP|1CDMG	18DMG|2ASPD|3LWND|4CDMG|5RCR|6MBVNT|7BEXP|9VULN|aTLV
145	61232 44338	   	181.97	ACR|2DMG|1VULN|1ASPD|1BEXP|1CDMG	18DMG|2ASPD|3LWND|4CDMG|5RCR|6MBVNT|7BEXP|9VULN|aERES
146	61232 44383	   	181.82	ACR|2DMG|1ASPD|1VULN|1BEXP|1CDMG|1SELL	18DMG|2ASPD|3LWND|4CDMG|5RCR|6MBVNT|7BEXP|9SELL|aVULN
