0	Index      	 *	Score 	Summary	Detail	
1	22142 14235	 * 	220.34	ACR|3VULN|2ASPD|2DMG|1AART	19aVULN|268LWND|3AART|4aASPD|5RCR|7aDMG|aBPWR
107	11652 43322	   	196.54	ACR|1BASARM|2VULN|1ASPD|1CDMG|2RCVC	13RCVC|2aVULN|4BASARM|5RCR|6CDMG|78MLV|9ASPD
108	13225 13141	   	196.44	ACR|2BASARM|2BEXP|1DMG	1RCVC|23BEXP|3BPWR|46ERES|5RCR|7FEWX|8aBASARM|9DMG
109	13225 36141	   	196.44	ACR|2BASARM|2BEXP|1DMG	1RCVC|23BEXP|3BPWR|47ERES|5RCR|6LWND|8aBASARM|9DMG
110	11652 14112	   	196.44	ACR|1BASARM|2VULN|1DMG|1CDMG|2RCVC	13RCVC|2aVULN|4BASARM|5RCR|6CGEN|7CDMG|8DMG|9ERES
111	11652 42112	   	196.44	ACR|1BASARM|2VULN|1DMG|1CDMG|2RCVC	13RCVC|2aVULN|4BASARM|5RCR|6CDMG|7CGEN|8DMG|9ERES
112	34635 33123	 * 	196.41	ACR|1BASARM|2ASPD|1DMG	1AME|27ASPD|38RCVC|4RCR|5DMG|6RMIN|9RPLT|aBASARM
113	23652 16213	   	196.41	ACR|2VULN|1BASARM|2DMG	18VULN|28AEMAG|3RCVC|4BASARM|5RCR|6aCGEN|78DMG|8BPWR|9LWND
114	11323 41421	   	196.40	ACR|2VULN|2ASPD|2DMG	1RCVC|29VULN|3ZMB|4RCR|59MLV|6aASPD|7LIT|89DMG|9BPWR
115	23652 13353	   	196.36	ACR|2VULN|1BASARM|1DMG|1BASICY	17VULN|2AEMAG|3RCVC|4BASARM|5RCR|6aCGEN|8DMG|9BASICY
116	13225 22141	   	196.34	ACR|2BASARM|2BEXP|1DMG	1RCVC|23BEXP|3BPWR|4ERES|5RCR|67DUST|8aBASARM|9DMG
117	13225 26141	   	196.34	ACR|2BASARM|2BEXP|1DMG	1RCVC|23BEXP|3BPWR|47ERES|5RCR|6DUST|8aBASARM|9DMG
118	23652 16231	   	196.31	ACR|2VULN|1BASARM|2DMG	18VULN|28AEMAG|3RCVC|4BASARM|5RCR|69CGEN|78DMG|8BPWR|aMSLTOX
119	23652 16232	   	196.31	ACR|2VULN|1BASARM|2DMG	18VULN|28AEMAG|3RCVC|4BASARM|5RCR|69CGEN|78DMG|8BPWR|aFLTARM
120	11324 41421	   	196.30	ACR|2VULN|2ASPD|2DMG	1RCVC|29VULN|39ZMB|4RCR|5AAC|6aASPD|7LIT|89DMG|9BPWR
121	23652 13352	   	196.26	ACR|2VULN|1BASARM|1DMG|1BASICY	17VULN|2aAEMAG|3RCVC|4BASARM|5RCR|6CGEN|8DMG|9BASICY
122	11321 41421	   	196.20	ACR|2VULN|2ASPD|2DMG	1RCVC|29VULN|3ZMB|4RCR|59AME|6aASPD|7LIT|89DMG|9BPWR
123	12235 13142	   	196.12	ACR|1BASARM|2DMG|1ASPD	1RCVC|23DUR|3BPWR|4RCR|59DMG|6ERES|7ASPD|8BASARM|aFEWX
124	12235 13144	   	196.12	ACR|1BASARM|2DMG|1ASPD	1RCVC|23DUR|3BPWR|4RCR|59DMG|6ERES|7ASPD|8BASARM|aDMSP
125	12235 13146	   	196.12	ACR|1BASARM|2DMG|1ASPD	1RCVC|23DUR|3BPWR|4RCR|59DMG|6ERES|7ASPD|8BASARM|aLWND
126	12535 13142	   	196.12	ACR|1BASARM|2DMG|1ASPD	1RCVC|23DUR|4RCR|59DMG|6ERES|7ASPD|8BASARM|aFEWX
127	15235 13142	   	196.12	ACR|1BASARM|2DMG|1ASPD	1RCVC|23LHND|3BPWR|4RCR|59DMG|6ERES|7ASPD|8BASARM|aFEWX
128	12235 13141	   	196.02	ACR|1BASARM|2DMG|1ASPD	1RCVC|23DUR|3BPWR|4RCR|59DMG|6aERES|7ASPD|8BASARM
129	12535 13141	   	196.02	ACR|1BASARM|2DMG|1ASPD	1RCVC|23DUR|4RCR|59DMG|6aERES|7ASPD|8BASARM
130	15235 13141	   	196.02	ACR|1BASARM|2DMG|1ASPD	1RCVC|23LHND|3BPWR|4RCR|59DMG|6aERES|7ASPD|8BASARM
131	23652 23351	   	195.90	ACR|2VULN|1BASARM|1DMG|1AART	17VULN|2AEMAG|38RCVC|4BASARM|5RCR|6ZMB|9AART|aDMG
132	21325 22263	   	195.57	ACR|5VULN|1DMG|1AART|1CDMG	13468VULN|2MLV|5RCR|7DMG|9CDMG|aAART
133	13225 36152	   	195.51	ACR|1BASARM|2BEXP|1DMG|1AART	1RCVC|23BEXP|3BPWR|47ERES|5RCR|6LWND|8BASARM|9AART|aDMG
134	23632 41421	   	195.45	ACR|2VULN|2ASPD|2DMG	19VULN|2AEMAG|3RCVC|4RCR|59LWND|6aASPD|7LIT|89DMG|9BPWR
135	22142 32177	 * 	195.36	ACR|3VULN|3ASPD|1AART	18aVULN|2aLWND|3AART|489ASPD|5RCR|68aDUR|7MBVNT|8aBPWR
136	24635 33213	   	195.35	ACR|2VULN|2ASPD|2DMG	12VULN|3RCVC|4RCR|58DMG|6CGEN|7aASPD|9DUR
137	23652 41232	   	195.33	ACR|1BASARM|1VULN|2BEXP|1CDMG|1AAC	1VULN|2AEMAG|3RCVC|4BASARM|5RCR|6CDMG|79BEXP|8DUR|aAAC
138	15635 13121	   	195.30	ACR|1BASARM|1ASPD|1DMG|1VULN|2RCVC	13RCVC|2LHND|4RCR|5DMG|6ERES|7ASPD|8BASARM|9MDPS|aVULN
139	24635 13213	   	195.25	ACR|2VULN|2ASPD|2DMG	12VULN|3RCVC|4RCR|58DMG|6ERES|7aASPD|9DUR
140	24634 21323	   	195.20	ACR|2VULN|3BEXP|1ASPD|1DMG	12VULN|3RCVC|4RCR|567BEXP|8ASPD|9DMSP|aDMG
141	24652 12323	   	194.86	ACR|2VULN|1BASARM|1ASPD|1AART	12VULN|3RCVC|4BASARM|5RCR|6CGEN|79FEWX|8ASPD|aAART
142	22142 32165	   	194.85	ACR|2VULN|2ASPD|2AART|1CDMG	18VULN|2LWND|3aAART|48ASPD|5RCR|68DUR|7MBVNT|8BPWR|9CDMG
143	13324 22145	   	194.80	ACR|1BASARM|2BEXP|1DMG|2AAC	1RCVC|26BEXP|3CGEN|4RCR|5aAAC|7RMIN|8BASARM|9DMG
144	23652 12363	   	194.76	ACR|1BASARM|2VULN|1ASPD|1AART	19VULN|2AEMAG|3RCVC|4BASARM|5RCR|6CGEN|7FEWX|8ASPD|aAART
145	23652 13151	   	194.76	ACR|2VULN|1BASARM|1DMG|1AART	17VULN|2AEMAG|3RCVC|4BASARM|5RCR|68CGEN|9AART|aDMG
146	23652 13343	   	194.76	ACR|2VULN|1BASARM|1DMG|1AART	17VULN|2AEMAG|3RCVC|4BASARM|5RCR|6CGEN|8DMG|9LHND|aAART
147	23652 22252	   	194.76	ACR|2VULN|1BASARM|1DMG|1AART	18VULN|2AEMAG|3RCVC|4BASARM|5RCR|6ZMB|7FEWX|9AART|aDMG
148	23652 23224	   	194.76	ACR|2VULN|1BASARM|1DMG|1AART	17VULN|2AEMAG|3RCVC|4BASARM|5RCR|6ZMB|8DMG|9CGEN|aAART
149	23652 23243	   	194.76	ACR|2VULN|1BASARM|1DMG|1AART	17VULN|2AEMAG|3RCVC|4BASARM|5RCR|6ZMB|8DMG|9LHND|aAART
150	23652 11363	   	194.66	ACR|1BASARM|2VULN|1ASPD|1AART	19VULN|2AEMAG|3RCVC|4BASARM|5RCR|6CGEN|7DUST|8ASPD|aAART
151	23652 21252	   	194.66	ACR|2VULN|1BASARM|1DMG|1AART	18VULN|2AEMAG|3RCVC|4BASARM|5RCR|6ZMB|7DUST|9AART|aDMG
152	23652 23234	   	194.66	ACR|2VULN|1BASARM|1DMG|1AART	17VULN|2AEMAG|3RCVC|4BASARM|5RCR|6ZMB|8DMG|9ERES|aAART
153	32652 13363	   	194.66	ACR|1BASARM|2VULN|1ASPD|1AART	1AME|2ERES|3RCVC|4BASARM|5RCR|6CGEN|79VULN|8ASPD|aAART
154	23323 41426	 * 	194.39	ACR|3DMG|2ASPD|1VULN	1VULN|29AEMAG|3ZMB|4RCR|5MLV|69ASPD|7LIT|89aDMG|9BPWR
155	23321 41426	   	194.29	ACR|3DMG|2ASPD|1VULN	1VULN|29AEMAG|3ZMB|4RCR|5AME|69ASPD|7LIT|89aDMG|9BPWR
156	13225 13142	   	194.19	ACR|1BASARM|2BEXP|1DMG|1VULN	1RCVC|23BEXP|3BPWR|46ERES|5RCR|7FEWX|8BASARM|9DMG|aVULN
157	13225 36142	   	194.19	ACR|1BASARM|2BEXP|1DMG|1VULN	1RCVC|23BEXP|3BPWR|47ERES|5RCR|6LWND|8BASARM|9DMG|aVULN
158	11652 13316	   	194.11	ACR|2VULN|1BASARM|1DMG|1BEXP|2RCVC	13RCVC|27VULN|4BASARM|5RCR|6CGEN|8DMG|9RPLT|aBEXP
159	11652 13321	   	194.11	ACR|2VULN|1BASARM|1DMG|1BEXP|2RCVC	13RCVC|27VULN|4BASARM|5RCR|69CGEN|8DMG|aBEXP
