0	Index      	 *	Score 	Summary	Detail	
1	11133 56363	 * 	233.63	ACR|1BASARM|1ASPD|1DMG|1BEXP|1AART|1CDMG|1AAC	1ASPD|2RCR|3FEWX|4AART|5DMG|6CDMG|7AAC|8DUST|9BEXP|aBASARM
30	11136 42226	 * 	219.46	ACR|2ASPD|2DMG|2AART|1BEXP|1AAC	19ASPD|2RCR|39FEWX|47AART|5MLV|6BEXP|89DMG|9BPWR|aAAC
31	16623 21521	 * 	218.91	ACR|1BASARM|2DMG|1ASPD|1BEXP|1AAC	1ASPD|2ZMB|3RCR|4AIRARM|56DMG|7LWND|8BASARM|9AAC|aBEXP
32	11133 52441	   	218.67	ACR|2ASPD|2DMG|2CDMG|1BEXP|1AART	18ASPD|2RCR|3FEWX|4AART|58DMG|68CDMG|7RPLT|8BPWR|9BEXP|aDUR
33	11133 52442	   	218.57	ACR|2ASPD|2DMG|2CDMG|1AART|1BEXP	18ASPD|2RCR|3FEWX|4AART|58DMG|68CDMG|7RPLT|8BPWR|9BEXP|aERES
34	11133 52443	   	218.57	ACR|2ASPD|2DMG|2CDMG|1BEXP|1AART	18ASPD|2RCR|3FEWX|4AART|58DMG|68CDMG|7RPLT|8BPWR|9BEXP|aLEGI
35	11125 31135	   	218.51	ACR|1BASARM|1ASPD|1DMG|1BEXP|1CDMG	1ASPD|2RCR|3FEWX|4BEXP|5MSLFST|6CDMG|7VULN|8FLTARM|9BASARM|aDMG
36	11132 32561	   	218.51	ACR|1BASARM|1ASPD|1DMG|1BEXP|1AART	1ASPD|2RCR|3FEWX|4AART|5VENICY|6DMG|7BEXP|8VULN|9MSLFST|aBASARM
37	11146 31135	   	218.51	ACR|1BASARM|1ASPD|1DMG|1BEXP|1CDMG	1ASPD|2RCR|3FEWX|4MULARM|5BEXP|6CDMG|7VULN|8FLTARM|9BASARM|aDMG
38	11232 54226	   	218.13	ACR|3ASPD|1DMG|2CDMG|1AART|1AAC	149ASPD|2RCR|39MSLREG|5VULN|6DMG|79CDMG|8AAC|9BPWR|aAART
39	11126 35315	   	217.71	ACR|2ASPD|2BEXP|1DMG|1CDMG|1AART|1AAC	16ASPD|2RCR|3FEWX|47BEXP|5AAC|8AART|9CDMG|aDMG
40	12621 31225	   	217.67	ACR|3ASPD|3BEXP|1DMG|1AART	19aASPD|2aERES|3RCR|49AEMAG|5DMG|6LWND|7AART|89aBEXP|9aBPWR
41	11243 16163	 * 	217.62	ACR|3ASPD|2BEXP|1DMG|1BASICY	17aASPD|2RCR|3MSLREG|4AME|5DMG|6BASICY|89BEXP
42	11311 42625	 * 	217.61	ACR|3ASPD|1BASARM|1DMG	18aASPD|2RCR|38AEMAG|4CGEN|5DMG|68LIT|7MDPS|8BPWR|9BASARM
43	11331 42625	   	217.51	ACR|3ASPD|1BASARM|1DMG	18aASPD|2RCR|38AEMAG|4TLV|5DMG|68LIT|7MDPS|8BPWR|9BASARM
44	11232 54222	 * 	217.50	ACR|3ASPD|2VULN|1DMG|2CDMG|1AAC	149ASPD|2RCR|39MSLREG|5aVULN|6DMG|79CDMG|8AAC|9BPWR
45	11124 25624	 * 	217.33	ACR|3ASPD|3BEXP|2CDMG|1AAC	17aASPD|2RCR|3FEWX|49aBEXP|5MBVNT|6AAC|8aCDMG|aBPWR
46	16623 21513	 * 	216.92	ACR|1BASARM|2DMG|2VULN|1ASPD	1ASPD|2ZMB|3RCR|4AIRARM|56DMG|7LWND|8BASARM|9aVULN
47	11322 33311	 * 	215.74	ACR|2ASPD|2DMG|2BEXP|2AAC	19ASPD|2RCR|34AEMAG|5aAAC|69DMG|79BEXP|8MDPS|9BPWR
48	11211 24514	   	215.61	ACR|1BASARM|2ASPD|1DMG|1BEXP	15ASPD|2RCR|3MSLREG|4LIT|6FEWX|7DMG|8BEXP|9LHND|aBASARM
49	11211 44324	   	215.61	ACR|1BASARM|2ASPD|1DMG|1BEXP	15ASPD|2RCR|3MSLREG|4LIT|6BEXP|7DMG|8LHND|9DUR|aBASARM
50	11165 21162	   	215.61	ACR|1BASARM|2ASPD|1DMG|1BEXP	17ASPD|2RCR|348FEWX|5LEGI|6BEXP|9DMG|aBASARM
51	11211 24534	   	215.51	ACR|1BASARM|2ASPD|1DMG|1BEXP	15ASPD|2RCR|3MSLREG|4LIT|6FEWX|7DMG|8BEXP|9LEGI|aBASARM
52	11216 21536	 * 	215.51	ACR|1BASARM|2ASPD|2CDMG|1BEXP	19ASPD|2RCR|3MSLREG|4LIT|5BEXP|6aCDMG|7ZMB|8BASARM
53	11124 24264	   	215.43	ACR|3BEXP|2ASPD|1DMG|1AART|1AAC	18ASPD|2RCR|38FEWX|48aBEXP|5MBVNT|6AAC|7AART|8BPWR|9DMG
54	11125 31643	 * 	215.33	ACR|3BEXP|2ASPD|2VULN|1CDMG|1AAC	19ASPD|2RCR|3FEWX|489BEXP|5MSLFST|6CDMG|79VULN|9BPWR|aAAC
55	11133 42212	   	215.33	ACR|2DMG|2AART|1ASPD|1BEXP|1CDMG|1AAC	1ASPD|2RCR|3FEWX|47AART|58DMG|6BEXP|9CDMG|aAAC
56	11326 33234	 * 	215.14	ACR|3ASPD|2DMG|2BEXP	19aASPD|2RCR|34AEMAG|5TLV|6aDMG|7MDPS|8aBEXP|aBPWR
57	11326 36263	 * 	215.03	ACR|3DMG|2ASPD|2VULN|1AAC	19ASPD|2RCR|34AEMAG|5TLV|69aDMG|79VULN|8AAC|9BPWR
58	11133 51531	   	214.56	ACR|3ASPD|2DMG|1AART|1CDMG	18aASPD|2RCR|38FEWX|4AART|5aDMG|6CDMG|78DUR|8aBPWR|9aLIT
59	11133 53651	   	214.36	ACR|3ASPD|2DMG|1AART|1CDMG	17aASPD|2RCR|3FEWX|4AART|5aDMG|6CDMG|8LIT|9aLHND|aBPWR
60	11133 42211	   	213.96	ACR|2DMG|2AART|1ASPD|1BEXP|1CDMG	1ASPD|2RCR|3FEWX|47AART|58DMG|6BEXP|9CDMG|aVULN
61	11133 53463	   	213.96	ACR|2ASPD|2AART|1DMG|1BEXP|1CDMG	17ASPD|2RCR|3FEWX|48AART|5DMG|6CDMG|9VULN|aBEXP
62	11124 25614	 * 	213.91	ACR|3ASPD|2BEXP|2CDMG|2AAC	17aASPD|2RCR|3FEWX|4aBEXP|5MBVNT|69AAC|8aCDMG|aBPWR
63	11121 22413	   	213.56	ACR|1BASARM|1ASPD|1BEXP|1CDMG|1AART|1AAC	1ASPD|2RCR|3FEWX|4BEXP|5DUST|6AAC|7ZMB|8AART|9CDMG|aBASARM
64	11133 41213	   	213.44	ACR|2ASPD|2DMG|2BEXP|1AART	18ASPD|2RCR|3FEWX|4AART|58DMG|68BEXP|7LEGI|8BPWR|9DUR|aLWND
65	11133 41215	   	213.44	ACR|2ASPD|2DMG|2BEXP|1AART	18ASPD|2RCR|3FEWX|4AART|58DMG|68BEXP|7LEGI|8BPWR|9DUR|aLIT
66	11133 41231	   	213.44	ACR|2ASPD|2DMG|2BEXP|1AART	18ASPD|2RCR|3FEWX|4AART|58DMG|68BEXP|7LEGI|8BPWR|9MLV|aDUR
67	11133 41233	   	213.44	ACR|2ASPD|2DMG|2BEXP|1AART	18ASPD|2RCR|3FEWX|4AART|58DMG|68BEXP|7LEGI|8BPWR|9MLV|aDMSP
68	11133 41234	   	213.44	ACR|2ASPD|2DMG|2BEXP|1AART	18ASPD|2RCR|3FEWX|4AART|58DMG|68BEXP|7LEGI|8BPWR|9MLV|aZMB
69	11133 41236	   	213.44	ACR|2ASPD|2DMG|2BEXP|1AART	18ASPD|2RCR|3aFEWX|4AART|58DMG|68BEXP|7LEGI|8BPWR|9MLV
70	11133 41262	   	213.44	ACR|2ASPD|2DMG|2BEXP|1AART	18ASPD|2RCR|3FEWX|4AART|58DMG|68BEXP|7LEGI|8BPWR|9aRCVC
71	11133 41264	   	213.44	ACR|2ASPD|2DMG|2BEXP|1AART	18ASPD|2RCR|3FEWX|4AART|58DMG|68BEXP|7LEGI|8BPWR|9RCVC|aCGEN
72	11133 41265	   	213.44	ACR|2ASPD|2DMG|2BEXP|1AART	18ASPD|2RCR|3FEWX|4AART|58DMG|68BEXP|7LEGI|8BPWR|9RCVC|aZMB
73	11122 52515	   	213.37	ACR|1BASARM|1ASPD|1DMG|1BEXP|1AAC	1ASPD|2RCR|3FEWX|4BEXP|5LHND|6VULN|7LIT|8AAC|9DMG|aBASARM
74	11122 65315	   	213.37	ACR|1BASARM|1ASPD|1DMG|1BEXP|1AAC	1ASPD|2RCR|3FEWX|4BEXP|5LHND|6LIT|7AAC|8VULN|9DMG|aBASARM
75	11126 23315	   	213.37	ACR|1BASARM|1ASPD|1DMG|1BEXP|1AAC	1ASPD|2RCR|3FEWX|4BEXP|5AAC|6DUR|7LIT|8VULN|9DMG|aBASARM
76	11133 41216	   	213.34	ACR|2ASPD|2DMG|2BEXP|1AART	18ASPD|2RCR|3FEWX|4AART|58DMG|68BEXP|7LEGI|8BPWR|9DUR|aMDPS
77	11133 41232	   	213.34	ACR|2ASPD|2DMG|2BEXP|1AART	18ASPD|2RCR|3FEWX|4AART|58DMG|68BEXP|7LEGI|8BPWR|9MLV|aERES
78	11133 41235	   	213.34	ACR|2ASPD|2DMG|2BEXP|1AART	18ASPD|2RCR|3FEWX|4AART|58DMG|68BEXP|7LEGI|8BPWR|9MLV|aMSLREG
79	11133 41261	   	213.34	ACR|2ASPD|2DMG|2BEXP|1AART	18ASPD|2RCR|3FEWX|4AART|58DMG|68BEXP|7LEGI|8BPWR|9RCVC|aDUST
80	11133 41266	   	213.34	ACR|2ASPD|2DMG|2BEXP|1AART	18ASPD|2RCR|3FEWX|4AART|58DMG|68BEXP|7LEGI|8BPWR|9RCVC|aTLV
81	11125 31136	   	213.28	ACR|1BASARM|2BEXP|1ASPD|1CDMG	1ASPD|2RCR|3FEWX|4aBEXP|5MSLFST|6CDMG|7VULN|8FLTARM|9BASARM
82	11146 31136	   	213.28	ACR|1BASARM|2BEXP|1ASPD|1CDMG	1ASPD|2RCR|3FEWX|4MULARM|5aBEXP|6CDMG|7VULN|8FLTARM|9BASARM
83	11121 52515	   	213.27	ACR|1BASARM|1ASPD|1DMG|1BEXP|1AAC	1ASPD|2RCR|3FEWX|4BEXP|5DUST|6VULN|7LIT|8AAC|9DMG|aBASARM
84	11321 33615	   	213.24	ACR|2ASPD|2DMG|2BEXP|1CDMG	19ASPD|2RCR|34AEMAG|5RMIN|69DMG|7MDPS|89BEXP|9BPWR|aCDMG
85	11323 64256	   	213.24	ACR|2ASPD|2DMG|2BEXP|1AART	1aASPD|2RCR|34AEMAG|5CGEN|6MBVNT|7AART|8aDMG|9aBEXP|aBPWR
86	11133 52426	   	213.22	ACR|2ASPD|2DMG|2CDMG|1AART|1AAC	18ASPD|2RCR|3FEWX|4AART|58DMG|68CDMG|7RPLT|8BPWR|9LSRICY|aAAC
87	11133 41263	   	213.20	ACR|2ASPD|2DMG|2BEXP|1AART|1SELL	18ASPD|2RCR|3FEWX|4AART|58DMG|68BEXP|7LEGI|8BPWR|9RCVC|aSELL
88	11232 55634	   	212.90	ACR|3ASPD|2BEXP|1DMG|1AAC	149ASPD|2RCR|39MSLREG|5VULN|6DMG|7MBVNT|89BEXP|9BPWR|aAAC
89	11133 21441	   	211.67	ACR|1BASARM|1ASPD|1DMG|1BEXP|1AART	1ASPD|2RCR|3FEWX|4AART|5DMG|6AME|7ZMB|8BEXP|9BASARM|aCGEN
90	11133 21443	   	211.67	ACR|1BASARM|1ASPD|1DMG|1BEXP|1AART	1ASPD|2RCR|3FEWX|4AART|5DMG|6AME|7ZMB|8BEXP|9BASARM|aLHND
91	11133 21446	   	211.67	ACR|1BASARM|1ASPD|1DMG|1BEXP|1AART	1ASPD|2RCR|3FEWX|4AART|5DMG|6AME|7ZMB|8BEXP|9BASARM|aRCVC
92	11136 41323	   	211.67	ACR|1BASARM|1ASPD|1DMG|1BEXP|1AART	1ASPD|2RCR|3FEWX|4AART|5MLV|6BEXP|7LEGI|8BASARM|9DUR|aDMG
93	11136 43333	   	211.67	ACR|1BASARM|1ASPD|1DMG|1BEXP|1AART	1ASPD|2RCR|3FEWX|4AART|5MLV|6BEXP|7DUST|8BASARM|9DUR|aDMG
94	11133 21444	   	211.57	ACR|1BASARM|1ASPD|1DMG|1BEXP|1AART	1ASPD|2RCR|3FEWX|4AART|5DMG|6AME|7ZMB|8BEXP|9BASARM|aTLV
95	11133 64214	   	211.53	ACR|1BASARM|1ASPD|1DMG|1BEXP|1AART|1SELL	1ASPD|2RCR|3FEWX|4AART|5DMG|6LIT|7BELT|8SELL|9BASARM|aBEXP
96	11453 32622	   	211.30	ACR|3ASPD|1BASARM|1BEXP	168ASPD|2RCR|38ERES|4FEWX|5LWND|78LIT|8BPWR|9BEXP|aBASARM
97	11213 42531	   	211.20	ACR|3ASPD|1BASARM|1CDMG	19aASPD|2RCR|3MSLREG|4LIT|5RMIN|6CDMG|7LWND|8BASARM
98	11213 43531	   	211.20	ACR|3ASPD|1BASARM|1CDMG	19aASPD|2RCR|3MSLREG|4LIT|5RMIN|6CDMG|7FEWX|8BASARM
99	11214 21531	   	211.20	ACR|3ASPD|1BASARM|1CDMG	19aASPD|2RCR|3MSLREG|4LIT|5FEWX|6CDMG|7ZMB|8BASARM
100	11214 24531	   	211.20	ACR|3ASPD|1BASARM|1CDMG	19aASPD|2RCR|3MSLREG|4LIT|5FEWX|6CDMG|7RMIN|8BASARM
101	11232 24226	   	211.19	ACR|3ASPD|2VULN|2CDMG|1AART|1AAC	149ASPD|2RCR|3MSLREG|59VULN|6RMIN|79CDMG|8AAC|9BPWR|aAART
102	11136 42221	   	211.16	ACR|2ASPD|2DMG|2AART|1BEXP	19ASPD|2RCR|39FEWX|47AART|5MLV|6BEXP|89DMG|9BPWR|aZMB
103	11136 42222	   	211.16	ACR|2ASPD|2DMG|2AART|1BEXP	19ASPD|2RCR|39FEWX|47AART|5MLV|6BEXP|89DMG|9BPWR|aLIT
104	11136 42223	   	211.16	ACR|2ASPD|2DMG|2AART|1BEXP	19ASPD|2RCR|39FEWX|47AART|5MLV|6BEXP|89DMG|9BPWR|aLWND
105	11136 42224	   	211.16	ACR|2ASPD|2DMG|2AART|1BEXP	19ASPD|2RCR|39FEWX|47AART|5MLV|6BEXP|89DMG|9BPWR|aCGEN
106	11342 21225	   	211.12	ACR|3ASPD|3BEXP|1AART|1AAC	19aASPD|2RCR|39AEMAG|4LWND|5AAC|6aCGEN|7AART|89aBEXP|9aBPWR
107	11124 24224	   	211.10	ACR|2ASPD|2BEXP|1DMG|1AART|1AAC	18ASPD|2RCR|38FEWX|48BEXP|5MBVNT|6AAC|7AART|8BPWR|9VULN|aDMG
108	11212 21531	   	211.10	ACR|3ASPD|1BASARM|1CDMG	19aASPD|2RCR|3MSLREG|4LIT|5DUST|6CDMG|7ZMB|8BASARM
109	11212 24531	   	211.10	ACR|3ASPD|1BASARM|1CDMG	19aASPD|2RCR|3MSLREG|4LIT|5DUST|6CDMG|7RMIN|8BASARM
110	11213 41531	   	211.10	ACR|3ASPD|1BASARM|1CDMG	19aASPD|2RCR|3MSLREG|4LIT|5RMIN|6CDMG|7DUST|8BASARM
111	11133 52422	 * 	210.96	ACR|2ASPD|2DMG|3CDMG|1AART	18ASPD|2RCR|3FEWX|4AART|58DMG|68aCDMG|7RPLT|8BPWR|9LSRICY
112	11133 53425	   	210.96	ACR|2ASPD|2DMG|2AART|1CDMG	17ASPD|2RCR|3FEWX|48AART|5aDMG|6CDMG|9LWND
113	11133 53435	   	210.96	ACR|2ASPD|2DMG|2AART|1CDMG	17ASPD|2RCR|3FEWX|48AART|5aDMG|6CDMG|9ZMB
114	16623 21531	   	210.61	ACR|1BASARM|2DMG|1ASPD|1CDMG	1ASPD|2ZMB|3RCR|4AIRARM|56DMG|7LWND|8BASARM|9LIT|aCDMG
115	11243 16121	   	210.27	ACR|2ASPD|2BEXP|1DMG|1BASICY|1AAC	17ASPD|2RCR|3MSLREG|4AME|5DMG|6BASICY|8aBEXP|9AAC
116	11133 53343	   	210.22	ACR|3ASPD|1DMG|1CDMG|1AART|1BEXP	178ASPD|2RCR|39FEWX|4AART|5DMG|6CDMG|aBEXP
117	11151 35362	 * 	210.22	ACR|1BASARM|2ASPD|2VULN|1AAC|1SELL	17ASPD|2RCR|378FEWX|4SELL|57VULN|6AAC|7BPWR|9DUR|aBASARM
118	11114 32225	 * 	210.16	ACR|1BASARM|2ASPD|2VULN|1AAC	16ASPD|2RCR|3FEWX|4AAC|5DUST|7LIT|89VULN|aBASARM
119	11232 25638	 * 	209.59	ACR|3ASPD|3VULN|2BEXP	149ASPD|2RCR|3MSLREG|59aVULN|6RMIN|7MBVNT|89BEXP|9BPWR
120	11133 42226	 * 	209.52	ACR|2DMG|2AART|1ASPD|2AAC|1BEXP	1ASPD|2RCR|3FEWX|47AART|58DMG|6BEXP|9aAAC
121	11133 25225	   	209.50	ACR|2ASPD|2BEXP|1DMG|1CDMG|1AART	19ASPD|2RCR|379FEWX|4AART|5DMG|6AME|89BEXP|9BPWR|aCDMG
122	11232 24222	 * 	209.47	ACR|3ASPD|3VULN|2CDMG|1AAC	149ASPD|2RCR|3MSLREG|59aVULN|6RMIN|79CDMG|8AAC|9BPWR
123	11123 35315	   	209.40	ACR|2ASPD|2BEXP|1DMG|1CDMG|1AART	16ASPD|2RCR|3FEWX|47BEXP|5MLV|8AART|9CDMG|aDMG
124	11411 31222	   	209.30	ACR|2ASPD|2BEXP|1DMG|1AART|1CDMG	19ASPD|2RCR|349ERES|5DMG|6LWND|7AART|89BEXP|9BPWR|aCDMG
125	11136 43241	   	209.29	ACR|1BASARM|2ASPD|1BEXP|1AART	18ASPD|2RCR|38FEWX|4AART|5MLV|6BEXP|78DUST|8BPWR|9BASARM|aCGEN
126	11136 43243	   	209.29	ACR|1BASARM|2ASPD|1AART|1BEXP	18ASPD|2RCR|38FEWX|4AART|5MLV|6BEXP|78DUST|8BPWR|9BASARM|aLHND
127	11136 41325	   	209.19	ACR|1BASARM|2ASPD|1AART|1BEXP	1aASPD|2RCR|3FEWX|4AART|5MLV|6BEXP|7LEGI|8BASARM|9DUR
128	11136 41353	   	209.19	ACR|1BASARM|2ASPD|1BEXP|1AART	1aASPD|2RCR|3FEWX|4AART|5MLV|6BEXP|7LEGI|8BASARM|9RPLT
129	11136 43335	   	209.19	ACR|1BASARM|2ASPD|1BEXP|1AART	1aASPD|2RCR|3FEWX|4AART|5MLV|6BEXP|7DUST|8BASARM|9DUR
130	11136 43353	   	209.19	ACR|1BASARM|2ASPD|1BEXP|1AART	1aASPD|2RCR|3FEWX|4AART|5MLV|6BEXP|7DUST|8BASARM|9RPLT
131	11213 43534	   	209.19	ACR|1BASARM|2ASPD|1AART|1CDMG	19ASPD|2RCR|3MSLREG|4LIT|5RMIN|6CDMG|7FEWX|8BASARM|aAART
132	11214 21534	   	209.19	ACR|1BASARM|2ASPD|1AART|1CDMG	19ASPD|2RCR|3MSLREG|4LIT|5FEWX|6CDMG|7ZMB|8BASARM|aAART
133	11216 21521	   	209.19	ACR|1BASARM|2ASPD|1BEXP|1CDMG	1aASPD|2RCR|3MSLREG|49LIT|5BEXP|6CDMG|7ZMB|8BASARM
134	11216 21532	   	209.19	ACR|1BASARM|2ASPD|1BEXP|1CDMG	19ASPD|2RCR|3MSLREG|4LIT|5BEXP|6CDMG|7ZMB|8BASARM|aDUR
135	11216 21533	   	209.19	ACR|1BASARM|2ASPD|1BEXP|1CDMG	19ASPD|2RCR|3MSLREG|4LIT|5BEXP|6CDMG|7ZMB|8BASARM|aRCVC
136	11216 24521	   	209.19	ACR|1BASARM|2ASPD|1BEXP|1CDMG	1aASPD|2RCR|3MSLREG|49LIT|5BEXP|6CDMG|7RMIN|8BASARM
137	11216 24532	   	209.19	ACR|1BASARM|2ASPD|1BEXP|1CDMG	19ASPD|2RCR|3MSLREG|4LIT|5BEXP|6CDMG|7RMIN|8BASARM|aDUR
138	11216 24533	   	209.19	ACR|1BASARM|2ASPD|1BEXP|1CDMG	19ASPD|2RCR|3MSLREG|4LIT|5BEXP|6CDMG|7RMIN|8BASARM|aRCVC
139	21342 52215	 * 	209.12	ACR|1BASARM|2AART|2VULN|1ASPD|1CDMG	13VULN|27AART|4MLV|5RCR|6CDMG|8CGEN|9BASARM|aASPD
140	11212 21534	   	209.09	ACR|1BASARM|2ASPD|1AART|1CDMG	19ASPD|2RCR|3MSLREG|4LIT|5DUST|6CDMG|7ZMB|8BASARM|aAART
141	11212 24534	   	209.09	ACR|1BASARM|2ASPD|1AART|1CDMG	19ASPD|2RCR|3MSLREG|4LIT|5DUST|6CDMG|7RMIN|8BASARM|aAART
142	11213 41534	   	209.09	ACR|1BASARM|2ASPD|1AART|1CDMG	19ASPD|2RCR|3MSLREG|4LIT|5RMIN|6CDMG|7DUST|8BASARM|aAART
143	11216 21514	   	209.09	ACR|1BASARM|2ASPD|1BEXP|1CDMG	1aASPD|2RCR|3MSLREG|4LIT|5BEXP|6CDMG|7ZMB|8BASARM|9VENICY
144	11314 33264	   	209.09	ACR|1BASARM|2ASPD|1BEXP|1CDMG	19ASPD|2RCR|3AEMAG|4CGEN|5LHND|6CDMG|7ERES|8BEXP|aBASARM
145	11343 33264	   	209.09	ACR|1BASARM|2ASPD|1BEXP|1CDMG	19ASPD|2RCR|3AEMAG|4LWND|5CGEN|6CDMG|7ERES|8BEXP|aBASARM
146	11135 11125	   	209.05	ACR|1BASARM|2ASPD|1AART|1CDMG|1SELL	1aASPD|2RCR|3FEWX|4AART|58LWND|6CDMG|7SELL|9BASARM
147	21312 52215	   	209.02	ACR|1BASARM|2AART|2VULN|1ASPD|1CDMG	13VULN|27AART|4AME|5RCR|6CDMG|8CGEN|9BASARM|aASPD
148	21322 52215	   	209.02	ACR|1BASARM|2AART|2VULN|1ASPD|1CDMG	13VULN|27AART|4ERES|5RCR|6CDMG|8CGEN|9BASARM|aASPD
149	11133 12215	   	209.02	ACR|3DMG|2AART|1ASPD|1CDMG	1ASPD|2RCR|3FEWX|47AART|58aDMG|6DUR|9CDMG
150	11133 53326	 * 	209.02	ACR|3ASPD|2AART|1DMG|1CDMG	178ASPD|2RCR|3FEWX|4aAART|5DMG|6CDMG|9LHND
