0	Index      	 *	Score 	Summary	Detail	
1	25124 53332	 * 	279.17	DCR|DCR|1TLV|1MLV|1DMG|1AAC	1LHND|2TLV|3LIT|4AAC|5MLV|6TBNT|7RPLT|8DMG|9aRCR
55	61124 53233	   	258.81	DCR|DCR|1TLV|1MLV|1AAC	1ERES|28DUST|3LIT|4AAC|5MLV|6TBNT|7aRCR|9TLV
56	61341 53133	   	258.81	DCR|DCR|1TLV|1MLV|1AAC	1ERES|2DUST|3MLV|4AAC|5LIT|6TBNT|7aRCR|8AEBURN|9TLV
57	61341 53233	   	258.81	DCR|DCR|1TLV|1MLV|1AAC	1ERES|28DUST|3MLV|4AAC|5LIT|6TBNT|7aRCR|9TLV
58	21143 32233	 * 	258.33	DCR|2VULN|2DMG|1TLV|1MLV	1LHND|2AEFRZ|3MLV|4DUR|5aVULN|69DMG|7TLV|8RCR
59	21333 42223	   	258.25	DCR|2VULN|2MLV|1TLV|1DMG	1LHND|2AEFRZ|3LWND|4DMG|5aVULN|69MLV|7TLV|8RCR
60	31333 42223	   	258.25	DCR|2VULN|2MLV|1TLV|1DMG	1FEWX|2AEFRZ|3LWND|4DMG|5aVULN|69MLV|7TLV|8RCR
61	51334 35112	   	258.25	DCR|2VULN|2MLV|1TLV|1DMG	1CGEN|2DUST|38MLV|4DMG|57VULN|6TLV|9FEWX|aRCR
62	23323 65332	   	258.25	DCR|2VULN|2MLV|1TLV|1DMG	1LHND|24BEXP|34MLV|4BPWR|57VULN|6CGEN|8TLV|9DMG|aRCR
63	61333 35112	   	258.15	DCR|2VULN|2MLV|1TLV|1DMG	1ERES|2DUST|38MLV|4DMG|57VULN|6TLV|9FEWX|aRCR
64	61333 35142	   	258.15	DCR|2VULN|2MLV|1TLV|1DMG	1ERES|2DUST|38MLV|4DMG|57VULN|6TLV|9LWND|aRCR
65	61353 35112	   	258.15	DCR|2VULN|2MLV|1TLV|1DMG	1ERES|2DUST|38MLV|4TLV|57VULN|6DMG|9FEWX|aRCR
66	21143 32243	   	257.64	DCR|2VULN|1TLV|1MLV|1DMG|1AAC	1LHND|2AEFRZ|3MLV|4DUR|5aVULN|6DMG|7TLV|8RCR|9AAC
67	23312 41622	   	256.65	DCR|2MLV|2TLV|1VULN|1AAC|1CDMG|1SELL	17LHND|2BEXP|37MLV|4CDMG|5VULN|67TLV|7BPWR|8AAC|9SELL|aRCR
68	42347 26313	   	255.88	DCR|DCR|2VULN|1ASPD|1NUKE	1ASPD|2MBVNT|3TBNT|4RPLT|5NUKE|6ZMB|78RCR|9aVULN
69	42447 26313	   	255.88	DCR|DCR|2VULN|1ASPD|1NUKE	1ASPD|2MBVNT|3BBNT|4RPLT|5NUKE|6ZMB|78RCR|9aVULN
70	61323 33256	 * 	255.63	DCR|2VULN|3TLV|1MLV|1DMG	1ERES|29DUST|3MLV|4AME|59VULN|6DMG|79aTLV|8RCR|9BPWR
71	42873 22344	   	255.54	DCR|DCR|2VULN|1ASPD|1SELL	1ASPD|2MBVNT|3AEBURN|45VULN|6aRCR|7BASICY|8SELL|9FEWX
72	61332 21166	 * 	255.49	DCR|3MLV|1VULN|1TLV|1DMG	1ERES|2DUST|368MLV|4DMG|5CGEN|7VULN|9RCR|aTLV
73	21343 42223	   	255.08	DCR|2VULN|2MLV|1TLV|1AAC	1LHND|2AEFRZ|3LWND|4AAC|5aVULN|69MLV|7TLV|8RCR
74	31343 42223	   	255.08	DCR|2VULN|2MLV|1TLV|1AAC	1FEWX|2AEFRZ|3LWND|4AAC|5aVULN|69MLV|7TLV|8RCR
75	61343 35112	   	254.98	DCR|2VULN|2MLV|1TLV|1AAC	1ERES|2DUST|38MLV|4AAC|57VULN|6TLV|9FEWX|aRCR
76	42314 58432	   	254.73	DCR|DCR|1VULN|1AAC|1ASPD|1SELL	1ASPD|2MBVNT|3TBNT|4LIT|5AAC|6SELL|7aRCR|8VULN|9DUR
77	42414 58432	   	254.73	DCR|DCR|1VULN|1AAC|1ASPD|1SELL	1ASPD|2MBVNT|3BBNT|4LIT|5AAC|6SELL|7aRCR|8VULN|9DUR
78	51336 63213	   	254.73	DCR|2MLV|2TLV|1VULN|1DMG	19CGEN|2DUST|39MLV|4DMG|5RMIN|6DUR|79TLV|8RCR|9BPWR|aVULN
79	31123 32256	   	254.63	DCR|2MLV|2TLV|1VULN|1DMG	19FEWX|24AEFRZ|39MLV|5VULN|6DMG|79TLV|8RCR|9BPWR|aDUR
80	51334 24313	   	254.58	DCR|3VULN|1TLV|1MLV|1DMG	1CGEN|2DUST|3MLV|4DMG|569VULN|7BBNT|8TLV|aRCR
81	36233 43233	   	254.58	DCR|3VULN|1TLV|1MLV|1DMG	1FEWX|2RMIN|3DUST|45aVULN|6MLV|7TLV|8RCR|9DMG
82	51353 24233	   	254.58	DCR|3VULN|1TLV|1MLV|1DMG	1CGEN|2DUST|3MLV|4TLV|5FEWX|67aVULN|8RCR|9DMG
83	22212 15622	 * 	254.54	DCR|4VULN|2MLV	1aLHND|2RPLT|3RAT|4aMLV|5MDPS|679aVULN|8RCR|aBPWR
84	51334 33122	   	254.53	DCR|2MLV|2TLV|1VULN|1DMG	1CGEN|2DUST|38MLV|4DMG|5VULN|67TLV|9DUR|aRCR
85	51354 33122	   	254.53	DCR|2MLV|2TLV|1VULN|1DMG	1CGEN|2DUST|38MLV|47TLV|5VULN|6DMG|9DUR|aRCR
86	23312 43611	 * 	254.53	DCR|2MLV|2TLV|1VULN|2CDMG	1LHND|2BEXP|3aMLV|4aCDMG|5VULN|6aTLV|7RCR|8DUST|9DUR|aBPWR
87	61333 24313	   	254.48	DCR|3VULN|1TLV|1MLV|1DMG	1ERES|2DUST|3MLV|4DMG|569VULN|7BBNT|8TLV|aRCR
88	61333 33122	   	254.43	DCR|2MLV|2TLV|1VULN|1DMG	1ERES|2DUST|38MLV|4DMG|5VULN|67TLV|9DUR|aRCR
89	61353 33122	   	254.43	DCR|2MLV|2TLV|1VULN|1DMG	1ERES|2DUST|38MLV|47TLV|5VULN|6DMG|9DUR|aRCR
90	61353 14233	   	254.38	DCR|3VULN|1TLV|1MLV|1DMG	1ERES|2DUST|3MLV|4TLV|57aVULN|6LEGI|8RCR|9DMG
91	32621 43361	   	254.03	DCR|DCR|1VULN|1TLV	1FEWX|2RPLT|3VULN|4LWND|5TLV|6DUR|79RCR|8AME|aDMSP
92	32621 43362	   	254.03	DCR|DCR|1VULN|1TLV	1FEWX|2RPLT|3VULN|4LWND|5TLV|6DUR|79RCR|8AME|aLIT
93	32632 14115	   	253.75	DCR|3VULN|1TLV|2ASPD|1AAC	1FEWX|2RPLT|356VULN|47ASPD|8TLV|9AAC|aRCR
94	25132 53363	 * 	253.00	DCR|DCR|2TLV|1AAC	1LHND|28TLV|35LIT|4BBNT|6DUR|7aRCR|9AAC
95	25312 53363	   	253.00	DCR|DCR|2TLV|1AAC	1LHND|28TLV|3TBNT|45LIT|6DUR|7aRCR|9AAC
96	25432 22251	   	252.82	DCR|2DMG|1VULN|1TLV|1MLV|1CDMG	1LHND|2TLV|34DMG|5DUR|6MLV|7CDMG|8VULN|9RAT|aRCR
97	21123 62253	   	252.46	DCR|2VULN|2MLV|2TLV	19LHND|24AEFRZ|39MLV|5aVULN|6CGEN|79TLV|8RCR|9BPWR
98	31123 62253	   	252.46	DCR|2VULN|2MLV|2TLV	19FEWX|24AEFRZ|39MLV|5aVULN|6CGEN|79TLV|8RCR|9BPWR
99	21343 42225	   	252.42	DCR|3MLV|1VULN|1TLV|1AAC	1LHND|2AEFRZ|3LWND|4AAC|5VULN|69aMLV|7TLV|8RCR
100	31343 42225	   	252.42	DCR|3MLV|1VULN|1TLV|1AAC	1FEWX|2AEFRZ|3LWND|4AAC|5VULN|69aMLV|7TLV|8RCR
101	23312 43311	   	251.84	DCR|2VULN|2MLV|1TLV|1CDMG	1LHND|2BEXP|3aMLV|4CDMG|58VULN|6TLV|7RCR|9LIT
102	23312 43352	   	251.84	DCR|2VULN|2MLV|1TLV|1CDMG	19LHND|2BEXP|3aMLV|4CDMG|58VULN|6TLV|7RCR
103	23354 11521	   	251.74	DCR|2VULN|2MLV|1TLV|1CDMG	1LHND|2BEXP|39MLV|4TLV|57VULN|6MSLREG|8CDMG|aRCR
104	42315 48432	   	251.74	DCR|DCR|1VULN|1ASPD|1CDMG	1ASPD|2MBVNT|3TBNT|4LIT|5ZMB|6CDMG|7aRCR|8VULN|9DUR
105	42415 48432	   	251.74	DCR|DCR|1VULN|1ASPD|1CDMG	1ASPD|2MBVNT|3BBNT|4LIT|5ZMB|6CDMG|7aRCR|8VULN|9DUR
106	36233 43243	   	251.41	DCR|3VULN|1TLV|1MLV|1AAC	1FEWX|2RMIN|3DUST|45aVULN|6MLV|7TLV|8RCR|9AAC
107	51344 33122	   	251.36	DCR|2MLV|2TLV|1VULN|1AAC	1CGEN|2DUST|38MLV|4AAC|5VULN|67TLV|9DUR|aRCR
108	33633 42163	   	251.31	DCR|3VULN|1TLV|1MLV|1AAC	1FEWX|28BEXP|3AAC|45aVULN|6MLV|7TLV|9RCR
109	61343 24313	   	251.31	DCR|3VULN|1TLV|1MLV|1AAC	1ERES|2DUST|3MLV|4AAC|569VULN|7BBNT|8TLV|aRCR
110	61343 33122	   	251.26	DCR|2MLV|2TLV|1VULN|1AAC	1ERES|2DUST|38MLV|4AAC|5VULN|67TLV|9DUR|aRCR
111	43531 42332	 * 	251.25	DCR|2TLV|1VULN|2ASPD|1MLV|1DMG	15ASPD|2LWND|3BEXP|4VULN|6MLV|78TLV|9DMG|aRCR
112	43231 43226	   	251.12	DCR|2MLV|1VULN|1TLV|2ASPD	15ASPD|2LWND|3DUST|4VULN|69MLV|7TLV|8RCR|aDUR
113	43453 24411	   	251.04	DCR|3VULN|2TLV|2ASPD|1NUKE	19ASPD|2LWND|3NUKE|49TLV|579VULN|6MBVNT|8RCR|9BPWR|aRMIN
114	43453 24412	   	251.04	DCR|3VULN|2TLV|2ASPD|1NUKE	19ASPD|2LWND|3NUKE|49TLV|579VULN|6MBVNT|8RCR|9BPWR|aLIT
115	43453 22413	   	251.04	DCR|3VULN|2TLV|2ASPD|1NUKE	19ASPD|27LWND|3NUKE|49TLV|59aVULN|6MBVNT|8RCR|9BPWR
116	43453 33413	   	251.04	DCR|3VULN|2TLV|2ASPD|1NUKE	19ASPD|2LWND|3NUKE|49TLV|59aVULN|6RCVC|7MBVNT|8RCR|9BPWR
117	43453 24414	   	250.94	DCR|3VULN|2TLV|2ASPD|1NUKE	19ASPD|2LWND|3NUKE|49TLV|579VULN|6MBVNT|8RCR|9BPWR|aERES
118	41433 33215	   	250.55	DCR|2VULN|1TLV|1DMG|1AAC|1ASPD|1CDMG|1NUKE	1ASPD|2DUST|3NUKE|4DMG|58VULN|6TLV|7CDMG|9AAC|aRCR
119	42873 21233	   	250.48	DCR|2VULN|1TLV|1MLV|1ASPD|1CDMG	1ASPD|2MBVNT|3AEBURN|45VULN|6RCR|7CDMG|8MLV|9TLV|aDUR
120	32412 24162	   	250.45	DCR|2VULN|2MLV|3ASPD	1aFEWX|2RPLT|3DMSP|4aVULN|567ASPD|8aMLV|9RCR|aBPWR
121	32512 24162	   	250.45	DCR|2VULN|2MLV|3ASPD	13aFEWX|2RPLT|4aVULN|567ASPD|8aMLV|9RCR|aBPWR
122	22312 24162	   	250.35	DCR|2VULN|2MLV|3ASPD	1aLHND|2RPLT|3AEWIND|4aVULN|567ASPD|8aMLV|9RCR|aBPWR
123	32312 24162	   	250.35	DCR|2VULN|2MLV|3ASPD	1aFEWX|2RPLT|3AEWIND|4aVULN|567ASPD|8aMLV|9RCR|aBPWR
124	24233 42233	   	250.13	DCR|2VULN|2DMG|1TLV|1MLV	1LHND|23FEWX|49DMG|5aVULN|6MLV|7TLV|8RCR
125	31123 62532	   	250.13	DCR|2VULN|2DMG|1TLV|1MLV	19FEWX|24AEFRZ|3MLV|59VULN|6CGEN|7TLV|89DMG|9BPWR|aRCR
126	31433 42233	   	250.03	DCR|2VULN|2DMG|1TLV|1MLV	1FEWX|2AEFRZ|3LHND|49DMG|5aVULN|6MLV|7TLV|8RCR
127	51324 33233	   	250.03	DCR|2VULN|2DMG|1TLV|1MLV	1CGEN|2DUST|3MLV|4AME|5aVULN|69DMG|7TLV|8RCR
128	61333 14236	   	249.93	DCR|2VULN|2DMG|1TLV|1MLV	1ERES|2DUST|3MLV|49DMG|57VULN|6LHND|8RCR|aTLV
129	21133 33233	   	249.93	DCR|2VULN|2DMG|1TLV|1MLV	1LHND|2AEFRZ|3MLV|4DUST|5aVULN|69DMG|7TLV|8RCR
130	31123 32233	   	249.93	DCR|2VULN|2DMG|1TLV|1MLV	1FEWX|24AEFRZ|3MLV|5aVULN|69DMG|7TLV|8RCR
131	61323 33233	   	249.93	DCR|2VULN|2DMG|1TLV|1MLV	1ERES|2DUST|3MLV|4AME|5aVULN|69DMG|7TLV|8RCR
132	23312 16651	   	249.86	DCR|2VULN|1TLV|1MLV|1AAC|1CDMG	1LHND|2BEXP|3MLV|4CDMG|56VULN|7TLV|8AAC|9RAT|aRCR
133	31333 42252	   	249.73	DCR|2MLV|2DMG|1VULN|1TLV	1FEWX|2AEFRZ|3aLWND|4aDMG|5VULN|6aMLV|7TLV|8RCR|9MULHEA|aBPWR
134	31433 42252	   	249.73	DCR|2MLV|2DMG|1VULN|1TLV	1FEWX|2AEFRZ|3aLHND|4aDMG|5VULN|6aMLV|7TLV|8RCR|9MULHEA|aBPWR
135	61363 33151	 * 	249.60	DCR|3MLV|2TLV|1VULN	1ERES|2DUST|38aMLV|4RMIN|5VULN|67TLV|9RCR
136	21133 33252	   	249.53	DCR|2MLV|2DMG|1VULN|1TLV	1LHND|2AEFRZ|3aMLV|4aDUST|5VULN|6aDMG|7TLV|8RCR|9MULHEA|aBPWR
137	23323 26651	   	249.46	DCR|2MLV|1VULN|1TLV|1AAC|1CDMG	1LHND|24BEXP|34MLV|4BPWR|5VULN|6CDMG|7TLV|8AAC|9RAT|aRCR
138	24233 42243	   	249.43	DCR|2VULN|1TLV|1MLV|1DMG|1AAC	1LHND|23FEWX|4DMG|5aVULN|6MLV|7TLV|8RCR|9AAC
139	24633 42232	   	249.43	DCR|2VULN|1TLV|1MLV|1DMG|1AAC	1LHND|2FEWX|3AAC|45VULN|6MLV|7TLV|8RCR|9DMG|aLIT
140	24243 42233	   	249.43	DCR|2VULN|1TLV|1MLV|1DMG|1AAC	1LHND|23FEWX|4AAC|5aVULN|6MLV|7TLV|8RCR|9DMG
141	32631 41512	   	249.34	DCR|2VULN|2DMG|1MLV|1ASPD|2DUR	1FEWX|2RPLT|3aVULN|4ASPD|5ZMB|6RCR|7aDMG|8MLV|9aDUR|aBPWR
142	21333 42243	   	249.33	DCR|2VULN|1TLV|1MLV|1DMG|1AAC	1LHND|2AEFRZ|3LWND|4DMG|5aVULN|6MLV|7TLV|8RCR|9AAC
143	21343 45332	   	249.33	DCR|2VULN|1TLV|1MLV|1DMG|1AAC	1LHND|2AEFRZ|3LWND|4AAC|57VULN|6MLV|8TLV|9DMG|aRCR
144	23633 42632	   	249.33	DCR|2VULN|1TLV|1MLV|1DMG|1AAC	18LHND|2BEXP|3AAC|45VULN|6MLV|7TLV|9DMG|aRCR
145	31333 42243	   	249.33	DCR|2VULN|1TLV|1MLV|1DMG|1AAC	1FEWX|2AEFRZ|3LWND|4DMG|5aVULN|6MLV|7TLV|8RCR|9AAC
146	31433 42243	   	249.33	DCR|2VULN|1TLV|1MLV|1DMG|1AAC	1FEWX|2AEFRZ|3LHND|4DMG|5aVULN|6MLV|7TLV|8RCR|9AAC
147	31443 42233	   	249.33	DCR|2VULN|1TLV|1MLV|1DMG|1AAC	1FEWX|2AEFRZ|3LHND|4AAC|5aVULN|6MLV|7TLV|8RCR|9DMG
148	51324 33243	   	249.33	DCR|2VULN|1TLV|1MLV|1DMG|1AAC	1CGEN|2DUST|3MLV|4AME|5aVULN|6DMG|7TLV|8RCR|9AAC
149	36233 43231	   	249.33	DCR|2VULN|1TLV|1MLV|1DMG|1AAC	1FEWX|2RMIN|3DUST|45VULN|6MLV|7TLV|8RCR|9DMG|aAAC
150	51353 24231	   	249.33	DCR|2VULN|1TLV|1MLV|1DMG|1AAC	1CGEN|2DUST|3MLV|4TLV|5FEWX|67VULN|8RCR|9DMG|aAAC
151	21133 33243	   	249.23	DCR|2VULN|1TLV|1MLV|1DMG|1AAC	1LHND|2AEFRZ|3MLV|4DUST|5aVULN|6DMG|7TLV|8RCR|9AAC
152	23355 23223	   	249.23	DCR|2VULN|1TLV|1MLV|1DMG|1AAC	1LHND|2BEXP|3MLV|4TLV|5DMG|6AAC|7LSRREG|89VULN|aRCR
153	23633 42132	   	249.23	DCR|2VULN|1TLV|1MLV|1DMG|1AAC	1LHND|28BEXP|3AAC|45VULN|6MLV|7TLV|9DMG|aRCR
154	23633 42523	   	249.23	DCR|2VULN|1TLV|1MLV|1DMG|1AAC	1LHND|2BEXP|3AAC|45VULN|6MLV|7TLV|8DMG|9CANSTR|aRCR
155	23633 42533	   	249.23	DCR|2VULN|1TLV|1MLV|1DMG|1AAC	1LHND|2BEXP|3AAC|45VULN|6MLV|7TLV|8DMG|9BLASTR|aRCR
156	31123 32243	   	249.23	DCR|2VULN|1TLV|1MLV|1DMG|1AAC	1FEWX|24AEFRZ|3MLV|5aVULN|6DMG|7TLV|8RCR|9AAC
157	33633 42523	   	249.23	DCR|2VULN|1TLV|1MLV|1DMG|1AAC	1FEWX|2BEXP|3AAC|45VULN|6MLV|7TLV|8DMG|9CANSTR|aRCR
158	33633 42533	   	249.23	DCR|2VULN|1TLV|1MLV|1DMG|1AAC	1FEWX|2BEXP|3AAC|45VULN|6MLV|7TLV|8DMG|9BLASTR|aRCR
159	61323 33243	   	249.23	DCR|2VULN|1TLV|1MLV|1DMG|1AAC	1ERES|2DUST|3MLV|4AME|5aVULN|6DMG|7TLV|8RCR|9AAC
160	61343 35332	   	249.23	DCR|2VULN|1TLV|1MLV|1DMG|1AAC	1ERES|2DUST|3MLV|4AAC|57VULN|6TLV|8AME|9DMG|aRCR
