0	Index      	 *	Score 	Summary	Detail	
1	23261 36822	 * 	209.88	DCR|2VULN|2AART|1ASPD|1DMG|1AAC|1DUR	1AAC|2DUR|3DMG|4MBVNT|56AART|7RCR|8aVULN|9ASPD
31	44222 12511	   	195.34	DCR|3VULN|2DMG|1ASPD	1LHND|2ASPD|3aDMG|4RMIN|5LWND|679VULN|8RCR
32	53422 26223	   	194.28	DCR|3VULN|1ASPD|1CDMG|1ZMB|1SPLREG|1SELL	1CDMG|2SELL|3RCVC|47aVULN|5SPLREG|6ASPD|8RCR|9ZMB
33	13563 23262	 * 	194.04	DCR|1SPLARM|2AART|2DMG|1VULN|1DUR	1RMIN|2DUR|3SPLARM|4aAART|56DMG|7RCVC|8RCR|9VULN
34	41213 62513	 * 	194.01	DCR|3VULN|1ASPD|1DMG|1CDMG	1LHND|2MLV|3DMG|4LWND|579VULN|6ASPD|8RCR|aCDMG
35	44213 12513	   	194.01	DCR|3VULN|1ASPD|1DMG|1CDMG	1LHND|2ASPD|3DMG|4LWND|579VULN|6CGEN|8RCR|aCDMG
36	44222 12513	   	194.01	DCR|3VULN|1ASPD|1DMG|1CDMG	1LHND|2ASPD|3DMG|4RMIN|5LWND|679VULN|8RCR|aCDMG
37	23261 36428	   	193.96	DCR|2AART|2DMG|1VULN|1AAC|1DUR|1SPLREG	1AAC|2DUR|3aDMG|4MBVNT|56AART|7RCR|8SPLREG|9VULN
38	13261 84832	   	193.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1RMIN|2DUR|3DMG|4MBVNT|5AART|6RPLT|7RCR|8aVULN|9ASPD
39	23261 84832	   	193.81	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1AAC|2DUR|3DMG|4MBVNT|5AART|6RPLT|7RCR|8aVULN|9ASPD
40	41213 62531	 * 	193.76	DCR|2VULN|2DMG|1ASPD|1CDMG	1LHND|2MLV|3aDMG|4LWND|57VULN|6ASPD|8RCR|9CDMG
41	44213 12531	   	193.76	DCR|2VULN|2DMG|1ASPD|1CDMG	1LHND|2ASPD|3aDMG|4LWND|57VULN|6CGEN|8RCR|9CDMG
42	44222 12531	   	193.76	DCR|2VULN|2DMG|1ASPD|1CDMG	1LHND|2ASPD|3aDMG|4RMIN|5LWND|67VULN|8RCR|9CDMG
43	26232 63513	   	193.56	DCR|2VULN|2DMG|1ASPD|1CDMG|1AAC	1AAC|2FEWX|37DMG|4DUST|59VULN|6ASPD|8RCR|aCDMG
44	13561 23261	   	193.32	DCR|1SPLARM|2VULN|1AART|1DMG|2DUR	1RMIN|25DUR|3SPLARM|4AART|6DMG|7RCVC|8RCR|9aVULN
45	13231 52523	   	193.27	DCR|3ASPD|1AART|1DMG|1CDMG|1DUR	1RMIN|2DUR|3DMG|4CDMG|59aASPD|6RCVC|7AART|8RCR
46	34241 16132	   	193.25	DCR|2VULN|1AART|1ASPD|1DMG|2DUR	1FEWX|2ASPD|3DMG|46DUR|5AART|79VULN|8LWND|aRCR
47	26232 63511	 * 	192.96	DCR|3DMG|2VULN|1ASPD|1AAC	1AAC|2FEWX|37aDMG|4DUST|59VULN|6ASPD|8RCR
48	51633 34312	 * 	192.68	DCR|2VULN|2DMG|2CDMG|2DUR	1aCDMG|2aVULN|35ERES|4DMSP|67DMG|8aDUR|9RCR|aBPWR
49	51255 13313	 * 	192.59	DCR|2VULN|1MDPS|2DMG|3CDMG|1DUR	159CDMG|29VULN|3MDPS|4DUR|6AME|79DMG|8RPLT|9BPWR|aRCR
50	34242 41313	   	192.40	DCR|3VULN|1ASPD|1DMG|1ZMB|1DUR	1FEWX|2ASPD|3DMG|4DUR|569VULN|7BEXP|8ZMB|aRCR
51	36253 31513	   	192.24	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1FEWX|2ERES|35DMG|4ZMB|69VULN|7DUR|8RCR|aCDMG
52	34242 61313	   	192.15	DCR|2VULN|2DMG|1ASPD|1ZMB|1DUR	1FEWX|2ASPD|36DMG|4DUR|59VULN|7BEXP|8ZMB|aRCR
53	43133 13522	   	191.80	DCR|1MDPS|1AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB	1LHND|2AART|3CDMG|4RPLT|5MDPS|6VULN|7RCR|8DMG|9ZMB|aASPD
54	51162 11232	   	191.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1ZMB	1CDMG|2VULN|3LWND|4AART|5AAC|6DMG|7RCR|8FEWX|9ASPD|aZMB
55	51162 11332	   	191.70	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1ZMB	1CDMG|2VULN|3LWND|4AART|5AAC|6DMG|7RCR|8LEGI|9ASPD|aZMB
56	51562 11232	   	191.70	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1AAC|1ZMB	1CDMG|2VULN|3LEGI|4AART|5AAC|6DMG|7RCR|8FEWX|9ASPD|aZMB
57	51562 11332	   	191.70	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1ZMB	1CDMG|2VULN|3LEGI|4AART|5AAC|6DMG|7RCR|8LHND|9ASPD|aZMB
58	36253 31511	   	191.64	DCR|3DMG|2VULN|1ZMB|1DUR	1FEWX|2ERES|35aDMG|4ZMB|69VULN|7DUR|8RCR
59	13231 42522	   	191.49	DCR|3ASPD|1AART|1DMG|1CDMG|1AAC|1DUR	1RMIN|2DUR|3DMG|4CDMG|569ASPD|7AART|8RCR|aAAC
60	13231 42521	   	191.24	DCR|3ASPD|1AART|1DMG|1CDMG|1DUR	1RMIN|2DUR|3DMG|4CDMG|569ASPD|7AART|8RCR|aCGEN
61	13231 42524	   	191.24	DCR|3ASPD|1AART|1DMG|1CDMG|1DUR	1RMIN|2DUR|3DMG|4CDMG|569ASPD|7AART|8RCR|aBELT
62	13231 42526	   	191.24	DCR|3ASPD|1AART|1DMG|1CDMG|1DUR	1RMIN|2DUR|3DMG|4CDMG|569ASPD|7AART|8RCR|aBEXP
63	13231 42523	   	191.14	DCR|3ASPD|1AART|1DMG|1CDMG|1DUR	1RMIN|2DUR|3DMG|4CDMG|569ASPD|7AART|8RCR|aDUST
64	13212 64511	   	191.06	DCR|2VULN|2DMG|1ASPD|2DUR	1RMIN|27DUR|3aDMG|4LWND|59VULN|6ASPD|8RCR
65	53122 26223	   	190.97	DCR|3VULN|1ASPD|1CDMG|1ZMB|1SPLREG|1SELL	1CDMG|2SELL|3DMSP|47aVULN|5SPLREG|6ASPD|8RCR|9ZMB
66	23212 64511	   	190.96	DCR|2VULN|2DMG|1ASPD|2DUR|1AAC	1AAC|27DUR|3aDMG|4LWND|59VULN|6ASPD|8RCR
67	23232 64511	   	190.86	DCR|2VULN|2DMG|1ASPD|2DUR|1AAC	1AAC|27DUR|3aDMG|4DUST|59VULN|6ASPD|8RCR
68	52166 13223	 * 	190.75	DCR|3DMG|1AART|1VULN|1CDMG	1CDMG|236LWND|4AART|56aDMG|6BPWR|7LEGI|8VULN|9RCR
69	31642 33224	   	190.26	DCR|2VULN|2ASPD|1AART|1DUR	1FEWX|2aMLV|3ERES|4DUR|5aVULN|6RCR|7SNIFST|8aASPD|9AART|aBPWR
70	13233 42525	   	190.23	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1RMIN|2DUR|3DMG|4CDMG|5RCVC|6ERES|7AART|8RCR|9ASPD|aVULN
71	23345 13252	 * 	190.08	DCR|4VULN|1DMG|1AAC|1ZMB|1DUR	1AAC|2DUR|3BELT|478aVULN|5ZMB|6DMG|9RCR
72	43233 31642	   	189.91	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1DUR	1LHND|2AART|3MDPS|46VULN|5ASPD|7DUR|8DMG|9RCR|aLWND
73	43233 31643	   	189.91	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1DUR	1LHND|2AART|3MDPS|46VULN|5ASPD|7DUR|8DMG|9RCR|aLIT
74	43233 11641	   	189.91	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1DUR	1LHND|2AART|3MDPS|4aVULN|5ASPD|6AELBLL|7DUR|8DMG|9RCR
75	13231 16154	 * 	189.86	1SPLARM|2VULN|2ASPD|1AART|2CDMG|1DMG|2DUR	1RMIN|2aDUR|3DMG|4aCDMG|59ASPD|6AART|7SPLARM|8aVULN|aBPWR
76	51152 62213	   	189.82	DCR|4VULN|1NUKE|1CDMG	1CDMG|2457VULN|3LWND|6RCVC|8BEXP|9RCR|aNUKE
77	34232 34336	   	189.77	DCR|3VULN|1MDPS|2ASPD|1DMG	1FEWX|28ASPD|3DMG|4DUST|57aVULN|6MDPS|9RCR
78	13212 64513	   	189.72	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	1RMIN|27DUR|3DMG|4LWND|59VULN|6ASPD|8RCR|aCDMG
79	51522 62213	   	189.72	DCR|4VULN|1NUKE|1CDMG	1CDMG|2457VULN|3LEGI|6RCVC|8BEXP|9RCR|aNUKE
80	13262 17614	   	189.68	DCR|3VULN|1AART|1DMG|1DUR	1RMIN|2DUR|3DMG|4MBVNT|579VULN|6CGEN|8RCR|aAART
81	51162 11143	 * 	189.65	DCR|1VULN|1AART|2CDMG|1DMG|1NUKE|1AAC	18CDMG|2VULN|3LWND|4AART|5AAC|6DMG|7RCR|9RCVC|aNUKE
82	23212 64513	   	189.62	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR|1AAC	1AAC|27DUR|3DMG|4LWND|59VULN|6ASPD|8RCR|aCDMG
83	23232 64513	   	189.52	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|2DUR	1AAC|27DUR|3DMG|4DUST|59VULN|6ASPD|8RCR|aCDMG
84	34231 56222	   	189.51	DCR|2AART|2ASPD|1VULN|1DMG	1FEWX|29ASPD|3DMG|4DUST|56AART|7VULN|8BEXP|aRCR
85	23261 36122	   	189.50	DCR|2AART|1VULN|1ASPD|1DMG|1AAC|1DUR	1AAC|2DUR|3DMG|4MBVNT|56AART|7RCR|8LWND|9ASPD|aVULN
86	23261 36821	   	189.50	DCR|2AART|1VULN|1ASPD|1DMG|1AAC|1DUR	1AAC|2DUR|3DMG|4MBVNT|56AART|7RCR|8VULN|9ASPD|aMLV
87	23261 36824	   	189.50	DCR|2AART|1VULN|1ASPD|1DMG|1AAC|1DUR	1AAC|2DUR|3DMG|4MBVNT|56AART|7RCR|8VULN|9ASPD|aLWND
88	23261 36823	   	189.40	DCR|2AART|1VULN|1ASPD|1DMG|1AAC|1DUR|1MSE	1AAC|2DUR|3DMG|4MBVNT|56AART|7RCR|8VULN|9ASPD|aMSE
89	51152 53213	   	189.40	DCR|4VULN|1NUKE|1CDMG	1CDMG|2456VULN|3LWND|7RCVC|8BEXP|9RCR|aNUKE
90	52163 33162	   	189.32	DCR|2VULN|1AART|2CDMG|1DMG	1aCDMG|23LWND|4AART|5aTLV|6DMG|7RCR|8CGEN|9aVULN|aBPWR
91	51522 53213	   	189.30	DCR|4VULN|1NUKE|1CDMG	1CDMG|2456VULN|3LEGI|7RCVC|8BEXP|9RCR|aNUKE
92	53215 12333	 * 	189.19	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1SELL	1CDMG|2SELL|3DUST|4RPLT|57VULN|6RCR|8DMG|9ASPD|aMDPS
93	53122 25511	   	189.17	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR|1SPLREG|1SELL	1CDMG|2SELL|3DMSP|4aVULN|5SPLREG|6ASPD|7DMG|8DUR|9RCR
94	34315 15321	   	188.99	DCR|2DMG|2ASPD|1VULN|1ZMB	1FEWX|29ASPD|3RCVC|4RPLT|5VULN|6RCR|7aDMG|8ZMB
95	13231 42542	   	188.98	DCR|2ASPD|1AART|1DMG|1CDMG|1ZMB|1DUR	1RMIN|2DUR|3DMG|4CDMG|56ASPD|7AART|8RCR|9ZMB|aRCVC
96	34241 16112	   	188.95	DCR|2AART|1VULN|1ASPD|1DMG|2DUR	1FEWX|2ASPD|3DMG|46DUR|59AART|7VULN|8LWND|aRCR
97	51162 11133	 * 	188.90	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|1AAC	18CDMG|2VULN|3LWND|4AART|5AAC|6DMG|7RCR|9ASPD|aLHND
98	51162 11134	   	188.90	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|1AAC	18CDMG|2VULN|3LWND|4AART|5AAC|6DMG|7RCR|9ASPD|aMLV
99	51162 11135	   	188.90	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|1AAC	18CDMG|2VULN|3LWND|4AART|5AAC|6DMG|7RCR|9ASPD|aLIT
100	51162 11136	   	188.90	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|1AAC	18CDMG|2VULN|3LWND|4AART|5AAC|6DMG|7RCR|9ASPD|aBEXP
101	23223 62525	   	188.87	DCR|2DMG|1VULN|1AART|1ASPD|1AAC|1DUR|1SELL	1AAC|2DUR|35DMG|4RMIN|6SELL|7AART|8RCR|9ASPD|aVULN
102	51162 11131	   	188.80	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|1AAC	18CDMG|2VULN|3LWND|4AART|5AAC|6DMG|7RCR|9ASPD|aMBVNT
103	51162 11132	   	188.80	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|1AAC	18CDMG|2VULN|3LWND|4AART|5AAC|6DMG|7RCR|9ASPD|aAIRARM
104	51562 11133	   	188.80	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|1AAC	18CDMG|2VULN|3LEGI|4AART|5AAC|6DMG|7RCR|9ASPD|aLWND
105	51562 11131	   	188.70	DCR|1AART|1VULN|2CDMG|1ASPD|1DMG|1AAC	18CDMG|2VULN|3LEGI|4AART|5AAC|6DMG|7RCR|9ASPD|aMBVNT
106	51562 11132	   	188.70	DCR|1AART|1VULN|2CDMG|1ASPD|1DMG|1AAC	18CDMG|2VULN|3LEGI|4AART|5AAC|6DMG|7RCR|9ASPD|aAIRARM
107	34242 34313	   	188.68	DCR|2VULN|1MDPS|2ASPD|1DMG|1ZMB|1DUR	1FEWX|28ASPD|3DMG|4DUR|57VULN|6MDPS|9ZMB|aRCR
108	13231 42541	   	188.55	DCR|2ASPD|1AART|1DMG|1CDMG|1ZMB|1DUR	1RMIN|2DUR|3DMG|4CDMG|56ASPD|7AART|8RCR|9ZMB|aLEGI
109	13231 42543	   	188.55	DCR|2ASPD|1AART|1DMG|1CDMG|1ZMB|1DUR|1MSE	1RMIN|2DUR|3DMG|4CDMG|56ASPD|7AART|8RCR|9ZMB|aMSE
110	13253 12224	   	188.43	DCR|2DMG|1VULN|1ASPD|2DUR|2ZMB	1RMIN|27DUR|37DMG|4RPLT|57ZMB|6RCR|7BPWR|8LHND|9ASPD|aVULN
111	13253 12524	   	188.33	DCR|2DMG|1VULN|1ASPD|2DUR|2ZMB	1RMIN|27DUR|37DMG|4RPLT|57ZMB|6RCR|7BPWR|8DUST|9ASPD|aVULN
112	43111 21116	   	188.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1LHND|2AART|3CDMG|4DMSP|56VULN|7MULARM|8RCR|9DUR|aASPD
113	52161 21116	   	188.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1CDMG|23LWND|4AART|56VULN|7MULARM|8RCR|9DUR|aASPD
114	53215 12335	   	188.13	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR|1SELL	1CDMG|2SELL|3DUST|4RPLT|57VULN|6RCR|8DMG|9ASPD|aDUR
115	51151 16232	   	188.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1CDMG|24VULN|3LWND|5ASPD|6DUR|7DUST|8RCR|9BEXP|aAART
116	34212 31313	   	188.07	DCR|3VULN|1MDPS|2ASPD|1DMG	19FEWX|29ASPD|3DMG|4LWND|589VULN|6MDPS|7RMIN|9BPWR|aRCR
117	34212 34413	   	188.07	DCR|3VULN|1MDPS|2ASPD|1DMG	19FEWX|29ASPD|3DMG|4LWND|579VULN|6MDPS|8RMIN|9BPWR|aRCR
118	13563 13261	   	188.07	DCR|1SPLARM|2VULN|1AART|1DMG|1DUR	16RMIN|2DUR|3SPLARM|4AART|5DMG|7RCVC|8RCR|9aVULN
119	13211 46632	   	188.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1RMIN|2DUR|3DMG|4LWND|5AART|6CGEN|7ASPD|89VULN|aRCR
120	34212 34313	   	187.97	DCR|3VULN|1MDPS|2ASPD|1DMG|1AAC	19FEWX|29ASPD|3DMG|4LWND|579VULN|6MDPS|8AAC|9BPWR|aRCR
121	64212 34313	   	187.97	DCR|3VULN|1MDPS|2ASPD|1DMG|1AAC	19BEXP|29ASPD|3DMG|4LWND|579VULN|6MDPS|8AAC|9BPWR|aRCR
122	34231 16512	   	187.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1FEWX|2ASPD|3DMG|4DUST|5AART|6DUR|78VULN|9DMSP|aRCR
123	51162 11423	 * 	187.81	DCR|2AART|1VULN|1DMG|1CDMG|1AAC|1ZMB	1CDMG|2VULN|3LWND|4aAART|5AAC|6DMG|7RCR|8MULFIG|9ZMB
124	34231 16532	   	187.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1FEWX|2ASPD|3DMG|49DUST|5AART|6DUR|78VULN|aRCR
125	51112 52213	   	187.79	DCR|4VULN|1NUKE|1CDMG	1CDMG|2567VULN|34LWND|8BEXP|9RCR|aNUKE
126	52142 52213	   	187.79	DCR|4VULN|1NUKE|1CDMG	1CDMG|23LWND|4567VULN|8BEXP|9RCR|aNUKE
127	13212 34541	   	187.68	DCR|3VULN|1MDPS|1AART|1DMG|1DUR	1RMIN|2DUR|3DMG|4LWND|57aVULN|6MDPS|8AART|9RCR
128	43233 31441	   	187.68	DCR|3VULN|1MDPS|1AART|1ASPD|1DUR	1LHND|2AART|3MDPS|46aVULN|5ASPD|7DUR|8RMIN|9RCR
129	43233 31141	   	187.58	DCR|3VULN|1MDPS|1AART|1ASPD|1DUR	1LHND|2AART|3MDPS|46aVULN|5ASPD|7DUR|8ERES|9RCR
130	34236 62221	 * 	187.50	DCR|2DMG|2ASPD|1VULN|1CDMG	1FEWX|29ASPD|3aDMG|4DUST|5AME|6CDMG|7VULN|8RCR
131	13212 62511	   	187.42	DCR|2VULN|2DMG|1ASPD|1DUR	1RMIN|2DUR|3aDMG|4LWND|59VULN|6ASPD|7RCVC|8RCR
132	31242 62511	   	187.42	DCR|2VULN|2DMG|1ASPD|1DUR	1FEWX|2MLV|3aDMG|4DUR|59VULN|6ASPD|7RCVC|8RCR
133	34242 12511	   	187.42	DCR|2VULN|2DMG|1ASPD|1DUR	1FEWX|2ASPD|3aDMG|4DUR|59VULN|6CGEN|7RCVC|8RCR
134	34235 62221	   	187.40	DCR|2DMG|2ASPD|1VULN|1CDMG	1FEWX|29ASPD|3aDMG|4DUST|5ERES|6CDMG|7VULN|8RCR
135	23212 62511	   	187.32	DCR|2VULN|2DMG|1ASPD|1AAC|1DUR	1AAC|2DUR|3aDMG|4LWND|59VULN|6ASPD|7RCVC|8RCR
136	34246 13113	   	187.26	DCR|2VULN|2DMG|1ASPD|2DUR	1FEWX|2ASPD|39DMG|49DUR|5AME|69VULN|7BEXP|8LHND|9BPWR|aRCR
137	23232 35441	 * 	187.23	DCR|2VULN|2DMG|1MDPS|1AART|1AAC|1DUR	1AAC|2DUR|38DMG|4DUST|5aVULN|6MDPS|7AART|9RCR
138	23232 62511	   	187.22	DCR|2VULN|2DMG|1ASPD|1AAC|1DUR	1AAC|2DUR|3aDMG|4DUST|59VULN|6ASPD|7RCVC|8RCR
139	34315 12632	   	187.20	DCR|2VULN|1AART|1ASPD|1CDMG	1FEWX|2ASPD|3RCVC|4RPLT|57VULN|6RCR|8CDMG|9AME|aAART
140	34245 13113	   	187.16	DCR|2VULN|2DMG|1ASPD|2DUR	1FEWX|2ASPD|39DMG|49DUR|5ERES|69VULN|7BEXP|8LHND|9BPWR|aRCR
141	34241 16222	   	187.09	DCR|2ASPD|1VULN|1AART|1DMG|2DUR	1FEWX|29ASPD|3DMG|46DUR|5AART|7VULN|8BEXP|aRCR
142	13212 64531	   	186.93	DCR|2DMG|1VULN|1ASPD|1CDMG|2DUR	1RMIN|27DUR|3aDMG|4LWND|5VULN|6ASPD|8RCR|9CDMG
143	23212 64531	   	186.83	DCR|2DMG|1VULN|1ASPD|1CDMG|2DUR|1AAC	1AAC|27DUR|3aDMG|4LWND|5VULN|6ASPD|8RCR|9CDMG
144	34231 52131	 * 	186.76	DCR|3DMG|2AART|1ASPD	1FEWX|2ASPD|37aDMG|4DUST|56AART|8BELT|9RCR
145	64231 52131	   	186.76	DCR|3DMG|2AART|1ASPD	1BEXP|2ASPD|37aDMG|4DUST|56AART|8BELT|9RCR
146	23232 64531	   	186.73	DCR|2DMG|1VULN|1ASPD|1CDMG|1AAC|2DUR	1AAC|27DUR|3aDMG|4DUST|5VULN|6ASPD|8RCR|9CDMG
147	51121 62523	 * 	186.13	DCR|2VULN|2AART|1CDMG|1ZMB	1CDMG|25VULN|3LWND|4BASFIG|6aAART|7FEWX|8RCR|9ZMB
148	43233 25341	 * 	186.09	DCR|2VULN|1MDPS|2ASPD|1AART|1ZMB	1LHND|2AART|3MDPS|4aVULN|57ASPD|6ZMB|8BEXP|9RCR
149	13212 62513	   	186.09	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1RMIN|2DUR|3DMG|4LWND|59VULN|6ASPD|7RCVC|8RCR|aCDMG
150	13212 62535	   	186.09	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1RMIN|2DUR|3DMG|4LWND|5aVULN|6ASPD|7RCVC|8RCR|9CDMG
151	31242 62513	   	186.09	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1FEWX|2MLV|3DMG|4DUR|59VULN|6ASPD|7RCVC|8RCR|aCDMG
152	34242 12513	   	186.09	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1FEWX|2ASPD|3DMG|4DUR|59VULN|6CGEN|7RCVC|8RCR|aCDMG
153	31241 32264	   	186.02	DCR|2VULN|2AART|1DMG|1DUR	1FEWX|2MLV|3DMG|4DUR|56AART|7aVULN|8BEXP|9RCR
154	51162 11512	   	186.00	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1SELL	1CDMG|2VULN|3LWND|4AART|5AAC|6DMG|7RCR|8ASPD|9SELL|aMDPS
