0	Index      	 *	Score 	Summary	Detail	
1	51233 52116	 * 	282.72	DCR|2LIT|2VULN|3ASPD|1MLV	1aLIT|2DMSP|358ASPD|47VULN|6RCR|9MLV
28	52143 42322	   	264.32	ACR|2LIT|3VULN|1MLV|1DMG|1SELL	16LIT|2RCR|3CGEN|4DMG|5MLV|789VULN|aSELL
29	51231 13321	   	264.26	DCR|3LIT|3VULN|1ASPD	168LIT|2DMSP|3ASPD|49aVULN|5ERES|7RCR
30	51231 13525	   	264.26	DCR|3LIT|3VULN|1ASPD	169LIT|2DMSP|3ASPD|49aVULN|589ERES|7RCR|9BPWR
31	51231 23321	   	264.26	DCR|3LIT|3VULN|1ASPD	168LIT|2DMSP|3ASPD|49aVULN|56ERES|6BPWR|7RCR
32	55231 13321	   	264.26	DCR|3LIT|3VULN|1ASPD	168LIT|2RCVC|3ASPD|49aVULN|5ERES|7RCR
33	55231 23321	   	264.26	DCR|3LIT|3VULN|1ASPD	168LIT|2RCVC|3ASPD|49aVULN|56ERES|6BPWR|7RCR
34	51116 51321	 * 	264.16	ACR|3LIT|5VULN	178LIT|2DMSP|3RCR|47LWND|5679aVULN|7BPWR
35	51234 41323	   	263.31	DCR|2LIT|3VULN|1AART|1ASPD	16LIT|2DMSP|3ASPD|489VULN|5BEXP|7RCR|aAART
36	51236 41323	   	263.31	DCR|2LIT|3VULN|1AART|1ASPD	16LIT|2DMSP|3ASPD|489VULN|5FEWX|7RCR|aAART
37	51143 42322	   	262.77	ACR|2LIT|3VULN|1MLV|1NUKE	16LIT|2DMSP|3RCR|4BEXP|5MLV|789VULN|aNUKE
38	51153 42322	   	262.67	ACR|2LIT|3VULN|1MLV|1NUKE|1DUR	16LIT|2DMSP|3RCR|4DUR|5MLV|789VULN|aNUKE
39	43642 31322	 * 	262.50	DCR|3VULN|1LIT|1MLV|1NUKE	16ERES|289VULN|3CGEN|4MLV|5LIT|7RCR|aNUKE
40	52412 23136	 * 	262.39	ACR|2LIT|2VULN|1MLV|1DMG|2CDMG	17LIT|2RCR|3aCDMG|45VULN|6DMG|8MLV|9TLV
41	52412 23163	   	262.39	ACR|2LIT|2VULN|1MLV|2CDMG|1DMG	17LIT|2RCR|3aCDMG|45VULN|6DMG|8MLV|9LHND
42	52412 23363	   	262.39	ACR|2LIT|2VULN|1MLV|2CDMG|1DMG	17LIT|2RCR|3aCDMG|45VULN|6DMG|8LWND|9MLV
43	52412 23113	   	262.29	ACR|2LIT|2VULN|1MLV|2CDMG|1DMG	17LIT|2RCR|3aCDMG|45VULN|6DMG|8MLV|9DUST
44	52412 23263	   	262.29	ACR|2LIT|2VULN|1MLV|2CDMG|1DMG|1DUR	17LIT|2RCR|3aCDMG|45VULN|6DMG|8DUR|9MLV
45	51231 13521	 * 	262.18	DCR|3LIT|2VULN|1DMG|1ASPD	169LIT|2DMSP|3ASPD|49VULN|589ERES|7RCR|9BPWR|aDMG
46	55231 13521	   	262.18	DCR|3LIT|2VULN|1DMG|1ASPD	169LIT|2RCVC|3ASPD|49VULN|589ERES|7RCR|9BPWR|aDMG
47	52343 51312	   	262.00	ACR|3LIT|3VULN|1MLV	157LIT|2RCR|37LWND|467VULN|7BPWR|8MLV|9BEXP|aFEWX
48	52343 51322	   	262.00	ACR|3LIT|3VULN|1MLV	157LIT|2RCR|379LWND|467VULN|7BPWR|8MLV|aBEXP
49	52343 51333	   	262.00	ACR|3LIT|3VULN|1MLV	157LIT|2RCR|37LWND|467VULN|7BPWR|8MLV|9DMSP|aRMIN
50	52343 51311	   	261.90	ACR|3LIT|3VULN|1MLV	157LIT|2RCR|37LWND|467VULN|7BPWR|8MLV|9BEXP|aERES
51	52343 51323	   	261.90	ACR|3LIT|3VULN|1MLV|1DUR	157LIT|2RCR|379LWND|467VULN|7BPWR|8MLV|aDUR
52	52343 51331	   	261.90	ACR|3LIT|3VULN|1MLV	157LIT|2RCR|37LWND|467VULN|7BPWR|8MLV|9DMSP|aDUST
53	52412 32133	 * 	261.39	ACR|4VULN|1LIT|1MLV|1CDMG	1LIT|2RCR|3CDMG|4569VULN|7LWND|8MLV|aZMB
54	51233 52325	   	261.31	DCR|2LIT|3VULN|2ASPD	1aLIT|2DMSP|35ASPD|479VULN|6RCR|8LWND
55	51233 52421	   	261.31	DCR|2LIT|3VULN|2ASPD	19LIT|2DMSP|35ASPD|479VULN|6RCR|89ERES|9BPWR|aLWND
56	51233 52423	   	261.31	DCR|2LIT|3VULN|2ASPD	19LIT|2DMSP|35ASPD|479VULN|6RCR|89ERES|9BPWR|aRCVC
57	51233 52532	   	261.31	DCR|2LIT|3VULN|2ASPD	19LIT|2DMSP|35ASPD|478VULN|6RCR|aFEWX
58	51233 52533	   	261.31	DCR|2LIT|3VULN|2ASPD	19LIT|2DMSP|35ASPD|478VULN|6RCR|aLHND
59	51213 52325	   	261.21	DCR|2LIT|3VULN|2ASPD	1aLIT|2DMSP|35ASPD|4LEGI|6RCR|789VULN
60	51233 52422	   	261.21	DCR|2LIT|3VULN|2ASPD|1DUR	19LIT|2DMSP|35ASPD|479VULN|6RCR|89ERES|9BPWR|aDUR
61	51233 52531	   	261.21	DCR|2LIT|3VULN|2ASPD	19LIT|2DMSP|35ASPD|478VULN|6RCR|aERES
62	51234 11252	 * 	261.08	DCR|2LIT|3DMG|1VULN|2ASPD	17LIT|2DMSP|37ASPD|4VULN|5aBEXP|678DMG|7BPWR|9RCR
63	51234 11251	   	260.98	DCR|2LIT|3DMG|1VULN|2ASPD	17LIT|2DMSP|37ASPD|4VULN|5BEXP|678DMG|7BPWR|9RCR|aMBVNT
64	51235 11614	   	260.98	DCR|2LIT|3DMG|1VULN|2ASPD	17LIT|2DMSP|37ASPD|4VULN|5LHND|67aDMG|7BPWR|8MBVNT|9RCR
65	51116 51323	   	260.92	ACR|3LIT|4VULN|1ASPD	178LIT|2DMSP|3RCR|47LWND|5679VULN|7BPWR|aASPD
66	51235 11333	 * 	260.92	DCR|3LIT|2DMG|1VULN|2ASPD	178LIT|2DMSP|37ASPD|4VULN|5LHND|67DMG|7BPWR|9LWND|aRCR
67	51235 11343	   	260.92	DCR|3LIT|2DMG|1VULN|2ASPD	178LIT|2DMSP|37ASPD|4VULN|5LHND|67DMG|7BPWR|9FEWX|aRCR
68	51236 11333	   	260.92	DCR|3LIT|2DMG|1VULN|2ASPD	178LIT|2DMSP|37ASPD|4VULN|5FEWX|67DMG|7BPWR|9LWND|aRCR
69	51236 11363	   	260.92	DCR|3LIT|2DMG|1VULN|2ASPD	178LIT|2DMSP|37ASPD|4VULN|5FEWX|67DMG|7BPWR|9LHND|aRCR
70	55235 11333	   	260.92	DCR|3LIT|2DMG|1VULN|2ASPD	178LIT|2RCVC|37ASPD|4VULN|5LHND|67DMG|7BPWR|9LWND|aRCR
71	55236 11333	   	260.92	DCR|3LIT|2DMG|1VULN|2ASPD	178LIT|2RCVC|37ASPD|4VULN|5FEWX|67DMG|7BPWR|9LWND|aRCR
72	51236 11353	   	260.82	DCR|3LIT|2DMG|1VULN|2ASPD	178LIT|2DMSP|37ASPD|4VULN|5FEWX|67DMG|7BPWR|9DUST|aRCR
73	51233 23365	   	260.46	DCR|3LIT|1VULN|1MLV|2ASPD	18aLIT|2DMSP|35ASPD|4VULN|6ERES|7RCR|9MLV
74	51116 51332	   	260.20	ACR|3LIT|3VULN|1MLV	178LIT|2DMSP|3RCR|479LWND|567VULN|7BPWR|aMLV
75	51161 22211	   	259.90	ACR|3LIT|3VULN|1MLV	18aLIT|2DMSP|3RCR|458ERES|678VULN|8BPWR|9MLV
76	55161 22211	   	259.90	ACR|3LIT|3VULN|1MLV	18aLIT|2RCVC|3RCR|458ERES|678VULN|8BPWR|9MLV
77	52143 11312	 * 	259.82	ACR|3LIT|1VULN|1MLV|2ASPD|1DMG	179LIT|2RCR|37CGEN|4DMG|5MLV|67ASPD|7BPWR|8BELT|aVULN
78	52543 11322	   	259.82	ACR|3LIT|1VULN|1MLV|2ASPD|1DMG	178LIT|2RCR|37TLV|4DMG|5MLV|67ASPD|7BPWR|9VULN|aCGEN
79	52543 11323	   	259.82	ACR|3LIT|1VULN|1MLV|2ASPD|1DMG	178LIT|2RCR|37TLV|4DMG|5MLV|67ASPD|7BPWR|9VULN|aRMIN
80	52543 11321	   	259.72	ACR|3LIT|1VULN|1MLV|2ASPD|1DMG	178LIT|2RCR|37TLV|4DMG|5MLV|67ASPD|7BPWR|9VULN|aERES
81	63423 32315	 * 	259.58	DCR|2LIT|2VULN|1MLV|1DMG|1SELL	1BEXP|2RPLT|38LIT|4DMG|5SELL|67VULN|9RCR|aMLV
82	51233 55211	 * 	259.24	DCR|2LIT|2VULN|2ASPD|1DMG	1aLIT|2DMSP|35ASPD|4aVULN|6RCR|7DMG|8CGEN|9aBLASTR|aBPWR
83	51233 55313	   	259.24	DCR|2LIT|2VULN|2ASPD|1DMG	18LIT|2DMSP|35ASPD|4aVULN|6RCR|7DMG|9BEXP
84	51242 42252	   	259.03	DCR|1LIT|2VULN|1MLV|1AART|1ASPD	1LIT|2DMSP|3ASPD|4ZMB|5MBVNT|6RCR|7MLV|89VULN|aAART
85	51233 52524	   	258.41	DCR|3VULN|1LIT|2ASPD|1DMG	1LIT|2DMSP|35ASPD|478VULN|6RCR|9MBVNT|aDMG
86	51231 13326	   	258.37	DCR|3LIT|2VULN|1AART|1ASPD	168LIT|2DMSP|3ASPD|49VULN|5ERES|7RCR|aAART
87	51231 23326	   	258.37	DCR|3LIT|2VULN|1AART|1ASPD	168LIT|2DMSP|3ASPD|49VULN|56ERES|6BPWR|7RCR|aAART
88	55231 13326	   	258.37	DCR|3LIT|2VULN|1AART|1ASPD	168LIT|2RCVC|3ASPD|49VULN|5ERES|7RCR|aAART
89	55231 23326	   	258.37	DCR|3LIT|2VULN|1AART|1ASPD	168LIT|2RCVC|3ASPD|49VULN|56ERES|6BPWR|7RCR|aAART
90	52342 51132	   	258.35	ACR|2LIT|3VULN|1MLV|1ASPD	17LIT|2RCR|357LWND|467VULN|7BPWR|8ASPD|9CGEN|aMLV
91	51123 24251	 * 	258.22	ACR|2LIT|2VULN|1FLTARM|1MLV	16LIT|2DMSP|3RCR|4SPLARM|5RCVC|78VULN|9MLV|aFLTARM
92	52412 32126	   	258.15	ACR|2LIT|3VULN|1MLV|1CDMG	1aLIT|2RCR|3CDMG|456VULN|7LWND|8MLV|9RPLT
93	52415 32131	   	258.15	ACR|2LIT|3VULN|1MLV|1CDMG	15LIT|2RCR|3CDMG|469VULN|7aLWND|8MLV
94	52462 32131	   	258.15	ACR|2LIT|3VULN|1MLV|1CDMG	14LIT|2RCR|3CDMG|569VULN|7aLWND|8MLV
95	52412 31213	   	258.05	ACR|2LIT|3VULN|1MLV|1CDMG	18LIT|2RCR|3CDMG|456VULN|7CANTOX|9LWND|aMLV
96	52415 32132	   	258.05	ACR|2LIT|3VULN|1MLV|1CDMG	15LIT|2RCR|3CDMG|469VULN|7LWND|8MLV|aERES
97	52462 32132	   	258.05	ACR|2LIT|3VULN|1MLV|1CDMG	14LIT|2RCR|3CDMG|569VULN|7LWND|8MLV|aERES
98	52241 51132	   	257.95	ACR|2LIT|3VULN|1MLV|1ASPD	17LIT|2RCR|357DUST|467VULN|7BPWR|8ASPD|9NUKE|aMLV
99	52412 31243	   	257.95	ACR|2LIT|3VULN|1MLV|1CDMG	18LIT|2RCR|3CDMG|456VULN|7CANTOX|9DUST|aMLV
100	52412 21136	 * 	257.11	ACR|1LIT|2VULN|2DMG|1MLV|2CDMG	1LIT|2RCR|3aCDMG|45VULN|67DMG|8MLV|9TLV
101	52412 21163	   	257.11	ACR|1LIT|2VULN|2DMG|1MLV|2CDMG	1LIT|2RCR|3aCDMG|45VULN|67DMG|8MLV|9LHND
102	52412 21363	   	257.11	ACR|1LIT|2VULN|2DMG|1MLV|2CDMG	1LIT|2RCR|3aCDMG|45VULN|67DMG|8LWND|9MLV
103	53113 41242	   	257.01	DCR|2LIT|2VULN|1MLV|1CDMG	16LIT|2LHND|3CGEN|4RMIN|5MLV|7RCR|89VULN|aCDMG
104	52412 21113	   	257.01	ACR|1LIT|2VULN|2DMG|1MLV|2CDMG	1LIT|2RCR|3aCDMG|45VULN|67DMG|8MLV|9DUST
105	52412 21263	   	257.01	ACR|1LIT|2VULN|2DMG|1MLV|2CDMG|1DUR	1LIT|2RCR|3aCDMG|45VULN|67DMG|8DUR|9MLV
106	41112 41343	   	256.91	DCR|2LIT|2VULN|1MLV|1CDMG	1ERES|2MLV|3LHND|4CGEN|56LIT|7RCR|89VULN|aCDMG
107	51231 13463	   	256.91	DCR|2LIT|2VULN|1MLV|1ASPD	16LIT|2DMSP|3ASPD|4aVULN|5ERES|7RCR|8RPLT|9MLV
108	51231 23463	   	256.91	DCR|2LIT|2VULN|1MLV|1ASPD	16LIT|2DMSP|3ASPD|4aVULN|56ERES|6BPWR|7RCR|8RPLT|9MLV
109	52412 31233	   	256.91	ACR|3LIT|3VULN|1ASPD|1CDMG	189LIT|2RCR|3CDMG|456VULN|7CANTOX|aASPD
110	52415 31213	   	256.91	ACR|3LIT|3VULN|1ASPD|1CDMG	158LIT|2RCR|3CDMG|469VULN|7CANTOX|aASPD
111	52462 31213	   	256.91	ACR|3LIT|3VULN|1ASPD|1CDMG	148LIT|2RCR|3CDMG|569VULN|7CANTOX|aASPD
112	11142 41243	   	256.81	DCR|2LIT|2VULN|1MLV|1CDMG	12DUST|2BPWR|3LHND|4MLV|56LIT|7RCR|89VULN|aCDMG
113	51233 51316	   	256.67	DCR|3LIT|2VULN|2ASPD	18aLIT|2DMSP|35ASPD|4aVULN|6RCR|7RMIN|9aBEXP|aBPWR
114	52543 11223	   	256.18	ACR|2LIT|1VULN|1MLV|2ASPD|1DMG|1CDMG	17LIT|2RCR|37TLV|4DMG|5MLV|67ASPD|7BPWR|8CGEN|9VULN|aCDMG
115	52143 42333	   	256.08	ACR|2LIT|2VULN|1MLV|1DMG|1CDMG	16LIT|2RCR|3CGEN|4DMG|5MLV|78VULN|9FEWX|aCDMG
116	52412 23131	   	256.08	ACR|2LIT|2VULN|1MLV|1DMG|1CDMG	17LIT|2RCR|3CDMG|45VULN|6DMG|8MLV|9TLV|aLWND
117	52412 23132	   	256.08	ACR|2LIT|2VULN|1MLV|1DMG|1CDMG	17LIT|2RCR|3CDMG|45VULN|6DMG|8MLV|9aTLV
118	52412 23134	   	256.08	ACR|2LIT|2VULN|1MLV|1DMG|1CDMG	17LIT|2RCR|3CDMG|45VULN|6DMG|8MLV|9TLV|aLHND
119	52412 23151	   	256.08	ACR|2LIT|2VULN|1MLV|1DMG|1CDMG	17LIT|2RCR|3CDMG|45VULN|6DMG|8MLV|9RCVC|aFLTHEA
120	52412 23152	   	256.08	ACR|2LIT|2VULN|1MLV|1DMG|1CDMG	17LIT|2RCR|3CDMG|45VULN|6DMG|8MLV|9RCVC|aBEXP
121	52412 23162	   	256.08	ACR|2LIT|2VULN|1MLV|1DMG|1CDMG	17LIT|2RCR|3CDMG|45VULN|6DMG|8MLV|9LHND|aFEWX
122	52412 23325	   	256.08	ACR|2LIT|2VULN|1MLV|1DMG|1CDMG	17LIT|2RCR|3CDMG|45VULN|6DMG|8LWND|9RPLT|aMLV
123	52412 23362	   	256.08	ACR|2LIT|2VULN|1MLV|1DMG|1CDMG	17LIT|2RCR|3CDMG|45VULN|6DMG|8LWND|9MLV|aFEWX
124	52412 23631	   	256.08	ACR|2LIT|2VULN|1MLV|1DMG|1CDMG	17LIT|2RCR|3CDMG|45VULN|6DMG|8TLV|9MLV|aLWND
125	52412 23632	   	256.08	ACR|2LIT|2VULN|1MLV|1DMG|1CDMG	17LIT|2RCR|3CDMG|45VULN|6DMG|8aTLV|9MLV
126	52143 11523	   	256.08	ACR|2LIT|1VULN|1MLV|2ASPD|1DMG|1CDMG	17LIT|2RCR|37CGEN|4DMG|5MLV|67ASPD|7BPWR|8ERES|9VULN|aCDMG
127	52123 12121	 * 	256.01	ACR|3LIT|3VULN|2ASPD	169LIT|2RCR|34CGEN|59ASPD|7RCVC|89aVULN|9BPWR
128	52243 31152	   	255.98	ACR|2LIT|2VULN|1MLV|1DMG|1CDMG	18LIT|2RCR|3DUST|47VULN|5MLV|6RPLT|9DMG|aCDMG
129	52412 22126	   	255.98	ACR|2LIT|2VULN|1MLV|1DMG|1CDMG	1aLIT|2RCR|3CDMG|45VULN|6DMG|7CGEN|8MLV|9DUST
130	52412 23112	   	255.98	ACR|2LIT|2VULN|1MLV|1DMG|1CDMG	17LIT|2RCR|3CDMG|45VULN|6DMG|8MLV|9DUST|aFEWX
131	52412 23114	   	255.98	ACR|2LIT|2VULN|1MLV|1DMG|1CDMG	17LIT|2RCR|3CDMG|45VULN|6DMG|8MLV|9DUST|aCGEN
132	52412 23133	   	255.98	ACR|2LIT|2VULN|1MLV|1DMG|1CDMG	17LIT|2RCR|3CDMG|45VULN|6DMG|8MLV|9TLV|aMBVNT
133	52412 23135	   	255.98	ACR|2LIT|2VULN|1MLV|1DMG|1CDMG	17LIT|2RCR|3CDMG|45VULN|6DMG|8MLV|9TLV|aERES
134	52412 23225	   	255.98	ACR|2LIT|2VULN|1MLV|1DMG|1CDMG|1DUR	17LIT|2RCR|3CDMG|45VULN|6DMG|8DUR|9RPLT|aMLV
135	52412 23262	   	255.98	ACR|2LIT|2VULN|1MLV|1DMG|1CDMG|1DUR	17LIT|2RCR|3CDMG|45VULN|6DMG|8DUR|9MLV|aFEWX
136	52412 23633	   	255.98	ACR|2LIT|2VULN|1MLV|1DMG|1CDMG	17LIT|2RCR|3CDMG|45VULN|6DMG|8TLV|9MLV|aMBVNT
137	52412 51123	   	255.98	ACR|2LIT|2VULN|1MLV|1DMG|1CDMG	1aLIT|2RCR|3CDMG|45VULN|6ERES|7DMG|8MLV|9RPLT
138	52236 11522	   	255.91	ACR|3LIT|2MLV|1VULN|2ASPD|1AART	157LIT|2RCR|3DUST|47MLV|67ASPD|7BPWR|8VULN|9FEWX|aAART
139	51233 52112	   	255.90	DCR|1LIT|2VULN|3ASPD|1MLV	1LIT|2DMSP|358ASPD|47VULN|6RCR|9MLV|aLHND
140	51233 52113	   	255.90	DCR|1LIT|2VULN|3ASPD|1MLV	1LIT|2DMSP|358ASPD|47VULN|6RCR|9MLV|aRPLT
141	51233 52114	   	255.90	DCR|1LIT|2VULN|3ASPD|1MLV	1LIT|2DMSP|358ASPD|47VULN|6RCR|9MLV|aFEWX
142	55233 52112	   	255.90	DCR|1LIT|2VULN|3ASPD|1MLV	1LIT|2RCVC|358ASPD|47VULN|6RCR|9MLV|aLHND
143	55233 52113	   	255.90	DCR|1LIT|2VULN|3ASPD|1MLV	1LIT|2RCVC|358ASPD|47VULN|6RCR|9MLV|aRPLT
144	52412 23115	   	255.88	ACR|2LIT|2VULN|1MLV|1DMG|1CDMG|1DUR	17LIT|2RCR|3CDMG|45VULN|6DMG|8MLV|9DUST|aDUR
145	51233 52115	 * 	255.85	DCR|2MLV|1LIT|2VULN|3ASPD	1LIT|2DMSP|358ASPD|47VULN|6RCR|9aMLV
146	52236 11226	   	255.81	ACR|3LIT|2MLV|1VULN|2ASPD|1AART	157LIT|2RCR|38DUST|47MLV|67ASPD|7BPWR|9VULN|aAART
147	51233 52111	   	255.80	DCR|1LIT|2VULN|3ASPD|1MLV	1LIT|2DMSP|358ASPD|47VULN|6RCR|9MLV|aERES
148	51233 52125	   	255.80	DCR|1LIT|2VULN|3ASPD|1MLV	1LIT|2DMSP|358ASPD|47VULN|6RCR|9ERES|aMLV
149	55233 52111	   	255.80	DCR|1LIT|2VULN|3ASPD|1MLV	1LIT|2RCVC|358ASPD|47VULN|6RCR|9MLV|aERES
150	51233 53224	   	255.62	DCR|2LIT|2VULN|2ASPD|1AART	19LIT|2DMSP|35ASPD|49VULN|6RCR|789CGEN|9BPWR|aAART
151	53335 11323	   	255.36	DCR|3LIT|1VULN|1MLV|2ASPD	178LIT|257LHND|3LWND|4MLV|67ASPD|7BPWR|9VULN|aRCR
152	53336 11323	   	255.36	DCR|3LIT|1VULN|1MLV|2ASPD	178LIT|27LHND|35LWND|4MLV|67ASPD|7BPWR|9VULN|aRCR
153	53363 11323	   	255.36	DCR|3LIT|1VULN|1MLV|2ASPD	178LIT|247LHND|3LWND|5MLV|67ASPD|7BPWR|9VULN|aRCR
154	53513 11323	   	255.36	DCR|3LIT|1VULN|1MLV|2ASPD	178LIT|27LHND|3TLV|4RMIN|5MLV|67ASPD|7BPWR|9VULN|aRCR
155	52412 22431	   	255.35	ACR|3VULN|1LIT|1MLV|1DMG|1CDMG	1LIT|2RCR|3CDMG|458VULN|6DMG|7CGEN|9MLV|aLWND
156	52412 22432	   	255.35	ACR|3VULN|1LIT|1MLV|1DMG|1CDMG	1LIT|2RCR|3CDMG|458VULN|6DMG|7CGEN|9MLV|aTLV
157	53235 11323	   	255.26	DCR|3LIT|1VULN|1MLV|2ASPD	178LIT|257LHND|3DUST|4MLV|67ASPD|7BPWR|9VULN|aRCR
158	52412 51131	   	255.25	ACR|3VULN|1LIT|1MLV|1DMG|1CDMG	1LIT|2RCR|3CDMG|459VULN|6ERES|7DMG|8MLV|aLWND
159	52412 51132	   	255.25	ACR|3VULN|1LIT|1MLV|1DMG|1CDMG	1LIT|2RCR|3CDMG|459VULN|6ERES|7DMG|8MLV|aTLV
160	51313 11323	   	255.16	DCR|3LIT|1VULN|1MLV|2ASPD|2DUR	178LIT|2DMSP|37DUR|4LWND|5MLV|67ASPD|7BPWR|9VULN|aRCR
161	54513 11323	   	255.16	DCR|3LIT|1VULN|1MLV|2ASPD	178LIT|27DUST|3TLV|4RMIN|5MLV|67ASPD|7BPWR|9VULN|aRCR
162	55313 11323	   	255.16	DCR|3LIT|1VULN|1MLV|2ASPD|2DUR	178LIT|2RCVC|37DUR|4LWND|5MLV|67ASPD|7BPWR|9VULN|aRCR
163	52412 34113	 * 	255.15	ACR|3VULN|1LIT|1MLV|2CDMG|1ASPD	1LIT|2RCR|3aCDMG|456VULN|7ASPD|8MLV|9DUST
164	51363 11323	   	255.06	DCR|3LIT|1VULN|1MLV|2ASPD|2DUR	178LIT|2DMSP|37DUR|4DUST|5MLV|67ASPD|7BPWR|9VULN|aRCR
165	55363 11323	   	255.06	DCR|3LIT|1VULN|1MLV|2ASPD|2DUR	178LIT|2RCVC|37DUR|4DUST|5MLV|67ASPD|7BPWR|9VULN|aRCR
166	51233 23322	   	254.67	DCR|3LIT|2VULN|2ASPD	189LIT|2DMSP|35ASPD|49VULN|69ERES|7RCR|9BPWR|aCGEN
167	51233 23324	   	254.67	DCR|3LIT|2VULN|2ASPD	189LIT|2DMSP|35ASPD|49VULN|69ERES|7RCR|9BPWR|aTLV
168	55233 23322	   	254.67	DCR|3LIT|2VULN|2ASPD	189LIT|2RCVC|35ASPD|49VULN|69ERES|7RCR|9BPWR|aCGEN
169	55233 23324	   	254.67	DCR|3LIT|2VULN|2ASPD	189LIT|2RCVC|35ASPD|49VULN|69ERES|7RCR|9BPWR|aTLV
170	51233 23325	   	254.57	DCR|3LIT|2VULN|2ASPD|1DUR	189LIT|2DMSP|35ASPD|49VULN|69ERES|7RCR|9BPWR|aDUR
