0	Index      	Bounty	 *	Score 	Summary	Detail	
1	12312 15744	8	 * 	305.53	橙4易伤3伤害2时间1暴击	1369易伤2立即金币4加一569伤害69序列升级7核89时间a暴击
28	12533 15252	6	   	291.78	橙4易伤3伤害2时间	1589易伤2立即金币36时间469伤害69序列升级79挖尘a核
29	42333 15252	6	   	291.78	橙4易伤3伤害2时间	19时间2立即金币3568易伤469伤害69序列升级79挖尘a核
30	53243 14211	6	   	291.69	橙5易伤2时间2全技能1等级	1等级24568易伤36时间6序列升级7核9a全技能
31	12312 15814	9	   	290.84	橙4易伤3伤害1时间1暴击	1368易伤2立即金币4加一568伤害68序列升级7核9时间a暴击
32	12312 15815	10	   	290.84	橙4易伤3伤害1时间1暴击	1368易伤2立即金币4加一568伤害68序列升级7核9时间a暴击
33	12312 15826	9	   	290.84	橙4易伤3伤害1等级1暴击	1368易伤2立即金币4加一568伤害68序列升级7核9等级a暴击
34	41343 11162	10	   	289.98	橙4易伤2伤害2全技能1时间1攻速	1时间26伤害3456易伤6序列升级78全技能9攻速a核
35	43384 53143	1	   	289.35	橙4易伤3时间2伤害	17a时间2加一3789易伤4平台57伤害6核7序列升级
36	13154 53122	5	   	289.35	橙4易伤3时间2伤害	157a易伤2低血量敌人367掉矿47a时间7a序列升级8a伤害9核
37	13156 53122	4	   	289.35	橙4易伤3时间2伤害	157a易伤2低血量敌人367掉矿47a时间7a序列升级8a伤害9核
38	13884 53143	1	   	289.35	橙4易伤3时间2伤害	1789易伤2加一37a时间4平台57伤害6核7序列升级
39	11112 23652	2	   	289.06	紫4易伤3伤害3时间1等级	1479易伤237伤害5核678时间7序列升级a等级
40	12312 15883	8	   	288.79	橙5易伤3伤害	1368a易伤2立即金币4加一568伤害68序列升级7核9雷电
41	11316 53235	2	   	288.79	橙5易伤3伤害1核弹	14678易伤267伤害3立即金币5核弹67序列升级9雷电a核
42	12116 53235	2	   	288.79	橙5易伤3伤害1核弹	14678易伤2立即金币3核弹567伤害67序列升级9雷电a核
43	12312 15817	10	   	288.20	橙4易伤3伤害1时间1攻速	1368易伤2立即金币4加一568伤害68序列升级7核9时间a攻速
44	53233 14211	6	 * 	287.49	橙5易伤3时间1等级	1等级25689易伤36a时间4双倍矿6序列升级7核
45	53243 24211	5	   	287.39	橙5易伤3时间1等级	1等级24589易伤36a时间7核
46	51223 43353	1	   	286.97	橙3易伤3时间2伤害3等级	18a等级25最后敌人358时间4平台58a序列升级68a易伤7核9a伤害
47	12312 15821	10	   	286.86	橙4易伤3伤害1等级	1368易伤2立即金币4加一568伤害68序列升级7核9等级a全技能
48	11112 23654	2	   	286.46	紫4易伤3伤害3时间1暴击	1479易伤237伤害5核678时间7序列升级a暴击
49	41354 21132	5	   	286.17	橙3易伤3伤害1时间1暴击	1时间257伤害35a易伤4全技能5序列升级6雷电8暴击9核
50	41343 12351	10	   	286.10	橙4易伤2伤害1等级1时间	1时间26伤害3456易伤6序列升级7平台8核9等级a雷电
51	12312 65743	8	   	285.79	橙4易伤2伤害2时间	1369易伤2立即金币4加一59伤害7核89时间9序列升级a全技能
52	12312 15852	8	   	285.60	橙4易伤3伤害1暴击1攻速	1368易伤2立即金币4加一568伤害68序列升级7核9暴击a攻速
53	12312 15814	10	   	285.50	橙4易伤3伤害1时间	1368易伤2立即金币4加一568伤害68序列升级7核9时间a雷电
54	12312 16727	9	   	285.32	橙4易伤2伤害2等级2暴击	1369易伤2立即金币4加一56伤害69序列升级79等级89暴击a核
55	11243 11333	10	   	284.68	橙3易伤3时间2伤害	145易伤26伤害369时间6序列升级7全技能8雷电a核
56	11231 46533	3	 * 	284.66	橙3易伤2伤害2时间2攻速	17a易伤27伤害3a时间4最后敌人5全技能67攻速7a序列升级8a金币生成9核
57	41354 21333	6	   	284.56	橙3易伤2伤害2时间2攻速	1a时间25伤害35a易伤4全技能5a序列升级6金币生成7最后敌人8a攻速9核
58	11262 73272	5	   	284.45	橙3易伤2伤害2时间2等级1攻速	178易伤27伤害39时间4加一5攻速67等级7序列升级a核
59	13441 73272	1	   	284.45	橙3易伤2伤害2时间2等级1攻速	178易伤2加一37伤害4攻速59时间67等级7序列升级a核
60	12312 15843	8	   	284.26	橙4易伤3伤害1暴击	1368易伤2立即金币4加一568伤害68序列升级7核9全技能a暴击
61	11264 48844	4	   	284.09	橙3易伤3伤害2时间2雷电	18a易伤25a伤害35时间4加一5a序列升级6基地爆炸7a雷电9核
62	53243 14212	6	   	283.92	橙5易伤2时间1等级	1等级24568易伤36时间6序列升级7核9全技能a敌人爆炸
63	53243 11162	10	   	283.16	橙4易伤2时间2全技能1等级1攻速	1等级2456易伤36时间6序列升级78全技能9攻速a核
64	11243 66112	8	   	283.15	橙4易伤2时间1伤害2雷电	1459易伤2伤害39时间6随机矿79雷电8核9序列升级a全技能
65	41216 23623	6	   	283.06	橙3易伤3时间2伤害1等级	137时间27伤害4等级5策反67a易伤7序列升级8最后敌人9核
66	41216 23223	6	   	282.96	橙3易伤3时间2伤害1等级	137时间27伤害4等级5策反67a易伤7序列升级8挖尘9核
67	12313 15444	8	 * 	282.96	橙4易伤3攻速2时间1暴击	1369易伤2立即金币4加一569攻速69序列升级7核89时间a暴击
68	53221 43361	2	   	282.87	橙4易伤3时间2等级1攻速	19等级2569易伤359时间4平台59序列升级7核8双倍矿a攻速
69	53221 43361	3	   	282.87	橙4易伤3时间2等级1攻速	19等级2569易伤359时间4平台59序列升级7核8双倍矿a攻速
70	11265 33184	6	   	282.86	橙3易伤3时间2伤害1等级	157易伤27伤害367时间4加一7序列升级8赏金塔9核a等级
71	11265 33384	6	   	282.86	橙3易伤3时间2伤害1等级	157易伤27伤害367时间4加一7序列升级8赏金邻近9核a等级
72	13347 82284	1	   	282.86	橙3易伤3时间2伤害1等级	158易伤2加一3赏金邻近48伤害678时间8序列升级9核a等级
73	11163 14361	8	 * 	282.85	橙4易伤2伤害2攻速1时间	1569易伤29伤害3掉矿46策反69序列升级7核89攻速a时间
74	41113 56121	10	   	282.56	橙3易伤3伤害3时间	178时间267伤害3掉矿489金币生成578易伤78序列升级a核
75	11243 13641	10	   	282.36	橙3易伤3伤害3时间	145易伤269伤害368时间6序列升级7敌人爆炸a核
76	11243 11162	10	   	281.92	橙3易伤2伤害2时间2全技能1攻速	145易伤26伤害36时间6序列升级78全技能9攻速a核
77	53264 53142	9	   	281.40	橙4易伤2伤害2等级1时间	18等级289a易伤3时间4加一5掉矿68伤害7核8序列升级
78	11614 23222	6	   	281.18	橙5易伤2伤害1时间	15678易伤27伤害3立即金币47矿等7序列升级9核a时间
79	11624 23222	6	   	281.18	橙5易伤2伤害1时间	15678易伤27伤害3立即金币47金币生成7序列升级9核a时间
80	41343 12322	8	   	281.08	橙5易伤2伤害1时间	1时间26伤害34569易伤6序列升级7a平台8核
81	41343 12323	8	   	281.08	橙5易伤2伤害1时间	1时间26伤害34569易伤6序列升级7平台8核a矿等
82	41343 12326	8	   	281.08	橙5易伤2伤害1时间	1时间26伤害34569易伤6序列升级7平台8核a额外掉落
83	41343 12332	10	   	281.08	橙5易伤2伤害1时间	1时间26伤害3456a易伤6序列升级7平台8核9矿等
84	41343 12343	8	   	281.08	橙5易伤2伤害1时间	1时间26伤害3456a易伤6序列升级7平台8核9额外掉落
85	11664 23222	6	   	281.08	橙5易伤2伤害1时间	15678易伤27伤害3立即金币4随机矿7序列升级9核a时间
86	41343 11326	6	   	280.98	橙5易伤2伤害1时间	1时间26伤害3456a易伤6序列升级7赏金塔8金币生成9核
87	12312 15211	7	   	280.98	橙5易伤2伤害1时间	13689易伤2立即金币4加一56伤害6序列升级7核a时间
88	12312 15748	9	   	280.98	橙5易伤2伤害1时间	1369a易伤2立即金币4加一56伤害6序列升级7核8时间
89	12312 15748	10	   	280.98	橙5易伤2伤害1时间	1369a易伤2立即金币4加一56伤害6序列升级7核8时间
90	12312 65811	8	   	280.98	橙5易伤2伤害1时间	13689易伤2立即金币4加一58伤害7核8序列升级a时间
91	11166 24222	1	   	280.98	橙5易伤2伤害1时间	14578易伤2策反36伤害9核a时间
92	11316 54222	2	   	280.98	橙5易伤2伤害1时间1核弹	14678易伤26伤害3立即金币5核弹6序列升级9核a时间
93	12116 54222	2	   	280.98	橙5易伤2伤害1时间1核弹	14678易伤2立即金币3核弹56伤害6序列升级9核a时间
94	12312 15851	8	   	280.91	橙4易伤3伤害2暴击	1368易伤2立即金币4加一568伤害68序列升级7核9a暴击
95	41343 12332	8	   	280.85	橙4易伤2伤害1时间1攻速	1时间26伤害3456易伤6序列升级7平台8核9雷电a攻速
96	41321 14222	3	   	280.85	橙4易伤2伤害1时间1攻速	1时间25伤害3589易伤4平台5序列升级6雷电7核a攻速
97	11243 12356	9	   	280.74	橙3易伤2伤害2时间1等级1攻速	145易伤26伤害36时间6序列升级7平台8核9等级a攻速
98	13142 63882	1	   	280.64	橙3易伤2伤害2时间1等级1攻速	167易伤2加一3挖尘47时间57伤害7序列升级8等级9攻速a核
99	12312 13874	10	   	280.58	橙5易伤3伤害	1368a易伤2立即金币4加一568伤害68序列升级78敌人爆炸9核
100	12312 15223	7	   	280.58	橙5易伤3伤害	1368a易伤2立即金币4加一56a伤害6a序列升级7核9a金币生成
101	12312 15348	7	   	280.58	橙5易伤3伤害	1369a易伤2立即金币4加一569伤害69序列升级7核89最后敌人
102	12312 15483	8	   	280.58	橙5易伤3伤害	1369a易伤2立即金币4加一56a伤害6a序列升级7核8a矿等
103	12312 65823	8	   	280.58	橙5易伤3伤害	1368a易伤2立即金币4加一58a伤害7核8a序列升级9a金币生成
104	12312 15818	8	   	280.48	橙5易伤3伤害	1368a易伤2立即金币4加一568伤害68序列升级7核9低血量敌人
105	12312 15831	8	   	280.48	橙5易伤3伤害	13689易伤2立即金币4加一568伤害68序列升级7核a低血量敌人
106	12312 15834	8	   	280.48	橙5易伤3伤害	13689易伤2立即金币4加一568伤害68序列升级7核a基地爆炸
107	12312 15835	8	   	280.48	橙5易伤3伤害	13689易伤2立即金币4加一568伤害68序列升级7核a敌人爆炸
108	12312 15837	8	   	280.48	橙5易伤3伤害	13689易伤2立即金币4加一568伤害68序列升级7核a金币生成
109	12312 15838	9	   	280.48	橙5易伤3伤害	1368a易伤2立即金币4加一568伤害68序列升级7核9最后敌人
110	12312 15841	9	   	280.48	橙5易伤3伤害	13689易伤2立即金币4加一568伤害68序列升级7核a低血量敌人
111	12312 15841	10	   	280.48	橙5易伤3伤害	13689易伤2立即金币4加一568伤害68序列升级7核a平台
112	12312 15842	10	   	280.48	橙5易伤3伤害	13689易伤2立即金币4加一568伤害68序列升级7核a低血量敌人
113	12312 15844	10	   	280.48	橙5易伤3伤害	13689易伤2a立即金币4加一568伤害68序列升级7核
114	12312 15844	9	   	280.48	橙5易伤3伤害	13689易伤2立即金币4加一568伤害68序列升级7核a基地爆炸
115	12312 15845	9	   	280.48	橙5易伤3伤害	13689易伤2立即金币4加一568伤害68序列升级7核a敌人爆炸
116	12312 15847	9	   	280.48	橙5易伤3伤害	13689易伤2立即金币4加一568伤害68序列升级7核a金币生成
117	12312 15213	7	   	280.38	橙5易伤3伤害	13689易伤2立即金币4加一56a伤害6序列升级7核
118	12312 15832	8	   	280.38	橙5易伤3伤害	13689易伤2立即金币4加一568伤害68序列升级7核a挖尘
119	12312 15833	8	   	280.38	橙5易伤3伤害	13689易伤2立即金币4加一568伤害68序列升级7核a掉矿
120	12312 15836	8	   	280.38	橙5易伤3伤害	13689易伤2立即金币4加一568伤害68序列升级7核a挖青
121	12312 15838	8	   	280.38	橙5易伤3伤害	13689易伤2立即金币4加一568伤害68序列升级7核a赏金塔
122	12312 15842	9	   	280.38	橙5易伤3伤害	13689易伤2立即金币4加一568伤害68序列升级7核a挖尘
123	12312 15843	10	   	280.38	橙5易伤3伤害	13689易伤2立即金币4加一568伤害68序列升级7核a挖尘
124	12312 15843	9	   	280.38	橙5易伤3伤害	13689易伤2立即金币4加一568伤害68序列升级7核a掉矿
125	12312 15846	9	   	280.38	橙5易伤3伤害	13689易伤2立即金币4加一568伤害68序列升级7核a挖青
126	12312 15848	10	   	280.38	橙5易伤3伤害	13689易伤2立即金币4加一568伤害68序列升级7核a掉矿
127	12312 15848	9	   	280.38	橙5易伤3伤害	13689易伤2立即金币4加一568伤害68序列升级7核a赏金塔
128	12312 15862	9	   	280.38	橙5易伤3伤害	1368a易伤2立即金币4加一568伤害68序列升级7核9挖尘
129	12312 15864	10	   	280.38	橙5易伤3伤害	1368a易伤2立即金币4加一568伤害68序列升级7核9挖尘
130	12312 65813	8	   	280.38	橙5易伤3伤害	13689易伤2立即金币4加一58a伤害7核8序列升级
131	13312 15848	1	   	280.28	橙5易伤3伤害	1689a易伤2加一3赏金邻近4赏金塔568伤害68序列升级7核
132	13444 83782	1	   	280.07	橙3易伤2伤害2攻速2等级1时间	179易伤2加一35伤害47攻速67等级7序列升级8时间a核
133	11112 23114	2	   	279.75	紫4易伤3伤害2时间2暴击	147a易伤237伤害5核67时间7a序列升级8a暴击9a敌人爆炸
134	11112 23124	2	   	279.75	紫4易伤3伤害2时间2暴击	147a易伤237伤害5核67时间7a序列升级8a暴击9a低血量敌人
135	11243 52352	10	   	279.64	橙5易伤1伤害1等级1时间	1456a易伤2伤害3时间7平台8核9等级
136	41343 11235	7	   	279.41	橙4易伤2伤害1时间	1时间26伤害3456易伤6序列升级7全技能8赏金塔9核a雷电
137	41343 16131	10	   	279.41	橙4易伤2伤害1时间	1时间26伤害3456易伤6序列升级7双倍物品8全技能9雷电a核
138	12313 65448	8	 * 	279.23	橙5易伤2时间2攻速	1369a易伤2立即金币4加一59攻速7核89时间9序列升级
139	41321 43121	3	   	279.11	橙3易伤3伤害1等级1时间	1时间258伤害356易伤4平台5序列升级7核9等级a雷电
140	41343 11122	10	   	278.97	橙4易伤2伤害2全技能1时间	1时间26伤害3456易伤6序列升级78全技能9策反a核
141	11111 13656	2	   	278.90	橙3易伤3伤害2时间	147易伤238伤害57时间67最后敌人7序列升级9核a全技能
142	11243 12351	10	   	278.04	橙3易伤2伤害2时间1等级	145易伤26伤害36时间6序列升级7平台8核9等级a雷电
143	12313 65843	9	 * 	277.98	橙5易伤3攻速2等级	1368a易伤2立即金币4加一58a攻速7核8a序列升级9a等级
144	41343 12351	8	   	277.79	橙4易伤2伤害1等级1时间	1时间26伤害3456易伤6序列升级7平台8核9立即金币a等级
145	41343 12352	9	   	277.79	橙4易伤2伤害1等级1时间	1时间26伤害3456易伤6序列升级7平台8核9等级a额外掉落
146	41343 12353	9	   	277.79	橙4易伤2伤害1等级1时间	1时间26伤害3456易伤6序列升级7平台8核9等级a立即金币
147	41343 12353	10	   	277.79	橙4易伤2伤害1等级1时间	1时间26伤害3456易伤6序列升级7平台8核9等级a基地爆炸
148	41333 12321	8	   	277.79	橙4易伤2伤害1等级1时间	1时间26伤害3569易伤4双倍矿6序列升级7平台8核a等级
149	41333 12352	10	   	277.79	橙4易伤2伤害1等级1时间	1时间26伤害356a易伤4双倍矿6序列升级7平台8核9等级
150	42333 12321	8	   	277.79	橙4易伤2伤害1等级1时间	1时间2立即金币3569易伤46伤害6序列升级7平台8核a等级
151	42333 12352	10	   	277.79	橙4易伤2伤害1等级1时间	1时间2立即金币356a易伤46伤害6序列升级7平台8核9等级
152	13481 43282	1	   	277.79	橙4易伤2伤害1等级1时间	1789易伤2加一37伤害4等级5时间67策反7序列升级a核
153	41343 12351	9	   	277.69	橙4易伤2伤害1等级1时间	1时间26伤害3456易伤6序列升级7平台8核9等级a赏金邻近
154	12312 65841	9	   	277.69	橙4易伤2伤害1等级1时间	1368易伤2立即金币4加一58伤害7核8序列升级9等级a时间
155	41214 43223	6	 * 	277.26	橙2易伤3时间2伤害2攻速1等级	137时间27伤害4等级5a易伤67攻速7序列升级8挖尘9核
156	12312 15811	10	   	277.19	橙4易伤3伤害1时间	1368易伤2立即金币4加一568伤害68序列升级7核9时间a额外掉落
157	12312 15812	9	   	277.19	橙4易伤3伤害1时间	1368易伤2立即金币4加一568伤害68序列升级7核9时间a额外掉落
158	12312 15813	9	   	277.19	橙4易伤3伤害1时间	1368易伤2立即金币4加一568伤害68序列升级7核9时间a基地爆炸
159	12312 15816	10	   	277.19	橙4易伤3伤害1时间	1368易伤2立即金币4加一568伤害68序列升级7核9时间a基地爆炸
160	12312 15816	9	   	277.19	橙4易伤3伤害1时间	1368易伤2立即金币4加一568伤害68序列升级7核9时间a策反
161	12312 15817	9	   	277.19	橙4易伤3伤害1时间	1368易伤2立即金币4加一568伤害68序列升级7核9时间a双倍矿
162	12312 15818	9	   	277.19	橙4易伤3伤害1时间	1368易伤2立即金币4加一568伤害68序列升级7核9时间a低血量敌人
163	12312 15818	10	   	277.19	橙4易伤3伤害1时间	1368易伤2a立即金币4加一568伤害68序列升级7核9时间
164	12312 15822	8	   	277.19	橙4易伤3伤害1时间	1368易伤2立即金币4加一568伤害68序列升级7核9金币生成a时间
165	12312 15823	9	   	277.19	橙4易伤3伤害1等级	1368易伤2立即金币4加一568伤害68序列升级7核9等级a额外掉落
166	12312 15823	10	   	277.19	橙4易伤3伤害1等级	1368易伤2立即金币4加一568伤害68序列升级7核9等级a基地爆炸
167	12312 15824	10	   	277.19	橙4易伤3伤害1等级	1368易伤2立即金币4加一568伤害68序列升级7核9等级a金币生成
168	12312 15825	9	   	277.19	橙4易伤3伤害1等级	1368易伤2立即金币4加一568伤害68序列升级7核9等级a基地爆炸
169	12312 15827	9	   	277.19	橙4易伤3伤害1等级	1368易伤2立即金币4加一568伤害68序列升级7核9等级a策反
170	12312 15832	10	   	277.19	橙4易伤3伤害1时间	1368易伤2立即金币4加一568伤害68序列升级7核9最后敌人a时间
171	12312 15852	10	   	277.19	橙4易伤3伤害1时间	1368易伤2立即金币4加一568伤害68序列升级7核9低血量敌人a时间
172	12312 15862	8	   	277.19	橙4易伤3伤害1时间	1368易伤2立即金币4加一568伤害68序列升级7核9随机矿a时间
173	12312 15811	9	   	277.09	橙4易伤3伤害1时间	1368易伤2立即金币4加一568伤害68序列升级7核9时间a挖尘
174	12312 15821	9	   	277.09	橙4易伤3伤害1等级	1368易伤2立即金币4加一568伤害68序列升级7核9等级a挖尘
175	12312 15824	9	   	277.09	橙4易伤3伤害1等级	1368易伤2立即金币4加一568伤害68序列升级7核9等级a掉矿
176	12312 15872	10	   	277.09	橙4易伤3伤害1时间1核弹	1368易伤2立即金币4加一568伤害68序列升级7核9核弹a时间
177	12312 15872	9	   	277.09	橙4易伤3伤害1时间1核弹	1368易伤2立即金币4加一568伤害68序列升级7核9核弹a时间
178	12312 15882	10	   	277.09	橙4易伤3伤害1时间	1368易伤2立即金币4加一568伤害68序列升级7核9掉矿a时间
179	12312 15882	9	   	277.09	橙4易伤3伤害1时间	1368易伤2立即金币4加一568伤害68序列升级7核9掉矿a时间
180	12312 15827	10	   	276.95	橙4易伤3伤害1等级1卖塔	1368易伤2立即金币4加一568伤害68序列升级7核9等级a卖塔
181	11241 33463	4	   	276.90	紫5易伤3时间2伤害	14789易伤2a伤害378时间5核678敌人爆炸78序列升级
182	41111 33463	2	   	276.90	紫5易伤3时间2伤害	178时间23伤害4789a易伤5核678敌人爆炸78序列升级
183	11241 53211	4	   	276.70	紫5易伤3时间2伤害	14789易伤27伤害37a时间5核6双倍矿7序列升级
184	11312 23211	2	   	276.70	紫5易伤3时间2伤害	14789易伤27伤害3立即金币5核67a时间7序列升级
185	11612 23211	3	   	276.70	紫5易伤3时间2伤害	14789易伤27伤害3立即金币5核67a时间7序列升级
186	12342 23211	5	   	276.70	紫5易伤3时间2伤害	13789易伤2立即金币4核57伤害67a时间7序列升级
187	12412 23211	2	   	276.70	紫5易伤3时间2伤害	14789易伤2立即金币37伤害5核67a时间7序列升级
188	41341 53211	4	   	276.70	紫5易伤3时间2伤害	17a时间27伤害34789易伤5核6双倍矿7序列升级
189	11266 13844	4	   	276.50	橙4易伤2伤害1时间2雷电	168a易伤2a伤害3时间4加一56雷电6a序列升级7a基地爆炸9核
190	41214 51223	5	   	276.27	橙3易伤3时间1伤害1等级1攻速	136时间2伤害4等级56a易伤6序列升级7攻速8挖尘9核
191	41216 51223	4	   	276.27	橙3易伤3时间1伤害1等级1攻速	136时间2伤害4等级56a易伤6序列升级7攻速8挖尘9核
192	13446 73282	1	   	276.26	橙4易伤2伤害2等级1攻速	178a易伤2加一37伤害4攻速5基地爆炸67等级7序列升级9核
193	13447 73282	1	   	276.26	橙4易伤2伤害2等级1攻速	178a易伤2加一37伤害4攻速5低血量敌人67等级7序列升级9核
194	53233 14125	6	   	276.26	橙4易伤3时间1等级	1等级256a易伤369时间4双倍矿6序列升级7核8雷电
195	53243 14123	6	   	276.26	橙4易伤3时间1等级	1等级2456易伤369时间6序列升级7核8雷电a策反
196	41333 11361	6	   	276.22	橙4易伤2伤害2时间	19时间26伤害3569易伤4双倍矿69序列升级7赏金塔89金币生成a核
197	11243 12322	8	   	276.12	橙4易伤2伤害2时间	1459易伤26伤害36时间6序列升级7平台8核a最后敌人
198	11243 12323	8	   	276.12	橙4易伤2伤害2时间	1459易伤26伤害36时间6序列升级7平台8核a立即金币
199	11243 12332	10	   	276.12	橙4易伤2伤害2时间	145a易伤26伤害36时间6序列升级7平台8核9矿等
200	11243 12343	8	   	276.12	橙4易伤2伤害2时间	145a易伤26伤害36时间6序列升级7平台8核9额外掉落
201	12312 65742	8	   	276.12	橙4易伤2伤害2时间	1369易伤2立即金币4加一59伤害7核89时间9序列升级a策反
202	12312 65744	8	   	276.12	橙4易伤2伤害2时间	1369易伤2立即金币4加一59伤害7核89时间9序列升级a低血量敌人
203	41343 12313	9	   	276.12	橙4易伤2伤害2时间	1a时间26伤害3456易伤6序列升级7平台8核9最后敌人
204	41343 12314	10	   	276.12	橙4易伤2伤害2时间	1a时间26伤害3456易伤6序列升级7平台8核9最后敌人
205	41343 12363	9	   	276.12	橙4易伤2伤害2时间	1a时间26伤害3456易伤6序列升级7平台8核9低血量敌人
206	41321 43622	3	   	276.12	橙4易伤2伤害2时间	18时间25伤害3569易伤4平台5序列升级7核a最后敌人
207	41321 43623	3	   	276.12	橙4易伤2伤害2时间	18时间25伤害3569易伤4平台5序列升级7核a立即金币
208	11243 11326	6	   	276.02	橙4易伤2伤害2时间	145a易伤26伤害36时间6序列升级7赏金塔8金币生成9核
209	11243 11351	6	   	276.02	橙4易伤2伤害2时间	1459易伤26伤害36时间6序列升级7赏金塔8金币生成a核
210	12312 65741	8	   	276.02	橙4易伤2伤害2时间	1369易伤2立即金币4加一59伤害7核89时间9序列升级a挖尘
211	13471 45242	1	   	276.02	橙4易伤2伤害2时间1核弹	1789易伤2加一39伤害4随机矿59时间6核弹9序列升级a核
212	41343 11322	6	   	276.02	橙4易伤2伤害2时间	1a时间26伤害3456易伤6序列升级7赏金塔8金币生成9核
213	41343 11631	6	   	276.02	橙4易伤2伤害2时间	18时间26伤害3456易伤6序列升级7赏金塔9随机矿a核
214	41343 12343	9	   	276.02	橙4易伤2伤害2时间	1a时间26伤害3456易伤6序列升级7平台8核9挖尘
215	43384 53134	1	   	276.02	橙4易伤2伤害2时间	17时间2加一378a易伤4平台57伤害6核7序列升级9赏金塔
216	43384 53141	1	   	276.02	橙4易伤2伤害2时间1核弹	17时间2加一3789易伤4平台57伤害6核7序列升级a核弹
217	11263 45242	5	   	276.02	橙4易伤2伤害2时间1核弹	1789易伤29伤害39时间4加一5随机矿6核弹9序列升级a核
218	13884 53134	1	   	276.02	橙4易伤2伤害2时间	178a易伤2加一37时间4平台57伤害6核7序列升级9赏金塔
219	13884 53141	1	   	276.02	橙4易伤2伤害2时间1核弹	1789易伤2加一37时间4平台57伤害6核7序列升级a核弹
220	41363 45242	5	   	276.02	橙4易伤2伤害2时间1核弹	19时间29伤害3789易伤4加一5随机矿6核弹9序列升级a核
221	53243 14121	6	   	276.01	橙4易伤3时间1等级1卖塔	1等级2456易伤369时间6序列升级7核8雷电a卖塔
222	43427 53144	1	   	275.94	橙4易伤2时间2攻速1等级	17时间2加一37攻速4平台5789易伤6核7序列升级a等级
223	12312 15584	9	   	275.80	橙4易伤3伤害2雷电	136a易伤2立即金币4加一569伤害6a序列升级7核8a雷电
224	12312 15384	8	   	275.73	橙5易伤2伤害1攻速	1369a易伤2立即金币4加一56伤害6序列升级7核8攻速
