0	Index      	Bounty	 *	Score 	Summary	Detail	
1	21221 25541	7	 * 	309.31	橙5易伤2伤害2时间1暴击	12367易伤38序列升级48伤害58时间9核a暴击
51	21221 25122	9	   	291.20	橙5易伤3时间1伤害	12367易伤3序列升级4伤害59a时间8核
52	21221 25126	10	   	291.20	橙5易伤3时间1伤害	12367易伤3序列升级4伤害59a时间8核
53	21221 25342	7	   	291.20	橙5易伤3时间1伤害	12367易伤3序列升级4伤害58a时间9核
54	21621 25122	9	   	291.20	橙5易伤3时间1伤害	12367易伤4伤害59a时间8核
55	21621 25126	10	   	291.20	橙5易伤3时间1伤害	12367易伤4伤害59a时间8核
56	21621 25342	7	   	291.20	橙5易伤3时间1伤害	12367易伤4伤害58a时间9核
57	21223 56243	5	   	290.84	橙5易伤2伤害1等级	12389易伤38序列升级48伤害58敌人爆炸6全技能7核a等级
58	21223 66243	6	   	290.84	橙5易伤2伤害1等级	12389易伤38序列升级48伤害58敌人爆炸6全技能7核a等级
59	21222 66243	6	   	290.64	橙5易伤2伤害1等级	12389易伤38序列升级48伤害58挖尘6全技能7核a等级
60	21161 23535	8	   	289.77	橙4易伤2伤害2时间1暴击	1257易伤3平台45时间5序列升级69伤害8暴击a核
61	21443 12215	8	   	289.74	橙4易伤2时间1伤害1等级2雷电	1267易伤3额外掉落47雷电57时间7序列升级8核9等级a伤害
62	21262 11522	6	   	289.45	橙4易伤3时间2伤害	1239易伤39序列升级489时间57立即金币69伤害a核
63	21662 11522	6	   	289.45	橙4易伤3时间2伤害	1239易伤489时间57立即金币69伤害9序列升级a核
64	21443 12214	8	   	289.22	橙5易伤2时间1等级2雷电	1267a易伤3额外掉落47雷电57时间7序列升级8核9等级
65	23122 61135	6	   	288.01	橙4易伤3时间1伤害1等级	1467易伤2等级3策反568时间6序列升级9伤害a核
66	23122 63135	7	   	288.01	橙4易伤3时间1伤害1等级	1467易伤2等级3策反568时间6序列升级9伤害a核
67	22233 46123	9	   	286.40	橙5易伤3时间2雷电	1467a易伤27雷电3双倍矿57a时间7a序列升级8a策反9核
68	23653 32325	9	   	286.06	橙4易伤2暴击1等级1时间2雷电1攻速	189a易伤2等级3a雷电4时间5攻速6a暴击7核a序列升级
69	21221 14541	4	   	285.31	橙4易伤3时间1伤害1暴击	1235易伤3序列升级4伤害678时间9核a暴击
70	21221 24541	6	   	285.31	橙4易伤3时间1伤害1暴击	1236易伤3序列升级4伤害578时间9核a暴击
71	21161 21332	6	   	284.43	橙4易伤2伤害2时间	1257易伤3平台45时间5序列升级6a伤害8雷电9核
72	21161 23332	7	   	284.43	橙4易伤2伤害2时间	1257易伤3平台45时间5序列升级6a伤害8雷电9核
73	21312 61135	6	   	282.67	橙4易伤3时间1伤害1攻速	1267易伤3攻速4掉矿568时间6序列升级9伤害a核
74	21312 63135	7	   	282.67	橙4易伤3时间1伤害1攻速	1267易伤3攻速4掉矿568时间6序列升级9伤害a核
75	21262 14223	9	   	281.50	橙4易伤2伤害3雷电1时间	123a易伤3a序列升级4时间5立即金币6a伤害78a雷电9核
76	21662 14223	9	   	281.50	橙4易伤2伤害3雷电1时间	123a易伤4时间5立即金币6a伤害78a雷电9核a序列升级
77	21221 14542	4	   	281.32	橙4易伤3时间1伤害	1235易伤3序列升级4伤害678时间9核a全技能
78	21221 24542	6	   	281.32	橙4易伤3时间1伤害	1236易伤3序列升级4伤害578时间9核a全技能
79	21221 22244	8	   	280.98	橙5易伤2伤害1时间	12368易伤3序列升级47伤害5时间9核a最后敌人
80	21221 22252	9	   	280.98	橙5易伤2伤害1时间	12368易伤3序列升级47伤害5时间9立即金币a核
81	21221 22342	9	   	280.98	橙5易伤2伤害1时间	12369易伤3序列升级47伤害5时间8立即金币a核
82	21221 22644	7	   	280.98	橙5易伤2伤害1时间	12368易伤3序列升级47伤害5时间9核a最后敌人
83	21221 25134	8	   	280.98	橙5易伤2伤害1时间	12367易伤3序列升级49伤害5时间8核a最后敌人
84	21223 22242	8	   	280.98	橙5易伤2伤害1时间	12368易伤3序列升级47伤害5敌人爆炸9核a时间
85	21223 22246	8	   	280.98	橙5易伤2伤害1等级	12368易伤3序列升级47伤害5敌人爆炸9核a等级
86	21223 25132	8	   	280.98	橙5易伤2伤害1时间	12367易伤3序列升级49伤害5敌人爆炸8核a时间
87	21223 25136	8	   	280.98	橙5易伤2伤害1等级	12367易伤3序列升级49伤害5敌人爆炸8核a等级
88	21225 22242	8	   	280.98	橙5易伤2伤害1时间	12368易伤3序列升级47伤害5基地爆炸9核a时间
89	21225 22246	8	   	280.98	橙5易伤2伤害1等级	12368易伤3序列升级47伤害5基地爆炸9核a等级
90	21225 25132	8	   	280.98	橙5易伤2伤害1时间	12367易伤3序列升级49伤害5基地爆炸8核a时间
91	21225 25136	8	   	280.98	橙5易伤2伤害1等级	12367易伤3序列升级49伤害5基地爆炸8核a等级
92	21226 22242	8	   	280.98	橙5易伤2伤害1时间	12368易伤3序列升级47伤害5最后敌人9核a时间
93	21226 25132	8	   	280.98	橙5易伤2伤害1时间	12367易伤3序列升级49伤害5最后敌人8核a时间
94	21262 12242	9	   	280.98	橙5易伤2伤害1时间	12389易伤3序列升级4时间5立即金币67伤害a核
95	21621 22244	8	   	280.98	橙5易伤2伤害1时间	12368易伤47伤害5时间9核a最后敌人
96	21621 22252	9	   	280.98	橙5易伤2伤害1时间	12368易伤47伤害5时间9立即金币a核
97	21621 22342	9	   	280.98	橙5易伤2伤害1时间	12369易伤47伤害5时间8立即金币a核
98	21621 25134	8	   	280.98	橙5易伤2伤害1时间	12367易伤49伤害5时间8核a最后敌人
99	21623 22242	8	   	280.98	橙5易伤2伤害1时间	12368易伤47伤害5敌人爆炸9核a时间
100	21623 22246	8	   	280.98	橙5易伤2伤害1等级	12368易伤47伤害5敌人爆炸9核a等级
101	21623 25132	8	   	280.98	橙5易伤2伤害1时间	12367易伤49伤害5敌人爆炸8核a时间
102	21623 25136	8	   	280.98	橙5易伤2伤害1等级	12367易伤49伤害5敌人爆炸8核a等级
103	21625 22242	8	   	280.98	橙5易伤2伤害1时间	12368易伤47伤害5基地爆炸9核a时间
104	21625 25132	8	   	280.98	橙5易伤2伤害1时间	12367易伤49伤害5基地爆炸8核a时间
105	21626 22242	8	   	280.98	橙5易伤2伤害1时间	12368易伤47伤害5最后敌人9核a时间
106	21626 25132	8	   	280.98	橙5易伤2伤害1时间	12367易伤49伤害5最后敌人8核a时间
107	21662 12242	9	   	280.98	橙5易伤2伤害1时间	12389易伤4时间5立即金币67伤害a核
108	21221 22243	8	   	280.88	橙5易伤2伤害1时间	12368易伤3序列升级47伤害5时间9核a掉矿
109	21221 22643	7	   	280.88	橙5易伤2伤害1时间	12368易伤3序列升级47伤害5时间9核a掉矿
110	21221 25133	8	   	280.88	橙5易伤2伤害1时间	12367易伤3序列升级49伤害5时间8核a掉矿
111	21221 25156	8	   	280.88	橙5易伤2伤害1时间	12367易伤3序列升级4a伤害5时间8核9赏金塔
112	21222 22242	8	   	280.88	橙5易伤2伤害1时间	12368易伤3序列升级47伤害5挖尘9核a时间
113	21222 22246	8	   	280.88	橙5易伤2伤害1等级	12368易伤3序列升级47伤害5挖尘9核a等级
114	21621 22243	8	   	280.88	橙5易伤2伤害1时间	12368易伤47伤害5时间9核a掉矿
115	21621 22643	7	   	280.88	橙5易伤2伤害1时间	12368易伤47伤害5时间9核a掉矿
116	21621 25133	8	   	280.88	橙5易伤2伤害1时间	12367易伤49伤害5时间8核a掉矿
117	21622 22242	8	   	280.88	橙5易伤2伤害1时间	12368易伤47伤害5挖尘9核a时间
118	21622 22246	8	   	280.88	橙5易伤2伤害1等级	12368易伤47伤害5挖尘9核a等级
119	21161 21334	6	   	280.49	橙4易伤2时间1伤害1暴击	1257易伤3平台45时间5序列升级6伤害8雷电9核a暴击
120	21161 23334	7	   	280.49	橙4易伤2时间1伤害1暴击	1257易伤3平台45时间5序列升级6伤害8雷电9核a暴击
121	21341 34223	8	   	280.19	橙3易伤3时间1伤害2暴击1攻速	127易伤3攻速4随机矿57暴击678时间7序列升级9伤害a核
122	22144 13252	3	   	279.97	橙4易伤3时间2等级	1459易伤2雷电379时间69等级8赏金塔9序列升级a核
123	21221 11646	4	   	279.64	橙5易伤1伤害1等级1时间	12358易伤3序列升级4伤害6时间7立即金币9核a等级
124	21221 21646	6	   	279.64	橙5易伤1伤害1等级1时间	12368易伤3序列升级4伤害5时间7立即金币9核a等级
125	21221 25246	8	   	279.64	橙5易伤1伤害1等级1时间	12367易伤3序列升级4伤害5时间8双倍矿9核a等级
126	21221 33646	4	   	279.64	橙5易伤1伤害1等级1时间	12358易伤3序列升级4伤害6立即金币7时间9核a等级
127	21223 56213	4	   	279.61	橙4易伤2伤害1时间	1238易伤38序列升级48伤害58基地爆炸6全技能7核9雷电a时间
128	21223 56213	5	   	279.61	橙4易伤2伤害1时间	1238易伤38序列升级48伤害58敌人爆炸6全技能7核9雷电a时间
129	21223 66213	6	   	279.61	橙4易伤2伤害1时间	1238易伤38序列升级48伤害58敌人爆炸6全技能7核9雷电a时间
130	21225 56213	5	   	279.61	橙4易伤2伤害1时间	1238易伤38序列升级48伤害58基地爆炸6全技能7核9雷电a时间
131	21225 66213	6	   	279.61	橙4易伤2伤害1时间	1238易伤38序列升级48伤害58基地爆炸6全技能7核9雷电a时间
132	21345 36213	1	   	279.61	橙4易伤2伤害1时间	1468易伤2全技能38伤害58基地爆炸7核8序列升级9雷电a时间
133	21623 56213	4	   	279.61	橙4易伤2伤害1时间	1238易伤48伤害58基地爆炸6全技能7核8序列升级9雷电a时间
134	21623 56213	5	   	279.61	橙4易伤2伤害1时间	1238易伤48伤害58敌人爆炸6全技能7核8序列升级9雷电a时间
135	21623 66213	6	   	279.61	橙4易伤2伤害1时间	1238易伤48伤害58敌人爆炸6全技能7核8序列升级9雷电a时间
136	11342 36252	1	   	279.41	橙4易伤2伤害1时间	18伤害2全技能358挖尘4568易伤58序列升级7核9雷电a时间
137	11422 36252	1	   	279.41	橙4易伤2伤害1时间	18伤害2全技能3568易伤458挖尘58序列升级7核9雷电a时间
138	21222 66213	6	   	279.41	橙4易伤2伤害1时间	1238易伤38序列升级48伤害58挖尘6全技能7核9雷电a时间
139	21622 66213	6	   	279.41	橙4易伤2伤害1时间	1238易伤48伤害58挖尘6全技能7核8序列升级9雷电a时间
140	21443 12211	8	   	279.34	橙4易伤2时间1等级2雷电	1267易伤3额外掉落47雷电57时间7序列升级8核9等级a全技能
