0	Index      	Bounty	 *	Score 	Summary	Detail	
1	35235 13423	7	 * 	296.41	橙3易伤3伤害3时间1暴击	137最后敌人238时间378序列升级4平台578易伤678伤害9核a暴击
22	51312 31416	10	   	282.36	橙3易伤3伤害3时间	1金币生成245易伤357时间5序列升级68a伤害9核
23	51312 21513	10	 * 	282.24	橙5易伤3时间1攻速	1金币生成2458a易伤357时间5序列升级6攻速9核
24	51312 44454	6	   	280.46	橙3易伤3时间2伤害1暴击	19金币生成245易伤359时间59序列升级6加一7核89伤害a暴击
25	51312 36214	8	   	280.36	橙3易伤3时间2伤害1暴击	1金币生成245易伤358时间5序列升级67伤害9核a暴击
26	51312 36214	9	   	280.36	橙3易伤3时间2伤害1暴击	1金币生成245易伤358时间5序列升级67伤害9核a暴击
27	51312 31414	9	   	280.36	橙3易伤3时间2伤害1暴击	1金币生成245易伤357时间5序列升级68伤害9核a暴击
28	51312 31414	8	   	280.36	橙3易伤3时间2伤害1暴击	1金币生成245易伤357时间5序列升级68伤害9核a暴击
29	27612 41173	7	 * 	280.28	橙3易伤3攻速2时间2等级1暴击	1加一258攻速345易伤58序列升级68等级78时间9核a暴击
30	51312 16613	5	   	280.07	橙4易伤3时间1伤害	1金币生成2458易伤356时间5序列升级7伤害9核a雷电
31	51312 31613	7	   	280.07	橙4易伤3时间1伤害	1金币生成2458易伤357时间5序列升级6伤害9核a雷电
32	32512 33663	9	 * 	279.23	橙5易伤2时间2攻速	1最后敌人25攻速3456a易伤5序列升级79时间8核
33	27612 36212	7	 * 	278.72	橙4易伤2攻速1伤害1时间1暴击	1加一25攻速3456易伤5序列升级7核8暴击9伤害a时间
34	27612 36244	7	   	278.72	橙4易伤2攻速1伤害1时间1暴击	1加一25攻速3456易伤5序列升级7核8暴击9时间a伤害
35	27612 36312	8	   	278.72	橙4易伤2攻速1伤害1时间1暴击	1加一25攻速3456易伤5序列升级7核8暴击9伤害a时间
36	27612 36344	8	   	278.72	橙4易伤2攻速1伤害1时间1暴击	1加一25攻速3456易伤5序列升级7核8暴击9时间a伤害
37	27612 46122	6	   	277.98	橙5易伤3攻速2等级	1加一258攻速34589易伤58序列升级68等级7核a低血量敌人
38	51312 22533	9	   	277.91	橙3易伤3时间2伤害1攻速	19金币生成245易伤359时间59序列升级6攻速7敌人爆炸89伤害a核
39	51312 51533	9	   	277.91	橙3易伤3时间2伤害1攻速	19金币生成245易伤359时间59序列升级6敌人爆炸7攻速89伤害a核
40	27612 46123	6	   	277.88	橙5易伤3攻速2等级	1加一258攻速34589易伤58序列升级68等级7核a赏金塔
41	34412 31611	8	   	277.19	橙4易伤3伤害1等级	1a最后敌人2458易伤356伤害5序列升级7等级9核
42	34412 31612	8	   	277.19	橙4易伤3伤害1等级	1最后敌人2458易伤356伤害5序列升级7等级9核a策反
43	51342 26331	8	   	276.36	橙4易伤3时间1等级	1金币生成2458易伤345时间45序列升级6随机矿7雷电9核a等级
44	51312 21514	8	   	276.35	橙4易伤3时间1暴击1攻速	1金币生成2458易伤357时间5序列升级6攻速9核a暴击
45	51312 21514	9	   	276.35	橙4易伤3时间1暴击1攻速	1金币生成2458易伤357时间5序列升级6攻速9核a暴击
46	51312 21614	7	   	276.35	橙4易伤3时间1暴击1攻速	1金币生成2458易伤357时间5序列升级6攻速9核a暴击
47	27612 41741	10	   	275.84	橙4易伤2时间2攻速1等级	1加一25攻速3459易伤5序列升级6等级7a时间8核
48	51312 36211	10	   	275.02	橙3易伤3时间2伤害	1金币生成245易伤358时间5序列升级67伤害9核a雷电
49	51312 36213	9	   	275.02	橙3易伤3时间2伤害	1金币生成245易伤358时间5序列升级67伤害9核a雷电
50	51312 36213	8	   	275.02	橙3易伤3时间2伤害	1金币生成245易伤358时间5序列升级67伤害9核a雷电
51	51312 31411	10	   	275.02	橙3易伤3时间2伤害	1金币生成245易伤357时间5序列升级68伤害9核a雷电
52	51312 31413	8	   	275.02	橙3易伤3时间2伤害	1金币生成245易伤357时间5序列升级68伤害9核a雷电
53	51312 31413	9	   	275.02	橙3易伤3时间2伤害	1金币生成245易伤357时间5序列升级68伤害9核a雷电
54	27612 36331	10	   	274.90	橙4易伤2攻速1等级1时间1暴击	1加一25攻速3456易伤5序列升级7核8暴击9等级a时间
55	27612 36332	9	   	274.90	橙4易伤2攻速1等级1时间1暴击	1加一25攻速3456易伤5序列升级7核8暴击9等级a时间
56	27612 41744	10	   	274.90	橙4易伤2攻速1等级1时间1暴击	1加一25攻速3459易伤5序列升级6等级7时间8核a暴击
57	27612 14424	5	   	274.73	橙4易伤2攻速1伤害1时间	1加一25攻速3459易伤5序列升级6时间7核8伤害a全技能
58	27612 84424	6	   	274.73	橙4易伤2攻速1伤害1时间	1加一25攻速3459易伤5序列升级6时间7核8伤害a全技能
59	27612 46113	6	   	274.59	橙4易伤3攻速2等级1时间	1加一258攻速3458易伤58序列升级68等级7核9掉矿a时间
60	27612 36211	8	   	274.20	橙5易伤2攻速1等级	1加一25攻速3456a易伤5序列升级7核8全技能9等级
61	27612 36231	9	   	274.20	橙5易伤2攻速1等级	1加一25攻速3456a易伤5序列升级7核8全技能9等级
62	21514 62643	5	 * 	273.83	橙3易伤2时间1伤害2暴击	1加一28时间3伤害489易伤58暴击6全技能7核8序列升级a雷电
63	32512 33661	10	   	272.91	橙4易伤3时间2攻速	1最后敌人25攻速3456易伤5序列升级79a时间8核
64	32513 11153	10	   	272.64	橙4易伤2伤害1等级1攻速	18最后敌人2攻速3489易伤5金币生成6等级78伤害8序列升级a核
65	32516 31153	10	   	272.64	橙4易伤2伤害1等级1攻速	18最后敌人2攻速3489易伤5矿等6等级78伤害8序列升级a核
66	27612 36214	7	   	272.13	橙4易伤2攻速1伤害1暴击	1加一25攻速3456易伤5序列升级7核8暴击9伤害a全技能
67	27612 36314	8	   	272.13	橙4易伤2攻速1伤害1暴击	1加一25攻速3456易伤5序列升级7核8暴击9伤害a全技能
68	27612 46133	6	   	272.09	橙4易伤3攻速2等级1暴击	1加一258攻速3458易伤58序列升级68等级7核9最后敌人a暴击
69	27612 46143	6	   	272.09	橙4易伤3攻速2等级1暴击	1加一258攻速3458易伤58序列升级68等级7核9基地爆炸a暴击
70	51312 55112	5	   	272.09	橙4易伤2时间1伤害1暴击	1金币生成2458易伤35时间5序列升级6赏金邻近7暴击9伤害a核
71	51312 32643	8	   	271.96	橙4易伤3时间1伤害	19金币生成2459易伤35a时间59序列升级6伤害79敌人爆炸8核
72	51342 33243	10	   	271.86	橙4易伤3时间1伤害	1金币生成2459易伤345时间45序列升级6立即金币7敌人爆炸8核a伤害
73	21222 12183	6	   	271.76	橙4易伤3时间1伤害	1加一238时间38序列升级4伤害58矿等6789易伤a核
74	21222 12183	5	   	271.76	橙4易伤3时间1伤害	1加一238时间38序列升级4伤害58矿等6789易伤a核
75	21622 12183	5	   	271.76	橙4易伤3时间1伤害	1加一238时间4伤害58矿等6789易伤8序列升级a核
76	21622 12183	6	   	271.76	橙4易伤3时间1伤害	1加一238时间4伤害58矿等6789易伤8序列升级a核
77	51312 16611	5	   	271.76	橙4易伤3时间1伤害	1金币生成2458易伤356时间5序列升级7伤害9核a最后敌人
78	51312 16612	5	   	271.76	橙4易伤3时间1伤害	1金币生成2458易伤356时间5序列升级7伤害9核a矿等
79	51312 31611	7	   	271.76	橙4易伤3时间1伤害	1金币生成2458易伤357时间5序列升级6伤害9核a最后敌人
80	51312 31612	7	   	271.76	橙4易伤3时间1伤害	1金币生成2458易伤357时间5序列升级6伤害9核a矿等
81	51312 32623	8	   	271.76	橙4易伤3时间1伤害	1金币生成2459易伤35a时间5序列升级6伤害7敌人爆炸8核
82	51342 22464	5	   	271.76	橙4易伤3时间1伤害	1金币生成2459易伤345时间45序列升级6加一7平台8伤害a核
83	51342 31243	10	   	271.76	橙4易伤3时间1伤害	1金币生成2459易伤345时间45序列升级6立即金币7挖尘8核a伤害
84	21161 52633	9	 * 	271.66	橙4易伤3时间3等级	1加一279时间3挖尘4789易伤5立即金币679等级79序列升级a核
85	51312 31615	7	   	271.66	橙4易伤3时间1伤害	1金币生成2458易伤357时间5序列升级6伤害9核a挖尘
86	21162 52633	9	   	271.56	橙4易伤3时间3等级	1加一279时间35挖尘4789易伤679等级79序列升级a核
87	51342 24274	5	   	271.44	橙5易伤3时间	19金币生成24579易伤345时间459序列升级6加一89矿等a核
88	51342 32253	5	   	271.34	橙5易伤3时间	1金币生成2459a易伤345时间45序列升级6敌人爆炸7平台8核
89	51342 62223	5	   	271.24	橙5易伤3时间	1金币生成2459a易伤345时间45序列升级6挖尘7平台8核
90	21511 52226	10	 * 	271.19	橙2易伤2伤害2时间2等级1暴击1攻速	1加一27时间37伤害49易伤5攻速67等级7序列升级8暴击a核
91	51342 22212	9	   	271.11	橙4易伤3时间1攻速	1金币生成245a易伤345时间45序列升级6随机矿7攻速8核9雷电
92	51342 22212	10	   	271.11	橙4易伤3时间1攻速	1金币生成245a易伤345时间45序列升级6随机矿7攻速8核9雷电
93	51342 62212	10	   	271.11	橙4易伤3时间1攻速	1金币生成245a易伤345时间45序列升级6矿等7攻速8核9雷电
94	51342 62212	9	   	271.11	橙4易伤3时间1攻速	1金币生成245a易伤345时间45序列升级6矿等7攻速8核9雷电
95	51312 21511	10	   	271.01	橙4易伤3时间1攻速	1金币生成2458易伤357时间5序列升级6攻速9核a雷电
96	51312 21513	8	   	271.01	橙4易伤3时间1攻速	1金币生成2458易伤357时间5序列升级6攻速9核a雷电
97	51312 21513	9	   	271.01	橙4易伤3时间1攻速	1金币生成2458易伤357时间5序列升级6攻速9核a雷电
98	51312 21613	7	   	271.01	橙4易伤3时间1攻速	1金币生成2458易伤357时间5序列升级6攻速9核a雷电
99	27612 12724	5	   	270.91	橙4易伤2攻速1等级1时间	1加一25攻速3457易伤5序列升级6时间8核9等级a全技能
100	27612 34724	6	   	270.91	橙4易伤2攻速1等级1时间	1加一25攻速3456易伤5序列升级7时间8核9等级a全技能
101	27612 36124	7	   	270.91	橙4易伤2攻速1等级1时间	1加一25攻速3456易伤5序列升级7核8时间9等级a全技能
102	27612 36234	10	   	270.91	橙4易伤2攻速1等级1时间	1加一25攻速3456易伤5序列升级7核8全技能9等级a时间
103	27612 41724	8	   	270.91	橙4易伤2攻速1等级1时间	1加一25攻速3459易伤5序列升级6等级7时间8核a全技能
104	27612 41744	9	   	270.91	橙4易伤2攻速1等级1时间	1加一25攻速3459易伤5序列升级6等级7时间8核a全技能
105	21523 32455	6	 * 	270.13	紫3易伤3伤害3时间3等级	1加一29a时间36a伤害4核589等级79a易伤9a序列升级
106	51312 21525	7	   	269.79	橙3易伤3时间1伤害1攻速	1金币生成245易伤357时间5序列升级6攻速8全技能9伤害a核
107	21548 22452	3	   	269.38	橙2易伤3伤害2时间1等级1攻速1核弹	1加一29时间349伤害5等级6攻速79易伤8核弹9序列升级a核
108	24241 13748	10	   	269.34	橙3易伤3伤害2时间	1加一2立即金币3平台47a易伤57敌人爆炸67a伤害7a序列升级8核9a时间
109	34412 33333	6	   	269.25	橙4易伤3伤害	1最后敌人245a易伤356伤害5序列升级7雷电8金币生成9核
110	27311 17451	7	   	269.21	橙4易伤3攻速2时间	1加一258攻速38时间478a易伤6额外掉落8序列升级9核
111	32512 33662	10	   	269.21	橙4易伤3攻速2时间	1最后敌人25a攻速3456易伤5序列升级79时间8核
112	24228 84441	4	 * 	269.14	橙3易伤3伤害3攻速	1加一2立即金币3平台458伤害68a攻速78a易伤8a序列升级9核
113	21532 31861	10	   	269.14	橙3易伤3伤害2时间	1加一29时间359伤害4基地爆炸6低血量敌人789易伤9序列升级a核
114	24242 13748	10	   	269.14	橙3易伤3伤害2时间	1加一2立即金币3平台47a易伤57挖尘67a伤害7a序列升级8核9a时间
115	21228 12154	4	 * 	269.09	橙3易伤3时间2等级1伤害	1加一238时间38序列升级4伤害58等级678易伤9平台a核
116	21628 12154	4	   	269.09	橙3易伤3时间2等级1伤害	1加一238时间4伤害58等级678易伤8序列升级9平台a核
117	14161 22431	9	 * 	268.99	橙3易伤3时间1伤害2暴击	134挖尘247易伤47序列升级57暴击67a时间8核9伤害
118	21228 12134	4	   	268.99	橙3易伤3时间2等级1伤害	1加一238时间38序列升级4伤害58等级678易伤9挖尘a核
119	21578 12134	3	   	268.99	橙3易伤3时间2等级1伤害	1加一248时间3伤害58等级678易伤8序列升级9挖尘a核
120	21628 12134	4	   	268.99	橙3易伤3时间2等级1伤害	1加一238时间4伤害58等级678易伤8序列升级9挖尘a核
121	21512 51384	9	   	268.94	橙3易伤3伤害2时间	1加一28时间356伤害489易伤78挖尘8序列升级a核
122	27313 26241	5	 * 	268.82	橙2易伤3伤害2攻速2暴击1时间	1加一2a攻速3时间4a易伤5a暴击6核789伤害a序列升级
123	51342 12411	7	   	268.53	橙3易伤3时间1伤害1攻速	1金币生成245易伤345时间45序列升级6低血量敌人7雷电8核9攻速a伤害
124	51342 22215	10	   	268.53	橙3易伤3时间1伤害1攻速	1金币生成245易伤345时间45序列升级6随机矿7攻速8核9雷电a伤害
125	32512 34523	9	 * 	268.35	橙5易伤2攻速1伤害	1最后敌人25攻速34567易伤5序列升级8掉矿9伤害a核
126	27612 36334	9	   	268.31	橙4易伤2攻速1等级1暴击	1加一25攻速3456易伤5序列升级7核8暴击9等级a全技能
127	27612 36232	10	   	268.31	橙4易伤2攻速1等级1暴击	1加一25攻速3456易伤5序列升级7核8全技能9等级a暴击
128	51312 55213	5	   	268.27	橙4易伤2时间1等级1暴击	1金币生成245a易伤35时间5序列升级6赏金邻近7暴击8核9等级
129	32512 21613	8	   	268.27	橙4易伤3攻速1等级1暴击	1最后敌人256攻速3458易伤5序列升级7等级9核a暴击
130	34412 31125	7	   	268.20	橙3易伤3伤害1等级1暴击	1最后敌人245易伤356伤害5序列升级7等级8策反9暴击a核
131	34412 31225	8	   	268.20	橙3易伤3伤害1等级1暴击	1最后敌人245易伤356伤害5序列升级7等级8随机矿9暴击a核
132	34412 31413	7	   	268.20	橙3易伤3伤害1等级1暴击	18最后敌人245易伤356伤害5序列升级7等级9核a暴击
133	34412 31273	7	   	268.10	橙3易伤3伤害1等级1暴击	1最后敌人245易伤356伤害5序列升级7等级8加一9核a暴击
134	51312 44424	6	   	268.10	橙4易伤2时间1伤害	1金币生成2459易伤35时间5序列升级6加一7核8伤害a全技能
135	14213 12215	4	   	268.00	橙3易伤3伤害1时间1暴击	1挖尘247易伤359伤害6时间8暴击a核
136	14161 22421	8	 * 	268.00	橙4易伤2时间2暴击	134挖尘2479易伤47序列升级57暴击67时间8核a全技能
137	27612 12184	5	   	267.89	橙4易伤2时间2攻速	1加一25攻速3457易伤5序列升级68时间9雷电a核
138	27612 34184	6	   	267.89	橙4易伤2时间2攻速	1加一25攻速3456易伤5序列升级78时间9雷电a核
139	27612 14473	5	   	266.98	橙3易伤2攻速1伤害1等级1时间	1加一25攻速345易伤5序列升级6时间7核8伤害9等级a雷电
140	27612 41643	8	   	266.98	橙3易伤2攻速1伤害1等级1时间	1加一25攻速345易伤5序列升级6等级7时间8伤害9核a雷电
141	27612 47143	7	   	266.98	橙3易伤2攻速1伤害1等级1时间	1加一25攻速345易伤5序列升级6等级7伤害8时间9核a雷电
142	27612 47243	8	   	266.98	橙3易伤2攻速1伤害1等级1时间	1加一25攻速345易伤5序列升级6等级7伤害8时间9核a雷电
143	27612 48413	8	   	266.98	橙3易伤2攻速1伤害1等级1时间	1加一25攻速345易伤5序列升级6等级7雷电8核9伤害a时间
144	27612 36333	10	   	266.96	橙4易伤2攻速1等级1暴击	1加一25攻速3456易伤5序列升级7核8暴击9等级a雷电
145	51312 52533	9	   	266.91	橙3易伤3时间2伤害	19金币生成245易伤359时间59序列升级6敌人爆炸7策反89伤害a核
146	34641 13111	9	   	266.91	橙3易伤3时间2伤害	179最后敌人25a易伤3平台457时间57序列升级67伤害8核
147	34641 13131	10	   	266.91	橙3易伤3时间2伤害	17最后敌人25a易伤3平台457时间57序列升级67伤害8核9低血量敌人
148	35235 13161	9	   	266.91	橙3易伤3时间2伤害	137最后敌人239时间37序列升级4平台57a易伤67伤害8核
149	51312 34334	10	   	266.84	橙4易伤2时间1伤害	1金币生成245a易伤35时间5序列升级6伤害7矿等8雷电9核
150	51312 44451	6	   	266.81	橙3易伤3时间2伤害	19金币生成245易伤359时间59序列升级6加一7核89伤害a平台
151	51312 44453	6	   	266.81	橙3易伤3时间2伤害	19金币生成245易伤359时间59序列升级6加一7核89伤害a立即金币
152	14161 22432	10	   	266.76	橙3易伤2时间1伤害2暴击1攻速	134挖尘247易伤47序列升级57暴击67时间8核9伤害a攻速
153	21262 37183	7	   	266.71	橙3易伤3时间2伤害	1加一238时间38序列升级45矿等68伤害789易伤a核
154	21263 12154	4	   	266.71	橙3易伤3时间2伤害	1加一238时间38序列升级4矿等58伤害678易伤9平台a核
155	21263 12163	4	   	266.71	橙3易伤3时间2伤害	1加一238时间38序列升级49矿等58伤害678易伤a核
156	21263 13183	4	   	266.71	橙3易伤3时间2伤害	1加一238时间38序列升级47矿等58伤害689易伤a核
157	21268 12154	6	   	266.71	橙3易伤3时间2伤害	1加一238时间38序列升级4矿等58伤害678易伤9平台a核
158	21268 12154	5	   	266.71	橙3易伤3时间2伤害	1加一238时间38序列升级4矿等58伤害678易伤9平台a核
159	21268 12163	6	   	266.71	橙3易伤3时间2伤害	1加一238时间38序列升级49矿等58伤害678易伤a核
160	21268 12163	5	   	266.71	橙3易伤3时间2伤害	1加一238时间38序列升级49矿等58伤害678易伤a核
161	21268 12183	7	   	266.71	橙3易伤3时间2伤害	1加一238时间38序列升级47矿等58伤害689易伤a核
162	21268 13183	5	   	266.71	橙3易伤3时间2伤害	1加一238时间38序列升级47矿等58伤害689易伤a核
163	21268 13183	6	   	266.71	橙3易伤3时间2伤害	1加一238时间38序列升级47矿等58伤害689易伤a核
164	21513 36183	7	   	266.71	橙3易伤3时间2伤害	1加一278时间36伤害489易伤58矿等8序列升级a核
165	21663 12154	4	   	266.71	橙3易伤3时间2伤害	1加一238时间4矿等58伤害678易伤8序列升级9平台a核
166	21663 12163	4	   	266.71	橙3易伤3时间2伤害	1加一238时间49矿等58伤害678易伤8序列升级a核
167	21663 13183	4	   	266.71	橙3易伤3时间2伤害	1加一238时间47矿等58伤害689易伤8序列升级a核
168	51312 36211	9	   	266.71	橙3易伤3时间2伤害	1金币生成245易伤358时间5序列升级67伤害9核a最后敌人
169	51312 36211	8	   	266.71	橙3易伤3时间2伤害	1金币生成245易伤358时间5序列升级67伤害9核a最后敌人
170	51312 36212	9	   	266.71	橙3易伤3时间2伤害	1金币生成245易伤358时间5序列升级67伤害9核a矿等
171	51312 36212	10	   	266.71	橙3易伤3时间2伤害	1金币生成245易伤358时间5序列升级67伤害9核a最后敌人
172	51312 36212	8	   	266.71	橙3易伤3时间2伤害	1金币生成245易伤358时间5序列升级67伤害9核a矿等
173	51312 36215	10	   	266.71	橙3易伤3时间2伤害	1金币生成245易伤358时间5序列升级67伤害9核a低血量敌人
174	51312 36633	8	   	266.71	橙3易伤3时间2伤害	1金币生成245易伤35a时间5序列升级67伤害8核9敌人爆炸
175	51312 44452	6	   	266.71	橙3易伤3时间2伤害	19金币生成245易伤359时间59序列升级6加一7核89伤害a挖尘
176	51332 31413	10	   	266.71	橙3易伤3时间2伤害	14金币生成25a易伤357时间5序列升级68伤害9核
177	51312 31411	8	   	266.71	橙3易伤3时间2伤害	1金币生成245易伤357时间5序列升级68伤害9核a最后敌人
178	51312 31411	9	   	266.71	橙3易伤3时间2伤害	1金币生成245易伤357时间5序列升级68伤害9核a最后敌人
179	51312 31412	8	   	266.71	橙3易伤3时间2伤害	1金币生成245易伤357时间5序列升级68伤害9核a矿等
180	51312 31412	9	   	266.71	橙3易伤3时间2伤害	1金币生成245易伤357时间5序列升级68伤害9核a矿等
181	51312 31412	10	   	266.71	橙3易伤3时间2伤害	1金币生成245易伤357时间5序列升级68伤害9核a最后敌人
182	51312 31415	10	   	266.71	橙3易伤3时间2伤害	1金币生成245易伤357时间5序列升级68伤害9核a低血量敌人
183	51332 36213	10	   	266.71	橙3易伤3时间2伤害	14金币生成25a易伤358时间5序列升级67伤害9核
184	51342 26332	8	   	266.66	橙4易伤3时间2雷电	1金币生成2458易伤345时间45序列升级6随机矿7a雷电9核
185	27612 41172	7	   	266.63	橙3易伤3攻速2时间2等级	1加一258攻速345易伤58序列升级68等级78时间9核a策反
186	27612 41174	7	   	266.63	橙3易伤3攻速2时间2等级	1加一258攻速345易伤58序列升级68等级78时间9核a敌人爆炸
187	21224 44148	7	   	266.61	橙3易伤3时间2伤害	1加一239时间3a序列升级4a伤害5平台6核78a易伤
188	21224 48148	6	   	266.61	橙3易伤3时间2伤害	1加一239时间3a序列升级4a伤害5平台6核78a易伤
189	21225 44833	8	   	266.61	橙3易伤3时间2伤害	1加一239时间39序列升级49伤害5敌人爆炸6掉矿79a易伤8核
190	21624 44148	7	   	266.61	橙3易伤3时间2伤害	1加一239时间4a伤害5平台6核78a易伤a序列升级
191	21624 48148	6	   	266.61	橙3易伤3时间2伤害	1加一239时间4a伤害5平台6核78a易伤a序列升级
192	21625 44833	8	   	266.61	橙3易伤3时间2伤害	1加一239时间49伤害5敌人爆炸6掉矿79a易伤8核9序列升级
193	51312 36214	10	   	266.61	橙3易伤3时间2伤害	1金币生成245易伤358时间5序列升级67伤害9核a挖尘
194	51312 36215	9	   	266.61	橙3易伤3时间2伤害	1金币生成245易伤358时间5序列升级67伤害9核a挖尘
195	51312 36215	8	   	266.61	橙3易伤3时间2伤害	1金币生成245易伤358时间5序列升级67伤害9核a挖尘
196	51312 36631	10	   	266.61	橙3易伤3时间2伤害	1金币生成245易伤35a时间5序列升级67伤害8核9挖尘
197	21263 12134	4	   	266.61	橙3易伤3时间2伤害	1加一238时间38序列升级4矿等58伤害678易伤9挖尘a核
198	21268 12134	5	   	266.61	橙3易伤3时间2伤害	1加一238时间38序列升级4矿等58伤害678易伤9挖尘a核
199	21268 12134	6	   	266.61	橙3易伤3时间2伤害	1加一238时间38序列升级4矿等58伤害678易伤9挖尘a核
200	21663 12134	4	   	266.61	橙3易伤3时间2伤害	1加一238时间4矿等58伤害678易伤8序列升级9挖尘a核
201	21668 12134	5	   	266.61	橙3易伤3时间2伤害	1加一238时间4矿等58伤害678易伤8序列升级9挖尘a核
202	21668 12134	6	   	266.61	橙3易伤3时间2伤害	1加一238时间4矿等58伤害678易伤8序列升级9挖尘a核
203	51312 31414	10	   	266.61	橙3易伤3时间2伤害	1金币生成245易伤357时间5序列升级68伤害9核a挖尘
204	51312 31415	9	   	266.61	橙3易伤3时间2伤害	1金币生成245易伤357时间5序列升级68伤害9核a挖尘
205	51312 31415	8	   	266.61	橙3易伤3时间2伤害	1金币生成245易伤357时间5序列升级68伤害9核a挖尘
206	27612 41171	7	   	266.53	橙3易伤3攻速2时间2等级	1加一258攻速345易伤58序列升级68等级78时间9核a赏金塔
207	21221 84833	8	   	266.51	橙3易伤3时间2伤害	1加一239时间39序列升级49伤害5挖尘6掉矿79a易伤8核
208	21621 84833	8	   	266.51	橙3易伤3时间2伤害	1加一239时间49伤害5挖尘6掉矿79a易伤8核9序列升级
209	21221 84754	8	   	266.51	橙3易伤3时间2伤害	1加一239时间39序列升级49伤害5挖尘6掉矿789易伤a核
210	27613 32632	10	 * 	266.50	橙4易伤2伤害2攻速	1加一29攻速3469易伤5金币生成7最后敌人89伤害9序列升级a核
211	32512 32122	9	   	266.50	橙4易伤2伤害2攻速	17最后敌人25攻速3456易伤5序列升级89伤害a核
