0	Index      	Bounty	 *	Score 	Summary	Detail	
1	53433 22511	1	 * 	272.41	DCR|3VULN|2DMG|3LIT|1DUR|1CDMG	19aLIT|259VULN|3CDMG|4DUR|69DMG|7TBNT|8RCR|9BPWR
30	53433 11116	1	   	257.13	DCR|2VULN|3DUR|2CDMG|1DMG|2LIT	18LIT|25VULN|38CDMG|468DUR|7RCR|8BPWR|9DMG|aBELT
31	53433 11141	1	   	257.13	DCR|2VULN|3DUR|2CDMG|1DMG|2LIT	18LIT|25VULN|38CDMG|468DUR|7RCR|8BPWR|9RPLT|aDMG
32	54433 11111	2	   	257.13	DCR|2VULN|3DUR|2CDMG|1DMG|2LIT	18LIT|25VULN|38CDMG|468DUR|7RCR|8BPWR|9DMG|aZMB
33	54433 11113	2	   	257.13	DCR|2VULN|3DUR|1DMG|2CDMG|2LIT	18LIT|25VULN|38CDMG|468DUR|7RCR|8BPWR|9DMG|aMLV
34	53433 11112	1	   	257.03	DCR|2VULN|3DUR|1DMG|2CDMG|2LIT	18LIT|25VULN|38CDMG|468DUR|7RCR|8BPWR|9DMG|aERES
35	54433 11112	2	   	257.03	DCR|2VULN|3DUR|1DMG|2CDMG|2LIT	18LIT|25VULN|38CDMG|468DUR|7RCR|8BPWR|9DMG|aERES
36	53145 11214	1	   	256.65	DCR|2VULN|2DMG|1TLV|1DUR|2LIT|1CDMG	13LIT|23VULN|3BPWR|49DMG|5MBVNT|6TLV|7CDMG|8DUR|aRCR
37	53145 13314	1	   	256.65	DCR|2VULN|2DMG|1TLV|1DUR|2LIT|1CDMG	13LIT|23VULN|3BPWR|49DMG|5MBVNT|6TLV|7DUR|8CDMG|aRCR
38	32441 63333	9	   	256.39	DCR|4VULN|2DMG|1ASPD	129MLV|29BPWR|389aVULN|4BEXP|5ASPD|6RCR|79DMG
39	53131 33635	1	   	256.15	DCR|2VULN|3DMG|1DUR|2LIT|1CDMG	13LIT|23VULN|3BPWR|4FEWX|56aDMG|7CDMG|8DUR|9RCR
40	53131 53632	1	   	256.13	DCR|3VULN|1DMG|2CDMG|1DUR|2LIT	13LIT|236VULN|3BPWR|4FEWX|5DMG|7aCDMG|8DUR|9RCR
41	53143 43311	1	   	256.11	DCR|4VULN|1DMG|2LIT|1CDMG	13LIT|2358VULN|3BPWR|4DMG|6MLV|7TBNT|9CDMG|aRCR
42	53143 63311	1	   	256.11	DCR|4VULN|1DMG|2LIT|1CDMG	13LIT|2358VULN|3BPWR|4DMG|6BBNT|7MLV|9CDMG|aRCR
43	33264 36211	1	 * 	256.07	DCR|3VULN|2ASPD|1DMG|1DUR|1CDMG	1MLV|2DUR|38ASPD|469VULN|5CDMG|7DMG|aRCR
44	23264 51211	1	   	255.97	DCR|3VULN|2ASPD|1DMG|1DUR|1CDMG	1ERES|2DUR|38ASPD|479VULN|5CDMG|6DMG|aRCR
45	53143 11222	1	 * 	255.76	DCR|3VULN|2DUR|3LIT|1DMG	136LIT|235VULN|3BPWR|4DMG|78DUR|9CGEN|aRCR
46	54143 11222	2	   	255.76	DCR|3VULN|2DUR|3LIT|1DMG	136LIT|235VULN|3BPWR|4DMG|78DUR|9CGEN|aRCR
47	53125 33622	1	   	255.34	DCR|3VULN|2DUR|2LIT|1CDMG|1ASPD	13LIT|237VULN|3BPWR|4CGEN|5CDMG|6RCR|89DUR|aASPD
48	52232 23135	1	 * 	255.08	DCR|2VULN|2DMG|2DUR|2LIT|1CDMG	15LIT|2LWND|3CDMG|45DUR|5BPWR|6aDMG|78VULN|9RCR
49	53411 13153	1	   	254.91	DCR|2VULN|2DUR|1DMG|2CDMG|2LIT|1ASPD	18LIT|27VULN|38CDMG|4ASPD|5DMG|68DUR|8BPWR|9RCR|aFEWX
50	54326 32112	9	   	254.89	DCR|4VULN|1DUR|1TLV|2LIT	19LIT|2457VULN|3DUR|6FEWX|8RCR|aTLV
51	53153 13352	1	   	254.89	DCR|4VULN|1TLV|1DUR|2LIT	13LIT|2359VULN|3BPWR|4RPLT|6DUR|7BBNT|8TLV|aRCR
52	54322 42112	9	   	254.79	DCR|4VULN|1TLV|1DUR|2LIT	19LIT|2467VULN|3DUR|5DUST|8RCR|aTLV
53	54326 22112	9	   	254.79	DCR|4VULN|1TLV|1DUR|2LIT	19LIT|2457VULN|3DUR|6DUST|8RCR|aTLV
54	53433 22135	1	   	254.07	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1LIT|258VULN|3CDMG|4DUR|6DMG|7TBNT|9RCR|aASPD
55	53433 23235	1	   	254.07	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1LIT|257VULN|3CDMG|4DUR|6DMG|8TBNT|9RCR|aASPD
56	53433 11214	1	   	253.73	DCR|2VULN|3DUR|1DMG|1CDMG|1AART	1LIT|25VULN|3CDMG|468DUR|7RCR|9DMG|aAART
57	53145 34124	1	   	253.65	DCR|3VULN|2DMG|1DUR|2LIT	13LIT|239VULN|3BPWR|46DMG|5MBVNT|7LHND|8DUR|aRCR
58	53145 11244	1	   	253.64	DCR|2VULN|2DUR|1DMG|1TLV|2LIT|1CDMG	13LIT|23VULN|3BPWR|4DMG|5MBVNT|6TLV|7CDMG|89DUR|aRCR
59	53145 13344	1	   	253.64	DCR|2VULN|2DUR|1DMG|1TLV|2LIT|1CDMG	13LIT|23VULN|3BPWR|4DMG|5MBVNT|6TLV|79DUR|8CDMG|aRCR
60	22113 41642	7	 * 	253.58	DCR|3VULN|3DUR|2LIT|1AART	128ERES|28aBPWR|3RPLT|4AART|58aDUR|68aVULN|7RCR|9aLIT
61	54321 31151	3	   	253.57	DCR|2VULN|2DUR|2CDMG|1DMG|2LIT|1AART	18LIT|24VULN|38DUR|5DMG|6ZMB|78CDMG|8BPWR|9RCR|aAART
62	54321 31151	4	   	253.57	DCR|2VULN|2DUR|2CDMG|1DMG|2LIT|1AART	18LIT|24VULN|38DUR|5DMG|6ZMB|78CDMG|8BPWR|9RCR|aAART
63	53131 24135	1	   	253.51	DCR|3VULN|2DMG|1DUR|2LIT|1SELL	13LIT|238VULN|3BPWR|4FEWX|5aDMG|6DUR|7SELL|9RCR
64	31365 32116	1	   	253.41	DCR|4VULN|1DMG|1DUR|1AART	1MLV|2DMG|3459VULN|6DUR|7ERES|8AART|aRCR
65	31365 33216	1	   	253.41	DCR|4VULN|1DMG|1DUR|1AART	1MLV|2DMG|3458VULN|6DUR|7AART|9ERES|aRCR
66	53433 11163	1	   	253.32	DCR|2VULN|3DUR|2CDMG|1TLV|2LIT	18LIT|25VULN|38CDMG|468DUR|7RCR|8BPWR|9RCVC|aTLV
67	51312 43511	2	   	253.26	DCR|3VULN|3DMG|2LIT	18LIT|2RPLT|37aVULN|489DMG|58CGEN|6RCR|8BPWR
68	51212 43116	5	   	252.52	DCR|3VULN|1DMG|1DUR|1TLV|2LIT	1aLIT|2RPLT|3DMG|48aVULN|5DUR|6TLV|7aLHND|9RCR|aBPWR
69	31362 66111	1	   	252.45	DCR|3VULN|2DMG|1DUR|1CDMG	1MLV|27DMG|349VULN|5CDMG|6DUR|8ZMB|aRCR
70	34265 32111	8	   	252.45	DCR|3VULN|2DMG|1TLV|1CDMG	1MLV|2TLV|3CDMG|45DMG|679VULN|8LHND|aRCR
71	34265 32311	7	   	252.45	DCR|3VULN|2DMG|1TLV|1CDMG	1MLV|2TLV|3CDMG|45DMG|679VULN|8FEWX|aRCR
72	53141 52211	1	   	252.42	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	13LIT|23aVULN|3BPWR|4DMG|5RPLT|6DUR|7TLV|8BEXP|9RCR
73	53115 33633	1	   	252.40	DCR|4VULN|1DUR|2LIT|1CDMG	13LIT|237aVULN|3BPWR|4MLV|5CDMG|6RCR|8DUR|9RMIN
74	21161 54311	4	   	252.35	DCR|3VULN|2DMG|1TLV|1CDMG	1ERES|2CDMG|379VULN|46DMG|5TLV|8FEWX|aRCR
75	21251 54311	1	   	252.35	DCR|3VULN|2DMG|1TLV|1CDMG	1ERES|26DMG|3CDMG|479VULN|5TLV|8FEWX|aRCR
76	21362 66111	1	   	252.35	DCR|3VULN|2DMG|1DUR|1CDMG	1ERES|27DMG|349VULN|5CDMG|6DUR|8ZMB|aRCR
77	34265 32111	7	   	252.35	DCR|3VULN|2DMG|1TLV|1CDMG	1MLV|2TLV|3CDMG|45DMG|679VULN|8DUST|aRCR
78	53145 13214	1	   	252.32	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	13LIT|239VULN|3BPWR|4DMG|5MBVNT|6TLV|7DUR|8CGEN|aRCR
79	33264 32211	1	   	252.26	DCR|3VULN|2ASPD|1TLV|1DUR|1CDMG	1MLV|2DUR|38ASPD|469VULN|5CDMG|7TLV|aRCR
80	21161 54111	4	   	252.25	DCR|3VULN|2DMG|1TLV|1CDMG	1ERES|2CDMG|379VULN|46DMG|5TLV|8DUST|aRCR
81	21251 54111	1	   	252.25	DCR|3VULN|2DMG|1TLV|1CDMG	1ERES|26DMG|3CDMG|479VULN|5TLV|8DUST|aRCR
82	21151 21211	3	   	252.16	DCR|3VULN|2ASPD|1TLV|1DUR|1CDMG	1ERES|2CDMG|379VULN|48ASPD|5TLV|6DUR|aRCR
83	21151 21254	3	   	252.16	DCR|3VULN|2ASPD|1TLV|1DUR|1CDMG	1ERES|2CDMG|37aVULN|48ASPD|5TLV|6DUR|9RCR
84	32422 24314	10	   	252.16	DCR|4VULN|1DMG|1DUR	12MLV|2BPWR|3479VULN|5DMG|6DUR|8LIT|aRCR
85	31363 62611	1	   	251.80	DCR|3VULN|2DUR|1DMG|1TLV|1SELL	1MLV|2DMG|349VULN|5SELL|68DUR|7TLV|aRCR
86	54326 32132	8	 * 	251.63	DCR|5VULN|1DUR	1LIT|2457aVULN|3DUR|6FEWX|8RCR|9RMIN
87	21163 24351	10	   	251.61	DCR|3VULN|3DMG|1CDMG|1SELL	1aERES|2CDMG|38aVULN|46aDMG|5SELL|7RCVC|9RCR|aBPWR
88	21163 22351	10	   	251.51	DCR|3VULN|3DMG|1CDMG|1SELL	17aERES|2CDMG|38aVULN|46aDMG|5SELL|9RCR|aBPWR
89	53411 13251	1	   	251.51	DCR|2VULN|2DUR|1DMG|1CDMG|1ASPD|1AART	1LIT|27VULN|3CDMG|4ASPD|5DMG|68DUR|9RCR|aAART
90	53131 53335	1	   	251.16	DCR|3VULN|2DMG|2LIT|1CDMG	13LIT|236VULN|3BPWR|4FEWX|5aDMG|7CDMG|8LWND|9RCR
91	21161 21511	4	   	250.91	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	18ERES|2CDMG|379VULN|4DMG|5TLV|6DUR|aRCR
92	21251 21511	1	   	250.91	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	18ERES|2DMG|3CDMG|479VULN|5TLV|6DUR|aRCR
93	24261 12611	8	   	250.91	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	15ERES|2TLV|3CDMG|4DMG|6DUR|789VULN|aRCR
94	21362 62511	1	   	250.91	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	18ERES|2DMG|349VULN|5CDMG|6DUR|7TLV|aRCR
95	31155 21241	3	 * 	250.79	DCR|3VULN|2DUR|2ASPD|1CDMG	19MLV|2CDMG|379VULN|48ASPD|5ZMB|69DUR|9BPWR|aRCR
96	53161 33361	1	   	250.65	DCR|3VULN|2DUR|1DMG|2LIT	13LIT|23aVULN|3BPWR|47DUR|5DMG|6ZMB|8RCR|9BBNT
97	21155 21241	3	   	250.59	DCR|3VULN|2DUR|2ASPD|1CDMG	19ERES|2CDMG|379VULN|48ASPD|5ZMB|69DUR|9BPWR|aRCR
98	32441 63332	9	   	250.00	DCR|3VULN|2DMG|1DUR|1ASPD	129MLV|29BPWR|389VULN|4BEXP|5ASPD|6RCR|79DMG|aDUR
99	34436 13211	8	   	249.95	DCR|3VULN|2DUR|1TLV|1AART	1MLV|2TLV|38aVULN|47DUR|5AART|6LIT|9RCR
100	53115 33131	1	   	249.82	DCR|3VULN|1DMG|1TLV|2LIT|1CDMG	13LIT|237VULN|3BPWR|4MLV|5CDMG|6RCR|8RCVC|9DMG|aTLV
101	53115 33135	1	   	249.82	DCR|3VULN|1DMG|1DUR|2LIT|1CDMG	13LIT|237VULN|3BPWR|4MLV|5CDMG|6RCR|8RCVC|9DMG|aDUR
102	53125 31125	1	   	249.82	DCR|3VULN|1DMG|1DUR|2LIT|1CDMG	13LIT|238VULN|3BPWR|4CGEN|5CDMG|6RCR|7LHND|9DUR|aDMG
103	53125 33325	1	   	249.82	DCR|3VULN|1DMG|1DUR|2LIT|1CDMG	13LIT|237VULN|3BPWR|4CGEN|5CDMG|6RCR|8LWND|9DUR|aDMG
104	53131 53633	1	   	249.82	DCR|3VULN|1DMG|1DUR|2LIT|1CDMG	13LIT|236VULN|3BPWR|4FEWX|5DMG|7CDMG|8DUR|9RCR|aBELT
105	54115 33131	2	   	249.82	DCR|3VULN|1DMG|1TLV|2LIT|1CDMG	13LIT|237VULN|3BPWR|4MLV|5CDMG|6RCR|8RCVC|9DMG|aTLV
106	53143 61311	1	   	249.72	DCR|3VULN|1DMG|1TLV|2LIT|1CDMG	13LIT|235VULN|3BPWR|4DMG|6BBNT|7RCVC|8TLV|9CDMG|aRCR
107	53131 53234	1	   	249.72	DCR|3VULN|1DMG|1DUR|2LIT|1CDMG	13LIT|236VULN|3BPWR|4FEWX|5DMG|7CDMG|8TBNT|9RCR|aDUR
108	53131 53242	1	   	249.72	DCR|3VULN|1DMG|1DUR|2LIT|1CDMG	13LIT|236VULN|3BPWR|4FEWX|5DMG|7CDMG|8TBNT|9DUR|aRCR
109	43265 22122	10	   	249.70	DCR|2VULN|3DMG|1DUR|1CDMG	129LHND|29BPWR|3CDMG|459DMG|6LIT|7DUR|89VULN|aRCR
110	32642 11161	6	   	249.68	DCR|3VULN|1DMG|2CDMG|1DUR	128MLV|28BPWR|3LIT|489VULN|5DUR|6DMG|78CDMG|aRCR
111	54132 13361	10	   	249.65	DCR|4VULN|1TLV|2LIT|1ASPD	14LIT|2789VULN|3RCVC|5TLV|6ASPD|aRCR
112	54132 13513	9	   	249.65	DCR|4VULN|1TLV|2LIT|1ASPD	14LIT|279aVULN|3RCVC|5TLV|6ASPD|8RCR
113	54326 32111	9	   	249.65	DCR|4VULN|1DUR|2LIT|1ASPD	19LIT|2457VULN|3DUR|6FEWX|8RCR|aASPD
114	33262 33626	1	   	249.62	DCR|3VULN|3DUR|1ASPD|1AART	1MLV|258DUR|3ASPD|469VULN|7AART|aRCR
115	53433 22131	1	   	249.62	DCR|3VULN|1DMG|1DUR|2LIT|1CDMG	1aLIT|258VULN|3CDMG|4DUR|6DMG|7TBNT|9RCR
116	53433 23231	1	   	249.62	DCR|3VULN|1DMG|1DUR|2LIT|1CDMG	1aLIT|257VULN|3CDMG|4DUR|6DMG|8TBNT|9RCR
117	54433 22131	2	   	249.62	DCR|3VULN|1DMG|1DUR|2LIT|1CDMG	1aLIT|258VULN|3CDMG|4DUR|6DMG|7TBNT|9RCR
118	54433 23231	2	   	249.62	DCR|3VULN|1DMG|1DUR|2LIT|1CDMG	1aLIT|257VULN|3CDMG|4DUR|6DMG|8TBNT|9RCR
119	53131 24132	1	   	249.57	DCR|3VULN|1DMG|1DUR|2LIT|1CDMG|1SELL	13LIT|238VULN|3BPWR|4FEWX|5DMG|6DUR|7SELL|9RCR|aCDMG
120	54131 24132	2	   	249.57	DCR|3VULN|1DMG|1DUR|2LIT|1CDMG|1SELL	13LIT|238VULN|3BPWR|4FEWX|5DMG|6DUR|7SELL|9RCR|aCDMG
121	54322 42111	9	   	249.55	DCR|4VULN|1DUR|2LIT|1ASPD	19LIT|2467VULN|3DUR|5DUST|8RCR|aASPD
122	54326 22111	9	   	249.55	DCR|4VULN|1DUR|2LIT|1ASPD	19LIT|2457VULN|3DUR|6DUST|8RCR|aASPD
123	53221 33635	1	   	249.50	DCR|2VULN|3DMG|1DUR|1CDMG	1LIT|24VULN|3FEWX|56aDMG|7CDMG|8DUR|9RCR
124	53433 21132	1	   	249.48	DCR|3VULN|1DMG|2CDMG|1DUR	1LIT|258VULN|3aCDMG|4DUR|6DMG|7LHND|9RCR
125	53433 23332	1	   	249.48	DCR|3VULN|2CDMG|1DMG|1DUR	1LIT|257VULN|3aCDMG|4DUR|6DMG|8LWND|9RCR
126	53433 26132	1	   	249.48	DCR|3VULN|1DMG|2CDMG|1DUR	1LIT|258VULN|3aCDMG|4DUR|6DMG|7FEWX|9RCR
127	54433 21132	2	   	249.48	DCR|3VULN|1DMG|2CDMG|1DUR	1LIT|258VULN|3aCDMG|4DUR|6DMG|7LHND|9RCR
128	54433 23332	2	   	249.48	DCR|3VULN|2CDMG|1DMG|1DUR	1LIT|257VULN|3aCDMG|4DUR|6DMG|8LWND|9RCR
129	53221 53632	1	   	249.48	DCR|3VULN|1DMG|2CDMG|1DUR	1LIT|246VULN|3FEWX|5DMG|7aCDMG|8DUR|9RCR
130	53142 24132	1	   	249.47	DCR|3VULN|1DMG|1DUR|2LIT|1CDMG|1SELL	13LIT|238VULN|3BPWR|4DMG|5DUST|6DUR|7SELL|9RCR|aCDMG
131	31362 26611	1	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	1MLV|2DMG|349VULN|5CDMG|6CGEN|78DUR|aRCR
132	31634 33432	10	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	1MLV|2CDMG|3RPLT|45DUR|689VULN|7DMG|aRCR
133	31255 21611	1	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	1MLV|2DMG|3CDMG|479VULN|5ZMB|68DUR|aRCR
134	31362 61611	1	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	1MLV|2DMG|349VULN|5CDMG|68DUR|7CGEN|aRCR
135	53124 21632	1	 * 	248.91	DCR|4VULN|2ASPD|3LIT	139LIT|2379VULN|39BPWR|4CGEN|5BEXP|6RCVC|89ASPD|aRCR
136	53124 22632	1	   	248.91	DCR|4VULN|2ASPD|3LIT	139LIT|2389VULN|39BPWR|4CGEN|5BEXP|6RCVC|79ASPD|aRCR
137	52232 22111	1	 * 	248.91	DCR|2VULN|2DUR|3LIT|1DMG|2CDMG	159LIT|2LWND|39CDMG|45DUR|59BPWR|6DMG|7TBNT|89VULN|aRCR
138	54232 23111	1	   	248.91	DCR|2VULN|2DUR|3LIT|2CDMG|1DMG	159LIT|2LHND|39CDMG|45DUR|59BPWR|6DMG|7BBNT|89VULN|aRCR
139	53153 52221	1	   	248.41	DCR|4VULN|1DUR|2LIT|1AART	13LIT|235aVULN|3BPWR|4RPLT|6AART|7RCR|8LHND|9DUR
140	34223 52611	8	   	248.36	DCR|3VULN|2CDMG|1TLV|1DUR|1ASPD	1MLV|2TLV|36CDMG|4ASPD|5DUR|789VULN|aRCR
141	54326 32122	8	   	248.35	DCR|4VULN|1DUR|1TLV	1LIT|2457VULN|3DUR|6FEWX|8RCR|9DMSP|aTLV
142	53153 52321	1	   	248.31	DCR|4VULN|1DUR|2LIT|1AART	13LIT|235aVULN|3BPWR|4RPLT|6AART|7RCR|8DUST|9DUR
143	54322 42132	8	   	248.25	DCR|4VULN|1TLV|1DUR	1LIT|2467VULN|3DUR|5DUST|8RCR|9RCVC|aTLV
144	54326 22132	8	   	248.25	DCR|4VULN|1TLV|1DUR	1LIT|2457VULN|3DUR|6DUST|8RCR|9RCVC|aTLV
145	51363 13352	2	   	248.25	DCR|4VULN|1TLV|1DUR	1LIT|2RPLT|3459VULN|6DUR|7BBNT|8TLV|aRCR
146	53411 13252	1	   	248.16	DCR|2VULN|2DUR|1DMG|2CDMG|1ASPD	1LIT|27VULN|3aCDMG|4ASPD|5DMG|68DUR|9RCR
147	54322 42112	8	   	248.15	DCR|4VULN|1TLV|1DUR	1LIT|2467VULN|3DUR|59DUST|8RCR|aTLV
148	54322 42122	9	   	248.15	DCR|4VULN|1TLV|1DUR	1LIT|2467VULN|3DUR|59DUST|8RCR|aTLV
149	54326 22112	8	   	248.15	DCR|4VULN|1TLV|1DUR	1LIT|2457VULN|3DUR|69DUST|8RCR|aTLV
150	54326 22122	9	   	248.15	DCR|4VULN|1TLV|1DUR	1LIT|2457VULN|3DUR|69DUST|8RCR|aTLV
151	21152 16134	3	   	247.97	DCR|2VULN|3DUR|2CDMG|2LIT|1ASPD	18aERES|2aCDMG|38VULN|4ASPD|5aLIT|678DUR|8aBPWR|9RCR
152	53131 56122	1	   	247.57	DCR|4VULN|3LIT|1DMG	139LIT|2367VULN|3BPWR|4FEWX|5DMG|8LHND|aRCR
153	31351 43511	1	   	247.27	DCR|3VULN|2DMG|2LIT|1AART	18MLV|29DMG|378VULN|4RPLT|58LIT|6RCR|8BPWR|aAART
154	51212 43511	4	   	247.27	DCR|3VULN|2DMG|2LIT|1AART	18LIT|2RPLT|39DMG|478VULN|58CGEN|6RCR|8BPWR|aAART
155	53111 25333	1	 * 	247.24	DCR|5VULN|3LIT	137LIT|2378aVULN|37BPWR|467MLV|5RPLT|9RCR
156	54111 25333	2	   	247.24	DCR|5VULN|3LIT	137LIT|2378aVULN|37BPWR|467MLV|5RPLT|9RCR
157	53143 22312	1	   	247.17	DCR|3VULN|1DMG|1DUR|2LIT|1ASPD	13LIT|235VULN|3BPWR|4DMG|6DUR|7FEWX|8RPLT|9ASPD|aRCR
158	53161 52312	1	   	247.17	DCR|3VULN|1DMG|1DUR|2LIT|1ASPD	13LIT|236VULN|3BPWR|4DUR|5DMG|7FEWX|8RPLT|9ASPD|aRCR
159	54143 22312	2	   	247.17	DCR|3VULN|1DMG|1DUR|2LIT|1ASPD	13LIT|235VULN|3BPWR|4DMG|6DUR|7FEWX|8RPLT|9ASPD|aRCR
160	53161 31251	1	   	247.15	DCR|2VULN|2DUR|1DMG|2LIT|1CDMG|1AART	13LIT|23VULN|3BPWR|48DUR|5DMG|6ZMB|7CDMG|9RCR|aAART
161	21351 43511	1	   	247.07	DCR|3VULN|2DMG|2LIT|1AART	18ERES|29DMG|378VULN|4RPLT|58LIT|6RCR|8BPWR|aAART
162	53131 24133	1	   	246.93	DCR|3VULN|1DMG|1DUR|2LIT|1ASPD|1SELL	13LIT|238VULN|3BPWR|4FEWX|5DMG|6DUR|7SELL|9RCR|aASPD
163	54131 24133	2	   	246.93	DCR|3VULN|1DMG|1DUR|2LIT|1ASPD|1SELL	13LIT|238VULN|3BPWR|4FEWX|5DMG|6DUR|7SELL|9RCR|aASPD
164	53221 24135	1	   	246.86	DCR|3VULN|2DMG|1DUR|1SELL	1LIT|248VULN|3FEWX|5aDMG|6DUR|7SELL|9RCR
165	53142 24133	1	   	246.83	DCR|3VULN|1DMG|1DUR|2LIT|1ASPD|1SELL	13LIT|238VULN|3BPWR|4DMG|5DUST|6DUR|7SELL|9RCR|aASPD
