0	Index      	Bounty	 *	Score 	Summary	Detail	
1	46232 26313	8	 * 	280.21	DCR|5VULN|2TLV|2ASPD|1DUR	12678VULN|3MLV|48TLV|58ASPD|8BPWR|9RCR|aDUR
31	53335 11331	4	   	265.48	DCR|4VULN|2TLV|1DMG|1DUR|1NUKE	1NUKE|2458VULN|35TLV|5BPWR|6BBNT|7DMG|9DUR|aRCR
32	53333 14361	6	   	265.45	DCR|4VULN|3DUR|1TLV|1NUKE	1NUKE|2478VULN|3TLV|578DUR|678BEXP|78BPWR|9ERES|aRCR
33	53333 24361	6	   	265.45	DCR|4VULN|3DUR|1TLV|1NUKE	1NUKE|2478VULN|3TLV|578DUR|678FEWX|78BPWR|9ERES|aRCR
34	46133 14311	4	   	265.35	DCR|4VULN|3DUR|1TLV	1278VULN|3RMIN|4TLV|578DUR|678DUST|78BPWR|9CGEN|aRCR
35	46133 14311	5	   	265.35	DCR|4VULN|3DUR|1TLV	1278VULN|3RMIN|4TLV|578DUR|678DUST|78BPWR|9CGEN|aRCR
36	53333 14311	5	   	265.25	DCR|4VULN|3DUR|1TLV|1NUKE	1NUKE|2478VULN|3TLV|578DUR|678DUST|78BPWR|9CGEN|aRCR
37	53333 14311	4	   	265.25	DCR|4VULN|3DUR|1TLV|1NUKE	1NUKE|2478VULN|3TLV|578DUR|678DUST|78BPWR|9CGEN|aRCR
38	53333 14361	4	   	265.15	DCR|4VULN|3DUR|1TLV|1NUKE	1NUKE|2478VULN|3TLV|578DUR|678DUST|78BPWR|9ERES|aRCR
39	53333 14361	5	   	265.15	DCR|4VULN|3DUR|1TLV|1NUKE	1NUKE|2478VULN|3TLV|578DUR|678DUST|78BPWR|9ERES|aRCR
40	53333 61251	7	 * 	264.60	DCR|3VULN|2TLV|1DMG|2CDMG|1DUR|1NUKE	1NUKE|249VULN|39TLV|5DUR|6DMG|79CDMG|8RCR|9BPWR|aMLV
41	53333 61252	7	   	264.60	DCR|3VULN|2TLV|1DMG|2CDMG|1DUR|1NUKE	1NUKE|249VULN|39TLV|5DUR|6DMG|79CDMG|8RCR|9BPWR|aRCVC
42	53333 61253	7	   	264.49	DCR|3VULN|2TLV|1DMG|2CDMG|1DUR|1NUKE	1NUKE|249VULN|39TLV|5DUR|6DMG|79CDMG|8RCR|9BPWR|aDUST
43	46332 26311	9	   	263.96	DCR|5VULN|2TLV|2ASPD	12678VULN|39ZMB|48TLV|58ASPD|8BPWR|aRCR
44	42342 26311	8	   	263.96	DCR|5VULN|2TLV|2ASPD	15678VULN|28ASPD|38TLV|4aRMIN|8BPWR|9RCR
45	42342 26312	8	   	263.96	DCR|5VULN|2TLV|2ASPD	15678VULN|28ASPD|38TLV|4RMIN|8BPWR|9RCR|aFEWX
46	46132 26311	8	   	263.96	DCR|5VULN|2TLV|2ASPD	12678VULN|3aRMIN|48TLV|58ASPD|8BPWR|9RCR
47	46132 26312	8	   	263.96	DCR|5VULN|2TLV|2ASPD	12678VULN|3RMIN|48TLV|58ASPD|8BPWR|9RCR|aFEWX
48	46232 26311	8	   	263.96	DCR|5VULN|2TLV|2ASPD	12678VULN|3MLV|48TLV|58ASPD|8BPWR|9RCR|aRMIN
49	41336 61312	6	   	263.90	DCR|3VULN|2DMG|1TLV|1DUR|1AART	169VULN|2MLV|39LHND|4DUR|5AART|7TLV|89DMG|9BPWR|aRCR
50	46213 41312	5	   	263.90	DCR|3VULN|2DMG|1TLV|1DUR|1AART	129VULN|3MLV|49LHND|5AART|6DUR|7TLV|89DMG|9BPWR|aRCR
51	53332 26361	8	   	263.86	DCR|5VULN|2TLV|2ASPD|1NUKE	1NUKE|24678VULN|38TLV|58ASPD|8BPWR|9RCVC|aRCR
52	16126 21432	9	   	263.80	DCR|3VULN|2DMG|1TLV|1DUR|1AART	19BEXP|29aVULN|3LEGI|4AART|5DUR|6TLV|7RCR|89DMG|9BPWR
53	26126 21432	9	   	263.80	DCR|3VULN|2DMG|1TLV|1DUR|1AART	19FEWX|29aVULN|3LEGI|4AART|5DUR|6TLV|7RCR|89DMG|9BPWR
54	42134 21511	9	 * 	263.19	ACR|4VULN|3DUR|2TLV|1CDMG	1679VULN|2ASPD|3RCR|489DUR|59TLV|9BPWR|aCDMG
55	42134 21513	10	   	263.19	ACR|4VULN|3DUR|2TLV|1CDMG	1679VULN|2ASPD|3RCR|489DUR|59TLV|9BPWR|aCDMG
56	42364 11841	6	   	262.58	DCR|3VULN|2DMG|2TLV	18aVULN|2ASPD|38TLV|4MBVNT|5LIT|6CGEN|78DMG|8BPWR|9RCR
57	42364 21841	5	   	262.58	DCR|3VULN|2DMG|2TLV	18aVULN|2ASPD|38TLV|4MBVNT|5LIT|6CGEN|78DMG|8BPWR|9RCR
58	42364 31841	5	   	262.48	DCR|3VULN|2DMG|2TLV	18aVULN|2ASPD|38TLV|4MBVNT|5LIT|6ERES|78DMG|8BPWR|9RCR
59	42332 11541	5	   	262.12	DCR|3VULN|2DMG|2TLV|2ASPD	149VULN|25ASPD|39TLV|6BBNT|79DMG|8RCR|9BPWR|aRMIN
60	42332 11543	5	   	262.12	DCR|3VULN|2DMG|2TLV|2ASPD	149VULN|25ASPD|39TLV|6BBNT|79DMG|8RCR|9BPWR|aRPLT
61	42332 11341	5	   	262.02	DCR|3VULN|2DMG|2TLV|2ASPD	148VULN|25ASPD|38TLV|6BBNT|78DMG|8BPWR|9DUST|aRCR
62	42332 11542	5	   	262.02	DCR|3VULN|2DMG|2TLV|2ASPD	149VULN|25ASPD|39TLV|6BBNT|79DMG|8RCR|9BPWR|aMBVNT
63	16126 33162	8	   	261.78	DCR|4VULN|2DUR|1TLV|1AART	17BEXP|2678VULN|3LEGI|4AART|57DUR|7BPWR|9TLV|aRCR
64	26126 33162	8	   	261.78	DCR|4VULN|2DUR|1TLV|1AART	17FEWX|2678VULN|3LEGI|4AART|57DUR|7BPWR|9TLV|aRCR
65	42342 25331	6	   	261.77	DCR|4VULN|2TLV|2ASPD|1DUR	1568VULN|28ASPD|38TLV|4RMIN|7BBNT|8BPWR|9DUR|aRCR
66	46132 25331	6	   	261.77	DCR|4VULN|2TLV|2ASPD|1DUR	1268VULN|3RMIN|48TLV|58ASPD|7BBNT|8BPWR|9DUR|aRCR
67	46232 25331	6	   	261.77	DCR|4VULN|2TLV|2ASPD|1DUR	1268VULN|3MLV|48TLV|58ASPD|7BBNT|8BPWR|9DUR|aRCR
68	46332 25331	6	   	261.77	DCR|4VULN|2TLV|2ASPD|1DUR	1268VULN|3ZMB|48TLV|58ASPD|7BBNT|8BPWR|9DUR|aRCR
69	53332 25331	6	   	261.67	DCR|4VULN|2TLV|2ASPD|1DUR|1NUKE	1NUKE|2468VULN|38TLV|58ASPD|7BBNT|8BPWR|9DUR|aRCR
70	42523 15213	6	 * 	261.42	DCR|2VULN|3DUR|2DMG|1CDMG	17VULN|2ASPD|37aDUR|4FEWX|5CDMG|67DMG|7BPWR|8RCR|9LIT
71	46133 11531	6	   	260.57	DCR|4VULN|2TLV|1DUR|2LIT	129aVULN|3RMIN|49TLV|5DUR|6BEXP|79LIT|8RCR|9BPWR
72	46133 21531	6	   	260.57	DCR|4VULN|2TLV|1DUR|2LIT	129aVULN|3RMIN|49TLV|5DUR|6FEWX|79LIT|8RCR|9BPWR
73	46111 53231	8	   	260.53	DCR|4VULN|2DUR|1TLV	129aVULN|3RMIN|49LHND|5LIT|6RCR|7TLV|89DUR|9BPWR
74	46111 53231	7	   	260.53	DCR|4VULN|2DUR|1TLV	129aVULN|3RMIN|49LHND|5LIT|6RCR|7TLV|89DUR|9BPWR
75	46211 53221	9	   	260.53	DCR|4VULN|2DUR|1TLV	129aVULN|3MLV|49LHND|5LIT|6RCR|7TLV|89DUR|9BPWR
76	46211 53221	10	   	260.53	DCR|4VULN|2DUR|1TLV	129aVULN|3MLV|49LHND|5LIT|6RCR|7TLV|89DUR|9BPWR
77	42312 41513	6	   	260.45	DCR|3VULN|3DUR|1TLV|2ASPD	158VULN|28ASPD|3TLV|4CGEN|68aDUR|7BBNT|8BPWR|9RCR
78	53362 21315	7	 * 	260.10	DCR|4VULN|2TLV|2DUR|1NUKE	1NUKE|2678VULN|38TLV|4MBVNT|58DUR|8BPWR|9ZMB|aRCR
79	53134 24333	6	 * 	259.68	ACR|5VULN|3DUR|3TLV|1NUKE	1NUKE|2678aVULN|3RCR|478DUR|578TLV|78aBPWR|9aLHND
80	56332 24333	6	   	259.68	ACR|5VULN|3DUR|3TLV|1NUKE	1NUKE|278TLV|3RCR|4678aVULN|578DUR|78aBPWR|9aLHND
81	34242 21321	6	   	259.59	DCR|3VULN|2TLV|1DMG|1DUR|2LIT	1CGEN|29TLV|3MLV|4DUR|59aVULN|6DMG|79LIT|8RCR|9BPWR
82	33131 53221	9	   	259.54	DCR|3VULN|2DUR|1TLV|1DMG	19CGEN|2DMG|3RMIN|49aVULN|5LIT|6RCR|7TLV|89DUR|9BPWR
83	33131 53221	10	   	259.54	DCR|3VULN|2DUR|1TLV|1DMG	19CGEN|2DMG|3RMIN|49aVULN|5LIT|6RCR|7TLV|89DUR|9BPWR
84	11232 24341	6	 * 	259.51	DCR|4VULN|3DUR|1DMG	178BEXP|2MLV|3RMIN|4678VULN|578DUR|78BPWR|9DMG|aRCR
85	21233 24341	6	   	259.51	DCR|4VULN|3DUR|1DMG	178FEWX|2MLV|3RMIN|4678VULN|578DUR|78BPWR|9DMG|aRCR
86	41233 14341	6	   	259.51	DCR|4VULN|3DUR|1DMG	1478VULN|2MLV|3RMIN|578DUR|678BEXP|78BPWR|9DMG|aRCR
87	41233 24341	6	   	259.51	DCR|4VULN|3DUR|1DMG	1478VULN|2MLV|3RMIN|578DUR|678FEWX|78BPWR|9DMG|aRCR
88	41233 14341	4	   	259.21	DCR|4VULN|3DUR|1DMG	1478VULN|2MLV|3RMIN|578DUR|678DUST|78BPWR|9DMG|aRCR
89	41233 14341	5	   	259.21	DCR|4VULN|3DUR|1DMG	1478VULN|2MLV|3RMIN|578DUR|678DUST|78BPWR|9DMG|aRCR
90	53334 13612	10	   	259.17	DCR|4VULN|2TLV|1DUR|1CDMG|1NUKE	1NUKE|245aVULN|35TLV|5BPWR|6RPLT|7CDMG|8RCR|9DUR
91	33231 53221	8	   	258.99	DCR|2VULN|2DMG|2DUR|1TLV|2LIT	1CGEN|29DMG|3MLV|4aVULN|59LIT|6RCR|7TLV|89DUR|9BPWR
92	33231 53221	7	   	258.99	DCR|2VULN|2DMG|2DUR|1TLV|2LIT	1CGEN|29DMG|3MLV|4aVULN|59LIT|6RCR|7TLV|89DUR|9BPWR
93	33231 54221	5	   	258.99	DCR|2VULN|2DMG|2DUR|1TLV|2LIT	1CGEN|29DMG|3MLV|4aVULN|59LIT|6RCR|7TLV|89DUR|9BPWR
94	33231 54221	6	   	258.99	DCR|2VULN|2DMG|2DUR|1TLV|2LIT	1CGEN|29DMG|3MLV|4aVULN|59LIT|6RCR|7TLV|89DUR|9BPWR
95	33234 54221	4	   	258.99	DCR|2VULN|2DMG|2DUR|1TLV|2LIT	1CGEN|29DMG|3MLV|4aVULN|59LIT|6RCR|7TLV|89DUR|9BPWR
96	41331 24362	6	 * 	258.47	DCR|3VULN|3DMG|2DUR	178VULN|278MLV|3LHND|45DUR|678DMG|78BPWR|9RCR|aRCVC
97	53133 15532	6	 * 	258.45	ACR|4VULN|3DMG|3CDMG|1DUR|1NUKE	1NUKE|279aVULN|3RCR|4DUR|579CDMG|679DMG|79BPWR|8BBNT
98	41331 24363	6	   	258.37	DCR|3VULN|3DMG|2DUR	178VULN|278MLV|3LHND|45DUR|678DMG|78BPWR|9RCR|aLEGI
99	41331 24361	6	   	258.23	DCR|3VULN|3DMG|2DUR|1SELL	178VULN|278MLV|3LHND|45DUR|678DMG|78BPWR|9RCR|aSELL
100	42135 24323	6	   	257.69	ACR|4VULN|3DUR|3TLV|2ASPD	179aVULN|2aASPD|3RCR|457DUR|679TLV|79aBPWR|89aLHND
101	55323 15313	6	   	257.68	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG|1NUKE	1NUKE|27DUR|37VULN|4FEWX|5CDMG|67DMG|7BPWR|8TLV|9BEXP|aRCR
102	55323 15322	6	   	257.68	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG|1NUKE	1NUKE|27DUR|37VULN|4FEWX|5CDMG|67DMG|7BPWR|8TLV|9LWND|aRCR
103	53523 15313	6	   	257.68	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG|1NUKE	1NUKE|27VULN|37DUR|4FEWX|5CDMG|67DMG|7BPWR|8TLV|9BEXP|aRCR
104	53523 15322	6	   	257.68	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG|1NUKE	1NUKE|27VULN|37DUR|4FEWX|5CDMG|67DMG|7BPWR|8TLV|9LWND|aRCR
105	42122 21411	2	 * 	257.64	DCR|4VULN|2TLV|3LIT	1589VULN|2ASPD|38TLV|458LIT|58BPWR|6RPLT|7TBNT|aRCR
106	42322 21411	3	   	257.64	DCR|4VULN|2TLV|3LIT	1589VULN|2ASPD|38TLV|458LIT|58BPWR|6RPLT|7TBNT|aRCR
107	43243 36212	9	 * 	257.64	DCR|4VULN|2TLV|2CDMG	137aVULN|2RPLT|4DLOT|57TLV|67CDMG|7BPWR|8RCR|9LIT
108	16233 15532	6	   	257.44	DCR|3VULN|3DMG|1DUR|1CDMG	179BEXP|279VULN|3RMIN|4DUR|5CDMG|679DMG|79BPWR|8BBNT|aRCR
109	53321 46233	7	 * 	257.41	DCR|2VULN|3DUR|3TLV|1DMG|1NUKE|1AART	1NUKE|27VULN|367TLV|4AART|567DUR|67BPWR|8RPLT|9DMG|aRCR
110	26328 23348	3	   	257.40	DCR|4VULN|1TLV|1DMG|1DUR	1FEWX|258aVULN|3MBVNT|4DMG|6RCR|7DUR|9TLV
111	46111 21361	6	   	257.39	DCR|4VULN|2DMG|1DUR	129aVULN|3RMIN|49LHND|5LIT|6DUR|79DMG|8RCR|9BPWR
112	46311 21361	6	   	257.39	DCR|4VULN|2DMG|1DUR	129aVULN|3ZMB|49LHND|5LIT|6DUR|79DMG|8RCR|9BPWR
113	42321 45112	7	   	257.32	DCR|3VULN|2TLV|2DUR|1AART	169VULN|2ASPD|39TLV|4AART|56DUR|69BPWR|7MLV|89LWND|aRCR
114	42321 45212	7	   	257.32	DCR|3VULN|2TLV|2DUR|1AART	169VULN|2ASPD|39TLV|4AART|56DUR|69BPWR|7MLV|89FEWX|aRCR
115	42321 45212	8	   	257.32	DCR|3VULN|2TLV|2DUR|1AART	169VULN|2ASPD|39TLV|4AART|56DUR|69BPWR|7MLV|89BEXP|aRCR
116	63373 14427	2	   	257.25	DCR|4VULN|2DMG|2LIT|1AART	18LIT|2AART|3MBVNT|4578VULN|68DMG|8BPWR|9BEXP|aRCR
117	63373 14427	1	   	257.25	DCR|4VULN|2DMG|2LIT|1AART	18LIT|2AART|3MBVNT|4578VULN|68DMG|8BPWR|9BEXP|aRCR
118	63373 14447	1	   	257.25	DCR|4VULN|2DMG|2LIT|1AART	18LIT|2AART|3MBVNT|4578VULN|68DMG|8BPWR|9LHND|aRCR
119	63373 14447	2	   	257.25	DCR|4VULN|2DMG|2LIT|1AART	18LIT|2AART|3MBVNT|4578VULN|68DMG|8BPWR|9LHND|aRCR
120	42322 12412	8	   	257.22	DCR|3VULN|2TLV|2DUR|1AART	189VULN|2ASPD|39TLV|4AART|5FEWX|6MLV|79DUR|9BPWR|aRCR
121	42322 12612	7	   	257.22	DCR|3VULN|2TLV|2DUR|1AART	189VULN|2ASPD|39TLV|4AART|5FEWX|6MLV|79DUR|9BPWR|aRCR
122	42321 41312	8	   	257.12	DCR|3VULN|2TLV|2DUR|1AART	169VULN|2ASPD|39TLV|4AART|56DUR|69BPWR|7LHND|89ERES|aRCR
123	42321 41412	7	   	257.12	DCR|3VULN|2TLV|2DUR|1AART	169VULN|2ASPD|39TLV|4AART|56DUR|69BPWR|7LHND|89ERES|aRCR
124	42321 42312	8	   	257.12	DCR|3VULN|2TLV|2DUR|1AART	169VULN|2ASPD|39TLV|4AART|56DUR|69BPWR|7LWND|89ERES|aRCR
125	42321 42412	7	   	257.12	DCR|3VULN|2TLV|2DUR|1AART	169VULN|2ASPD|39TLV|4AART|56DUR|69BPWR|7LWND|89ERES|aRCR
126	42321 45112	8	   	257.12	DCR|3VULN|2TLV|2DUR|1AART	169VULN|2ASPD|39TLV|4AART|56DUR|69BPWR|7MLV|89DUST|aRCR
127	42321 41412	6	   	257.02	DCR|3VULN|2TLV|2DUR|1AART	169VULN|2ASPD|39TLV|4AART|56DUR|69BPWR|7DUST|89ERES|aRCR
128	42335 11521	5	   	256.31	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	146VULN|2ASPD|3TLV|5AART|7LIT|8RCR|9CDMG|aDUR
129	42312 26311	8	   	256.12	DCR|5VULN|2TLV	15678VULN|2ASPD|38TLV|48CGEN|8BPWR|9RCR|aRMIN
130	42312 26315	8	   	256.12	DCR|5VULN|2TLV	15678VULN|2ASPD|38TLV|48CGEN|8BPWR|9RCR|aFEWX
131	42312 26316	8	   	256.12	DCR|5VULN|2TLV	15678VULN|2ASPD|38TLV|48CGEN|8BPWR|9RCR|aLWND
132	42312 26361	8	   	256.12	DCR|5VULN|2TLV	15678VULN|2ASPD|38TLV|48CGEN|8BPWR|9RCVC|aRCR
133	42312 26314	8	   	256.02	DCR|5VULN|2TLV	15678VULN|2ASPD|38TLV|48CGEN|8BPWR|9RCR|aDLOT
134	46532 13221	4	   	255.93	DCR|3VULN|2DMG|2DUR|1CDMG|1SELL	128VULN|3CDMG|48DMG|5SELL|6BBNT|78DUR|8BPWR|9CGEN|aRCR
135	42352 26311	8	   	255.92	DCR|5VULN|2TLV	15678VULN|2ASPD|38TLV|48ERES|8BPWR|9RCR|aRMIN
136	11532 31426	8	 * 	255.85	DCR|3VULN|3DUR|2DMG	19BEXP|2MLV|348DUR|59aVULN|6RCR|79DMG|9BPWR
137	16126 33142	8	   	255.64	DCR|4VULN|2DUR|1DMG|1AART	17BEXP|2678VULN|3LEGI|4AART|57DUR|7BPWR|9DMG|aRCR
138	26126 33142	8	   	255.64	DCR|4VULN|2DUR|1DMG|1AART	17FEWX|2678VULN|3LEGI|4AART|57DUR|7BPWR|9DMG|aRCR
139	53364 24438	10	   	255.49	DCR|3VULN|2DUR|1TLV|2LIT|1NUKE|1AART	1NUKE|29aVULN|3TLV|4MBVNT|59LIT|69DUR|7RCR|8AART|9BPWR
140	43243 36231	10	 * 	255.47	DCR|4VULN|3TLV|3CDMG	1379VULN|2RPLT|4DLOT|579TLV|679CDMG|79BPWR|8RCR|aLWND
141	43243 36232	10	   	255.47	DCR|4VULN|3TLV|3CDMG	1379VULN|2RPLT|4DLOT|579TLV|679CDMG|79BPWR|8RCR|aDMSP
142	43243 36233	10	   	255.47	DCR|4VULN|3TLV|3CDMG	1379VULN|2RPLT|4DLOT|579TLV|679CDMG|79BPWR|8RCR|aFEWX
143	43243 36232	9	   	255.37	DCR|4VULN|3TLV|3CDMG	1379VULN|2RPLT|4DLOT|579TLV|679CDMG|79BPWR|8RCR|aTBNT
144	43243 36233	9	   	255.37	DCR|4VULN|3TLV|3CDMG	1379VULN|2RPLT|4DLOT|579TLV|679CDMG|79BPWR|8RCR|aMBVNT
145	26226 33362	2	   	254.90	DCR|4VULN|1TLV|1DMG|1CDMG	1FEWX|2567VULN|3LWND|4DMG|8TLV|9RCR|aCDMG
146	53134 21511	9	   	254.79	ACR|4VULN|3DUR|2TLV|1CDMG|1NUKE	1NUKE|2679VULN|3RCR|489DUR|59TLV|9BPWR|aCDMG
147	53134 21513	10	   	254.79	ACR|4VULN|3DUR|2TLV|1CDMG|1NUKE	1NUKE|2679VULN|3RCR|489DUR|59TLV|9BPWR|aCDMG
148	53134 24312	6	   	254.79	ACR|4VULN|3DUR|3TLV|1CDMG|1NUKE	1NUKE|2678VULN|3RCR|478DUR|578TLV|78BPWR|9TBNT|aCDMG
149	56332 21511	9	   	254.79	ACR|4VULN|3DUR|2TLV|1CDMG|1NUKE	1NUKE|29TLV|3RCR|4679VULN|589DUR|9BPWR|aCDMG
150	56332 21513	10	   	254.79	ACR|4VULN|3DUR|2TLV|1CDMG|1NUKE	1NUKE|29TLV|3RCR|4679VULN|589DUR|9BPWR|aCDMG
151	56332 24312	6	   	254.79	ACR|4VULN|3DUR|3TLV|1CDMG|1NUKE	1NUKE|278TLV|3RCR|4678VULN|578DUR|78BPWR|9TBNT|aCDMG
152	42523 15211	6	   	254.74	DCR|2VULN|2DMG|2DUR|2LIT|1CDMG	17VULN|2ASPD|37DUR|4FEWX|5CDMG|67DMG|7BPWR|8RCR|9aLIT
153	41336 13612	5	 * 	254.49	DCR|3VULN|3TLV|1DMG|1DUR|1AART	189VULN|2MLV|389LHND|4DUR|5AART|6DMG|789TLV|89BPWR|aRCR
154	41336 13632	5	   	254.39	DCR|3VULN|2TLV|1DMG|1DUR|1AART	189VULN|2MLV|38LHND|4DUR|5AART|6DMG|78TLV|8BPWR|aRCR
155	42334 13134	9	   	254.37	DCR|3VULN|2TLV|2ASPD|1DUR|1CDMG	149VULN|25ASPD|35TLV|5BPWR|6RPLT|7CDMG|8DUR|aRCR
156	42334 13612	10	   	254.37	DCR|3VULN|2TLV|2ASPD|1DUR|1CDMG	14aVULN|25ASPD|35TLV|5BPWR|6RPLT|7CDMG|8RCR|9DUR
157	42325 33363	7	   	254.32	DCR|3VULN|1TLV|1DMG|1DUR|1AART	168VULN|2ASPD|3TLV|4AART|5DMG|7ERES|9RCR|aDUR
158	53364 11841	6	   	254.18	DCR|3VULN|2DMG|2TLV|1NUKE	1NUKE|28aVULN|38TLV|4MBVNT|5LIT|6CGEN|78DMG|8BPWR|9RCR
159	53364 21841	5	   	254.18	DCR|3VULN|2DMG|2TLV|1NUKE	1NUKE|28aVULN|38TLV|4MBVNT|5LIT|6CGEN|78DMG|8BPWR|9RCR
160	42364 24436	10	   	254.15	DCR|2VULN|2DUR|1TLV|2ASPD|1CDMG|1AART	19VULN|29ASPD|3TLV|4MBVNT|5LIT|69DUR|7RCR|8AART|9BPWR|aCDMG
161	53364 31841	5	   	254.08	DCR|3VULN|2DMG|2TLV|1NUKE	1NUKE|28aVULN|38TLV|4MBVNT|5LIT|6ERES|78DMG|8BPWR|9RCR
162	42333 23441	6	   	254.04	DCR|3VULN|2DMG|1TLV|2ASPD	149VULN|29ASPD|3TLV|56BEXP|79DMG|8TBNT|9BPWR|aRCR
