0	Index      	Bounty	 *	Score 	Summary	Detail	
1	35225 43122	3	 * 	301.85	DCR|4VULN|3DMG|1TLV|1DUR	1RPLT|247DMG|3457VULN|47BPWR|6RCR|8LIT|9TLV|aDUR
29	23232 32415	4	   	283.38	DCR|3VULN|2DMG|2DUR|1TLV|1CDMG	18DUR|28DMG|3CDMG|4TLV|5DMSP|6BBNT|789VULN|8BPWR|aRCR
30	23242 32415	3	   	283.38	DCR|3VULN|2DMG|2DUR|1TLV|1CDMG	18DUR|28DMG|3CDMG|4TLV|5DMSP|6BBNT|789VULN|8BPWR|aRCR
31	23255 12431	8	   	282.89	DCR|3VULN|3DMG|2DUR|1CDMG	17DUR|27aDMG|3CDMG|469VULN|57MLV|7BPWR|8RCR
32	23621 13423	9	   	282.66	DCR|3VULN|3DMG|3DUR	189DUR|289DMG|3RCVC|4ZMB|5BEXP|6RMIN|789VULN|89BPWR|aRCR
33	23624 13423	9	   	282.56	DCR|3VULN|3DMG|3DUR	189DUR|289DMG|3RCVC|4ZMB|5DUST|6RMIN|789VULN|89BPWR|aRCR
34	22323 52718	1	   	282.46	DCR|3VULN|3DMG|3DUR	18aDUR|2aCGEN|389DMG|4BBNT|5MBVNT|6RCR|78aVULN|8aBPWR
35	22512 23662	10	   	281.85	DCR|3VULN|2DMG|2DUR|2CDMG	19DUR|2LWND|39CDMG|4LIT|58DMG|6RCR|79aVULN|9BPWR
36	44213 23362	10	   	281.85	DCR|3VULN|2DMG|2DUR|2CDMG	19DMG|2LWND|39CDMG|4LIT|57aVULN|6RCR|89DUR|9BPWR
37	42233 12336	8	   	281.60	DCR|4VULN|2DMG|2CDMG|1TLV	17DMG|27BEXP|38CDMG|4TLV|567aVULN|7BPWR|9RCR
38	42233 12345	9	   	281.60	DCR|4VULN|2DMG|2CDMG|1TLV	17DMG|27BEXP|38CDMG|4TLV|5679VULN|7BPWR|aRCR
39	42233 12636	7	   	281.60	DCR|4VULN|2DMG|2CDMG|1TLV	17DMG|27BEXP|38CDMG|4TLV|567aVULN|7BPWR|9RCR
40	63233 12336	8	   	281.60	DCR|4VULN|2DMG|2CDMG|1TLV	17BEXP|27DMG|38CDMG|4TLV|567aVULN|7BPWR|9RCR
41	63233 12345	9	   	281.60	DCR|4VULN|2DMG|2CDMG|1TLV	17BEXP|27DMG|38CDMG|4TLV|5679VULN|7BPWR|aRCR
42	63233 12636	7	   	281.60	DCR|4VULN|2DMG|2CDMG|1TLV	17BEXP|27DMG|38CDMG|4TLV|567aVULN|7BPWR|9RCR
43	35225 43313	3	   	280.58	DCR|5VULN|3DMG	1RPLT|247DMG|34578VULN|47BPWR|6RCR|9ZMB|aLWND
44	35225 43311	3	   	280.48	DCR|5VULN|3DMG	1RPLT|247DMG|34578VULN|47BPWR|6RCR|9ZMB|aTBNT
45	35225 43312	3	   	280.48	DCR|5VULN|3DMG	1RPLT|247DMG|34578VULN|47BPWR|6RCR|9ZMB|aDUST
46	43311 43336	4	   	280.48	DCR|5VULN|3DMG	147DMG|2RCVC|3478aVULN|47BPWR|5RPLT|6RCR|9DUST
47	43312 43336	5	   	280.48	DCR|5VULN|3DMG	147DMG|2RCVC|3478aVULN|47BPWR|5RPLT|6RCR|9DUST
48	35212 32226	10	   	280.46	DCR|3VULN|3DUR|2DMG|1CDMG	1RPLT|29DMG|369VULN|4ZMB|5CDMG|789DUR|9BPWR|aRCR
49	42233 12414	9	   	279.31	DCR|3VULN|3DMG|1TLV|1CDMG|1ASPD	17aDMG|27BEXP|3CDMG|4TLV|567VULN|7BPWR|8RCR|9ASPD
50	63233 12414	9	   	279.31	DCR|3VULN|3DMG|1TLV|1CDMG|1ASPD	17BEXP|27aDMG|3CDMG|4TLV|567VULN|7BPWR|8RCR|9ASPD
51	43311 43122	4	   	279.21	DCR|3VULN|3DMG|1TLV|1DUR	147DMG|2RCVC|347VULN|47BPWR|5RPLT|6RCR|8LIT|9TLV|aDUR
52	43312 43122	5	   	279.21	DCR|3VULN|3DMG|1TLV|1DUR	147DMG|2RCVC|347VULN|47BPWR|5RPLT|6RCR|8LIT|9TLV|aDUR
53	42233 22436	8	   	279.00	DCR|4VULN|2DMG|2TLV|1CDMG	17DMG|27BEXP|3CDMG|46TLV|579aVULN|7BPWR|8RCR
54	63233 22436	8	   	279.00	DCR|4VULN|2DMG|2TLV|1CDMG	17BEXP|27DMG|3CDMG|46TLV|579aVULN|7BPWR|8RCR
55	42233 22436	6	   	279.00	DCR|4VULN|2DMG|2TLV|1CDMG	18DMG|28BEXP|3CDMG|46TLV|578aVULN|8BPWR|9RCR
56	42233 22536	8	   	279.00	DCR|4VULN|2DMG|2TLV|1CDMG	17DMG|27BEXP|3CDMG|46TLV|578aVULN|7BPWR|9RCR
57	63233 22436	6	   	279.00	DCR|4VULN|2DMG|2TLV|1CDMG	18BEXP|28DMG|3CDMG|46TLV|578aVULN|8BPWR|9RCR
58	63233 22536	8	   	279.00	DCR|4VULN|2DMG|2TLV|1CDMG	17BEXP|27DMG|3CDMG|46TLV|578aVULN|7BPWR|9RCR
59	35225 12233	3	   	278.80	DCR|3VULN|3DMG|2DUR	1RPLT|24aDMG|345VULN|4BPWR|67DUR|8AART|9RCR
60	35525 12233	2	   	278.80	DCR|3VULN|3DMG|2DUR	1RPLT|24aDMG|345VULN|4BPWR|67DUR|8AART|9RCR
61	42612 32223	7	   	278.24	DCR|3VULN|2DMG|2DUR|1CDMG|1ASPD	1aDMG|2BEXP|3aDUR|4ASPD|5CDMG|6RCR|79aVULN|8BELT|aBPWR
62	42612 34223	6	   	278.24	DCR|3VULN|2DMG|2DUR|1CDMG|1ASPD	1aDMG|2BEXP|3aDUR|4ASPD|5CDMG|6RCR|79aVULN|8BELT|aBPWR
63	26215 23225	9	   	277.85	DCR|4VULN|2DUR|2CDMG|1ASPD	1aDUR|2LIT|348aVULN|5ASPD|6MLV|7RCR|9aCDMG|aBPWR
64	35225 43223	3	   	277.29	DCR|4VULN|3DMG|1TLV	1RPLT|247DMG|3457VULN|47BPWR|6RCR|8RCVC|9TLV|aLHND
65	43311 43323	4	   	277.29	DCR|4VULN|3DMG|1TLV	147DMG|2RCVC|3478VULN|47BPWR|5RPLT|6RCR|9TLV|aLHND
66	43311 43324	4	   	277.29	DCR|4VULN|3DMG|1TLV	147DMG|2RCVC|3478VULN|47BPWR|5RPLT|6RCR|9TLV|aFEWX
67	43311 43326	4	   	277.29	DCR|4VULN|3DMG|1TLV	147DMG|2RCVC|3478VULN|47BPWR|5RPLT|6RCR|9TLV|aCGEN
68	43312 43323	5	   	277.29	DCR|4VULN|3DMG|1TLV	147DMG|2RCVC|3478VULN|47BPWR|5RPLT|6RCR|9TLV|aLHND
69	43312 43324	5	   	277.29	DCR|4VULN|3DMG|1TLV	147DMG|2RCVC|3478VULN|47BPWR|5RPLT|6RCR|9TLV|aFEWX
70	43312 43326	5	   	277.29	DCR|4VULN|3DMG|1TLV	147DMG|2RCVC|3478VULN|47BPWR|5RPLT|6RCR|9TLV|aCGEN
71	35225 43221	3	   	277.19	DCR|4VULN|3DMG|1TLV	1RPLT|247DMG|3457VULN|47BPWR|6RCR|8RCVC|9TLV|aDUST
72	35225 43232	3	   	277.19	DCR|4VULN|3DMG|1DUR	1RPLT|247DMG|3457VULN|47BPWR|6RCR|8RCVC|9DUST|aDUR
73	43311 43321	4	   	277.19	DCR|4VULN|3DMG|1TLV	147DMG|2RCVC|3478VULN|47BPWR|5RPLT|6RCR|9TLV|aDUST
74	43311 43332	4	   	277.19	DCR|4VULN|3DMG|1DUR	147DMG|2RCVC|3478VULN|47BPWR|5RPLT|6RCR|9DUST|aDUR
75	43311 43351	4	   	277.19	DCR|4VULN|3DMG|1DUR|1NUKE	147DMG|2RCVC|3478VULN|47BPWR|5RPLT|6RCR|9DUR|aNUKE
76	43311 43353	4	   	277.19	DCR|4VULN|3DMG|1DUR	147DMG|2RCVC|3478VULN|47BPWR|5RPLT|6RCR|9DUR|aTBNT
77	43312 43321	5	   	277.19	DCR|4VULN|3DMG|1TLV	147DMG|2RCVC|3478VULN|47BPWR|5RPLT|6RCR|9TLV|aDUST
78	43312 43332	5	   	277.19	DCR|4VULN|3DMG|1DUR	147DMG|2RCVC|3478VULN|47BPWR|5RPLT|6RCR|9DUST|aDUR
79	43312 43351	5	   	277.19	DCR|4VULN|3DMG|1DUR|1NUKE	147DMG|2RCVC|3478VULN|47BPWR|5RPLT|6RCR|9DUR|aNUKE
80	43312 43353	5	   	277.19	DCR|4VULN|3DMG|1DUR	147DMG|2RCVC|3478VULN|47BPWR|5RPLT|6RCR|9DUR|aTBNT
81	35225 12235	3	   	276.79	DCR|3VULN|2DMG|2DUR|1CDMG	1RPLT|24DMG|345VULN|4BPWR|67DUR|8AART|9RCR|aCDMG
82	33563 21336	5	   	275.97	DCR|4VULN|2DUR|2TLV|2AART	1RPLT|27DUR|34AART|57TLV|678aVULN|7BPWR|9RCR
83	41225 33422	9	   	275.93	ACR|4VULN|3DMG|3ASPD|1DUR	189DMG|289ASPD|3ZMB|4RCR|5DUR|6789VULN|89BPWR|aLHND
84	41225 33422	10	   	275.93	ACR|4VULN|3DMG|3ASPD|1DUR	189DMG|289ASPD|3ZMB|4RCR|5DUR|6789VULN|89BPWR|aRPLT
85	41225 33423	10	   	275.93	ACR|4VULN|3DMG|3ASPD|1DUR	189DMG|289ASPD|3ZMB|4RCR|5DUR|6789VULN|89BPWR|aBEXP
86	23141 11422	9	   	275.43	DCR|3VULN|3DUR|3CDMG|1DMG	189DUR|2DMG|3RPLT|4RMIN|5RCVC|689VULN|789CDMG|89BPWR|aRCR
87	23141 53422	9	   	275.43	DCR|3VULN|3DUR|3CDMG|1DMG	189DUR|2DMG|3RPLT|4RMIN|5RCVC|689CDMG|789VULN|89BPWR|aRCR
88	23142 32422	9	   	275.43	DCR|3VULN|3DUR|3CDMG|1DMG	189DUR|2DMG|37RPLT|4RMIN|589CDMG|689VULN|89BPWR|aRCR
89	23144 11422	9	   	275.43	DCR|3VULN|3DUR|3CDMG|1DMG	189DUR|2DMG|35RPLT|4RMIN|689VULN|789CDMG|89BPWR|aRCR
90	42233 12432	8	   	275.29	DCR|4VULN|2DMG|1TLV|1CDMG	17DMG|27BEXP|3CDMG|4TLV|5679VULN|7BPWR|8RCR|aDMSP
91	42233 12432	6	   	275.29	DCR|4VULN|2DMG|1TLV|1CDMG	18DMG|28BEXP|3CDMG|4TLV|5678VULN|8BPWR|9RCR|aDMSP
92	42233 12433	8	   	275.29	DCR|4VULN|2DMG|1TLV|1CDMG	17DMG|27BEXP|3CDMG|4TLV|5679VULN|7BPWR|8RCR|aFEWX
93	42233 12433	6	   	275.29	DCR|4VULN|2DMG|1TLV|1CDMG	18DMG|28BEXP|3CDMG|4TLV|5678VULN|8BPWR|9RCR|aFEWX
94	42233 12434	8	   	275.29	DCR|4VULN|2DMG|1TLV|1CDMG	17DMG|27BEXP|3CDMG|4TLV|5679VULN|7BPWR|8RCR|aCGEN
95	42233 12434	6	   	275.29	DCR|4VULN|2DMG|1TLV|1CDMG	18DMG|28BEXP|3CDMG|4TLV|5678VULN|8BPWR|9RCR|aCGEN
96	42233 12451	10	   	275.29	DCR|4VULN|2DMG|1TLV|1CDMG	17DMG|27BEXP|3CDMG|4TLV|567aVULN|7BPWR|8RCR|9LHND
97	42233 12532	8	   	275.29	DCR|4VULN|2DMG|1TLV|1CDMG	17DMG|27BEXP|3CDMG|4TLV|5678VULN|7BPWR|9RCR|aDMSP
98	42233 12533	8	   	275.29	DCR|4VULN|2DMG|1TLV|1CDMG	17DMG|27BEXP|3CDMG|4TLV|5678VULN|7BPWR|9RCR|aFEWX
99	42233 12534	8	   	275.29	DCR|4VULN|2DMG|1TLV|1CDMG	17DMG|27BEXP|3CDMG|4TLV|5678VULN|7BPWR|9RCR|aCGEN
100	63233 12432	8	   	275.29	DCR|4VULN|2DMG|1TLV|1CDMG	17BEXP|27DMG|3CDMG|4TLV|5679VULN|7BPWR|8RCR|aDMSP
101	63233 12432	6	   	275.29	DCR|4VULN|2DMG|1TLV|1CDMG	18BEXP|28DMG|3CDMG|4TLV|5678VULN|8BPWR|9RCR|aDMSP
102	63233 12433	6	   	275.29	DCR|4VULN|2DMG|1TLV|1CDMG	18BEXP|28DMG|3CDMG|4TLV|5678VULN|8BPWR|9RCR|aFEWX
103	63233 12433	8	   	275.29	DCR|4VULN|2DMG|1TLV|1CDMG	17BEXP|27DMG|3CDMG|4TLV|5679VULN|7BPWR|8RCR|aFEWX
104	63233 12434	6	   	275.29	DCR|4VULN|2DMG|1TLV|1CDMG	18BEXP|28DMG|3CDMG|4TLV|5678VULN|8BPWR|9RCR|aCGEN
105	63233 12434	8	   	275.29	DCR|4VULN|2DMG|1TLV|1CDMG	17BEXP|27DMG|3CDMG|4TLV|5679VULN|7BPWR|8RCR|aCGEN
106	63233 12451	10	   	275.29	DCR|4VULN|2DMG|1TLV|1CDMG	17BEXP|27DMG|3CDMG|4TLV|567aVULN|7BPWR|8RCR|9LHND
107	63233 12532	8	   	275.29	DCR|4VULN|2DMG|1TLV|1CDMG	17BEXP|27DMG|3CDMG|4TLV|5678VULN|7BPWR|9RCR|aDMSP
108	63233 12533	8	   	275.29	DCR|4VULN|2DMG|1TLV|1CDMG	17BEXP|27DMG|3CDMG|4TLV|5678VULN|7BPWR|9RCR|aFEWX
109	63233 12534	8	   	275.29	DCR|4VULN|2DMG|1TLV|1CDMG	17BEXP|27DMG|3CDMG|4TLV|5678VULN|7BPWR|9RCR|aCGEN
110	42233 12415	6	   	275.29	DCR|4VULN|2DMG|1TLV|1CDMG	18DMG|28BEXP|3CDMG|4TLV|5678VULN|8BPWR|9RCVC|aRCR
111	42233 12515	8	   	275.29	DCR|4VULN|2DMG|1TLV|1CDMG	17DMG|27BEXP|3CDMG|4TLV|5678VULN|7BPWR|9RCVC|aRCR
112	63233 12415	6	   	275.29	DCR|4VULN|2DMG|1TLV|1CDMG	18BEXP|28DMG|3CDMG|4TLV|5678VULN|8BPWR|9RCVC|aRCR
113	63233 12515	8	   	275.29	DCR|4VULN|2DMG|1TLV|1CDMG	17BEXP|27DMG|3CDMG|4TLV|5678VULN|7BPWR|9RCVC|aRCR
114	21223 41146	5	   	275.22	DCR|3VULN|3DUR|2DMG	17aDUR|268FEWX|3LIT|4aDMG|56aVULN|6aBPWR|9RCR
115	42233 12515	7	   	275.19	DCR|4VULN|2DMG|1TLV|1CDMG	17DMG|27BEXP|3CDMG|4TLV|5679VULN|7BPWR|8TBNT|aRCR
116	63233 12515	7	   	275.19	DCR|4VULN|2DMG|1TLV|1CDMG	17BEXP|27DMG|3CDMG|4TLV|5679VULN|7BPWR|8TBNT|aRCR
117	23251 12533	9	   	275.09	DCR|4VULN|2DMG|1DUR|1CDMG	1DUR|2aDMG|3CDMG|4689VULN|5BEXP|7RCR
118	23253 12533	9	   	275.09	DCR|4VULN|2DMG|1DUR|1CDMG	1DUR|2aDMG|3CDMG|4689VULN|5LHND|7RCR
119	35225 16231	3	   	275.02	DCR|3VULN|3DUR|2DMG	1RPLT|24DMG|345VULN|4BPWR|68aDUR|7LIT|9RCR
120	43316 31432	4	   	274.72	DCR|3VULN|3DMG|2CDMG|1TLV	148DMG|2RCVC|348VULN|48BPWR|5TLV|6BEXP|78CDMG|9RCR|aRMIN
121	43316 31433	4	   	274.72	DCR|3VULN|3DMG|2CDMG|1TLV	148DMG|2RCVC|348VULN|48BPWR|5TLV|6BEXP|78CDMG|9RCR|aCGEN
122	42263 12431	6	   	274.69	DCR|4VULN|3DMG|1CDMG	18aDMG|28BEXP|3CDMG|4CGEN|5678VULN|8BPWR|9RCR
123	42263 12531	8	   	274.69	DCR|4VULN|3DMG|1CDMG	17aDMG|27BEXP|3CDMG|4CGEN|5678VULN|7BPWR|9RCR
124	63263 12431	6	   	274.69	DCR|4VULN|3DMG|1CDMG	18BEXP|28aDMG|3CDMG|4CGEN|5678VULN|8BPWR|9RCR
125	63263 12531	8	   	274.69	DCR|4VULN|3DMG|1CDMG	17BEXP|27aDMG|3CDMG|4CGEN|5678VULN|7BPWR|9RCR
126	43316 31431	4	   	274.62	DCR|3VULN|3DMG|2CDMG|1TLV	148DMG|2RCVC|348VULN|48BPWR|5TLV|6BEXP|78CDMG|9RCR|aDUST
127	42233 12331	8	   	274.62	DCR|3VULN|3DMG|2CDMG|1TLV	17aDMG|27BEXP|38CDMG|4TLV|567VULN|7BPWR|9RCR
128	42233 12631	7	   	274.62	DCR|3VULN|3DMG|2CDMG|1TLV	17aDMG|27BEXP|38CDMG|4TLV|567VULN|7BPWR|9RCR
129	42233 52431	6	   	274.62	DCR|3VULN|3DMG|2CDMG|1TLV	18aDMG|28BEXP|36CDMG|4TLV|578VULN|8BPWR|9RCR
130	42233 52431	8	   	274.62	DCR|3VULN|3DMG|2CDMG|1TLV	17aDMG|27BEXP|36CDMG|4TLV|579VULN|7BPWR|8RCR
131	42233 52531	8	   	274.62	DCR|3VULN|3DMG|2CDMG|1TLV	17aDMG|27BEXP|36CDMG|4TLV|578VULN|7BPWR|9RCR
132	43313 41433	5	   	274.62	DCR|3VULN|3DMG|2CDMG|1DUR	148DMG|2RCVC|348VULN|48BPWR|5CGEN|6DUST|78CDMG|9RCR|aDUR
133	43336 31431	3	   	274.62	DCR|3VULN|3DMG|2CDMG|1TLV	18aDMG|2RCVC|348VULN|5TLV|6BEXP|78CDMG|8BPWR|9RCR
134	43341 11431	5	   	274.62	DCR|3VULN|3DMG|2CDMG|1TLV	18aDMG|2RCVC|368VULN|4TLV|5BEXP|78CDMG|8BPWR|9RCR
135	63233 12331	8	   	274.62	DCR|3VULN|3DMG|2CDMG|1TLV	17BEXP|27aDMG|38CDMG|4TLV|567VULN|7BPWR|9RCR
136	63233 12631	7	   	274.62	DCR|3VULN|3DMG|2CDMG|1TLV	17BEXP|27aDMG|38CDMG|4TLV|567VULN|7BPWR|9RCR
137	63233 52431	6	   	274.62	DCR|3VULN|3DMG|2CDMG|1TLV	18BEXP|28aDMG|36CDMG|4TLV|578VULN|8BPWR|9RCR
138	63233 52431	8	   	274.62	DCR|3VULN|3DMG|2CDMG|1TLV	17BEXP|27aDMG|36CDMG|4TLV|579VULN|7BPWR|8RCR
139	63233 52531	8	   	274.62	DCR|3VULN|3DMG|2CDMG|1TLV	17BEXP|27aDMG|36CDMG|4TLV|578VULN|7BPWR|9RCR
140	43311 43335	4	   	274.59	DCR|4VULN|3DMG|1CDMG	147DMG|2RCVC|3478VULN|47BPWR|5RPLT|6RCR|9DUST|aCDMG
141	43312 43335	5	   	274.59	DCR|4VULN|3DMG|1CDMG	147DMG|2RCVC|3478VULN|47BPWR|5RPLT|6RCR|9DUST|aCDMG
142	35225 12232	3	   	274.15	DCR|3VULN|2DMG|2DUR|1ASPD	1RPLT|24DMG|345VULN|4BPWR|67DUR|8AART|9RCR|aASPD
143	35525 12232	2	   	274.15	DCR|3VULN|2DMG|2DUR|1ASPD	1RPLT|24DMG|345VULN|4BPWR|67DUR|8AART|9RCR|aASPD
144	42233 12412	9	 * 	273.86	DCR|3VULN|2DMG|2ASPD|1TLV|1CDMG	17DMG|27BEXP|3CDMG|4TLV|567VULN|7BPWR|8RCR|9aASPD
145	63233 12412	9	   	273.86	DCR|3VULN|2DMG|2ASPD|1TLV|1CDMG	17BEXP|27DMG|3CDMG|4TLV|567VULN|7BPWR|8RCR|9aASPD
146	26261 33422	3	   	273.58	DCR|3VULN|3DUR|1DMG|1TLV	158DUR|2LIT|39aVULN|4DMG|6RCR|7TLV
147	46321 33422	2	   	273.58	DCR|3VULN|3DUR|1DMG|1TLV	1DMG|2LIT|358DUR|49aVULN|6RCR|7TLV
148	23611 11435	3	   	273.45	DCR|3VULN|2DMG|2DUR|2CDMG	18DUR|28DMG|3RCVC|469VULN|5ERES|78CDMG|8BPWR|aRCR
149	33563 21333	5	   	273.39	DCR|3VULN|2DUR|2TLV|1DMG|2AART	1RPLT|27DUR|34AART|57TLV|678VULN|7BPWR|9RCR|aDMG
150	46233 13433	7	 * 	272.71	DCR|3VULN|3DMG|3CDMG	16aDMG|2LIT|3RCVC|45aCDMG|79aVULN|8RCR|aBPWR
151	33533 21145	4	 * 	272.36	DCR|4VULN|3DUR|1ASPD	1RPLT|257DUR|3AART|4569VULN|5BPWR|8ASPD|aRCR
152	13336 23435	3	   	272.29	DCR|4VULN|2DUR|1DMG|1CDMG	18CGEN|2RCVC|3489VULN|5CDMG|6DMG|78DUR|8BPWR|aRCR
153	23231 32223	7	   	272.21	DCR|3VULN|2DUR|1DMG|2CDMG|1TLV	1aDUR|2DMG|3aCDMG|4TLV|5BEXP|6RCR|79aVULN|8BELT|aBPWR
154	23231 34223	6	   	272.21	DCR|3VULN|2DUR|1DMG|2CDMG|1TLV	1aDUR|2DMG|3aCDMG|4TLV|5BEXP|6RCR|79aVULN|8BELT|aBPWR
155	42233 22431	8	   	272.02	DCR|3VULN|3DMG|2TLV|1CDMG	17aDMG|27BEXP|3CDMG|46TLV|579VULN|7BPWR|8RCR
156	63233 22431	8	   	272.02	DCR|3VULN|3DMG|2TLV|1CDMG	17BEXP|27aDMG|3CDMG|46TLV|579VULN|7BPWR|8RCR
157	42233 12461	9	   	272.02	DCR|3VULN|3DMG|2TLV|1CDMG	17aDMG|27BEXP|3CDMG|49TLV|567VULN|7BPWR|8RCR
158	42233 22431	6	   	272.02	DCR|3VULN|3DMG|2TLV|1CDMG	18aDMG|28BEXP|3CDMG|46TLV|578VULN|8BPWR|9RCR
159	42233 22531	8	   	272.02	DCR|3VULN|3DMG|2TLV|1CDMG	17aDMG|27BEXP|3CDMG|46TLV|578VULN|7BPWR|9RCR
160	63233 12461	9	   	272.02	DCR|3VULN|3DMG|2TLV|1CDMG	17BEXP|27aDMG|3CDMG|49TLV|567VULN|7BPWR|8RCR
161	63233 22431	6	   	272.02	DCR|3VULN|3DMG|2TLV|1CDMG	18BEXP|28aDMG|3CDMG|46TLV|578VULN|8BPWR|9RCR
162	63233 22531	8	   	272.02	DCR|3VULN|3DMG|2TLV|1CDMG	17BEXP|27aDMG|3CDMG|46TLV|578VULN|7BPWR|9RCR
163	35225 41311	3	   	271.95	DCR|4VULN|3DMG|1ASPD	1RPLT|24aDMG|3458VULN|4BPWR|6RCR|7ASPD|9RCVC
164	35225 43233	3	   	271.95	DCR|4VULN|3DMG|1ASPD	1RPLT|247DMG|3457VULN|47BPWR|6RCR|8RCVC|9DUST|aASPD
165	43311 41361	4	   	271.95	DCR|4VULN|3DMG|1ASPD	14aDMG|2RCVC|3489VULN|4BPWR|5RPLT|6RCR|7ASPD
166	43311 43333	4	   	271.95	DCR|4VULN|3DMG|1ASPD	147DMG|2RCVC|3478VULN|47BPWR|5RPLT|6RCR|9DUST|aASPD
167	43312 41361	5	   	271.95	DCR|4VULN|3DMG|1ASPD	14aDMG|2RCVC|3489VULN|4BPWR|5RPLT|6RCR|7ASPD
168	43312 43333	5	   	271.95	DCR|4VULN|3DMG|1ASPD	147DMG|2RCVC|3478VULN|47BPWR|5RPLT|6RCR|9DUST|aASPD
