0	Index      	Bounty	 *	Score 	Summary	Detail	
1	11451 33411	8	 * 	279.59	DCR|5VULN|2DMG|2LIT	1aERES|2aLIT|34679VULN|5aDMG|8RCR|aBPWR
17	32113 23564	7	   	269.90	DCR|3VULN|2DMG|1TLV|1DUR|2LIT	13LIT|2TLV|46DMG|5DUR|78aVULN|9RCR
18	32115 13243	10	   	269.90	DCR|3VULN|2DMG|1TLV|1DUR|2LIT	13LIT|2TLV|48DMG|579VULN|6DUR|aRCR
19	32115 35243	10	   	269.90	DCR|3VULN|2DMG|1TLV|1DUR|2LIT	13LIT|2TLV|48DMG|569VULN|7DUR|aRCR
20	11451 13243	10	   	269.65	DCR|4VULN|2DMG|1DUR	1ERES|2LIT|3479VULN|58DMG|6DUR|aRCR
21	12143 36243	10	   	269.65	DCR|4VULN|2DMG|1DUR	1ERES|2469VULN|38DMG|5DUR|7LIT|aRCR
22	12532 16243	10	   	269.65	DCR|4VULN|2DMG|1DUR	14ERES|2349VULN|4BPWR|5DUR|68DMG|7LIT|aRCR
23	31434 22113	1	 * 	269.41	DCR|3VULN|3DMG|1DUR|2LIT	19LIT|2DUR|3MBVNT|49aDMG|569VULN|7RCR|8RCVC|9BPWR
24	33421 56112	7	 * 	269.19	DCR|3VULN|3DUR|3LIT|1DMG	179LIT|2ZMB|379VULN|479DUR|5LEGI|6RCR|79BPWR|8RCVC|aDMG
25	11451 33413	8	   	269.00	DCR|5VULN|1DMG|1CDMG	1ERES|2LIT|34679VULN|5DMG|8RCR|aCDMG
26	11451 33431	10	   	269.00	DCR|5VULN|1DMG|1CDMG	1ERES|2LIT|3467aVULN|5DMG|8RCR|9CDMG
27	32423 22154	9	   	268.41	DCR|4VULN|1DMG|1TLV|1DUR	1LIT|2TLV|378aVULN|4DUR|5LWND|6DMG|9RCR
28	32423 22155	10	   	268.41	DCR|4VULN|1DMG|1TLV|1DUR	1LIT|2TLV|378aVULN|4DUR|5LWND|6DMG|9RCR
29	32423 22164	8	   	268.41	DCR|4VULN|1DMG|1TLV|1DUR	1LIT|2TLV|378aVULN|4DUR|5LWND|6DMG|9RCR
30	32115 33411	8	   	268.37	DCR|4VULN|1DMG|1TLV|2LIT|1AART	13LIT|2TLV|4DMG|5679VULN|8RCR|aAART
31	32115 33441	9	   	268.37	DCR|4VULN|1DMG|1TLV|2LIT|1AART	13LIT|2TLV|4DMG|5679VULN|8RCR|aAART
32	32421 22154	9	   	268.31	DCR|4VULN|1DMG|1TLV|1DUR	1LIT|2TLV|378aVULN|4DUR|5LEGI|6DMG|9RCR
33	32421 22155	10	   	268.31	DCR|4VULN|1DMG|1TLV|1DUR	1LIT|2TLV|378aVULN|4DUR|5LEGI|6DMG|9RCR
34	32421 22164	8	   	268.31	DCR|4VULN|1DMG|1TLV|1DUR	1LIT|2TLV|378aVULN|4DUR|5LEGI|6DMG|9RCR
35	12534 33522	10	   	267.88	DCR|5VULN|1DUR|1CDMG|1ASPD	14ERES|23458VULN|4BPWR|6DUR|7CDMG|9RCR|aASPD
36	12534 13121	7	   	267.47	DCR|5VULN|2DUR|1AART	14ERES|2345aVULN|4BPWR|6AART|7RCR|89DUR
37	12552 32143	7	   	267.23	DCR|3VULN|2DMG|2AART|1DUR|1ASPD	17ERES|237VULN|45AART|67DMG|7BPWR|8RCR|9ASPD|aDUR
38	66335 23133	8	 * 	266.93	DCR|3VULN|2DMG|3ASPD|1CDMG	1DUST|247VULN|349ASPD|4BPWR|5CDMG|68DMG|aRCR
39	32113 13564	7	   	266.90	DCR|3VULN|2DUR|1DMG|1TLV|2LIT	13LIT|2TLV|4DMG|56DUR|78aVULN|9RCR
40	32115 13562	7	   	266.90	DCR|3VULN|2DUR|1DMG|1TLV|2LIT	13LIT|2TLV|4DMG|578VULN|6aDUR|9RCR
41	32115 33162	8	   	266.90	DCR|3VULN|2DUR|1DMG|1TLV|2LIT	13LIT|2TLV|4DMG|567VULN|8aDUR|9RCR
42	31331 24333	1	 * 	266.66	DCR|4VULN|3DUR|2LIT	19LIT|259DUR|3CGEN|4FEWX|6789VULN|9BPWR|aRCR
43	11451 33162	8	 * 	266.64	DCR|4VULN|2DUR|1DMG	1ERES|2LIT|3467VULN|5DMG|8aDUR|9RCR
44	12143 34362	7	   	266.64	DCR|4VULN|2DUR|1DMG	1ERES|2467VULN|3DMG|5aDUR|8LIT|9RCR
45	12532 14362	7	   	266.64	DCR|4VULN|2DUR|1DMG	14ERES|2347VULN|4BPWR|5aDUR|6DMG|8LIT|9RCR
46	31131 24333	1	   	266.56	DCR|4VULN|3DUR|2LIT	19LIT|259DUR|3ERES|4FEWX|6789VULN|9BPWR|aRCR
47	12534 13152	10	   	266.54	DCR|5VULN|1TLV|1CDMG|1AART	14ERES|23459VULN|4BPWR|6AART|7RCR|8CDMG|aTLV
48	21512 52343	1	 * 	265.25	DCR|4VULN|2DMG|2TLV	1FEWX|2678VULN|39DMG|4LHND|56TLV|6BPWR|aRCR
49	52233 45321	10	   	265.22	DCR|2VULN|3DMG|3DUR|1AART	1RPLT|247DMG|378DUR|5AART|67VULN|7BPWR|9RCR|aLWND
50	52233 45322	9	   	265.22	DCR|2VULN|3DMG|3DUR|1AART	1RPLT|247DMG|378DUR|5AART|67VULN|7BPWR|9RCR|aBEXP
51	52233 45323	9	   	265.22	DCR|2VULN|3DMG|3DUR|1AART	1RPLT|247DMG|378DUR|5AART|67VULN|7BPWR|9RCR|aCGEN
52	12534 33521	10	   	265.19	DCR|5VULN|1DUR|1CDMG	14ERES|23458VULN|4BPWR|6DUR|7CDMG|9RCR|aLIT
53	52233 23534	9	   	265.14	DCR|2VULN|3DMG|2TLV|2AART|1DUR	1RPLT|24aDMG|3DUR|56AART|7aVULN|8RCR|9aTLV|aBPWR
54	52233 45321	9	   	265.12	DCR|2VULN|3DMG|3DUR|1AART	1RPLT|247DMG|378DUR|5AART|67VULN|7BPWR|9RCR|aTBNT
55	52233 45323	10	   	265.12	DCR|2VULN|3DMG|3DUR|1AART	1RPLT|247DMG|378DUR|5AART|67VULN|7BPWR|9RCR|aDUST
56	12534 13341	8	   	263.89	DCR|5VULN|1TLV|1ASPD|1AART	14ERES|2345aVULN|4BPWR|6AART|7RCR|8TLV|9ASPD
57	32115 33413	8	 * 	263.72	DCR|4VULN|3LIT|1DMG|1TLV	13aLIT|2TLV|4DMG|5679VULN|8RCR
58	32115 33443	9	   	263.72	DCR|4VULN|3LIT|1DMG|1TLV	13aLIT|2TLV|4DMG|5679VULN|8RCR
59	32423 22254	9	   	263.36	DCR|3VULN|2DMG|1TLV|1DUR	1LIT|2TLV|37aVULN|4DUR|5LWND|68DMG|9RCR
60	32423 22255	10	   	263.36	DCR|3VULN|2DMG|1TLV|1DUR	1LIT|2TLV|37aVULN|4DUR|5LWND|68DMG|9RCR
61	32423 22264	8	   	263.36	DCR|3VULN|2DMG|1TLV|1DUR	1LIT|2TLV|37aVULN|4DUR|5LWND|68DMG|9RCR
62	32423 22364	7	   	263.36	DCR|3VULN|2DMG|1TLV|1DUR	1LIT|2TLV|37aVULN|4DUR|5LWND|68DMG|9RCR
63	12533 32631	4	   	263.29	DCR|5VULN|1DMG|1DUR	14ERES|23457VULN|4BPWR|6BELT|8DUR|9RCR|aDMG
64	12533 62631	5	   	263.29	DCR|5VULN|1DMG|1DUR	14ERES|23467VULN|4BPWR|5BELT|8DUR|9RCR|aDMG
65	12534 32631	5	   	263.29	DCR|5VULN|1DMG|1DUR	14ERES|23457VULN|4BPWR|6BELT|8DUR|9RCR|aDMG
66	12543 32631	3	   	263.29	DCR|5VULN|1DMG|1DUR	1ERES|23457VULN|6BELT|8DUR|9RCR|aDMG
67	32421 22254	9	   	263.26	DCR|3VULN|2DMG|1TLV|1DUR	1LIT|2TLV|37aVULN|4DUR|5LEGI|68DMG|9RCR
68	32421 22255	10	   	263.26	DCR|3VULN|2DMG|1TLV|1DUR	1LIT|2TLV|37aVULN|4DUR|5LEGI|68DMG|9RCR
69	32421 22264	8	   	263.26	DCR|3VULN|2DMG|1TLV|1DUR	1LIT|2TLV|37aVULN|4DUR|5LEGI|68DMG|9RCR
70	32421 22364	7	   	263.26	DCR|3VULN|2DMG|1TLV|1DUR	1LIT|2TLV|37aVULN|4DUR|5LEGI|68DMG|9RCR
71	26321 24343	3	   	262.64	DCR|5VULN|1DUR|1ASPD	1FEWX|26789VULN|3ASPD|4LIT|5DUR|aRCR
72	12552 32114	7	   	262.62	DCR|4VULN|2DMG|2AART	17ERES|237aVULN|45AART|67DMG|7BPWR|8RCR|9RCVC
73	12552 32121	7	   	262.62	DCR|4VULN|2DMG|2AART	17ERES|237aVULN|45AART|67DMG|7BPWR|8RCR|9MLV
74	31342 26351	6	 * 	262.47	DCR|4VULN|2ASPD|3LIT|1CDMG	147LIT|2RPLT|37ASPD|579aVULN|6RCR|7BPWR|8CDMG
75	12552 32136	7	 * 	262.38	DCR|3VULN|2DMG|3AART|1DUR	17ERES|237VULN|459AART|67DMG|7BPWR|8RCR|aDUR
76	12513 33624	3	   	262.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1ERES|239VULN|4CDMG|5ASPD|6DUR|7RCR|8TLV|aDMG
77	32115 13561	7	   	261.98	DCR|3VULN|1DMG|1TLV|1DUR|2LIT|1AART	13LIT|2TLV|4DMG|578VULN|6DUR|9RCR|aAART
78	32115 33161	8	   	261.98	DCR|3VULN|1DMG|1TLV|1DUR|2LIT|1AART	13LIT|2TLV|4DMG|567VULN|8DUR|9RCR|aAART
79	32116 11616	5	 * 	261.85	DCR|2VULN|2DMG|3LIT|1TLV|1DUR|1CDMG	139LIT|2TLV|49DMG|5CGEN|6CDMG|79VULN|8RCR|9BPWR|aDUR
80	12552 32134	7	 * 	261.78	DCR|3VULN|3DMG|3AART	17ERES|237VULN|459AART|67aDMG|7BPWR|8RCR
81	32112 11616	4	   	261.75	DCR|2VULN|2DMG|3LIT|1TLV|1DUR|1CDMG	139LIT|2TLV|49DMG|5ERES|6CDMG|79VULN|8RCR|9BPWR|aDUR
82	12143 34361	7	   	261.72	DCR|4VULN|1DMG|1DUR|1AART	1ERES|2467VULN|3DMG|5DUR|8LIT|9RCR|aAART
83	11451 33161	8	   	261.72	DCR|4VULN|1DMG|1DUR|1AART	1ERES|2LIT|3467VULN|5DMG|8DUR|9RCR|aAART
84	11451 33361	10	   	261.72	DCR|4VULN|1DMG|1TLV|1AART	1ERES|2LIT|3467VULN|5DMG|8TLV|9AART|aRCR
85	12532 14361	7	   	261.72	DCR|4VULN|1DMG|1DUR|1AART	14ERES|2347VULN|4BPWR|5DUR|6DMG|8LIT|9RCR|aAART
86	11451 13262	8	 * 	261.59	DCR|3VULN|2DMG|2DUR	1ERES|2LIT|347VULN|58DMG|6aDUR|9RCR
87	12143 36262	8	   	261.59	DCR|3VULN|2DMG|2DUR	1ERES|246VULN|38DMG|5aDUR|7LIT|9RCR
88	12532 16262	8	   	261.59	DCR|3VULN|2DMG|2DUR	14ERES|234VULN|4BPWR|5aDUR|68DMG|7LIT|9RCR
89	11451 11243	10	   	261.59	DCR|3VULN|2DMG|2DUR	1ERES|2LIT|349VULN|58DMG|67DUR|aRCR
90	23324 14311	2	   	261.36	DCR|4VULN|3DUR|1AART	17FEWX|2AART|367aVULN|4TBNT|578DUR|7BPWR|9RCR
91	12143 31343	7	   	261.34	DCR|4VULN|2DMG|1DUR	1ERES|2468VULN|39DMG|5DUR|7BEXP|aRCR
92	12143 34243	8	   	261.34	DCR|4VULN|2DMG|1DUR	1ERES|2467VULN|39DMG|5DUR|8BEXP|aRCR
93	12532 11343	7	   	261.34	DCR|4VULN|2DMG|1DUR	14ERES|2348VULN|4BPWR|5DUR|69DMG|7BEXP|aRCR
94	12532 14243	8	   	261.34	DCR|4VULN|2DMG|1DUR	14ERES|2347VULN|4BPWR|5DUR|69DMG|8BEXP|aRCR
95	32116 11612	5	 * 	261.26	DCR|2VULN|3DMG|3LIT|1TLV|1CDMG	139LIT|2TLV|49aDMG|5CGEN|6CDMG|79VULN|8RCR|9BPWR
96	12534 13123	7	   	261.16	DCR|4VULN|3DUR|1AART	14ERES|2345VULN|4BPWR|6AART|7RCR|89aDUR
97	63324 14311	2	   	261.16	DCR|4VULN|3DUR|1AART	17DUST|2AART|367aVULN|4TBNT|578DUR|7BPWR|9RCR
98	32112 11612	4	   	261.16	DCR|2VULN|3DMG|3LIT|1TLV|1CDMG	139LIT|2TLV|49aDMG|5ERES|6CDMG|79VULN|8RCR|9BPWR
99	32115 33432	9	   	260.72	DCR|3VULN|1DMG|1TLV|2LIT|1CDMG|1ASPD	13LIT|2TLV|4DMG|567VULN|8RCR|9CDMG|aASPD
100	32115 33434	10	   	260.72	DCR|3VULN|1DMG|1TLV|2LIT|1CDMG|1ASPD	13LIT|2TLV|4DMG|567VULN|8RCR|9CDMG|aASPD
101	23263 53411	8	   	260.70	DCR|4VULN|1TLV|1DUR|1ASPD|1AART	1FEWX|2AART|3ASPD|4TLV|5789VULN|6RCR|aDUR
102	12534 13141	7	   	260.66	DCR|5VULN|2AART|1DUR	14ERES|2345aVULN|4BPWR|69AART|7RCR|8DUR
103	12534 13343	8	   	260.60	DCR|4VULN|1TLV|1DUR|1ASPD|1AART	14ERES|2345VULN|4BPWR|6AART|7RCR|8TLV|9ASPD|aDUR
104	11451 33432	9	   	260.46	DCR|4VULN|1DMG|1CDMG|1ASPD	1ERES|2LIT|3467VULN|5DMG|8RCR|9CDMG|aASPD
105	32425 34315	6	   	260.25	DCR|3VULN|2DUR|1DMG|1TLV	1LIT|2TLV|38aVULN|49DUR|5DMG|6MBVNT|7RCR
106	15631 24333	1	   	259.91	DCR|4VULN|3DUR	19ERES|259DUR|3LIT|4FEWX|6789VULN|9BPWR|aRCR
107	32115 33436	9	   	259.38	DCR|3VULN|1DMG|1TLV|2LIT|1CDMG|1AART	13LIT|2TLV|4DMG|567VULN|8RCR|9CDMG|aAART
108	66433 33131	3	   	259.38	DCR|5VULN|1TLV|1DUR	1DUST|2359aVULN|4DUR|6RCR|7BBNT|8TLV
109	23324 14316	2	   	258.78	DCR|3VULN|3DUR|1DMG|1AART	17FEWX|2AART|367VULN|4TBNT|578DUR|7BPWR|9RCR|aDMG
110	32115 33243	10	   	258.71	DCR|4VULN|1DMG|1TLV|2LIT	13LIT|2TLV|4DMG|5679VULN|8LHND|aRCR
111	32115 33264	8	   	258.71	DCR|4VULN|1DMG|1TLV|2LIT	13LIT|2TLV|4DMG|567aVULN|8LHND|9RCR
112	32115 33264	7	   	258.71	DCR|4VULN|1DMG|1TLV|2LIT	13LIT|2TLV|4DMG|567aVULN|8FEWX|9RCR
113	32115 33353	10	   	258.71	DCR|4VULN|1DMG|1TLV|2LIT	13LIT|2TLV|4DMG|5678VULN|9LHND|aRCR
114	32115 33412	8	   	258.71	DCR|4VULN|1DMG|1TLV|2LIT	13LIT|2TLV|4DMG|5679VULN|8RCR|aBELT
115	32115 33422	10	   	258.71	DCR|4VULN|1DMG|1TLV|2LIT	13LIT|2TLV|4DMG|567aVULN|8RCR|9LWND
116	32115 33424	9	   	258.71	DCR|4VULN|1DMG|1TLV|2LIT	13LIT|2TLV|4DMG|567aVULN|8RCR|9LWND
117	32115 33434	8	   	258.71	DCR|4VULN|1DMG|1TLV|2LIT	13LIT|2TLV|4DMG|567aVULN|8RCR|9LWND
118	32115 33441	10	   	258.71	DCR|4VULN|1DMG|1TLV|2LIT	13LIT|2TLV|4DMG|5679VULN|8RCR|aRCVC
119	32115 33442	9	   	258.71	DCR|4VULN|1DMG|1TLV|2LIT	13LIT|2TLV|4DMG|5679VULN|8RCR|aBELT
120	32115 33443	10	   	258.71	DCR|4VULN|1DMG|1TLV|2LIT	13LIT|2TLV|4DMG|5679VULN|8RCR|aRMIN
121	32115 33452	10	   	258.71	DCR|4VULN|1DMG|1TLV|2LIT	13LIT|2TLV|4DMG|567aVULN|8RCR|9LHND
122	33115 33144	8	   	258.71	DCR|4VULN|1DMG|1DUR|2LIT	13LIT|2ZMB|4DMG|567aVULN|8DUR|9RCR
123	33161 33144	8	   	258.71	DCR|4VULN|1DMG|1DUR|2LIT	13LIT|2ZMB|467aVULN|5DMG|8DUR|9RCR
124	54233 31222	2	 * 	258.68	DCR|3VULN|3DUR|2CDMG|1AART	1RPLT|2AART|358VULN|4BBNT|689DUR|78CDMG|8BPWR|aRCR
125	54234 31222	2	   	258.68	DCR|3VULN|3DUR|2CDMG|1AART	1RPLT|2AART|358VULN|4BBNT|58BPWR|689DUR|78CDMG|aRCR
126	66334 13222	8	   	258.67	DCR|3VULN|2ASPD|1DMG|1DUR|1TLV	1DUST|245VULN|34ASPD|4BPWR|6DMG|7LHND|8TLV|9RCR|aDUR
127	11115 33143	10	   	258.61	DCR|4VULN|1DMG|1DUR|2LIT	1ERES|23LIT|4DMG|5679VULN|8DUR|aRCR
128	11115 33164	8	   	258.61	DCR|4VULN|1DMG|1DUR|2LIT	1ERES|23LIT|4DMG|567aVULN|8DUR|9RCR
129	11115 33414	8	   	258.61	DCR|4VULN|1DMG|1DUR|2LIT	1ERES|23LIT|4DMG|5679VULN|8RCR|aDUR
130	32115 33164	7	   	258.61	DCR|4VULN|1DMG|1TLV|2LIT	13LIT|2TLV|4DMG|567aVULN|8DUST|9RCR
131	32115 33415	8	   	258.61	DCR|4VULN|1DMG|1TLV|2LIT	13LIT|2TLV|4DMG|5679VULN|8RCR|aERES
132	32115 33416	8	   	258.61	DCR|4VULN|1DMG|1TLV|2LIT	13LIT|2TLV|4DMG|5679VULN|8RCR|aDLOT
133	11451 33113	10	   	258.61	DCR|4VULN|1DMG|1DUR|2LIT	1ERES|29LIT|3467VULN|5DMG|8DUR|aRCR
134	26413 34133	7	   	258.44	DCR|4VULN|2DUR|1DMG	1FEWX|2367VULN|4RCVC|59DUR|8DMG|aRCR
135	26432 63313	8	   	258.18	DCR|5VULN|1DUR|2LIT	1FEWX|23789VULN|46LIT|5DUR|aRCR
136	12141 13611	8	   	258.03	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD|1AART	1ERES|249VULN|3DMG|5AART|6ASPD|7TLV|8RCR|aDUR
137	12141 13625	8	   	258.03	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD|1AART	1ERES|24aVULN|3DMG|5AART|6ASPD|7TLV|8RCR|9DUR
138	12141 13651	10	   	258.03	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD|1AART	1ERES|24aVULN|3DMG|5AART|6ASPD|7TLV|8RCR|9DUR
139	12534 32262	8	   	257.58	DCR|4VULN|2DUR|1ASPD	14ERES|2345VULN|4BPWR|6aDUR|7LIT|8ASPD|9RCR
140	32115 13262	8	   	257.58	DCR|2VULN|2DMG|2DUR|1TLV|2LIT	13LIT|2TLV|48DMG|57VULN|6aDUR|9RCR
141	32113 13243	10	   	257.58	DCR|2VULN|2DMG|2DUR|1TLV|2LIT	13LIT|2TLV|48DMG|56DUR|79VULN|aRCR
142	32113 13264	8	   	257.58	DCR|2VULN|2DMG|2DUR|1TLV|2LIT	13LIT|2TLV|48DMG|56DUR|7aVULN|9RCR
143	32113 23562	7	   	257.58	DCR|2VULN|2DMG|2DUR|1TLV|2LIT	13LIT|2TLV|46DMG|5aDUR|78VULN|9RCR
144	32113 25414	8	   	257.58	DCR|2VULN|2DMG|2DUR|1TLV|2LIT	13LIT|2TLV|46DMG|57DUR|8RCR|9aVULN
145	32113 25442	10	   	257.58	DCR|2VULN|2DMG|2DUR|1TLV|2LIT	13LIT|2TLV|46DMG|57DUR|8RCR|9aVULN
146	32115 11243	10	   	257.58	DCR|2VULN|2DMG|2DUR|1TLV|2LIT	13LIT|2TLV|48DMG|59VULN|67DUR|aRCR
147	32115 11264	8	   	257.58	DCR|2VULN|2DMG|2DUR|1TLV|2LIT	13LIT|2TLV|48DMG|5aVULN|67DUR|9RCR
148	32115 35262	8	   	257.58	DCR|2VULN|2DMG|2DUR|1TLV|2LIT	13LIT|2TLV|48DMG|56VULN|7aDUR|9RCR
149	52233 33534	9	   	257.37	DCR|2VULN|3DMG|2TLV|1DUR|1AART	1RPLT|24aDMG|3DUR|5AART|6DMSP|7aVULN|8RCR|9aTLV|aBPWR
150	52233 43314	10	   	257.37	DCR|2VULN|3DMG|2TLV|1DUR|1AART	1RPLT|249DMG|3DUR|5AART|69VULN|79TLV|8RCVC|9BPWR|aRCR
151	32115 33112	9	   	257.32	DCR|3VULN|3LIT|1DMG|1TLV|1DUR	139LIT|2TLV|4DMG|567VULN|8DUR|aRCR
152	32115 33415	9	   	257.32	DCR|3VULN|3LIT|1DMG|1TLV|1DUR	139LIT|2TLV|4DMG|567VULN|8RCR|aDUR
153	12141 34152	5	   	257.13	DCR|4VULN|2TLV|1DMG|1AART	1aERES|247aVULN|3DMG|5AART|6DUST|8aTLV|9RCR|aBPWR
154	12141 36352	5	   	257.13	DCR|4VULN|2TLV|1DMG|1AART	1aERES|248aVULN|3DMG|5AART|6DUST|7aTLV|9RCR|aBPWR
155	31431 22113	1	   	257.08	DCR|2VULN|3DMG|2DUR|2LIT	19LIT|25DUR|3MBVNT|49aDMG|69VULN|7RCR|8RCVC|9BPWR
156	66334 12322	6	 * 	257.01	DCR|3VULN|2DUR|2ASPD|1DMG	1DUST|245VULN|34ASPD|4BPWR|6DMG|7CGEN|8aDUR|9RCR
157	12533 32634	4	   	256.88	DCR|5VULN|1DUR|1CDMG	14ERES|23457VULN|4BPWR|6BELT|8DUR|9RCR|aCDMG
158	12534 33521	9	   	256.88	DCR|5VULN|1DUR|1CDMG	14ERES|23458VULN|4BPWR|6DUR|7CDMG|9RCR|aZMB
159	12534 33522	9	   	256.88	DCR|5VULN|1DUR|1CDMG	14ERES|23458VULN|4BPWR|6DUR|7CDMG|9RCR|aRMIN
160	12534 33523	9	   	256.88	DCR|5VULN|1DUR|1CDMG	14ERES|23458VULN|4BPWR|6DUR|7CDMG|9RCR|aFEWX
161	12534 13321	8	   	256.70	DCR|5VULN|2TLV|1AART	149ERES|23459VULN|49BPWR|6AART|7RCR|89TLV|aFEWX
162	12534 13323	8	   	256.70	DCR|5VULN|2TLV|1AART	149ERES|23459VULN|49BPWR|6AART|7RCR|89TLV|aMLV
163	12534 13341	9	   	256.70	DCR|5VULN|2TLV|1AART	149ERES|23459VULN|49BPWR|6AART|7RCR|89TLV|aFEWX
164	12534 13342	10	   	256.70	DCR|5VULN|2TLV|1AART	149ERES|23459VULN|49BPWR|6AART|7RCR|89TLV|aLHND
165	12534 13343	10	   	256.70	DCR|5VULN|2TLV|1AART	149ERES|23459VULN|49BPWR|6AART|7RCR|89TLV|aCGEN
166	12534 13343	9	   	256.70	DCR|5VULN|2TLV|1AART	149ERES|23459VULN|49BPWR|6AART|7RCR|89TLV|aMLV
167	12534 13621	7	   	256.70	DCR|5VULN|2TLV|1AART	149ERES|23459VULN|49BPWR|6AART|7RCR|89TLV|aFEWX
168	12534 13623	7	   	256.70	DCR|5VULN|2TLV|1AART	149ERES|23459VULN|49BPWR|6AART|7RCR|89TLV|aMLV
169	12634 13341	10	   	256.70	DCR|5VULN|2TLV|1AART	149ERES|2459aVULN|3DMSP|49BPWR|6AART|7RCR|89TLV
170	11451 13261	8	   	256.67	DCR|3VULN|2DMG|1DUR|1AART	1ERES|2LIT|347VULN|58DMG|6DUR|9RCR|aAART
171	12143 36261	8	   	256.67	DCR|3VULN|2DMG|1DUR|1AART	1ERES|246VULN|38DMG|5DUR|7LIT|9RCR|aAART
172	12532 16261	8	   	256.67	DCR|3VULN|2DMG|1DUR|1AART	14ERES|234VULN|4BPWR|5DUR|68DMG|7LIT|9RCR|aAART
173	31434 22474	1	   	256.67	DCR|3VULN|2DMG|1DUR|1AART	1LIT|2DUR|3MBVNT|49DMG|56aVULN|7RCR|8AART
174	12534 13326	8	   	256.60	DCR|5VULN|2TLV|1AART	149ERES|23459VULN|49BPWR|6AART|7RCR|89TLV|aDUST
175	12534 13341	10	   	256.60	DCR|5VULN|2TLV|1AART	149ERES|23459VULN|49BPWR|6AART|7RCR|89TLV|aDUST
176	12552 32123	7	   	256.23	DCR|3VULN|2DMG|2AART|1DUR	17ERES|237VULN|45AART|67DMG|7BPWR|8RCR|9MLV|aDUR
177	12552 32151	7	   	256.23	DCR|3VULN|2DMG|2AART|1DUR	17ERES|237VULN|45AART|67DMG|7BPWR|8RCR|9FEWX|aDUR
178	11115 33431	10	   	256.01	DCR|4VULN|1DMG|2LIT|1CDMG	1ERES|23LIT|4DMG|567aVULN|8RCR|9CDMG
179	52234 13412	9	   	255.95	DCR|2VULN|3DUR|2DMG|1TLV	1RPLT|24DMG|389DUR|5TLV|6aVULN|7RCR
180	32425 13232	8	   	255.91	DCR|2VULN|3DMG|2TLV|1DUR	1LIT|26TLV|37VULN|4DUR|568DMG|6BPWR|9BEXP|aRCR
181	32425 13232	9	   	255.91	DCR|2VULN|3DMG|2TLV|1DUR	1LIT|26TLV|37VULN|4DUR|568DMG|6BPWR|9BEXP|aRCR
182	32425 13262	8	   	255.91	DCR|2VULN|3DMG|2TLV|1DUR	1LIT|26TLV|37VULN|4DUR|568DMG|6BPWR|9FEWX|aRCR
