0	Index      	Bounty	 *	Score 	Summary	Detail	
1	21222 55114	10	 * 	296.19	橙4易伤2伤害2时间2等级	1双倍矿27伤害36等级4789易伤57时间7序列升级a核
52	42322 42233	3	   	271.42	橙4易伤3时间2暴击1卖塔	1卖塔27暴击347时间5赏金邻近678a易伤7序列升级9核
53	43151 11263	6	   	271.32	橙5易伤2时间1暴击1卖塔	1卖塔2349a易伤56时间7暴击8核
54	43151 11263	5	   	271.32	橙5易伤2时间1暴击1卖塔	1卖塔2349a易伤56时间7暴击8核
55	43111 21141	5	   	271.31	橙3易伤2伤害2时间1卖塔	1卖塔239易伤4雷电59时间6全技能79伤害8核9序列升级a金币生成
56	43111 21145	5	   	271.31	橙3易伤2伤害2时间1卖塔	1卖塔239易伤4雷电59时间6全技能79伤害8核9序列升级a低血量敌人
57	43111 21146	5	   	271.31	橙3易伤2伤害2时间1卖塔	1卖塔239易伤4雷电59时间6全技能79伤害8核9序列升级a敌人爆炸
58	43111 61141	6	   	271.31	橙3易伤2伤害2时间1卖塔	1卖塔239易伤4雷电59时间6全技能79伤害8核9序列升级a金币生成
59	43112 21141	4	   	271.31	橙3易伤2伤害2时间1卖塔	1卖塔239易伤4雷电59时间6全技能79伤害8核9序列升级a金币生成
60	43112 21145	4	   	271.31	橙3易伤2伤害2时间1卖塔	1卖塔239易伤4雷电59时间6全技能79伤害8核9序列升级a低血量敌人
61	43112 21146	4	   	271.31	橙3易伤2伤害2时间1卖塔	1卖塔239易伤4雷电59时间6全技能79伤害8核9序列升级a敌人爆炸
62	21222 55224	7	   	270.87	橙2易伤3时间2伤害2等级1攻速	1双倍矿27伤害36等级47易伤57a时间7序列升级8核9攻速
63	21222 55241	7	   	270.87	橙2易伤3时间2伤害2等级1攻速	1双倍矿27伤害36等级47易伤579时间7序列升级8核a攻速
64	21213 25365	4	   	270.10	橙3易伤2伤害1等级1时间2雷电	1双倍矿28伤害3等级48雷电568易伤7立即金币8序列升级9时间a核
65	21213 25365	3	   	270.10	橙3易伤2伤害1等级1时间2雷电	1双倍矿28伤害3等级48雷电568易伤7立即金币8序列升级9时间a核
66	21213 61653	8	   	269.85	橙2易伤3伤害1等级1时间2雷电1攻速	1双倍矿29a伤害3等级49雷电5时间6攻速79易伤8核9序列升级
67	26521 31631	6	   	269.54	橙4易伤2时间2等级1攻速	1双倍矿248a易伤38时间5额外掉落6核78等级8序列升级9攻速
68	21213 61352	8	   	268.78	橙2易伤2伤害2时间1等级2雷电1攻速	1双倍矿29伤害3等级49雷电58时间6攻速79易伤9序列升级a核
69	21122 23462	4	   	268.78	橙2易伤2伤害2时间1等级2雷电1攻速	1双倍矿27伤害35雷电47时间67易伤7序列升级8攻速9等级a核
70	21213 35252	4	   	268.78	橙2易伤2伤害2时间1等级2雷电1攻速	1双倍矿29伤害3等级49雷电58易伤6攻速79时间9序列升级a核
71	21213 35252	3	   	268.78	橙2易伤2伤害2时间1等级2雷电1攻速	1双倍矿29伤害3等级49雷电58易伤6攻速79时间9序列升级a核
72	63223 41351	4	 * 	268.56	紫4易伤3时间2伤害1攻速	178a低血量敌人278a易伤3核4攻速5策反678时间78a序列升级9a伤害
73	21222 26631	5	   	268.14	橙2易伤3伤害2时间1等级	1双倍矿269伤害3等级4a易伤56时间6序列升级7核8全技能
74	21624 15161	7	   	267.93	橙3易伤3伤害2等级	1双倍矿289伤害3全技能4加一59a易伤69等级7核9序列升级
75	21232 23265	8	 * 	267.93	橙3易伤3伤害3等级	1双倍矿248伤害346等级489序列升级5全技能789易伤a核
76	11612 51151	6	   	267.01	橙3易伤3时间2伤害	137基地爆炸2a最后敌人478易伤57a时间6核7a序列升级9a伤害
77	22133 15251	3	   	266.94	橙4易伤2时间1伤害	1双倍矿29矿等3雷电4589易伤6核79时间9序列升级a伤害
78	23133 15251	3	   	266.94	橙4易伤2时间1伤害	1双倍矿29金币生成3雷电4589易伤6核79时间9序列升级a伤害
79	22122 13353	4	   	266.86	橙4易伤3时间2雷电	1双倍矿289矿等35雷电489时间6核789a易伤89序列升级
80	22132 15353	3	   	266.86	橙4易伤3时间2雷电	1双倍矿289矿等35雷电489a易伤6核789时间89序列升级
81	22166 13353	5	   	266.86	橙4易伤3时间2雷电	1双倍矿289矿等34雷电589时间6核789a易伤89序列升级
82	21423 13536	2	   	266.81	橙3易伤3时间2伤害	1双倍矿27伤害3敌人爆炸457时间67a易伤7序列升级8随机矿9核
83	24221 35233	7	   	266.81	橙3易伤3时间2伤害	1双倍矿27a时间3金币生成47伤害5立即金币679易伤7序列升级8核
84	24221 35242	7	   	266.81	橙3易伤3时间2伤害	1双倍矿279时间3金币生成47伤害5立即金币67a易伤7序列升级8核
85	24225 35233	7	   	266.81	橙3易伤3时间2伤害	15双倍矿27a时间3金币生成47伤害679易伤7序列升级8核
86	26222 25233	7	   	266.81	橙3易伤3时间2伤害	1双倍矿279易伤36金币生成47伤害57a时间7序列升级8核
87	26222 25242	7	   	266.81	橙3易伤3时间2伤害	1双倍矿27a易伤36金币生成47伤害579时间7序列升级8核
88	21323 13532	2	   	266.71	橙3易伤3时间2伤害	1双倍矿27伤害3挖尘457时间679易伤7序列升级8核a基地爆炸
89	21323 13534	2	   	266.71	橙3易伤3时间2伤害	1双倍矿27伤害3挖尘457时间679易伤7序列升级8核a最后敌人
90	21323 13535	2	   	266.71	橙3易伤3时间2伤害	1双倍矿27伤害3挖尘457时间679易伤7序列升级8核a低血量敌人
91	24222 35332	10	   	266.71	橙3易伤3时间2伤害	1双倍矿257时间3金币生成47伤害67a易伤7序列升级8挖尘9核
92	26222 65332	10	   	266.71	橙3易伤3时间2伤害	1双倍矿27a易伤3金币生成47伤害567时间7序列升级8挖尘9核
93	21322 42232	3	   	266.71	橙3易伤3时间2伤害	1双倍矿27伤害347时间5赏金邻近678易伤7序列升级9核a最后敌人
94	21322 42235	3	   	266.71	橙3易伤3时间2伤害	1双倍矿27伤害347时间5赏金邻近678易伤7序列升级9核a金币生成
95	21622 42232	1	   	266.71	橙3易伤3时间2伤害	1双倍矿237时间47伤害5赏金邻近678易伤7序列升级9核a最后敌人
96	21622 42235	1	   	266.71	橙3易伤3时间2伤害	1双倍矿237时间47伤害5赏金邻近678易伤7序列升级9核a金币生成
97	24522 42232	3	   	266.71	橙3易伤3时间2伤害	1双倍矿237时间47伤害5赏金邻近678易伤7序列升级9核a最后敌人
98	24622 42232	2	   	266.71	橙3易伤3时间2伤害	1双倍矿237时间47伤害5赏金邻近678易伤7序列升级9核a最后敌人
99	43124 13411	9	   	266.70	橙4易伤2时间1伤害1卖塔	1卖塔237a易伤47基地爆炸57时间6核7序列升级8雷电9伤害
100	26513 25223	7	 * 	266.63	橙3易伤3攻速2时间2等级	1双倍矿27a易伤35时间47等级679攻速7序列升级8核
101	21323 13531	2	   	266.61	橙3易伤3时间2伤害	1双倍矿27伤害3挖尘457时间679易伤7序列升级8核a掉矿
102	21323 13533	2	   	266.61	橙3易伤3时间2伤害	1双倍矿27伤害3挖尘457时间679易伤7序列升级8核a挖青
103	21322 42231	3	   	266.61	橙3易伤3时间2伤害	1双倍矿27伤害347时间5赏金邻近678易伤7序列升级9核a挖尘
104	21322 42236	3	   	266.61	橙3易伤3时间2伤害	1双倍矿27伤害347时间5赏金邻近678易伤7序列升级9核a掉矿
105	21622 42231	1	   	266.61	橙3易伤3时间2伤害	1双倍矿237时间47伤害5赏金邻近678易伤7序列升级9核a挖尘
106	21622 42236	1	   	266.61	橙3易伤3时间2伤害	1双倍矿237时间47伤害5赏金邻近678易伤7序列升级9核a掉矿
107	24522 42231	3	   	266.61	橙3易伤3时间2伤害	1双倍矿237时间47伤害5赏金邻近678易伤7序列升级9核a挖尘
108	24622 42231	2	   	266.61	橙3易伤3时间2伤害	1双倍矿237时间47伤害5赏金邻近678易伤7序列升级9核a挖尘
109	43151 13226	9	   	266.50	橙4易伤2时间1伤害1卖塔	1卖塔2349易伤56时间7伤害8雷电a核
110	43133 11661	8	   	266.47	橙3易伤3时间2伤害1卖塔	1卖塔238易伤4掉矿58伤害68a时间7随机矿8序列升级9核
111	21225 16151	8	 * 	266.27	橙2易伤2伤害2暴击1等级1时间	1双倍矿29伤害3等级49易伤5全技能6时间7雷电89暴击9序列升级a核
112	13323 62354	6	   	266.25	橙3易伤2伤害1等级1时间1攻速	18基地爆炸289易伤3时间4攻速5立即金币68伤害7核8序列升级a等级
