0	Index      	Bounty	 *	Score 	Summary	Detail	
1	63511 23231	7	 * 	284.23	橙3易伤2时间2等级1伤害2暴击	17等级27暴击3伤害49时间567易伤7序列升级8雷电a核
23	42631 31253	2	   	281.20	橙5易伤3时间1全技能	14679易伤27最后敌人379时间5全技能79序列升级89金币生成a核
24	26621 31221	1	   	281.10	橙5易伤3时间1全技能	137时间2367a易伤37序列升级47低血量敌人5全技能8核9矿等
25	26621 31251	1	   	281.10	橙5易伤3时间1全技能	137时间2367a易伤37a序列升级47a低血量敌人5全技能8核9a挖尘
26	41621 31221	1	   	281.10	橙5易伤3时间1全技能	1367a易伤237时间37序列升级47低血量敌人5全技能8核9矿等
27	41621 31251	1	   	281.10	橙5易伤3时间1全技能	1367a易伤237时间37a序列升级47a低血量敌人5全技能8核9a挖尘
28	22131 31553	2	   	281.00	橙5易伤3时间1全技能	179时间27最后敌人34679易伤5全技能79序列升级89掉矿a核
29	24131 31553	1	   	281.00	橙5易伤3时间1全技能	179时间27最后敌人34679易伤5全技能79序列升级89掉矿a核
30	25131 31553	2	   	281.00	橙5易伤3时间1全技能	179时间27敌人爆炸34679易伤5全技能79序列升级89掉矿a核
31	25131 31553	1	   	281.00	橙5易伤3时间1全技能	179时间27基地爆炸34679易伤5全技能79序列升级89掉矿a核
32	26131 31553	2	   	281.00	橙5易伤3时间1全技能	179时间27基地爆炸34679易伤5全技能79序列升级89掉矿a核
33	42211 31553	4	   	281.00	橙5易伤3时间1全技能	14679易伤27最后敌人379时间5全技能79序列升级89掉矿a核
34	42231 31553	3	   	281.00	橙5易伤3时间1全技能	14679易伤27最后敌人379时间5全技能79序列升级89掉矿a核
35	23325 13155	7	 * 	280.26	橙3易伤3时间2伤害1暴击	137时间27掉矿4暴击58a易伤67伤害7序列升级9核
36	23325 13435	9	   	280.26	橙3易伤3时间2伤害1暴击	137时间27掉矿4暴击58a易伤67伤害7序列升级9核
37	42211 32426	7	 * 	277.54	橙3易伤3伤害2时间	149易伤25最后敌人39时间6核789伤害9序列升级a雷电
38	21125 15172	6	   	276.79	橙3易伤2伤害2时间1暴击1全技能	17时间2全技能3金币生成4加一578易伤67伤害7序列升级9核a暴击
39	21524 32731	9	   	276.37	橙3易伤3时间2伤害1全技能	168时间2全技能3随机矿4加一56a易伤6a序列升级7a伤害9核
40	26642 31121	1	 * 	275.62	橙2易伤3伤害3时间2暴击	139时间23易伤39序列升级459伤害6随机矿7平台89暴击a核
41	43313 13231	7	   	275.34	橙3易伤2伤害2时间1暴击	147易伤27掉矿39时间5暴击67伤害7序列升级8雷电a核
42	26621 31223	1	   	275.21	橙4易伤3时间1暴击1全技能	137时间2367易伤37序列升级47低血量敌人5全技能8核9矿等a暴击
43	41621 31223	1	   	275.21	橙4易伤3时间1暴击1全技能	1367易伤237时间37序列升级47低血量敌人5全技能8核9矿等a暴击
44	42211 32221	8	   	275.12	橙3易伤3时间2伤害	149易伤25最后敌人389时间6核79伤害9序列升级a雷电
45	42215 32221	8	   	275.12	橙3易伤3时间2伤害	149易伤2最后敌人389时间5双倍矿6核79伤害9序列升级a雷电
46	42365 32221	8	   	275.12	橙3易伤3时间2伤害	149易伤2最后敌人3双倍矿589时间6核79伤害9序列升级a雷电
47	43315 31153	5	   	274.91	橙4易伤3时间1暴击1全技能	1459易伤29掉矿379时间6核8全技能9序列升级a暴击
48	63511 21412	6	   	273.65	橙4易伤1伤害1等级1时间1暴击	1等级2暴击3伤害4时间568a易伤7加一9核
49	63511 61412	5	   	273.65	橙4易伤1伤害1等级1时间1暴击	1等级2暴击3伤害4时间568a易伤7加一9核
50	42222 23435	4	 * 	273.55	橙3易伤2伤害2时间2暴击	189易伤2最后敌人38时间4a暴击5金币生成68伤害7核8序列升级
51	23642 22112	1	 * 	273.20	橙2易伤3伤害2时间2攻速1全技能	17时间2金币生成37攻速457伤害6全技能7序列升级8核9a易伤
52	22642 22112	1	   	273.10	橙2易伤3伤害2时间2攻速1全技能	17时间2掉矿37攻速457伤害6全技能7序列升级8核9a易伤
53	23642 22112	2	   	273.10	橙2易伤3伤害2时间2攻速1全技能	17时间2掉矿37攻速457伤害6全技能7序列升级8核9a易伤
54	26621 31235	1	   	272.56	橙4易伤3时间1攻速1全技能	137时间2367易伤37序列升级47低血量敌人5全技能8核9最后敌人a攻速
55	41621 31235	1	   	272.56	橙4易伤3时间1攻速1全技能	1367易伤237时间37序列升级47低血量敌人5全技能8核9最后敌人a攻速
56	25132 23126	2	 * 	271.76	橙4易伤3时间2暴击	169时间2敌人爆炸3479易伤5立即金币89暴击9序列升级a核
57	26111 62423	1	   	271.76	橙4易伤3时间1伤害	156时间236a易伤4随机矿6序列升级7伤害8敌人爆炸9核
58	41111 62423	1	   	271.76	橙4易伤3时间1伤害	136a易伤256时间4随机矿6序列升级7伤害8敌人爆炸9核
59	26111 62143	1	   	271.66	橙4易伤3时间1伤害	156时间236a易伤4随机矿6序列升级7伤害8加一9核
60	26131 33145	1	   	271.66	橙4易伤3时间2暴击	159时间239a易伤4掉矿6核7金币生成89暴击9序列升级
61	26612 23843	1	   	271.66	橙4易伤3时间1伤害	136时间238a易伤3序列升级4随机矿5伤害7加一9核
62	26612 24143	1	   	271.66	橙4易伤3时间1伤害	136时间237a易伤3序列升级4随机矿5伤害8加一9核
63	41111 62143	1	   	271.66	橙4易伤3时间1伤害	136a易伤256时间4随机矿6序列升级7伤害8加一9核
64	41131 33145	1	   	271.66	橙4易伤3时间2暴击	139a易伤259时间4掉矿6核7金币生成89暴击9序列升级
65	41612 23843	1	   	271.66	橙4易伤3时间1伤害	138a易伤236时间3序列升级4随机矿5伤害7加一9核
66	41612 24143	1	   	271.66	橙4易伤3时间1伤害	137a易伤236时间3序列升级4随机矿5伤害8加一9核
67	43315 31334	5	 * 	271.56	橙4易伤3时间2等级	145a易伤29掉矿37a时间6核8a等级a序列升级
68	46231 13324	1	   	271.34	橙5易伤3时间	1278a易伤3金币生成45a时间6a矿等9核a序列升级
69	43161 13324	2	   	271.24	橙5易伤3时间	1378a易伤23掉矿3a序列升级45a时间6a矿等9核
70	43311 13324	4	   	271.24	橙5易伤3时间	1478a易伤2掉矿35a时间6a矿等9核a序列升级
71	43321 13324	3	   	271.24	橙5易伤3时间	1478a易伤2掉矿35a时间6a矿等9核a序列升级
72	21125 15173	6	   	270.92	橙3易伤2伤害2时间2全技能	17时间2a全技能3金币生成4加一578易伤67伤害7序列升级9核
73	13717 71342	10	   	270.48	橙5易伤1等级1时间1攻速	1攻速2加一3时间45678易伤9核a等级
74	13713 45223	4	 * 	270.23	橙3易伤3时间2攻速2等级	18攻速2加一379时间48a易伤58等级6核8序列升级
75	13753 45223	3	   	270.23	橙3易伤3时间2攻速2等级	18攻速2加一379时间48a易伤58等级6核8序列升级
76	26621 31216	1	   	269.87	橙4易伤3时间1全技能	137时间2367易伤37序列升级47低血量敌人5全技能8核9敌人爆炸a雷电
77	41621 31216	1	   	269.87	橙4易伤3时间1全技能	1367易伤237时间37序列升级47低血量敌人5全技能8核9敌人爆炸a雷电
78	26143 61321	1	   	269.85	橙4易伤2伤害1时间	1时间2356易伤46伤害6序列升级7平台8双倍矿9核a雷电
79	21614 14133	6	   	269.84	紫4易伤2伤害2时间1等级1全技能	17时间2全技能3等级4核5789易伤67伤害7序列升级a随机矿
80	22136 24262	5	   	269.83	橙3易伤2伤害2时间1等级	17时间27最后敌人3敌人爆炸49伤害578易伤6核7序列升级a等级
81	22136 24262	4	   	269.83	橙3易伤2伤害2时间1等级	17时间27最后敌人3敌人爆炸49伤害578易伤6核7序列升级a等级
82	42222 23463	4	   	269.80	橙2易伤3时间2伤害1等级1暴击	18易伤2最后敌人389时间4暴击5金币生成68伤害7核8序列升级a等级
83	25131 51252	2	   	269.77	橙4易伤3时间1全技能	167时间27敌人爆炸347a易伤5全技能7序列升级8核9雷电
84	21614 14132	6	   	269.74	紫4易伤2伤害2时间1等级1全技能	17时间2全技能3等级4核5789易伤67伤害7序列升级a挖尘
85	63511 23221	7	   	269.64	橙3易伤2等级1伤害2暴击1时间	17等级27暴击3伤害4时间567易伤7序列升级8雷电9立即金币a核
86	13454 43527	3	 * 	269.63	橙3易伤2伤害3攻速1时间	159攻速2加一3随机矿49伤害679易伤8核9序列升级a时间
87	13712 61143	6	   	269.63	橙3易伤2伤害3攻速1时间	189攻速2加一3时间468易伤58伤害7额外掉落8序列升级a核
88	13717 31143	6	   	269.63	橙3易伤2伤害3攻速1时间	189攻速2加一3时间458易伤68伤害7额外掉落8序列升级a核
89	42211 32422	7	   	269.24	橙3易伤3伤害2时间	149易伤25最后敌人39时间6核789伤害9序列升级a低血量敌人
90	42211 32423	7	   	269.24	橙3易伤3伤害2时间	149易伤25最后敌人39时间6核789伤害9序列升级a矿等
91	42215 32422	7	   	269.24	橙3易伤3伤害2时间	149易伤2最后敌人39时间5双倍矿6核789伤害9序列升级a低血量敌人
92	42215 32423	7	   	269.24	橙3易伤3伤害2时间	149易伤2最后敌人39时间5双倍矿6核789伤害9序列升级a矿等
93	26432 23243	3	 * 	269.19	橙3易伤3时间2等级1伤害	148时间2基地爆炸38等级5伤害6敌人爆炸78a易伤8序列升级9核
94	62632 23243	3	   	269.19	橙3易伤3时间2等级1伤害	18等级2基地爆炸348时间5伤害6敌人爆炸78a易伤8序列升级9核
95	42211 32421	7	   	269.14	橙3易伤3伤害2时间	149易伤25最后敌人39时间6核789伤害9序列升级a掉矿
96	42211 32424	7	   	269.14	橙3易伤3伤害2时间1核弹	149易伤25最后敌人39时间6核789伤害9序列升级a核弹
97	42215 32421	7	   	269.14	橙3易伤3伤害2时间	149易伤2最后敌人39时间5双倍矿6核789伤害9序列升级a掉矿
98	64161 32123	2	   	269.09	橙3易伤3时间2等级1伤害	13等级23a易伤3序列升级459时间6核7敌人爆炸8伤害
99	66161 32123	1	   	269.09	橙3易伤3时间2等级1伤害	13等级23a易伤3序列升级459时间6核7敌人爆炸8伤害
100	63511 31135	7	   	269.08	橙3易伤1伤害1时间1等级1暴击1全技能	1等级2暴击3伤害4时间589易伤6核7雷电a全技能
101	43221 13462	10	   	268.60	橙3易伤2伤害1等级1时间1暴击	17a易伤237掉矿4暴击5时间67伤害7序列升级8等级9核
102	63511 41412	5	   	268.60	橙3易伤2伤害1等级1时间1暴击	1等级2暴击36伤害4时间58a易伤7加一9核
103	64621 13231	7	 * 	268.59	橙2易伤2伤害2时间2等级1暴击	17等级27易伤3立即金币4暴击59时间67伤害7序列升级8雷电a核
104	66421 13231	7	   	268.59	橙2易伤2伤害2时间2等级1暴击	17等级2立即金币37易伤4暴击59时间67伤害7序列升级8雷电a核
105	21625 84423	10	   	268.10	橙4易伤2时间2等级1全技能	18时间2全技能38等级4加一5678易伤8序列升级9低血量敌人a核
106	12616 61333	10	   	267.98	橙5易伤1时间1暴击1攻速	1攻速2基地爆炸3时间45678易伤9暴击a核
107	41122 83418	9	 * 	267.93	橙3易伤3伤害2暴击1全技能	168易伤2全技能3金币生成4加一58暴击789伤害8序列升级a核
108	26621 36131	1	   	267.67	橙5易伤2时间1全技能	13时间23689易伤3序列升级4低血量敌人5全技能7核a金币生成
109	26621 36133	1	   	267.67	橙5易伤2时间1全技能	13时间23689易伤3序列升级4a低血量敌人5全技能7核
110	41621 36131	1	   	267.67	橙5易伤2时间1全技能	13689易伤23时间3序列升级4低血量敌人5全技能7核a金币生成
111	41621 36133	1	   	267.67	橙5易伤2时间1全技能	13689易伤23时间3序列升级4a低血量敌人5全技能7核
112	25131 31334	1	   	267.67	橙5易伤2时间1全技能	17时间27基地爆炸34679易伤5全技能7序列升级8挖青a核
113	26131 31334	2	   	267.67	橙5易伤2时间1全技能	17时间27基地爆炸34679易伤5全技能7序列升级8挖青a核
114	26621 36132	1	   	267.57	橙5易伤2时间1全技能	13时间23689易伤3序列升级4低血量敌人5全技能7核a赏金邻近
115	41621 36132	1	   	267.57	橙5易伤2时间1全技能	13689易伤23时间3序列升级4低血量敌人5全技能7核a赏金邻近
116	24131 31334	2	   	267.47	橙5易伤2时间1全技能	17时间27挖尘34679易伤5全技能7序列升级8挖青a核
117	21114 14131	6	   	267.24	紫4易伤2伤害2时间1暴击1全技能	17时间2全技能3金币生成4核5789易伤67伤害7序列升级a暴击
118	42222 23415	4	   	267.23	橙3易伤2伤害2时间1暴击	18a易伤2最后敌人38时间4暴击5金币生成68伤害7核8序列升级9矿等
119	42222 23431	4	   	267.23	橙3易伤2伤害2时间1暴击	189易伤2最后敌人38时间4暴击5a金币生成68伤害7核8序列升级
120	42222 23433	4	   	267.23	橙3易伤2伤害2时间1暴击	189易伤2最后敌人38时间4暴击5金币生成68伤害7核8序列升级a敌人爆炸
121	22131 36166	2	   	267.16	橙4易伤1伤害1时间1暴击1全技能	1时间2最后敌人3468易伤5全技能7核9暴击a伤害
122	42222 23432	4	   	267.13	橙3易伤2伤害2时间1暴击	189易伤2最后敌人38时间4暴击5金币生成68伤害7核8序列升级a掉矿
123	11326 22112	1	 * 	267.07	橙2易伤2伤害3攻速2时间1全技能	127攻速3矿等47伤害57时间6全技能7序列升级8核9a易伤
124	42211 32225	8	   	266.81	橙3易伤3时间2伤害	149易伤25最后敌人389时间6核79伤害9序列升级a额外掉落
125	42215 32225	8	   	266.81	橙3易伤3时间2伤害	149易伤2最后敌人389时间5双倍矿6核79伤害9序列升级a额外掉落
126	42211 32224	8	   	266.71	橙3易伤3时间2伤害	149易伤25最后敌人389时间6核79伤害9序列升级a加一
127	42211 32226	8	   	266.71	橙3易伤3时间2伤害	149易伤25最后敌人389时间6核79伤害9序列升级a赏金邻近
128	42215 32224	8	   	266.71	橙3易伤3时间2伤害	149易伤2最后敌人389时间5双倍矿6核79伤害9序列升级a加一
129	42215 32226	8	   	266.71	橙3易伤3时间2伤害	149易伤2最后敌人389时间5双倍矿6核79伤害9序列升级a赏金邻近
130	12632 23243	5	   	266.62	橙3易伤3时间2攻速1等级	18攻速2基地爆炸358时间4等级6敌人爆炸78a易伤8序列升级9核
131	42211 32222	8	   	266.57	橙3易伤3时间2伤害1卖塔	149易伤25最后敌人389时间6核79伤害9序列升级a卖塔
132	42215 32222	8	   	266.57	橙3易伤3时间2伤害1卖塔	149易伤2最后敌人389时间5双倍矿6核79伤害9序列升级a卖塔
133	42365 32222	8	   	266.57	橙3易伤3时间2伤害1卖塔	149易伤2最后敌人3双倍矿589时间6核79伤害9序列升级a卖塔
134	43342 26213	3	   	266.51	橙3易伤3时间2伤害	18a易伤25掉矿35a时间4赏金邻近5a序列升级6核7a伤害9挖青
135	41141 62214	1	   	266.36	橙2易伤3伤害3时间1攻速	13易伤256时间467伤害6序列升级8加一9核a攻速
136	41142 63214	1	   	266.36	橙2易伤3伤害3时间1攻速	13易伤267时间456伤害6序列升级8加一9核a攻速
137	16531 16231	2	   	265.82	橙3易伤2伤害2攻速1暴击	18攻速2立即金币3暴击478易伤5赏金塔68伤害8序列升级9核a雷电
138	11626 63112	1	   	265.63	橙2易伤3攻速2时间1伤害1等级1全技能	126攻速3等级4伤害56时间6序列升级7全技能8核9a易伤
139	21641 35323	10	   	265.62	橙3易伤2时间2等级1伤害1全技能	17时间2全技能37等级4伤害5金币生成678易伤7序列升级9低血量敌人a核
140	26611 12251	1	   	265.35	橙4易伤3时间1暴击	135时间2389易伤3序列升级4随机矿6暴击7核a金币生成
141	41611 12251	1	   	265.35	橙4易伤3时间1暴击	1389易伤235时间3序列升级4随机矿6暴击7核a金币生成
142	26111 62148	1	   	265.27	橙3易伤3时间1伤害1等级	156时间236易伤4随机矿6序列升级7伤害8加一9核a等级
143	41111 62148	1	   	265.27	橙3易伤3时间1伤害1等级	136易伤256时间4随机矿6序列升级7伤害8加一9核a等级
144	46333 13235	1	 * 	265.25	橙4易伤2伤害2暴击	128a易伤3赏金邻近4立即金币58暴击68伤害7随机矿8序列升级9核
145	66341 23112	8	   	265.25	橙4易伤2伤害2等级	17等级2立即金币37伤害4平台567a易伤7序列升级8挖尘9核
146	26611 12252	1	   	265.25	橙4易伤3时间1暴击	135时间2389易伤3序列升级4随机矿6暴击7核a加一
147	26611 12253	1	   	265.25	橙4易伤3时间1暴击	135时间2389易伤3序列升级4随机矿6暴击7核a掉矿
148	41611 12252	1	   	265.25	橙4易伤3时间1暴击	1389易伤235时间3序列升级4随机矿6暴击7核a加一
149	41611 12253	1	   	265.25	橙4易伤3时间1暴击	1389易伤235时间3序列升级4随机矿6暴击7核a掉矿
150	13253 44226	2	 * 	265.06	橙4易伤2攻速2等级1时间	18攻速2加一3基地爆炸478a易伤58等级6核8序列升级9时间
151	13813 44226	4	   	265.06	橙4易伤2攻速2等级1时间	18攻速2加一3基地爆炸478a易伤58等级6核8序列升级9时间
152	13853 44226	3	   	265.06	橙4易伤2攻速2等级1时间	18攻速2加一3基地爆炸478a易伤58等级6核8序列升级9时间
153	42111 32326	8	 * 	264.93	橙5易伤2伤害	1489a易伤25最后敌人39敌人爆炸6核79伤害9序列升级
154	42115 32326	8	   	264.93	橙5易伤2伤害	1489a易伤2最后敌人39敌人爆炸5双倍矿6核79伤害9序列升级
155	42511 32326	8	   	264.93	橙5易伤2伤害	1489a易伤25最后敌人39基地爆炸6核79伤害9序列升级
156	43626 33311	9	 * 	264.90	橙3易伤2伤害3暴击1时间	17a易伤2掉矿3立即金币479暴击57伤害6核7序列升级8时间
157	43226 33311	9	   	264.80	橙3易伤2伤害3暴击1时间	17a易伤23掉矿479暴击57伤害6核7序列升级8时间
158	42611 32326	8	   	264.73	橙5易伤2伤害	1489a易伤25最后敌人39挖尘6核79伤害9序列升级
159	63511 26231	7	   	264.68	橙2易伤2伤害2时间1等级1暴击	1等级2暴击37伤害49时间56易伤8雷电a核
160	42223 25233	6	 * 	264.58	橙4易伤2时间3暴击	1568易伤2最后敌人38时间458暴击58序列升级7赏金塔9平台a核
161	42223 65233	5	   	264.58	橙4易伤2时间3暴击	1568易伤2最后敌人38时间458暴击58序列升级7赏金塔9平台a核
162	62642 33112	1	   	264.46	橙2易伤3伤害1等级1时间1攻速1全技能	1等级2时间3攻速456伤害7全技能8核9a易伤
163	21623 84436	10	   	264.38	橙4易伤2时间1等级1全技能	1a时间2全技能3等级4加一5a最后敌人679a易伤8核a序列升级
164	21625 24436	10	   	264.38	橙4易伤2时间1等级1全技能	1a时间2全技能3等级4加一579a易伤6a低血量敌人8核a序列升级
165	21625 34436	10	   	264.38	橙4易伤2时间1等级1全技能	1a时间2全技能3等级4加一579a易伤6a最后敌人8核a序列升级
166	42223 22625	7	   	264.19	橙4易伤2时间3暴击2卖塔	1569易伤2最后敌人39时间459暴击59序列升级78卖塔a核
167	63611 23231	7	   	264.17	橙3易伤2时间2等级2暴击	17等级27暴击3策反49时间567易伤7序列升级8雷电a核
168	42223 31612	9	   	263.92	橙4易伤1伤害2暴击1时间	159a易伤2最后敌人3时间45暴击5序列升级6策反7核8伤害
169	42223 31613	10	   	263.92	橙4易伤1伤害2暴击1时间	159a易伤2最后敌人3时间45暴击5序列升级6策反7核8伤害
170	16321 16235	4	 * 	263.82	橙3易伤2伤害2攻速2暴击	18攻速2立即金币37a易伤48暴击5赏金塔68伤害8序列升级9核
171	63611 35312	9	 * 	263.82	橙4易伤2等级2暴击1时间	17等级27暴击3策反4时间579a易伤6核7序列升级8挖尘
172	41142 63213	1	   	263.66	橙2易伤3伤害3时间	13易伤267时间456伤害6序列升级8加一9核a雷电
173	41141 62213	1	   	263.66	橙2易伤3伤害3时间	13易伤256时间467伤害6序列升级8加一9核a雷电
174	14511 14312	6	   	263.45	橙3易伤2伤害1时间1暴击1攻速	1攻速24a易伤3最后敌人5暴击67伤害8时间9核
175	13712 41153	5	   	263.44	橙2易伤3伤害2时间2攻速	18攻速2加一39时间48易伤568伤害7额外掉落8序列升级a核
176	14411 14312	6	   	263.35	橙3易伤2伤害1时间1暴击1攻速	1攻速24a易伤3挖尘5暴击67伤害8时间9核
177	43221 13262	10	   	263.35	橙3易伤2伤害1时间1暴击1攻速	17a易伤237掉矿4暴击5时间67伤害7序列升级8攻速9核
178	43221 13264	8	   	263.35	橙3易伤2伤害1时间1暴击1攻速	179易伤237掉矿4暴击5时间67伤害7序列升级8攻速a核
179	43221 13264	9	   	263.35	橙3易伤2伤害1时间1暴击1攻速	17a易伤237掉矿4暴击5时间67伤害7序列升级8攻速9核
180	43243 13262	10	   	263.35	橙3易伤2伤害1时间1暴击1攻速	17a易伤237掉矿4时间5暴击67伤害7序列升级8攻速9核
181	22131 36142	2	   	263.35	橙4易伤1等级1时间1暴击1全技能	1时间2最后敌人3468易伤5全技能7核9等级a暴击
182	24131 36142	1	   	263.35	橙4易伤1等级1时间1暴击1全技能	1时间2最后敌人3468易伤5全技能7核9等级a暴击
183	25131 36142	1	   	263.35	橙4易伤1等级1时间1暴击1全技能	1时间2基地爆炸3468易伤5全技能7核9等级a暴击
184	25131 36142	2	   	263.35	橙4易伤1等级1时间1暴击1全技能	1时间2敌人爆炸3468易伤5全技能7核9等级a暴击
185	26121 36142	1	   	263.35	橙4易伤1等级1时间1暴击1全技能	1时间2368易伤4低血量敌人5全技能7核9等级a暴击
186	26131 36142	2	   	263.35	橙4易伤1等级1时间1暴击1全技能	1时间2基地爆炸3468易伤5全技能7核9等级a暴击
187	41121 36142	1	   	263.35	橙4易伤1等级1时间1暴击1全技能	1368易伤2时间4低血量敌人5全技能7核9等级a暴击
188	42211 36142	4	   	263.35	橙4易伤1等级1时间1暴击1全技能	1468易伤2最后敌人3时间5全技能7核9等级a暴击
189	42231 36142	3	   	263.35	橙4易伤1等级1时间1暴击1全技能	1468易伤2最后敌人3时间5全技能7核9等级a暴击
190	42223 21412	6	 * 	263.29	橙5易伤2暴击1时间	1568a易伤2最后敌人3时间45暴击5序列升级7加一9核
191	42223 61412	5	   	263.29	橙5易伤2暴击1时间	1568a易伤2最后敌人3时间45暴击5序列升级7加一9核
192	24131 36142	2	   	263.25	橙4易伤1时间1等级1暴击1全技能	1时间2挖尘3468易伤5全技能7核9等级a暴击
193	22413 61316	8	   	263.05	橙3易伤2时间1伤害1等级1攻速	15时间2最后敌人3等级467易伤8攻速9伤害a核
194	22413 61316	7	   	263.05	橙3易伤2时间1伤害1等级1攻速	15时间2最后敌人3等级467易伤8攻速9伤害a核
195	13454 43524	3	   	263.04	橙3易伤2伤害3攻速1全技能	159攻速2加一3随机矿49伤害679易伤8核9序列升级a全技能
196	21125 15171	6	   	263.04	橙3易伤2伤害2时间1全技能	17时间2全技能3金币生成4加一578易伤67伤害7序列升级9核a双倍物品
197	21125 15174	6	   	263.04	橙3易伤2伤害2时间1全技能	17时间2全技能3金币生成4加一578易伤67伤害7序列升级9核a挖尘
198	23325 13432	10	   	263.01	橙2易伤3时间2伤害1暴击1全技能	137时间27掉矿4暴击58易伤67伤害7序列升级9核a全技能
199	23642 63112	1	   	262.89	橙2易伤3伤害2时间1攻速1全技能	16时间2金币生成3攻速456伤害6序列升级7全技能8核9a易伤
200	22642 63112	1	   	262.79	橙2易伤3伤害2时间1攻速1全技能	16时间2掉矿3攻速456伤害6序列升级7全技能8核9a易伤
201	23642 63112	2	   	262.79	橙2易伤3伤害2时间1攻速1全技能	16时间2掉矿3攻速456伤害6序列升级7全技能8核9a易伤
202	43313 63335	9	   	262.57	橙3易伤3时间1伤害1暴击	14a易伤2掉矿368时间5暴击7伤害9核
203	13717 71341	9	   	262.54	橙5易伤1时间1攻速	1攻速2加一3时间45678易伤9核a雷电
204	13253 44222	2	 * 	262.49	橙3易伤2攻速2等级1伤害1时间	18攻速2加一3基地爆炸478易伤58等级6核8序列升级9时间a伤害
205	13253 44277	2	   	262.49	橙3易伤2攻速2等级1伤害1时间	18攻速2加一3基地爆炸478易伤58等级6核8序列升级9伤害a时间
206	13813 44222	4	   	262.49	橙3易伤2攻速2等级1伤害1时间	18攻速2加一3基地爆炸478易伤58等级6核8序列升级9时间a伤害
207	13813 44277	4	   	262.49	橙3易伤2攻速2等级1伤害1时间	18攻速2加一3基地爆炸478易伤58等级6核8序列升级9伤害a时间
208	13853 44222	3	   	262.49	橙3易伤2攻速2等级1伤害1时间	18攻速2加一3基地爆炸478易伤58等级6核8序列升级9时间a伤害
209	42251 12423	10	   	261.91	橙3易伤2时间1伤害1等级1全技能	15a易伤2最后敌人3a时间4全技能6等级7伤害8a敌人爆炸9核a序列升级
210	46331 12623	10	   	261.91	橙3易伤2时间1伤害1等级1全技能	15a易伤2基地爆炸3全技能4a低血量敌人6等级7伤害8a时间9核a序列升级
211	44331 12623	10	   	261.81	橙3易伤2时间1伤害1等级1全技能	15a易伤2挖尘3全技能4a低血量敌人6等级7伤害8a时间9核a序列升级
212	26141 61321	1	   	261.79	橙3易伤2伤害2时间	15时间236易伤46伤害6序列升级7平台8双倍矿9核a雷电
