0	Index      	Bounty	 *	Score 	Summary	Detail	
1	35236 11314	9	 * 	295.94	橙5易伤2伤害1等级2雷电	1349a易伤2挖青5等级6核79雷电89伤害9序列升级
36	32323 45221	1	 * 	280.48	橙5易伤3伤害	14679易伤234伤害4序列升级5基地爆炸8敌人爆炸a核
37	32422 51221	3	   	280.48	橙5易伤3伤害	12479易伤348伤害4序列升级5基地爆炸6最后敌人a核
38	32422 63221	3	   	280.48	橙5易伤3伤害	12469易伤347伤害4序列升级5基地爆炸8敌人爆炸a核
39	32422 65221	3	   	280.48	橙5易伤3伤害	12469易伤348伤害4序列升级5基地爆炸7最后敌人a核
40	32422 66221	3	   	280.48	橙5易伤3伤害	12469易伤348伤害4序列升级5基地爆炸7敌人爆炸a核
41	32424 31221	3	   	280.48	橙5易伤3伤害	12479易伤348伤害4序列升级5低血量敌人6基地爆炸a核
42	32424 51221	3	   	280.48	橙5易伤3伤害	12479易伤348伤害4序列升级5低血量敌人6最后敌人a核
43	32424 63221	3	   	280.48	橙5易伤3伤害	12469易伤347伤害4序列升级5低血量敌人8敌人爆炸a核
44	33422 51221	3	   	280.48	橙5易伤3伤害	12479易伤24序列升级348伤害5基地爆炸6最后敌人a核
45	33422 63221	3	   	280.48	橙5易伤3伤害	12469易伤24序列升级347伤害5基地爆炸8敌人爆炸a核
46	33422 65221	3	   	280.48	橙5易伤3伤害	12469易伤24序列升级348伤害5基地爆炸7最后敌人a核
47	33422 66221	3	   	280.48	橙5易伤3伤害	12469易伤24序列升级348伤害5基地爆炸7敌人爆炸a核
48	33424 31221	3	   	280.48	橙5易伤3伤害	12479易伤24序列升级348伤害5低血量敌人6基地爆炸a核
49	33424 51221	3	   	280.48	橙5易伤3伤害	12479易伤24序列升级348伤害5低血量敌人6最后敌人a核
50	33424 63221	3	   	280.48	橙5易伤3伤害	12469易伤24序列升级347伤害5低血量敌人8敌人爆炸a核
51	32424 31361	3	   	280.48	橙5易伤3伤害	12478易伤349伤害4序列升级5低血量敌人6基地爆炸a核
52	33424 31361	3	   	280.48	橙5易伤3伤害	12478易伤24序列升级349伤害5低血量敌人6基地爆炸a核
53	32321 45221	1	   	280.38	橙5易伤3伤害	14679易伤234伤害4序列升级5挖尘8敌人爆炸a核
54	32421 31221	3	   	280.38	橙5易伤3伤害	12479易伤348伤害4序列升级5挖尘6基地爆炸a核
55	32421 51221	3	   	280.38	橙5易伤3伤害	12479易伤348伤害4序列升级5挖尘6最后敌人a核
56	32421 63221	3	   	280.38	橙5易伤3伤害	12469易伤347伤害4序列升级5挖尘8敌人爆炸a核
57	32421 65221	3	   	280.38	橙5易伤3伤害	12469易伤348伤害4序列升级5挖尘7最后敌人a核
58	32421 66221	3	   	280.38	橙5易伤3伤害	12469易伤348伤害4序列升级5挖尘7敌人爆炸a核
59	33421 31221	3	   	280.38	橙5易伤3伤害	12479易伤24序列升级348伤害5挖尘6基地爆炸a核
60	33421 51221	3	   	280.38	橙5易伤3伤害	12479易伤24序列升级348伤害5挖尘6最后敌人a核
61	33421 63221	3	   	280.38	橙5易伤3伤害	12469易伤24序列升级347伤害5挖尘8敌人爆炸a核
62	33421 65221	3	   	280.38	橙5易伤3伤害	12469易伤24序列升级348伤害5挖尘7最后敌人a核
63	33421 66221	3	   	280.38	橙5易伤3伤害	12469易伤24序列升级348伤害5挖尘7敌人爆炸a核
64	32322 14165	1	   	280.15	橙4易伤3伤害1攻速	147a易伤234伤害4序列升级5雷电6核8掉矿9攻速
65	32322 16365	1	   	280.15	橙4易伤3伤害1攻速	148a易伤234伤害4序列升级5雷电6核7掉矿9攻速
66	35236 11313	10	 * 	280.11	橙4易伤2伤害2等级2雷电	1349易伤2挖青5a等级6核79雷电89伤害9序列升级
67	52236 11326	9	   	279.61	橙4易伤2伤害1等级	1a低血量敌人234a易伤5等级6核7雷电8a伤害9全技能a序列升级
68	32322 12441	1	   	279.17	橙3易伤3伤害1时间2雷电	148易伤234伤害48序列升级58雷电6核7全技能9金币生成a时间
69	32322 12453	1	   	279.17	橙3易伤3伤害1等级2雷电	148易伤234伤害48序列升级58雷电6核7全技能9等级a最后敌人
70	32322 12454	1	   	279.17	橙3易伤3伤害1等级2雷电	148易伤234伤害48序列升级58雷电6核7全技能9等级a额外掉落
71	32322 12455	1	   	279.17	橙3易伤3伤害1等级2雷电	148易伤234伤害48序列升级58雷电6核7全技能9等级a平台
72	32322 12456	1	   	279.17	橙3易伤3伤害1等级2雷电	148易伤234伤害48序列升级58雷电6核7全技能9等级a随机矿
73	32322 11513	1	   	279.11	橙3易伤3伤害1等级1时间	149易伤234伤害4序列升级5雷电6核7金币生成8时间a等级
74	32322 12452	1	   	279.07	橙3易伤3伤害1等级2雷电	148易伤234伤害48序列升级58雷电6核7全技能9等级a挖尘
75	32322 12461	1	   	279.07	橙3易伤3伤害1时间2雷电	148易伤234伤害48序列升级58雷电6核7全技能9掉矿a时间
76	32322 16513	1	   	279.01	橙3易伤3伤害1等级1时间	149易伤234伤害4序列升级5雷电6核7掉矿8时间a等级
77	32423 13562	3	   	278.25	橙4易伤2伤害1暴击1攻速	1247易伤34伤害4序列升级5暴击6最后敌人8雷电9攻速a核
78	33423 13562	3	   	278.25	橙4易伤2伤害1暴击1攻速	1247易伤24序列升级34伤害5暴击6最后敌人8雷电9攻速a核
79	32411 23652	6	 * 	277.81	橙3易伤3时间2伤害1攻速	129易伤39伤害4双倍矿5敌人爆炸6攻速79a时间8核9序列升级
80	32412 23652	6	   	277.81	橙3易伤3时间2伤害1攻速	129易伤39伤害4双倍矿5基地爆炸6攻速79a时间8核9序列升级
81	33411 23652	6	   	277.81	橙3易伤3时间2伤害1攻速	129易伤29序列升级39伤害4双倍矿5敌人爆炸6攻速79a时间8核
82	33412 23652	6	   	277.81	橙3易伤3时间2伤害1攻速	129易伤29序列升级39伤害4双倍矿5基地爆炸6攻速79a时间8核
83	32462 12152	8	   	277.79	橙4易伤2伤害1等级1时间	1257易伤35伤害4平台5序列升级6金币生成8等级9核a时间
84	33462 12152	8	   	277.79	橙4易伤2伤害1等级1时间	1257易伤25序列升级35伤害4平台6金币生成8等级9核a时间
85	32542 33623	6	 * 	277.47	橙4易伤3雷电1伤害1时间1暴击	1246易伤356雷电6序列升级7时间8伤害9核a暴击
86	33542 33623	6	   	277.47	橙4易伤3雷电1伤害1时间1暴击	1246易伤26序列升级356雷电7时间8伤害9核a暴击
87	32323 11136	1	   	277.19	橙4易伤3伤害1等级	149a易伤234伤害4序列升级5基地爆炸6核7敌人爆炸8等级
88	32324 11136	1	   	277.19	橙4易伤3伤害1等级	149a易伤234伤害4序列升级5敌人爆炸6核7基地爆炸8等级
89	32462 12114	7	   	277.19	橙4易伤3伤害1时间	1257易伤359伤害4平台5序列升级6金币生成8核a时间
90	32462 12151	8	   	277.19	橙4易伤3伤害1等级	1257易伤35a伤害4平台5序列升级6金币生成8等级9核
91	32462 23351	6	   	277.19	橙4易伤3伤害1时间	1257易伤35a伤害4平台5序列升级6时间8立即金币9核
92	32462 26111	9	   	277.19	橙4易伤3伤害1时间	1257易伤35a伤害4平台5序列升级6时间8敌人爆炸9核
93	32462 26211	9	   	277.19	橙4易伤3伤害1时间	1257易伤35a伤害4平台5序列升级6时间8基地爆炸9核
94	33462 12114	7	   	277.19	橙4易伤3伤害1时间	1257易伤25序列升级359伤害4平台6金币生成8核a时间
95	33462 12151	8	   	277.19	橙4易伤3伤害1等级	1257易伤25序列升级35a伤害4平台6金币生成8等级9核
96	33462 23351	6	   	277.19	橙4易伤3伤害1时间	1257易伤25序列升级35a伤害4平台6时间8立即金币9核
97	33462 26111	9	   	277.19	橙4易伤3伤害1时间	1257易伤25序列升级35a伤害4平台6时间8敌人爆炸9核
98	33462 26211	9	   	277.19	橙4易伤3伤害1时间	1257易伤25序列升级35a伤害4平台6时间8基地爆炸9核
99	32413 31344	6	   	277.19	橙4易伤3伤害1时间	1268易伤368伤害4双倍矿5随机矿68序列升级7挖青9时间a核
100	32434 53212	2	   	277.04	橙5易伤1伤害1等级1暴击	1234a易伤4序列升级5等级6核7伤害8额外掉落9暴击
101	32634 53212	3	   	277.04	橙5易伤1伤害1等级1暴击	1234a易伤4序列升级5等级6核7伤害8额外掉落9暴击
102	33434 53212	2	   	277.04	橙5易伤1伤害1等级1暴击	1234a易伤24序列升级5等级6核7伤害8额外掉落9暴击
103	33634 53212	3	   	277.04	橙5易伤1伤害1等级1暴击	1234a易伤24序列升级5等级6核7伤害8额外掉落9暴击
104	41211 16421	2	   	276.52	橙4易伤3时间2雷电	1全技能289敌人爆炸3a雷电48a时间568a易伤7核8a序列升级
105	32322 11333	1	   	276.51	橙3易伤3伤害1等级1暴击	148易伤234伤害4序列升级5雷电6核7金币生成9等级a暴击
106	32322 11515	1	   	276.51	橙3易伤3伤害1时间1暴击	149易伤234伤害4序列升级5雷电6核7金币生成8时间a暴击
107	32322 14413	1	   	276.51	橙3易伤3伤害1等级1暴击	147易伤234伤害4序列升级5雷电6核8等级9矿等a暴击
108	32322 14423	1	   	276.51	橙3易伤3伤害1等级1暴击	147易伤234伤害4序列升级5雷电6核8等级9金币生成a暴击
109	32322 14433	1	   	276.41	橙3易伤3伤害1等级1暴击	147易伤234伤害4序列升级5雷电6核8等级9赏金邻近a暴击
110	32322 14443	1	   	276.41	橙3易伤3伤害1等级1暴击	147易伤234伤害4序列升级5雷电6核8等级9掉矿a暴击
111	32322 16515	1	   	276.41	橙3易伤3伤害1时间1暴击	149易伤234伤害4序列升级5雷电6核7掉矿8时间a暴击
112	35236 11311	9	   	276.40	橙4易伤2伤害1等级2雷电	1349易伤2挖青5等级6核79雷电89伤害9序列升级a矿等
113	35236 11312	10	   	276.40	橙4易伤2伤害1等级2雷电	1349易伤2挖青5等级6核79雷电89伤害9序列升级a矿等
114	35236 11312	9	   	276.40	橙4易伤2伤害1等级2雷电	1349易伤2挖青5等级6核79雷电89伤害9序列升级a最后敌人
115	35236 11313	9	   	276.40	橙4易伤2伤害1等级2雷电	1349易伤2挖青5等级6核79雷电89伤害9序列升级a低血量敌人
116	35236 11314	10	   	276.40	橙4易伤2伤害1等级2雷电	1349易伤2挖青5等级6核79雷电89伤害9序列升级a最后敌人
117	35236 11316	10	   	276.40	橙4易伤2伤害1等级2雷电	1349易伤2挖青5等级6核79雷电89伤害9序列升级a基地爆炸
118	35236 11315	9	   	276.30	橙4易伤2伤害1等级2雷电	1349易伤2挖青5等级6核79雷电89伤害9序列升级a赏金邻近
119	35236 11316	9	   	276.30	橙4易伤2伤害1等级2雷电	1349易伤2挖青5等级6核79雷电89伤害9序列升级a挖尘
120	32462 23352	6	   	276.12	橙4易伤2伤害2时间	1257易伤35伤害4平台5序列升级6a时间8立即金币9核
121	32462 26113	9	   	276.12	橙4易伤2伤害2时间	1257易伤35伤害4平台5序列升级6a时间8敌人爆炸9核
122	32462 26213	9	   	276.12	橙4易伤2伤害2时间	1257易伤35伤害4平台5序列升级6a时间8基地爆炸9核
123	33462 23352	6	   	276.12	橙4易伤2伤害2时间	1257易伤25序列升级35伤害4平台6a时间8立即金币9核
124	33462 26113	9	   	276.12	橙4易伤2伤害2时间	1257易伤25序列升级35伤害4平台6a时间8敌人爆炸9核
125	33462 26213	9	   	276.12	橙4易伤2伤害2时间	1257易伤25序列升级35伤害4平台6a时间8基地爆炸9核
126	32226 12634	3	 * 	275.92	橙4易伤2伤害3攻速	129a易伤3挖尘4赏金邻近5a伤害67a攻速8核a序列升级
127	33226 12634	3	   	275.92	橙4易伤2伤害3攻速	129a易伤2a序列升级3挖尘4赏金邻近5a伤害67a攻速8核
128	32451 11511	2	   	275.44	橙5易伤2时间2全技能	12357易伤45时间5序列升级6a全技能8核9平台
129	32651 11511	3	   	275.44	橙5易伤2时间2全技能	12357易伤45时间5序列升级6a全技能8核9平台
130	33451 11511	2	   	275.44	橙5易伤2时间2全技能	12357易伤25序列升级45时间6a全技能8核9平台
131	33651 11511	3	   	275.44	橙5易伤2时间2全技能	12357易伤25序列升级45时间6a全技能8核9平台
132	32423 13422	3	   	275.09	橙4易伤2伤害1时间1暴击	1247易伤34伤害4序列升级5暴击6最后敌人8赏金塔9核a时间
133	32424 13422	3	   	275.09	橙4易伤2伤害1时间1暴击	1247易伤34伤害4序列升级5低血量敌人6暴击8赏金塔9核a时间
134	33423 13422	3	   	275.09	橙4易伤2伤害1时间1暴击	1247易伤24序列升级34伤害5暴击6最后敌人8赏金塔9核a时间
135	33424 13422	3	   	275.09	橙4易伤2伤害1时间1暴击	1247易伤24序列升级34伤害5低血量敌人6暴击8赏金塔9核a时间
136	32463 32134	3	   	274.99	橙4易伤2伤害1等级1暴击	1268易伤35伤害4等级7暴击9赏金邻近a核
137	33463 32134	3	   	274.99	橙4易伤2伤害1等级1暴击	1268易伤2序列升级35伤害4等级7暴击9赏金邻近a核
138	52236 11262	6	   	274.69	橙4易伤2时间1伤害1等级	1低血量敌人2347易伤5等级6核8伤害9a时间
139	35236 11262	6	   	274.59	橙4易伤2时间1伤害1等级	1347易伤2挖青5等级6核8伤害9a时间
140	32411 23651	6	   	274.25	橙3易伤2伤害2时间1攻速	129易伤39伤害4双倍矿5敌人爆炸6攻速79时间8核9序列升级a全技能
141	32412 23651	6	   	274.25	橙3易伤2伤害2时间1攻速	129易伤39伤害4双倍矿5基地爆炸6攻速79时间8核9序列升级a全技能
142	33411 23651	6	   	274.25	橙3易伤2伤害2时间1攻速	129易伤29序列升级39伤害4双倍矿5敌人爆炸6攻速79时间8核a全技能
143	33412 23651	6	   	274.25	橙3易伤2伤害2时间1攻速	129易伤29序列升级39伤害4双倍矿5基地爆炸6攻速79时间8核a全技能
144	32323 12663	1	   	273.86	橙3易伤3伤害1等级1攻速	149易伤234伤害4序列升级5基地爆炸6核7雷电8攻速a等级
145	32321 12663	1	   	273.76	橙3易伤3伤害1等级1攻速	149易伤234伤害4序列升级5挖尘6核7雷电8攻速a等级
146	32322 13663	1	   	273.76	橙3易伤3伤害1等级1攻速	149易伤234伤害4序列升级5雷电6核7挖尘8攻速a等级
147	52236 12412	7	   	273.75	橙4易伤1伤害1等级1时间1暴击	1低血量敌人234a易伤5等级6核7时间8暴击9伤害
148	32646 11313	10	   	273.66	橙4易伤2伤害2等级	1239易伤49低血量敌人5a等级6核7雷电89伤害9序列升级
149	33646 11313	10	   	273.66	橙4易伤2伤害2等级	1239易伤29序列升级49低血量敌人5a等级6核7雷电89伤害
150	52236 11313	10	   	273.66	橙4易伤2伤害2等级	19低血量敌人2349易伤5a等级6核7雷电89伤害9序列升级
151	35236 12412	7	   	273.65	橙4易伤1伤害1等级1时间1暴击	134a易伤2挖青5等级6核7时间8暴击9伤害
152	32431 11523	2	   	273.05	橙5易伤1伤害1时间	12347易伤4序列升级5时间6全技能8核9金币生成a伤害
153	32431 11563	2	   	273.05	橙5易伤1伤害1时间	12347易伤4序列升级5时间6全技能8核9最后敌人a伤害
154	32631 11523	3	   	273.05	橙5易伤1伤害1时间	12347易伤4序列升级5时间6全技能8核9金币生成a伤害
155	32631 11563	3	   	273.05	橙5易伤1伤害1时间	12347易伤4序列升级5时间6全技能8核9最后敌人a伤害
156	33431 11523	2	   	273.05	橙5易伤1伤害1时间	12347易伤24序列升级5时间6全技能8核9金币生成a伤害
157	33431 11563	2	   	273.05	橙5易伤1伤害1时间	12347易伤24序列升级5时间6全技能8核9最后敌人a伤害
158	33631 11523	3	   	273.05	橙5易伤1伤害1时间	12347易伤24序列升级5时间6全技能8核9金币生成a伤害
159	33631 11563	3	   	273.05	橙5易伤1伤害1时间	12347易伤24序列升级5时间6全技能8核9最后敌人a伤害
160	32462 12252	8	   	272.54	橙4易伤2伤害1时间1攻速	1257易伤35伤害4平台5序列升级6金币生成8攻速9核a时间
161	33462 12252	8	   	272.54	橙4易伤2伤害1时间1攻速	1257易伤25序列升级35伤害4平台6金币生成8攻速9核a时间
162	32322 12116	1	   	272.52	橙3易伤3伤害1时间	14a易伤234伤害4序列升级5雷电6核7全技能8低血量敌人9时间
163	32322 12221	1	   	272.52	橙3易伤3伤害1时间	149易伤234伤害4序列升级5雷电6核7全技能8随机矿a时间
164	32322 12321	1	   	272.52	橙3易伤3伤害1时间	149易伤234伤害4序列升级5雷电6核7全技能8金币生成a时间
165	32323 14143	1	   	272.13	橙2易伤3伤害2时间1等级1暴击	14易伤234伤害4序列升级5基地爆炸6核79时间8等级a暴击
166	32324 14143	1	   	272.13	橙2易伤3伤害2时间1等级1暴击	14易伤234伤害4序列升级5敌人爆炸6核79时间8等级a暴击
167	36225 41221	1	 * 	272.11	橙3易伤2时间2暴击1伤害1等级	189易伤2挖尘38暴击4低血量敌人5等级68时间7核8序列升级a伤害
168	32321 14143	1	   	272.03	橙2易伤3伤害2时间1等级1暴击	14易伤234伤害4序列升级5挖尘6核79时间8等级a暴击
169	32323 45214	1	   	271.95	橙4易伤3伤害1攻速	1467易伤234伤害4序列升级5基地爆炸8敌人爆炸9攻速a核
170	32422 51214	3	   	271.95	橙4易伤3伤害1攻速	1247易伤348伤害4序列升级5基地爆炸6最后敌人9攻速a核
171	32422 63214	3	   	271.95	橙4易伤3伤害1攻速	1246易伤347伤害4序列升级5基地爆炸8敌人爆炸9攻速a核
172	32424 31214	3	   	271.95	橙4易伤3伤害1攻速	1247易伤348伤害4序列升级5低血量敌人6基地爆炸9攻速a核
173	33422 51214	3	   	271.95	橙4易伤3伤害1攻速	1247易伤24序列升级348伤害5基地爆炸6最后敌人9攻速a核
174	33422 63214	3	   	271.95	橙4易伤3伤害1攻速	1246易伤24序列升级347伤害5基地爆炸8敌人爆炸9攻速a核
175	33424 31214	3	   	271.95	橙4易伤3伤害1攻速	1247易伤24序列升级348伤害5低血量敌人6基地爆炸9攻速a核
176	32462 12251	8	   	271.95	橙4易伤3伤害1攻速	1257易伤35a伤害4平台5序列升级6金币生成8攻速9核
177	33462 12251	8	   	271.95	橙4易伤3伤害1攻速	1257易伤25序列升级35a伤害4平台6金币生成8攻速9核
178	32321 45214	1	   	271.85	橙4易伤3伤害1攻速	1467易伤234伤害4序列升级5挖尘8敌人爆炸9攻速a核
179	32421 31214	3	   	271.85	橙4易伤3伤害1攻速	1247易伤348伤害4序列升级5挖尘6基地爆炸9攻速a核
180	32421 51214	3	   	271.85	橙4易伤3伤害1攻速	1247易伤348伤害4序列升级5挖尘6最后敌人9攻速a核
181	32421 63214	3	   	271.85	橙4易伤3伤害1攻速	1246易伤347伤害4序列升级5挖尘8敌人爆炸9攻速a核
182	33421 31214	3	   	271.85	橙4易伤3伤害1攻速	1247易伤24序列升级348伤害5挖尘6基地爆炸9攻速a核
183	33421 51214	3	   	271.85	橙4易伤3伤害1攻速	1247易伤24序列升级348伤害5挖尘6最后敌人9攻速a核
184	33421 63214	3	   	271.85	橙4易伤3伤害1攻速	1246易伤24序列升级347伤害5挖尘8敌人爆炸9攻速a核
185	33432 14621	2	 * 	271.70	橙5易伤2暴击1等级	12347易伤247序列升级5立即金币67暴击8雷电9核a等级
186	33632 14621	3	   	271.70	橙5易伤2暴击1等级	12347易伤247序列升级5立即金币67暴击8雷电9核a等级
187	52236 11334	9	   	271.70	橙5易伤1伤害1等级	1低血量敌人2349a易伤5等级6核7雷电8伤害
188	35236 11334	9	   	271.60	橙5易伤1伤害1等级	1349a易伤2挖青5等级6核7雷电8伤害
189	13333 11262	6	 * 	271.56	橙4易伤3时间1伤害	1掉矿249时间357a易伤6核8伤害
190	12332 54423	1	   	271.35	橙3易伤2伤害2时间	157掉矿29时间39伤害459易伤59序列升级6核8全技能a雷电
191	13332 54423	2	   	271.35	橙3易伤2伤害2时间	157掉矿29时间39伤害459易伤59序列升级6核8全技能a雷电
192	32323 12665	1	   	271.26	橙3易伤3伤害1暴击1攻速	149易伤234伤害4序列升级5基地爆炸6核7雷电8攻速a暴击
193	32462 22331	10	   	271.20	橙4易伤2伤害1时间	1259易伤35伤害4平台5序列升级6时间7立即金币8全技能a核
194	32462 26133	10	   	271.20	橙4易伤2伤害1时间	1257易伤35伤害4平台5序列升级6时间8敌人爆炸9全技能a核
195	32462 26233	10	   	271.20	橙4易伤2伤害1时间	1257易伤35伤害4平台5序列升级6时间8基地爆炸9全技能a核
196	33462 22331	10	   	271.20	橙4易伤2伤害1时间	1259易伤25序列升级35伤害4平台6时间7立即金币8全技能a核
197	33462 26133	10	   	271.20	橙4易伤2伤害1时间	1257易伤25序列升级35伤害4平台6时间8敌人爆炸9全技能a核
198	33462 26233	10	   	271.20	橙4易伤2伤害1时间	1257易伤25序列升级35伤害4平台6时间8基地爆炸9全技能a核
199	32321 12665	1	   	271.16	橙3易伤3伤害1暴击1攻速	149易伤234伤害4序列升级5挖尘6核7雷电8攻速a暴击
200	32322 13665	1	   	271.16	橙3易伤3伤害1暴击1攻速	149易伤234伤害4序列升级5雷电6核7挖尘8攻速a暴击
201	32322 14164	1	   	271.16	橙3易伤3伤害1暴击1攻速	147易伤234伤害4序列升级5雷电6核8掉矿9攻速a暴击
202	32322 16364	1	   	271.16	橙3易伤3伤害1暴击1攻速	148易伤234伤害4序列升级5雷电6核7掉矿9攻速a暴击
203	31633 33312	1	   	271.14	橙5易伤3时间	14568易伤278时间38挖尘8序列升级9低血量敌人a核
204	31633 33332	1	   	271.14	橙5易伤3时间	14568易伤278时间38挖尘8序列升级9基地爆炸a核
205	31633 33352	1	   	271.14	橙5易伤3时间	14568易伤278时间38挖尘8序列升级9敌人爆炸a核
206	32233 33312	5	   	271.14	橙5易伤3时间	12468易伤38挖尘578时间8序列升级9低血量敌人a核
207	32233 33332	5	   	271.14	橙5易伤3时间	12468易伤38挖尘578时间8序列升级9基地爆炸a核
208	32233 33352	5	   	271.14	橙5易伤3时间	12468易伤38挖尘578时间8序列升级9敌人爆炸a核
209	32253 33312	4	   	271.14	橙5易伤3时间	12568易伤38挖尘478时间8序列升级9低血量敌人a核
210	32253 33332	4	   	271.14	橙5易伤3时间	12568易伤38挖尘478时间8序列升级9基地爆炸a核
211	32253 33352	4	   	271.14	橙5易伤3时间	12568易伤38挖尘478时间8序列升级9敌人爆炸a核
212	32623 33312	5	   	271.14	橙5易伤3时间	12368易伤48挖尘578时间8序列升级9低血量敌人a核
213	32623 33332	5	   	271.14	橙5易伤3时间	12368易伤48挖尘578时间8序列升级9基地爆炸a核
214	32623 33352	5	   	271.14	橙5易伤3时间	12368易伤48挖尘578时间8序列升级9敌人爆炸a核
215	33233 33312	5	   	271.14	橙5易伤3时间	12468易伤28序列升级38挖尘578时间9低血量敌人a核
216	33233 33332	5	   	271.14	橙5易伤3时间	12468易伤28序列升级38挖尘578时间9基地爆炸a核
217	33233 33352	5	   	271.14	橙5易伤3时间	12468易伤28序列升级38挖尘578时间9敌人爆炸a核
218	33253 33312	4	   	271.14	橙5易伤3时间	12568易伤28序列升级38挖尘478时间9低血量敌人a核
219	33253 33332	4	   	271.14	橙5易伤3时间	12568易伤28序列升级38挖尘478时间9基地爆炸a核
220	33253 33352	4	   	271.14	橙5易伤3时间	12568易伤28序列升级38挖尘478时间9敌人爆炸a核
221	33623 33312	5	   	271.14	橙5易伤3时间	12368易伤28序列升级48挖尘578时间9低血量敌人a核
222	33623 33332	5	   	271.14	橙5易伤3时间	12368易伤28序列升级48挖尘578时间9基地爆炸a核
223	33623 33352	5	   	271.14	橙5易伤3时间	12368易伤28序列升级48挖尘578时间9敌人爆炸a核
224	31633 33366	1	   	271.04	橙5易伤3时间	14568易伤278时间38挖尘8序列升级9赏金塔a核
