0	Index      	 *	Score 	Summary	Detail	
1	32261 13251	 * 	229.07	DCR|3DMG|2VULN|1AART|2CDMG|1DUR	13aDMG|2aCGEN|4AART|56VULN|7DUR|8RCR|9aCDMG|aBPWR
32	43335 13421	 * 	216.05	DCR|2DMG|1MDPS|2ASPD|1AART|2CDMG	19CDMG|29DMG|3AART|4MLV|5LHND|69ASPD|7RCR|8BELT|9BPWR|aMDPS
33	43343 13421	   	216.05	DCR|2DMG|1MDPS|2ASPD|1AART|2CDMG	19CDMG|29DMG|3AART|4LWND|5AME|69ASPD|7RCR|8BELT|9BPWR|aMDPS
34	41133 43423	   	215.41	DCR|2VULN|2DMG|1AART|2CDMG|1DUR	19CDMG|2RCVC|3DUR|49VULN|59DMG|6AART|7RCR|8BELT|9BPWR|aFEWX
35	41133 43422	   	215.31	DCR|2VULN|2DMG|1AART|2CDMG|1DUR	19CDMG|2RCVC|3DUR|49VULN|59DMG|6AART|7RCR|8BELT|9BPWR|aERES
36	43321 22263	   	215.31	DCR|3VULN|2DMG|1AART|1CDMG	1CDMG|2aDMG|3AART|479VULN|5BEXP|6LWND|8RCR
37	43325 22263	   	215.31	DCR|3VULN|2DMG|1AART|1CDMG	1CDMG|2aDMG|3AART|479VULN|5LHND|6LWND|8RCR
38	43512 13253	   	214.70	DCR|3DMG|2ASPD|3CDMG|1ZMB|1DUR	159CDMG|269DMG|3DUR|45ERES|59BPWR|7RCR|89ASPD|aZMB
39	41132 13211	 * 	214.42	DCR|3VULN|1AART|1DMG|3DUR|1CDMG	1CDMG|2RCVC|357DUR|45aVULN|5BPWR|6DMG|8AART|9RCR
40	43322 13336	 * 	214.33	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2DMG|3AART|4VULN|5TLV|69ASPD|7RCR|8DUR|aZMB
41	44132 43322	   	214.32	DCR|5VULN|3CDMG|2DUR	158CDMG|2AELBLL|38DUR|4568aVULN|58BPWR|7RCR|9RCVC
42	44332 33335	 * 	214.30	DCR|3VULN|3CDMG|1AART|1DMG	158CDMG|2AELBLL|38DUST|458VULN|58BPWR|6RCVC|7RCR|9AART|aDMG
43	32261 22251	   	213.93	DCR|3DMG|1VULN|1AART|2CDMG|2DUR	13aDMG|2aCGEN|4AART|5VULN|67DUR|8RCR|9aCDMG|aBPWR
44	32263 12251	   	213.93	DCR|3DMG|1VULN|1AART|2CDMG|2DUR	13aDMG|2aCGEN|4AART|57DUR|6VULN|8RCR|9aCDMG|aBPWR
45	32461 13251	   	213.41	DCR|2VULN|2DMG|1AART|2CDMG|1DUR	1aDMG|23aCGEN|4AART|56VULN|7DUR|8RCR|9aCDMG|aBPWR
46	32261 11263	   	213.13	DCR|3DMG|2VULN|1AART|1CDMG	139DMG|2CGEN|4AART|56VULN|7LWND|8RCR|aCDMG
47	22631 13251	   	213.11	DCR|2VULN|2DMG|1AART|2CDMG|1DUR	1AART|23aERES|4aDMG|56VULN|7DUR|8RCR|9aCDMG|aBPWR
48	43643 11233	 * 	212.79	DCR|2DMG|1VULN|1AART|2CDMG|1ASPD|1DUR	14CDMG|2aDMG|3VULN|5AART|6DUR|7DUST|8RCR|9ASPD
49	41132 43326	   	212.32	DCR|5VULN|2CDMG|3DUR	18CDMG|2RCVC|358DUR|4568aVULN|58BPWR|7RCR|9LWND
50	41132 43361	   	212.32	DCR|5VULN|2CDMG|3DUR	18CDMG|29RCVC|358DUR|4568aVULN|58BPWR|7RCR
51	42632 22343	 * 	211.67	DCR|3VULN|3ASPD|3CDMG|2AAC	189CDMG|2DUST|34AAC|589ASPD|6RPLT|789VULN|89BPWR|aRCR
52	43322 13331	 * 	211.42	DCR|2ASPD|1VULN|1AART|2CDMG|1DMG|1DUR	1aCDMG|2DMG|3AART|4VULN|5TLV|69ASPD|7RCR|8DUR
53	32261 13253	   	211.03	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	13DMG|2CGEN|4AART|56VULN|7aDUR|8RCR|9CDMG
54	32261 16413	 * 	210.91	DCR|4VULN|2DMG|1AART	13DMG|2CGEN|4AART|5689VULN|7RMIN|aRCR
55	43322 13333	   	210.77	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1CDMG|2DMG|3AART|4VULN|5TLV|69ASPD|7RCR|8DUR|aAAC
56	41142 13253	   	210.68	DCR|2DMG|2ASPD|1VULN|2CDMG|2DUR	19CDMG|2RCVC|39DUR|4TLV|56DMG|7RCR|89ASPD|9BPWR|aVULN
57	43343 13363	   	210.26	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2DMG|3AART|4LWND|5AME|6ASPD|7RCR|8DUR|9aVULN
58	43322 13154	   	210.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2DMG|3AART|4aVULN|5TLV|6ASPD|7RCR|8RPLT|9DUR
59	43322 13313	   	210.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2DMG|3AART|4aVULN|5TLV|6ASPD|7RCR|8DUR|9LHND
60	43322 13342	   	210.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2DMG|3AART|4aVULN|5TLV|6ASPD|7RCR|8DUR|9CGEN
61	43322 13353	   	210.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2DMG|3AART|4aVULN|5TLV|6ASPD|7RCR|8DUR|9LWND
62	43322 13363	   	210.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2DMG|3AART|4aVULN|5TLV|6ASPD|7RCR|8DUR|9BEXP
63	43326 23125	   	210.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2DMG|3AART|49VULN|5DUR|6LWND|7RCR|8BASFIG|aASPD
64	43326 33125	   	210.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2DMG|3AART|49VULN|5DUR|6LHND|7RCR|8BASFIG|aASPD
65	41332 33342	   	210.09	DCR|4VULN|3CDMG|1AART	189CDMG|26RCVC|358DUST|4589VULN|589BPWR|7RCR|aAART
66	42332 33342	   	210.09	DCR|4VULN|3CDMG|1AART	189CDMG|258DUST|36RCVC|4589VULN|589BPWR|7RCR|aAART
67	43322 43332	   	210.06	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2DMG|3AART|4aVULN|5TLV|6ERES|7RCR|8DUR|9ASPD
68	32261 25363	 * 	210.04	DCR|2DMG|1MDPS|1VULN|1AART|1ASPD|1DUR	13DMG|2CGEN|4AART|5VULN|6DUR|7RCR|8LWND|9ASPD|aMDPS
69	32263 15363	   	210.04	DCR|2DMG|1MDPS|1VULN|1AART|1ASPD|1DUR	13DMG|2CGEN|4AART|5DUR|6VULN|7RCR|8LWND|9ASPD|aMDPS
70	44332 43332	   	209.99	DCR|4VULN|3CDMG|1AART|1MSE	158CDMG|2AELBLL|38DUST|4568VULN|58BPWR|7RCR|9AART|aMSE
71	44332 43333	   	209.99	DCR|4VULN|3CDMG|1AART	158CDMG|2AELBLL|38DUST|4568VULN|58BPWR|7RCR|9AART|aERES
72	32261 25163	   	209.94	DCR|1MDPS|2DMG|1VULN|1AART|1ASPD|1DUR	13DMG|2CGEN|4AART|5VULN|6DUR|7RCR|8ERES|9ASPD|aMDPS
73	32263 15163	   	209.94	DCR|1MDPS|2DMG|1VULN|1AART|1ASPD|1DUR	13DMG|2CGEN|4AART|5DUR|6VULN|7RCR|8ERES|9ASPD|aMDPS
74	31333 66621	 * 	209.76	DCR|3VULN|3DMG|1MDPS	127DMG|27BPWR|36FEWX|47TLV|579VULN|8RCR|aMDPS
75	33333 66621	   	209.76	DCR|3VULN|3DMG|1MDPS	127DMG|36FEWX|47TLV|579VULN|7BPWR|8RCR|aMDPS
76	31216 12256	   	209.62	DCR|2VULN|2DMG|1AART|1ASPD|1ZMB	12DMG|2BPWR|3ZMB|4aVULN|5SPLJET|6AART|7ASPD|8LHND|9RCR
77	33216 12256	   	209.62	DCR|2VULN|2DMG|1AART|1ASPD|1ZMB	12DMG|3ZMB|4aVULN|5SPLJET|6AART|7ASPD|8LHND|9RCR
78	43512 13251	   	209.61	DCR|3DMG|2ASPD|3CDMG|2DUR	159CDMG|269DMG|3aDUR|45ERES|59BPWR|7RCR|89ASPD
79	32261 13236	   	209.50	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	13DMG|2CGEN|4AART|56VULN|7DUR|8RCR|9DUST|aASPD
80	43343 13336	 * 	209.46	DCR|1SPLARM|2ASPD|1AART|1DMG|1CDMG|1DUR	1CDMG|2DMG|3AART|4LWND|5AME|69ASPD|7RCR|8DUR|aSPLARM
81	63326 22233	   	209.35	DCR|2VULN|2DMG|1AART|1ASPD|1DUR|1SELL	1SELL|2aDMG|3AART|47VULN|5DUR|6LWND|8RCR|9ASPD
82	63663 11233	   	209.25	DCR|2VULN|2DMG|1AART|1ASPD|1DUR|1SELL	1SELL|2aDMG|34VULN|5AART|6DUR|7DUST|8RCR|9ASPD
83	43322 13365	   	208.60	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2DMG|3AART|4VULN|5TLV|6ASPD|7RCR|8DUR|9BEXP|aMDPS
84	43324 23421	 * 	208.34	DCR|2VULN|1MDPS|1AART|2CDMG|1DMG	19CDMG|2DMG|3AART|49VULN|569LWND|7RCR|8BELT|9BPWR|aMDPS
85	43326 22231	   	208.26	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2DMG|3AART|47VULN|5DUR|6LWND|8RCR|9ASPD|aAME
86	43326 22234	   	208.26	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2DMG|3AART|47VULN|5DUR|6LWND|8RCR|9ASPD|aRPLT
87	43326 22235	   	208.26	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2DMG|3AART|47VULN|5DUR|6LWND|8RCR|9ASPD|aCGEN
88	43326 22236	   	208.26	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2DMG|3AART|47VULN|5DUR|6aLWND|8RCR|9ASPD
89	43326 22232	   	208.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1CDMG|2DMG|3AART|47VULN|5DUR|6LWND|8RCR|9ASPD|aERES
90	21543 24132	 * 	208.03	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1AART|2CGEN|3BELT|4DUR|59aVULN|6CDMG|7RCR|8ASPD
91	22543 24132	   	207.93	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1AART|2ERES|3BELT|4DUR|59aVULN|6CDMG|7RCR|8ASPD
92	43324 33263	   	207.81	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1CDMG|2aDMG|3AART|49VULN|5LWND|6RMIN|7ZMB|8RCR
93	43324 23363	   	207.78	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1CDMG|2aDMG|3AART|49VULN|56LWND|7RCR|8DUR
94	31143 35112	   	207.60	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	12DMG|2BPWR|3LWND|4MLV|57VULN|6ASPD|8DUR|9RCR|aAART
95	33143 35112	   	207.60	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	12DMG|3LWND|4MLV|57VULN|6ASPD|8DUR|9RCR|aAART
96	31133 35112	   	207.50	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	12DMG|2BPWR|3LWND|4TLV|57VULN|6ASPD|8DUR|9RCR|aAART
97	33133 35112	   	207.50	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	12DMG|3LWND|4TLV|57VULN|6ASPD|8DUR|9RCR|aAART
98	36253 35112	   	207.50	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	14DMG|2LHND|3TLV|57VULN|6ASPD|8DUR|9RCR|aAART
99	43324 33233	   	207.49	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1ZMB	1CDMG|2aDMG|3AART|4VULN|5LWND|6RMIN|7ZMB|8RCR|9ASPD
100	43321 42431	 * 	207.48	DCR|2VULN|1AART|2CDMG|1DMG|1ASPD	19CDMG|2DMG|3AART|49VULN|5BEXP|6TSLARM|79CGEN|8RCR|9BPWR|aASPD
101	43324 23333	   	207.46	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1DUR	1CDMG|2aDMG|3AART|4VULN|56LWND|7RCR|8DUR|9ASPD
102	43322 63233	   	207.39	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1ZMB	1CDMG|2aDMG|3AART|4VULN|5TLV|6FEWX|7ZMB|8RCR|9ASPD
103	43643 13311	 * 	207.33	DCR|2DMG|3CDMG|1VULN|1AART|2DUR	14aCDMG|2aDMG|3VULN|5AART|68DUR|7RCR|9aCGEN|aBPWR
104	32261 13235	   	207.26	DCR|3VULN|2DMG|1AART|1DUR	13DMG|2CGEN|4AART|56aVULN|7DUR|8RCR|9DUST
105	43322 13231	   	206.97	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1CDMG|2DMG|3AART|4VULN|5TLV|6ASPD|7RCR|8MDPS|9AAC|aERES
106	43322 13232	   	206.97	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1CDMG|2DMG|3AART|4VULN|5TLV|6ASPD|7RCR|8MDPS|9AAC|aRCVC
107	43322 13233	   	206.97	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1CDMG|2DMG|3AART|4VULN|5TLV|6ASPD|7RCR|8MDPS|9AAC|aDUR
108	43322 13234	   	206.97	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1CDMG|2DMG|3AART|4VULN|5TLV|6ASPD|7RCR|8MDPS|9AAC|aLWND
109	43322 13235	   	206.97	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1CDMG|2DMG|3AART|4VULN|5TLV|6ASPD|7RCR|8MDPS|9AAC|aRMIN
110	43322 13236	   	206.97	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1CDMG|2DMG|3AART|4VULN|5TLV|6ASPD|7RCR|8MDPS|9AAC|aVENFST
111	31333 66623	 * 	206.78	DCR|4VULN|3DMG	127DMG|27BPWR|36FEWX|47TLV|579aVULN|8RCR
112	33333 66623	   	206.78	DCR|4VULN|3DMG	127DMG|36FEWX|47TLV|579aVULN|7BPWR|8RCR
113	22121 13263	 * 	206.75	DCR|2VULN|2AART|1MDPS|1DMG|1DUR	14AART|2ERES|3AME|56VULN|7DUR|8RCR|9DMG|aMDPS
114	23511 13263	   	206.65	DCR|2VULN|2AART|1MDPS|1DMG|1AAC|1DUR	13AART|2AAC|4TLV|56VULN|7DUR|8RCR|9DMG|aMDPS
115	44332 43321	   	206.37	DCR|4VULN|3CDMG|1ASPD	158CDMG|2AELBLL|38DUST|4568VULN|58BPWR|7RCR|9RCVC|aASPD
116	41332 33345	 * 	206.37	DCR|4VULN|3CDMG|1DMG	189CDMG|26RCVC|358DUST|4589VULN|589BPWR|7RCR|aDMG
117	41332 33346	   	206.37	DCR|4VULN|3CDMG|1ASPD	189CDMG|26RCVC|358DUST|4589VULN|589BPWR|7RCR|aASPD
118	42332 33345	   	206.37	DCR|4VULN|3CDMG|1DMG	189CDMG|258DUST|36RCVC|4589VULN|589BPWR|7RCR|aDMG
119	42332 33346	   	206.37	DCR|4VULN|3CDMG|1ASPD	189CDMG|258DUST|36RCVC|4589VULN|589BPWR|7RCR|aASPD
120	25231 35124	 * 	206.05	DCR|2VULN|2AART|1DMG|1CDMG|1ZMB|1SELL	19AART|2LIT|3DMG|4SELL|5aVULN|6CDMG|7ZMB|8RCR
121	43321 22265	   	206.03	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DMG|3AART|479VULN|5BEXP|6LWND|8RCR|aDUR
122	43326 22213	   	206.03	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DMG|3AART|47aVULN|5DUR|6LWND|8RCR|9LHND
123	43326 22242	   	206.03	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DMG|3AART|47aVULN|5DUR|6LWND|8RCR|9CGEN
124	43326 32242	   	206.03	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DMG|3AART|47aVULN|5DUR|6LHND|8RCR|9CGEN
125	43326 32253	   	206.03	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DMG|3AART|47aVULN|5DUR|6LHND|8RCR|9LWND
126	43326 32263	   	206.03	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DMG|3AART|47aVULN|5DUR|6LHND|8RCR|9BEXP
127	43326 22261	   	205.93	DCR|3VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1CDMG|2DMG|3AART|479VULN|5DUR|6LWND|8RCR|aSELL
128	43326 22262	   	205.93	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DMG|3AART|479VULN|5DUR|6LWND|8RCR|aMSLREG
129	43326 32223	   	205.93	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DMG|3AART|47aVULN|5DUR|6LHND|8RCR|9LEGI
130	43523 12161	 * 	205.92	DCR|2VULN|1AART|2CDMG|1DMG|3DUR	17CDMG|2DMG|346DUR|5AART|8RCR|9aVULN
131	32261 11253	   	205.78	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	13DMG|2CGEN|4AART|56VULN|7LWND|8RCR|9CDMG|aDUR
132	32261 13252	   	205.78	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	13DMG|2CGEN|4AART|56VULN|7DUR|8RCR|9CDMG|aFEWX
133	32261 13254	   	205.78	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	13DMG|2CGEN|4AART|56VULN|7DUR|8RCR|9CDMG|aRPLT
134	43326 22253	   	205.78	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1CDMG|2aDMG|3AART|47VULN|5DUR|69LWND|8RCR
135	43326 32213	   	205.78	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1CDMG|2aDMG|3AART|47VULN|5DUR|69LHND|8RCR
136	43326 32233	   	205.78	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1CDMG|2aDMG|3AART|47VULN|5DUR|6LHND|8RCR|9DMSP
137	32261 13255	   	205.68	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	13DMG|2CGEN|4AART|56VULN|7DUR|8RCR|9CDMG|aDUST
138	43324 23422	 * 	205.59	DCR|2VULN|2AART|2CDMG|1DMG	19CDMG|2DMG|3aAART|49VULN|569LWND|7RCR|8BELT|9BPWR
139	31231 61634	 * 	205.58	DCR|3DMG|1MDPS|2ASPD|3ZMB|1CDMG	12aDMG|2aBPWR|35aZMB|4FEWX|6MDPS|7CDMG|8RCR|9aASPD
140	33231 61634	   	205.58	DCR|3DMG|1MDPS|2ASPD|3ZMB|1CDMG	12aDMG|35aZMB|4FEWX|6MDPS|7CDMG|8RCR|9aASPD|aBPWR
141	41241 13253	   	205.53	DCR|2DMG|2ASPD|1VULN|2CDMG|1DUR	19CDMG|2RCVC|3DMSP|49ASPD|5AME|6DUR|7RCR|89DMG|9BPWR|aVULN
142	43326 24233	   	205.46	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1DUR	1CDMG|2aDMG|3AART|4VULN|5DUR|67LWND|8RCR|9ASPD
143	41133 41233	   	205.36	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1DUR	1CDMG|2RCVC|3DUR|4VULN|5aDMG|6AART|7DUST|8RCR|9ASPD
144	44133 41233	   	205.36	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1DUR	1CDMG|2AELBLL|3DUR|4VULN|5aDMG|6AART|7DUST|8RCR|9ASPD
145	41132 43263	   	205.20	DCR|4VULN|1ASPD|1CDMG|2DUR|1SELL	1CDMG|2RCVC|35DUR|456aVULN|5BPWR|7RCR|8ASPD|9SELL
146	62232 43263	   	205.20	DCR|4VULN|1ASPD|1CDMG|2DUR|1SELL	1SELL|2DMSP|35DUR|456aVULN|5BPWR|7RCR|8ASPD|9CDMG
147	32261 13261	   	205.19	DCR|3DMG|2VULN|1AART|1DUR	139DMG|2CGEN|4AART|56VULN|7DUR|8RCR|aLWND
148	32261 13264	   	205.19	DCR|3DMG|2VULN|1AART|1DUR	139DMG|2CGEN|4AART|56VULN|7DUR|8RCR|aAELBLL
149	32261 13265	   	205.19	DCR|3DMG|2VULN|1AART|1DUR	139DMG|2CGEN|4AART|56VULN|7DUR|8RCR|aFEWX
150	32261 13266	   	205.19	DCR|3DMG|2VULN|1AART|1DUR	139DMG|2CGEN|4AART|56VULN|7DUR|8RCR|aLHND
151	41132 43332	   	205.11	DCR|4VULN|3CDMG|3DUR	189CDMG|2RCVC|358DUR|4568VULN|58BPWR|7RCR|aSPLJET
152	41132 43333	   	205.11	DCR|4VULN|3CDMG|3DUR	189CDMG|2RCVC|358DUR|4568VULN|58BPWR|7RCR|aRPLT
153	41132 43334	   	205.11	DCR|4VULN|3CDMG|3DUR	189CDMG|2RCVC|358DUR|4568VULN|58BPWR|7RCR|aAELBLL
154	41132 43362	   	205.11	DCR|4VULN|3CDMG|3DUR	18aCDMG|29RCVC|358DUR|4568VULN|58BPWR|7RCR
155	32461 11251	   	205.10	DCR|2VULN|2DMG|1AART|2CDMG	1aDMG|23aCGEN|4AART|56VULN|7LWND|8RCR|9aCDMG|aBPWR
156	32413 53251	   	205.10	DCR|2VULN|2DMG|1AART|2CDMG	1aDMG|23CGEN|4aVULN|5AELBLL|6LWND|7AART|8RCR|9aCDMG|aBPWR
157	32261 13262	   	205.09	DCR|3DMG|2VULN|1AART|1DUR|1MSE	139DMG|2CGEN|4AART|56VULN|7DUR|8RCR|aMSE
158	32261 13263	   	205.09	DCR|3DMG|2VULN|1AART|1DUR	139DMG|2CGEN|4AART|56VULN|7DUR|8RCR|aDUST
159	41332 43331	   	205.04	DCR|4VULN|1MDPS|3CDMG	189CDMG|2RCVC|358DUST|4568VULN|58BPWR|7RCR|aMDPS
