0	Index      	 *	Score 	Summary	Detail	
1	42422 12263	 * 	203.63	DCR|3VULN|1AART|1ASPD|1DMG	1DMSP|24LHND|345VULN|4BPWR|6ASPD|7RCR|8CGEN|9AART|aDMG
20	35246 12121	 * 	192.46	DCR|1AART|1ASPD|1DMG|1NUKE|3DUR|1CDMG	136DUR|2CDMG|4ASPD|5AART|7LHND|8DMG|9RCR|aNUKE
21	34313 53336	 * 	191.97	DCR|3VULN|2DMG|2DUR|1RMIN	17DUR|25LWND|379VULN|4RMIN|67DMG|7BPWR|8LHND|aRCR
22	33631 41313	 * 	191.95	DCR|3VULN|2AART|1DUR	1DUR|2FEWX|359VULN|4BEXP|68AART|7RCR|aRMIN
23	15423 15133	 * 	191.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1BEXP|2CDMG|3FEWX|4DUR|5ASPD|6RCR|7LWND|8VULN|9DMG|aAART
24	34263 12133	   	191.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2LWND|3CDMG|4FEWX|5ASPD|6RCR|7BEXP|8VULN|9DMG|aAART
25	35443 12133	   	191.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2CDMG|3FEWX|4LWND|5ASPD|6RCR|7BEXP|8VULN|9DMG|aAART
26	35563 12133	   	191.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2CDMG|3LWND|4FEWX|5ASPD|6RCR|7BEXP|8VULN|9DMG|aAART
27	33631 41512	   	191.78	DCR|3VULN|1AART|1DMG|1DUR	1DUR|2FEWX|359VULN|4BEXP|6AART|7RCR|8MLV|aDMG
28	33631 41513	   	191.78	DCR|3VULN|1AART|1NUKE|1DUR	1DUR|2FEWX|359VULN|4BEXP|6AART|7RCR|8MLV|aNUKE
29	15423 14133	   	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1BEXP|2CDMG|3FEWX|4DUR|5ASPD|6RCR|7DUST|8VULN|9DMG|aAART
30	34263 14133	   	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2LWND|3CDMG|4FEWX|5ASPD|6RCR|7DUST|8VULN|9DMG|aAART
31	33631 41112	   	191.68	DCR|3VULN|1AART|1DMG|1AAC|1DUR	1DUR|2FEWX|359VULN|4BEXP|6AART|7RCR|8AAC|aDMG
32	33631 41113	   	191.68	DCR|3VULN|1AART|1NUKE|1AAC|1DUR	1DUR|2FEWX|359VULN|4BEXP|6AART|7RCR|8AAC|aNUKE
33	33631 41163	 * 	191.43	DCR|2VULN|2DMG|1AART|1AAC|1DUR	1DUR|2FEWX|35VULN|4BEXP|6AART|7RCR|8AAC|9aDMG
34	35132 51432	 * 	191.32	DCR|2AART|1VULN|2CDMG|1DMG|1DUR	1DUR|26CDMG|3RPLT|4VULN|5LHND|79AART|8RCR|aDMG
35	35132 51433	 * 	191.32	DCR|2AART|1VULN|2CDMG|1NUKE|1DUR	1DUR|26CDMG|3RPLT|4VULN|5LHND|79AART|8RCR|aNUKE
36	42422 12136	 * 	191.24	DCR|4VULN|2ASPD	1DMSP|24aLHND|345aVULN|4aBPWR|6aASPD|7RCR|8RCVC|9RPLT
37	12141 52522	   	190.82	DCR|2DMG|2ASPD|1VULN|1ZMB|1RMIN	1BEXP|2RMIN|3aMLV|4ZMB|5FEWX|6aDMG|7RCR|8VULN|9aASPD|aBPWR
38	15453 23212	 * 	190.41	DCR|1SPLARM|2VULN|1AART|1ASPD|1CDMG	1BEXP|2CDMG|36FEWX|48VULN|5ASPD|7SPLARM|9AART|aRCR
39	41121 33212	   	190.41	DCR|1SPLARM|2VULN|1AART|1ASPD|1CDMG	1DMSP|2ASPD|3CDMG|4FEWX|5BEXP|68VULN|7SPLARM|9AART|aRCR
40	45242 33212	   	190.41	DCR|1SPLARM|2VULN|1AART|1ASPD|1CDMG	1DMSP|2BEXP|3CDMG|4ASPD|5FEWX|68VULN|7SPLARM|9AART|aRCR
41	41141 33126	 * 	190.08	DCR|3ASPD|1VULN|1AART|2CDMG|1AAC	1DMSP|246ASPD|36CDMG|5AAC|6BPWR|7LHND|8VULN|9AART|aRCR
42	33631 41322	 * 	190.02	DCR|2VULN|2AART|1DMG|1DUR	1DUR|2FEWX|35VULN|4BEXP|68AART|7RCR|9CGEN|aDMG
43	33631 41323	 * 	190.02	DCR|2VULN|2AART|1NUKE|1DUR	1DUR|2FEWX|35VULN|4BEXP|68AART|7RCR|9CGEN|aNUKE
44	33631 41622	 * 	190.02	DCR|2VULN|2AART|1ASPD|1DUR	1DUR|2FEWX|35VULN|4BEXP|6aAART|7RCR|8LWND|9ASPD
45	33631 41333	   	189.92	DCR|2VULN|2AART|1DMG|1DUR	1DUR|2FEWX|35VULN|4BEXP|68AART|7RCR|9LEGI|aDMG
46	33631 41342	   	189.92	DCR|2VULN|2AART|1DMG|1DUR	1DUR|2FEWX|35VULN|4BEXP|68AART|7RCR|9TLV|aDMG
47	33631 41343	   	189.92	DCR|2VULN|2AART|1NUKE|1DUR	1DUR|2FEWX|35VULN|4BEXP|68AART|7RCR|9TLV|aNUKE
48	35131 31432	 * 	189.13	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	15DUR|2CDMG|3RPLT|4VULN|6LHND|79AART|8RCR|aDMG
49	35131 31433	 * 	189.13	DCR|2AART|1VULN|1NUKE|1CDMG|2DUR	15DUR|2CDMG|3RPLT|4VULN|6LHND|79AART|8RCR|aNUKE
50	35132 31412	   	188.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|3RPLT|49VULN|56LHND|7AART|8RCR|aDMG
51	35132 31413	   	188.19	DCR|2VULN|1AART|1NUKE|1CDMG|1DUR	1DUR|2CDMG|3RPLT|49VULN|56LHND|7AART|8RCR|aNUKE
52	35133 31416	   	188.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|3RPLT|49VULN|56LWND|7AART|8RCR|aDMG
53	42422 12422	   	188.16	DCR|3VULN|1ASPD|1DMG|1DUR	1DMSP|24aLHND|345VULN|4BPWR|6ASPD|7RCR|8DMG|9DUR
54	42422 12423	   	188.16	DCR|3VULN|1ASPD|1DMG|1DUR	1DMSP|24LHND|345VULN|4BPWR|6ASPD|7RCR|8DMG|9DUR|aFEWX
55	42422 12322	   	188.06	DCR|3VULN|1ASPD|1DMG|1DUR	1DMSP|24LHND|345VULN|4BPWR|6ASPD|7RCR|8ERES|9DMG|aDUR
56	42422 12412	   	188.06	DCR|3VULN|1ASPD|1DMG|1DUR	1DMSP|24LHND|345VULN|4BPWR|6ASPD|7RCR|8DMG|9ERES|aDUR
57	35135 11412	   	187.99	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|3RPLT|49VULN|5TLV|6ERES|7AART|8RCR|aDMG
58	35135 11413	   	187.99	DCR|2VULN|1AART|1NUKE|1CDMG|1DUR	1DUR|2CDMG|3RPLT|49VULN|5TLV|6ERES|7AART|8RCR|aNUKE
59	42462 12322	   	187.96	DCR|3VULN|1ASPD|1DMG|1DUR	1DMSP|2LHND|345VULN|6ASPD|7RCR|8ERES|9DMG|aDUR
60	45432 13122	   	187.80	DCR|3VULN|1AART|1ASPD|1ZMB	1DMSP|2BEXP|345VULN|6ASPD|7RPLT|8ZMB|9AART|aRCR
61	33631 41311	   	187.79	DCR|3VULN|2AART|1DUR	1DUR|2FEWX|359VULN|4BEXP|68AART|7RCR|aAME
62	33631 41315	   	187.79	DCR|3VULN|2AART|1DUR	1DUR|2FEWX|359VULN|4BEXP|68AART|7RCR|aCGEN
63	33631 41312	   	187.69	DCR|3VULN|2AART|1DUR	1DUR|2FEWX|359VULN|4BEXP|68AART|7RCR|aLEGI
64	33631 41314	   	187.69	DCR|3VULN|2AART|1DUR	1DUR|2FEWX|359VULN|4BEXP|68AART|7RCR|aERES
65	26233 34413	 * 	187.62	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	1TLV|2ASPD|3CDMG|45VULN|6BEXP|7aDUR|8DMG|9RCR
66	35242 33412	   	187.62	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	13DUR|2CDMG|4ASPD|5ERES|6BEXP|7aVULN|8DMG|9RCR
67	15453 12123	 * 	187.60	DCR|2VULN|2CDMG|1ASPD|1DMG	17BEXP|28CDMG|3FEWX|4aVULN|5ASPD|6RCR|9DMG
68	15453 13123	   	187.60	DCR|2VULN|2CDMG|1ASPD|1DMG	1BEXP|28CDMG|3FEWX|4aVULN|5ASPD|6RCR|7DMSP|9DMG
69	32431 23416	   	187.50	DCR|2VULN|1ASPD|1NUKE|1ZMB|1DUR|1RMIN	1DUR|2RMIN|3ZMB|49VULN|5BEXP|6LIT|7RCR|8ASPD|aNUKE
70	35453 12133	   	186.25	DCR|3VULN|1ASPD|1CDMG|1DUR	1DUR|2CDMG|3FEWX|48aVULN|5ASPD|6RCR|7BEXP|9LWND
71	33631 41336	 * 	186.11	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2FEWX|35VULN|4BEXP|68AART|7RCR|9LEGI|aCDMG
72	35231 36111	   	185.72	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	13DUR|2CDMG|4DMG|5BEXP|67VULN|8RPLT|9ASPD|aRCR
73	35235 36111	   	185.72	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	13DUR|2CDMG|4DMG|5LWND|67VULN|8RPLT|9ASPD|aRCR
74	42412 12263	   	185.70	DCR|2VULN|1AART|1ASPD|1DMG	1DMSP|24LHND|35VULN|6ASPD|7RCR|8CGEN|9AART|aDMG
75	24134 52352	   	185.68	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1TLV|2MBVNT|3MLV|4VULN|5ASPD|6CDMG|7DUR|8AART|9RCR|aDMG
76	24434 52352	   	185.68	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1TLV|2MBVNT|3CGEN|4VULN|5ASPD|6CDMG|7DUR|8AART|9RCR|aDMG
77	42422 12151	   	185.53	DCR|3VULN|1ASPD|1CDMG|1DUR	1DMSP|24LHND|345VULN|4BPWR|6ASPD|7RCR|8RCVC|9DUR|aCDMG
78	33535 53123	 * 	185.08	DCR|1AART|1VULN|1ASPD|1DMG|2ZMB|1DUR	1DUR|2FEWX|3ASPD|4AART|5LEGI|69ZMB|7VULN|8RCR|aDMG
79	15453 12122	 * 	184.81	DCR|2DMG|1VULN|2CDMG|1ASPD	17BEXP|28CDMG|3FEWX|4VULN|5ASPD|6RCR|9aDMG
80	15453 13122	   	184.81	DCR|2DMG|1VULN|2CDMG|1ASPD	1BEXP|28CDMG|3FEWX|4VULN|5ASPD|6RCR|7DMSP|9aDMG
81	33631 41162	   	184.18	DCR|2VULN|1AART|1DMG|1AAC|1ZMB|1DUR	1DUR|2FEWX|35VULN|4BEXP|6AART|7RCR|8AAC|9DMG|aZMB
82	33536 11272	 * 	184.16	DCR|2VULN|2ASPD|1AART|1DUR	1DUR|26FEWX|36ASPD|4AART|5MBVNT|6BPWR|7SNIFST|8aVULN|9RCR
83	33426 13422	   	184.16	DCR|1AART|1ASPD|1DMG|1NUKE|1CDMG|1DUR	1DUR|2FEWX|3CGEN|4RPLT|5AART|6DMG|7CDMG|8RCR|9ASPD|aNUKE
84	32631 26111	 * 	184.03	DCR|2VULN|1AART|1ASPD|2DUR|1RMIN	15DUR|2RMIN|3DUST|4AART|6ASPD|7MULARM|8RCR|9aVULN
85	26234 52331	   	183.96	DCR|2ASPD|1VULN|1AART|1CDMG|1ZMB	1TLV|2aASPD|3CDMG|4VULN|5BELT|6FEWX|7ZMB|8RCR|9AART
86	33426 13412	   	183.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1DUR|2FEWX|3CGEN|4RPLT|5aAART|6DMG|7CDMG|8RCR|9VULN
87	35132 31432	   	183.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1DUR|2CDMG|3RPLT|4VULN|56LHND|79AART|8RCR|aDMG
88	35132 31433	   	183.89	DCR|2AART|1VULN|1NUKE|1CDMG|1DUR	1DUR|2CDMG|3RPLT|4VULN|56LHND|79AART|8RCR|aNUKE
89	35133 31436	   	183.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1DUR|2CDMG|3RPLT|4VULN|56LWND|79AART|8RCR|aDMG
90	26233 13312	   	183.85	DCR|2VULN|1AART|1ASPD|1CDMG	1TLV|2ASPD|3CDMG|45VULN|6CGEN|7MSLFST|8RCR|9AART|aRMIN
91	26233 23312	   	183.85	DCR|2VULN|1AART|1ASPD|1CDMG	1TLV|2ASPD|3CDMG|45VULN|6AME|7MSLFST|8RCR|9AART|aRMIN
92	26453 13312	   	183.85	DCR|2VULN|1AART|1ASPD|1CDMG	1TLV|2ASPD|35VULN|4CDMG|6CGEN|7MSLFST|8RCR|9AART|aRMIN
93	26453 23312	   	183.85	DCR|2VULN|1AART|1ASPD|1CDMG	1TLV|2ASPD|35VULN|4CDMG|6AME|7MSLFST|8RCR|9AART|aRMIN
94	35135 11432	   	183.69	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1DUR|2CDMG|3RPLT|4VULN|5TLV|6ERES|79AART|8RCR|aDMG
95	35135 11433	   	183.69	DCR|2AART|1VULN|1NUKE|1CDMG|1DUR	1DUR|2CDMG|3RPLT|4VULN|5TLV|6ERES|79AART|8RCR|aNUKE
96	26432 11113	   	183.66	DCR|4VULN|2ASPD	1TLV|26ASPD|3459VULN|7LWND|8AME|aRCR
97	42422 12261	   	183.57	DCR|3VULN|1AART|1ASPD	1DMSP|24LHND|345VULN|4BPWR|6ASPD|7RCR|8aCGEN|9AART
98	24131 61512	   	183.50	DCR|2VULN|1AART|1ASPD|1DMG	1TLV|2MBVNT|3MLV|49VULN|5BEXP|6ASPD|7AART|8RCR|aDMG
99	24132 61512	   	183.50	DCR|2VULN|1AART|1ASPD|1DMG	1TLV|2MBVNT|3MLV|49VULN|5LHND|6ASPD|7AART|8RCR|aDMG
100	24134 31512	   	183.50	DCR|2VULN|1AART|1ASPD|1DMG	1TLV|2MBVNT|3MLV|49VULN|5ASPD|6LHND|7AART|8RCR|aDMG
101	24414 41512	   	183.50	DCR|2VULN|1AART|1ASPD|1DMG	1TLV|2MBVNT|3CGEN|4LHND|5ASPD|69VULN|7AART|8RCR|aDMG
102	24431 61512	   	183.50	DCR|2VULN|1AART|1ASPD|1DMG	1TLV|2MBVNT|3CGEN|49VULN|5BEXP|6ASPD|7AART|8RCR|aDMG
103	24432 61512	   	183.50	DCR|2VULN|1AART|1ASPD|1DMG	1TLV|2MBVNT|3CGEN|49VULN|5LHND|6ASPD|7AART|8RCR|aDMG
104	24434 31512	   	183.50	DCR|2VULN|1AART|1ASPD|1DMG	1TLV|2MBVNT|3CGEN|49VULN|5ASPD|6LHND|7AART|8RCR|aDMG
105	42422 12262	   	183.47	DCR|3VULN|1AART|1ASPD	1DMSP|24LHND|345VULN|4BPWR|6ASPD|7RCR|8CGEN|9AART|aERES
106	42422 12361	   	183.47	DCR|3VULN|1AART|1ASPD	1DMSP|24LHND|345VULN|4BPWR|6ASPD|7RCR|8ERES|9AART|aCGEN
107	42422 12362	   	183.47	DCR|3VULN|1AART|1ASPD	1aDMSP|24LHND|345VULN|4BPWR|6ASPD|7RCR|8ERES|9AART
108	14263 14133	   	183.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1BEXP|2LWND|3CDMG|4FEWX|5ASPD|6RCR|7DUST|8VULN|9DMG|aAART
109	24134 71512	   	183.40	DCR|2VULN|1AART|1ASPD|1DMG	1TLV|2MBVNT|3MLV|49VULN|5ASPD|6DUST|7AART|8RCR|aDMG
110	24434 71512	   	183.40	DCR|2VULN|1AART|1ASPD|1DMG	1TLV|2MBVNT|3CGEN|49VULN|5ASPD|6DUST|7AART|8RCR|aDMG
111	24534 31512	 * 	183.40	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1TLV|2MBVNT|3AAC|49VULN|5ASPD|6LHND|7AART|8RCR|aDMG
112	24614 41512	   	183.40	DCR|2VULN|1AART|1ASPD|1DMG	1TLV|2MBVNT|3ERES|4LHND|5ASPD|69VULN|7AART|8RCR|aDMG
113	42412 12363	   	183.37	DCR|3VULN|1AART|1ASPD	1DMSP|24LHND|35aVULN|6ASPD|7RCR|8ERES|9AART
114	22531 51412	   	183.36	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1TLV|2SELL|3RPLT|49VULN|5BEXP|6ASPD|7AART|8RCR|aDMG
115	44331 41112	 * 	183.17	DCR|3VULN|1MDPS|1AART|1DMG|1AAC	1DMSP|2MDPS|3DUST|459VULN|6AART|7RCR|8AAC|aDMG
116	44331 41113	 * 	183.17	DCR|3VULN|1MDPS|1AART|1NUKE|1AAC	1DMSP|2MDPS|3DUST|459VULN|6AART|7RCR|8AAC|aNUKE
117	35231 32111	 * 	182.93	DCR|2DMG|1VULN|1ASPD|1CDMG|2DUR	13DUR|2CDMG|47DMG|5BEXP|6VULN|8RPLT|9ASPD|aRCR
118	35246 12122	   	182.73	DCR|1AART|1ASPD|1DMG|3DUR|1CDMG|1ZMB	136DUR|2CDMG|4ASPD|5AART|7LHND|8DMG|9RCR|aZMB
119	24842 27211	 * 	182.70	DCR|2VULN|1MDPS|1ASPD|1DMG|1DUR	1TLV|2MBVNT|3RCVC|4DMG|56VULN|7RCR|8DUR|9ASPD|aMDPS
120	15423 11533	 * 	182.54	DCR|2VULN|1MDPS|2ASPD|1CDMG|1DUR	1BEXP|2CDMG|3FEWX|4DUR|59ASPD|6RCR|7MDPS|8aVULN
121	26233 42523	   	182.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1TLV|2ASPD|3CDMG|45VULN|6ZMB|7DMG|8LIT|9CGEN|aRCR
122	26233 34411	   	182.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1TLV|2ASPD|3CDMG|45VULN|6BEXP|7DUR|8DMG|9RCR|aAELBLL
123	26233 34412	   	182.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1TLV|2ASPD|3CDMG|45VULN|6BEXP|7DUR|8DMG|9RCR|aFEWX
124	26231 24413	   	182.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1TLV|2ASPD|3CDMG|4aVULN|5CGEN|6AME|7DUR|8DMG|9RCR
125	26233 33413	   	182.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1TLV|2ASPD|3CDMG|45VULN|6BEXP|7LHND|8DMG|9RCR|aDUR
126	26233 36413	   	182.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1TLV|2ASPD|3CDMG|45VULN|6BEXP|7LWND|8DMG|9RCR|aDUR
127	41135 33412	   	182.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DMSP|2ASPD|3CDMG|4ERES|5DUR|6BEXP|7aVULN|8DMG|9RCR
128	26212 33413	   	182.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1TLV|2ASPD|3CDMG|4MLV|5ERES|6DUR|7aVULN|8DMG|9RCR
129	26233 53413	   	182.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1TLV|2ASPD|3CDMG|45VULN|6DUST|7LHND|8DMG|9RCR|aDUR
130	33521 14363	   	182.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1DUR|2FEWX|3ASPD|4RPLT|5BEXP|6ZMB|7AART|8RCR|9aVULN
131	33535 53113	   	182.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1DUR|2FEWX|3ASPD|4AART|5LEGI|6ZMB|7aVULN|8RCR|9RPLT
132	33535 53132	   	182.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1DUR|2FEWX|3ASPD|4AART|5LEGI|6ZMB|7aVULN|8RCR|9LHND
133	33362 41142	   	182.17	DCR|2VULN|1AART|1DMG|2DUR|1AAC	19DUR|2FEWX|39BEXP|4RCVC|59VULN|6AART|7RCR|8AAC|9BPWR|aDMG
134	33362 41143	   	182.17	DCR|2VULN|1AART|1NUKE|2DUR|1AAC	19DUR|2FEWX|39BEXP|4RCVC|59VULN|6AART|7RCR|8AAC|9BPWR|aNUKE
135	34263 12363	   	182.15	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1DUR|2LWND|3CDMG|4FEWX|5ASPD|6RCR|7BEXP|8ZMB|9VULN|aAART
136	34256 13332	   	182.05	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|27LWND|3CDMG|4ERES|5VULN|6RCR|8AART|9DMG|aZMB
137	23153 34131	 * 	181.92	ACR|3VULN|1ASPD|1DMG|1CDMG|1DUR	1TLV|2RCR|3MLV|4CDMG|568VULN|7DUR|9DMG|aASPD
138	33536 13512	 * 	181.86	DCR|2AART|2ASPD|1VULN|1DUR	1DUR|26FEWX|36ASPD|4aAART|5MBVNT|6BPWR|7LHND|8RCR|9VULN
139	23553 34131	   	181.82	ACR|3VULN|1DMG|1ASPD|1CDMG|1DUR	1TLV|2RCR|3ERES|4CDMG|568VULN|7DUR|9DMG|aASPD
140	33633 41142	   	181.75	DCR|2VULN|1AART|1DMG|2DUR|1AAC	19DUR|2FEWX|39VULN|49BEXP|5RCVC|6AART|7RCR|8AAC|9BPWR|aDMG
141	33633 41143	   	181.75	DCR|2VULN|1AART|1NUKE|2DUR|1AAC	19DUR|2FEWX|39VULN|49BEXP|5RCVC|6AART|7RCR|8AAC|9BPWR|aNUKE
142	23153 34421	 * 	181.67	ACR|2VULN|2DMG|1ASPD|1CDMG|1DUR	1TLV|2RCR|3MLV|4CDMG|56VULN|7DUR|89DMG|aASPD
143	44331 41322	 * 	181.51	DCR|2VULN|2AART|1MDPS|1ASPD	1DMSP|2MDPS|3DUST|45VULN|6aAART|7RCR|8LWND|9ASPD
144	44331 41132	 * 	181.41	DCR|2VULN|2AART|1MDPS|1DMG|1AAC	1DMSP|2MDPS|3DUST|45VULN|69AART|7RCR|8AAC|aDMG
145	44331 41133	 * 	181.41	DCR|2VULN|2AART|1MDPS|1NUKE|1AAC	1DMSP|2MDPS|3DUST|45VULN|69AART|7RCR|8AAC|aNUKE
146	23553 33125	 * 	181.32	ACR|4VULN|1AART|1CDMG|1DUR	1TLV|2RCR|3ERES|4CDMG|5678VULN|9DUR|aAART
147	33531 33111	   	181.25	DCR|2VULN|1AART|1ASPD|2DUR	15DUR|2FEWX|3ASPD|4AART|6CANSTR|7RMIN|8RCR|9aVULN
148	34531 33111	   	181.25	DCR|2VULN|1AART|1ASPD|2DUR	15DUR|2LWND|3ASPD|4AART|6CANSTR|7RMIN|8RCR|9aVULN
149	33631 41213	   	181.12	DCR|3VULN|1AART|2DUR	18DUR|2FEWX|359VULN|4BEXP|6AART|7RCR|aRMIN
150	42422 12122	   	181.03	DCR|3VULN|1ASPD|1DMG	1DMSP|24LHND|345VULN|4BPWR|6ASPD|7RCR|8RCVC|9BELT|aDMG
151	24431 81512	   	181.03	DCR|2VULN|2DMG|1AART	1TLV|2MBVNT|3CGEN|49VULN|5BEXP|6aDMG|7AART|8RCR
152	24432 81512	   	181.03	DCR|2VULN|2DMG|1AART	1TLV|2MBVNT|3CGEN|49VULN|5LHND|6aDMG|7AART|8RCR
153	42422 12115	   	180.98	DCR|4VULN|1ASPD	1DMSP|24LHND|3459VULN|4BPWR|6ASPD|7RCR|8RCVC|aRMIN
154	42462 12122	   	180.93	DCR|3VULN|1ASPD|1DMG	1DMSP|2LHND|345VULN|6ASPD|7RCR|8RCVC|9BELT|aDMG
155	24642 41512	   	180.93	DCR|2VULN|2DMG|1AART	1TLV|2MBVNT|3ERES|4aDMG|5LHND|69VULN|7AART|8RCR
156	41142 21113	 * 	180.84	DCR|3ASPD|1VULN|1DMG|1CDMG	1DMSP|248ASPD|3CDMG|5VULN|6LIT|7MSLREG|9RCR|aDMG
157	42412 12421	   	180.56	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1DMSP|24LHND|35VULN|6ASPD|7RCR|8DMG|9DUR|aZMB
158	26234 52322	   	180.56	DCR|2VULN|2ASPD|1CDMG|1ZMB	1TLV|29ASPD|3CDMG|4aVULN|5BELT|6FEWX|7ZMB|8RCR
