0	Index      	 *	Score 	Summary	Detail	
1	42151 12362	 * 	235.83	DCR|3VULN|1MDPS|2ASPD|1DMG|1CDMG|1AAC	138VULN|24ASPD|5CDMG|6DMG|7RCR|9MDPS|aAAC
36	42161 12321	   	214.96	DCR|4VULN|1ASPD|1DMG|1CDMG	1389VULN|2ASPD|4RCVC|5CDMG|6DMG|7RCR|aDMSP
37	42161 12322	   	214.96	DCR|4VULN|1ASPD|1DMG|1CDMG	1389VULN|2ASPD|4RCVC|5CDMG|6DMG|7RCR|aFEWX
38	42161 12325	   	214.96	DCR|4VULN|1ASPD|1DMG|1CDMG	1389VULN|2ASPD|4RCVC|5CDMG|6DMG|7RCR|aCGEN
39	42131 13353	 * 	214.93	DCR|4VULN|3ASPD|1CDMG	1378VULN|256ASPD|4BEXP|9RCR|aCDMG
40	42411 13353	   	214.93	DCR|4VULN|3ASPD|1CDMG	1478VULN|256ASPD|3BEXP|9RCR|aCDMG
41	42161 12323	   	214.86	DCR|4VULN|1ASPD|1DMG|1CDMG|1MSE	1389VULN|2ASPD|4RCVC|5CDMG|6DMG|7RCR|aMSE
42	42161 12324	   	214.86	DCR|4VULN|1ASPD|1DMG|1CDMG	1389VULN|2ASPD|4RCVC|5CDMG|6DMG|7RCR|aTLV
43	42161 12326	   	214.86	DCR|4VULN|1ASPD|1DMG|1CDMG	1389VULN|2ASPD|4RCVC|5CDMG|6DMG|7RCR|aERES
44	42151 11362	   	214.43	DCR|3VULN|2ASPD|1DMG|1CDMG|1DUR|1MSE	138VULN|24ASPD|5CDMG|6DMG|7DUR|9RCR|aMSE
45	15142 52221	 * 	214.16	DCR|2VULN|2DMG|3CDMG|1AART	1RPLT|2RMIN|3AART|49DMG|5AME|69aCDMG|7RCR|89VULN|9BPWR
46	62142 52221	   	214.06	DCR|2VULN|2DMG|3CDMG|1AART|1AAC	1AAC|2RPLT|3AART|49DMG|5AME|69aCDMG|7RCR|89VULN|9BPWR
47	42161 12421	   	213.36	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	13VULN|2ASPD|4RCVC|5CDMG|6DMG|7RCR|8SPLJET|9DUR|aAART
48	42161 12143	   	213.33	DCR|3VULN|2ASPD|1DMG|1CDMG	139VULN|2aASPD|4RCVC|5CDMG|6DMG|7RCR|8MLV
49	42131 62361	   	213.00	DCR|3VULN|2ASPD|1DMG|1CDMG|1AAC	138VULN|25ASPD|4BEXP|6CDMG|7DMG|9RCR|aAAC
50	42151 13361	   	213.00	DCR|3VULN|2ASPD|1DMG|1CDMG|1AAC	138VULN|24ASPD|5CDMG|6DMG|7BEXP|9RCR|aAAC
51	11314 32156	   	212.65	DCR|3VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1RPLT|2ASPD|357VULN|4DUR|6CDMG|8RCR|9DMG|aZMB
52	42151 12311	   	211.83	DCR|3VULN|2ASPD|1DMG|1CDMG	138VULN|24ASPD|5CDMG|6DMG|7RCR|9RCVC|aDMSP
53	42151 12312	   	211.83	DCR|3VULN|2ASPD|1DMG|1CDMG	138VULN|24ASPD|5CDMG|6DMG|7RCR|9RCVC|aFEWX
54	42151 12315	   	211.83	DCR|3VULN|2ASPD|1DMG|1CDMG	138VULN|24ASPD|5CDMG|6DMG|7RCR|9RCVC|aCGEN
55	42151 12313	   	211.73	DCR|3VULN|2ASPD|1DMG|1CDMG|1MSE	138VULN|24ASPD|5CDMG|6DMG|7RCR|9RCVC|aMSE
56	42151 12314	   	211.73	DCR|3VULN|2ASPD|1DMG|1CDMG	138VULN|24ASPD|5CDMG|6DMG|7RCR|9RCVC|aTLV
57	42151 12316	   	211.73	DCR|3VULN|2ASPD|1DMG|1CDMG	138VULN|24ASPD|5CDMG|6DMG|7RCR|9RCVC|aERES
58	42132 22164	   	211.29	DCR|4VULN|2DMG|1ASPD	137aVULN|2ASPD|4aBEXP|5RMIN|6MBVNT|8RCR|9aDMG|aBPWR
59	42312 22164	   	211.29	DCR|4VULN|2DMG|1ASPD	147aVULN|2ASPD|3aLWND|5RMIN|6MBVNT|8RCR|9aDMG|aBPWR
60	42412 22164	   	211.29	DCR|4VULN|2DMG|1ASPD	147aVULN|2ASPD|3aBEXP|5RMIN|6MBVNT|8RCR|9aDMG|aBPWR
61	53131 28164	   	211.20	DCR|3VULN|2DMG|1ASPD|2ZMB	1aZMB|23aVULN|4BEXP|5ASPD|6MBVNT|7RCVC|8RCR|9aDMG|aBPWR
62	42161 13363	   	210.96	DCR|4VULN|1ASPD|1DMG|1CDMG	138aVULN|2ASPD|4RCVC|5CDMG|6DMG|7BEXP|9RCR
63	42126 26131	   	210.29	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	13VULN|2ASPD|4CGEN|5DMG|6LHND|7ZMB|8RCR|9AART|aCDMG
64	42151 12141	   	210.22	DCR|3VULN|2ASPD|1DMG|1CDMG	139VULN|24ASPD|5CDMG|6DMG|7RCR|8MLV|aLHND
65	42151 12213	   	210.22	DCR|3VULN|2ASPD|1DMG|1CDMG	13aVULN|24ASPD|5CDMG|6DMG|7RCR|89LWND
66	42151 12331	   	210.22	DCR|3VULN|2ASPD|1DMG|1CDMG	138VULN|24ASPD|5CDMG|6DMG|7RCR|9aDMSP
67	42151 12332	   	210.22	DCR|3VULN|2ASPD|1DMG|1CDMG	138VULN|24ASPD|5CDMG|6DMG|7RCR|9DMSP|aFEWX
68	42151 12335	   	210.22	DCR|3VULN|2ASPD|1DMG|1CDMG	138VULN|24ASPD|5CDMG|6DMG|7RCR|9DMSP|aCGEN
69	42151 12351	   	210.22	DCR|3VULN|2ASPD|1DMG|1CDMG	138VULN|24ASPD|5CDMG|6DMG|7RCR|9VENFST|aCGEN
70	42151 12352	   	210.22	DCR|3VULN|2ASPD|1DMG|1CDMG	138VULN|24ASPD|5CDMG|6DMG|7RCR|9VENFST|aBEXP
71	42151 12353	   	210.22	DCR|3VULN|2ASPD|1DMG|1CDMG	138VULN|24ASPD|5CDMG|6DMG|7RCR|9VENFST|aLHND
72	23112 62413	 * 	210.20	DCR|2VULN|2AART|1MDPS|1DMG|1CDMG|1ZMB	1LWND|2aVULN|3CDMG|4MDPS|5DMG|6RCR|79AART|8ZMB
73	41112 62413	   	210.20	DCR|2VULN|2AART|1MDPS|1DMG|1CDMG|1ZMB	1aVULN|2LWND|3CDMG|4MDPS|5DMG|6RCR|79AART|8ZMB
74	42161 11361	   	210.19	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	138VULN|2ASPD|4RCVC|5CDMG|6DMG|7DUR|9RCR|aAAC
75	33662 36131	   	210.19	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1ERES|24VULN|3DMG|5LHND|6ASPD|7ZMB|8RCR|9AART|aCDMG
76	53126 14131	   	210.19	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|23VULN|4CGEN|5DMG|6ASPD|7LEGI|8RCR|9AART|aCDMG
77	42151 12142	   	210.12	DCR|3VULN|2ASPD|1DMG|1CDMG	139VULN|24ASPD|5CDMG|6DMG|7RCR|8MLV|aMBVNT
78	42151 12223	   	210.12	DCR|3VULN|2ASPD|1DMG|1CDMG	13aVULN|24ASPD|5CDMG|6DMG|7RCR|8LWND|9TLV
79	42151 12333	   	210.12	DCR|3VULN|2ASPD|1DMG|1CDMG|1MSE	138VULN|24ASPD|5CDMG|6DMG|7RCR|9DMSP|aMSE
80	42151 12334	   	210.12	DCR|3VULN|2ASPD|1DMG|1CDMG	138VULN|24ASPD|5CDMG|6DMG|7RCR|9DMSP|aTLV
81	42151 12336	   	210.12	DCR|3VULN|2ASPD|1DMG|1CDMG	138VULN|24ASPD|5CDMG|6DMG|7RCR|9DMSP|aERES
82	42151 12412	   	210.12	DCR|3VULN|2ASPD|1DMG|1CDMG	13aVULN|24ASPD|5CDMG|6DMG|7RCR|8SPLJET|9DUST
83	42151 12215	 * 	209.98	DCR|2VULN|2DMG|2ASPD|1CDMG	13VULN|24ASPD|5CDMG|6aDMG|7RCR|89LWND
84	43131 43322	   	209.79	DCR|3VULN|2DMG|1ASPD|1CDMG	138VULN|2AME|48BEXP|5ASPD|6CDMG|78DMG|8BPWR|9RCR|aFEWX
85	43131 43323	   	209.79	DCR|3VULN|2DMG|1ASPD|1CDMG	138VULN|2AME|48aBEXP|5ASPD|6CDMG|78DMG|8BPWR|9RCR
86	43131 43325	   	209.79	DCR|3VULN|2DMG|1ASPD|1CDMG	138VULN|2AME|48BEXP|5ASPD|6CDMG|78DMG|8BPWR|9RCR|aRPLT
87	43411 43322	   	209.79	DCR|3VULN|2DMG|1ASPD|1CDMG	148VULN|2AME|38BEXP|5ASPD|6CDMG|78DMG|8BPWR|9RCR|aFEWX
88	43411 43323	   	209.79	DCR|3VULN|2DMG|1ASPD|1CDMG	148VULN|2AME|38aBEXP|5ASPD|6CDMG|78DMG|8BPWR|9RCR
89	42362 22164	   	209.76	DCR|3VULN|2DMG|2ASPD	17aVULN|24ASPD|34aLWND|4aBPWR|5RMIN|6MBVNT|8RCR|9aDMG
90	11314 32153	   	209.74	DCR|3VULN|2CDMG|1ASPD|1DMG|1DUR	1RPLT|2ASPD|357VULN|4DUR|6aCDMG|8RCR|9DMG
91	42114 32153	   	209.74	DCR|3VULN|2CDMG|1ASPD|1DMG|1DUR	137VULN|2ASPD|4RPLT|5DUR|6aCDMG|8RCR|9DMG
92	42214 32153	   	209.74	DCR|3VULN|2CDMG|1ASPD|1DMG|1DUR	157VULN|2ASPD|3RPLT|4DUR|6aCDMG|8RCR|9DMG
93	42133 43322	   	209.69	DCR|3VULN|2DMG|1ASPD|1CDMG	138VULN|2ASPD|48BEXP|5ERES|6CDMG|78DMG|8BPWR|9RCR|aFEWX
94	42133 43323	   	209.69	DCR|3VULN|2DMG|1ASPD|1CDMG	138VULN|2ASPD|48aBEXP|5ERES|6CDMG|78DMG|8BPWR|9RCR
95	42133 43325	   	209.69	DCR|3VULN|2DMG|1ASPD|1CDMG	138VULN|2ASPD|48BEXP|5ERES|6CDMG|78DMG|8BPWR|9RCR|aMLV
96	42413 43322	   	209.69	DCR|3VULN|2DMG|1ASPD|1CDMG	148VULN|2ASPD|38BEXP|5ERES|6CDMG|78DMG|8BPWR|9RCR|aFEWX
97	42413 43323	   	209.69	DCR|3VULN|2DMG|1ASPD|1CDMG	148VULN|2ASPD|38aBEXP|5ERES|6CDMG|78DMG|8BPWR|9RCR
98	43131 43321	   	209.69	DCR|3VULN|2DMG|1ASPD|1CDMG	138VULN|2AME|48BEXP|5ASPD|6CDMG|78DMG|8BPWR|9RCR|aTLV
99	43131 43324	   	209.69	DCR|3VULN|2DMG|1ASPD|1CDMG	138VULN|2AME|48BEXP|5ASPD|6CDMG|78DMG|8BPWR|9RCR|aERES
100	43411 43321	   	209.69	DCR|3VULN|2DMG|1ASPD|1CDMG	148VULN|2AME|38BEXP|5ASPD|6CDMG|78DMG|8BPWR|9RCR|aTLV
101	53162 12243	 * 	209.61	DCR|1SPLARM|2VULN|1AART|1CDMG|1ZMB|1DUR	1ZMB|23VULN|4LWND|5DUR|6AART|7RCR|8FEWX|9SPLARM|aCDMG
102	53312 12243	   	209.61	DCR|1SPLARM|2VULN|1AART|1CDMG|1ZMB|1DUR	1ZMB|24VULN|3LWND|5DUR|6AART|7RCR|8FEWX|9SPLARM|aCDMG
103	42133 43321	   	209.59	DCR|3VULN|2DMG|1ASPD|1CDMG	138VULN|2ASPD|48BEXP|5ERES|6CDMG|78DMG|8BPWR|9RCR|aTLV
104	42133 43324	   	209.59	DCR|3VULN|2DMG|1ASPD|1CDMG	138VULN|2ASPD|48BEXP|5aERES|6CDMG|78DMG|8BPWR|9RCR
105	42413 43321	   	209.59	DCR|3VULN|2DMG|1ASPD|1CDMG	148VULN|2ASPD|38BEXP|5ERES|6CDMG|78DMG|8BPWR|9RCR|aTLV
106	42131 13356	   	209.02	DCR|4VULN|3ASPD|1ZMB	1378VULN|256ASPD|4BEXP|9RCR|aZMB
107	53131 25164	   	208.99	DCR|3VULN|2DMG|1ASPD|2ZMB	1aZMB|23aVULN|47BEXP|5ASPD|6MBVNT|8RCR|9aDMG|aBPWR
108	53152 22131	 * 	207.95	DCR|3VULN|1AART|1ASPD|1CDMG|1ZMB	1ZMB|237VULN|4ASPD|5LHND|6MBVNT|8RCR|9AART|aCDMG
109	53161 22131	   	207.95	DCR|3VULN|1AART|1ASPD|1CDMG|1ZMB	1ZMB|237VULN|4LWND|5ASPD|6MBVNT|8RCR|9AART|aCDMG
110	53311 22131	   	207.95	DCR|3VULN|1AART|1ASPD|1CDMG|1ZMB	1ZMB|247VULN|3LWND|5ASPD|6MBVNT|8RCR|9AART|aCDMG
111	42361 42121	   	207.76	DCR|3VULN|3ASPD|1MDPS	178VULN|245ASPD|34LWND|4BPWR|6RCR|9FEWX|aMDPS
112	42361 42131	   	207.66	DCR|3VULN|3ASPD|1MDPS	178VULN|245ASPD|34LWND|4BPWR|6RCR|9DUST|aMDPS
113	53161 22133	 * 	207.55	DCR|4VULN|1AART|1ASPD|1ZMB	1ZMB|237aVULN|4LWND|5ASPD|6MBVNT|8RCR|9AART
114	53311 22133	   	207.55	DCR|4VULN|1AART|1ASPD|1ZMB	1ZMB|247aVULN|3LWND|5ASPD|6MBVNT|8RCR|9AART
115	42161 12422	   	207.42	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	13aVULN|2ASPD|4RCVC|5CDMG|6DMG|7RCR|8SPLJET|9DUR
116	42161 12623	   	207.32	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	13aVULN|2ASPD|4RCVC|5CDMG|6DMG|7RCR|8DUST|9DUR
117	15142 52222	   	207.00	DCR|2VULN|2DMG|1AART|2CDMG	1RPLT|2RMIN|3AART|49DMG|5AME|69CDMG|7RCR|89VULN|9BPWR|aDUST
118	15142 52223	   	207.00	DCR|2VULN|2DMG|1AART|2CDMG|1SELL	1RPLT|2RMIN|3AART|49DMG|5AME|69CDMG|7RCR|89VULN|9BPWR|aSELL
119	62142 52222	   	206.90	DCR|2VULN|2DMG|1AART|2CDMG|1AAC	1AAC|2RPLT|3AART|49DMG|5AME|69CDMG|7RCR|89VULN|9BPWR|aDUST
120	62142 52223	   	206.90	DCR|2VULN|2DMG|1AART|2CDMG|1AAC|1SELL	1AAC|2RPLT|3AART|49DMG|5AME|69CDMG|7RCR|89VULN|9BPWR|aSELL
121	42161 12343	   	206.35	DCR|3VULN|2ASPD|1DMG|1CDMG|1AAC	138VULN|2aASPD|4RCVC|5CDMG|6DMG|7RCR|9AAC
122	42311 62263	   	206.22	DCR|3VULN|2ASPD|1DMG|1CDMG	14aVULN|25ASPD|38LWND|6CDMG|7DMG|9RCR
123	42131 62362	   	206.12	DCR|3VULN|2ASPD|1DMG|1CDMG|1MSE	138VULN|25ASPD|4BEXP|6CDMG|7DMG|9RCR|aMSE
124	42151 13362	   	206.12	DCR|3VULN|2ASPD|1DMG|1CDMG|1MSE	138VULN|24ASPD|5CDMG|6DMG|7BEXP|9RCR|aMSE
125	42151 32321	   	205.91	DCR|4VULN|2ASPD|1CDMG|1AAC	1389VULN|24ASPD|5CDMG|6AAC|7RCR|aDMSP
126	42151 32322	   	205.91	DCR|4VULN|2ASPD|1CDMG|1AAC	1389VULN|24ASPD|5CDMG|6AAC|7RCR|aFEWX
127	42151 32325	   	205.91	DCR|4VULN|2ASPD|1CDMG|1AAC	1389VULN|24ASPD|5CDMG|6AAC|7RCR|aCGEN
128	11363 63351	   	205.88	DCR|2VULN|2DMG|2ASPD|1CDMG	1RPLT|28ASPD|36VULN|458ERES|78DMG|8BPWR|9RCR|aCDMG
129	42151 12621	   	205.84	DCR|2VULN|2ASPD|1DMG|1CDMG|2DUR	13VULN|24ASPD|5CDMG|6DMG|7RCR|8DUST|9aDUR
