0	Index      	 *	Score 	Summary	Detail	
1	53622 22151	 * 	225.99	DCR|3VULN|1MDPS|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2CDMG|357VULN|4AART|6MDPS|8RCR|9ASPD|aDMG
22	42231 22632	   	213.15	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1ZMB	14VULN|24LWND|3AART|4BPWR|5BEXP|6RCR|7CDMG|8ASPD|9ZMB|aMDPS
23	41231 22621	 * 	212.89	DCR|1SPLARM|2VULN|1AART|1ASPD|1CDMG|1SELL	14VULN|24LHND|3AART|4BPWR|5BEXP|6RCR|7CDMG|8ASPD|9SELL|aSPLARM
24	41233 22621	 * 	212.89	DCR|1SPLARM|2VULN|1AART|1ASPD|1CDMG|1SELL	14VULN|24LHND|3AART|4BPWR|5LWND|6RCR|7CDMG|8ASPD|9SELL|aSPLARM
25	42231 22621	 * 	212.89	DCR|1SPLARM|2VULN|1AART|1ASPD|1CDMG|1SELL	14VULN|24LWND|3AART|4BPWR|5BEXP|6RCR|7CDMG|8ASPD|9SELL|aSPLARM
26	43323 13226	   	212.64	DCR|3VULN|1SPLARM|1ASPD|1CDMG|2DUR|1AAC	158VULN|2CDMG|3ASPD|45DUR|5BPWR|6AAC|7SPLARM|9RMIN|aRCR
27	43624 22232	   	212.26	DCR|3VULN|1MDPS|1AART|1DMG|1CDMG|1ZMB|1DUR	137VULN|2CDMG|4AART|5DUR|6MDPS|8DMG|9ZMB|aRCR
28	53622 22232	   	212.26	DCR|3VULN|1MDPS|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2CDMG|357VULN|4AART|6MDPS|8DMG|9ZMB|aRCR
29	53622 22632	   	212.26	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG|1ZMB|1DUR	1DUR|2CDMG|357VULN|4AART|6MDPS|8ASPD|9ZMB|aRCR
30	43125 13225	   	212.24	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1DUR	14VULN|2CDMG|3SPLREG|5RPLT|6DMG|7RCR|8DUR|9ASPD|aMDPS
31	53622 22114	   	211.17	DCR|3VULN|1MDPS|1AART|1DMG|1CDMG|2DUR	19DUR|2CDMG|357VULN|4AART|6MDPS|8RCR|aDMG
32	53622 22153	   	211.17	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG|2DUR	1aDUR|2CDMG|357VULN|4AART|6MDPS|8RCR|9ASPD
33	43323 55122	 * 	210.45	DCR|2VULN|1MDPS|1ASPD|1NUKE|1CDMG|2DUR|1MSE	15VULN|2CDMG|3ASPD|45DUR|5BPWR|6BASARM|7RCR|8MSE|9MDPS|aNUKE
34	41231 22636	   	210.40	DCR|2VULN|2AART|1ASPD|1CDMG|1ZMB	14VULN|24LHND|3aAART|4BPWR|5BEXP|6RCR|7CDMG|8ASPD|9ZMB
35	42231 22636	   	210.40	DCR|2VULN|2AART|1ASPD|1CDMG|1ZMB	14VULN|24LWND|3aAART|4BPWR|5BEXP|6RCR|7CDMG|8ASPD|9ZMB
36	43523 31326	   	210.21	DCR|4VULN|1AART|3DUR|1CDMG	1578VULN|2CDMG|38ERES|458DUR|58BPWR|6RCVC|9RCR|aAART
37	42253 22242	   	210.03	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	159VULN|2LWND|3AART|4DUR|6RCR|7CDMG|8RPLT|aDMG
38	43313 23226	   	209.52	DCR|3VULN|1SPLARM|1ASPD|1CDMG|1ZMB	158VULN|2CDMG|3ASPD|45LHND|5BPWR|6ZMB|7SPLARM|9RMIN|aRCR
39	43343 23226	   	209.52	DCR|3VULN|1SPLARM|1ASPD|1CDMG|1ZMB	158VULN|2CDMG|3ASPD|45BEXP|5BPWR|6ZMB|7SPLARM|9RMIN|aRCR
40	43323 53321	   	209.50	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	15VULN|2CDMG|3ASPD|45DUR|5BPWR|6BASARM|7DMG|8AART|9BEXP|aRCR
41	43312 23226	   	209.42	DCR|3VULN|1SPLARM|1ASPD|1CDMG|1ZMB	158VULN|2CDMG|3ASPD|4LHND|6ZMB|7SPLARM|9RMIN|aRCR
42	43342 23226	   	209.42	DCR|3VULN|1SPLARM|1ASPD|1CDMG|1ZMB	158VULN|2CDMG|3ASPD|4BEXP|6ZMB|7SPLARM|9RMIN|aRCR
43	43626 31131	 * 	209.24	DCR|4VULN|1MDPS|1AART|2CDMG|1DUR	136aVULN|26CDMG|4AART|5BELT|6BPWR|7MDPS|8RCR|9DUR
44	43125 13323	   	208.89	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	14VULN|2CDMG|3SPLREG|5RPLT|6DMG|7RCR|8LHND|9ASPD|aAART
45	11354 62641	 * 	208.82	DCR|3VULN|3ASPD|1AART	1AART|27aBEXP|3MBVNT|4LEGI|57aASPD|67aVULN|7aBPWR|8RCR|9RMIN
46	41241 22632	   	208.74	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG|1ZMB	1VULN|2LHND|34AART|5BEXP|6RCR|7CDMG|8ASPD|9ZMB|aMDPS
47	41243 22632	   	208.74	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG|1ZMB	1VULN|2LHND|34AART|5LWND|6RCR|7CDMG|8ASPD|9ZMB|aMDPS
48	42241 22632	   	208.74	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG|1ZMB	1VULN|2LWND|34AART|5BEXP|6RCR|7CDMG|8ASPD|9ZMB|aMDPS
49	53213 24161	   	208.30	DCR|2VULN|2DMG|1MDPS|1ASPD|1CDMG|1ZMB|1DUR	1DUR|2CDMG|3MDPS|4ZMB|56DMG|79VULN|8ASPD|aRCR
50	12253 25341	   	208.27	DCR|2VULN|2AART|1ASPD|1CDMG|1DUR	15AART|2LWND|3LHND|4DUR|6RCR|7ASPD|89VULN|aCDMG
51	41253 22242	 * 	208.27	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	19VULN|2LHND|35AART|4DUR|6RCR|7CDMG|8RPLT|aDMG
52	42253 22252	   	208.27	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	15VULN|2LWND|39AART|4DUR|6RCR|7CDMG|8RPLT|aDMG
53	11112 12151	   	208.26	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1AART|2BEXP|3FEWX|4CDMG|57VULN|6DUR|8RCR|9ASPD|aDMG
54	11212 12151	   	208.26	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1AART|2BEXP|3LHND|4CDMG|57VULN|6DUR|8RCR|9ASPD|aDMG
55	12112 12151	   	208.26	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1AART|2LWND|3FEWX|4CDMG|57VULN|6DUR|8RCR|9ASPD|aDMG
56	12212 12151	   	208.26	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1AART|2LWND|3LHND|4CDMG|57VULN|6DUR|8RCR|9ASPD|aDMG
57	12412 12151	   	208.26	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1AART|2LWND|3BEXP|4CDMG|57VULN|6DUR|8RCR|9ASPD|aDMG
58	41214 12151	   	208.26	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	17VULN|2LHND|3AART|4CDMG|5BEXP|6DUR|8RCR|9ASPD|aDMG
59	42213 12151	   	208.26	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	17VULN|2LWND|3AART|4CDMG|5LHND|6DUR|8RCR|9ASPD|aDMG
60	42214 12151	   	208.26	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	17VULN|2LWND|3AART|4CDMG|5BEXP|6DUR|8RCR|9ASPD|aDMG
61	61212 12151	   	208.26	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2LHND|3AART|4CDMG|57VULN|6DUR|8RCR|9ASPD|aDMG
62	63212 12151	   	208.26	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2FEWX|3AART|4CDMG|57VULN|6DUR|8RCR|9ASPD|aDMG
63	66112 12151	   	208.26	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2AART|3FEWX|4CDMG|57VULN|6DUR|8RCR|9ASPD|aDMG
64	66212 12151	   	208.26	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2AART|3LHND|4CDMG|57VULN|6DUR|8RCR|9ASPD|aDMG
65	41212 51151	   	208.26	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	15VULN|2LHND|3AART|4CDMG|6FEWX|7DUR|8RCR|9ASPD|aDMG
66	42212 51151	   	208.26	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	15VULN|2LWND|3AART|4CDMG|6FEWX|7DUR|8RCR|9ASPD|aDMG
67	53622 23362	   	208.16	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2CDMG|35VULN|4AART|6MDPS|7LHND|8RCR|9DMG|aASPD
68	51212 62362	   	208.16	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2LHND|3AART|4CDMG|57VULN|6MDPS|8RCR|9DMG|aASPD
69	52212 62362	   	208.16	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2LWND|3AART|4CDMG|57VULN|6MDPS|8RCR|9DMG|aASPD
70	12643 12151	 * 	207.94	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG|1DUR	1AART|2LWND|3MLV|4DUR|5VULN|6DMG|7CDMG|8RCR|9ASPD|aNUKE
71	42252 12151	   	207.94	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG|1DUR	1VULN|2LWND|3AART|4DUR|5RMIN|6DMG|7CDMG|8RCR|9ASPD|aNUKE
72	52253 12151	   	207.94	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG|1DUR	1DUR|2LWND|3AART|4RMIN|5VULN|6DMG|7CDMG|8RCR|9ASPD|aNUKE
73	12374 62631	 * 	207.76	DCR|2VULN|2ASPD|1AART|1CDMG|2DUR	1AART|27LWND|3MBVNT|49DUR|57ASPD|67VULN|7BPWR|8RCR|aCDMG
74	42231 22663	 * 	207.49	DCR|2VULN|2AART|2CDMG|1ASPD	14VULN|24LWND|3aAART|4BPWR|5BEXP|6RCR|79CDMG|8ASPD
75	43623 62232	   	207.16	DCR|3VULN|1MDPS|1AART|1CDMG|1AAC	137VULN|2CDMG|4AART|5CGEN|6RCR|8TLV|9MDPS|aAAC
76	12374 62624	 * 	206.33	DCR|2VULN|2ASPD|1AART|1DMG|1DUR	1AART|279LWND|3MBVNT|4DUR|57ASPD|67VULN|7BPWR|8RCR|aDMG
77	41252 22632	   	206.22	DCR|1MDPS|1AART|1VULN|1ASPD|1CDMG|2DUR|1ZMB	1VULN|2LHND|3AART|45DUR|6RCR|7CDMG|8ASPD|9ZMB|aMDPS
78	11112 12156	   	206.03	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1AART|2BEXP|3FEWX|4CDMG|57aVULN|6DUR|8RCR|9ASPD
79	11212 12156	   	206.03	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1AART|2BEXP|3LHND|4CDMG|57aVULN|6DUR|8RCR|9ASPD
80	12112 12156	   	206.03	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1AART|2LWND|3FEWX|4CDMG|57aVULN|6DUR|8RCR|9ASPD
81	12212 12156	   	206.03	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1AART|2LWND|3LHND|4CDMG|57aVULN|6DUR|8RCR|9ASPD
82	12412 12156	   	206.03	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1AART|2LWND|3BEXP|4CDMG|57aVULN|6DUR|8RCR|9ASPD
83	42213 12156	   	206.03	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	17aVULN|2LWND|3AART|4CDMG|5LHND|6DUR|8RCR|9ASPD
84	61212 12156	   	206.03	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1LWND|2LHND|3AART|4CDMG|57aVULN|6DUR|8RCR|9ASPD
85	63212 12156	   	206.03	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1LWND|2FEWX|3AART|4CDMG|57aVULN|6DUR|8RCR|9ASPD
86	53622 22134	   	205.93	DCR|3VULN|1MDPS|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|357VULN|4AART|6MDPS|8RCR|9DMSP|aDMG
87	53622 22152	   	205.93	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG|1DUR	1DUR|2CDMG|357VULN|4AART|6MDPS|8RCR|9ASPD|aBEXP
88	41212 22153	   	205.93	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG|1DUR	157VULN|2LHND|3AART|4CDMG|6MDPS|8RCR|9ASPD|aDUR
89	42212 22153	   	205.93	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG|1DUR	157VULN|2LWND|3AART|4CDMG|6MDPS|8RCR|9ASPD|aDUR
90	51212 25143	   	205.93	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2LHND|3AART|4CDMG|59aVULN|6DMG|7ERES|8RCR
91	53622 22141	   	205.83	DCR|3VULN|1MDPS|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|357VULN|4AART|6MDPS|8RCR|9ERES|aDMG
92	53622 22162	   	205.68	DCR|3VULN|1MDPS|1AART|1DMG|1CDMG|1DUR|1SELL	1DUR|2CDMG|357VULN|4AART|6MDPS|8RCR|9SELL|aDMG
93	41243 23162	 * 	205.56	DCR|3VULN|2AART|2CDMG	18aVULN|28LHND|34AART|58aLWND|6RCR|7BELT|8aBPWR|9aCDMG
94	41233 23162	   	205.43	DCR|4VULN|1AART|2CDMG	148aVULN|248LHND|3AART|48aBPWR|58aLWND|6RCR|7BELT|9aCDMG
95	43125 43223	 * 	205.41	DCR|3VULN|2ASPD|1CDMG|1DUR	14aVULN|2CDMG|3SPLREG|5RPLT|69ASPD|7RCR|8DUR
96	53233 14161	 * 	205.40	DCR|2VULN|2DMG|1MDPS|2CDMG|1ASPD|1AAC|1DUR	1DUR|26CDMG|3MDPS|4AAC|56DMG|6BPWR|79VULN|8ASPD|aRCR
97	41243 23362	   	205.36	DCR|3VULN|2AART|2CDMG	18aVULN|2LHND|34AART|5aLWND|6RCR|7BELT|9aCDMG|aBPWR
98	11112 42542	 * 	205.35	DCR|3VULN|1AART|2CDMG|1DMG	1AART|27BEXP|3FEWX|47CDMG|579VULN|6RPLT|7BPWR|8RCR|aDMG
99	11113 52542	   	205.35	DCR|3VULN|1AART|2CDMG|1DMG	1AART|27BEXP|3FEWX|47CDMG|5RPLT|679VULN|7BPWR|8RCR|aDMG
100	11212 42542	   	205.35	DCR|3VULN|1AART|2CDMG|1DMG	1AART|27BEXP|3LHND|47CDMG|579VULN|6RPLT|7BPWR|8RCR|aDMG
101	11213 52542	   	205.35	DCR|3VULN|1AART|2CDMG|1DMG	1AART|27BEXP|3LHND|47CDMG|5RPLT|679VULN|7BPWR|8RCR|aDMG
102	12112 42542	   	205.35	DCR|3VULN|1AART|2CDMG|1DMG	1AART|27LWND|3FEWX|47CDMG|579VULN|6RPLT|7BPWR|8RCR|aDMG
103	12113 52542	   	205.35	DCR|3VULN|1AART|2CDMG|1DMG	1AART|27LWND|3FEWX|47CDMG|5RPLT|679VULN|7BPWR|8RCR|aDMG
104	41233 23362	   	205.23	DCR|4VULN|1AART|2CDMG	148aVULN|24LHND|3AART|4aBPWR|5aLWND|6RCR|7BELT|9aCDMG
105	43322 55122	 * 	205.10	DCR|2VULN|1MDPS|1ASPD|1NUKE|1CDMG|1DUR|1MSE	15VULN|2CDMG|3ASPD|4DUR|6BASARM|7RCR|8MSE|9MDPS|aNUKE
106	43154 23321	 * 	205.03	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	1VULN|2CDMG|3SPLREG|4DUR|56ASPD|7DMG|8AART|9BEXP|aRCR
107	42254 23133	 * 	204.37	DCR|3VULN|1AART|1DMG|3DUR	189VULN|258LWND|3AART|489DUR|6RCR|7BELT|89BPWR|aDMG
108	12212 12134	   	204.27	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	19AART|2LWND|3LHND|4CDMG|57VULN|6DUR|8RCR|aDMG
109	42213 12134	   	204.27	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	17VULN|2LWND|39AART|4CDMG|5LHND|6DUR|8RCR|aDMG
110	61212 12134	   	204.27	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	1LWND|2LHND|39AART|4CDMG|57VULN|6DUR|8RCR|aDMG
111	66212 12134	   	204.27	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	1LWND|29AART|3LHND|4CDMG|57VULN|6DUR|8RCR|aDMG
112	11212 51156	   	204.27	DCR|2VULN|2AART|1ASPD|1CDMG|1DUR	16AART|2BEXP|3LHND|4CDMG|5aVULN|7DUR|8RCR|9ASPD
113	12112 51156	   	204.27	DCR|2VULN|2AART|1ASPD|1CDMG|1DUR	16AART|2LWND|3FEWX|4CDMG|5aVULN|7DUR|8RCR|9ASPD
114	12212 31156	   	204.27	DCR|2VULN|2AART|1ASPD|1CDMG|1DUR	16AART|2LWND|3LHND|4CDMG|5aVULN|7DUR|8RCR|9ASPD
115	42213 31156	   	204.27	DCR|2VULN|2AART|1ASPD|1CDMG|1DUR	1aVULN|2LWND|36AART|4CDMG|5LHND|7DUR|8RCR|9ASPD
116	61212 31156	   	204.27	DCR|2VULN|2AART|1ASPD|1CDMG|1DUR	1LWND|2LHND|36AART|4CDMG|5aVULN|7DUR|8RCR|9ASPD
117	51212 25133	   	204.17	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	1DUR|2LHND|39AART|4CDMG|5aVULN|6DMG|7ERES|8RCR
118	53623 25133	   	204.17	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|3aVULN|49AART|5LHND|6DMG|7ERES|8RCR
119	43322 53321	   	204.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	15VULN|2CDMG|3ASPD|4DUR|6BASARM|7DMG|8AART|9BEXP|aRCR
120	42231 22651	   	204.05	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	14VULN|24LWND|3AART|4BPWR|5BEXP|6RCR|7CDMG|8ASPD|9LHND|aDMG
121	41212 22232	   	203.95	DCR|3VULN|1MDPS|1AART|1DMG|1CDMG|1ZMB	157VULN|2LHND|3AART|4CDMG|6MDPS|8DMG|9ZMB|aRCR
122	41212 22632	   	203.95	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG|1ZMB	157VULN|2LHND|3AART|4CDMG|6MDPS|8ASPD|9ZMB|aRCR
123	42212 22232	   	203.95	DCR|3VULN|1MDPS|1AART|1DMG|1CDMG|1ZMB	157VULN|2LWND|3AART|4CDMG|6MDPS|8DMG|9ZMB|aRCR
124	42212 22632	   	203.95	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG|1ZMB	157VULN|2LWND|3AART|4CDMG|6MDPS|8ASPD|9ZMB|aRCR
125	12643 12134	 * 	203.95	DCR|2AART|1VULN|1DMG|1NUKE|1CDMG|1DUR	19AART|2LWND|3MLV|4DUR|5VULN|6DMG|7CDMG|8RCR|aNUKE
126	11212 51151	 * 	203.95	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	16AART|2BEXP|3LHND|4CDMG|5VULN|7DUR|8RCR|9ASPD|aDMG
127	12112 51151	   	203.95	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	16AART|2LWND|3FEWX|4CDMG|5VULN|7DUR|8RCR|9ASPD|aDMG
128	12212 31151	   	203.95	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	16AART|2LWND|3LHND|4CDMG|5VULN|7DUR|8RCR|9ASPD|aDMG
129	12412 51151	   	203.95	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	16AART|2LWND|3BEXP|4CDMG|5VULN|7DUR|8RCR|9ASPD|aDMG
130	42213 31151	   	203.95	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1VULN|2LWND|36AART|4CDMG|5LHND|7DUR|8RCR|9ASPD|aDMG
131	61212 31151	   	203.95	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1LWND|2LHND|36AART|4CDMG|5VULN|7DUR|8RCR|9ASPD|aDMG
132	63212 51151	   	203.95	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1LWND|2FEWX|36AART|4CDMG|5VULN|7DUR|8RCR|9ASPD|aDMG
133	66212 31151	   	203.95	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1LWND|26AART|3LHND|4CDMG|5VULN|7DUR|8RCR|9ASPD|aDMG
134	43125 13325	   	203.94	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG	14VULN|2CDMG|3SPLREG|5RPLT|6DMG|7RCR|8LHND|9ASPD|aMDPS
135	16433 33213	 * 	203.88	DCR|3VULN|2AART|1DMG|1ZMB	14AART|2ZMB|3FEWX|5LIT|678VULN|9DMG|aRCR
136	51212 25134	   	203.85	DCR|2AART|1VULN|1DMG|1NUKE|1CDMG|1DUR	1DUR|2LHND|39AART|4CDMG|5VULN|6DMG|7ERES|8RCR|aNUKE
137	11212 42552	 * 	203.59	DCR|2VULN|2AART|2CDMG|1DMG	19AART|27BEXP|3LHND|47CDMG|57VULN|6RPLT|7BPWR|8RCR|aDMG
138	11213 52552	   	203.59	DCR|2VULN|2AART|2CDMG|1DMG	19AART|27BEXP|3LHND|47CDMG|5RPLT|67VULN|7BPWR|8RCR|aDMG
139	12112 42552	   	203.59	DCR|2VULN|2AART|2CDMG|1DMG	19AART|27LWND|3FEWX|47CDMG|57VULN|6RPLT|7BPWR|8RCR|aDMG
140	12113 52552	   	203.59	DCR|2VULN|2AART|2CDMG|1DMG	19AART|27LWND|3FEWX|47CDMG|5RPLT|67VULN|7BPWR|8RCR|aDMG
141	16333 15531	   	203.45	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR|1ZMB	1AART|2ZMB|39DUR|4LWND|5VULN|6DMG|7ASPD|8RCR|aCDMG
142	41231 22662	   	202.81	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	14VULN|24LHND|3AART|4BPWR|5BEXP|6RCR|7CDMG|8ASPD|9CGEN|aMDPS
143	41233 22662	   	202.81	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	14VULN|24LHND|3AART|4BPWR|5LWND|6RCR|7CDMG|8ASPD|9CGEN|aMDPS
144	12643 12132	 * 	202.71	DCR|2AART|1MDPS|1VULN|1DMG|1CDMG|1DUR	19AART|2LWND|3MLV|4DUR|5VULN|6DMG|7CDMG|8RCR|aMDPS
145	42256 12132	   	202.71	DCR|2AART|1MDPS|1VULN|1DMG|1CDMG|1DUR	1VULN|2LWND|39AART|4DUR|5CGEN|6DMG|7CDMG|8RCR|aMDPS
146	41233 22636	   	202.63	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	14VULN|24LHND|3AART|4BPWR|5LWND|6RCR|7CDMG|8ASPD|9ZMB|aDUR
147	53622 12235	   	202.59	DCR|3VULN|1MDPS|1AART|1CDMG|1DUR	1DUR|2CDMG|357VULN|4AART|6TLV|8ERES|9RCR|aMDPS
