0	Index      	 *	Score 	Summary	Detail	
1	12126 51523	 * 	213.68	DCR|2VULN|2ASPD|3CDMG|1AART	1RMIN|259CDMG|39VULN|4RCVC|69ASPD|7RCR|8RPLT|9BPWR|aAART
12	22633 42351	 * 	209.98	DCR|2VULN|2AART|1ASPD|1DMG|1DUR	1ERES|2DUR|3DMG|4BEXP|5ASPD|6aVULN|7RCR|89AART
13	52364 31332	   	209.75	DCR|3ASPD|2VULN|2CDMG|2DUR	16aASPD|2aDUR|3RCVC|4ERES|56CDMG|6aBPWR|7RCR|8DMSP|9aVULN
14	52622 13343	 * 	207.71	DCR|3ASPD|2VULN|1DMG|1ZMB|1DUR	169ASPD|2DUR|3DMG|4ZMB|5LIT|7RCR|8aVULN
15	33541 42111	 * 	206.27	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	1LHND|28AART|39VULN|4RPLT|5DMG|6DUR|7RCR|aCDMG
16	43541 32111	   	206.27	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	1LWND|28AART|3DUR|4RPLT|5DMG|69VULN|7RCR|aCDMG
17	22633 42353	 * 	205.85	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1ERES|2DUR|3DMG|4BEXP|5ASPD|6VULN|7RCR|89AART|aCDMG
18	22633 42326	   	204.24	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ERES|2DUR|3DMG|4BEXP|5ASPD|69VULN|7RCR|8AART|aZMB
19	21563 33253	 * 	203.67	DCR|2VULN|2DMG|1MDPS|1AART|1ZMB|1DUR	1aERES|2ZMB|3aVULN|4MDPS|5DUR|6RCR|7AART|8MSLFST|9aDMG|aBPWR
20	25633 42321	   	203.43	DCR|3VULN|1AART|1ASPD|1DMG	1ERES|2FEWX|3DMG|4BEXP|5ASPD|69aVULN|7RCR|8AART
21	32613 42521	   	203.43	DCR|3VULN|1AART|1ASPD|1DMG	1LHND|2CGEN|3DMG|4DUST|5ASPD|69aVULN|7RCR|8AART
22	12126 51521	 * 	202.82	DCR|3ASPD|2VULN|3CDMG	1RMIN|259CDMG|39VULN|4RCVC|69aASPD|7RCR|8RPLT|9BPWR
23	51112 13355	 * 	201.94	DCR|2VULN|2DMG|2ASPD|1AAC|1DUR	16ASPD|2AAC|39DMG|4DUR|5LIT|7RCR|8aVULN
24	25633 42323	   	201.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1ERES|2FEWX|3DMG|4BEXP|5ASPD|69VULN|7RCR|8AART|aCDMG
25	32613 42523	   	201.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1LHND|2CGEN|3DMG|4DUST|5ASPD|69VULN|7RCR|8AART|aCDMG
26	33141 32116	   	201.78	DCR|2VULN|2AART|1ASPD|1DMG	1LHND|28AART|3FEWX|4RPLT|5DMG|69VULN|7RCR|aASPD
27	33341 32116	   	201.68	DCR|2VULN|2AART|1ASPD|1DMG	1LHND|28AART|3DUST|4RPLT|5DMG|69VULN|7RCR|aASPD
28	51521 15321	 * 	201.62	DCR|3VULN|1AART|1ASPD|1CDMG|1AAC	1ASPD|2AAC|39aVULN|4RPLT|5LHND|6RCR|7CDMG|8AART
29	51523 15321	   	201.62	DCR|3VULN|1AART|1ASPD|1CDMG|1AAC	1ASPD|2AAC|39aVULN|4RPLT|5FEWX|6RCR|7CDMG|8AART
30	52433 43222	 * 	201.53	DCR|3VULN|2ASPD|1DMG|2DUR	17ASPD|25DUR|3LWND|468VULN|9DMG|aRCR
31	55123 43222	   	201.53	DCR|3VULN|2ASPD|1DMG|2DUR	17ASPD|2FEWX|35DUR|468VULN|9DMG|aRCR
32	51134 33351	 * 	201.17	DCR|2SPLARM|2DMG|2ASPD|2AAC|1AART|1VULN	1aASPD|29AAC|3aDMG|4AART|5AELBLL|6RCR|7VULN|8aSPLARM|aBPWR
33	21131 34333	   	200.60	DCR|1SPLARM|2VULN|1AART|1ASPD|1ZMB|1DUR	15ERES|2ZMB|3ASPD|4AART|6RCR|7DUR|8SPLARM|9aVULN
34	33541 42112	   	200.35	DCR|2VULN|2AART|1DMG|1ZMB|1DUR	1LHND|28AART|39VULN|4RPLT|5DMG|6DUR|7RCR|aZMB
35	43541 32112	   	200.35	DCR|2VULN|2AART|1DMG|1ZMB|1DUR	1LWND|28AART|3DUR|4RPLT|5DMG|69VULN|7RCR|aZMB
36	56333 13113	 * 	200.10	DCR|2AART|2ASPD|1VULN|2CDMG	12ASPD|2BPWR|37RCVC|4aAART|58CDMG|6VULN|9RCR
37	33543 62111	   	199.86	DCR|2VULN|2AART|1DMG|1CDMG	1LHND|27AART|39VULN|4RPLT|5LEGI|6RCR|8DMG|aCDMG
38	33513 26117	 * 	199.38	DCR|2VULN|2DMG|1AART|1CDMG	1LHND|2AART|39VULN|4LWND|5CDMG|6MBVNT|7RCR|8aDMG
39	54323 33163	   	198.21	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1ASPD|2RPLT|3CDMG|4ZMB|5VULN|6AME|7DUR|8RCR|9DMG|aAART
40	21533 43222	   	198.21	DCR|3VULN|2ASPD|1DMG|1ZMB	1ERES|2ZMB|368VULN|4BEXP|57ASPD|9DMG|aRCR
41	21533 43432	   	198.21	DCR|3VULN|2ASPD|1DMG|1ZMB	1ERES|2ZMB|369VULN|4BEXP|57ASPD|8DMG|aRCR
42	21513 43222	   	198.11	DCR|3VULN|2ASPD|1DMG|1ZMB	1ERES|2ZMB|368VULN|4DUST|57ASPD|9DMG|aRCR
43	21513 43432	   	198.11	DCR|3VULN|2ASPD|1DMG|1ZMB	1ERES|2ZMB|369VULN|4DUST|57ASPD|8DMG|aRCR
44	21115 51146	   	198.01	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1ERES|2ZMB|3ASPD|4DUR|5MBVNT|6VULN|7DMG|8RCR|9CDMG|aAART
45	33141 32111	   	197.96	DCR|2VULN|2AART|1DMG|1CDMG	1LHND|28AART|3FEWX|4RPLT|5DMG|69VULN|7RCR|aCDMG
46	43141 32111	   	197.96	DCR|2VULN|2AART|1DMG|1CDMG	1LWND|28AART|3FEWX|4RPLT|5DMG|69VULN|7RCR|aCDMG
47	54123 32111	 * 	197.96	DCR|2VULN|2AART|1ASPD|1CDMG	1ASPD|2RPLT|38AART|4LWND|5FEWX|69VULN|7RCR|aCDMG
48	54231 52111	   	197.96	DCR|2VULN|2AART|1ASPD|1CDMG	1ASPD|2RPLT|3FEWX|4LWND|59VULN|68AART|7RCR|aCDMG
49	33341 32111	   	197.86	DCR|2VULN|2AART|1DMG|1CDMG	1LHND|28AART|3DUST|4RPLT|5DMG|69VULN|7RCR|aCDMG
50	43341 32111	   	197.86	DCR|2VULN|2AART|1DMG|1CDMG	1LWND|28AART|3DUST|4RPLT|5DMG|69VULN|7RCR|aCDMG
51	56123 13343	   	197.37	DCR|3ASPD|2VULN|1DMG|1DUR	129ASPD|2BPWR|3DUR|4AME|5DMG|6LIT|7RCR|8aVULN
52	51112 13343	   	197.27	DCR|3ASPD|2VULN|1DMG|1AAC|1DUR	169ASPD|2AAC|3DMG|4DUR|5LIT|7RCR|8aVULN
53	32613 42623	 * 	197.24	DCR|3VULN|2DMG|1ASPD	1LHND|2CGEN|39DMG|4DUST|5ASPD|68aVULN|7RCR
54	12133 22243	 * 	197.19	DCR|2VULN|2DMG|2CDMG|1ASPD	1RMIN|27CDMG|37VULN|4DUST|5LIT|67DMG|7BPWR|8ASPD|9CANARM|aRCR
55	15112 33543	 * 	197.14	DCR|3VULN|3ASPD|1DUR	1RMIN|28ERES|389ASPD|4DUR|5LIT|6RCR|78aVULN|8BPWR
56	52164 31333	   	196.70	DCR|2ASPD|1VULN|1AART|2CDMG|2DUR	16ASPD|23DUR|4ERES|56CDMG|6BPWR|7RCR|8DMSP|9VULN|aAART
57	56423 11212	   	196.04	DCR|2VULN|2DMG|2ASPD|1DUR	12ASPD|2BPWR|35DMG|4DUR|6CGEN|78VULN|9RMIN|aRCR
58	21533 43236	 * 	195.99	DCR|4VULN|2ASPD|1ZMB	1ERES|2ZMB|368aVULN|4BEXP|57ASPD|9RCR
59	51134 33231	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1ASPD|2AAC|3DMG|4AART|5AELBLL|6RCR|7aVULN|8LWND|9DUR
60	21513 43236	   	195.89	DCR|4VULN|2ASPD|1ZMB	1ERES|2ZMB|368aVULN|4DUST|57ASPD|9RCR
61	15112 33551	 * 	195.81	DCR|2VULN|1MDPS|2ASPD|1DMG|1DUR	1RMIN|28ERES|38ASPD|4DUR|5LIT|6RCR|78VULN|8BPWR|9DMG|aMDPS
62	21133 32215	   	195.06	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1ERES|2ZMB|3ASPD|4AART|5aVULN|6LWND|7CDMG|8SPLREG|9RCR
63	22633 42336	   	195.02	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1ERES|2aDUR|3DMG|4BEXP|5ASPD|6VULN|7RCR|8AART|9CDMG
64	56333 13231	   	194.98	DCR|2VULN|2ASPD|1AART|1CDMG	12ASPD|2BPWR|37RCVC|4AART|5CDMG|69VULN|8LIT|aRCR
65	21133 22215	   	194.96	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1ERES|2ZMB|3ASPD|4AART|5aVULN|6DUST|7CDMG|8SPLREG|9RCR
66	52364 31333	   	194.77	DCR|2ASPD|1VULN|1AART|2CDMG|1DUR	16ASPD|2DUR|3RCVC|4ERES|56CDMG|6BPWR|7RCR|8DMSP|9VULN|aAART
67	21131 31565	   	194.64	DCR|2VULN|1AART|1ASPD|2DUR|2ZMB	157ERES|2aZMB|3ASPD|4AART|6RCR|8aDUR|9aVULN|aBPWR
68	21131 34165	   	194.64	DCR|2VULN|1AART|1ASPD|2DUR|2ZMB	158ERES|2aZMB|3ASPD|4AART|6RCR|7aDUR|9aVULN|aBPWR
69	51626 13222	 * 	194.59	ACR|3ASPD|2VULN|3ZMB|1AART|1AAC	18aASPD|2AAC|3RCR|4RPLT|589ZMB|6AART|78VULN|8BPWR
70	51112 13356	 * 	194.48	DCR|3ASPD|2DMG|1VULN|1AAC|1DUR	16aASPD|2AAC|39DMG|4DUR|5LIT|7RCR|8VULN
71	22633 42335	 * 	194.41	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ERES|2DUR|3DMG|4BEXP|5ASPD|6VULN|7RCR|8AART|9CDMG|aMDPS
72	55133 12326	   	194.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1ASPD|2FEWX|3DUR|4RMIN|5DMG|6LHND|7RCR|8AART|9aVULN
73	33543 62112	   	193.95	DCR|2VULN|2AART|1DMG|1ZMB	1LHND|27AART|39VULN|4RPLT|5LEGI|6RCR|8DMG|aZMB
74	31522 55111	   	193.93	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2RCVC|39VULN|4RPLT|5DUR|6AART|7RCR|8DMG|aCDMG
75	22633 42325	   	193.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1ERES|2DUR|3DMG|4BEXP|5ASPD|69VULN|7RCR|8AART|aFEWX
76	55133 42322	   	193.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1ASPD|2FEWX|3DUR|4RMIN|5DMG|69VULN|7RCR|8AART|aDUST
77	22613 42343	   	193.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1ERES|2DUR|3DMG|4DUST|5ASPD|69VULN|7RCR|8FEWX|aAART
78	22633 42243	   	193.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1ERES|2DUR|3DMG|4BEXP|5ASPD|69VULN|7RCR|8DUST|aAART
79	22633 42322	   	193.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1ERES|2DUR|3DMG|4BEXP|5ASPD|69VULN|7RCR|8AART|aDUST
80	22633 42324	   	193.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1aERES|2DUR|3DMG|4BEXP|5ASPD|69VULN|7RCR|8AART
81	52631 42322	   	193.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1ASPD|2DUR|3DMG|4BEXP|5TLV|69VULN|7RCR|8AART|aDUST
82	36136 62313	 * 	193.80	DCR|2VULN|2AART|1NUKE|1ZMB|1SELL	1LHND|2SELL|39VULN|47AART|5MLV|6RCR|8ZMB|aNUKE
83	11243 45387	 * 	193.79	DCR|3VULN|1SPLARM|1AART|1DMG	1RMIN|2MBVNT|3DUST|4AART|567VULN|8SPLARM|9RCR|aDMG
84	36133 62313	 * 	193.70	DCR|2VULN|2AART|1NUKE|1ZMB|1SELL	1LHND|2SELL|39VULN|47AART|5TLV|6RCR|8ZMB|aNUKE
85	46133 62313	 * 	193.70	DCR|2VULN|2AART|1NUKE|1ZMB|1SELL	1LWND|2SELL|39VULN|47AART|5TLV|6RCR|8ZMB|aNUKE
86	11242 33286	   	193.43	DCR|2VULN|2DMG|1AART|1DUR	15RMIN|2MBVNT|3aDUST|4AART|6RCR|7DUR|8aVULN|9aDMG|aBPWR
87	52123 13355	   	193.06	DCR|2VULN|2DMG|1ASPD|2DUR	1ASPD|23DUR|4AME|59DMG|6LIT|7RCR|8aVULN
88	21131 34336	   	192.97	DCR|1SPLARM|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	15ERES|2ZMB|3ASPD|4AART|6RCR|7DUR|8SPLARM|9VULN|aDMG
89	36132 11433	 * 	192.78	ACR|3VULN|2DMG|1AART|1ASPD|1SELL	18LHND|2SELL|38aVULN|4AART|5RCR|6BELT|78DMG|8BPWR|9ASPD
90	46132 11433	 * 	192.78	ACR|3VULN|2DMG|1AART|1ASPD|1SELL	18LWND|2SELL|38aVULN|4AART|5RCR|6BELT|78DMG|8BPWR|9ASPD
91	12153 42413	 * 	192.48	DCR|2VULN|2DMG|3CDMG	1RMIN|27aCDMG|3aVULN|47AME|57LIT|6RCR|7aBPWR|8MBVNT|9aDMG
92	21131 35334	   	192.30	DCR|1SPLARM|2VULN|1AART|1ASPD|1ZMB	15ERES|2ZMB|3ASPD|4AART|6RCR|7LHND|8SPLARM|9aVULN
93	12163 42413	   	192.28	DCR|2VULN|2DMG|3CDMG	1RMIN|27aCDMG|3aVULN|47TLV|57LIT|6RCR|7aBPWR|8MBVNT|9aDMG
94	12126 51351	   	192.20	DCR|2VULN|1AART|2CDMG|1ASPD	1RMIN|25CDMG|3aVULN|4RCVC|6ASPD|7RCR|8DMSP|9AART
95	32622 15326	   	192.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2CGEN|3DMG|4RPLT|5DUR|6RCR|7CDMG|8AART|9aVULN
96	33513 26112	   	192.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LHND|2AART|39VULN|4LWND|5CDMG|6MBVNT|7RCR|8DMG|aZMB
97	33513 26612	   	192.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1LHND|2AART|39VULN|4LWND|5CDMG|6MBVNT|7RCR|8ASPD|aZMB
98	22455 32333	 * 	192.12	DCR|2AART|1VULN|1NUKE|1CDMG|1ZMB|1DUR	1ERES|2DUR|3LWND|46AART|5CDMG|7VULN|8ZMB|9RCR|aNUKE
99	26155 32333	   	192.12	DCR|2AART|1VULN|1NUKE|1CDMG|1ZMB|1DUR	1ERES|2LWND|3DUR|46AART|5CDMG|7VULN|8ZMB|9RCR|aNUKE
100	51321 15326	   	192.09	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1DUR	1ASPD|2AAC|3RPLT|4DUR|5LHND|6RCR|7CDMG|8AART|9aVULN
101	33141 32112	   	192.05	DCR|2VULN|2AART|1DMG|1ZMB	1LHND|28AART|3FEWX|4RPLT|5DMG|69VULN|7RCR|aZMB
102	43141 32112	   	192.05	DCR|2VULN|2AART|1DMG|1ZMB	1LWND|28AART|3FEWX|4RPLT|5DMG|69VULN|7RCR|aZMB
103	54123 32112	   	192.05	DCR|2VULN|2AART|1ASPD|1ZMB	1ASPD|2RPLT|38AART|4LWND|5FEWX|69VULN|7RCR|aZMB
104	54231 52112	   	192.05	DCR|2VULN|2AART|1ASPD|1ZMB	1ASPD|2RPLT|3FEWX|4LWND|59VULN|68AART|7RCR|aZMB
105	54323 33162	   	192.02	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1ASPD|2RPLT|3CDMG|4ZMB|5VULN|6AME|7DUR|8RCR|9aDMG
106	22662 33363	 * 	191.99	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1DUR	1ERES|2DUR|3DMG|4MDPS|5LHND|6RCR|7AART|89VULN|aCDMG
107	52622 13351	   	191.99	DCR|2DMG|2ASPD|1VULN|1ZMB|1DUR	16ASPD|2DUR|39DMG|4ZMB|5LIT|7RCR|8VULN|aLWND
108	33341 32112	   	191.95	DCR|2VULN|2AART|1DMG|1ZMB	1LHND|28AART|3DUST|4RPLT|5DMG|69VULN|7RCR|aZMB
109	43341 32112	   	191.95	DCR|2VULN|2AART|1DMG|1ZMB	1LWND|28AART|3DUST|4RPLT|5DMG|69VULN|7RCR|aZMB
110	33543 62123	   	191.92	DCR|2VULN|2AART|1DMG|1DUR	1LHND|27AART|3aVULN|4RPLT|5LEGI|6RCR|8DMG|9DUR
111	11124 82163	 * 	191.91	DCR|2VULN|1AART|1ASPD|1NUKE|1DUR	1RMIN|2MBVNT|3DUR|47VULN|5AART|6MULFIG|8RCR|9ASPD|aNUKE
112	21523 15321	   	191.89	DCR|3VULN|1AART|1CDMG|1ZMB	1ERES|2ZMB|39aVULN|4RPLT|5BEXP|6RCR|7CDMG|8AART
113	52622 13352	   	191.89	DCR|2DMG|2ASPD|1VULN|1ZMB|1DUR|1MSE	16ASPD|2DUR|39DMG|4ZMB|5LIT|7RCR|8VULN|aMSE
114	52622 13353	   	191.89	DCR|2DMG|2ASPD|1VULN|1ZMB|1DUR	16ASPD|2DUR|39DMG|4ZMB|5LIT|7RCR|8VULN|aMBVNT
115	32613 42533	   	191.80	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB	1LHND|2CGEN|3DMG|4DUST|5ASPD|6VULN|7RCR|8AART|9CDMG|aZMB
116	51134 33233	   	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1ASPD|2AAC|3DMG|4AART|5AELBLL|6RCR|7VULN|8LWND|9DUR|aCDMG
117	51134 33412	   	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1ASPD|2AAC|3DMG|4AART|5AELBLL|6RCR|7VULN|8DUR|9MLV|aCDMG
118	51134 33632	   	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1ASPD|2AAC|3DMG|4AART|5AELBLL|6RCR|7VULN|8CGEN|9DUR|aCDMG
119	51134 33132	   	191.68	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1ASPD|2AAC|3DMG|4AART|5AELBLL|6RCR|7VULN|8ERES|9DUR|aCDMG
120	31513 43222	   	191.61	DCR|3VULN|2ASPD|1DMG	1LHND|2RCVC|368VULN|4DUST|57ASPD|9DMG|aRCR
121	41513 43222	   	191.61	DCR|3VULN|2ASPD|1DMG	1LWND|2RCVC|368VULN|4DUST|57ASPD|9DMG|aRCR
122	61533 43222	   	191.61	DCR|3VULN|2ASPD|1DMG	1DUST|2RCVC|368VULN|4BEXP|57ASPD|9DMG|aRCR
123	51521 15323	   	191.22	DCR|2VULN|1AART|2CDMG|1ASPD|1AAC	1ASPD|2AAC|39VULN|4RPLT|5LHND|6RCR|7aCDMG|8AART
124	51521 15331	   	191.22	DCR|2VULN|1AART|2CDMG|1ASPD|1AAC	1ASPD|2AAC|3aVULN|4RPLT|5LHND|6RCR|79CDMG|8AART
125	51523 15323	   	191.22	DCR|2VULN|1AART|2CDMG|1ASPD|1AAC	1ASPD|2AAC|39VULN|4RPLT|5FEWX|6RCR|7aCDMG|8AART
126	51523 15331	   	191.22	DCR|2VULN|1AART|2CDMG|1ASPD|1AAC	1ASPD|2AAC|3aVULN|4RPLT|5FEWX|6RCR|79CDMG|8AART
127	52323 13355	   	191.13	DCR|2VULN|2DMG|1ASPD|1DUR	1ASPD|2DUR|3RCVC|4AME|59DMG|6LIT|7RCR|8aVULN
128	52164 21332	   	190.93	DCR|2VULN|2ASPD|3DUR|1CDMG	1aASPD|23aDUR|46ERES|5CDMG|7RCR|8DMSP|9aVULN|aBPWR
129	11124 63324	   	190.88	DCR|2VULN|2DMG|1AART|2DUR	18RMIN|2MBVNT|37DUR|47VULN|5AART|67DMG|7BPWR|9BELT|aRCR
130	11124 63337	   	190.88	DCR|2VULN|2DMG|1AART|2DUR	18RMIN|2MBVNT|37DUR|47VULN|5AART|67DMG|7BPWR|9AELBLL|aRCR
131	11124 63618	   	190.78	DCR|2VULN|2DMG|1AART|2DUR	1RMIN|2MBVNT|37DUR|47VULN|5AART|67DMG|7BPWR|8BEXP|9TLV|aRCR
132	11124 63218	   	190.68	DCR|2VULN|2DMG|1AART|2DUR	1RMIN|2MBVNT|37DUR|47VULN|5AART|67DMG|7BPWR|8DUST|9TLV|aRCR
133	56333 13251	   	190.67	DCR|2AART|2ASPD|1VULN|1CDMG	12ASPD|2BPWR|37RCVC|49AART|5CDMG|6VULN|8LIT|aRCR
134	12126 51522	   	190.21	DCR|2VULN|2ASPD|3CDMG	1RMIN|259CDMG|39VULN|4aRCVC|69ASPD|7RCR|8RPLT|9BPWR
135	33513 12123	   	190.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2AART|3aVULN|4LWND|5CDMG|6FEWX|7RCR|8DMG|9DUR
136	33513 12523	   	190.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1LHND|2AART|3aVULN|4LWND|5CDMG|6FEWX|7RCR|8ASPD|9DUR
137	52621 13361	   	190.14	DCR|1VULN|1AART|1ASPD|1DMG|2DUR|1ZMB	1ASPD|29DUR|3DMG|4ZMB|5RPLT|6AART|7VULN|8SPLREG|aRCR
138	13125 43123	   	190.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RMIN|2BASFIG|39VULN|4BEXP|5CDMG|6ZMB|7DMG|8RCR|aAART
139	56633 12113	   	190.11	DCR|2VULN|2ASPD|1AART|1CDMG	12ASPD|2BPWR|3BEXP|4AART|5CDMG|6LHND|79VULN|8CGEN|aRCR
140	33513 26123	   	190.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2AART|3aVULN|4LWND|5CDMG|6MBVNT|7RCR|8DMG|9DUR
141	33513 26623	   	190.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1LHND|2AART|3aVULN|4LWND|5CDMG|6MBVNT|7RCR|8ASPD|9DUR
142	33526 32363	 * 	190.09	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1DUR	1LHND|2AART|39VULN|4MDPS|5ASPD|6DUR|7RCR|8CGEN|aCDMG
143	33541 42113	   	190.02	DCR|2VULN|2AART|1DMG|1DUR	1LHND|28AART|39VULN|4RPLT|5DMG|6DUR|7RCR|aRMIN
144	43141 32116	   	190.02	DCR|2VULN|2AART|1DMG|1DUR	1LWND|28AART|3FEWX|4RPLT|5DMG|69VULN|7RCR|aDUR
145	43541 32113	   	190.02	DCR|2VULN|2AART|1DMG|1DUR	1LWND|28AART|3DUR|4RPLT|5DMG|69VULN|7RCR|aRMIN
146	54123 32116	   	190.02	DCR|2VULN|2AART|1ASPD|1DUR	1ASPD|2RPLT|38AART|4LWND|5FEWX|69VULN|7RCR|aDUR
147	33526 32263	   	189.99	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1DUR	1LHND|2AART|39VULN|4MDPS|5ASPD|6DUR|7RCR|8ERES|aCDMG
148	11243 45388	 * 	189.98	DCR|3VULN|1SPLARM|1AART|1CDMG	1RMIN|2MBVNT|3DUST|4AART|567VULN|8SPLARM|9RCR|aCDMG
149	51626 13221	   	189.97	ACR|2VULN|2ASPD|3ZMB|1AART|1AAC|1DUR	18ASPD|2AAC|3RCR|4RPLT|589ZMB|6AART|78VULN|8BPWR|aDUR
150	43341 32116	   	189.92	DCR|2VULN|2AART|1DMG|1DUR	1LWND|28AART|3DUST|4RPLT|5DMG|69VULN|7RCR|aDUR
151	54323 32163	   	189.90	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1ASPD|2RPLT|3CDMG|4ZMB|5VULN|6AME|7BEXP|8RCR|9DMG|aAART
152	55133 42332	   	189.88	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2FEWX|3DUR|4RMIN|5DMG|6VULN|7RCR|8AART|9CDMG|aCGEN
153	55133 42333	   	189.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2FEWX|3DUR|4RMIN|5DMG|6VULN|7RCR|8AART|9CDMG|aBEXP
154	22633 42332	   	189.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ERES|2DUR|3DMG|4BEXP|5ASPD|6VULN|7RCR|8AART|9CDMG|aCGEN
155	22633 42333	   	189.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ERES|2DUR|3DMG|4aBEXP|5ASPD|6VULN|7RCR|8AART|9CDMG
156	22633 42334	   	189.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ERES|2DUR|3DMG|4BEXP|5ASPD|6VULN|7RCR|8AART|9CDMG|aLHND
