0	Index      	 *	Score 	Summary	Detail	
1	31332 43353	 * 	228.58	DCR|3VULN|3ASPD|2CDMG|1DMG	169VULN|25CDMG|3TLV|46aASPD|6BPWR|7DMG|8RCR
23	31332 43243	   	214.46	DCR|2VULN|2ASPD|2CDMG|1DMG|1ZMB|1DUR	16VULN|25CDMG|3TLV|46ASPD|6BPWR|7DMG|8DUR|9RCR|aZMB
24	31534 43212	 * 	214.03	DCR|2VULN|2AART|1ASPD|1DMG|1CDMG	16VULN|2CDMG|3LHND|4DMG|5ASPD|7CGEN|8aAART|9RCR
25	31534 41212	   	213.93	DCR|2VULN|2AART|1ASPD|1DMG|1CDMG	16VULN|2CDMG|3LHND|4DMG|5ASPD|7ERES|8aAART|9RCR
26	11631 53162	 * 	213.76	DCR|3VULN|2DMG|2CDMG|3DUR	168DUR|29CDMG|358VULN|48DMG|7RMIN|8BPWR|aRCR
27	34422 33336	 * 	213.38	DCR|4VULN|1AART|1ASPD|1DMG	1234VULN|3BPWR|5ASPD|6MLV|7LWND|8AART|9DMG|aRCR
28	34522 33336	   	213.38	DCR|4VULN|1AART|1ASPD|1DMG	1234VULN|5ASPD|6MLV|7LWND|8AART|9DMG|aRCR
29	31132 53341	   	212.66	DCR|3VULN|1MDPS|2CDMG|1ASPD|1DMG|1ZMB	16aVULN|25CDMG|3ZMB|4ASPD|7DMG|8RCR|9MDPS
30	31132 53346	   	212.66	DCR|2VULN|1MDPS|2ASPD|2CDMG|1DMG|1ZMB	16VULN|25CDMG|3ZMB|4aASPD|7DMG|8RCR|9MDPS
31	31332 43152	   	212.41	DCR|3VULN|2ASPD|2CDMG|1DMG	168VULN|25CDMG|3TLV|46ASPD|6BPWR|7DMG|9RCVC|aRCR
32	31132 53352	   	212.09	DCR|3VULN|2CDMG|1ASPD|1DMG|1ZMB	169VULN|25CDMG|3ZMB|4ASPD|7DMG|8RCR|aRCVC
33	34423 53213	 * 	211.86	DCR|5VULN|1ASPD|1DMG	12345VULN|3BPWR|6RCR|7DMG|8SPLJET|9MLV|aASPD
34	34523 53213	   	211.86	DCR|5VULN|1ASPD|1DMG	12345VULN|6RCR|7DMG|8SPLJET|9MLV|aASPD
35	31132 53334	   	211.77	DCR|3VULN|2CDMG|1ASPD|1DMG|1ZMB	16aVULN|25CDMG|3ZMB|4ASPD|7DMG|8RCR|9MLV
36	31132 53351	   	211.77	DCR|3VULN|2CDMG|1ASPD|1DMG|1ZMB	169VULN|25CDMG|3ZMB|4ASPD|7DMG|8RCR|aLIT
37	31132 53354	   	211.77	DCR|3VULN|2CDMG|1ASPD|1DMG|1ZMB	169VULN|25CDMG|3ZMB|4ASPD|7DMG|8RCR|aFEWX
38	34423 53222	   	211.76	DCR|5VULN|1ASPD|1DMG	12345VULN|3BPWR|6RCR|7DMG|8SPLJET|9DUST|aASPD
39	34523 53222	   	211.76	DCR|5VULN|1ASPD|1DMG	12345VULN|6RCR|7DMG|8SPLJET|9DUST|aASPD
40	11531 21423	   	211.69	DCR|2VULN|1AART|2CDMG|1ASPD|1DMG|1DUR	1DUR|26CDMG|3LHND|4DMG|56VULN|6BPWR|7ASPD|8DLOT|9AART|aRCR
41	31161 61153	 * 	211.67	DCR|4VULN|1ASPD|1CDMG|2DUR|1ZMB	1568VULN|2CDMG|3ZMB|47DUR|9RCR|aASPD
42	31122 43353	   	211.67	DCR|3VULN|2CDMG|1ASPD|1DMG|1ZMB	169VULN|25CDMG|3ZMB|46ERES|6BPWR|7DMG|8RCR|aASPD
43	31132 53355	   	211.67	DCR|3VULN|2CDMG|1ASPD|1DMG|1ZMB	169VULN|25CDMG|3ZMB|4ASPD|7DMG|8RCR|aERES
44	11531 25212	 * 	211.56	DCR|3VULN|1AART|2CDMG|1DMG|1DUR	1DUR|26CDMG|3LHND|4DMG|567VULN|6BPWR|8AART|9RCR|aDMSP
45	11531 25213	   	211.56	DCR|3VULN|1AART|2CDMG|1DMG|1DUR	1DUR|26CDMG|3LHND|4DMG|567VULN|6BPWR|8AART|9RCR|aCGEN
46	11531 25214	   	211.56	DCR|3VULN|1AART|2CDMG|1DMG|1DUR	1DUR|26CDMG|3LHND|4DMG|567VULN|6BPWR|8AART|9RCR|aLWND
47	11531 25215	   	211.56	DCR|3VULN|1AART|2CDMG|1DMG|1DUR	1DUR|26CDMG|3aLHND|4DMG|567VULN|6BPWR|8AART|9RCR
48	34213 26116	   	211.50	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	12VULN|3aDUR|4ASPD|5CGEN|6DMG|7AART|8CDMG|9RCR
49	11531 25211	   	211.46	DCR|3VULN|1AART|2CDMG|1DMG|1DUR|1MSE	1DUR|26CDMG|3LHND|4DMG|567VULN|6BPWR|8AART|9RCR|aMSE
50	34212 26116	   	211.40	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	12VULN|3aDUR|4ASPD|5ERES|6DMG|7AART|8CDMG|9RCR
51	31332 43311	   	211.37	DCR|2VULN|2ASPD|2CDMG|1DMG|2DUR	16VULN|25CDMG|3TLV|46ASPD|6BPWR|7DMG|8RCR|9aDUR
52	51161 22225	   	211.11	DCR|2VULN|3CDMG|1AART|1ASPD|1ZMB|1DUR	1LHND|267CDMG|3ZMB|4DUR|56VULN|6BPWR|8ASPD|9RCR|aAART
53	22415 32432	 * 	210.20	DCR|2VULN|2AART|1MDPS|1ASPD|1CDMG|1ZMB	1LIT|2CDMG|3MDPS|45AART|6RCR|7ZMB|8ASPD|9aVULN
54	31136 62532	   	209.87	DCR|3VULN|1MDPS|2CDMG|1ASPD|1DMG|1ZMB	17aVULN|27CDMG|3ZMB|4ASPD|57BEXP|6MDPS|7BPWR|8DMG|9RCR
55	31332 43241	   	209.37	DCR|2VULN|2ASPD|2CDMG|1DMG|2DUR	16VULN|25CDMG|3TLV|46ASPD|6BPWR|7DMG|8aDUR|9RCR
56	34333 21561	 * 	209.36	ACR|3VULN|3DMG|1ASPD|1CDMG|1DUR	126VULN|3RPLT|469DMG|5RCR|6BPWR|7ASPD|8DUR|aCDMG
57	11631 25216	   	209.27	DCR|3VULN|1AART|1DMG|1CDMG|2DUR	1aDUR|2CDMG|357VULN|4DMG|6BEXP|8AART|9RCR
58	34333 21536	 * 	209.16	ACR|4VULN|3DMG|1ASPD|1DUR	126aVULN|3RPLT|46aDMG|5RCR|6aBPWR|7ASPD|8DUR|9aLIT
59	31332 43536	   	208.75	DCR|3ASPD|2VULN|2CDMG|1DMG	16VULN|25CDMG|3TLV|46aASPD|6BPWR|7DMG|8RPLT|9RCR
60	34333 21415	 * 	208.68	ACR|4VULN|2DMG|1AART|1ASPD	1269VULN|3RPLT|46DMG|5RCR|6BPWR|7ASPD|8DLOT|aAART
61	34423 53331	 * 	208.05	DCR|5VULN|1DMG|1CDMG	12345VULN|3BPWR|6RCR|7DMG|8CGEN|9LHND|aCDMG
62	34523 53331	   	208.05	DCR|5VULN|1DMG|1CDMG	12345VULN|6RCR|7DMG|8CGEN|9LHND|aCDMG
63	34423 53311	   	207.95	DCR|5VULN|1DMG|1CDMG	12345VULN|3BPWR|6RCR|7DMG|8CGEN|9DUST|aCDMG
64	34523 53311	   	207.95	DCR|5VULN|1DMG|1CDMG	12345VULN|6RCR|7DMG|8CGEN|9DUST|aCDMG
65	23421 62332	 * 	207.74	DCR|3VULN|1MDPS|1AART|1ASPD|1DMG|1DUR	1LIT|2MDPS|3DMG|4AART|5DUR|67aVULN|8ASPD|9RCR
66	34333 21321	 * 	207.72	ACR|4VULN|2DMG|2ASPD|1DUR	1269VULN|3RPLT|46DMG|5RCR|69BPWR|79ASPD|89CGEN|aDUR
67	23421 62335	 * 	207.50	DCR|2VULN|2DMG|1MDPS|1AART|1ASPD|1DUR	1LIT|2MDPS|3aDMG|4AART|5DUR|67VULN|8ASPD|9RCR
68	31132 53311	   	207.49	DCR|2VULN|2CDMG|1ASPD|1DMG|2DUR|1ZMB	16VULN|25CDMG|3ZMB|4ASPD|7DMG|8RCR|9aDUR
69	31122 43356	 * 	207.45	DCR|4VULN|2CDMG|1DMG|1ZMB	169aVULN|25CDMG|3ZMB|46ERES|6BPWR|7DMG|8RCR
70	34333 25211	 * 	207.44	ACR|4VULN|2DMG|1MDPS|1AART	1267VULN|3RPLT|46DMG|5RCR|6BPWR|8AART|9MDPS|aLHND
71	34333 25212	 * 	207.44	ACR|5VULN|2DMG|1MDPS|1AART	1267aVULN|3RPLT|46DMG|5RCR|6BPWR|8AART|9MDPS
72	34333 25213	   	207.44	ACR|4VULN|2DMG|1MDPS|1AART	1267VULN|3RPLT|46DMG|5RCR|6BPWR|8AART|9MDPS|aRMIN
73	34333 25214	   	207.44	ACR|4VULN|1MDPS|2DMG|1AART	1267VULN|3RPLT|46DMG|5RCR|6BPWR|8AART|9MDPS|aLIT
74	34333 25216	   	207.44	ACR|4VULN|2DMG|1MDPS|1AART|1DUR	1267VULN|3RPLT|46DMG|5RCR|6BPWR|8AART|9MDPS|aDUR
75	31152 43353	   	207.12	DCR|3VULN|1ASPD|1DMG|1CDMG|1ZMB	169VULN|2CDMG|3ZMB|4RCVC|56ERES|6BPWR|7DMG|8RCR|aASPD
76	31153 53353	   	207.12	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC|1ZMB	169VULN|2CDMG|3ZMB|4RCVC|5AAC|7DMG|8RCR|aASPD
77	31156 33353	   	207.12	DCR|3VULN|1ASPD|1DMG|1CDMG|1ZMB	159VULN|2CDMG|3ZMB|4RCVC|6ERES|7DMG|8RCR|aASPD
78	11111 25216	   	206.97	DCR|3VULN|1AART|2CDMG|2DUR|1ZMB	1aDUR|26CDMG|3ZMB|4DUST|567VULN|6BPWR|8AART|9RCR
79	11631 61142	   	206.77	DCR|4VULN|2CDMG|1DMG|2DUR	17DUR|29CDMG|3568VULN|4DMG|aRCR
80	31133 45236	   	206.34	DCR|3VULN|1ASPD|1DMG|1CDMG|1ZMB	168VULN|2CDMG|3ZMB|4ASPD|5RPLT|7RCR|9LHND|aDMG
81	11631 53131	   	206.33	DCR|3VULN|2DMG|3DUR|1CDMG	168DUR|2CDMG|358VULN|48DMG|7RMIN|8BPWR|9CGEN|aRCR
82	11631 53141	   	206.33	DCR|3VULN|2DMG|3DUR|1CDMG	168DUR|2CDMG|358VULN|48DMG|7RMIN|8BPWR|9MLV|aRCR
83	11634 25213	   	206.26	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2CDMG|37VULN|4DMG|5ASPD|6RMIN|8AART|9RCR|aMLV
84	11634 43212	   	206.26	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2CDMG|36VULN|4DMG|5ASPD|7CGEN|8AART|9RCR|aDMSP
85	11634 43213	   	206.26	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2CDMG|36VULN|4DMG|5ASPD|7aCGEN|8AART|9RCR
86	34213 26112	   	206.26	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	12VULN|3DUR|4ASPD|5CGEN|6DMG|7AART|8CDMG|9RCR|aDMSP
87	34213 26113	   	206.26	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	12VULN|3DUR|4ASPD|5aCGEN|6DMG|7AART|8CDMG|9RCR
88	34213 26114	   	206.26	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	12VULN|3DUR|4ASPD|5CGEN|6DMG|7AART|8CDMG|9RCR|aLWND
89	34213 26115	   	206.26	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	12VULN|3DUR|4ASPD|5CGEN|6DMG|7AART|8CDMG|9RCR|aLHND
90	11634 25211	   	206.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR|1MSE	1DUR|2CDMG|37VULN|4DMG|5ASPD|6RMIN|8AART|9RCR|aMSE
91	11634 25212	   	206.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2CDMG|37VULN|4DMG|5ASPD|6RMIN|8AART|9RCR|aLEGI
92	11634 41212	   	206.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2CDMG|36VULN|4DMG|5ASPD|7ERES|8AART|9RCR|aDMSP
93	11634 41213	   	206.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2CDMG|36VULN|4DMG|5ASPD|7ERES|8AART|9RCR|aCGEN
94	34212 26112	   	206.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	12VULN|3DUR|4ASPD|5ERES|6DMG|7AART|8CDMG|9RCR|aDMSP
95	34212 26113	   	206.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	12VULN|3DUR|4ASPD|5ERES|6DMG|7AART|8CDMG|9RCR|aCGEN
96	34212 26114	   	206.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	12VULN|3DUR|4ASPD|5ERES|6DMG|7AART|8CDMG|9RCR|aLWND
97	34212 26115	   	206.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	12VULN|3DUR|4ASPD|5ERES|6DMG|7AART|8CDMG|9RCR|aLHND
98	11634 43211	   	206.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR|1MSE	1DUR|2CDMG|36VULN|4DMG|5ASPD|7CGEN|8AART|9RCR|aMSE
99	34213 26111	   	206.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR|1MSE	12VULN|3DUR|4ASPD|5CGEN|6DMG|7AART|8CDMG|9RCR|aMSE
100	31114 62531	   	206.15	DCR|2VULN|1MDPS|2ASPD|2CDMG|1DMG|1ZMB	17VULN|27CDMG|3ZMB|4DUST|57ASPD|6MDPS|7BPWR|8DMG|9RCR|aLHND
101	31114 62533	   	206.15	DCR|2VULN|1MDPS|2ASPD|2CDMG|1DMG|1ZMB	17VULN|27CDMG|3ZMB|4DUST|57ASPD|6MDPS|7BPWR|8DMG|9RCR|aBEXP
102	31132 53536	   	206.15	DCR|2VULN|2ASPD|2CDMG|1DMG|1ZMB	16VULN|25CDMG|3ZMB|4aASPD|7DMG|8RPLT|9RCR
103	31332 43312	   	206.13	DCR|2VULN|2ASPD|2CDMG|1DMG|1DUR	16VULN|25CDMG|3TLV|46ASPD|6BPWR|7DMG|8RCR|9DUR|aLWND
104	31332 43315	   	206.13	DCR|2VULN|2ASPD|2CDMG|1DMG|1DUR	16VULN|25CDMG|3TLV|46ASPD|6BPWR|7DMG|8RCR|9DUR|aAME
105	31332 43321	   	206.13	DCR|2VULN|2ASPD|2CDMG|1DMG|1DUR	16VULN|25CDMG|3TLV|46ASPD|6BPWR|7DMG|8RCR|9LWND|aDUR
106	31332 43363	   	206.13	DCR|2VULN|2ASPD|2CDMG|1DMG|1DUR	16VULN|25CDMG|3TLV|46ASPD|6BPWR|7DMG|8RCR|9CGEN|aDUR
107	31132 54352	   	206.09	DCR|3VULN|2ASPD|2CDMG|2ZMB	167VULN|25CDMG|37ZMB|47ASPD|7BPWR|8RMIN|9RCVC|aRCR
108	11634 41211	   	206.06	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR|1MSE	1DUR|2CDMG|36VULN|4DMG|5ASPD|7ERES|8AART|9RCR|aMSE
109	34212 26111	   	206.06	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR|1MSE	12VULN|3DUR|4ASPD|5ERES|6DMG|7AART|8CDMG|9RCR|aMSE
110	31332 43316	   	206.03	DCR|2VULN|2ASPD|2CDMG|1DMG|1DUR	16VULN|25CDMG|3TLV|46ASPD|6BPWR|7DMG|8RCR|9DUR|aDUST
111	22346 33432	 * 	206.03	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1LIT|2CDMG|35aVULN|4ASPD|6DUR|7BELT|8RCR|9AART
112	34214 12613	   	206.03	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	125VULN|3DUR|4ASPD|6RPLT|7CDMG|8RCR|9LIT|aAART
113	31132 51353	   	205.92	DCR|3VULN|2ASPD|2CDMG|1ZMB	169VULN|25CDMG|3ZMB|4aASPD|7MLV|8RCR
114	23421 22524	   	205.70	DCR|2VULN|2DMG|1MDPS|1AART|1ASPD|1DUR	18LIT|2MDPS|38DMG|4AART|5DUR|6BEXP|78VULN|8BPWR|9ASPD|aRCR
115	23421 12524	   	205.60	DCR|2VULN|2DMG|1MDPS|1AART|1ASPD|1DUR	18LIT|2MDPS|38DMG|4AART|5DUR|6DUST|78VULN|8BPWR|9ASPD|aRCR
116	31132 53313	   	205.46	DCR|2VULN|2CDMG|1ASPD|1DMG|2ZMB|1DUR	16VULN|25CDMG|3aZMB|4ASPD|7DMG|8RCR|9DUR
117	11634 21216	   	205.34	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|2DUR	1aDUR|2CDMG|3VULN|4DMG|57ASPD|6RMIN|8AART|9RCR
118	11636 13613	 * 	205.18	DCR|3VULN|2DMG|1MDPS|1CDMG|2DUR	19DUR|2CDMG|39aVULN|49DMG|5MDPS|6RMIN|7RPLT|8RCR|9BPWR
119	51161 22223	   	205.17	DCR|3VULN|3CDMG|1ASPD|1ZMB|1DUR	1LHND|267CDMG|3ZMB|4DUR|56aVULN|6BPWR|8ASPD|9RCR
120	11111 22223	   	205.07	DCR|3VULN|3CDMG|1ASPD|1ZMB|1DUR	1DUR|267CDMG|3ZMB|4DUST|56aVULN|6BPWR|8ASPD|9RCR
121	31332 43326	   	204.88	DCR|2VULN|2ASPD|3CDMG|1DMG	16VULN|25aCDMG|3TLV|46ASPD|6BPWR|7DMG|8RCR|9LWND
122	31332 43334	   	204.50	DCR|2VULN|2ASPD|2CDMG|1DMG|1AAC	16VULN|25CDMG|3TLV|46ASPD|6BPWR|7DMG|8RCR|9BASARM|aAAC
123	11634 32423	   	204.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2CDMG|37VULN|4DMG|5ASPD|6LWND|8DLOT|9AART|aRCR
124	31531 51423	   	204.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	15VULN|2CDMG|3LHND|4DMG|6DUR|7ASPD|8DLOT|9AART|aRCR
125	31332 43242	   	204.13	DCR|2VULN|2ASPD|2CDMG|1DMG|1DUR	16VULN|25CDMG|3TLV|46ASPD|6BPWR|7DMG|8DUR|9RCR|aLWND
126	31332 43245	   	204.13	DCR|2VULN|2ASPD|2CDMG|1DMG|1DUR	16VULN|25CDMG|3TLV|46ASPD|6BPWR|7DMG|8DUR|9RCR|aAME
127	31332 43246	   	204.03	DCR|2VULN|2ASPD|2CDMG|1DMG|1DUR	16VULN|25CDMG|3TLV|46ASPD|6BPWR|7DMG|8DUR|9RCR|aDUST
128	11631 25213	   	204.03	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|357VULN|4DMG|6BEXP|8AART|9RCR|aMLV
129	11631 25214	   	204.03	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|357VULN|4DMG|6BEXP|8AART|9RCR|aLWND
130	11631 25215	   	204.03	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|357VULN|4DMG|6BEXP|8AART|9RCR|aLHND
131	31531 55212	   	204.03	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	157VULN|2CDMG|3LHND|4DMG|6DUR|8AART|9RCR|aDMSP
132	31531 55213	   	204.03	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	157VULN|2CDMG|3LHND|4DMG|6DUR|8AART|9RCR|aCGEN
133	34221 46213	   	204.03	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	126VULN|3DUR|4BEXP|5CDMG|7ASPD|8AART|9RCR|aMLV
134	31612 43421	 * 	204.01	DCR|3VULN|2DMG|3CDMG	18aVULN|268CDMG|3AELBLL|47DMG|568ERES|68BPWR|9RCR
135	11132 35562	   	203.96	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|2DUR|1ZMB	17DUR|2CDMG|3ZMB|4ASPD|5MDPS|6RCR|8DMG|9aVULN
136	11631 25211	   	203.93	DCR|3VULN|1AART|1DMG|1CDMG|1DUR|1MSE	1DUR|2CDMG|357VULN|4DMG|6BEXP|8AART|9RCR|aMSE
137	11631 25212	   	203.93	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|357VULN|4DMG|6BEXP|8AART|9RCR|aLEGI
138	31531 55211	   	203.93	DCR|3VULN|1AART|1DMG|1CDMG|1DUR|1MSE	157VULN|2CDMG|3LHND|4DMG|6DUR|8AART|9RCR|aMSE
139	34221 46211	   	203.93	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR|1MSE	126VULN|3DUR|4BEXP|5CDMG|7ASPD|8AART|9RCR|aMSE
140	34221 46212	   	203.93	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	126VULN|3DUR|4BEXP|5CDMG|7ASPD|8AART|9RCR|aLEGI
141	31114 62432	   	203.92	DCR|3VULN|1MDPS|2ASPD|2CDMG|1ZMB	17aVULN|27CDMG|3ZMB|4DUST|57ASPD|6MDPS|7BPWR|8RMIN|9RCR
142	34423 51112	 * 	203.82	DCR|5VULN|1AART|1DUR	12345VULN|3BPWR|6RCR|7DUR|8LIT|9BELT|aAART
143	34423 51132	   	203.82	DCR|5VULN|1AART|1DUR	12345VULN|3BPWR|6RCR|7DUR|89LIT|aAART
144	34523 51112	   	203.82	DCR|5VULN|1AART|1DUR	12345VULN|6RCR|7DUR|8LIT|9BELT|aAART
145	34523 51132	   	203.82	DCR|5VULN|1AART|1DUR	12345VULN|6RCR|7DUR|89LIT|aAART
146	11132 34213	 * 	203.69	DCR|1MDPS|2ASPD|1VULN|1AART|2CDMG|1ZMB|1DUR	1DUR|2aCDMG|3ZMB|49ASPD|5MDPS|6RCR|7VULN|8AART
147	34341 31331	 * 	203.68	DCR|2VULN|2AART|1MDPS|1ASPD|1DMG	12VULN|3RPLT|4VENFST|5MDPS|6RCR|78AART|9DMG|aASPD
148	34341 31361	   	203.68	DCR|2VULN|2AART|1MDPS|1ASPD|1DMG	12VULN|3RPLT|4VENFST|5MDPS|6RCR|78AART|9ASPD|aDMG
149	34361 31331	   	203.68	DCR|2VULN|2AART|1MDPS|1ASPD|1DMG	12VULN|3RPLT|4SNIFST|5MDPS|6RCR|78AART|9DMG|aASPD
150	34361 31361	   	203.68	DCR|2VULN|2AART|1MDPS|1ASPD|1DMG	12VULN|3RPLT|4SNIFST|5MDPS|6RCR|78AART|9ASPD|aDMG
151	34462 31243	   	203.33	DCR|3VULN|1MDPS|1AART|1ASPD|1DMG	123VULN|3BPWR|4FEWX|5MDPS|6MBVNT|7RCR|8ASPD|9DMG|aAART
152	34562 31243	   	203.33	DCR|3VULN|1MDPS|1AART|1ASPD|1DMG	123VULN|4FEWX|5MDPS|6MBVNT|7RCR|8ASPD|9DMG|aAART
153	26365 32112	 * 	203.23	DCR|2VULN|2AART|1MDPS|1DMG|1CDMG	1LIT|25AART|3AIRARM|4CDMG|6DMG|78VULN|9RCR|aMDPS
154	31132 53342	   	203.20	DCR|2VULN|1MDPS|2CDMG|1ASPD|1DMG|1ZMB	16VULN|25CDMG|3ZMB|4ASPD|7DMG|8RCR|9MDPS|aERES
155	31132 53343	   	203.20	DCR|2VULN|1MDPS|2CDMG|1ASPD|1DMG|1ZMB	16VULN|25CDMG|3ZMB|4ASPD|7DMG|8RCR|9MDPS|aCGEN
156	31132 53344	   	203.20	DCR|2VULN|1MDPS|2CDMG|1ASPD|1DMG|1ZMB	16VULN|25CDMG|3ZMB|4ASPD|7DMG|8RCR|9MDPS|aRMIN
